Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1998,275.600006,302.399994,,,,,,,,,,,-604.0,-136.800003,,,,-136.800003,,,0.0,0.0,0.0,,,,,-467.199997,440.400015,-142.399994,664.700012,,,,-94.300003,0.0,-94.300003,12.4,,112.0,,,
03/31/1999,370.700012,325.899994,317.200012,-35.599998,,-35.599998,-263.600006,,,,-263.600006,,-226.800003,-130.199997,,,,-130.199997,,,0.0,0.0,0.0,,,,,-96.600006,-160.000002,-141.699997,116.599998,,,,-122.300003,0.0,-122.300003,-12.6,,-16.1,,,
06/30/1999,472.399994,345.100006,481.200012,-103.800003,,-103.800003,-232.100006,,,,-232.100006,,-574.5,-142.0,,,,-142.0,,,0.0,0.0,0.0,,,,,-432.5,129.3,-141.199997,327.399995,,,,-63.099998,0.0,-63.099998,6.2,,27.200001,,,
09/30/1999,691.8,340.2,,,,,,,,,,,-172.8,-182.6,,,,-182.6,,,0.0,0.0,0.0,,,,,9.8,-585.7,-141.1,-391.3,,,,-44.0,0.0,-44.0,-9.3,,-66.7,,,
12/31/1999,303.200012,324.899994,163.5,-16.0,,-16.0,-169.199997,,,,-169.199997,,-132.100006,-125.599998,,,,-125.599998,,,0.0,0.0,0.0,,,,,-6.500008,-97.700009,-154.5,221.899994,,,,-159.300003,0.0,-159.300003,-5.8,,73.400002,,,
03/31/2000,386.4,352.8,172.1,-29.8,,-29.8,-108.7,,,,-108.7,,-1299.1,-171.8,,,,-171.8,,,0.0,0.0,0.0,,,,,-1127.3,946.6,-153.4,1335.0,,,,-232.5,0.0,-232.5,-2.5,,33.9,,,
06/30/2000,456.399994,373.700012,170.899994,-56.5,,-56.5,-31.700001,,,,-31.700001,,-870.700012,-158.199997,,,,-158.199997,,,0.0,0.0,0.0,,,,,-712.500015,443.400006,-152.600006,598.200012,,,,7.7,7.7,0.0,-9.9,,29.1,,,
09/30/2000,693.8,371.0,172.0,-53.9,,-53.9,204.7,,,,204.7,,-193.3,-236.4,0.0,,,-236.4,,,0.0,0.0,0.0,,,,,43.1,-622.2,-152.7,-461.1,,,,7.9,7.9,0.0,-16.3,,-121.7,,,
12/31/2000,277.100006,357.399994,171.399994,-52.200001,,-52.200001,-199.5,,,,-199.5,,-153.399994,-150.300003,,,,-150.300003,,,0.0,0.0,0.0,,,,,-3.099991,-44.800004,-164.0,119.599997,,,,3.1,3.1,0.0,-3.5,,78.900002,,,
03/31/2001,396.4,358.7,180.8,-54.8,,-54.8,-88.3,,,,-88.3,,-234.5,-140.9,,,,-140.9,,,0.0,0.0,0.0,,,,,-93.6,-118.0,-164.1,81.6,,,,-40.3,0.0,-40.3,4.8,,43.9,,,
06/30/2001,339.4,330.4,184.0,-87.1,,-87.1,-87.9,,,,-87.9,,-5.4,-118.6,,,,-118.6,,,0.0,0.0,0.0,,,,,113.2,-314.4,-163.7,-95.6,,,,-41.9,0.0,-41.9,-13.2,,19.6,,,
09/30/2001,694.8,-14.7,172.3,40.3,,40.3,496.9,,,,496.9,,-154.4,-144.4,0.0,,,-144.4,,,0.0,0.0,0.0,,,,,-10.0,-607.9,-162.2,2.3,,,,-454.6,0.0,-454.6,6.6,,-67.5,,,
12/31/2001,252.0,-683.0,131.0,875.0,,875.0,-71.0,,,,-71.0,,-654.0,-94.0,,,,-94.0,,,,,,,,,,-560.0,513.0,-163.0,692.0,,,,-18.0,,-18.0,2.0,,111.0,,,
03/31/2002,-500.0,275.0,138.0,-977.0,,-977.0,64.0,,,,64.0,,-103.0,-78.0,,,,-78.0,,,,,,,,,,-25.0,-354.0,-163.0,-195.0,,,,11.0,11.0,0.0,-7.0,,-957.0,,,
06/30/2002,488.5,281.6,140.5,-156.1,,-156.1,222.5,,,,222.5,,-27.4,-79.0,,,,-79.0,,,0.0,0.0,0.0,,,,,51.6,-379.2,-163.1,-218.5,,,,-15.3,,-15.3,17.7,,99.9,,,
09/30/2002,639.5,249.0,325.4,570.8,,570.8,-505.7,,,,-505.7,,-96.3,-133.0,0.0,,,-133.0,,,0.0,0.0,0.0,,,,,36.7,-710.5,-163.0,-540.6,,,,-16.0,0.0,-16.0,9.1,,-167.3,,,
12/31/2002,307.0,217.0,127.0,-4.0,,-4.0,-33.0,143.0,-26.0,,-150.0,,-23.0,-65.0,0.0,,,-65.0,,,0.0,0.0,0.0,,,,,42.0,-228.0,-165.0,-71.0,,,,2.0,2.0,0.0,6.0,,56.0,,,
03/31/2003,374.0,236.0,137.0,35.0,,35.0,-34.0,-118.0,12.0,,72.0,,-73.0,-66.0,0.0,,,-66.0,,,0.0,0.0,0.0,,,,,-7.0,-132.0,-165.0,25.0,,,,2.0,2.0,0.0,6.0,,169.0,,,
06/30/2003,210.0,360.0,142.0,-270.0,,-270.0,-22.0,-30.0,73.0,,-65.0,,-78.0,-82.0,0.0,,,-82.0,,,0.0,0.0,0.0,,,,,4.0,-29.0,-166.0,106.0,,,,3.0,3.0,0.0,28.0,,103.0,,,
09/30/2003,840.0,276.0,128.0,81.0,,81.0,355.0,13.0,102.0,,240.0,,-130.0,-124.0,0.0,,,-124.0,,,0.0,0.0,0.0,,,,,-6.0,-723.0,-165.0,-563.0,,,,4.0,4.0,0.0,1.0,,-13.0,,,
12/31/2003,284.0,244.0,131.0,36.0,,36.0,-127.0,21.0,-58.0,,-90.0,,-66.0,-67.0,0.0,,,-67.0,,,0.0,0.0,0.0,,,,,1.0,95.0,-169.0,224.0,,,,11.0,11.0,0.0,29.0,,313.0,,,
03/31/2004,451.0,318.0,139.0,-3.0,,-3.0,-3.0,-157.0,25.0,,129.0,,-48.0,-80.0,0.0,,,-80.0,,,0.0,0.0,0.0,,,,,32.0,-247.0,-168.0,-98.0,,,,10.0,10.0,0.0,9.0,,156.0,,,
06/30/2004,755.0,341.0,140.0,-5.0,,-5.0,279.0,-21.0,12.0,,288.0,,-32.0,-83.0,0.0,,,-83.0,,,0.0,0.0,0.0,,,,,51.0,-502.0,-169.0,-215.0,,,,-102.0,0.0,-102.0,-16.0,,221.0,,,
09/30/2004,726.0,354.0,147.0,52.0,,52.0,173.0,23.0,13.0,,137.0,,-571.0,-170.0,0.0,,,-170.0,,,0.0,0.0,0.0,,,,,-401.0,-195.0,-169.0,-4.0,,,,-40.0,0.0,-40.0,18.0,,-40.0,,,
12/31/2004,261.0,297.0,137.0,30.0,,30.0,-203.0,7.0,-82.0,-158.0,30.0,,-130.0,-92.0,0.0,,,-92.0,,,0.0,0.0,0.0,,,,,-38.0,8.0,-175.0,126.0,,,,-10.0,0.0,-10.0,67.0,,139.0,,,
03/31/2005,441.0,348.0,139.0,35.0,,35.0,-81.0,-104.0,-29.0,114.0,-62.0,,-228.0,-140.0,0.0,,,-140.0,,,0.0,0.0,0.0,,,,,-88.0,-92.0,-174.0,272.0,,,,-189.0,0.0,-189.0,-1.0,,121.0,,,
06/30/2005,606.0,358.0,144.0,-21.0,,-21.0,125.0,-80.0,53.0,-14.0,166.0,,-229.0,-118.0,0.0,,,-118.0,,,0.0,0.0,0.0,,,,,-111.0,-419.0,-173.0,57.0,,,,-236.0,0.0,-236.0,-67.0,,-42.0,,,
09/30/2005,879.0,419.0,142.0,49.0,,49.0,269.0,-84.0,66.0,219.0,68.0,,-309.0,-168.0,0.0,,,-168.0,,,0.0,0.0,0.0,,,,,-141.0,-901.0,-172.0,-509.0,,,,-233.0,0.0,-233.0,13.0,,-331.0,,,
12/31/2005,319.0,399.0,141.0,42.0,,42.0,-263.0,24.0,-125.0,-90.0,-72.0,,-163.0,-101.0,0.0,,,-101.0,,,0.0,0.0,0.0,,,,,-62.0,-765.0,-183.0,-516.0,,,,-41.0,0.0,-41.0,-25.0,,-609.0,,,
03/31/2006,549.0,434.0,153.0,75.0,,75.0,-113.0,-114.0,-84.0,86.0,-1.0,,-307.0,-113.0,0.0,,,-113.0,,,0.0,0.0,0.0,,,,,-194.0,-262.0,-184.0,-47.0,,,,-70.0,0.0,-70.0,39.0,,-20.0,,,
06/30/2006,620.0,486.0,160.0,-29.0,,-29.0,3.0,-135.0,-60.0,64.0,134.0,,-564.0,-140.0,0.0,,,-140.0,,,0.0,0.0,0.0,,,,,-424.0,35.0,-183.0,480.0,,,,-300.0,0.0,-300.0,38.0,,91.0,,,
09/30/2006,1024.0,526.0,153.0,124.0,,124.0,221.0,-21.0,-5.0,264.0,-17.0,,-182.0,-247.0,0.0,,,-247.0,,,0.0,0.0,0.0,,,,,65.0,-727.0,-180.0,-88.0,,,,-451.0,0.0,-451.0,-8.0,,115.0,,,
12/31/2006,327.0,445.0,161.0,48.0,,48.0,-327.0,67.0,-174.0,-227.0,7.0,,-78.0,-121.0,0.0,,,-121.0,,,0.0,0.0,0.0,,,,,43.0,31.0,-211.0,517.0,,,,-283.0,0.0,-283.0,8.0,,280.0,,,
03/31/2007,548.0,494.0,167.0,24.0,,24.0,-137.0,-172.0,52.0,15.0,-32.0,,-284.0,-155.0,0.0,,,-155.0,,,0.0,0.0,0.0,,,,,-129.0,-260.0,-210.0,126.0,,,,-195.0,0.0,-195.0,19.0,,4.0,,,
06/30/2007,899.0,574.0,163.0,-21.0,,-21.0,183.0,-147.0,101.0,90.0,139.0,,-173.0,-144.0,0.0,,,-144.0,,,0.0,0.0,0.0,,,,,-29.0,-489.0,-208.0,-141.0,,,,-150.0,0.0,-150.0,10.0,,237.0,,,
09/30/2007,1242.0,623.0,165.0,36.0,,36.0,418.0,-97.0,117.0,226.0,172.0,,-335.0,-261.0,0.0,,,-261.0,,,0.0,0.0,0.0,,,,,-74.0,-1230.0,-208.0,-811.0,,,,-225.0,0.0,-225.0,14.0,,-323.0,960.0,242.0,
12/31/2007,423.0,565.0,171.0,-6.0,,-6.0,-307.0,143.0,-170.0,-244.0,-36.0,,-321.0,-127.0,0.0,,,-127.0,,,0.0,0.0,0.0,,,,,-194.0,596.0,-237.0,1050.0,,,,-194.0,0.0,-194.0,-23.0,,698.0,,,
03/31/2008,748.0,547.0,179.0,34.0,,34.0,-12.0,-113.0,-33.0,124.0,10.0,,-257.0,-179.0,0.0,,,-179.0,,,0.0,0.0,0.0,,,,,-78.0,-430.0,-236.0,36.0,,,,-289.0,0.0,-289.0,59.0,,61.0,,,
06/30/2008,827.0,612.0,180.0,48.0,,48.0,-13.0,-227.0,-2.0,145.0,71.0,,-153.0,-155.0,0.0,,,-155.0,,,0.0,0.0,0.0,,,,,2.0,-384.0,-235.0,78.0,,,,-244.0,0.0,-244.0,17.0,,290.0,,,
09/30/2008,1295.0,688.0,177.0,120.0,,120.0,310.0,197.0,205.0,-25.0,-67.0,,-341.0,-253.0,0.0,,,-253.0,,,0.0,0.0,0.0,,,,,-88.0,-1234.0,-232.0,-504.0,,,,-393.0,0.0,-393.0,-105.0,,-280.0,,,
12/31/2008,319.0,458.0,176.0,1.0,,1.0,-316.0,,,,-316.0,,-415.0,-132.0,0.0,,,-132.0,-132.0,0.0,0.0,0.0,0.0,-271.0,0.0,-271.0,0.0,-12.0,64.0,-252.0,784.0,968.0,2.0,-186.0,-433.0,0.0,-433.0,-35.0,-77.0,-109.0,,,
03/31/2009,499.0,373.0,182.0,-17.0,,-17.0,-39.0,181.0,210.0,-259.0,-171.0,,-253.0,-140.0,0.0,,,-140.0,-140.0,0.0,0.0,0.0,0.0,-162.0,0.0,-162.0,0.0,49.0,-379.0,-250.0,164.0,-82.0,498.0,-252.0,-285.0,0.0,-285.0,-8.0,-28.0,-161.0,,,
06/30/2009,916.0,387.0,184.0,-79.0,,-79.0,424.0,,,,424.0,,-437.0,-116.0,0.0,,,-116.0,-116.0,0.0,0.0,0.0,0.0,-302.0,0.0,-302.0,0.0,-19.0,-632.0,-247.0,-334.0,-846.0,754.0,-242.0,0.0,0.0,0.0,-51.0,28.0,-125.0,,,
09/30/2009,1352.0,506.0,185.0,110.0,,110.0,551.0,172.0,252.0,91.0,36.0,,-204.0,-143.0,0.0,,,-143.0,-143.0,0.0,0.0,0.0,0.0,-37.0,4.0,-41.0,0.0,-24.0,-1001.0,-249.0,-730.0,,,,0.0,0.0,0.0,-22.0,31.0,178.0,,,
12/31/2009,687.0,425.0,196.0,51.0,,51.0,15.0,57.0,-22.0,-28.0,8.0,,-1352.0,-89.0,0.0,0.0,0.0,-89.0,-89.0,0.0,0.0,0.0,0.0,-1301.0,0.0,-1301.0,0.0,38.0,956.0,-251.0,1222.0,662.0,596.0,-36.0,0.0,0.0,0.0,-15.0,-11.0,280.0,,,
03/31/2010,632.0,405.0,206.0,3.0,,3.0,18.0,-63.0,-141.0,188.0,34.0,,-135.0,-89.0,0.0,0.0,0.0,-89.0,-89.0,0.0,0.0,0.0,0.0,-39.0,0.0,-39.0,0.0,-7.0,-164.0,-253.0,49.0,63.0,0.0,-14.0,-24.0,0.0,-24.0,64.0,-14.0,319.0,,,
06/30/2010,703.0,585.0,203.0,-80.0,,-80.0,-5.0,-222.0,-72.0,147.0,142.0,,-168.0,-122.0,0.0,,,-122.0,-122.0,0.0,0.0,0.0,0.0,-32.0,0.0,-32.0,0.0,-14.0,788.0,-252.0,1027.0,1022.0,5.0,0.0,-47.0,0.0,-47.0,60.0,-58.0,1265.0,,,
09/30/2010,1270.0,749.0,211.0,29.0,,29.0,281.0,-113.0,75.0,191.0,128.0,,-862.0,-224.0,0.0,,,-224.0,-224.0,0.0,0.0,0.0,0.0,-625.0,846.0,-1471.0,0.0,-13.0,-2306.0,-253.0,-1982.0,,,,-29.0,0.0,-29.0,-42.0,66.0,-1832.0,,,
12/31/2010,322.0,480.0,219.0,53.0,,53.0,-430.0,67.0,-97.0,-183.0,-217.0,,-137.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,0.0,0.0,-39.0,0.0,-39.0,0.0,-16.0,-281.0,-261.0,86.0,116.0,,-30.0,-51.0,0.0,-51.0,-55.0,-3.0,-99.0,,,
03/31/2011,753.0,556.0,216.0,-2.0,,-2.0,-17.0,-185.0,-67.0,174.0,61.0,,-290.0,-126.0,0.0,,,-126.0,-126.0,0.0,0.0,0.0,0.0,-147.0,0.0,-147.0,0.0,-17.0,-397.0,-261.0,-33.0,-9.0,0.0,-24.0,-125.0,0.0,-125.0,22.0,34.0,100.0,,,
06/30/2011,903.0,683.0,215.0,27.0,,27.0,-22.0,-176.0,-76.0,134.0,96.0,,-246.0,-195.0,0.0,0.0,0.0,-195.0,-195.0,0.0,0.0,0.0,0.0,-42.0,0.0,-42.0,0.0,-9.0,-486.0,-259.0,91.0,91.0,0.0,0.0,-319.0,0.0,-319.0,1.0,17.0,188.0,,,
09/30/2011,1255.0,761.0,217.0,109.0,,109.0,168.0,-181.0,252.0,69.0,28.0,,-175.0,-244.0,0.0,,,-244.0,-244.0,0.0,0.0,0.0,0.0,99.0,103.0,-4.0,0.0,-30.0,-723.0,-258.0,-15.0,-13.0,0.0,-2.0,-440.0,0.0,-440.0,-10.0,-86.0,271.0,,,
12/31/2011,334.0,371.0,204.0,52.0,,52.0,-293.0,426.0,-239.0,-319.0,-161.0,,-140.0,-130.0,0.0,0.0,0.0,-130.0,-130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-170.0,-294.0,416.0,666.0,0.0,-250.0,-244.0,0.0,-244.0,-48.0,0.0,24.0,,,
03/31/2012,562.0,545.0,202.0,4.0,,4.0,-189.0,-239.0,-57.0,88.0,19.0,0.0,-357.0,-157.0,0.0,,,-157.0,-157.0,0.0,0.0,0.0,0.0,-167.0,0.0,-167.0,0.0,-33.0,-134.0,-294.0,226.0,,,,-85.0,0.0,-85.0,19.0,6.0,77.0,,,
06/30/2012,846.0,770.0,211.0,-1.0,,-1.0,-134.0,-366.0,-8.0,239.0,1.0,0.0,-149.0,-141.0,0.0,,,-141.0,-141.0,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,0.0,3.0,-494.0,-293.0,5.0,11.0,,-6.0,-198.0,0.0,-198.0,-8.0,-64.0,139.0,,,
09/30/2012,1311.0,282.0,206.0,547.0,,547.0,276.0,-357.0,255.0,135.0,243.0,0.0,-160.0,-237.0,0.0,,,-237.0,-237.0,0.0,0.0,0.0,0.0,116.0,125.0,-9.0,0.0,-39.0,-1101.0,-290.0,-557.0,-554.0,4.0,-7.0,-270.0,0.0,-270.0,16.0,25.0,75.0,,,
12/31/2012,639.0,454.0,206.0,98.0,,98.0,-119.0,447.0,-171.0,-256.0,-139.0,0.0,-219.0,-200.0,0.0,0.0,0.0,-200.0,-200.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,-22.0,-258.0,-297.0,160.0,424.0,0.0,-264.0,-113.0,0.0,-113.0,-8.0,-2.0,160.0,,,
03/31/2013,512.0,561.0,205.0,26.0,,26.0,-280.0,-29.0,-31.0,-45.0,-175.0,0.0,-61.0,-35.0,0.0,0.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-23.0,-342.0,-296.0,90.0,-403.0,499.0,-6.0,-158.0,0.0,-158.0,22.0,-21.0,88.0,,,
06/30/2013,995.0,194.0,201.0,517.0,,517.0,83.0,-214.0,6.0,181.0,110.0,0.0,-193.0,-145.0,0.0,0.0,0.0,-145.0,-145.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,-28.0,-598.0,-295.0,1.0,252.0,0.0,-251.0,-302.0,0.0,-302.0,-2.0,-9.0,195.0,,,
09/30/2013,1503.0,795.0,207.0,143.0,,143.0,358.0,-288.0,279.0,134.0,233.0,0.0,-316.0,-298.0,0.0,,,-298.0,-298.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,-22.0,-735.0,-293.0,98.0,,,,-537.0,0.0,-537.0,-3.0,13.0,465.0,,,
12/31/2013,691.0,462.0,209.0,74.0,,74.0,-54.0,446.0,-161.0,-151.0,-188.0,0.0,-555.0,-236.0,0.0,0.0,0.0,-236.0,-236.0,0.0,0.0,0.0,0.0,-308.0,268.0,-576.0,0.0,-11.0,-675.0,-304.0,73.0,387.0,0.0,-314.0,-390.0,0.0,-390.0,-54.0,1.0,-538.0,,,
03/31/2014,575.0,547.0,210.0,37.0,,37.0,-219.0,-148.0,-74.0,76.0,-73.0,,-205.0,-161.0,0.0,0.0,0.0,-161.0,-161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-369.0,-302.0,696.0,703.0,1.0,-8.0,-206.0,0.0,-206.0,-557.0,-14.0,-13.0,,,
06/30/2014,1018.0,728.0,204.0,-30.0,,-30.0,116.0,-191.0,-19.0,128.0,198.0,,-266.0,-176.0,0.0,0.0,0.0,-176.0,-176.0,0.0,0.0,0.0,0.0,-38.0,-4.0,-34.0,0.0,-52.0,-431.0,-304.0,42.0,43.0,0.0,-1.0,-187.0,0.0,-187.0,18.0,4.0,325.0,,,
09/30/2014,1408.0,410.0,,-11.0,,-11.0,316.0,-270.0,151.0,179.0,256.0,,-133.0,-78.0,0.0,,,-78.0,-78.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,-48.0,-1084.0,-300.0,-517.0,-511.0,0.0,-6.0,-265.0,0.0,-265.0,-2.0,-91.0,100.0,,,
12/31/2014,571.0,525.0,207.0,31.0,,31.0,-192.0,434.0,-195.0,-277.0,-154.0,0.0,-376.0,-207.0,0.0,0.0,0.0,-207.0,-207.0,0.0,0.0,0.0,0.0,-143.0,0.0,-143.0,0.0,-26.0,-146.0,-326.0,748.0,999.0,0.0,-251.0,-509.0,0.0,-509.0,-59.0,-76.0,-27.0,,,
03/31/2015,358.0,973.0,205.0,-482.0,,-482.0,-338.0,-26.0,-56.0,-33.0,-223.0,,1177.0,-152.0,0.0,0.0,0.0,-152.0,-152.0,0.0,0.0,0.0,0.0,1389.0,1391.0,-2.0,0.0,-60.0,-1269.0,-321.0,-145.0,-145.0,0.0,0.0,-842.0,0.0,-842.0,39.0,-132.0,134.0,,,
