Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2004,15103.0,5566.0,4685.0,881.0,1342.0,1342.0,,1516.0,306.0,659.0,551.0,0.0,1010.0,,,9434.0,4452.0,6843.0,-2391.0,0.0,1217.0,455.0,214.0,241.0,762.0,5669.0,,926.0,926.0,,,866.0,866.0,0.0,0.0,,1942.0,1942.0,3734.0,2392.0,2392.0,0.0,0.0,729.0,,729.0,3121.0,6855.0,1438.0,2266.0,,,-5439.0,10452.0,-469.0,8248.0,0.0,8248.0,15103.0,
12/31/2004,15911.0,5835.0,4984.0,851.0,1407.0,1407.0,,1580.0,299.0,651.0,630.0,0.0,1181.0,,,10003.0,4593.0,7085.0,-2492.0,0.0,1315.0,580.0,209.0,371.0,735.0,5908.0,,978.0,978.0,,,1569.0,1569.0,0.0,0.0,,2661.0,2661.0,5208.0,2392.0,2392.0,0.0,0.0,755.0,,755.0,3147.0,8355.0,1438.0,2249.0,,,-5444.0,9613.0,-300.0,7556.0,0.0,7556.0,15911.0,
03/31/2005,14921.0,4704.0,3912.0,792.0,1702.0,1702.0,,1470.0,298.0,598.0,574.0,0.0,1228.0,,,9104.0,4523.0,7051.0,-2528.0,0.0,1294.0,577.0,208.0,369.0,717.0,5817.0,,1038.0,1038.0,,,398.0,398.0,0.0,0.0,,2760.0,2760.0,4196.0,2392.0,2392.0,0.0,0.0,793.0,,793.0,3185.0,7381.0,1438.0,2258.0,,,-5442.0,9638.0,-352.0,7540.0,0.0,7540.0,14921.0,
06/30/2005,14837.0,4791.0,4134.0,657.0,1680.0,1680.0,,1483.0,296.0,572.0,615.0,0.0,1123.0,,,9077.0,4489.0,7058.0,-2569.0,0.0,1271.0,565.0,206.0,359.0,706.0,5760.0,,1102.0,1102.0,,,378.0,378.0,0.0,0.0,,2769.0,2769.0,4249.0,2392.0,2392.0,0.0,0.0,859.0,,859.0,3251.0,7500.0,1438.0,2277.0,,,-5439.0,9487.0,-426.0,7337.0,0.0,7337.0,14837.0,
09/30/2005,14554.0,4607.0,4194.0,413.0,1645.0,1645.0,,1586.0,390.0,341.0,855.0,0.0,949.0,,,8787.0,4461.0,7115.0,-2654.0,0.0,1306.0,589.0,206.0,383.0,717.0,5767.0,,1140.0,1140.0,,,361.0,361.0,0.0,0.0,,2398.0,2398.0,3899.0,2392.0,2392.0,0.0,0.0,939.0,,939.0,3331.0,7230.0,1438.0,2297.0,,,-5436.0,9448.0,-423.0,7324.0,0.0,7324.0,14554.0,
12/31/2005,15469.0,5585.0,4767.0,818.0,1479.0,1479.0,,1605.0,326.0,614.0,665.0,0.0,1063.0,,,9732.0,4487.0,7197.0,-2710.0,0.0,1250.0,569.0,204.0,365.0,681.0,5737.0,,1078.0,1078.0,,,1278.0,1278.0,0.0,0.0,,2303.0,2303.0,4659.0,2399.0,2399.0,0.0,0.0,1024.0,,1024.0,3423.0,8082.0,1438.0,2431.0,,,-5438.0,9472.0,-516.0,7387.0,0.0,7387.0,15469.0,
03/31/2006,15340.0,5122.0,2583.0,2539.0,1746.0,1746.0,,1630.0,276.0,757.0,597.0,0.0,1118.0,,,9616.0,4453.0,7228.0,-2775.0,0.0,1271.0,673.0,205.0,468.0,598.0,5724.0,,1158.0,1158.0,,,789.0,789.0,0.0,0.0,,2208.0,2208.0,4155.0,2412.0,2412.0,0.0,0.0,1044.0,,1044.0,3456.0,7611.0,1438.0,2487.0,,,-5434.0,9741.0,-503.0,7729.0,0.0,7729.0,15340.0,
06/30/2006,15367.0,5181.0,1842.0,3339.0,1863.0,1863.0,,1617.0,294.0,773.0,550.0,0.0,1176.0,,,9837.0,4396.0,7235.0,-2839.0,0.0,1134.0,546.0,205.0,341.0,588.0,5530.0,,1152.0,1152.0,,,430.0,430.0,0.0,0.0,,2320.0,2320.0,3902.0,2413.0,2413.0,0.0,0.0,1084.0,,1084.0,3497.0,7399.0,1438.0,2540.0,,,-5434.0,9897.0,-473.0,7968.0,0.0,7968.0,15367.0,
09/30/2006,15687.0,5548.0,2574.0,2974.0,1720.0,1720.0,,1687.0,256.0,731.0,700.0,0.0,1267.0,,,10222.0,4353.0,7233.0,-2880.0,0.0,1112.0,535.0,204.0,331.0,577.0,5465.0,,1119.0,1119.0,,,235.0,235.0,0.0,0.0,,2547.0,2547.0,3901.0,2413.0,2413.0,0.0,0.0,1121.0,,1121.0,3534.0,7435.0,1438.0,2601.0,,,-5432.0,10103.0,-458.0,8252.0,0.0,8252.0,15687.0,
12/31/2006,16071.0,5933.0,2666.0,3267.0,1804.0,1804.0,,1676.0,248.0,771.0,728.0,-71.0,1010.0,,,10423.0,4365.0,7321.0,-2956.0,0.0,1283.0,492.0,206.0,286.0,791.0,5648.0,,1254.0,1254.0,,,242.0,240.0,2.0,2.0,,2666.0,2666.0,4162.0,2414.0,2389.0,25.0,25.0,1587.0,,1587.0,4001.0,8163.0,1438.0,2678.0,,,-5455.0,10119.0,-872.0,7908.0,0.0,7908.0,16071.0,
03/31/2007,16072.0,5486.0,2485.0,3001.0,2050.0,2050.0,,1610.0,240.0,741.0,733.0,0.0,1217.0,,,10363.0,4357.0,7390.0,-3033.0,0.0,1352.0,487.0,211.0,276.0,865.0,5709.0,,1195.0,1195.0,,,252.0,252.0,0.0,0.0,,2225.0,2225.0,3672.0,2414.0,2414.0,0.0,0.0,1779.0,,1779.0,4193.0,7865.0,1438.0,2773.0,,,-5456.0,10303.0,-851.0,8207.0,0.0,8207.0,16072.0,
06/30/2007,17061.0,6234.0,4853.0,1381.0,2119.0,2119.0,,1723.0,300.0,730.0,794.0,0.0,1227.0,,,11303.0,4395.0,7508.0,-3113.0,0.0,1363.0,475.0,210.0,265.0,888.0,5758.0,,1334.0,1334.0,,,246.0,246.0,0.0,0.0,,2347.0,2347.0,3927.0,2414.0,2414.0,0.0,0.0,1850.0,,1850.0,4264.0,8191.0,1438.0,2942.0,,,-5460.0,10723.0,-773.0,8870.0,0.0,8870.0,17061.0,
09/30/2007,23652.0,12561.0,12366.0,195.0,1993.0,1993.0,,1801.0,309.0,780.0,813.0,0.0,1446.0,,,17801.0,4431.0,7637.0,-3206.0,0.0,1420.0,469.0,213.0,256.0,951.0,5851.0,,1240.0,1240.0,,,265.0,265.0,0.0,0.0,,2366.0,2366.0,3871.0,4403.0,4403.0,0.0,0.0,1819.0,,1819.0,6222.0,10093.0,2500.0,5782.0,,,-5303.0,11328.0,-748.0,13559.0,0.0,13559.0,23652.0,
12/31/2007,29156.0,2311.0,2279.0,32.0,2841.0,2841.0,,4073.0,617.0,1729.0,1823.0,-96.0,1621.0,,,10846.0,7016.0,10354.0,-3338.0,0.0,11294.0,9941.0,2937.0,7004.0,1353.0,18310.0,,1762.0,1762.0,,,461.0,459.0,2.0,2.0,,3820.0,3820.0,6043.0,9019.0,8995.0,24.0,24.0,3709.0,,3709.0,12728.0,18771.0,2500.0,5870.0,,,-5307.0,7856.0,-534.0,10385.0,0.0,10385.0,29156.0,
03/31/2008,30120.0,2461.0,2454.0,7.0,3363.0,3363.0,,3741.0,600.0,1745.0,1565.0,-169.0,1659.0,,,11224.0,7183.0,10792.0,-3609.0,0.0,11713.0,10324.0,3053.0,7271.0,1389.0,18896.0,,1912.0,1912.0,,,487.0,486.0,1.0,1.0,,3424.0,3424.0,5823.0,9349.0,9328.0,21.0,21.0,3915.0,,3915.0,13264.0,19087.0,2500.0,5933.0,,,-5308.0,8001.0,-93.0,11033.0,0.0,11033.0,30120.0,
06/30/2008,30121.0,2727.0,2705.0,22.0,3381.0,3381.0,,3478.0,668.0,1632.0,1378.0,-200.0,1780.0,,,11366.0,7190.0,10918.0,-3728.0,0.0,11565.0,10162.0,3064.0,7098.0,1403.0,18755.0,,1787.0,1787.0,,,456.0,455.0,1.0,1.0,,3515.0,3515.0,5758.0,9015.0,8992.0,23.0,23.0,3994.0,,3994.0,13009.0,18767.0,2500.0,5992.0,,,-5342.0,8293.0,-89.0,11354.0,0.0,11354.0,30121.0,
09/30/2008,28491.0,3165.0,3159.0,6.0,2920.0,2920.0,,3183.0,557.0,1588.0,1236.0,-198.0,1701.0,,,10969.0,6893.0,10554.0,-3661.0,0.0,10629.0,9286.0,2870.0,6416.0,1343.0,17522.0,,1723.0,1723.0,,,237.0,236.0,1.0,1.0,,3456.0,3456.0,5416.0,8166.0,8146.0,20.0,20.0,3790.0,,3790.0,11956.0,17372.0,2500.0,6055.0,,,-5343.0,8738.0,-831.0,11119.0,0.0,11119.0,28491.0,
12/31/2008,28117.0,3378.0,3373.0,5.0,2816.0,2816.0,,3114.0,679.0,1428.0,1212.0,-205.0,1663.0,,,10971.0,6833.0,10440.0,-3607.0,0.0,10313.0,8932.0,2778.0,6154.0,1381.0,17146.0,,1677.0,1677.0,,,245.0,244.0,1.0,1.0,,3271.0,3271.0,5193.0,7931.0,7912.0,19.0,19.0,4464.0,,4464.0,12395.0,17588.0,2500.0,6104.0,,,-5343.0,9181.0,-1913.0,10529.0,0.0,10529.0,28117.0,
03/31/2009,27718.0,3553.0,2845.0,708.0,2953.0,2953.0,0.0,3158.0,597.0,1679.0,1104.0,-222.0,1680.0,485.0,1195.0,11344.0,6662.0,10244.0,-3582.0,0.0,9712.0,8428.0,2667.0,5761.0,1284.0,16374.0,,4757.0,1670.0,162.0,2925.0,204.0,203.0,1.0,1.0,,0.0,0.0,4961.0,7685.0,7666.0,19.0,19.0,4237.0,1442.0,2795.0,11922.0,16883.0,2500.0,6188.0,1060.0,5128.0,-5343.0,9842.0,-2352.0,10835.0,0.0,10835.0,27718.0,
06/30/2009,29545.0,4400.0,2989.0,1411.0,3164.0,3164.0,0.0,3478.0,606.0,1928.0,1150.0,-206.0,1634.0,515.0,1119.0,12676.0,6873.0,10785.0,-3912.0,0.0,9996.0,8749.0,2802.0,5947.0,1247.0,16869.0,,4933.0,1755.0,202.0,2976.0,261.0,260.0,1.0,1.0,,0.0,0.0,5194.0,7908.0,7888.0,20.0,20.0,4408.0,1498.0,2910.0,12316.0,17510.0,2500.0,6260.0,1064.0,5196.0,-5383.0,10368.0,-1710.0,12035.0,0.0,12035.0,29545.0,
09/30/2009,30547.0,4799.0,4312.0,487.0,3127.0,3127.0,0.0,3459.0,622.0,1948.0,1126.0,-237.0,1781.0,578.0,1203.0,13166.0,6924.0,11012.0,-4088.0,0.0,10457.0,8860.0,2879.0,5981.0,1597.0,17381.0,,4904.0,1709.0,232.0,2963.0,185.0,0.0,1.0,1.0,184.0,0.0,0.0,5089.0,8033.0,8012.0,21.0,21.0,4525.0,1523.0,3002.0,12558.0,17647.0,2500.0,6406.0,1066.0,5340.0,-5383.0,10737.0,-1360.0,12900.0,0.0,12900.0,30547.0,
