Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1992,-85.803001,25.204,14.452,,-23.792999,,,,-23.792999,-101.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,66.93,24.667999,14.035,,13.358,,,,13.358,14.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.93,,,
03/31/1993,75.962997,27.426001,13.418,,-2.422,,,,-2.422,37.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.962997,,,
06/30/1993,-82.373001,27.937,13.188,,-17.323,,,,-17.323,-106.175003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,90.093002,28.622999,14.813,,3.703,,,,3.703,42.953999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-22.454,28.059,13.704,,-0.525,,,,-0.525,-63.692001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.454,,,
03/31/1994,122.108002,34.673,9.031,,18.047001,,,,18.047001,60.356998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,-62.291,36.536999,8.854,,-5.343,,,,-5.343,-102.338997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,99.417999,39.417,9.347,,-2.547,,,,-2.547,53.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,178.503998,37.247002,9.717,,-20.948999,,,,-20.948999,154.479004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.503998,,,
03/31/1995,108.037003,50.25,8.694,,-5.523,,,,-5.523,54.616001,,,,,,,-14.512,,-14.512,,,,,,,,,,,,,,,,,,14.512,,,,,,,,,,,,,,,,,
06/30/1995,6.794,49.901001,11.345,,-2.93,,,,-2.93,-51.521999,,,,,,,-8.712,,-8.712,,,,,,,,,,,,,,,,,,8.712,,,,,,,,,,,,,,,,,
09/30/1995,94.912003,53.800999,16.441999,,37.264999,,,,37.264999,-12.596,,,,,,,-11.007,,-11.007,,,,,,,,,,,,,,,,,,11.007,,,,,,,,,,,,,,,,,
12/31/1995,71.552002,43.879002,20.021999,,29.181999,,,,29.181999,-21.528999,,,,,,-43.186001,-43.186001,,-43.186001,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,28.366001,,,
03/31/1996,23.875999,52.793999,13.572,,-30.330999,,,,-30.330999,-12.159,,,,,,,-13.271,,-13.271,,,,,,,,,,,,,,,,,,13.271,,,,,,,,,,,,,,,,,
06/30/1996,-8.045,61.512001,14.174,,-32.299999,,,,-32.299999,-51.431,,,,,,,-10.235,,-10.235,,,,,,,,,,,,,,,,,,10.235,,,,,,,,,,,,,,,,,
09/30/1996,122.987999,50.578999,14.49,,6.039,,,,6.039,51.880001,,,,,,,-7.722,,-7.722,,,,,,,,,,,,,,,,,,7.722,,,,,,,,,,,,,,,,,
12/31/1996,-23.115999,64.801003,15.276,,-45.015999,,,,-45.015999,-58.176998,,,,,,-19.120001,-19.120001,,-19.120001,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-42.236,,,
03/31/1997,98.283997,96.857002,,,,,,,,,,,,,,,-11.715,,-11.715,,,,,,,,,,,,,,,,,,11.715,,,,,,,,,,,,,,,,,
06/30/1997,94.885002,101.149002,,,,,,,,,,,,,,,-8.881,,-8.881,,,,,,,,,,,,,,,,,,8.881,,,,,,,,,,,,,,,,,
09/30/1997,198.955002,107.611,,,,,,,,,,,,,,,-22.813999,,-22.813999,,,,,,,,,,,,,,,,,,22.813999,,,,,,,,,,,,,,,,,
12/31/1997,54.360001,91.912003,,,,,,,,,,,,,,-19.643,-19.643,,-19.643,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,34.717001,,,
03/31/1998,74.065002,117.064003,29.641001,,-25.236,,,,-25.236,-47.403999,,,,,,-21.214001,-21.214001,,-21.214001,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,52.851001,,,
06/30/1998,-259.070007,126.357002,31.646999,,-97.269997,,,,-97.269997,-319.803986,,,,,,-1031.823999,-20.359999,3.36,-23.719999,-557.091,3002.578,,,,-3559.669,,,,-571.014,,,,,,,,116.641,1327.915,-89.53,902.811,,,,,-69.667,4.603,-74.27,677.344,-93.043,,37.020994,,,
09/30/1998,351.221008,51.284,42.632,,251.447998,,,,251.447998,5.857,,,,,,,-44.548,,-44.548,,,,,,,,,,,,,,,,,,44.548,,,,,,,,,,,,,,,,,
12/31/1998,-469.273987,127.007004,35.098999,,-425.82901,,,,-425.82901,-205.550995,,,,,,,-87.896004,,-87.896004,,,,,,,,,,,,,,,,,,87.896004,,,,,,,,,,,,,,,,,
03/31/1999,-73.206001,129.380005,35.006001,,-143.733994,,,,-143.733994,-93.858002,,,,,,,-30.34668,,-30.34668,,,,,,,,,,,,,,,,,,30.34668,,,,,,,,,,,,,,,,,
06/30/1999,88.906998,135.988998,36.632999,,139.695999,,,,139.695999,-223.410995,,,,,,,-32.874001,,-32.874001,,,,,,,,,,,,,,,,,,32.874001,,,,,,,,,,,,,,,,,
09/30/1999,243.785004,130.957993,47.672001,,13.307,,,,13.307,51.848,,,,,,,-22.608,,-22.608,,,,,,,,,,,,,,,,,,22.608,,,,,,,,,,,,,,,,,
12/31/1999,740.031982,129.059006,54.771,,-98.952003,,,,-98.952003,655.153992,,,,,,,-25.313999,,-25.313999,,,,,,,,,,,,,,,,,,25.313999,,,,,,,,,,,,,,,,,
03/31/2000,415.878998,146.005005,44.285999,,1.399,,,,1.399,224.188995,,,,,,,-18.843,,-18.843,,,,,,,,,,,,,,,,,,18.843,,,,,,,,,,,,,,,-20.528999,,
06/30/2000,123.174004,125.292999,43.457001,,-10.931,,,,-10.931,-34.645,,,,,,,-26.455,,-26.455,,,,,,,,,,,,,,,,,,26.455,,,,,,,,,,,,,,,-48.740002,,
09/30/2000,84.634,127.859001,48.908001,,84.634,,,,84.634,101.289001,,,,,,,-16.346001,,-16.346001,,,,,,,,,,,,,,,,,,16.346001,,,,,,,,,,,,,,84.634,-149.494995,,
12/31/2000,151.121002,128.365997,54.285999,,-51.229,,,,-51.229,19.698,,,,,,,-88.400002,,-88.400002,,,,,,,,,,,,,,,,,,88.400002,,,,,,,,,,,,,,,,,
03/31/2001,99.230003,122.751999,44.117001,,134.720001,,,,134.720001,-202.358994,,,,,,,-17.986,,-17.986,,,,,,,,,,,,,,,,,,17.986,,,,,,,,,,,,,,,,,
06/30/2001,-122.582001,112.799004,46.265999,,-184.990997,,,,-184.990997,-96.655998,,,,,,,-23.396999,,-23.396999,,,,,,,,,,,,,,,,,,23.396999,,,,,,,,,,,,,,,,,
09/30/2001,393.462006,135.199005,48.042999,,79.675003,,,,79.675003,130.544998,,,,,,,-20.962999,,-20.962999,,,,,,,,,,,,,,,,,,20.962999,,,,,,,,,,,,,,,,,
12/31/2001,-402.222992,138.184006,96.236,,-243.792999,,,,-243.792999,-392.850006,,,,,,,-21.044001,,-21.044001,,,,,,,,,,,,,,,,,,21.044001,,,,,,,,,,,,,,,,,
03/31/2002,586.721008,154.063004,47.549,,-10.296,,,,-10.296,395.404999,,,,,,,-18.677999,,-18.677999,,,,,,,,,,,,,,,,,,18.677999,,,,,,,,,,,,,,,,,
06/30/2002,-162.119003,153.126007,48.313,,168.602997,,,,168.602997,-532.161011,,,,,,,-15.71,,-15.71,,,,,,,,,,,,,,,,,,15.71,,,,,,,,,,,,,,,,,
09/30/2002,-293.03299,156.479004,53.848999,,-660.013,,,,-660.013,156.651993,,,,,,,-17.049,,-17.049,,,,,,,,,,,,,,,,,,17.049,,,,,,,,,,,,,,,,,
12/31/2002,511.295013,156.233994,50.883999,,268.359985,,,,268.359985,35.817001,,,,,,,-14.703,,-14.703,,,,,,,,,,,,,,,,,,14.703,,,,,,,,,,,,,,,,,
03/31/2003,-184.977005,158.600006,48.441002,,-290.25,,,,-290.25,-101.767998,,,,,,,-8.76,,-8.76,,,,,,,,,,,,,,,,,,8.76,,,,,,,,,,,,,,,,,
06/30/2003,367.269012,164.766006,47.015999,,381.561005,,,,381.561005,-226.074005,,,,,,,-18.287001,,-18.287001,,,,,,,,,,,,,,,,,,18.287001,,,,,,,,,,,,,,,,,
09/30/2003,361.38501,164.722,46.111,,-158.229004,,,,-158.229004,308.781006,,,,,,,-20.908001,,-20.908001,,,,,,,,,,,,,,,,,,20.908001,,,,,,,,,,,,,,,,,
12/31/2003,382.696014,163.753006,46.012001,,207.602997,,,,207.602997,-34.672001,,,,,,,-22.164,,-22.164,,,,,,,,,,,,,,,,,,22.164,,,,,,,,,,,,,,,,,
03/31/2004,-266.390015,168.535004,30.753,,-282.520996,,,,-282.520996,-183.156998,,,,,,49.222,-17.378001,1.652,-19.030001,645.354034,1136.811035,,,,-491.457001,,,,-604.749023,,,,,,,,25.99499,-51.847956,-89.968002,1512.889996,,,,,-141.574997,15.306,-156.880997,-1307.199951,-25.995001,,-269.015991,,,
06/30/2004,1161.433015,162.023996,1.206,40.0,332.724996,,23.27,,309.454996,625.477998,,,,,,-1306.344,-24.794999,1.959,-26.753999,-478.703034,884.500965,,,,-1363.203999,,,,-828.299977,,,,,,,,25.45401,698.910955,-90.507998,-2210.662996,,,,,14.343997,14.344,-3e-06,3011.191951,-25.453999,,500.186991,,,
09/30/2004,72.48,256.746,68.885,,-893.505,,34.661,,-928.166,640.354,,,,,,-4135.108,-36.699,6.77,-43.469,2214.782,3659.772,,,,-1444.99,,,,-1198.846,,,,,,,,-5114.345,4290.021,-154.058,-900.895,,,,,6076.215,6077.373,-1.158,-751.078,19.837,,227.393,,,
12/31/2004,104.778,236.460007,70.07,45.0,246.752007,,,,246.752007,,,,,,,5439.131836,-30.169001,12.044,-42.213001,-510.754028,1159.067017,,,,-1669.821045,,,,-27.275999,,,,,,,,6007.330864,-5265.347805,-155.283005,-1184.776977,,,,,-29.395,0.0,-29.395,2077.656982,-5973.549805,,278.556,,,
03/31/2005,219.262,241.641,26.766,30.0,204.261,,5.551,,198.71,-283.406,,,,,,-317.307,-46.45,4.074,-50.524,212.368,2015.784,,,,-1803.416,,,,-473.894,,,,,,,,-9.331,26.375,-158.499,-628.562,,,,,-116.431,30.426,-146.857,920.536,9.331,,-71.67,,,
06/30/2005,-74.325,248.351,59.306,,-262.355,,,,-262.355,-119.627,,,,,,-231.329,-12.246,66.972,-79.218,143.506,1775.164,,,,-1631.658,,,,-367.484,,,,,,,,4.895,515.918,-157.748,-563.713,,,,,-40.795,94.294,-135.089,1283.069,-4.895,,210.264,,,
09/30/2005,833.234,256.556,91.162,,312.953,,,,312.953,172.563,,,,,,38.624,-42.148,87.953,-130.101,127.68,2187.689,,,,-2060.009,,,,-57.542,,,,,,,,10.634,-897.314,-156.615,797.908,,,,,-122.187,19.707,-141.894,-1405.786,-10.634,,-25.456,,,
12/31/2005,938.056,253.996,69.272,,320.816,,,,320.816,293.972,,,,,,-253.858,-40.701,0.0,-40.701,-100.828,1267.407,,,,-1368.235,,,,-115.189,,,,,,,,2.86,-266.376,-155.748,-913.748,,,,,-107.102,21.553,-128.655,913.082,-2.86,,417.822,,,
03/31/2006,302.843,294.68,71.808,27.5,47.907,,5.86,-8.512,50.559,-139.052,,,,,,-24.031,8.659,23.09,-14.431,-1.226,628.783,,,,-630.009,,,,-28.907,,,,,,,,-2.557,-452.196,-159.907,-420.2,,,,,-15.648,111.055,-126.703,141.002,2.557,,-173.384,,,
06/30/2006,-280.727,345.257,18.598,57.5,20.708,,-2.405,-11.777,34.89,-665.29,,,,,,-743.718,-27.792,0.0,-27.792,-13.892,1011.359,,,,-1025.251,,,,-704.996,,,,,,,,2.962,1129.003,-159.629,504.199,,,,,-97.841,27.199,-125.04,885.236,-2.962,,104.558,,,
09/30/2006,385.389,351.657,55.363,82.5,-54.014,,29.25,-19.84,-63.424,32.383,,,,,,-851.297,-9.954,0.0,-9.954,-469.357,826.811,,,,-1296.168,,,,-371.581,,,,,,,,-0.405,403.127,-159.118,-219.507,,,,,16.738,71.387,-54.649,764.609,0.405,,-62.781,,,
12/31/2006,2402.062,361.551,,115.0,154.393,,55.239,-23.942,123.096,1771.118,,,,,,1420.431,-42.484,44.024,-86.508,1303.648,4064.424,,,,-2760.776,,,,-1065.369,,,,,,,,1224.636,-2197.84,-416.151,-3197.886,,,,,-96.83,87.148,-183.978,1520.076,-7.049,,1624.653,,,
03/31/2007,4535.232,332.981,149.56,47.0,501.626,,-172.182,-0.417,674.225,3504.065,,,,,,540.713,-52.725,,-52.725,353.524,577.274,,,,-223.75,,,,310.84,,,,,,,,-70.926,-5609.772,-267.469,799.531,,,,,-270.515,90.774,-361.289,-5873.646,2.327,,-533.827,,,
06/30/2007,-533.246,453.309,40.565,,104.89,,,,104.89,-1132.01,,,,,,1291.777,-112.573,0.0,-112.573,609.649,1564.571,,,,-954.922,,,,719.75,,,,,,,,74.951,-913.192,-253.585,268.039,,,,,-651.577,43.365,-694.942,-275.417,-0.652,,-154.661,,,
09/30/2007,175.189,394.164,153.58,,-1461.594,,,,-1461.594,1089.039,,,,,,241.753,-112.781,0.0,-112.781,787.358,1086.447,,,,-299.089,,,,-434.499,,,,,,,,1.675,-807.259,-251.209,1247.438,,,,,-190.822,16.321,-207.143,-1610.991,-1.675,,-390.317,,,
12/31/2007,-772.831,70.641,427.704,,-1746.818,,,,-1746.818,475.642,,,,,,-772.111,-175.753,0.0,-175.753,445.411,1245.991,,,,-800.58,,,,-1041.769,,,,,,,,0.0,2835.57,-263.169,1848.061,,,,,-87.002,12.837,-99.839,1337.68,0.0,,1290.628,,,
03/31/2008,-542.953,336.668,113.991,181.0,-21.514,,-21.444,-1.17,1.1,-1153.098,,,,,,-1442.548,-120.938,0.0,-120.938,-206.738,2899.032,,,,-3105.77,,,,-1114.872,,,,,,,,0.0,1237.24,-264.19,7081.614,,,,,4.929,4.929,0.0,-5585.113,0.0,,-748.261,,,
06/30/2008,588.932,206.332,104.009,309.0,-33.486,,-1.556,0.17,-32.1,3.077,,,,,,-2313.452,-132.062,0.0,-132.062,-198.262,808.968,,,,-1007.23,,,,-2027.128,,,,,,,,44.0,1854.76,-263.81,1385.386,,,,,15.071,15.071,0.0,718.113,0.0,,130.24,,,
09/30/2008,822.42,79.461,99.0,417.0,-43.498,,-98.0,0.963,53.539,270.457,,,,,,-554.0,-81.0,0.0,-81.0,67.0,651.0,,,,-584.0,,,,-540.0,,,,,,,,0.0,-919.963,-71.0,722.0,,,,,4.037,4.037,0.0,-1575.0,0.0,,-651.543,,,
12/31/2008,1084.347,-6218.296,-653.036,1876.0,6046.123,,-385.307,1.109,6430.321,33.556,,,,,,-1923.135,-129.627,0.0,-129.627,-1183.021,973.326,,,,-2156.347,,,,-610.487,,,,,,,,0.0,8281.551,-69.595,3163.615,,,,,3502.622,3502.622,0.0,1684.909,0.0,,7442.763,,,
03/31/2009,-621.0,77.0,68.0,425.0,-139.0,-87.0,-139.0,0.0,87.0,-1052.0,-298.0,-577.0,32.0,-209.0,0.0,-535.0,-90.0,0.0,-90.0,-1979.0,1886.0,2.0,1884.0,0.0,-3865.0,0.0,-3865.0,0.0,1255.0,1167.0,0.0,88.0,0.0,0.0,0.0,0.0,279.0,-4682.0,-112.0,-6929.0,-6469.0,0.0,100.0,-560.0,5.0,5.0,0.0,2354.0,0.0,0.0,-5838.0,,,
06/30/2009,2711.0,-188.0,72.0,912.0,-269.0,-69.0,-163.0,,-37.0,2184.0,239.0,155.0,-75.0,1865.0,0.0,-175.0,-53.0,0.0,-53.0,1329.0,3205.0,2.0,3203.0,0.0,-1876.0,0.0,-1876.0,0.0,-1451.0,-1531.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,759.0,-59.0,-2424.0,-2161.0,0.0,1100.0,-1363.0,2051.0,2051.0,0.0,1191.0,0.0,0.0,3295.0,,,
09/30/2009,547.0,-377.0,72.0,1025.0,-44.0,-13.0,-169.0,,138.0,-129.0,-279.0,601.0,2.0,-453.0,0.0,1359.0,23.0,,,-996.0,2575.0,3.0,2572.0,0.0,-3571.0,0.0,-3571.0,0.0,2611.0,2150.0,279.0,182.0,0.0,0.0,0.0,0.0,-279.0,-1967.0,-63.0,-2063.0,-1906.0,0.0,402.0,-559.0,4.0,4.0,0.0,155.0,0.0,0.0,-61.0,,,
12/31/2009,-643.0,-543.0,72.0,1179.0,875.0,79.0,716.0,,80.0,-2226.0,-1651.0,62.0,31.0,-668.0,,-2264.0,-114.0,0.0,-114.0,-3127.0,3207.0,10.0,3197.0,0.0,-6334.0,0.0,-6334.0,0.0,698.0,997.0,-279.0,-20.0,0.0,0.0,0.0,0.0,279.0,2549.0,-65.0,-1192.0,-1618.0,0.0,1190.0,-764.0,5.0,5.0,0.0,3801.0,0.0,0.0,-358.0,,,
03/31/2010,1727.0,-196.0,73.0,770.0,15.0,-82.0,-113.0,-1.0,211.0,1065.0,1801.0,555.0,-35.0,-1256.0,0.0,1397.0,-43.0,0.0,-43.0,-84.0,3297.0,1.0,3296.0,0.0,-3381.0,0.0,-3381.0,0.0,1524.0,1225.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,-4264.0,-63.0,-3854.0,-984.0,0.0,0.0,-2870.0,1.0,1.0,0.0,-348.0,0.0,0.0,-1140.0,,,
06/30/2010,1075.0,-277.0,72.0,651.0,125.0,-9.0,-33.0,,167.0,503.0,-23.0,4.0,37.0,485.0,0.0,1621.0,-28.0,0.0,-28.0,334.0,1852.0,2.0,1850.0,0.0,-1518.0,0.0,-1518.0,0.0,1315.0,984.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,-2156.0,-58.0,-8.0,280.0,0.0,743.0,-1031.0,,,,-2082.0,-8.0,0.0,540.0,,,
09/30/2010,534.0,-155.0,71.0,760.0,90.0,-27.0,-70.0,,187.0,-232.0,-319.0,-136.0,-46.0,269.0,0.0,657.0,-47.0,0.0,-47.0,409.0,2082.0,1.0,2081.0,0.0,-1673.0,0.0,-1673.0,0.0,295.0,-41.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,-1715.0,-56.0,-392.0,697.0,0.0,0.0,-1089.0,0.0,0.0,0.0,-1272.0,5.0,0.0,-524.0,,,
12/31/2010,893.0,89.0,68.0,682.0,-170.0,-383.0,6.0,,207.0,224.0,464.0,304.0,91.0,-635.0,,409.0,-73.0,0.0,-73.0,-2.0,11127.0,2.0,11125.0,0.0,-11129.0,0.0,-11129.0,0.0,484.0,-783.0,0.0,1267.0,0.0,0.0,0.0,0.0,0.0,-1270.0,-56.0,-850.0,276.0,0.0,3000.0,-4126.0,0.0,0.0,0.0,-364.0,0.0,0.0,32.0,,,
03/31/2011,1332.0,69.0,68.0,482.0,-34.0,-102.0,-14.0,,82.0,747.0,-168.0,141.0,-20.0,794.0,,-925.0,-28.0,0.0,-28.0,-1539.0,3784.0,2.0,3782.0,0.0,-5323.0,0.0,-5323.0,0.0,642.0,202.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,-6.0,-56.0,-1705.0,-755.0,0.0,601.0,-1551.0,0.0,0.0,0.0,1755.0,0.0,0.0,401.0,,,
06/30/2011,1510.0,109.0,70.0,398.0,104.0,-41.0,-67.0,,212.0,829.0,61.0,760.0,87.0,-79.0,,249.0,-100.0,0.0,-100.0,-248.0,4990.0,2.0,4988.0,0.0,-5238.0,0.0,-3855.0,-1383.0,597.0,383.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,-1105.0,-56.0,-410.0,-460.0,0.0,1001.0,-951.0,0.0,0.0,0.0,-38.0,-601.0,0.0,654.0,,,
09/30/2011,1774.0,155.0,67.0,355.0,142.0,-31.0,24.0,,149.0,1055.0,-239.0,387.0,-68.0,975.0,,246.0,-35.0,0.0,-35.0,-757.0,1394.0,3.0,1391.0,0.0,-2151.0,0.0,-1978.0,-173.0,1038.0,560.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,-1731.0,-58.0,-1280.0,221.0,0.0,0.0,-1501.0,0.0,0.0,0.0,-393.0,0.0,0.0,289.0,,,
12/31/2011,137.0,-548.0,-235.0,295.0,1203.0,-27.0,34.0,,1196.0,-578.0,196.0,19.0,61.0,-854.0,,1089.0,-38.0,0.0,-38.0,-1772.0,3548.0,2.0,3546.0,0.0,-5320.0,0.0,-3436.0,-1884.0,2899.0,987.0,,1912.0,0.0,0.0,0.0,0.0,0.0,-2244.0,-56.0,-1877.0,124.0,0.0,0.0,-2001.0,0.0,0.0,0.0,-311.0,0.0,0.0,-1018.0,,,
03/31/2012,755.0,199.0,62.0,117.0,129.0,-50.0,55.0,,124.0,248.0,139.0,284.0,-36.0,-139.0,,-1797.0,-37.0,0.0,-37.0,-2082.0,2993.0,1.0,2992.0,0.0,-5075.0,0.0,-5075.0,0.0,322.0,337.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,1270.0,-57.0,-1059.0,-159.0,0.0,0.0,-900.0,875.0,875.0,0.0,1511.0,0.0,0.0,228.0,,,
06/30/2012,282.0,355.0,63.0,26.0,219.0,-36.0,146.0,,109.0,-381.0,54.0,-386.0,53.0,-102.0,,1235.0,-42.0,,-42.0,-6.0,1889.0,2.0,1887.0,0.0,-1895.0,0.0,-1895.0,0.0,428.0,409.0,,19.0,855.0,0.0,855.0,0.0,0.0,-5224.0,-14.0,374.0,1327.0,0.0,0.0,-953.0,-3499.0,1.0,-3500.0,-2040.0,-45.0,,-3707.0,,,
09/30/2012,1178.0,301.0,405.0,33.0,-187.0,-67.0,98.0,0.0,-218.0,626.0,-4.0,-103.0,-21.0,754.0,,587.0,-35.0,0.0,-35.0,-306.0,1790.0,1.0,1789.0,0.0,-2096.0,0.0,-1842.0,-254.0,928.0,575.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,-1601.0,-14.0,-1370.0,-1370.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.0,0.0,0.0,164.0,,,
12/31/2012,226.0,265.0,187.0,37.0,73.0,-60.0,135.0,,-2.0,-336.0,-2.0,-114.0,18.0,-238.0,,982.0,-66.0,0.0,-66.0,-232.0,2748.0,1.0,2747.0,0.0,-2980.0,0.0,-2759.0,-221.0,1280.0,1157.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,351.0,-17.0,-710.0,-362.0,0.0,0.0,-348.0,485.0,485.0,0.0,593.0,0.0,0.0,1559.0,,,
03/31/2013,1130.0,335.0,171.0,10.0,55.0,-58.0,121.0,,-8.0,559.0,-5.0,320.0,-22.0,266.0,,-579.0,-33.0,0.0,-33.0,-592.0,2155.0,2.0,2153.0,0.0,-2747.0,0.0,-2527.0,-220.0,46.0,-2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,-1107.0,-22.0,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,-1341.0,0.0,0.0,-556.0,,,
06/30/2013,1037.0,267.0,171.0,31.0,103.0,-42.0,95.0,,50.0,465.0,19.0,284.0,40.0,122.0,,-886.0,-38.0,0.0,-38.0,206.0,2597.0,1.0,2596.0,0.0,-2391.0,0.0,-2127.0,-264.0,-1054.0,-1113.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,-804.0,-50.0,1099.0,2047.0,0.0,750.0,-1698.0,-173.0,0.0,-173.0,-1679.0,-1.0,0.0,-653.0,,,
