Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch of Investments,Net Ch of Interbank Asset,Net Ch of Interbank Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1998,-272.427,120.445,51.429,,-12.026,,,-12.026,-432.275,,,,,,,,,,-625.872,-13.11,4.394,-17.504,-399.691,1133.373,,,,-1533.064,,,,-232.157,,,,,,,,19.086,847.3,-45.572,1033.626,,,,,-24.804,28.003,-52.807,-115.95,0.0,,-50.999,8.222,282.858,
06/30/1998,47.161,128.039,50.966,,-140.885,,,-140.885,9.041,,,,,,,,,,-89.826,-17.152,10.48,-27.632,307.073,999.953,,,,-692.88,,,,-381.574,,,,,,,,1.827,-57.355,-47.965,-230.359,,,,,-125.446,0.0,-125.446,346.415,0.0,,-100.02,59.111,14.252,
09/30/1998,606.639,135.409,57.769,,124.832,,,124.832,288.629,,,,,,,,,,-925.505,-49.534,12.675,-62.209,-451.48,1158.579,,,,-1610.059,,,,-498.415,,,,,,,,73.924,241.076,-54.147,626.775,,,,,-122.443,0.0,-122.443,-209.109,0.0,,-77.79,41.353,18.734,
12/31/1998,-186.451,139.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-186.451,,517.703,
03/31/1999,588.076,154.008,59.142,,42.403,,,42.403,332.523,,,,,,,,,,-1604.319,-27.752,16.595,-44.347,-1097.021,1004.096,,,,-2101.117,,,,-621.933,,,,,,,,142.387,1000.702,-58.075,1044.794,,,,,-154.361,11.327,-165.688,168.344,,,-15.541,8.222,282.858,
06/30/1999,350.476,167.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.698,399.424,
09/30/1999,757.384,173.779,210.549,,59.632,,,59.632,886.972,,,,,,,,,,-4325.269,-71.852,18.842,-90.694,-1755.692,3089.169,,,,-4844.861,,,,-2793.522,,,,,,,,295.797,2764.481,-208.837,3472.142,,,,,-343.252,43.534,-386.786,-156.024,0.452,,-803.404,69.182,419.572,
12/31/1999,175.886993,166.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2000,14.31,189.835,69.414,,-304.606,,,-304.606,59.667,,,,,,,,,,-1189.597,-14.676,18.689,-33.365,-32.633,640.37,,,,-673.003,,,,-1146.006,,,,,,,,3.718,911.518,-79.871,213.61,,,,,7.021,7.021,,771.188,-0.43,,-263.769,13.219,514.818,
06/30/2000,409.354004,174.095993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2000,-61.575,72.474,219.522,,-58.858,,,-58.858,-265.341,,,,,,,,,,-3858.253,-94.936,9.853,-104.789,-33.989,6141.91,,,,-6175.899,,,,-3691.627,,,,,,,,-37.701,3106.517,-272.067,1149.863,,,,,-92.782,30.116,-122.898,2321.524,-0.021,,-813.311,92.178,775.188,
12/31/2000,-74.017998,225.455994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2001,-213.177,236.5,92.102,,-59.476,,,-59.476,-482.303,,,,,,,,,,126.099,-49.584,5.792,-55.376,580.043,890.381,,,,-310.338,,,,-411.579,,,,,,,,7.219,157.422,-103.642,910.499,,,,,-191.724,19.237,-210.961,-457.807,0.096,,70.344,-9.464,581.969,
06/30/2001,590.53,237.229,96.567,,611.36,,,611.36,-354.626,,,,,,,,,,-929.761,-40.228,4.376,-44.604,133.707,910.913,,,,-777.206,,,,-1051.543,,,,,,,,28.303,278.032,-101.092,-257.386,,,,,-36.069,68.897,-104.966,672.675,-0.096,,-61.199,42.323,681.286,
09/30/2001,-513.227,221.966,113.085,,-900.029,,,-900.029,51.751,,,,,,,,,,-307.688,-36.905,,-36.905,-698.667,653.26,,,,-1351.927,,,,482.785,,,,,,,,-54.901,690.594,-110.501,669.339,,,,,-172.566,,-172.566,304.322,0.0,,-130.321,-9.457,580.287,
12/31/2001,229.796997,277.942993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2002,991.903,309.645,94.393,,33.546,,,33.546,554.319,,,,,,,,,,-277.081,-21.042,31.958,-53.0,-518.92,1138.602,,,,-1657.522,,,,-303.786,,,,,,,,566.667,-1142.886,-118.296,-1585.597,,,,,26.267,26.267,0.0,534.74,0.0,,-428.064,1.093,428.895,
06/30/2002,914.045,327.952,99.249,,95.541,,,95.541,391.303,,,,,,,,,,-1180.922,-27.905,0.0,-27.905,-323.363,1259.981,,,,-1583.344,,,,-802.956,,,,,,,,-26.698,468.754,-126.076,-1593.106,,,,,-250.014,15.256,-265.27,2437.95,0.0,,201.877,97.549,443.818,
09/30/2002,-802.439,328.157,109.392,,-337.44,,,-337.44,-902.548,,,,,,,,,,1691.406,-46.472,0.0,-46.472,1978.606,3910.861,,,,-1932.255,,,,-366.977,,,,,,,,126.249,-459.91,-138.096,1953.092,,,,,-124.004,7.936,-131.94,-2150.902,0.0,,429.057,72.683,415.048,
12/31/2002,-287.051,337.255,125.511,,-383.406,,,-383.406,-366.411,,,,,,,,,,-1511.901,-55.343,1.241,-56.584,-1329.762,2609.41,,,,-3939.172,,,,-144.128,,,,,,,,17.332,1736.076,-139.41,799.779,,,,,-392.838,10.619,-403.457,1468.545,0.0,,-62.876,63.799,399.119,
03/31/2003,1284.804,327.748,105.671,,0.0,,,0.0,878.981,,,,,,,,,,598.732,17.775,17.775,0.0,945.84,5171.58,,,,-4225.74,,,,-314.342,,,,,,,,-50.541,-1834.523,-135.546,-1306.394,,,,,-53.291,12.172,-65.463,-339.292,0.0,,49.013,0.0,353.257,
06/30/2003,-760.364,316.237,103.967,,176.579,,,176.579,-1384.743,,,,,,,,,,300.591,-89.501,7.647,-97.148,731.508,7065.31,,,,-6333.802,,,,-295.03,,,,,,,,-46.386,635.505,-138.225,-346.686,,,,,5.679,5.679,0.0,1114.737,0.0,,175.732,69.106,19.949,
09/30/2003,1086.476,115.891,122.089,,-739.683,,,-739.683,1588.179,,,,,,,,,,2049.685,-46.284,1.771,-48.055,2953.008,5629.257,,,,-2676.249,,,,-1739.956,,,,,,,,882.917,-3016.061,-179.42,-1934.578,,,,,-415.898,13.205,-429.103,-486.165,0.0,,120.1,0.829,-44.097,
12/31/2003,2195.780029,305.027008,123.725998,,1066.610962,,,1066.610962,700.416016,,,,,,,,,,,-68.022003,,-68.022003,,,,,,,,,,,,,,,,,,68.022003,,,,,,,,,,,,,,,-29.34,276.536011,
03/31/2004,273.762,328.5,126.157,,-67.734,,,-67.734,-113.161,,,,,,,,,,-3431.285,-62.655,5.91,-68.565,-1811.528,1101.845,,,,-2913.373,,,,-1649.06,,,,,,,,91.958,2713.761,-173.517,-1792.047,,,,,-95.782,12.76,-108.542,4775.107,0.0,,-443.762,63.812,249.827,
06/30/2004,1139.109,400.106,132.946,,411.579,,,411.579,194.478,,,,,,,,,,-1068.173,-52.077,12.723,-64.8,501.286,1255.602,,,,-754.316,,,,-1429.519,,,,,,,,-87.863,8.846,-177.61,206.199,,,,,-8.498,11.592,-20.09,-11.245,0.0,,79.782,0.0,301.52,
09/30/2004,1147.637,412.885,122.192,,-284.203,,,-284.203,896.763,,,,,,,,,,-855.432,-51.407,26.714,-78.121,250.42,2085.835,,,,-1835.415,,,,-1074.189,,,,,,,,19.744,-407.486,-194.489,826.233,,,,,-129.936,26.471,-156.407,-909.294,0.0,,-115.281,99.044,284.253,
03/31/2005,589.004,395.384,109.147,,226.277,,,226.277,-141.804,,,,,,,,,,-2340.479,-24.96,9.77,-34.73,-1026.203,1248.651,,,,-2274.854,,,,-1280.01,,,,,,,,-9.306,1053.756,-192.696,2211.762,,,,,-104.381,13.827,-118.208,-860.929,0.0,,-697.719,179.136,351.677,
06/30/2005,-100.155,386.805,142.705,,-337.988,,,-337.988,-291.677,,,,,,,,,,-2806.562,-47.038,1.882,-48.92,-317.193,862.072,,,,-1179.265,,,,-2350.592,,,,,,,,-91.739,3374.47,-192.049,-1349.833,,,,,-78.867,16.28,-95.147,4995.219,0.0,,467.753,235.843,458.895,
09/30/2005,750.726,442.006,126.421,,-91.052,,,-91.052,273.351,,,,,,,,,,-2001.001,-42.465,9.731,-52.196,48.965,1645.489,,,,-1596.524,,,,-2030.242,,,,,,,,22.741,1073.851,-207.909,-92.683,,,,,23.33,23.33,0.0,1351.113,0.0,,-176.424,203.99,491.71,
12/31/2005,460.425,429.574,141.727,,-170.237,,,-170.237,59.361,,,,,,,,,,-1585.958,-52.537,9.617,-62.154,121.431,888.788,,,,-767.357,,,,-1679.156,,,,,,,,24.304,1424.923,-208.346,776.754,,,,,-246.082,26.563,-272.645,1102.597,0.0,,299.39,161.031,608.718,
03/31/2006,564.513,431.513,115.0,,-122.0,,,-122.0,140.0,,,,,,,,,,-1160.0,26.0,80.0,-54.0,186.0,391.0,,,,-205.0,,,,-1366.0,,,,,,,,-6.0,441.0,-207.0,-321.0,,,,,-314.0,20.0,-334.0,1283.0,0.0,,-154.487,83.0,625.0,
06/30/2006,394.0,429.1,127.0,,239.0,,,239.0,-401.0,,,,,,,,,,-2859.0,-62.0,2.0,-64.0,-790.0,435.0,,,,-1225.0,,,,-2084.0,,,,,,,,77.0,2840.0,-203.0,2311.0,,,,,-553.0,30.0,-583.0,1285.0,0.0,,375.0,290.0,742.0,
09/30/2006,-596.0,417.0,139.0,,-1289.0,,,-1289.0,137.0,,,,,,,,,,-1572.0,-68.0,0.0,-68.0,-156.0,576.0,,,,-732.0,,,,-1398.0,,,,,,,,50.0,1898.0,-226.0,1109.0,,,,,13.0,26.0,-13.0,1002.0,0.0,,-270.0,348.0,801.0,
12/31/2006,405.0,250.829,151.0,,1306.171,,,1306.171,-1303.0,,,,,,,,,,-1696.0,-62.0,2.0,-64.0,84.0,2998.0,,,,-2914.0,,,,-1702.0,,,,,,,,-16.0,1256.0,-227.0,565.0,,,,,13.0,19.0,-6.0,905.0,0.0,,-35.0,70.0,901.0,
03/31/2007,717.0,421.0,140.0,,-1017.0,,,-1017.0,1173.0,,,,,,,,,,-1026.0,-55.0,11.0,-66.0,-84.0,2116.0,,,,-2200.0,,,,-894.0,,,,,,,,7.0,-9.0,-228.0,1313.0,,,,,38.0,38.0,0.0,-1132.0,0.0,,-318.0,1317.0,890.0,
06/30/2007,-398.0,458.0,158.0,,-363.0,,,-363.0,-651.0,,,,,,,,,,-2942.0,-56.0,4.0,-60.0,-1183.0,3861.0,,,,-5044.0,,,,-1760.0,,,,,,,,57.0,3661.0,-227.0,598.0,,,,,21.0,21.0,0.0,3269.0,0.0,,321.0,408.0,1006.0,
09/30/2007,-650.0,444.0,176.0,,-625.0,,,-625.0,-645.0,,,,,,,,,,-2114.0,-58.0,0.0,-58.0,-480.0,1520.0,,,,-2000.0,,,,-1572.0,,,,,,,,-4.0,2517.0,-254.0,1776.0,,,,,-112.0,11.0,-123.0,1107.0,0.0,,-247.0,348.0,1022.0,
12/31/2007,1382.0,411.0,257.0,,-164.0,,,-164.0,878.0,,,,,,,,,,-1380.0,-70.0,2.0,-72.0,864.0,864.0,,,,0.0,,,,-2060.0,,,,,,,,-114.0,647.0,-253.0,-561.0,,,,,-119.0,12.0,-131.0,1580.0,0.0,,649.0,160.0,1060.0,
03/31/2008,-147.0,428.0,73.0,223.0,-1009.0,,16.0,-1025.0,138.0,,,,,,,,,,-2471.0,-53.0,2.0,-55.0,-986.0,6222.0,,,,-7208.0,,,,-1449.0,,,,,,,,17.0,2082.0,-251.0,1593.0,,,,,25.0,25.0,0.0,715.0,0.0,,-536.0,63.0,866.0,
06/30/2008,1051.0,428.0,145.0,553.0,-998.0,,38.0,-1036.0,95.0,,,,,,,,,,-2041.0,-52.0,0.0,-52.0,401.0,2103.0,,,,-1702.0,,,,-2383.0,,,,,,,,-7.0,930.0,-252.0,423.0,,,,,26.0,26.0,0.0,733.0,0.0,,62.0,465.0,784.0,
09/30/2008,-625.0,358.0,442.0,917.0,-1391.0,,61.0,-1452.0,-34.0,,,,,,,,,,367.0,-43.0,2.0,-45.0,1906.0,7823.0,,,,-5917.0,,,,-1528.0,,,,,,,,32.0,7.0,-257.0,-16.0,,,,,102.0,102.0,0.0,178.0,0.0,,-251.0,34.0,685.0,
12/31/2008,4929.0,305.0,603.0,,4020.0,,,4020.0,1.0,,,,,,,,,,-14178.0,-65.0,2.0,-67.0,-12086.0,9435.0,,,,-21521.0,,,,-2534.0,,,,,,,,507.0,6426.0,-259.0,-3014.0,,,,,0.0,0.0,0.0,9699.0,0.0,,348.0,168.0,602.0,
03/31/2009,-9271.0,312.0,79.0,676.0,-2391.0,-2505.0,19.0,95.0,-7947.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-7842.0,0.0,13894.0,-41.0,2.0,-43.0,13974.0,14125.0,0.0,14125.0,0.0,-151.0,0.0,-151.0,0.0,633.0,633.0,0.0,0.0,-717.0,0.0,-717.0,0.0,45.0,-5363.0,-303.0,2910.0,0.0,2933.0,1.0,-24.0,22.0,22.0,0.0,-7993.0,1.0,0.0,-740.0,138.0,484.0,
06/30/2009,3934.0,204.0,79.0,701.0,-175.0,-198.0,17.0,6.0,3125.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,3166.0,0.0,-12869.0,-41.0,,,-12203.0,3995.0,0.0,3995.0,0.0,-16198.0,0.0,-16198.0,0.0,-750.0,-750.0,0.0,0.0,17.0,0.0,17.0,0.0,108.0,9169.0,-316.0,-714.0,0.0,-1090.0,1057.0,-681.0,-1433.0,1701.0,-3134.0,11558.0,74.0,0.0,234.0,255.0,548.0,
09/30/2009,4470.0,152.0,86.0,709.0,2092.0,1964.0,14.0,114.0,1431.0,-164.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,0.0,6657.0,-49.0,,,1438.0,5027.0,0.0,5027.0,0.0,-3589.0,0.0,-3589.0,0.0,161.0,161.0,0.0,0.0,5178.0,0.0,5178.0,0.0,-71.0,-10970.0,-5.0,-4956.0,0.0,-4349.0,2272.0,-2879.0,4119.0,,,-6964.0,-3164.0,0.0,157.0,23.0,523.0,
12/31/2009,-493.0,853.0,339.0,2811.0,103.0,-230.0,62.0,271.0,-4599.0,-260.0,0.0,0.0,0.0,0.0,0.0,0.0,-4339.0,0.0,7233.0,-174.0,0.0,-174.0,3068.0,24992.0,0.0,24992.0,0.0,-21924.0,0.0,-21924.0,0.0,-392.0,-392.0,0.0,0.0,4502.0,27.0,4475.0,0.0,229.0,-6831.0,-820.0,-2747.0,0.0,-2756.0,3758.0,-3749.0,-474.0,2727.0,-3201.0,-2901.0,111.0,0.0,-91.0,431.0,2126.0,
03/31/2010,637.0,188.0,97.0,575.0,614.0,478.0,16.0,120.0,-837.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,-822.0,0.0,453.0,-263.0,0.0,-263.0,918.0,2481.0,0.0,2481.0,0.0,-1563.0,0.0,-1563.0,0.0,456.0,456.0,0.0,0.0,-837.0,-832.0,-5.0,0.0,179.0,-1501.0,-103.0,-1088.0,0.0,-1087.0,0.0,-1.0,51.0,51.0,0.0,-365.0,4.0,0.0,-411.0,636.0,430.0,
06/30/2010,1436.0,210.0,97.0,650.0,21.0,-185.0,21.0,185.0,458.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,8488.0,-63.0,0.0,-63.0,9594.0,14619.0,0.0,14619.0,0.0,-5025.0,0.0,-5025.0,0.0,-1335.0,-1335.0,0.0,0.0,5.0,0.0,5.0,0.0,287.0,-9653.0,-104.0,-464.0,0.0,-940.0,500.0,-24.0,25.0,25.0,0.0,-9253.0,143.0,0.0,271.0,146.0,497.0,
09/30/2010,271.0,210.0,94.0,770.0,-1044.0,-1155.0,21.0,90.0,241.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,-1891.0,-44.0,0.0,-44.0,-497.0,11916.0,0.0,11916.0,0.0,-12413.0,0.0,-12413.0,0.0,-1663.0,-1663.0,0.0,0.0,-6.0,0.0,-6.0,0.0,319.0,1565.0,-104.0,-318.0,0.0,-260.0,0.0,-58.0,16.0,16.0,0.0,1977.0,-6.0,0.0,-55.0,91.0,481.0,
12/31/2010,2898.0,208.0,382.0,2638.0,1023.0,-1174.0,79.0,2118.0,-1353.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1356.0,0.0,5979.0,-428.0,0.0,-428.0,10785.0,37383.0,0.0,37383.0,0.0,-26598.0,0.0,-26598.0,0.0,-4594.0,-4594.0,0.0,0.0,-839.0,-832.0,-7.0,0.0,1055.0,-9141.0,-415.0,-2270.0,0.0,-2434.0,500.0,-336.0,110.0,110.0,0.0,-6843.0,277.0,0.0,-264.0,972.0,1868.0,
03/31/2011,2031.0,225.0,91.0,340.0,1261.0,1089.0,24.0,148.0,114.0,-158.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,-2275.0,-48.0,0.0,-48.0,-2945.0,1220.0,0.0,1220.0,0.0,-4165.0,0.0,-4165.0,0.0,509.0,509.0,0.0,0.0,-6.0,0.0,-6.0,0.0,215.0,59.0,-104.0,385.0,0.0,-487.0,999.0,-127.0,4.0,4.0,0.0,-229.0,3.0,0.0,-185.0,5.0,370.0,
06/30/2011,1822.0,307.0,89.0,328.0,330.0,207.0,25.0,98.0,768.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,-2664.0,-56.0,0.0,-56.0,-1458.0,1150.0,312.0,838.0,0.0,-2608.0,-523.0,-2085.0,0.0,-1474.0,-1474.0,0.0,0.0,6.0,0.0,6.0,0.0,318.0,1428.0,-119.0,391.0,0.0,-344.0,1000.0,-265.0,13.0,13.0,0.0,1153.0,-10.0,0.0,586.0,-241.0,349.0,
09/30/2011,495.0,366.0,91.0,250.0,-782.0,-829.0,24.0,23.0,570.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,-5899.0,-72.0,0.0,-72.0,-4199.0,1156.0,418.0,738.0,0.0,-5355.0,0.0,-5355.0,0.0,-1900.0,-1900.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,7022.0,-111.0,-2359.0,0.0,-889.0,0.0,-1470.0,5.0,5.0,0.0,9503.0,-16.0,0.0,1618.0,27.0,328.0,
12/31/2011,217.0,391.0,92.0,272.0,-799.0,-1112.0,25.0,288.0,261.0,-106.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,-6988.0,-48.0,0.0,-48.0,-3797.0,5579.0,1098.0,4481.0,0.0,-9376.0,-7055.0,-2321.0,0.0,-3375.0,-3375.0,0.0,0.0,-86.0,0.0,-86.0,0.0,318.0,6711.0,-112.0,-704.0,0.0,-387.0,11.0,-328.0,0.0,0.0,0.0,7372.0,155.0,0.0,-60.0,127.0,357.0,
03/31/2012,1873.0,431.0,86.0,288.0,1254.0,1223.0,25.0,6.0,-186.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.0,0.0,-2255.0,-21.0,0.0,-21.0,-1290.0,1981.0,1021.0,960.0,0.0,-3271.0,-412.0,-2859.0,0.0,-1196.0,-1196.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,90.0,-112.0,919.0,0.0,-130.0,1058.0,-9.0,-9.0,0.0,-9.0,-782.0,74.0,0.0,-292.0,60.0,310.0,
06/30/2012,762.0,518.0,96.0,273.0,-618.0,-633.0,26.0,-11.0,493.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,-2844.0,-40.0,0.0,-40.0,344.0,2092.0,1117.0,975.0,0.0,-1748.0,-207.0,-1541.0,0.0,-2919.0,-2919.0,0.0,0.0,-555.0,0.0,-555.0,0.0,326.0,1897.0,-139.0,-414.0,0.0,-240.0,14.0,-188.0,565.0,,,1902.0,-17.0,0.0,-185.0,257.0,269.0,
