Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,2133.0,2011.0,122.0,-2645.0,2355.0,290.0,-512.0,0.0,-5299.0,88.0,88.0,5211.0,-5811.0,-164.0,161.0,178.0,-17.0,,,3.0,-5975.0,-119.0,-6094.0,28.0,28.0,0.0,-6122.0,-43.0,-6165.0,0.0,0.0,-6165.0,110.0,6247.0,329.0,-18.76,-18.67,0.334347,329.0,-18.76,-18.67,0.317842,
03/31/2012,2110.0,2014.0,96.0,-1527.0,1242.0,285.0,583.0,0.0,-212.0,69.0,69.0,143.0,371.0,-183.0,165.0,180.0,-15.0,,,18.0,188.0,-34.0,154.0,136.0,136.0,0.0,18.0,-8.0,10.0,0.0,-1.0,9.0,282.6,137.6,350.0,0.03,0.42,0.807429,350.0,0.03,0.42,0.807429,
06/30/2012,2329.0,2174.0,155.0,-2385.0,2105.0,280.0,-56.0,0.0,-86.0,79.0,79.0,7.0,-142.0,-176.0,170.0,183.0,-13.0,,,6.0,-318.0,15.0,-303.0,0.0,0.0,0.0,-303.0,-1.0,-304.0,0.0,0.0,-304.0,309.55,613.55,353.0,-0.86,-0.86,0.876912,353.0,-0.86,-0.86,0.876912,
09/30/2012,2431.0,2310.0,121.0,-1601.0,1321.0,280.0,830.0,0.0,-19.0,69.0,69.0,-50.0,811.0,-173.0,165.0,180.0,-15.0,,,8.0,638.0,-105.0,533.0,916.0,916.0,0.0,-383.0,2.0,-381.0,0.0,0.0,-381.0,506.0,-29.0,359.0,-1.06,1.49,1.409471,359.0,-1.06,1.49,1.40922,
12/31/2012,2326.0,2275.0,51.0,-1716.0,1438.0,278.0,610.0,0.0,-69.0,65.0,65.0,4.0,541.0,-183.0,167.0,180.0,-13.0,,,16.0,358.0,74.0,432.0,-25.0,-25.0,0.0,457.0,-1.0,456.0,0.0,0.0,456.0,332.6,-98.4,359.0,1.26,1.19,0.926462,360.0,1.26,1.19,0.916667,
03/31/2013,2184.0,2145.0,39.0,-1631.0,1356.0,275.0,553.0,0.0,-74.0,67.0,67.0,7.0,479.0,-141.0,140.0,157.0,-17.0,,,1.0,338.0,-20.0,318.0,5.0,5.0,0.0,313.0,8.0,321.0,0.0,-3.0,318.0,376.3,53.3,360.0,0.88,0.89,1.045278,360.0,0.88,0.89,1.038056,
06/30/2013,2364.0,2321.0,43.0,-1643.0,1357.0,286.0,721.0,0.0,-116.0,77.0,77.0,39.0,605.0,-151.0,135.0,146.0,-11.0,,,16.0,454.0,-132.0,322.0,11.0,11.0,0.0,311.0,-4.0,307.0,0.0,0.0,307.0,375.3,57.3,360.0,0.84,0.87,1.0425,360.0,0.84,0.87,1.029167,
09/30/2013,2449.0,2402.0,47.0,-1659.0,1386.0,273.0,790.0,0.0,-52.0,67.0,67.0,-15.0,738.0,-135.0,131.0,142.0,-11.0,,,4.0,603.0,-63.0,540.0,-8.0,-8.0,0.0,548.0,-2.0,546.0,0.0,0.0,546.0,506.05,-31.95,360.0,1.5,1.48,1.405694,361.0,1.5,1.48,1.391496,
12/31/2013,2252.0,2202.0,50.0,-1736.0,1461.0,275.0,516.0,0.0,-118.0,75.0,75.0,43.0,398.0,-134.0,126.0,139.0,-13.0,,,8.0,264.0,-44.0,220.0,-15.0,-15.0,0.0,235.0,-2.0,233.0,0.0,0.0,233.0,264.21,46.21,361.0,0.64,0.6,0.731884,361.0,0.64,0.6,0.728006,
03/31/2014,2339.0,2292.0,47.0,-1542.0,1269.0,273.0,797.0,0.0,-125.0,57.0,57.0,68.0,672.0,-118.0,116.0,126.0,-10.0,,,2.0,554.0,-80.0,474.0,8.0,8.0,0.0,466.0,-10.0,456.0,0.0,0.0,456.0,521.95,57.95,361.0,1.25,1.27,1.445845,361.0,1.25,1.27,1.430526,
06/30/2014,2328.0,2278.0,50.0,-1501.0,1213.0,288.0,827.0,0.0,-62.0,63.0,63.0,-1.0,765.0,-89.0,97.0,112.0,-15.0,,,-8.0,676.0,-72.0,604.0,7.0,7.0,0.0,597.0,-10.0,587.0,0.0,0.0,587.0,587.0,-7.0,362.0,1.61,1.63,1.621547,362.0,1.61,1.63,1.610663,
09/30/2014,2270.0,2215.0,55.0,-1606.0,1318.0,288.0,664.0,0.0,-2832.0,52.0,52.0,2780.0,-2168.0,-110.0,116.0,122.0,-6.0,,,-6.0,-2278.0,16.0,-2262.0,1.0,1.0,0.0,-2263.0,46.0,-2217.0,0.0,0.0,-2217.0,352.0,2568.0,362.0,-6.12,-6.12,0.972376,362.0,-6.12,-6.12,0.972376,
12/31/2014,2237.0,2167.0,70.0,-1600.0,1310.0,290.0,637.0,0.0,-1284.0,62.0,62.0,1222.0,-647.0,-105.0,115.0,123.0,-8.0,,,-10.0,-752.0,-10.0,-762.0,4.0,4.0,0.0,-766.0,27.0,-739.0,0.0,0.0,-739.0,344.0,1079.0,362.0,-2.04,-2.03,0.950276,362.0,-2.04,-2.03,0.950276,
03/31/2015,2043.0,2000.0,43.0,-1375.0,1084.0,291.0,668.0,0.0,-989.0,46.0,46.0,943.0,-321.0,-63.0,110.0,116.0,-6.0,,,-47.0,-384.0,-83.0,-467.0,2.0,2.0,0.0,-469.0,-14.0,-483.0,0.0,0.0,-483.0,398.0,879.0,363.0,-1.33,-1.32,1.096419,363.0,-1.33,-1.32,1.096419,
06/30/2015,1884.0,1850.0,34.0,-446.0,197.0,249.0,1438.0,0.0,-932.0,44.0,44.0,888.0,506.0,-119.0,114.0,120.0,-6.0,,,5.0,387.0,-40.0,347.0,-1.0,-1.0,0.0,348.0,-6.0,342.0,0.0,-3.0,339.0,405.0,67.0,363.0,0.93,0.93,1.115702,363.0,0.93,0.93,1.114573,
09/30/2015,1608.0,1569.0,39.0,-1090.0,880.0,210.0,518.0,0.0,-73.0,45.0,45.0,28.0,445.0,-101.0,104.0,109.0,-5.0,,,-3.0,344.0,-17.0,327.0,-3.0,-3.0,0.0,330.0,-9.0,321.0,0.0,0.0,321.0,317.0,-1.0,364.0,0.88,0.87,0.870879,364.0,0.88,0.87,0.867253,
12/31/2015,1851.0,1456.0,395.0,-1007.0,794.0,213.0,844.0,0.0,-94.0,58.0,58.0,36.0,750.0,-67.0,82.0,87.0,-5.0,,,-15.0,683.0,-66.0,617.0,0.0,0.0,0.0,617.0,-6.0,611.0,0.0,0.0,611.0,614.0,3.0,364.0,1.66,1.66,1.686813,364.0,1.66,1.66,1.668242,
03/31/2016,1341.0,1111.0,230.0,-872.0,655.0,217.0,469.0,0.0,-45.0,43.0,43.0,2.0,424.0,-84.0,83.0,89.0,-6.0,,,1.0,340.0,-98.0,242.0,1.0,1.0,0.0,241.0,-6.0,235.0,0.0,-3.0,232.0,239.0,6.0,364.0,0.64,0.64,0.656593,364.0,0.64,0.64,0.656484,
06/30/2016,940.0,915.0,25.0,-722.0,497.0,225.0,218.0,0.0,-55.0,41.0,41.0,14.0,163.0,-53.0,94.0,98.0,-4.0,,,-41.0,110.0,-18.0,92.0,-1.0,-1.0,0.0,93.0,-11.0,82.0,0.0,-1.0,81.0,64.0,-16.0,365.0,0.22,0.22,0.175342,365.0,0.22,0.22,0.175342,
09/30/2016,906.0,886.0,20.0,-634.0,409.0,225.0,272.0,0.0,-43.0,41.0,41.0,2.0,229.0,13.0,104.0,109.0,-5.0,,,-117.0,242.0,-6.0,236.0,0.0,0.0,0.0,236.0,-18.0,218.0,0.0,-3.0,215.0,85.0,-130.0,365.0,0.59,0.59,0.232877,365.0,0.59,0.59,0.232877,
12/31/2016,974.0,793.0,181.0,-540.0,314.0,226.0,434.0,0.0,-118.0,47.0,47.0,71.0,316.0,-74.0,108.0,113.0,-5.0,,,-34.0,242.0,15.0,257.0,0.0,0.0,0.0,257.0,-14.0,243.0,0.0,-6.0,237.0,255.0,18.0,373.0,0.635389,0.635389,0.683646,373.0,0.635389,0.635389,0.683646,
03/31/2017,785.0,738.0,47.0,-579.0,347.0,232.0,206.0,0.0,-37.0,39.0,39.0,-2.0,169.0,-114.0,121.0,127.0,-6.0,,,-7.0,55.0,40.0,95.0,0.0,0.0,0.0,95.0,-4.0,91.0,0.0,-2.0,89.0,2.0,-87.0,390.0,0.23,0.23,0.005128,390.0,0.23,0.23,0.005128,
06/30/2017,751.0,705.0,46.0,-552.0,333.0,219.0,199.0,0.0,-1743.0,35.0,35.0,1708.0,-1544.0,-172.0,122.0,129.0,-7.0,,,50.0,-1716.0,37.0,-1679.0,0.0,0.0,0.0,-1679.0,-11.0,-1690.0,0.0,0.0,-1690.0,1.0,1691.0,391.0,-4.32,-4.32,0.002558,391.0,-4.32,-4.32,0.002558,
09/30/2017,808.0,699.0,109.0,-520.0,323.0,197.0,288.0,0.0,-1433.0,39.0,39.0,1394.0,-1145.0,-86.0,91.0,112.0,-21.0,,,-5.0,-1231.0,-180.0,-1411.0,0.0,0.0,0.0,-1411.0,-6.0,-1417.0,0.0,0.0,-1417.0,64.0,1481.0,391.0,-3.62,-3.62,0.163683,391.0,-3.62,-3.62,0.163683,
12/31/2017,629.0,589.0,40.0,-570.0,386.0,184.0,59.0,0.0,-44.0,43.0,43.0,1.0,15.0,-126.0,114.0,123.0,-9.0,,,12.0,-111.0,9.0,-102.0,0.0,0.0,0.0,-102.0,-9.0,-111.0,0.0,2.0,-109.0,-91.0,18.0,392.0,-0.278061,-0.278061,-0.232143,392.0,-0.278061,-0.278061,-0.232143,
03/31/2018,664.0,664.0,,-626.0,424.0,202.0,38.0,0.0,-42.0,47.0,47.0,-5.0,-4.0,-145.0,135.0,147.0,-12.0,,,10.0,-149.0,-63.0,-212.0,0.0,0.0,0.0,-212.0,2.0,-210.0,0.0,0.0,-210.0,-210.0,0.0,438.0,-0.48,-0.48,-0.48,438.0,-0.48,-0.48,-0.48,
06/30/2018,790.0,790.0,,-642.0,431.0,211.0,148.0,0.0,-1065.0,52.0,52.0,1013.0,-917.0,-137.0,135.0,148.0,-13.0,,,2.0,-1054.0,-85.0,-1139.0,0.0,0.0,0.0,-1139.0,4.0,-1135.0,0.0,0.0,-1135.0,-18.0,1117.0,462.0,-2.46,-2.46,-0.038961,462.0,-2.46,-2.46,-0.042251,
09/30/2018,816.0,816.0,,-648.0,447.0,201.0,168.0,0.0,-473.0,35.0,35.0,438.0,-305.0,-134.0,149.0,160.0,-11.0,,,-15.0,-439.0,30.0,-409.0,0.0,0.0,0.0,-409.0,0.0,-409.0,0.0,0.0,-409.0,30.0,439.0,463.0,-0.88,-0.88,0.064795,463.0,-0.88,-0.88,0.064795,
12/31/2018,748.0,748.0,,-701.0,497.0,204.0,47.0,0.0,-72.0,54.0,54.0,18.0,-25.0,-108.0,148.0,165.0,-17.0,,,-40.0,-133.0,-110.0,-243.0,0.0,0.0,0.0,-243.0,1.0,-242.0,0.0,0.0,-242.0,-171.0,71.0,509.0,-0.475442,-0.475442,-0.335953,509.0,-0.475442,-0.475442,-0.335953,
03/31/2019,754.0,754.0,,-725.0,508.0,217.0,29.0,0.0,-42.0,49.0,49.0,-7.0,-13.0,-166.0,156.0,166.0,-10.0,,,10.0,-179.0,8.0,-171.0,0.0,0.0,0.0,-171.0,0.0,-171.0,0.0,0.0,-171.0,-181.0,-10.0,611.0,-0.28,-0.28,-0.296236,611.0,-0.28,-0.28,-0.296367,
06/30/2019,758.0,758.0,,-729.0,510.0,219.0,29.0,0.0,-56.0,45.0,45.0,11.0,-27.0,-142.0,156.0,168.0,-12.0,,,-14.0,-169.0,-37.0,-206.0,0.0,0.0,0.0,-206.0,-2.0,-208.0,0.0,0.0,-208.0,-209.0,-1.0,612.0,-0.34,-0.34,-0.341503,612.0,-0.34,-0.34,-0.341634,
09/30/2019,784.0,784.0,,-759.0,547.0,212.0,25.0,0.0,-632.0,45.0,45.0,587.0,-607.0,-164.0,155.0,166.0,-11.0,,,9.0,-771.0,-54.0,-825.0,0.0,0.0,0.0,-825.0,0.0,-825.0,0.0,0.0,-825.0,-234.0,591.0,613.0,-1.35,-1.35,-0.381729,613.0,-1.35,-1.35,-0.385889,
12/31/2019,792.0,792.0,,-782.0,575.0,207.0,10.0,0.0,-84.0,54.0,54.0,30.0,-74.0,-5.0,150.0,160.0,-10.0,,,-145.0,-79.0,24.0,-55.0,0.0,0.0,0.0,-55.0,4.0,-51.0,0.0,0.0,-51.0,-263.0,-212.0,612.0,-0.083333,-0.083333,-0.429739,612.0,-0.083333,-0.083333,-0.429739,
03/31/2020,759.0,759.0,,-746.0,540.0,206.0,13.0,0.0,-212.0,43.0,43.0,169.0,-199.0,-196.0,151.0,160.0,-9.0,,,45.0,-395.0,4.0,-391.0,0.0,0.0,0.0,-391.0,-1.0,-392.0,0.0,0.0,-392.0,-186.21,205.79,614.0,-0.64,-0.64,-0.303274,614.0,-0.64,-0.64,-0.304837,
06/30/2020,930.0,930.0,,-721.0,525.0,196.0,209.0,0.0,-473.0,45.0,45.0,428.0,-264.0,-201.0,149.0,153.0,-4.0,,,52.0,-465.0,-32.0,-497.0,0.0,0.0,0.0,-497.0,0.0,-497.0,0.0,0.0,-497.0,-1.79,495.21,615.0,-0.81,-0.81,-0.002911,615.0,-0.81,-0.81,-0.00478,
09/30/2020,791.8,,,,,,269.212,,,,,,27.067,,,,,,,,-105.125,,-124.429,,,,,,-124.429,,,-124.429,-112.514,,,-0.204,-0.204,-0.19,,-0.204,-0.204,-0.19,
12/31/2020,719.0,,,,,,143.8,,,,,,-31.933,,,,,,,,-152.625,,-179.0,,,,,,-179.0,,,-179.0,-155.625,,,-0.3,-0.3,-0.254,,-0.3,-0.3,-0.254,
