Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,76.940002,,,-59.952,,16.988003,,-14.013,,,,,2.975,-0.182,,0.182,,0.0,0.0,2.793,-1.311,1.482,0.0,,,1.482,0.0,1.482,0.0,,1.482,1.482,,20.837,0.07,0.07,,20.837,0.07,0.07,0.07,
09/30/1992,76.954002,,,-59.34,,17.614002,,-14.262,,,,,3.352,-0.154,,0.154,,0.0,0.0,3.198,-1.565,1.633,0.0,,,1.633,0.0,1.633,0.0,,1.633,1.633,,20.778999,0.08,0.08,,20.778999,0.08,0.08,0.08,
12/31/1992,65.792999,,,-51.015999,,14.777,,-14.734,,,,,0.043,-0.14,,0.14,,0.0,0.0,-0.097,0.107,0.01,0.0,,,0.01,0.0,0.01,0.0,,0.01,0.01,,20.743977,0.0,0.0,,20.743977,0.0,0.0,0.0,
03/31/1993,60.772999,,,-48.719002,,12.053997,,-13.573,,,,,-1.519,-0.138,,0.138,,0.0,0.0,-1.657,0.729,-0.928,3.601,,,-4.529,0.0,-4.529,0.0,,-4.529,-4.529,,20.688999,-0.22,-0.05,,20.688999,-0.22,-0.05,-0.05,
06/30/1993,76.763,,,-59.249001,,17.514,,-14.791,,,,,2.723,-0.145,,0.145,,0.0,0.0,2.578,-1.134,1.444,0.0,,,1.444,0.0,1.444,0.0,,1.444,1.444,,20.587999,0.07,0.07,,20.587999,0.07,0.07,0.07,
09/30/1993,77.945999,,,-61.867001,,16.078999,,-14.408,,,,,1.671,-0.098,,0.098,,0.0,0.0,1.573,-1.155,0.418,0.0,,,0.418,0.0,0.418,0.0,,0.418,0.418,,20.539,0.02,0.02,,20.539,0.02,0.02,0.02,
12/31/1993,66.920998,,,-51.188999,,15.731998,,-15.2,,,,,0.532,-0.106,,0.106,,0.0,0.0,0.426,-0.022,0.404,0.0,,,0.404,0.0,0.404,0.0,,0.404,0.404,,20.421,0.02,0.02,,20.421,0.02,0.02,0.02,
03/31/1994,33.389,,,-15.625,,17.764,,-17.499001,,,,,0.265,-0.891,,,,0.0,0.891,-0.626,,-0.626,0.025,,,,0.0,-0.651,0.0,,-0.651,-0.651,,20.153999,-0.03,-0.03,,20.153999,-0.03,-0.03,-0.03,
06/30/1994,30.466999,,,-15.629,,14.837999,,-15.968,,,,,-1.13,0.241,,,,0.0,-0.241,-0.889,,-0.889,-0.542,,,,0.0,-0.347,0.0,,-0.347,-0.347,,19.947001,-0.02,-0.05,,19.947001,-0.02,-0.05,-0.05,
09/30/1994,27.047001,,,-15.027,,12.02,,-14.176,,,,,-2.156,-1.713,,,,0.0,1.713,-3.869,,-3.869,-0.654,,,,0.0,-3.215,0.0,,-3.215,-3.215,,19.716999,-0.16,-0.19,,19.716999,-0.16,-0.19,-0.19,
12/31/1994,62.624001,,,-24.973,,37.651001,,-32.821999,,,,,4.829,-0.309,,,,0.0,0.309,4.52,,4.52,5.008,,,,0.0,-0.488,0.0,,-0.488,-0.488,,19.801001,-0.03,0.23,,19.801001,-0.03,0.23,0.23,
03/31/1995,30.476999,,,-14.23,,16.247,,-15.938,,,,,0.309,-1.708,,,,0.0,1.708,-1.399,,-1.399,-0.078,,,,0.0,-1.321,0.0,,-1.321,-1.321,,19.861,-0.07,-0.07,,19.861,-0.07,-0.07,-0.07,
06/30/1995,28.285,,,-15.48,,12.805,,-14.791,,,,,-1.986,0.796,,,,0.0,-0.796,-1.19,,-1.19,-0.806,,,,0.0,-0.384,0.0,,-0.384,-0.384,,19.868999,-0.02,-0.06,,19.868999,-0.02,-0.06,-0.06,
09/30/1995,29.01,,,-15.763,,13.247001,,-15.17,,,,,-1.923,-0.553,,,,0.0,0.553,-2.476,,-2.476,-0.22,,,,0.0,-2.256,0.0,,-2.256,-2.256,,19.872,-0.11,-0.121,,19.872,-0.11,-0.121,-0.121,
12/31/1995,52.810001,,,-19.112,,33.698002,,-27.615999,,,,,6.082,-1.724,,,,0.0,1.724,4.358,,4.358,17.370001,,,,0.0,-13.012,0.0,,-13.012,-13.012,,19.872999,-0.65,0.22,,19.872999,-0.65,0.22,0.22,
03/31/1996,30.764,,,-14.204,,16.559999,,-16.816999,,,,,-0.257,0.07,,0.0,,0.0,-0.07,-0.187,0.101,-0.086,0.0,,,-0.086,0.0,-0.086,0.0,,-0.086,-0.086,,19.875,0.0,0.0,0.0,19.875,0.0,0.0,0.0,
06/30/1996,26.594,,,-14.231,,12.363,,-14.917,,,,,-2.554,0.076,,0.0,,0.0,-0.076,-2.478,1.338,-1.14,0.0,,,-1.14,0.0,-1.14,0.0,,-1.14,-1.14,,19.875,-0.06,-0.06,-0.06,19.875,-0.06,-0.06,-0.06,
09/30/1996,25.879,,,-13.847,,12.032,,-15.641,,,,,-3.609,0.073,,0.0,,0.0,-0.073,-3.536,0.066,-3.47,0.0,,,-3.47,0.0,-3.47,0.0,,-3.47,-3.47,,19.875,-0.18,-0.18,-0.18,19.875,-0.18,-0.18,-0.18,
12/31/1996,45.136002,,,-19.077,,26.059002,,-32.160999,,,,,-6.102,-52.034,,0.0,,0.0,52.034,-58.136001,2.802,-55.334,1.3,,,-56.634001,0.0,-56.633999,0.0,,-56.633999,-56.633999,,19.877001,-2.85,-2.78,-2.78,19.877001,-2.85,-2.78,-2.78,
03/31/1997,17.413,,,-9.751,,7.662,,-7.366,,,,,0.296,0.158,,,,0.0,-0.158,0.454,-0.164,0.29,0.151,,,0.139,0.0,0.139,0.0,,0.139,0.139,,19.882,0.01,0.01,0.01,19.882,0.01,0.01,0.01,
06/30/1997,20.555,,,-11.777,,8.778,,-8.621,,,,,0.157,0.226,,0.0,,0.0,-0.226,0.383,-0.139,0.244,1.342,,,-1.098,0.0,-1.098,0.0,,-1.098,-1.098,,19.945,-0.06,0.01,0.01,20.08,-0.06,0.01,0.01,
09/30/1997,20.204,,,-11.688,,8.516001,,-8.326,,,,,0.19,0.229,,0.0,,0.0,-0.229,0.419,-0.151,0.268,2.998,,,-2.73,0.0,-2.73,0.0,,-2.73,-2.73,,20.507999,-0.13,0.01,0.01,20.507999,-0.13,0.01,0.01,
12/31/1997,18.257,,,-10.498,,7.759,,-7.864,,,,,-0.105,0.217,,0.0,,0.0,-0.217,0.112,0.257,0.369,0.028,,,0.341,0.0,0.341,0.0,,0.341,0.341,,21.73,0.02,0.02,0.02,21.73,0.02,0.02,0.02,
03/31/1998,4.808,,,-2.508,,2.3,,-1.904,,,,,0.396,-0.128,,0.252,,0.0,-0.124,0.268,-0.125,0.143,-0.012,,,0.155,0.0,0.155,0.0,,0.155,0.155,,27.327,0.01,0.01,0.01,28.823,0.01,0.01,0.01,
06/30/1998,11.993,,,-5.672,,6.321,,-3.946,,,,,2.375,-0.533,,0.545,,0.0,-0.012,1.842,-0.845,0.997,-0.294,,,1.291,0.0,1.291,0.0,,1.291,1.291,,34.117001,0.04,0.03,0.03,36.089001,0.04,0.03,0.03,
09/30/1998,16.035,,,-7.751,,8.284,,-5.566,,,,,2.718,-0.582,,0.592,,0.0,-0.01,2.136,-1.049,1.087,0.178,,,0.909,0.0,0.909,0.0,,0.909,0.909,,34.412998,0.03,0.03,0.03,36.226002,0.03,0.03,0.03,
12/31/1998,17.712999,,,,,,,-13.846,,,,,3.867,-4.924,,,,,4.924,-1.057,-0.014,-1.071,9.644,,,-10.715,0.0,-10.715,0.0,,-10.715,-10.715,,34.490002,-0.31,-0.03,-0.03,34.490002,-0.31,-0.03,-0.03,
03/31/1999,10.665,,,-5.492,,5.173,,,,,,,5.173,-5.842,,0.826,-0.009,0.0,5.025,-0.669,0.0,0.157,0.109,,,-0.778,0.0,0.048,0.0,0.0,0.048,0.048,,34.771,0.0,0.0,0.0,34.771,0.0,0.0,0.0,
06/30/1999,18.049999,,,-8.788,,9.261999,,,,,,,9.262,-9.94,,1.113,-0.272,0.0,9.099,-0.678,0.0,0.435,0.513,,,-1.191,0.0,-0.078,0.0,0.0,-0.078,-0.078,,38.539001,0.0,0.01,0.01,38.539001,0.0,0.01,0.01,
09/30/1999,27.538,,,-14.389,,13.149,0.0,-11.473,9.054,,,2.419,1.676,-1.038,,1.038,,0.0,,0.638,-0.441,0.197,0.602,,,-0.405,0.0,-0.405,0.0,0.0,-0.405,-0.405,,40.541,-0.01,0.03,0.03,42.074,-0.01,0.0,0.0,
12/31/1999,23.82,,,-13.357,,10.462999,,-10.913,,,,,-0.45,-1.002,,0.0,0.0,0.0,1.002,-1.452,-0.933,-2.385,0.004,,,-2.389,0.0,-2.389,0.0,0.0,-2.389,-2.389,,42.494999,-0.06,-0.06,-0.01,42.494999,-0.06,-0.06,-0.01,
03/31/2000,21.797001,,,-13.767,,8.030001,,-10.426,,,,,-2.396,-0.883,,0.883,0.0,0.0,0.0,-3.279,0.942,-2.337,1.382,,,-3.719,0.0,-3.719,0.0,0.0,-3.719,-3.719,,43.291,-0.09,-0.06,-0.01,43.291,-0.09,-0.06,-0.01,
06/30/2000,21.660999,,,-14.078,,7.582999,,-10.359,,,,,-2.776,-0.965,,0.965,0.0,0.0,0.0,-3.741,1.103,-2.638,1.341,,,-3.979,0.0,-3.979,0.0,0.0,-3.979,-3.979,,44.894001,-0.09,-0.06,-0.02,44.894001,-0.09,-0.06,-0.02,
09/30/2000,23.724001,,,-14.397,,9.327001,,-7.66,,,,,1.667,-3.205,,1.78,0.0,0.0,1.425,-1.538,0.332,-1.206,1.352,,,-2.558,0.0,-2.558,0.0,0.0,-2.558,-2.558,,46.653999,-0.05,-0.02,-0.02,46.653999,-0.05,-0.02,-0.02,
12/31/2000,26.018,,,-24.794,,1.224,0.0,-1.727,,,,,-0.503,-1.256,1.256,,,,0.0,-1.759,0.433,-1.326,13.015,,,-14.341,,-14.341,0.0,0.0,-14.341,-14.341,,45.38,-0.31,-0.03,-0.03,45.38,-0.31,-0.03,-0.03,
03/31/2001,27.271999,,,-18.650999,,8.621,,-9.317,,,,,-0.696,-0.161,,0.161,0.0,0.0,0.0,-0.857,0.343,-0.514,0.014,,,-0.528,0.0,-0.528,0.0,0.0,-0.528,-0.528,,47.179001,-0.01,-0.01,0.03,47.179001,-0.01,-0.01,0.03,
06/30/2001,30.976999,,,-20.844999,,10.132,,-9.501,,,,,0.631,0.114,,0.121,-0.037,0.0,-0.198,0.745,-0.373,0.372,0.001,,,0.371,0.0,0.371,0.0,0.0,0.371,0.371,,47.148998,0.01,0.01,0.04,47.424999,0.01,0.01,0.04,
09/30/2001,28.434999,,,-18.514999,,9.92,,-7.508,,,,,2.412,-1.798,,0.077,0.0,0.0,1.721,0.614,-0.363,0.251,0.023,,,0.228,0.0,0.228,0.0,0.0,0.228,0.228,,47.171001,0.0,0.01,0.01,48.396,0.0,0.01,0.01,
12/31/2001,31.204,,,-19.858,,11.346,0.0,-9.916,8.195,,,1.721,1.43,-0.391,0.12,0.271,-0.111,0.0,0.231,1.31,-1.147,0.163,-0.035,,,0.198,0.0,0.198,0.0,0.0,0.198,0.198,,47.224,0.004193,0.003452,0.003332,48.915,0.004048,0.003332,0.0,
03/31/2002,28.922001,,,-19.188,,9.734001,,-8.729,,,,,1.005,-0.088,,0.0,-0.037,0.0,0.125,0.917,-0.355,0.562,0.0,,,0.562,0.0,0.562,0.0,,0.562,0.562,,47.386002,0.01,0.01,0.02,49.724998,0.01,0.01,0.02,
06/30/2002,33.605,,,-21.896999,,11.708,,-9.427,,,,,2.281,-0.165,,0.005,-0.032,0.0,0.192,2.116,-0.826,1.29,0.0,,,1.29,0.0,1.29,0.0,0.0,1.29,1.29,,47.646999,0.03,0.03,0.03,50.404999,0.03,0.03,0.03,
09/30/2002,34.973999,,,-22.662001,,12.311998,,-9.013,,,,,3.299,-0.377,,0.012,0.0,0.0,0.365,2.922,-1.183,1.739,0.0,,,1.739,0.0,1.739,0.0,0.0,1.739,1.739,,47.173,0.04,0.04,0.04,49.372002,0.04,0.04,0.04,
12/31/2002,37.231998,,,-23.004,,14.227999,,-9.424,,,,,4.804,-0.718,,0.17,-0.123,0.0,0.671,4.086,-1.505,2.581,-1.817,,,4.398,0.0,4.398,0.0,,4.398,4.398,,46.348,0.09,0.06,0.06,48.481998,0.09,0.05,0.05,
03/31/2003,32.325001,,,-20.681,,11.644001,,-9.886,,,,,1.758,23.242001,,0.0,-0.009,0.0,-23.233001,25.000001,-7.704,17.296,0.0,,,17.296001,0.0,17.296,0.0,,17.296,17.296,,45.951,0.38,0.38,0.04,47.737999,0.36,0.36,0.02,
06/30/2003,36.134998,,,-22.271999,,13.862999,,-10.786,,,,,3.077,0.137,,0.0,-0.137,0.0,0.0,3.214,-1.233,1.981,0.0,,,1.981,0.0,1.981,0.0,0.0,1.981,1.981,,42.881001,0.05,0.05,0.05,44.796001,0.04,0.04,0.04,
09/30/2003,37.874001,,,-22.403999,,15.470001,,-10.358,,,,,5.112,0.141,,0.0,-0.141,0.0,0.0,5.253,-2.02,3.233,0.0,,,3.233,0.0,3.233,0.0,0.0,3.233,3.233,,40.464001,0.08,0.08,0.08,43.181,0.07,0.07,0.07,
12/31/2003,39.119999,,,-23.264,,15.855999,,-10.291,,,,,5.565,0.05,,0.257,-0.343,0.0,0.036,5.615,-2.149,3.466,-0.424,,,3.89,0.002,3.892,0.0,0.0,3.892,3.892,,40.970001,0.1,0.09,0.09,44.501999,0.09,0.08,0.08,
03/31/2004,41.462,,,-26.637,,14.825,0.0,-11.449,10.527,,,0.922,3.376,0.102,-0.09,0.051,-0.141,0.0,-0.012,3.478,-1.387,2.091,0.0,,,2.091,,2.091,0.0,0.0,2.091,2.091,,41.468,0.05,0.05,0.05,45.062,0.05,0.05,0.05,
06/30/2004,44.263,,,-27.163,,17.1,0.0,-12.082,11.412,,,0.67,5.018,0.041,-0.087,0.049,-0.136,0.0,0.046,5.059,-2.084,2.975,0.0,,,2.975,,2.975,0.0,0.0,2.975,2.975,,41.42,0.07,0.07,0.07,44.803,0.07,0.07,0.07,
09/30/2004,41.811,,,-26.515,,15.296,0.0,-11.895,11.312,,,0.583,3.401,0.138,-0.138,0.042,-0.18,,0.0,3.539,-1.507,2.032,,,,2.032,,2.032,0.0,0.0,2.032,2.032,,41.307,0.05,0.05,0.05,44.35,0.05,0.05,0.05,
12/31/2004,44.734,,,-26.67,,18.064,0.0,-12.739,12.2,,,0.539,5.325,0.036,,,,,-0.036,5.361,-2.331,3.03,,,,3.03,,3.03,0.0,0.0,3.03,3.03,,40.966,0.07,0.07,0.07,44.056,0.07,0.07,0.07,
03/31/2005,40.659,,,-27.546,,13.113001,,-12.459,,,,,0.654,0.146,,0.0,0.0,0.0,-0.146,0.8,-0.33,0.47,0.0,,,0.47,0.0,0.47,0.0,0.0,0.47,0.47,,40.229,0.01,0.01,0.01,42.735001,0.01,0.01,0.01,
06/30/2005,43.185001,,,-26.936001,,16.249001,,-11.778,,,,,4.471,-1.027,,0.0,0.0,0.0,1.027,3.444,-1.423,2.021,0.0,,,2.021,0.0,2.021,0.0,0.0,2.021,2.021,,39.615002,0.05,0.05,0.07,41.943001,0.05,0.05,0.07,
09/30/2005,42.306,,,-26.286,,16.02,0.0,-11.96,11.445,,,0.515,4.06,0.224,,,,0.0,-0.224,4.284,-1.703,2.581,,,,2.581,0.0,2.581,0.0,0.0,2.581,2.581,,39.104,0.07,0.07,0.07,41.771,0.06,0.06,0.06,
12/31/2005,44.307,,,-28.202,,16.105,,-11.311,,,,,4.794,0.303,,0.0,-0.91,0.0,0.607,5.097,-1.976,3.121,0.0,,,3.121,0.0,3.121,0.0,0.0,3.121,3.121,,38.808,0.08,0.08,0.08,41.851,0.07,0.07,0.07,
03/31/2006,44.858002,,,-29.396,,15.462002,,-12.2,,,,,3.262,0.097,,0.0,0.0,0.0,-0.097,3.359,-1.347,2.012,0.0,,,2.012,0.0,2.012,0.0,0.0,2.012,2.012,,39.113998,0.05,0.05,0.05,41.894001,0.05,0.05,0.05,
06/30/2006,49.151,,,-30.205,,18.946,,-13.318,,,,,5.628,0.2,,0.0,0.0,0.0,-0.2,5.828,-2.068,3.76,0.0,,,3.76,0.0,3.76,0.0,0.0,3.76,3.76,,39.026,0.1,0.1,0.1,41.946,0.09,0.09,0.09,
09/30/2006,50.139,,,-29.982,,20.157,,-13.527,,,,,6.63,0.306,,0.0,0.0,0.0,-0.306,6.936,-2.523,4.413,0.0,,,4.413,0.0,4.413,0.0,0.0,4.413,4.413,,38.705,0.11,0.11,0.11,41.898,0.11,0.11,0.11,
12/31/2006,51.155,,,-30.916,,20.239,,-13.984,13.639,,,0.345,6.255,0.477,-2.8,0.0,-1.4,,0.923,6.732,-2.555,4.177,0.0,,,4.177,0.0,4.177,0.0,,4.177,4.177,,38.851,0.11,0.11,0.11,42.163,0.1,0.1,0.1,
03/31/2007,50.332,,,-32.31,,18.022,,-14.546,,,,,3.476,0.447,,0.0,0.0,,-0.447,3.923,-1.522,2.401,0.0,,,2.401,0.0,2.401,0.0,0.0,2.401,2.401,,38.813,0.06,0.06,0.06,42.066,0.06,0.06,0.06,
06/30/2007,54.112,,,-33.775,,20.337,,-14.541,,,,,5.796,0.364,,0.0,0.0,0.0,-0.364,6.16,-2.41,3.75,0.0,,,3.75,0.0,3.75,0.0,0.0,3.75,3.75,,38.54,0.1,0.1,0.1,41.448,0.09,0.09,0.09,
09/30/2007,54.932,,,-33.302,,21.63,,-13.702,,,,,7.928,0.441,,0.0,0.0,0.0,-0.441,8.369,-3.209,5.16,0.0,,,5.16,0.0,5.16,0.0,0.0,5.16,5.16,,38.688,0.13,0.13,0.13,41.395,0.12,0.12,0.12,
12/31/2007,60.42,,,-35.984,,24.436,,-14.856,13.276,,,1.58,9.58,0.548,-1.8,0.0,-1.8,0.0,1.252,10.128,-3.938,6.19,0.0,,,6.19,0.0,6.19,0.0,,6.19,6.19,,38.757,0.16,0.16,0.16,40.358,0.15,0.15,0.15,
03/31/2008,59.351,,,-37.548,,21.803,,-17.135,,,,,4.668,0.402,,0.0,0.0,0.0,-0.402,5.07,-1.944,3.126,0.0,,,3.126,0.0,3.126,0.0,0.0,3.126,3.126,,38.02,0.08,0.08,0.08,39.527,0.08,0.08,0.08,
06/30/2008,67.569,,,-38.48,,29.089,,-27.307,,,,,1.782,0.244,,0.0,0.0,0.0,-0.244,2.026,-1.78,0.246,0.0,,,0.246,0.0,0.246,0.0,0.0,0.246,0.246,,38.087,0.01,0.01,0.17,39.633,0.01,0.01,0.17,
09/30/2008,68.637,,,-38.687,,29.95,,-18.013,,,,,11.937,0.398,,0.0,0.0,0.0,-0.398,12.335,-5.976,6.359,0.0,,,6.359,0.0,6.359,0.0,0.0,6.359,6.359,,38.474,0.17,0.17,0.22,40.019,0.16,0.16,0.2,
12/31/2008,69.544,,,-40.599,,28.945,,-19.237,16.768,,,2.469,9.708,0.137,0.0,0.0,0.0,,-0.137,9.845,-4.714,5.131,,,,5.131,0.0,5.131,0.0,,5.131,5.131,,36.323,0.14,0.14,0.18,37.604,0.14,0.14,0.18,
03/31/2009,69.565,58.809,10.756,-39.273,39.273,30.292,0.0,-20.317,17.41,2.235,0.672,0.0,9.975,-0.014,,,,,0.014,9.961,-3.955,6.006,0.0,0.0,0.0,6.006,0.0,6.006,0.0,0.0,6.006,6.006,0.0,35.497,0.17,0.17,0.17,36.747,0.16,0.16,0.16,
06/30/2009,72.172,62.26,9.912,-40.175,40.175,31.997,0.0,-20.6,17.084,2.839,0.677,0.0,11.397,-0.063,,,,,0.063,11.334,-4.461,6.873,0.0,0.0,0.0,6.873,0.0,6.873,0.0,0.0,6.873,6.873,0.0,35.343,0.19,0.19,0.19,36.723,0.19,0.19,0.19,
09/30/2009,74.332,64.165,10.167,-41.097,41.097,33.235,0.0,-20.772,17.114,2.973,0.685,0.0,12.463,-0.042,,,,,0.042,12.421,-4.946,7.475,0.0,0.0,0.0,7.475,0.0,7.475,0.0,0.0,7.475,7.475,0.0,35.118,0.21,0.21,0.21,36.487,0.2,0.2,0.2,
12/31/2009,74.217,62.921,11.296,-40.978,40.978,33.239,0.0,-22.29,18.507,3.112,0.671,0.0,10.949,-0.027,,,,,0.027,10.922,-4.266,6.656,0.0,0.0,0.0,6.656,0.0,6.656,0.0,0.0,6.656,6.656,0.0,35.062,0.19,0.19,0.19,36.6,0.18,0.18,0.18,
03/31/2010,69.82,61.371,8.449,-39.801,39.801,30.019,0.0,-21.883,17.561,3.516,0.806,0.0,8.136,-0.042,,,,,0.042,8.094,-3.222,4.872,0.0,0.0,0.0,4.872,0.0,4.872,0.0,0.0,4.872,4.872,0.0,35.101,0.14,0.14,0.14,36.655,0.13,0.13,0.13,
06/30/2010,72.6,63.865,8.735,-40.125,40.125,32.475,0.0,-21.99,17.439,3.744,0.807,0.0,10.485,-0.102,,,,,0.102,10.383,-4.134,6.249,0.0,0.0,0.0,6.249,0.0,6.249,0.0,0.0,6.249,6.249,0.0,34.862,0.18,0.18,0.18,36.203,0.17,0.17,0.17,
09/30/2010,73.769,64.509,9.26,-40.562,40.562,33.207,0.0,-21.376,17.337,3.233,0.806,0.0,11.831,-0.568,,,,,0.568,11.263,-4.54,6.723,0.0,0.0,0.0,6.723,0.0,6.723,0.0,0.0,6.723,6.723,0.0,34.103,0.2,0.2,0.2,35.41,0.19,0.19,0.19,
12/31/2010,72.439,63.97,8.469,-39.823,39.823,32.616,0.0,-21.427,17.143,3.478,0.806,0.0,11.189,-1.03,,,,,1.03,10.159,-2.949,7.21,0.0,0.0,0.0,7.21,0.0,7.21,0.0,0.0,7.21,7.21,0.0,32.285,0.22,0.22,0.22,33.895,0.21,0.21,0.21,
03/31/2011,73.393,66.571,6.822,-40.77,40.77,32.623,0.0,-22.641,17.288,4.549,0.804,0.0,9.982,-0.5,,,,,0.5,9.482,-3.754,5.728,0.0,0.0,0.0,5.728,0.0,5.728,0.0,0.0,5.728,5.728,0.0,32.086,0.18,0.18,0.18,33.72,0.17,0.17,0.17,
06/30/2011,76.735,68.427,8.308,-42.598,42.598,34.137,0.0,-24.304,18.466,5.035,0.803,0.0,9.833,-0.524,,,,,0.524,9.309,-3.685,5.624,0.0,0.0,0.0,5.624,0.0,5.624,0.0,0.0,5.624,5.624,0.0,32.005,0.18,0.18,0.18,33.848,0.17,0.17,0.17,
09/30/2011,77.184,69.553,7.631,-41.052,41.052,36.132,0.0,-23.752,18.755,4.196,0.801,0.0,12.38,-0.562,,,,,0.562,11.818,-4.312,7.506,0.0,0.0,0.0,7.506,0.0,7.506,0.0,0.0,7.506,7.506,0.0,31.097,0.24,0.24,0.24,32.96,0.23,0.23,0.23,
12/31/2011,82.079,72.246,9.833,-43.059,43.059,39.02,0.0,-24.698,21.141,2.634,0.923,0.0,14.322,-0.818,,,,,0.818,13.504,-4.805,8.699,0.0,0.0,0.0,8.699,0.0,8.699,0.0,0.0,8.699,8.699,0.0,29.823,0.29,0.29,0.29,32.031,0.27,0.27,0.27,
03/31/2012,82.723,75.16,7.563,-45.304,45.304,37.419,0.0,-27.375,21.335,5.094,,0.946,10.044,-0.703,,,,,0.703,9.341,-3.66,5.681,0.0,0.0,0.0,5.681,0.0,5.681,0.0,0.0,5.681,5.681,0.0,30.015,0.19,0.19,0.19,32.53,0.17,0.17,0.17,
