Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1995,2051.795898,1903.071045,0.0,0.0,148.725006,,-804.60498,804.604965,177.095993,627.508972,0.0,,1247.190918,-838.026978,89.335999,263.990997,50.868999,433.830994,409.164001,-137.124006,,,4.167,,140.337006,140.201996,-19.582001,19.716999,0.954,272.039995,-108.647003,,163.393005,0.0,,,163.392992,-13.319,150.074005,-11.925,,138.149005,138.149005,,444.485992,0.31,0.31,0.31,444.485992,0.31,0.31,0.31,
03/31/1996,1967.654053,1760.134033,0.0,0.0,207.520004,,-670.611023,670.610977,143.177994,527.432983,0.0,,1297.04303,-836.008972,84.112999,264.527008,59.686001,427.683014,461.033997,-156.865994,,,4.402,,155.981995,150.985992,-18.764999,23.761,5.286,304.168002,-111.476997,,192.690994,0.0,,,192.691005,-13.724,178.966995,-11.878,,167.088995,167.088995,,443.626007,0.38,0.38,0.38,451.59201,0.37,0.37,0.37,
06/30/1996,1813.745972,1610.989014,0.0,0.0,202.757004,,-723.244995,723.24501,162.503006,560.742004,0.0,,1090.500977,-630.815002,67.611,299.134003,45.898998,218.171005,459.686005,-150.221996,,,3.066,,148.770996,146.472,-19.577,21.875999,4.517,309.464008,-127.721001,,181.742996,0.0,,,181.743008,-14.145,167.598007,-11.868,,155.730007,155.730007,,441.035004,0.35,0.35,0.35,441.035004,0.35,0.35,0.35,
09/30/1996,2568.184082,2346.160889,0.0,0.0,222.022995,,-1187.973022,1187.973007,249.384995,938.588013,0.0,,1380.21106,-683.448975,67.460999,302.276001,46.943001,266.769012,696.762024,-166.893995,,,3.466,,150.382996,149.682999,-21.586,22.285999,19.976999,529.868029,-228.356003,,301.511993,0.0,,,301.512026,-12.812,288.700012,-11.881,,276.819013,276.819013,,436.476013,0.63,0.63,0.63,436.476013,0.63,0.63,0.63,
12/31/1996,2194.899902,1865.725952,0.0,0.0,329.174011,,-891.713989,891.714004,212.597,679.117004,0.0,,1303.185913,-879.677979,112.203003,306.864014,44.175999,416.434998,423.507996,-169.878005,,,4.645,,170.477005,156.261002,-7.669,21.885,4.046,253.629991,-95.820999,,157.809006,0.0,,,157.808992,-28.830999,128.977997,-11.868,,117.109997,117.109997,,429.365997,0.273,0.273,0.273,429.365997,0.273,0.273,0.273,
03/31/1997,2000.724976,1695.401001,0.0,0.0,305.324005,,-828.906982,828.907013,200.233002,628.674011,0.0,,1171.817993,-718.682007,96.154999,340.121002,40.308998,242.097,453.135986,-172.421001,,,2.003,,176.095001,152.425003,-7.589,31.259001,-1.671,280.714985,-96.075996,,184.639008,0.0,,,184.638989,-27.965,156.673996,-11.862,,144.811996,144.811996,,419.665009,0.35,0.35,0.35,425.917999,0.34,0.34,0.34,
06/30/1997,2167.181885,1843.963013,0.0,0.0,323.218994,,-781.987976,781.987976,194.328003,587.659973,0.0,,1385.193909,-942.833008,116.848,342.253998,32.681999,451.049011,442.360992,-169.404997,,,1.897,,172.199997,152.382004,-5.183,25.000999,-0.898,272.955995,-113.541,,159.414993,0.0,,,159.414995,-9.724,149.690994,-10.669,,139.021995,139.021995,,408.309998,0.34,0.34,0.34,408.309998,0.34,0.34,0.34,
09/30/1997,2737.781006,2433.525879,0.0,0.0,304.255005,,-1363.849976,1363.850006,463.069,900.781006,0.0,,1373.93103,-717.508972,89.883003,342.421997,32.338001,252.865997,656.421997,-182.673007,,,1.691,,172.723007,144.139008,-5.417,34.000999,11.641,473.74899,-186.115997,,287.632996,0.0,,,287.632993,-0.779,286.854004,-10.063,,276.791004,276.791004,,394.075989,0.7,0.7,0.7,394.075989,0.7,0.7,0.7,
12/31/1997,2329.312012,1980.109985,0.0,0.0,349.201996,,-953.255005,953.255005,216.369995,736.88501,0.0,,1376.057007,-892.976013,103.113998,337.203003,28.671,423.988007,483.080994,-191.500995,,,2.409,,177.981995,135.054001,-5.811,48.738998,15.928,291.579998,-141.266998,,150.313004,0.0,,,150.313,-0.532,149.781006,-10.406,,139.375006,139.375006,,376.688995,0.37,0.37,0.37,387.153015,0.36,0.36,0.36,
03/31/1998,1909.560059,1622.688965,0.0,0.0,286.871002,,-743.827026,743.826981,167.320999,576.505981,0.0,,1165.733032,-703.213013,101.969002,411.320007,40.762001,149.162003,462.519989,-170.226994,,,2.781,,194.524994,179.108994,-5.797,21.212999,-21.517,292.292995,-136.718994,,155.574005,0.0,,,155.574001,-1.508,154.065994,-10.056,,144.009995,144.009995,,370.278992,0.389,0.389,0.389,378.973999,0.38,0.38,0.38,
06/30/1998,1939.035034,1618.781982,0.0,0.0,320.252991,,-665.713013,665.712982,100.259003,565.453979,0.0,,1273.322021,-1560.531006,98.597,404.031006,33.194,1024.708984,-287.209015,542.333018,,,2.908,,161.384003,147.505005,-6.44,20.319,-700.809021,255.124003,-99.010002,,156.113998,0.0,,,156.114001,-0.859,155.253998,-9.952,,145.301998,145.301998,,360.251007,0.4,0.4,0.4,360.251007,0.4,0.4,0.4,
09/30/1998,2753.647949,2610.62793,0.0,0.0,143.020004,,-1403.583984,1403.584,101.438004,1302.145996,0.0,,1350.063965,-724.676025,,408.765991,32.459999,283.450012,625.388,-211.091003,,,0.0,,177.940002,165.802002,-4.822,16.959999,33.151001,414.296997,-189.363007,,224.934006,0.0,,,224.93399,0.279,225.210999,-8.916,,216.294998,216.294998,,353.285004,0.61,0.61,0.61,357.735992,0.6,0.6,0.6,
12/31/1998,2614.900879,2245.180908,0.0,0.0,369.720001,,-1307.02002,1307.013,131.981995,1175.031006,0.0,,1307.880859,-753.325012,106.070999,437.882996,26.584,182.787003,554.55603,-338.723002,,,3.26,,168.151001,159.584,-7.865,16.431999,173.832001,215.833029,-43.455002,,172.378006,0.0,,,172.378027,-0.912,171.466003,-9.076,,162.390003,162.390003,,352.184998,0.46,0.46,0.46,356.279999,0.46,0.46,0.46,
03/31/1999,2095.899902,1684.837036,0.0,0.0,411.062988,,-841.299988,841.300003,114.438004,726.862,0.0,,1254.599915,-851.578979,,423.980988,39.154999,388.442993,403.020996,-156.356005,,,,,174.755005,151.820999,,22.934,-18.399,246.664991,-93.059998,,153.604996,0.0,,,153.604994,-0.962,152.643005,-9.432,,143.211005,143.211005,,348.326996,0.411,0.411,0.4,353.898407,0.405,0.405,0.4,
06/30/1999,2120.898926,1725.704956,0.0,0.0,395.194,,-638.669983,638.669998,116.669998,522.0,0.0,,1482.228943,-1104.530029,,429.518005,29.677999,645.333984,377.699005,-163.824997,,,,,205.102997,169.533997,,35.569,-41.278,213.874008,-74.652,,139.222,0.0,,,139.222008,-1.046,138.175995,-9.754,,128.421995,128.421995,,347.20401,0.37,0.37,0.37,347.20401,0.37,0.37,0.37,
09/30/1999,2962.797119,2846.873047,0.0,0.0,115.924004,,-1114.545044,1114.544998,176.800003,937.744995,0.0,,1848.252075,-1204.553955,,486.190002,29.978001,688.385986,643.697998,-218.523994,,,0.0,,239.813995,205.505997,-4.994,39.301998,-21.290001,425.174004,-146.192001,,278.981995,0.0,,,278.982002,-0.98,278.0,-22.665001,,255.334999,255.334999,,347.207001,0.74,0.74,0.74,348.201996,0.73,0.73,0.73,
12/31/1999,2516.404,1290.585,0.0,0.0,1225.819,,-1259.485,1259.485,256.092,1003.393,0.0,,1256.919,-930.337,,455.311,25.189,449.837,326.582,-220.301,,,0.0,96.0,274.328,367.139,,-97.805,41.973,106.281,19.904,,121.191,0.0,,,126.185,2.988,124.181,-28.149,0.0,96.032,96.032,,349.262,0.27,0.27,0.51,349.262,0.27,0.27,0.51,
03/31/2000,2723.320068,1829.69104,0.0,0.0,893.629028,,-835.724976,835.725006,331.589996,504.13501,0.0,,1887.595093,-1364.854004,,494.265015,40.076,830.513,522.741028,-292.249998,,,,,323.684998,255.707001,,67.977997,-31.434999,230.49103,-89.164001,,141.326996,0.0,,,141.327028,-0.897,140.429993,-30.889,,109.540993,109.540993,,344.921997,0.32,0.32,0.32,345.632996,0.32,0.32,0.32,
06/30/2000,2749.164062,1853.024048,0.0,0.0,896.140015,,-945.578003,945.578003,258.507996,687.070007,0.0,,1803.58606,-1246.85498,,485.846008,30.035,730.973999,556.731018,-296.790989,,,,,335.35199,276.622986,,58.729,-38.561001,259.940029,-92.333,,167.606995,0.0,,,167.607029,-0.561,167.046005,-29.879,,137.167006,137.167006,,331.695007,0.41,0.41,0.41,331.695007,0.41,0.41,0.41,
09/30/2000,3653.202881,3493.003906,0.0,0.0,160.199005,,-1389.76001,1389.76004,335.704987,1054.055054,0.0,,2263.442871,-1301.784058,,535.008972,30.337999,736.437012,961.658997,-297.152012,,,0.0,,342.786011,270.606995,-3.472,75.651001,-45.633999,664.506985,-272.619995,,391.886993,0.0,,,391.88699,-0.988,390.898987,-30.747999,0.0,360.150988,360.150988,,325.811005,1.11,1.11,1.11,326.769012,1.1,1.1,1.1,
12/31/2000,2591.313,694.281,0.0,0.0,1897.032,,-2791.937,2791.937,351.197,2440.74,0.0,,-200.624,-3594.507,,417.88,28.551,3148.076,-3795.131,-28.449,,,,,386.177,585.063,,0.0,-357.728,-3823.58,1503.117,,-2522.821,0.0,,,-2320.463,2.446,-2520.375,-29.484,0.0,-2549.859,-2549.859,,325.811,-7.83,-7.83,-0.16,325.811,-7.83,-7.83,-0.16,
03/31/2001,2195.0,1511.0,,,684.0,,-1966.0,1966.0,242.0,1724.0,,,229.0,-940.0,,223.0,30.0,687.0,-711.0,-354.0,,,,46.0,381.0,381.0,,,19.0,-1065.0,436.0,,-629.0,-12.0,,,-617.0,,-617.0,,0.0,-617.0,-617.0,,326.0,-1.89,-1.93,-1.93,326.0,-1.89,-1.93,-1.93,
06/30/2001,2446.0,1590.0,,,856.0,,-1076.0,1076.0,269.0,807.0,,,1370.0,-917.0,,230.0,29.0,658.0,453.0,-363.0,,,,45.0,347.0,347.0,,,61.0,90.0,-31.0,,59.0,161.0,,,-102.0,,-102.0,-23.0,0.0,-125.0,-125.0,,326.0,-0.31,0.18,0.18,326.0,-0.31,0.18,0.18,
09/30/2001,3882.0,2725.0,,,1157.0,,-1074.0,1074.0,315.0,759.0,,,2808.0,-1033.0,,242.0,28.0,763.0,1775.0,-414.0,,,,39.0,449.0,449.0,,,4.0,1361.0,-560.0,,801.0,1214.0,,,-413.0,,-413.0,-23.0,0.0,-436.0,-436.0,,326.0,-1.27,2.46,2.46,326.0,-1.27,2.46,2.46,
12/31/2001,2539.0,2294.0,,,245.0,,-782.0,782.0,302.0,480.0,,,1757.0,1808.0,,278.0,27.0,-2113.0,3565.0,98.0,,,,152.0,405.0,405.0,,,-351.0,3663.0,-1492.0,,2171.0,4.0,,,2167.0,,2167.0,-68.0,0.0,2099.0,2099.0,,326.0,6.43865,6.45092,6.45092,326.0,6.43865,6.45092,6.45092,
03/31/2002,2488.0,1906.0,,,582.0,,-511.0,511.0,256.0,255.0,,,1977.0,-1668.0,,242.0,39.0,1387.0,309.0,-214.0,,,,116.0,359.0,359.0,,,-29.0,95.0,-16.0,,79.0,-5.0,,,84.0,,84.0,-23.0,0.0,61.0,61.0,,326.0,0.26,0.24,0.24,329.0,0.26,0.24,0.24,
06/30/2002,2824.0,2161.0,0.0,0.0,663.0,,-535.0,535.0,285.0,250.0,0.0,,2289.0,-1085.0,,263.0,36.0,786.0,1204.0,-254.0,,,0.0,,341.0,317.0,0.0,24.0,-87.0,950.0,-289.0,,661.0,-10.0,,,671.0,0.0,671.0,-6.0,,665.0,665.0,,326.0,2.04,2.01,0.56,329.0,2.02,1.99,0.56,
09/30/2002,3706.0,2713.0,0.0,0.0,993.0,,-1872.0,1872.0,354.0,1518.0,0.0,,1834.0,-1050.0,,256.0,35.0,759.0,784.0,-263.0,,,0.0,,333.0,306.0,0.0,27.0,-70.0,521.0,-175.0,,346.0,-7.0,,,353.0,0.0,353.0,-1.0,,352.0,352.0,,326.0,1.08,1.06,1.06,329.0,1.07,1.05,1.05,
12/31/2002,1978.0,1748.0,,,230.0,,-674.0,674.0,274.0,400.0,,,1304.0,-1395.0,,264.0,35.0,1096.0,-91.0,40.0,,,,61.0,299.0,299.0,,,-278.0,-51.0,89.0,,38.0,62.0,,,-24.0,,-24.0,0.0,0.0,-24.0,-24.0,,326.0,-0.07,0.18,0.18,326.0,-0.07,0.18,0.18,
03/31/2003,2523.0,1814.0,0.0,0.0,709.0,,-777.0,777.0,334.0,443.0,0.0,,1746.0,-1430.0,,289.0,51.0,1090.0,316.0,-218.0,,,0.0,46.0,328.0,299.0,0.0,29.0,-64.0,98.0,-32.0,,66.0,9.0,,,57.0,,57.0,0.0,0.0,57.0,57.0,,326.0,0.17,0.19,0.19,328.0,0.17,0.19,0.19,
06/30/2003,3125.0,2386.0,0.0,0.0,739.0,,-1520.0,1520.0,293.0,1227.0,0.0,,1605.0,-1130.0,,252.0,51.0,827.0,475.0,-454.0,,,0.0,,319.0,290.0,0.0,29.0,135.0,21.0,13.0,,34.0,0.0,,,34.0,-10.0,24.0,0.0,0.0,24.0,24.0,,326.0,0.07,0.07,0.53,329.0,0.07,0.07,0.53,
09/30/2003,3421.0,2794.0,0.0,0.0,627.0,,-1252.0,1252.0,239.0,1013.0,0.0,,2169.0,-1344.0,,253.0,50.0,1041.0,825.0,-104.0,,,0.0,,262.0,262.0,0.0,0.0,-158.0,721.0,-260.0,,461.0,-84.0,,,545.0,0.0,544.0,,0.0,544.0,544.0,,326.0,1.67,1.41,1.41,330.0,1.65,1.4,1.4,
12/31/2003,2241.0,1859.0,0.0,0.0,382.0,,-809.0,809.0,210.0,599.0,0.0,,1432.0,-1173.0,,317.0,48.0,808.0,259.0,-257.0,,,,11.0,259.0,259.0,,,9.0,2.0,133.0,,135.0,-63.0,,,198.0,-1.0,197.0,-1.0,0.0,196.0,196.0,,326.0,0.6,0.41,0.41,329.0,0.19,0.41,0.41,
03/31/2004,2116.0,1696.0,0.0,0.0,420.0,,-807.0,807.0,227.0,580.0,0.0,,1309.0,-1069.0,,256.0,45.0,768.0,240.0,-144.0,,,0.0,,239.0,239.0,0.0,0.0,-95.0,96.0,-43.0,,53.0,-45.0,,,98.0,-1.0,97.0,-1.0,0.0,96.0,96.0,,326.0,0.3,0.16,0.08,330.0,0.3,0.16,0.08,
06/30/2004,2565.0,2176.0,,,389.0,,-878.0,878.0,384.0,494.0,,,1687.0,-1115.0,,266.0,53.0,796.0,572.0,-1192.0,,,,,252.0,252.0,,,940.0,-620.0,264.0,,-356.0,-25.0,,,-331.0,-43.0,-374.0,,0.0,-374.0,-374.0,,326.0,-1.15,-1.15,-1.15,326.0,-1.15,-1.15,-1.15,
09/30/2004,3188.0,2655.0,0.0,0.0,533.0,,-1330.0,1330.0,415.0,915.0,0.0,,1858.0,-1030.0,,232.0,50.0,748.0,828.0,-257.0,,,0.0,9.0,254.0,254.0,0.0,0.0,12.0,571.0,-181.0,,390.0,-500.0,,,890.0,-76.0,813.0,,0.0,813.0,813.0,,326.0,2.49,0.96,1.03,330.0,2.46,0.95,1.02,
12/31/2004,2327.0,1919.0,,,408.0,,-711.0,711.0,401.0,310.0,,,1616.0,-1165.0,974.0,268.0,38.0,-115.0,451.0,-221.0,,,,,,,,,221.0,230.0,52.0,,282.0,-120.0,,,402.0,-23.0,379.0,-1.0,0.0,378.0,378.0,,326.0,1.16,0.791411,0.79,330.0,1.15,0.786364,0.79,
