Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,171.550003,6.966,6.966,0.0,22.728001,,,2.236,2.236,0.0,0.0,0.0,2.269,,,,,,,34.199001,34.894001,,,1.905,,100.552002,100.552002,,,0.0,137.351003,,2.66,2.66,,,,2.166,,,,,6.839,,,6.839,11.665,58.660999,,,,2.67,,,,,,2.67,61.330999,72.995999,0.0,63.041,,,0.0,,16.289,79.33,19.224001,98.554001,171.55,
12/31/2000,190.651993,7.688,7.688,0.0,24.468,,,2.645,2.645,0.0,0.0,0.0,2.727,,,,,,,37.528,39.855,59.819,-19.964001,1.861,,111.407997,111.407997,110.639999,0.767998,0.0,153.123997,,2.234,2.234,,,,2.296,0.931,1.365,1.365,,6.409,,,6.409,10.939,71.832001,71.832001,0.0,0.0,3.673,,,,,,3.673,75.505001,86.444001,0.0,64.292999,,,0.0,,18.851999,83.144999,21.063,104.207998,190.651999,
03/31/2001,215.449997,9.806,9.806,0.0,26.341,,,2.741,2.741,0.0,0.0,0.0,2.973,,,,,,,41.861,40.923,,,1.939,,130.727005,130.727005,,,0.0,173.589005,,2.947,2.947,,,,2.64,,,,,5.545,,,5.545,11.132,91.358002,,,,3.673,,,,,,3.673,95.031002,106.163002,0.0,64.422997,,,0.0,,21.537001,85.959997,23.327,109.286997,215.449999,
06/30/2001,216.733994,11.658,11.658,0.0,25.646,,,2.806,2.806,0.0,0.0,0.0,2.565,,,,,,,42.674999,41.035999,,,1.932,,131.091003,131.091003,,,0.0,174.059003,,2.644,2.644,,,,2.502,,,,,5.566,,,5.566,10.712,10.381,,,,3.673,,,,,,3.673,14.054,24.766,0.0,143.677002,,,0.0,,25.246,168.923002,23.045,191.968002,216.734002,
09/30/2001,230.755005,10.823,10.823,0.0,28.414,,,3.128,3.128,0.0,0.0,0.0,4.786,,,,,,,47.151001,42.77,,,1.96,,138.873993,138.873993,,,0.0,183.603993,,3.892,3.892,,,,2.496,,,,,5.951,,,5.951,12.339,10.462,,,,3.673,,,,,,3.673,14.135,26.474,0.0,150.835999,,,0.0,,29.190001,180.025999,24.254999,204.280998,230.754998,
12/31/2001,241.382996,11.074,11.074,0.0,28.069,,,3.298,3.298,0.0,0.0,0.0,5.567,,,,,,,48.007999,42.133999,69.510002,-27.375999,3.069,,148.171997,148.171997,146.763,1.408997,0.0,193.374996,,4.348,4.348,,,,2.9,1.027,1.873,1.873,,5.851,,,5.851,13.099,12.685,,,,4.983,,,,,,4.983,17.668,30.767,0.0,151.811996,,,0.0,,33.757,185.568996,25.047001,210.615997,241.382998,
03/31/2002,241.317001,11.121,11.121,0.0,28.950001,,,3.176,3.176,0.0,0.0,0.0,4.603,,,,,,,47.849998,41.515999,,,3.118,,148.832993,148.832993,,,0.0,193.466991,,4.244,4.244,,,,2.786,,,,,5.753,,,5.753,12.783,4.605,,,,6.133,,,,,,6.133,10.738,23.521,0.0,153.386002,,,0.0,,39.129002,192.515003,25.281,217.796003,241.317003,
06/30/2002,259.575989,11.774,11.774,0.0,28.76,,,3.316,3.316,0.0,0.0,0.0,6.6,,,,,,,50.450001,45.313999,,,3.294,,160.518005,160.518005,,,0.0,209.126004,,4.96,4.96,,,,8.585,,,,,5.429001,,,5.429001,18.974001,4.52,,,,7.333,,,,,,7.333,11.853,30.827001,0.0,157.011002,,,0.0,,45.016998,202.028,26.721001,228.749001,259.576002,
09/30/2002,273.170013,13.533,13.533,0.0,29.284,,,3.488,3.488,0.0,0.0,0.0,3.617,,,,,,,49.922001,46.806,,,3.174,,173.268005,173.268005,,,0.0,223.248005,,5.063,5.063,,,,11.041,,,,,6.742,,,6.742,22.846001,4.285,,,,8.403,,,,,,8.403,12.688,35.534,0.0,158.494003,,,0.0,,51.237999,209.732002,27.903999,237.636002,273.170002,
12/31/2002,299.813995,13.32,13.32,0.0,29.597,,,3.762,3.762,0.0,0.0,0.0,6.485,,,,,,,53.164001,48.862,85.683998,-36.821999,2.969,,194.819,194.819,193.923996,0.895004,0.0,246.65,,5.203,5.203,,,,2.407,1.203,1.204,1.204,,8.14,,,8.14,15.75,27.884001,26.226001,1.658,1.658,9.947,,,,,,9.947,37.831,53.581,0.0,158.585007,,,0.0,57.778999,0.0,216.364006,29.868999,246.233006,299.814006,
03/31/2003,312.054993,13.189,13.189,0.0,31.846001,,,3.84,3.84,0.0,0.0,0.0,5.379,,,,,,,54.254002,50.214001,,,2.94,,204.647003,204.647003,203.348999,1.298004,0.0,257.801004,,4.151,4.151,,,,2.299,,,,,8.295,,,8.295,14.745,30.134001,,,,11.417,,,,,,11.417,41.551001,56.296,0.0,158.863007,,,0.0,,64.781998,223.645004,32.113998,255.759003,312.055003,
06/30/2003,314.403992,12.968,12.968,0.0,32.179001,,,4.039,4.039,0.0,0.0,0.0,5.72,,,,,,,54.905998,52.005001,,,2.908,,204.585007,204.585007,203.358002,1.227005,0.0,259.498008,,4.57,4.57,,,,2.136,,,,,6.438,,,6.438,13.144,45.445,,,,12.617,,,,,,12.617,58.061999,71.205999,0.0,139.214996,,,0.0,72.119003,0.0,211.334,31.864,243.198,314.403999,
09/30/2003,338.678986,15.599,15.599,0.0,34.639,,,4.262,4.262,0.0,0.0,0.0,4.824,,,,,,,59.324001,54.768002,,,2.868,,221.718994,221.718994,220.567993,1.151001,0.0,279.354996,,5.432,5.432,,,,1.79,,,,,7.017,,,7.017,14.239,52.948002,,,,13.917,,,,,,13.917,66.865002,81.104002,0.0,143.205994,,,0.0,79.650002,0.0,222.855995,34.719002,257.574997,338.678999,
12/31/2003,356.188995,14.258,14.258,0.0,36.172001,,,4.292,4.292,0.0,0.0,0.0,8.441,,,,,,,63.162998,60.709999,106.603996,-45.894001,2.592,,229.723999,229.723999,228.651001,1.072998,0.0,293.025998,,8.187,8.187,,,,1.876,1.31,0.566,0.566,,7.090999,,,7.090999,17.153999,53.137001,52.544001,0.593,0.593,16.204,,,,,,16.204,69.341002,86.495001,0.0,144.992996,,,0.0,87.904999,0.0,232.897995,36.796001,269.693996,356.188997,
03/31/2004,370.590027,15.378,15.378,0.0,38.867001,,,4.573,4.573,0.0,0.0,0.0,7.286,,,,,,,66.103996,62.536999,,,2.63,,239.319016,239.408997,238.316986,1.09201,-0.089981,304.486014,,6.297,6.297,,,,1.531,,,,,10.754001,,,10.754001,18.582001,50.542999,,,,17.804001,,,,,,17.804001,68.347,86.929001,0.0,146.487015,,,0.0,97.525002,0.0,244.012016,39.648998,283.661015,370.590015,
06/30/2004,383.563995,15.363,15.363,0.0,38.389999,,,4.519,4.519,0.0,0.0,0.0,6.875,,,,,,,65.147003,65.632004,,,1.543,,251.242004,251.242004,250.220001,1.022003,0.0,318.417008,,5.474,5.474,,,,1.48,,,,,7.567,,,7.567,14.521,56.358002,,,,19.246,,,,,,19.246,75.604002,90.125002,0.0,148.179993,,,0.0,105.759003,0.0,253.938995,39.5,293.438995,383.563997,
09/30/2004,394.127991,16.030001,16.030001,0.0,36.960999,,,4.467,4.467,0.0,0.0,0.0,6.589,,,,,,,64.046997,67.967003,,,13.553,,248.561005,248.561005,247.615005,0.945999,0.0,330.081008,,6.474,6.474,,,,1.289,,,,,8.768,,,8.768,16.531,76.186996,,,,22.166,,,,,,22.166,98.352997,114.883997,0.0,122.089996,,,0.0,118.925003,0.0,241.014999,38.229,279.243999,394.127996,
12/31/2004,425.154999,14.992,14.992,0.0,39.223999,39.223999,,4.517,4.517,0.0,0.0,0.0,14.585,,,,,,,73.318001,73.518997,129.503006,-55.984001,9.703,,268.61499,536.374023,267.759003,268.615021,-267.759033,351.836987,,9.013,9.013,,,,1.228,,,,,6.775001,,,6.775001,17.016001,86.681999,,,,27.598,,,,,,27.598,114.279999,131.296,0.0,126.538002,,,0.0,127.611,0.0,254.149002,39.709999,293.859001,425.155001,
03/31/2005,447.313995,16.658001,16.658001,,43.645,43.645,,4.78,4.78,,,,10.865,,,,,,,75.947998,76.085999,,,,,295.279999,0.77,285.466003,-284.696003,294.509999,371.365997,,7.073,7.073,,,,1.271,,,,,10.396,,,10.396,18.74,91.220001,,,,29.882,,,,,,29.882,121.102001,139.842001,,127.964996,,,,136.263,0.0,264.227997,43.243999,307.471996,447.313997,
06/30/2005,464.438995,17.093,17.093,0.0,44.341999,44.341999,,4.898,4.898,0.0,0.0,0.0,10.713,,,,,,,77.045998,79.949997,,,8.288,,299.154999,299.154999,298.069,1.085999,0.0,387.392996,,5.892,5.892,,,,2.194,,,,,7.52,,,7.52,15.606,96.906998,,,,32.290001,,,,,,32.290001,129.196999,144.802999,0.0,129.718994,,,0.0,145.945007,0.0,275.664001,43.972,319.636002,464.439,
09/30/2005,480.035004,22.024,22.024,0.0,44.298,44.298,,4.939,4.939,0.0,0.0,0.0,10.221,,,,,,,81.482002,78.851997,,,7.406,,312.295013,311.286011,311.286011,0.0,1.009003,398.553011,,6.847,6.847,,,,2.078,,,,,8.904,,,8.904,17.829,97.684998,,,,33.928001,,,,,,33.928001,131.612999,149.441999,0.0,131.356995,,,0.0,154.304993,0.0,285.661987,44.931,330.592987,480.034986,
12/31/2005,527.815979,20.496,20.496,0.0,46.387001,46.387001,,5.336,5.336,0.0,0.0,0.0,15.453,,,,,,,87.671997,83.253998,152.112,-68.858002,6.614,,350.276001,350.276001,347.424011,2.85199,0.0,440.143999,,10.413,10.413,,,,2.218,,,,,13.969,,,13.969,26.6,106.043999,,,,53.283001,,,,,,53.283001,159.327,185.927,0.0,131.856003,,,0.0,162.761993,0.0,294.617996,47.271,341.888996,527.815996,
03/31/2006,557.131,20.719,20.719,0.0,50.103,50.103,,5.853,5.853,,,,15.509,,,,,,,92.184,84.808,,,5.946,,374.193,374.193,,,0.0,464.947,,7.862,7.862,,,,2.703,,,,,15.248,,,15.248,25.813,136.297,,,,36.905,,,,,,36.905,173.202,199.015,0.0,134.642,,,0.0,171.487,0.0,306.129,51.987,358.116,557.131,
06/30/2006,557.129028,17.677999,17.677999,0.0,52.398998,52.398998,,6.015,,0.0,0.0,0.0,15.214,,,,,,,91.306,86.060997,,,,,379.761993,374.079987,0.0,374.079987,5.682007,465.82299,,7.851,7.851,,,,3.428,,,,,12.869001,,,12.869001,24.148001,122.519997,,,,38.396999,,,,,,38.396999,160.916996,185.064997,0.0,139.016006,,,0.0,181.591003,0.175995,320.783005,51.280998,372.064003,557.129,
09/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2006,590.032,20.083,20.083,0.0,51.546,51.546,,6.183,6.183,0.0,0.0,0.0,16.191,,,,,,,94.003,89.175,172.956,-83.781,4.091,,402.763,402.763,397.147,5.616,0.0,496.029,,11.098,11.098,,,,3.367,,,,,12.947,,,12.947,27.412,123.948,,,,43.223,,,,,,43.223,167.171,194.583,0.0,143.077,,,0.0,200.501,-0.47,343.108,52.341,395.449,590.032,
03/31/2007,642.377991,22.216,22.216,0.0,55.578999,55.578999,,6.143,6.143,0.0,0.0,0.0,17.615999,,,,,,,101.554001,91.927002,,,4.145,,444.752014,444.752014,,,0.0,540.824016,,9.4,9.4,,,,3.632,,,,,16.797001,,,16.797001,29.829,148.910004,,,,48.617001,,,,,,48.617001,197.527004,227.356005,0.0,148.938004,,,0.0,210.143997,-0.593994,358.488007,56.534,415.022007,642.378012,
12/31/2007,781.634,29.953,29.953,0.0,61.284,61.284,,6.882,6.882,0.0,0.0,0.0,19.863,,,,,,,117.982,104.874,203.284,-98.41,1.653,,557.125,557.125,546.915,10.21,0.0,663.652,,12.703,12.703,,,,5.781,,,,,15.706,,,15.706,34.19,216.822,,,,57.391,,,,,,57.391,274.213,308.403,0.0,172.536,,,0.0,244.042,-5.353,411.225,62.006,473.231,781.634,
03/31/2008,785.275,24.116,24.116,0.0,63.925,63.925,,7.305,,,,,19.928,,,,,,,115.274,104.625,,,0.977,,564.399,563.281,,,1.118,670.001,,10.865,10.865,,,,5.139,,,,,19.737,,,19.737,35.741,200.219,,,,59.948,,,,,,59.948,260.167,295.908,0.0,178.165,,,0.0,255.748,-9.48,424.433,64.934,489.367,785.275,
06/30/2008,798.905,24.319,24.319,0.0,64.96,64.96,,7.441,,,,,19.113,,,,,,,115.833,102.499,,,0.348,,580.225,567.58,567.58,0.0,12.645,683.072,,10.263,10.263,,,,4.993,,,,,16.553,,,16.553,31.809,198.62,,,,62.929,,,,,,62.929,261.549,293.358,0.0,181.039,,,0.0,266.992,-7.937,440.094,65.453,505.547,798.905,
09/30/2008,820.279,25.857,25.857,,66.391,66.391,,7.399,,,,,19.192,,,,,,,118.839,102.204,,,0.087,,599.149,2.599,,,596.55,701.44,,11.211,11.211,,,,5.162,,,,,18.528,,,18.528,34.901,189.654,,,,69.442,,,,,,69.442,259.096,293.997,0.0,189.459,,,0.0,279.376,-7.319,461.516,64.766,526.282,820.279,
12/31/2008,905.879,31.548,31.548,0.0,63.602,63.602,,8.083,,,,,18.626,,,,,,,121.859,111.884,225.037,-113.153,0.046,,672.09,664.181,661.693,2.488,7.909,784.02,,14.24,14.24,,,,6.801,,,,,15.321,,,15.321,36.362,265.835,,,,77.174,,,,,,77.174,343.009,379.371,0.0,172.192,,,0.0,291.088,-2.851,460.429,66.079,526.508,905.879,
03/31/2009,931.994,31.389,31.389,0.0,68.836,68.836,0.0,7.914,,,,,14.933,,,0.052,,,13.034,123.072,111.148,,,0.063,0.063,697.711,697.534,687.433,10.101,0.177,808.922,,32.286,12.321,3.349,,16.616,6.029,0.0,,,6.029,0.0,,4.428,0.0,38.315,271.903,271.903,,,82.474,,,,,59.709,18.337,354.377,392.692,0.0,168.233,168.233,,0.0,303.704,-10.246,461.691,77.611,539.302,931.994,
06/30/2009,934.681,28.156,28.156,0.0,67.65,67.65,,7.815,,,,,16.309,,,0.113,,,14.538,119.93,109.653,,,0.061,0.061,705.037,704.392,694.752,9.64,0.645,814.751,,31.278,12.1,0.912,,18.266,5.71,0.0,,,5.71,0.31,,3.784,0.31,37.298,254.209,254.209,,,85.063,,,,,63.179,18.1,339.272,376.57,,161.846,161.846,,0.0,317.284,-2.301,476.829,81.282,558.111,934.681,
09/30/2009,934.457,30.646,30.646,0.0,66.647,66.647,,7.811,,,,,15.421,,,0.115,,,13.64,120.525,109.271,,,0.058,0.058,704.603,703.963,694.067,9.896,0.64,813.932,,33.542,10.961,,,22.581,5.341,0.0,,,5.341,0.283,,3.539,0.283,39.166,232.792,232.792,,,89.494,,,,,67.354,18.601,322.286,361.452,,162.806,162.806,,0.0,331.087,-2.151,491.742,81.263,573.005,934.457,
12/31/2009,1066.831,29.377,29.377,0.0,66.886,66.886,0.0,8.745,,,,,17.766,,0.0,0.034,,,15.408,122.774,120.158,253.314,-133.156,0.056,0.056,823.843,823.673,813.876,9.797,0.17,944.057,,36.587,14.821,0.402,0.0,21.364,5.989,0.0,,,5.989,0.037,0.0,3.095,0.037,42.613,296.783,296.783,,,93.701,0.0,0.0,0.0,0.0,71.665,18.941,390.484,433.097,0.0,163.729,163.729,,0.0,343.236,-1.849,505.116,128.618,633.734,1066.831,
03/31/2010,1100.768,33.172,33.172,0.0,68.768,68.768,0.0,9.09,,,,,16.869,,,0.026,,,14.261,127.899,111.056,,,0.0,,861.813,861.647,851.952,9.695,0.166,972.869,,35.948,13.208,4.428,,18.312,5.475,0.0,,,5.475,0.031,,2.647,0.031,41.454,300.461,300.461,,,97.931,,,,,75.784,19.5,398.392,439.846,0.0,165.972,165.972,,0.0,355.933,-1.61,520.295,140.627,660.922,1100.768,
06/30/2010,1109.412,26.513,26.513,0.0,70.985,70.985,0.0,9.26,,,,,16.292,,,0.028,,,13.547,123.05,112.502,,,0.0,,873.86,873.679,859.759,13.92,0.181,986.362,,30.648,12.114,0.0,,18.534,5.968,0.0,,,5.968,0.039,,2.095,0.039,36.655,426.642,426.642,,,102.323,,,,,80.498,19.73,528.965,565.62,0.0,167.663,167.663,,0.0,369.075,-1.241,535.497,8.295,543.792,1109.412,
09/30/2010,1126.736,28.797,28.797,0.0,71.27,71.27,0.0,9.145,,,,,18.513,,,0.232,,,15.629,127.725,111.487,,,0.0,,887.524,887.476,873.797,13.679,0.048,999.011,,31.81,12.436,,,19.374,5.75,0.0,,,5.75,0.169,,1.548,0.169,37.729,284.842,284.842,,,106.997,,,,,86.117,19.332,391.839,429.568,0.0,168.212,168.212,,0.0,382.193,-0.908,549.497,147.671,697.168,1126.736,
12/31/2010,1165.878,34.147,34.147,0.0,67.617,67.617,0.0,10.157,,,,,21.035,,0.0,0.866,,,1.509,132.956,119.167,269.149,-149.982,0.0,,913.755,905.858,894.497,11.361,7.897,1032.922,,36.379,15.291,0.0,0.0,21.088,6.648,0.0,,,6.648,0.536,0.0,0.902,0.536,43.563,283.215,283.215,,,114.493,0.0,0.0,0.0,0.0,90.089,23.502,397.708,441.271,0.0,171.522,171.522,,0.0,393.061,-0.515,564.068,160.539,724.607,1165.878,
03/31/2011,1168.793,37.708,37.708,0.0,69.012,69.012,,10.172,,,,,19.279,,,0.438,,,17.663,136.171,118.085,,,,,914.537,912.543,899.984,12.559,1.994,1032.622,,32.895,12.694,0.568,,19.633,7.237,0.0,,,7.237,0.223,,0.275,0.223,40.355,273.721,273.721,,,116.332,,,,,95.934,20.123,390.053,430.408,,170.266,170.266,,0.0,404.754,-0.138,574.882,163.503,738.385,1168.793,
06/30/2011,1235.468,32.954,32.954,0.0,70.848,70.848,0.0,10.363,,,,,18.618,,,0.264,,,16.281,132.783,121.707,,,0.0,,980.978,980.891,964.97,15.921,0.087,1102.685,,33.834,11.485,,,22.349,7.826,0.0,,,7.826,0.066,,,0.066,41.726,293.07,293.07,,,123.461,,,,,102.773,20.688,416.531,458.257,0.0,171.342,171.342,,0.0,416.384,,587.726,189.485,777.211,1235.468,
09/30/2011,1469.668,35.839,35.839,0.0,86.413,86.413,0.0,13.996,,,,,19.761,,,0.357,,,19.123,156.009,135.403,,,0.0,,1178.256,1167.256,1151.705,15.551,11.0,1313.659,,43.423,17.077,,,26.346,9.454,0.0,,,9.454,0.131,,1.548,0.131,53.008,417.39,417.39,,,129.035,,,,,108.106,19.381,546.425,599.433,0.0,172.78,172.78,,0.0,429.51,,602.29,267.945,870.235,1469.668,
12/31/2011,1573.018,40.718,40.718,0.0,93.454,93.454,0.0,15.039,,,,,24.004,,0.0,,,,21.875,173.215,144.558,313.615,-169.057,0.0,,1255.245,1244.723,1229.298,15.425,10.522,1399.803,,51.058,19.746,0.0,0.0,31.312,10.8,0.0,,,10.8,1.796,0.0,0.0,1.796,63.654,447.963,447.963,,,142.298,0.0,0.0,0.0,0.0,114.167,28.131,590.261,653.915,0.0,173.187,173.187,,0.0,443.058,0.0,616.245,302.858,919.103,1573.018,
03/31/2012,1587.67,44.32,44.32,0.0,94.5,94.5,0.0,14.897,,,,,23.663,,,,,,22.393,177.38,143.076,,,0.0,,1267.214,1255.248,1240.422,14.826,11.966,1410.29,,47.234,17.739,,,29.495,10.139,0.0,,,10.139,2.948,,,2.948,60.321,437.419,437.419,,,148.542,,,,,121.91,26.632,585.961,646.282,0.0,172.919,172.919,,0.0,457.834,,630.753,310.635,941.388,1587.67,
06/30/2012,1579.478,37.649,37.649,0.0,90.446,90.446,,14.741,,,,,24.291,,,,,,21.813,167.127,143.83,,,,,1268.521,1256.67,1240.422,16.248,11.851,1412.351,,49.682,17.442,,,32.24,10.018,0.0,,,10.018,0.0,,,0.0,59.7,409.726,409.726,,,154.333,,,,,125.853,28.48,564.059,623.759,,174.69,174.69,,0.0,473.37,,648.06,307.659,955.719,1579.478,
09/30/2012,1587.341,35.682,35.682,0.0,88.733,88.733,,14.765,,,,,25.166,,,,,,22.139,164.346,144.599,,,,,1278.396,1266.513,1250.451,16.062,11.883,1422.995,,53.217,18.325,,,34.892,12.274,0.0,,,12.274,0.0,,,0.0,65.491,385.681,385.681,,,160.418,,,,,131.646,28.772,546.099,611.59,,175.971,175.971,,0.0,488.807,,664.778,310.973,975.751,1587.341,
12/31/2012,2044.586,46.398,46.398,0.0,96.752,96.752,0.0,18.406,,,,,30.625,,0.0,,,,27.537,192.181,166.612,362.124,-195.512,0.0,,1685.793,1674.519,1652.002,22.517,11.274,1852.405,,67.006,23.509,0.0,0.0,43.497,17.407,0.0,,,17.407,0.0,0.0,0.0,0.0,84.413,620.705,620.705,,,163.62,0.0,0.0,0.0,0.0,137.648,25.972,784.325,868.738,0.0,183.867,183.867,,0.0,505.621,0.0,689.488,486.36,1175.848,2044.586,
03/31/2013,2042.372,42.413,42.413,0.0,101.503,101.503,0.0,18.106,,,,,31.12,,,,,,30.142,193.142,163.189,,,0.0,,1686.041,1669.165,1647.18,21.985,16.876,1849.23,,57.992,19.744,,,38.248,19.942,0.0,,,19.942,0.0,,,0.0,77.934,603.409,603.409,,,173.802,,,,,147.125,26.677,777.211,855.145,0.0,175.532,175.532,,0.0,523.432,,698.964,488.263,1187.227,2042.372,
