Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/30/2009,5022.8,79.4,79.4,0.0,42.5,42.5,0.0,230.5,,,,,184.1,22.0,,,,53.8,536.5,3319.0,,,0.0,,,1167.3,972.5,518.5,454.0,,,194.8,4486.3,,412.0,232.2,,,179.8,263.0,113.2,,,,149.8,499.1,,,383.4,1174.1,1542.5,1483.9,58.6,58.6,,629.4,,,295.6,333.8,2171.9,3346.0,0.0,2194.8,-2865.5,2417.0,-69.5,1676.8,0.0,1676.8,5022.8,
11/29/2009,5042.7,56.9,56.9,0.0,47.6,47.6,0.0,251.3,,,,,169.6,5.6,,,,51.0,525.4,3352.5,5581.6,-2229.1,0.0,,,1164.8,972.5,518.5,454.0,,,192.3,4517.3,,401.4,222.1,,,179.3,252.2,101.1,1.2,1.2,,149.9,495.3,,,359.6,1148.9,1543.6,1485.3,58.3,58.3,,634.2,,,298.7,335.5,2177.8,3326.7,0.0,2209.1,-2865.0,2442.1,-70.2,1716.0,0.0,1716.0,5042.7,
02/28/2010,5242.4,260.3,260.3,0.0,56.0,56.0,0.0,218.1,,,,,164.4,,,,,52.9,698.8,3374.6,5659.6,-2285.0,0.0,,,1169.0,972.3,518.3,454.0,,,196.7,4543.6,,511.7,253.7,34.2,,223.8,149.9,0.0,,,,149.9,588.8,,,394.0,1250.4,1542.9,1484.9,58.0,58.0,,605.3,,,278.1,327.2,2148.2,3398.6,0.0,2242.4,-2877.5,2541.6,-62.7,1843.8,0.0,1843.8,5242.4,
05/30/2010,5276.1,248.8,248.8,0.0,59.4,59.4,0.0,220.8,,,,,161.2,1.5,0.0,,,53.4,690.2,3403.7,5736.5,-2332.8,0.0,31.7,-31.7,1182.2,971.3,517.3,454.0,,,210.9,4585.9,,488.9,246.4,1.0,17.7,223.8,226.3,0.0,1.3,1.3,,225.0,494.6,0.0,0.0,309.8,1209.8,1466.3,1408.7,57.6,57.6,,706.0,0.0,83.1,268.6,354.3,2172.3,3382.1,0.0,2297.9,-2943.5,2621.9,-82.3,1894.0,0.0,1894.0,5276.1,
08/29/2010,5109.9,77.5,77.5,0.0,47.0,47.0,0.0,210.0,,,,,169.2,,1.0,,,50.8,503.7,3444.2,5837.6,-2393.4,0.0,,,1162.0,971.3,517.3,454.0,,,189.7,4606.2,,493.4,261.2,42.2,,190.0,81.0,6.0,,,,75.0,573.7,,,396.3,1148.1,1467.1,1409.8,57.3,57.3,,624.3,,,257.0,367.3,2091.4,3239.5,0.0,2311.5,-3038.5,2690.6,-93.2,1870.4,0.0,1870.4,5109.9,
11/28/2010,5252.3,52.9,52.9,0.0,56.0,56.0,0.0,273.9,,,,,180.2,3.7,0.9,,,50.9,563.0,3520.6,5964.9,-2444.3,0.0,,,1168.7,971.3,517.3,454.0,,,196.5,4689.3,,435.9,255.5,0.0,,180.4,243.0,168.0,,,,75.0,576.5,,,397.7,1255.4,1465.7,1408.8,56.9,56.9,,652.6,,,276.6,376.0,2118.3,3373.7,0.0,2350.9,-3112.5,2721.0,-80.8,1878.6,0.0,1878.6,5252.3,
02/27/2011,5414.8,89.7,89.7,0.0,72.3,72.3,0.0,326.9,,,,,209.8,3.7,,,,68.9,698.7,3553.5,6051.9,-2498.4,0.0,,,1162.6,971.2,517.2,454.0,,,191.4,4716.1,,502.5,274.7,,,227.8,139.0,64.0,,,,75.0,689.9,,1.1,446.1,1331.4,1464.0,1407.6,56.4,56.4,,695.9,,,323.9,370.9,2159.9,3491.3,0.0,2383.1,-3216.7,2828.2,-71.1,1923.5,0.0,1923.5,5414.8,
05/29/2011,5466.6,70.5,70.5,0.0,65.4,65.4,0.0,300.1,,,,,227.8,5.2,0.0,,,71.2,663.8,3622.0,6167.4,-2545.4,0.0,18.4,-18.4,1180.8,971.1,517.1,454.0,,,209.7,4802.8,,506.0,251.3,9.3,14.0,231.4,186.8,185.5,1.3,1.3,,,594.0,0.0,0.0,370.8,1286.8,1463.3,1407.3,56.0,56.0,,780.3,0.0,54.3,345.4,380.6,2243.6,3530.4,0.0,2408.8,-3325.3,2921.9,-69.2,1936.2,0.0,1936.2,5466.6,
08/28/2011,5594.2,74.2,74.2,0.0,64.4,64.4,0.0,343.0,,,,,250.4,5.2,,,,78.6,732.0,3690.2,6300.9,-2610.7,0.0,,,1172.0,970.9,516.9,454.0,,,201.1,4862.2,,504.5,289.0,22.1,,193.4,330.5,329.1,1.4,1.4,,,617.2,,,439.3,1452.2,1461.5,1405.9,55.6,55.6,,777.2,,,352.7,424.5,2238.7,3690.9,0.0,2444.4,-3415.1,2970.7,-96.7,1903.3,0.0,1903.3,5594.2,
11/27/2011,5864.6,50.2,50.2,0.0,75.8,75.8,0.0,396.6,,,,,275.4,36.7,,,,67.0,798.0,3838.5,6491.1,-2652.6,0.0,,,1228.1,1004.6,533.6,471.0,,,223.5,5066.6,,456.2,271.6,0.0,,184.6,804.9,453.5,1.5,1.5,,349.9,603.7,,7.8,376.7,1864.8,1508.5,1453.3,55.2,55.2,,777.4,,,363.9,405.7,2285.9,4150.7,0.0,2457.9,-3602.4,2968.5,-110.1,1713.9,0.0,1713.9,5864.6,
02/26/2012,5927.4,88.5,88.5,0.0,55.5,55.5,0.0,453.6,,,,,207.7,13.2,,,,66.5,805.3,3882.9,6600.3,-2717.4,0.0,,,1239.2,1004.0,539.2,464.8,,,235.2,5122.1,,526.1,294.1,1.4,,230.6,637.6,287.7,,,,349.9,734.6,,,430.6,1898.3,1507.6,1452.8,54.8,54.8,,745.2,,,329.1,416.1,2252.8,4151.1,0.0,2483.7,-3679.2,3077.2,-105.4,1776.3,0.0,1776.3,5927.4,
05/27/2012,5944.2,70.5,70.5,0.0,71.4,71.4,0.0,404.1,,,,,211.6,12.2,0.0,,,68.1,757.6,3951.3,6725.6,-2774.3,0.0,,,1235.3,1003.5,538.6,464.9,,,231.8,5186.6,,491.0,260.7,0.0,15.6,214.7,612.6,261.1,1.6,1.6,,349.9,670.5,0.0,0.0,393.5,1774.1,1508.1,1453.7,54.4,54.4,,820.0,0.0,100.5,312.9,406.6,2328.1,4102.2,0.0,2518.8,-3695.8,3172.8,-153.8,1842.0,0.0,1842.0,5944.2,
08/26/2012,6020.4,51.5,51.5,0.0,59.0,59.0,0.0,404.0,,,,,212.3,4.0,,,,73.3,726.8,4036.4,6881.4,-2845.0,0.0,,,1257.2,1003.5,538.6,464.9,,,253.7,5293.6,,567.8,331.3,41.6,,194.9,595.7,244.0,1.7,1.7,,350.0,697.4,,0.7,442.1,1860.9,1507.8,1453.9,53.9,53.9,,791.7,,,304.1,486.9,2299.5,4160.4,0.0,2542.5,-3747.2,3219.1,-154.4,1860.0,0.0,1860.0,6020.4,
11/25/2012,6832.7,61.4,61.4,0.0,66.7,66.7,0.0,425.3,,,,,247.2,11.3,,,,73.2,800.6,4285.7,7187.7,-2902.0,0.0,,,1746.4,1479.1,904.9,574.2,,,267.3,6032.1,,510.9,315.6,7.8,,187.5,376.0,376.0,,,,0.0,656.7,,,435.8,1543.6,2557.0,2503.5,53.5,53.5,,868.7,,,343.3,525.4,3425.7,4969.3,0.0,1164.3,-8.7,861.8,-154.0,1863.4,0.0,1863.4,6832.7,
02/24/2013,6957.8,103.9,103.9,0.0,68.1,68.1,0.0,432.6,,,,,248.8,12.7,,,,77.0,853.4,4335.0,7316.7,-2981.7,0.0,,,1769.4,1478.7,904.5,574.2,,,290.7,6104.4,,542.9,324.8,12.9,,205.2,216.9,216.9,,,,0.0,775.6,,,460.1,1535.4,2555.4,2502.4,53.0,53.0,,916.7,,,369.9,546.8,3472.1,5007.5,0.0,1184.5,-8.5,930.9,-156.6,1950.3,0.0,1950.3,6957.8,
05/26/2013,6936.9,88.2,88.2,0.0,85.4,85.4,0.0,356.9,,,,,234.4,6.4,0.0,,,80.8,764.9,4391.1,7440.9,-3049.8,0.0,,,1780.9,1482.1,908.3,573.8,,,298.8,6172.0,,548.8,296.5,16.5,17.7,218.1,164.5,162.6,1.9,1.9,,0.0,703.1,0.0,0.0,430.4,1416.4,2548.7,2496.2,52.5,52.5,,912.3,0.0,72.6,356.4,483.3,3461.0,4877.4,0.0,1207.6,-8.1,998.9,-138.9,2059.5,0.0,2059.5,6936.9,
08/25/2013,7064.0,108.9,108.9,0.0,80.3,80.3,0.0,373.3,,,,,247.2,8.7,,,,87.3,809.7,4469.6,7597.2,-3127.6,0.0,,,1784.7,1482.3,907.7,574.6,,,302.4,6254.3,,621.5,384.7,26.9,,209.9,227.0,209.9,2.1,2.1,,15.0,714.6,,,468.0,1563.1,2530.1,2476.4,53.7,53.7,,899.3,,,353.2,546.1,3429.4,4992.5,0.0,1222.8,-7.9,996.8,-140.2,2071.5,0.0,2071.5,7064.0,
11/24/2013,7157.3,84.6,84.6,0.0,83.0,83.0,0.0,418.0,,,,,248.7,12.4,,,,78.9,834.3,4521.8,7706.0,-3184.2,0.0,,,1801.2,1482.3,907.7,574.6,,,318.9,6323.0,,592.1,365.1,22.4,,204.6,339.2,322.1,2.1,2.1,,15.0,715.2,,,466.5,1646.5,2533.3,2480.1,53.2,53.2,,918.3,,,345.6,572.7,3451.6,5098.1,0.0,1255.7,-7.8,944.7,-133.4,2059.2,0.0,2059.2,7157.3,
02/23/2014,7224.8,127.0,127.0,0.0,69.0,69.0,0.0,461.0,,,,,252.2,11.7,,,,69.5,909.2,4512.2,7769.7,-3257.5,0.0,,,1803.4,1482.2,907.6,574.6,,,321.2,6315.6,,586.5,358.3,14.5,,213.7,196.5,179.4,2.1,2.1,,15.0,858.5,,,511.1,1641.5,2533.6,2481.0,52.6,52.6,,928.0,,,344.2,583.8,3461.6,5103.1,0.0,1280.9,-7.8,982.0,-133.4,2121.7,0.0,2121.7,7224.8,
05/25/2014,7082.7,98.3,98.3,0.0,83.8,83.8,0.0,196.8,,,,,1596.9,10.9,0.0,1390.3,,70.0,1975.8,3381.0,5431.2,-2050.2,0.0,,,1725.9,1447.1,872.5,574.6,,,278.8,5106.9,,443.2,233.1,0.0,19.9,190.2,222.6,205.3,2.3,2.3,,15.0,952.7,0.0,0.0,651.3,1618.5,2463.4,2411.4,52.0,52.0,,843.9,0.0,283.3,286.1,274.5,3307.3,4925.8,0.0,1302.2,-7.8,995.8,-133.3,2156.9,0.0,2156.9,7082.7,
08/24/2014,6124.1,413.7,413.7,0.0,86.2,86.2,0.0,201.6,,,,,302.4,,,54.3,,71.5,1003.9,3380.0,5463.8,-2083.8,0.0,,,1740.2,1447.1,872.5,574.6,,,293.1,5120.2,,716.4,212.5,337.0,,166.9,115.0,0.0,2.3,2.3,,112.7,770.4,,,502.3,1601.8,1519.9,1468.5,51.4,51.4,,874.5,,,285.4,589.1,2394.4,3996.2,0.0,817.0,-7.8,1426.1,-107.4,2127.9,0.0,2127.9,6124.1,
11/23/2014,5787.9,157.5,157.5,0.0,66.7,66.7,0.0,193.5,,,,,301.7,9.2,,44.9,,72.4,719.4,3338.3,5547.9,-2209.6,0.0,,,1730.2,1447.1,872.5,574.6,,,283.1,5068.5,,507.8,201.8,135.4,,170.6,35.0,17.6,2.4,2.4,,15.0,763.2,,,497.5,1306.0,1519.2,1468.4,50.8,50.8,,857.2,,,279.8,577.4,2376.4,3682.4,0.0,1200.7,-7.8,997.3,-84.7,2105.5,0.0,2105.5,5787.9,
02/22/2015,6002.9,436.2,436.2,0.0,64.0,64.0,0.0,172.8,,,,,308.9,15.5,,45.4,,70.5,981.9,3288.5,5546.8,-2258.3,0.0,,,1732.5,1447.0,872.4,574.6,,,285.5,5021.0,,477.1,186.0,116.3,,174.8,20.7,0.0,5.7,5.7,,15.0,853.0,,,473.2,1350.8,1511.8,1461.7,50.1,50.1,,902.5,,,321.0,581.5,2414.3,3765.1,0.0,1338.8,-7.8,989.0,-82.2,2237.8,0.0,2237.8,6002.9,
05/31/2015,5994.7,535.9,535.9,0.0,78.0,78.0,0.0,163.9,,,,,278.6,18.9,0.0,32.9,,65.4,1056.4,3215.8,5520.4,-2304.6,0.0,,,1722.5,1447.0,872.4,574.6,,,275.5,4938.3,,415.4,198.8,12.6,11.4,192.6,18.6,0.0,3.6,3.6,,15.0,762.7,0.0,0.0,434.1,1196.7,1578.5,1452.3,126.2,126.2,,886.0,0.0,288.4,341.8,255.8,2464.5,3661.2,0.0,1405.9,-7.8,1026.0,-90.6,2333.5,0.0,2333.5,5994.7,
08/30/2015,6026.5,690.1,690.1,0.0,60.8,60.8,0.0,162.6,,,,,291.1,26.4,,23.8,,70.9,1204.6,3104.2,5423.2,-2319.0,0.0,,,1717.7,1447.0,872.4,574.6,,,270.7,4821.9,,402.6,210.2,32.4,,160.0,15.0,0.0,,,,15.0,725.0,,,425.1,1142.6,1437.6,1383.7,53.9,53.9,,1022.2,,,331.6,690.6,2459.8,3602.4,0.0,1478.5,-7.8,1042.3,-88.9,2424.1,0.0,2424.1,6026.5,
11/29/2015,5182.3,857.6,857.6,0.0,63.3,63.3,0.0,170.0,,,,,292.6,36.3,,18.4,,72.5,1383.5,2074.6,3824.9,-1750.3,0.0,,,1724.2,1447.0,872.4,574.6,,,277.2,3798.8,,351.3,191.4,0.0,,159.9,759.4,0.0,,,,759.4,704.7,,,393.5,1815.4,439.5,386.2,53.3,53.3,,937.6,,,226.2,711.4,1377.1,3192.5,0.0,1488.3,-7.8,577.9,-68.6,1989.8,0.0,1989.8,5182.3,
02/28/2016,4501.9,215.8,215.8,0.0,53.8,53.8,0.0,178.9,,,,,281.4,24.7,,19.0,,68.8,729.9,2058.1,3857.1,-1799.0,0.0,,,1713.9,1446.9,872.3,574.6,,,267.0,3772.0,,400.9,190.6,22.4,,187.9,8.0,0.0,,,,8.0,792.2,,,390.9,1201.1,439.7,387.0,52.7,52.7,,942.9,,,220.8,722.1,1382.6,2583.7,0.0,1485.1,-7.8,507.5,-66.6,1918.2,0.0,1918.2,4501.9,
05/29/2016,4582.6,274.8,274.8,0.0,64.0,64.0,0.0,175.4,,,,,306.1,46.1,0.0,20.3,,72.6,820.3,2041.6,3860.6,-1819.0,0.0,,,1720.7,1446.9,872.3,574.6,,,273.8,3762.3,,426.1,241.9,0.0,,184.2,4.0,0.0,4.0,4.0,,0.0,757.0,0.0,0.0,396.6,1187.1,564.0,440.0,124.0,124.0,,879.5,0.0,298.5,255.2,325.8,1443.5,2630.6,0.0,1502.6,-7.8,547.5,-90.3,1952.0,0.0,1952.0,4582.6,
08/28/2016,4370.3,114.7,114.7,0.0,56.3,56.3,0.0,161.8,,,,,278.0,10.2,,16.9,,82.3,610.8,2035.9,3906.8,-1870.9,0.0,,,1723.6,1446.9,872.3,574.6,,,276.7,3759.5,,385.9,214.1,7.1,,164.7,0.0,0.0,,,,,746.2,,,417.5,1132.1,440.2,440.2,,,,996.7,,,257.6,739.1,1436.9,2569.0,0.0,1472.4,-7.8,429.3,-92.6,1801.3,0.0,1801.3,4370.3,
11/27/2016,4461.9,116.8,116.8,0.0,69.8,69.8,0.0,183.6,,,,,313.2,44.6,,13.3,,80.5,683.4,2056.9,3966.8,-1909.9,0.0,,,1721.6,1447.5,872.3,575.2,,,274.1,3778.5,,407.5,249.6,,,157.9,0.0,0.0,,,,,743.8,,,407.6,1151.3,440.5,440.5,,,,1016.7,,,260.8,755.9,1457.2,2608.5,0.0,1522.9,-7.8,424.4,-86.1,1853.4,0.0,1853.4,4461.9,
02/26/2017,4679.8,391.4,391.4,0.0,43.6,43.6,0.0,168.0,,,,,281.9,8.4,,13.3,,77.5,884.9,2069.1,4019.0,-1949.9,0.0,,,1725.8,1447.5,872.3,575.2,,,278.3,3794.9,,395.0,205.5,14.6,,174.9,0.0,0.0,,,,,837.1,,,410.6,1232.1,440.7,440.7,,,,1034.2,,,263.8,770.4,1474.9,2707.0,0.0,1547.0,-7.8,520.0,-86.4,1972.8,0.0,1972.8,4679.8,
05/28/2017,5292.3,233.1,233.1,0.0,75.9,75.9,0.0,178.9,,,,,100.0,6.2,0.0,13.2,,80.6,587.9,2272.3,4269.1,-1996.8,0.0,,,2432.1,2233.8,1201.7,1032.1,,,198.3,4704.4,,462.0,249.5,1.9,7.3,203.3,5.3,0.0,5.3,5.3,,0.0,821.9,0.0,0.0,432.9,1289.2,1090.9,936.6,154.3,154.3,,810.5,0.0,64.1,145.6,600.8,1901.4,3190.6,0.0,1614.6,-7.8,560.1,-65.2,2101.7,0.0,2101.7,5292.3,
08/27/2017,5223.5,146.8,146.8,0.0,57.6,57.6,0.0,176.3,,,,,102.3,2.9,,11.1,,87.9,483.0,2318.8,4380.3,-2061.5,0.0,,,2421.7,2122.4,1172.2,950.2,,,299.3,4740.5,,454.1,256.8,11.5,,185.8,0.0,0.0,,,,,804.2,,,450.9,1258.3,936.6,936.6,,,,969.9,,,151.9,818.0,1906.5,3164.8,0.0,1619.8,-7.8,515.0,-68.3,2058.7,0.0,2058.7,5223.5,
11/26/2017,5317.6,114.7,114.7,0.0,66.7,66.7,0.0,199.1,,,,,104.7,3.2,,11.1,,89.7,485.2,2386.2,4497.1,-2110.9,0.0,,,2446.2,2123.3,1173.1,950.2,,,322.9,4832.4,,448.3,262.0,0.0,,186.3,153.5,153.5,,,,,816.2,,,447.4,1418.0,935.6,935.6,,,,987.9,,,143.6,844.3,1923.5,3341.5,0.0,1606.8,-7.8,447.3,-70.2,1976.1,0.0,1976.1,5317.6,
02/25/2018,5454.7,146.8,146.8,0.0,50.6,50.6,0.0,208.0,,,,,164.2,62.7,,11.1,,90.0,569.6,2404.8,4571.8,-2167.0,0.0,,,2480.3,2132.2,1182.0,950.2,,,348.1,4885.1,,501.9,291.5,0.0,,210.4,50.6,50.6,,,,,915.0,,,456.1,1467.5,926.4,926.4,,,,935.9,,,106.4,829.5,1862.3,3329.8,0.0,1628.4,-7.8,586.4,-82.1,2124.9,0.0,2124.9,5454.7,
05/27/2018,5469.6,146.9,146.9,0.0,83.7,83.7,0.0,205.3,,,,,117.7,15.9,0.0,11.9,,88.8,553.6,2429.8,4661.5,-2231.7,0.0,,,2486.2,2212.8,1183.7,1029.1,16.6,,256.8,4916.0,,518.6,277.0,0.0,7.5,234.1,6.6,0.0,6.6,6.6,,0.0,859.3,0.0,0.0,443.5,1384.5,1093.4,926.5,166.9,166.9,,796.9,0.0,18.5,114.0,664.4,1890.3,3274.8,0.0,1631.9,-7.8,657.6,-86.9,2194.8,0.0,2194.8,5469.6,
08/26/2018,5496.9,151.8,151.8,0.0,68.8,68.8,0.0,194.6,,,,,129.4,18.5,,11.1,,96.3,544.6,2473.6,4764.3,-2290.7,0.0,,,2478.7,2134.5,1183.7,950.8,,,344.2,4952.3,,472.6,268.7,3.5,,200.4,0.0,0.0,,,,,851.7,,,469.2,1324.3,926.8,926.8,,,,970.6,,,118.1,852.5,1897.4,3221.7,0.0,1667.4,-7.8,693.5,-77.9,2275.2,0.0,2275.2,5496.9,
11/25/2018,5549.2,139.7,139.7,0.0,80.5,80.5,0.0,209.4,,,,,131.6,20.7,,11.1,,98.6,561.2,2521.1,4879.7,-2358.6,0.0,,,2466.9,2134.5,1183.7,950.8,,,332.4,4988.0,,502.4,301.3,4.5,,196.6,45.0,45.0,,,,,837.9,,,448.6,1385.3,927.1,927.1,,,,986.5,,,125.1,861.4,1913.6,3298.9,0.0,1675.5,-7.8,662.5,-79.9,2250.3,0.0,2250.3,5549.2,
02/24/2019,5697.8,302.9,302.9,0.0,73.9,73.9,0.0,209.5,,,,,100.9,5.2,,0.0,,95.7,687.2,2539.9,4954.4,-2414.5,0.0,,,2470.7,2134.5,1183.7,950.8,,,336.2,5010.6,,524.3,303.2,7.3,,213.8,0.0,0.0,,,,,918.6,,,446.5,1442.9,927.4,927.4,,,,1011.8,,,130.7,881.1,1939.2,3382.1,0.0,1676.8,-7.8,728.4,-81.7,2315.7,0.0,2315.7,5697.8,
05/26/2019,5892.8,457.3,457.3,0.0,88.3,88.3,0.0,207.3,,,,,139.7,41.6,0.0,0.0,,98.0,892.6,2552.6,5035.2,-2482.6,0.0,,,2447.6,2209.2,1183.7,1025.5,3.5,,234.9,5000.2,,582.2,332.6,11.6,8.5,229.5,6.8,0.0,6.8,6.8,,0.0,885.1,0.0,0.0,455.7,1474.1,1096.2,927.7,168.5,168.5,,929.9,0.0,18.4,156.9,754.6,2026.1,3500.2,0.0,1685.0,0.0,806.6,-99.0,2392.6,0.0,2392.6,5892.8,
08/25/2019,9719.5,350.8,350.8,0.0,51.1,51.1,0.0,199.0,,,,,69.4,1.0,,,,63.6,670.3,6607.7,9122.9,-2515.2,0.0,,,2441.5,2150.5,1199.7,950.8,,,291.0,9049.2,,561.5,343.7,19.8,,198.0,154.5,0.0,154.5,6.1,148.4,,832.6,,,443.8,1548.6,5456.2,928.0,4528.2,262.7,4265.5,333.4,,,165.5,167.9,5789.6,7338.2,0.0,1692.9,0.0,789.9,-101.5,2381.3,0.0,2381.3,9719.5,
11/24/2019,9742.7,157.3,157.3,0.0,56.8,56.8,0.0,212.2,,,,,109.2,42.9,,,,64.5,535.5,6759.6,9324.6,-2565.0,0.0,,,2447.6,2150.2,1199.4,950.8,,,297.4,9207.2,,549.1,340.2,11.0,,197.9,158.9,0.0,158.9,6.8,152.1,,849.5,,,458.8,1557.5,5555.2,928.2,4627.0,320.8,4306.2,356.3,,,182.1,174.2,5911.5,7469.0,0.0,1690.0,0.0,584.5,-0.8,2273.7,0.0,2273.7,9742.7,
02/23/2020,9973.3,321.7,321.7,0.0,51.2,51.2,0.0,229.6,,,,,83.5,19.6,,,,63.4,686.0,6825.3,9440.8,-2615.5,0.0,,,2462.0,2156.3,1205.5,950.8,,,305.7,9287.3,,572.9,360.1,5.4,,207.4,166.8,0.0,166.8,6.7,160.1,,943.4,,,467.0,1683.1,5590.0,928.5,4661.5,344.1,4317.4,359.0,,,188.5,170.5,5949.0,7632.1,0.0,1693.0,0.0,648.6,-0.4,2341.2,0.0,2341.2,9973.3,
05/31/2020,9946.1,763.3,763.3,0.0,49.8,49.8,0.0,206.9,,,,,81.4,18.4,0.0,0.0,,56.5,1101.4,6726.1,9367.0,-2640.9,0.0,,,2118.6,1911.5,1037.4,874.1,5.0,,202.1,8844.7,,458.7,249.4,6.2,9.7,193.4,436.3,270.0,166.3,5.7,160.6,0.0,897.8,0.0,0.0,427.8,1792.8,5573.5,928.8,4644.7,368.4,4276.3,248.6,0.0,19.6,56.1,172.9,5822.1,7614.9,0.0,2205.3,0.0,143.5,-17.6,2331.2,0.0,2331.2,9946.1,
