Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,1559.5,,-1462.599976,,96.900024,,-54.099998,,,,42.799999,-10.200001,,9.6,,4.3,,-3.7,32.599999,-14.0,18.6,0.0,,,18.599999,0.2,18.799999,0.0,,18.799999,18.799999,,429.600006,0.045,0.045,,429.600006,0.045,0.045,0.045,
06/30/1993,1596.599976,,-1476.400024,,120.199951,,-62.700001,,,,57.5,-15.5,,12.6,,6.0,,-3.1,42.0,-19.6,22.4,0.0,,,22.399999,0.5,22.9,0.0,,22.9,22.9,,456.399994,0.05,0.05,,456.399994,0.05,0.05,0.05,
09/30/1993,1541.400024,,-1673.800049,,-132.400024,,-78.099998,,,,-210.5,-18.0,,13.9,,7.5,,-3.4,-228.5,67.400002,-161.100006,0.0,,,-161.099998,0.4,-160.699997,0.0,,-160.699997,-160.699997,,456.399994,-0.3525,-0.3525,,456.399994,-0.3525,-0.3525,-0.3525,
12/31/1993,1653.300049,,-1652.199951,,1.100098,,-23.5,,,,-22.4,-12.8,,14.0,,3.2,,-4.4,-35.2,-7.2,-42.400002,0.0,,,-42.4,0.4,-42.0,0.0,,-42.0,-42.0,,456.399992,-0.0925,-0.0925,-0.0925,456.399992,-0.0925,-0.0925,-0.0925,
03/31/1994,1315.199951,,-1222.199951,,93.0,,-50.900002,,,,42.099998,-10.0,,10.0,,3.3,,-3.3,32.099998,-14.5,17.6,-0.5,,,18.099998,-0.3,17.799999,0.0,,17.799999,17.799999,,456.799988,0.04,0.04,,456.799988,0.04,0.04,0.04,
06/30/1994,1369.699951,,-1328.199951,,41.5,,-56.799999,,,,-15.3,-17.2,,11.0,,9.9,,-3.7,-32.5,15.8,-16.700001,2.5,,,-19.2,0.0,-19.200001,0.0,,-19.200001,-19.200001,,456.799988,-0.0425,-0.0375,,456.799988,-0.0425,-0.0375,-0.0375,
09/30/1994,1347.599976,,-1208.900024,,138.699951,,-42.099998,,,,96.599998,-12.4,,12.6,,1.7,,-1.9,84.199998,-35.0,49.200001,-2.2,,,51.399998,0.3,51.700001,0.0,,51.700001,51.700001,,456.799988,0.1125,0.1075,,456.799988,0.1125,0.1075,0.1075,
12/31/1994,1477.699951,,-1332.800049,,144.899902,,-32.200001,,,,112.699997,94.999998,,13.5,,1.1,,-109.599998,207.699995,-85.300003,122.400002,-5.3,,,127.699992,-0.2,127.5,0.0,,127.5,127.5,,456.799988,0.28,0.2675,0.2675,456.799988,0.28,0.2675,0.2675,
03/31/1995,1273.900024,,-1175.099976,,98.800049,,-37.099998,,,,61.700001,0.5,,12.8,,-4.7,,-8.6,62.200001,-23.799999,38.400002,-0.8,,,39.200002,-0.1,39.099998,0.0,,39.099998,39.099998,,457.200012,0.085,0.0825,,457.200012,0.085,0.0825,0.0825,
06/30/1995,1397.599976,,-1258.800049,,138.799927,,-41.799999,,,,97.0,-8.8,,12.3,,1.6,,-5.1,88.2,-33.400002,54.799999,-1.4,,,56.199998,0.0,56.200001,0.0,,56.200001,56.200001,,457.600006,0.1225,0.12,0.12,457.600006,0.1225,0.12,0.12,
09/30/1995,1489.800049,,-1344.900024,,144.900024,,-33.799999,,,,111.099998,-7.2,,15.0,,2.5,,-10.3,103.899999,-34.900002,69.0,67.699997,,,1.3,-0.2,1.1,0.0,,1.1,1.1,,458.399994,0.0025,0.15,,458.399994,0.0025,0.15,0.15,
12/31/1995,1537.400024,,-1385.599976,,151.800048,,-38.400002,,,,113.400002,-2.4,,6.1,,-0.4,,-3.3,111.000002,-39.200001,71.800003,0.0,,,71.800001,0.1,71.900002,0.0,,71.900002,71.900002,,459.600008,0.1575,0.1575,0.1575,459.600008,0.1575,0.1575,0.1575,
03/31/1996,1704.699951,,-1568.800049,,135.899902,,-52.099998,,,,83.800003,-11.8,,5.0,,-1.0,,7.8,72.000003,-26.6,45.400002,0.0,,,45.400002,0.1,45.5,0.0,,45.5,45.5,,501.600006,0.09,0.09,0.1125,501.600006,0.09,0.09,0.1125,
06/30/1996,1830.800049,,-1656.300049,,174.5,,-58.799999,,,,115.699997,-6.2,,5.8,,3.2,,-2.8,109.499997,-37.700001,71.800003,0.0,,,71.799996,0.0,71.800003,0.0,,71.800003,71.800003,,502.600006,0.145,0.145,0.145,502.600006,0.145,0.145,0.145,
09/30/1996,1859.900024,,-1666.900024,,193.0,,-62.099998,,,,130.899994,-75.9,,6.9,,0.5,,68.5,54.999994,20.799999,75.800003,0.0,,,75.799993,-0.3,75.5,0.0,,75.5,75.5,,504.399994,0.15,0.15,0.1775,504.399994,0.15,0.15,0.1775,
12/31/1996,1989.699951,,-1718.400024,,271.299927,,-98.0,,,,173.300003,-5.6,,6.4,,1.2,,-2.0,167.700003,-59.799999,107.900002,0.0,,,107.900004,-0.3,107.599998,0.0,,107.599998,107.599998,,506.0,0.2125,0.2125,0.2125,506.0,0.2125,0.2125,0.2125,
03/31/1997,1897.5,,-1707.800049,,189.699951,,-51.0,,,,138.699997,-0.1,,6.1,,-1.0,,-5.0,138.599997,-52.700001,85.900002,0.0,,,85.899996,-2.9,83.0,0.0,,83.0,83.0,,505.399994,0.165,0.165,0.165,511.0,0.16,0.16,0.16,
06/30/1997,2231.100098,,-1991.199951,,239.900146,,-57.900002,,,,182.0,-8.1,,9.7,,0.4,,-2.0,173.9,-68.5,105.400002,0.0,,,105.4,-3.5,101.900002,0.0,,101.900002,101.900002,,506.200012,0.2,0.2,0.2,512.0,0.2,0.2,0.2,
09/30/1997,4139.0,,-3660.699951,,478.300049,,-125.800003,,,,352.5,-7.1,,30.1,,1.5,,-24.5,345.4,-130.0,215.399994,0.0,,,215.4,-12.8,202.600006,0.0,,202.600006,202.600006,,857.799988,0.235,0.235,0.25,867.0,0.235,0.235,0.25,
12/31/1997,4495.100098,,-4014.399902,,480.700195,,-20.4,,,,460.299988,-15.8,,31.1,,-3.0,,-12.3,444.499988,-166.399994,278.100006,0.0,,,278.099994,-20.1,258.0,0.0,,258.0,258.0,,875.200012,0.295,0.295,0.29,887.0,0.29,0.29,0.285,
03/31/1998,4202.0,,-3734.0,,468.0,,-160.0,,,,308.0,30.0,30.0,30.0,,0.0,,-60.0,338.0,-128.0,210.0,0.0,,,210.0,-7.0,203.0,0.0,,203.0,203.0,,876.0,0.23,0.23,0.23,886.0,0.23,0.23,0.23,
06/30/1998,4585.0,,-3984.0,,601.0,,-165.0,,,,436.0,-27.0,24.0,31.0,-7.0,2.2,,0.8,409.0,-153.0,257.0,0.0,,,256.0,-13.0,243.0,0.0,,243.0,243.0,,876.0,0.275,0.275,0.275,886.0,0.275,0.275,0.275,
09/30/1998,4169.5,,-3746.399902,,423.100098,,-110.0,,,,313.100006,-922.599974,,34.599998,,7.9,,880.099976,-609.499968,96.599998,-512.900024,0.0,,,-512.89997,-14.1,-527.0,0.0,,-527.0,-527.0,,878.200012,-0.6,-0.6,0.22,878.200012,-0.6,-0.6,0.22,
12/31/1998,4289.100098,,-4057.600098,,231.5,,-19.700001,,,,211.800003,-71.200002,,40.900002,,2.7,,27.6,140.600001,-60.299999,80.300003,0.0,,,80.300002,-14.6,65.699997,0.0,,65.699997,65.699997,,878.599976,0.075,0.075,0.1,883.200012,0.075,0.075,0.1,
03/31/1999,3237.0,,-3091.0,,146.0,0.0,-72.0,,,,74.0,21.0,4.0,35.0,-31.0,1.0,-24.0,-2.0,95.0,-38.0,57.0,-9.0,,,66.0,-4.0,62.0,,0.0,62.0,62.0,,880.0,0.07,0.06,0.06,884.0,0.07,0.06,0.06,
06/30/1999,3017.0,,-2862.0,,155.0,,-95.0,,,,60.0,33.0,33.0,33.0,,-3.0,,-63.0,93.0,-33.0,60.0,-28.0,,,88.0,-5.0,83.0,0.0,,83.0,83.0,,880.0,0.095,0.065,0.065,888.0,0.095,0.065,0.065,
09/30/1999,2959.0,,-2803.0,,156.0,,-89.0,,,,67.0,2.0,7.0,38.0,-31.0,4.0,,-13.0,69.0,-27.0,42.0,-20.0,,,62.0,-4.0,58.0,0.0,,58.0,58.0,,882.0,0.065,0.045,0.045,890.0,0.065,0.045,0.045,
12/31/1999,3729.0,,-3442.0,,287.0,,-141.0,,,,146.0,11.0,36.0,36.0,,7.0,,-54.0,157.0,-61.0,96.0,-159.0,,,255.0,-20.0,235.0,0.0,,235.0,235.0,,882.0,0.265,0.085,0.085,886.0,0.265,0.085,0.085,
03/31/2000,2839.0,,-2695.0,,144.0,0.0,-83.0,,,,61.0,-10.0,26.0,33.0,-7.0,4.0,-20.0,0.0,51.0,-20.0,31.0,-237.0,,,268.0,-4.0,264.0,,0.0,264.0,264.0,,884.0,0.3,0.030543,0.03,888.0,0.295,0.028108,0.03,
06/30/2000,2854.0,,-2665.0,,189.0,,-77.0,,,,112.0,-19.0,33.0,33.0,,3.0,,-17.0,93.0,-36.0,57.0,-23.0,,,80.0,-5.0,75.0,0.0,,75.0,75.0,,888.0,0.085,0.06,0.06,898.0,0.085,0.06,0.06,
09/30/2000,3002.0,,-2772.0,,230.0,,-92.0,,,,138.0,81.0,32.0,38.0,-6.0,-4.0,,-109.0,219.0,-84.0,135.0,-27.0,,,162.0,-5.0,157.0,0.0,0.0,157.0,157.0,,890.0,0.175,0.145,0.12,902.0,0.175,0.145,0.12,
12/31/2000,3193.0,,-3168.0,,25.0,,-18.0,,,,7.0,-35.0,42.0,42.0,,2.0,,-9.0,-28.0,11.0,-17.0,-26.0,,,9.0,-4.0,5.0,0.0,,5.0,5.0,,870.0,0.005,-0.025,0.14,870.0,0.005,-0.025,0.14,
03/31/2001,3126.0,,-2855.0,,271.0,0.0,-91.0,,,,180.0,-28.0,43.0,47.0,-4.0,3.0,-18.0,0.0,152.0,-61.0,91.0,-23.0,,,114.0,-5.0,109.0,0.0,0.0,109.0,109.0,,852.0,0.125,0.1,0.235,860.0,0.125,0.1,0.23,
06/30/2001,3310.0,,-2966.0,,344.0,,-101.0,,,,243.0,0.0,34.0,34.0,,1.0,,-35.0,243.0,-98.0,145.0,-239.0,,,384.0,-2.0,382.0,0.0,0.0,382.0,382.0,,854.0,0.45,0.17,0.17,860.0,0.445,0.165,0.165,
09/30/2001,3365.0,,-2955.0,,410.0,,-94.0,,,,316.0,-2.0,26.0,34.0,-8.0,2.0,,-26.0,314.0,-126.0,188.0,2.0,,,186.0,-7.0,179.0,0.0,0.0,179.0,179.0,,856.0,0.21,0.21,0.21,858.0,0.21,0.21,0.21,
12/31/2001,3138.0,,-2799.0,,339.0,,-101.0,,,,238.0,7.0,23.0,32.0,-9.0,4.0,,-34.0,245.0,-99.0,146.0,2.0,,,144.0,-5.0,139.0,0.0,0.0,139.0,139.0,,858.0,0.16,0.165,0.165,860.0,0.16,0.165,0.165,
03/31/2002,2989.0,,-2939.0,,50.0,,-53.0,,,,-3.0,94.0,28.0,32.0,-4.0,8.0,-18.0,-112.0,91.0,-36.0,55.0,28.0,,,27.0,-5.0,22.0,0.0,0.0,22.0,22.0,,864.0,0.025,0.06,-0.02,866.0,0.025,0.06,-0.02,
06/30/2002,3207.0,,-3482.0,,-275.0,,-97.0,,,,-372.0,-58.0,18.0,30.0,-12.0,5.0,,35.0,-430.0,77.0,-353.0,140.0,,,-493.0,-5.0,-498.0,0.0,0.0,-498.0,-498.0,,864.0,-0.575,-0.415,0.005,864.0,-0.575,-0.415,0.005,
09/30/2002,2965.0,,-2685.0,,280.0,,-89.0,,,,191.0,-20.0,21.0,29.0,-8.0,-1.0,,0.0,171.0,-72.0,99.0,0.0,,,99.0,-5.0,94.0,0.0,0.0,94.0,94.0,,864.0,0.11,0.11,0.14,868.0,0.11,0.11,0.14,
12/31/2002,3337.0,,-3273.0,,64.0,,-96.0,,,,-32.0,-28.0,,22.0,-8.0,13.0,,1.0,-60.0,-49.0,-109.0,484.0,,,-593.0,-23.0,-616.0,0.0,0.0,-616.0,-616.0,,866.0,-0.71,-0.15,0.12,866.0,-0.71,-0.15,0.12,
03/31/2003,3077.0,,-2858.0,,219.0,,-81.0,,,,138.0,-21.0,19.0,27.0,-8.0,6.0,,-4.0,117.0,-50.0,67.0,16.0,,,51.0,-8.0,43.0,0.0,0.0,43.0,43.0,,868.0,0.05,0.07,0.06,872.0,0.05,0.07,0.06,
06/30/2003,3582.0,,-3475.0,,107.0,,-80.0,,,,27.0,47.0,18.0,25.0,-7.0,-19.0,,-46.0,74.0,-29.0,45.0,16.0,,,29.0,-3.0,26.0,0.0,0.0,26.0,26.0,,868.0,0.03,0.045,0.03,872.0,0.03,0.045,0.03,
09/30/2003,4135.0,,-3865.0,,270.0,,-80.0,,,,190.0,-29.0,26.0,33.0,-7.0,17.0,,-14.0,161.0,-63.0,98.0,34.0,,,64.0,-6.0,58.0,0.0,0.0,58.0,58.0,,870.0,0.065,0.105,0.16,874.0,0.065,0.105,0.16,
12/31/2003,5452.0,,-5070.0,,382.0,,-89.0,,,,293.0,-33.0,46.0,54.0,-8.0,-4.0,,-9.0,260.0,-92.0,168.0,1093.0,,,-925.0,-22.0,-947.0,0.0,0.0,-947.0,-947.0,,870.0,-1.09,0.17,0.17,876.0,-1.085,0.17,0.17,
03/31/2004,5527.0,,-5248.0,,279.0,,-96.0,,,,183.0,-52.0,46.0,56.0,-10.0,3.0,,3.0,131.0,-49.0,82.0,141.0,,,-59.0,-6.0,-65.0,0.0,0.0,-65.0,-65.0,,872.0,-0.075,0.085,0.148,880.0,-0.075,0.085,0.145,
06/30/2004,4963.0,,-4904.0,,59.0,,-78.0,,,,-19.0,-61.0,46.0,53.0,-7.0,7.0,,8.0,-80.0,29.0,-51.0,609.0,,,-660.0,-7.0,-667.0,0.0,0.0,-667.0,-667.0,,874.0,-0.76,-0.065,0.165,874.0,-0.76,-0.065,0.165,
09/30/2004,4795.0,,-4391.0,,404.0,,-97.0,,,,307.0,-4.0,,51.0,-13.0,-1.0,,-33.0,303.0,-111.0,192.0,230.0,,,-38.0,-6.0,-44.0,0.0,0.0,-44.0,-44.0,,876.0,-0.055,0.215,0.195,884.0,-0.045,0.21,0.195,
12/31/2004,5179.0,,-4780.0,,399.0,,-90.0,,,,309.0,-12.0,55.0,69.0,-14.0,-6.0,,-37.0,297.0,-110.0,187.0,384.0,,,-197.0,-6.0,-203.0,0.0,0.0,-203.0,-203.0,,878.0,-0.235,0.205,0.241549,888.0,-0.23,0.2,0.238829,
03/31/2005,4759.0,,-4216.0,,543.0,,-101.0,,,,442.0,91.0,40.0,52.0,-12.0,,,-131.0,533.0,-166.0,367.0,-6.0,,,373.0,-8.0,365.0,0.0,0.0,365.0,365.0,,1002.0,0.365,0.36,0.29,1020.0,0.36,0.355,0.285,
06/30/2005,4974.0,,-4284.0,,690.0,,-96.0,,,,594.0,-50.0,42.0,51.0,-9.0,7.0,,1.0,544.0,-150.0,394.0,-8.0,,,402.0,-10.0,392.0,0.0,0.0,392.0,392.0,,1006.0,0.39,0.38,0.38,1026.0,0.38,0.37,0.37,
09/30/2005,4965.0,,-4228.0,,737.0,,-89.0,,,,648.0,-6.0,34.0,51.0,-17.0,2.0,,-30.0,642.0,-129.0,513.0,-7.0,,,520.0,-21.0,499.0,0.0,0.0,499.0,499.0,,1012.0,0.5,0.49,0.43,1050.0,0.48,0.47,0.41,
12/31/2005,5568.0,,-4709.0,,859.0,,-94.0,,,,765.0,-37.0,,53.0,-26.0,4.0,,6.0,728.0,381.0,1109.0,-10.0,,,1119.0,-17.0,1102.0,0.0,0.0,1102.0,1102.0,-540.0,1018.0,1.085,1.07,0.53,1058.0,1.085,1.07,0.53,
03/31/2006,2938.0,,-2170.0,,768.0,,-86.0,,,,682.0,-7.0,19.0,42.0,-23.0,0.0,,-12.0,675.0,-223.0,452.0,-39.0,,,491.0,-3.0,488.0,0.0,0.0,488.0,488.0,-48.0,2048.0,0.24,0.22,0.205,2136.0,0.23,0.21,0.195,
06/30/2006,3116.0,,-2284.0,,832.0,,-73.0,,,,759.0,-7.0,7.0,42.0,-35.0,0.0,,0.0,752.0,-245.0,507.0,-93.0,,,600.0,-9.0,591.0,0.0,0.0,591.0,591.0,,1026.0,0.58,0.49,0.49,1070.0,0.55,0.47,0.47,
09/30/2006,3392.0,,-2439.0,,953.0,,-84.0,,,,869.0,-6.0,4.0,40.0,-36.0,0.0,,2.0,863.0,-257.0,606.0,-8.0,,,614.0,-3.0,611.0,0.0,0.0,611.0,611.0,,1011.0,0.61,0.6,0.6,1048.0,0.58,0.57,0.57,
12/31/2006,6016.0,,-4858.0,,1158.0,,-115.0,,,,1043.0,0.0,-9.0,43.0,-52.0,10.0,,-1.0,1043.0,-343.0,700.0,9.0,,,691.0,-33.0,658.0,0.0,0.0,658.0,658.0,,996.0,0.66,0.67,0.64,1030.0,0.64,0.65,0.62,
03/31/2007,3422.0,,-2566.0,,856.0,,-69.0,,,,787.0,4.0,,38.0,-38.0,0.0,,-4.0,791.0,-259.0,532.0,-23.0,,,555.0,-3.0,552.0,0.0,0.0,552.0,552.0,,992.0,0.55,0.53,0.53,1025.0,0.54,0.52,0.52,
06/30/2007,3735.0,,-2809.0,,926.0,,-82.0,,,,844.0,42.0,5.0,41.0,-36.0,0.0,,-47.0,886.0,-284.0,602.0,-935.0,,,1537.0,-7.0,1530.0,0.0,0.0,1530.0,1530.0,,905.0,1.65,0.66,0.62,942.0,1.62,0.63,0.59,
09/30/2007,3928.0,,-2956.0,,972.0,,-63.0,,,,909.0,-13.0,13.0,39.0,-26.0,0.0,,0.0,896.0,-152.0,744.0,-1.0,,,745.0,-18.0,727.0,0.0,0.0,727.0,727.0,,880.0,0.83,0.83,0.7,917.0,0.79,0.79,0.66,
12/31/2007,4179.0,,-3194.0,,985.0,,-79.0,,,,906.0,-19.0,,36.0,-24.0,0.0,,7.0,887.0,-212.0,675.0,-16.0,,,691.0,-1.0,690.0,0.0,0.0,690.0,690.0,,875.0,0.79,0.77,0.81,916.0,0.75,0.74,0.78,
03/31/2008,4029.0,4029.0,-3146.0,3146.0,883.0,0.0,-36.0,72.0,72.0,-36.0,847.0,-23.0,22.0,42.0,-20.0,0.0,,1.0,824.0,-238.0,586.0,-1.0,-1.0,0.0,587.0,-7.0,580.0,0.0,0.0,580.0,557.55,-16.9,879.0,0.63,0.658703,0.626577,914.0,0.63,0.628906,1.242309,
06/30/2008,4487.0,4487.0,-3492.0,,995.0,0.0,-71.0,,,,924.0,-33.0,33.0,42.0,-9.0,0.0,,-23.0,914.0,-288.0,626.0,116.0,116.0,0.0,510.0,-6.0,504.0,0.0,0.0,504.0,635.0,-26.0,875.0,0.58,0.71,0.669457,918.0,0.55,0.68,0.639478,
09/30/2008,4853.0,4853.0,-3725.0,,1128.0,,-78.0,,,,1050.0,-29.0,29.0,35.0,-6.0,0.0,,3.0,1018.0,-343.0,675.0,0.0,0.0,0.0,675.0,-3.0,672.0,0.0,0.0,672.0,1212.55,459.55,882.0,0.76,0.76,2.082937,908.0,0.74,0.74,2.026112,
12/31/2008,4910.0,,-3686.0,,1224.0,0.0,-61.0,,,,1163.0,-70.0,44.0,48.0,-4.0,0.0,,26.0,1093.0,-342.0,751.0,308.0,,,443.0,25.0,468.0,0.0,0.0,468.0,468.0,,895.0,0.52,0.87,0.82,896.0,0.52,0.87,0.82,
03/31/2009,3907.0,3907.0,-3239.0,3239.0,668.0,0.0,-52.0,52.0,52.0,0.0,616.0,-56.0,51.0,53.0,-2.0,,,5.0,560.0,-179.0,381.0,1.0,1.0,0.0,380.0,-2.0,378.0,0.0,0.0,378.0,398.0,19.0,897.0,0.42,0.42,0.443701,899.0,0.42,0.42,0.441135,
06/30/2009,3494.0,3494.0,-2971.0,2971.0,523.0,0.0,-47.0,48.0,48.0,-1.0,476.0,-93.0,79.0,82.0,-3.0,,,14.0,383.0,-117.0,266.0,1.0,1.0,0.0,265.0,-3.0,262.0,0.0,0.0,262.0,274.35,11.35,898.0,0.29,0.29,0.305512,900.0,0.29,0.29,0.302611,
09/30/2009,3588.0,3588.0,-3066.0,3066.0,522.0,0.0,-48.0,49.0,49.0,-1.0,474.0,-81.0,77.0,80.0,-3.0,,,4.0,393.0,-124.0,269.0,3.0,3.0,0.0,266.0,-4.0,262.0,0.0,0.0,262.0,315.35,50.35,902.0,0.29,0.29,0.349612,904.0,0.29,0.29,0.345697,
12/31/2009,3686.0,3686.0,,,,0.0,-3258.0,0.0,0.0,3258.0,428.0,-82.0,78.0,82.0,-4.0,,,4.0,346.0,-98.0,248.0,4.0,4.0,0.0,244.0,-1.0,243.0,0.0,0.0,243.0,254.4,7.4,903.0,0.27,0.27,0.281728,906.0,0.27,0.27,0.278168,
03/31/2010,3761.0,3761.0,-3259.0,3259.0,502.0,0.0,-53.0,58.0,58.0,-5.0,449.0,-116.0,76.0,79.0,-3.0,,,40.0,333.0,-121.0,212.0,5.0,5.0,0.0,207.0,-1.0,206.0,0.0,0.0,206.0,248.75,37.75,905.0,0.23,0.233149,0.274862,908.0,0.23,0.233149,0.274724,
06/30/2010,4387.0,4387.0,-3578.0,3578.0,809.0,0.0,-47.0,47.0,47.0,0.0,762.0,-85.0,76.0,79.0,-3.0,,,9.0,677.0,-200.0,477.0,-6.0,-6.0,0.0,483.0,-3.0,480.0,0.0,0.0,480.0,474.0,0.0,906.0,0.53,0.52,0.52,909.0,0.53,0.52,0.52,
09/30/2010,4665.0,4665.0,-3785.0,3785.0,880.0,0.0,-62.0,62.0,62.0,0.0,818.0,-83.0,76.0,79.0,-3.0,,,7.0,735.0,-249.0,486.0,-59.0,-59.0,0.0,545.0,-1.0,544.0,0.0,0.0,544.0,528.0,43.0,910.0,0.6,0.53,0.58022,912.0,0.6,0.53,0.577149,
12/31/2010,5160.0,5160.0,-4123.0,4123.0,1037.0,0.0,-57.0,62.0,62.0,-5.0,980.0,-70.0,69.0,71.0,-2.0,,,1.0,910.0,-283.0,627.0,20.0,20.0,0.0,607.0,-2.0,605.0,0.0,0.0,605.0,621.75,-3.25,910.0,0.67,0.69,0.683242,915.0,0.66,0.68,0.676448,
03/31/2011,5282.0,5282.0,-4398.0,4398.0,884.0,0.0,-70.0,70.0,70.0,0.0,814.0,-73.0,69.0,70.0,-1.0,,,4.0,741.0,-229.0,512.0,1.0,1.0,0.0,511.0,,511.0,0.0,0.0,511.0,558.0,46.0,914.0,0.56,0.56,0.610503,919.0,0.56,0.56,0.610054,
