Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2014,29045.0,10246.0,9086.0,1160.0,3684.0,,,1048.0,262.0,466.0,320.0,0,2816.0,,,127.0,1538.0,17794.0,2387.0,7147.0,-4760.0,130.0,130.0,8734.0,7939.0,6244.0,1695.0,,795,11251.0,,6008.0,,,,6008.0,271,251,,,,20.0,38.0,,260.0,0.0,6317.0,14470,14470,,,,3040.0,,,,2780.0,17510.0,23827.0,0,4012.0,16.0,3996.0,-673,2299.0,-420.0,5218.0,0,5218.0,29045.0,
09/30/2014,28454.0,7728.0,7719.0,9.0,3592.0,,,1008.0,251.0,477.0,280.0,0,5227.0,,,403.0,4087.0,17555.0,2432.0,7055.0,-4623.0,124.0,124.0,8343.0,7542.0,6002.0,1540.0,,801,10899.0,,6073.0,,,,6073.0,323,301,,,,22.0,239.0,,269.0,0.0,6635.0,14469,14469,,,,2705.0,,,,2436.0,17174.0,23809.0,0,4099.0,16.0,4083.0,-672,2131.0,-913.0,4645.0,0,4645.0,28454.0,
12/31/2014,27513.0,8374.0,8348.0,26.0,3735.0,,,1124.0,154.0,629.0,341.0,0,2848.0,0.0,,,1741.0,16081.0,2485.0,7105.0,-4620.0,92.0,92.0,8855.0,7375.0,5862.0,1513.0,210.0,1270,11432.0,,6891.0,1401.0,0.0,791.0,4699.0,4439,425,0.0,0.0,,4014.0,63.0,0.0,180.0,0.0,11393.0,10538,10538,0.0,0.0,,3840.0,0.0,2220.0,159.0,1281.0,14378.0,25771.0,0,4210.0,16.0,4194.0,-972,535.0,-2031.0,1742.0,0,1742.0,27513.0,
03/31/2015,26699.0,7924.0,7906.0,18.0,4214.0,,,1022.0,163.0,568.0,291.0,0,2248.0,,,142.0,851.0,15408.0,2431.0,6988.0,-4557.0,93.0,93.0,8767.0,7012.0,5534.0,1478.0,,1755,11291.0,,6426.0,,,,6426.0,4590,569,,,,4021.0,34.0,,59.0,0.0,11050.0,10683,10683,,,,3589.0,,,,3530.0,14272.0,25322.0,0,4419.0,16.0,4403.0,-1314,739.0,-2467.0,1377.0,0,1377.0,26699.0,
06/30/2015,53855.0,8279.0,7400.0,879.0,4367.0,,,1623.0,126.0,1019.0,478.0,0,2608.0,,,,1320.0,16877.0,2517.0,7172.0,-4655.0,134.0,134.0,34327.0,33146.0,13209.0,19937.0,,1181,36978.0,,7222.0,,,,7222.0,4007,0,,,,4007.0,29.0,,179.0,0.0,11258.0,27116,27116,,,,9977.0,,,6059.0,3739.0,37093.0,48351.0,0,12438.0,17.0,12421.0,-5816,1256.0,-2374.0,5504.0,0,5504.0,53855.0,
09/30/2015,54832.0,9249.0,9223.0,26.0,4574.0,,,1841.0,138.0,1063.0,640.0,0,2248.0,,,,1056.0,17912.0,2546.0,7281.0,-4735.0,74.0,74.0,34300.0,33065.0,13243.0,19822.0,,1235,36920.0,,8028.0,,,,8028.0,768,760,,,,8.0,17.0,,6.0,0.0,8813.0,31359,31359,,,,9797.0,,,5996.0,3795.0,41156.0,49969.0,0,13022.0,17.0,13005.0,-7314,1654.0,-2499.0,4863.0,0,4863.0,54832.0,
12/31/2015,53050.0,8407.0,8399.0,8.0,4730.0,,,1719.0,169.0,1081.0,469.0,0,1458.0,9.0,,,1397.0,16314.0,2565.0,7334.0,-4769.0,145.0,145.0,34026.0,32877.0,13168.0,19709.0,214.0,926,36736.0,,8442.0,1597.0,,924.0,5921.0,2431,406,,,,2025.0,21.0,0.0,81.0,0.0,10894.0,29240,29240,,,,8971.0,0.0,1949.0,5276.0,1665.0,38211.0,49105.0,0,13097.0,17.0,13080.0,-8839,2248.0,-2561.0,3945.0,0,3945.0,53050.0,
03/31/2016,53720.0,8600.0,7556.0,1044.0,4753.0,,,1789.0,155.0,1082.0,552.0,0,1480.0,184.0,,,1429.0,16622.0,2597.0,7489.0,-4892.0,387.0,387.0,34114.0,32786.0,13274.0,19512.0,,1144,37098.0,,8132.0,,,,8132.0,2423,400,,,,2023.0,107.0,,2.0,0.0,10662.0,29490,29490,,,,8925.0,,,5412.0,3511.0,38415.0,49077.0,0,13311.0,18.0,13293.0,-8918,2673.0,-2423.0,4643.0,0,4643.0,53720.0,
06/30/2016,67211.0,8002.0,6327.0,1675.0,5048.0,,,1756.0,132.0,1068.0,556.0,0,1985.0,350.0,,,1945.0,16791.0,2618.0,7601.0,-4983.0,1400.0,1400.0,46402.0,44957.0,15507.0,29450.0,,1095,50420.0,,8711.0,,,,8711.0,517,494,,,,23.0,44.0,,11.0,0.0,9272.0,37328,37328,,,,14971.0,,,7180.0,7780.0,52299.0,61571.0,0,13064.0,18.0,13046.0,-8383,3349.0,-2390.0,5640.0,0,5640.0,67211.0,
09/30/2016,66626.0,7950.0,6218.0,1732.0,4999.0,,,1630.0,131.0,1184.0,315.0,0,1711.0,253.0,,,1659.0,16290.0,2638.0,7710.0,-5072.0,1378.0,1378.0,46320.0,44770.0,15657.0,29113.0,,1297,50336.0,,9047.0,,,,9047.0,26,0,,,,26.0,30.0,,2.0,0.0,9103.0,37284,37284,,,,13770.0,,,6124.0,7644.0,51054.0,60157.0,0,13558.0,18.0,13540.0,-8760,4011.0,-2340.0,6469.0,0,6469.0,66626.0,
12/31/2016,66099.0,6423.0,5100.0,1323.0,4758.0,,,1444.0,141.0,1080.0,223.0,0,3562.0,0.0,,,3337.0,16187.0,2604.0,7526.0,-4922.0,1783.0,1783.0,45525.0,44313.0,15416.0,28897.0,240.0,972,49912.0,,9008.0,1407.0,,1028.0,6573.0,402,377,0.0,0.0,,25.0,371.0,0.0,5.0,0.0,9781.0,36440,36440,0.0,0.0,,15242.0,0.0,2085.0,6890.0,6262.0,51682.0,61463.0,0,13696.0,18.0,13678.0,-10852,4378.0,-2586.0,4636.0,0,4636.0,66099.0,
03/31/2017,65664.0,6248.0,4740.0,1508.0,4677.0,4677.0,,1427.0,130.0,1024.0,273.0,0,3195.0,3.0,,,3103.0,15547.0,2612.0,7596.0,-4984.0,2123.0,2123.0,45382.0,44119.0,15490.0,28629.0,,1260,50117.0,,8364.0,,,,8364.0,425,400,,,,25.0,55.0,,365.0,0.0,8844.0,36526,36526,,,,15296.0,,,6797.0,8134.0,51822.0,60666.0,0,13907.0,18.0,13889.0,-11430,5063.0,-2542.0,4998.0,0,4998.0,65664.0,
06/30/2017,66994.0,7205.0,6088.0,1117.0,4859.0,4859.0,0.0,1582.0,143.0,1055.0,384.0,0,3316.0,0.0,,,3244.0,16962.0,2657.0,7786.0,-5129.0,2052.0,2052.0,45323.0,44018.0,15652.0,28366.0,,1305,50032.0,,8523.0,,,,8523.0,3420,400,,,,3020.0,316.0,,128.0,0.0,12259.0,33817,33817,,,,14909.0,,,6391.0,8390.0,48726.0,60985.0,0,14033.0,18.0,14015.0,-11427,5951.0,-2548.0,6009.0,0,6009.0,66994.0,
09/30/2017,68840.0,9554.0,8446.0,1108.0,4891.0,4891.0,0.0,1785.0,161.0,1271.0,353.0,0,2700.0,0.0,,,2647.0,18930.0,2697.0,7894.0,-5197.0,1971.0,1971.0,45242.0,43915.0,15748.0,28167.0,,1327,49910.0,,8911.0,,,,8911.0,3821,800,,,,3021.0,301.0,,197.0,0.0,13033.0,33974,33974,,,,15146.0,,,6147.0,8802.0,49120.0,62153.0,0,14172.0,18.0,14154.0,-11419,6547.0,-2613.0,6687.0,0,6687.0,68840.0,
12/31/2017,70786.0,9789.0,9303.0,486.0,5088.0,,,1605.0,173.0,822.0,610.0,0,4741.0,0.0,,,4718.0,21223.0,2803.0,8071.0,-5268.0,2090.0,2090.0,44670.0,43344.0,15785.0,27559.0,388.0,938,49563.0,,9804.0,1474.0,,1143.0,7187.0,6415,400,0.0,0.0,,6015.0,422.0,0.0,128.0,0.0,16641.0,30953,30953,0.0,0.0,,18095.0,0.0,2740.0,2490.0,12737.0,49048.0,65689.0,0,14288.0,18.0,14270.0,-11923,5459.0,-2727.0,5097.0,0,5097.0,70786.0,
03/31/2018,69342.0,9474.0,9007.0,467.0,5841.0,5841.0,,1738.0,193.0,913.0,632.0,0,3391.0,,,,3391.0,20444.0,2828.0,8231.0,-5403.0,2057.0,2057.0,44013.0,43110.0,15880.0,27230.0,,903,48898.0,,10677.0,,,,10677.0,6381,367,,,,6014.0,0.0,,,0.0,17058.0,30906,30906,,,,17825.0,,,2304.0,15521.0,48731.0,65789.0,0,14537.0,18.0,14519.0,-13331,4977.0,-2630.0,3553.0,0,3553.0,69342.0,
06/30/2018,61641.0,3743.0,3547.0,196.0,5793.0,5793.0,0.0,1580.0,191.0,924.0,465.0,0,2729.0,15.0,,,2601.0,13845.0,2787.0,8214.0,-5427.0,1505.0,1505.0,43504.0,42595.0,15692.0,26903.0,,894,47796.0,,10050.0,,,,10050.0,6530,3511,,,,3019.0,644.0,,40.0,0.0,17224.0,30579,30579,,,,17213.0,,,1670.0,15503.0,47792.0,65016.0,0,14614.0,18.0,14596.0,-20845,5495.0,-2639.0,-3375.0,0,-3375.0,61641.0,
09/30/2018,66164.0,8785.0,8015.0,770.0,5780.0,5780.0,0.0,1786.0,210.0,1054.0,522.0,0,2114.0,3.0,,,2002.0,18465.0,2950.0,8449.0,-5499.0,1463.0,1463.0,43286.0,42343.0,15718.0,26625.0,,940,47699.0,,10652.0,,,,10652.0,4021,3002,,,,1019.0,714.0,,9.0,0.0,15387.0,36487,36487,,,,17211.0,,,1490.0,15712.0,53698.0,69085.0,0,14698.0,18.0,14680.0,-21849,6789.0,-2559.0,-2921.0,0,-2921.0,66164.0,
12/31/2018,59352.0,8061.0,7289.0,772.0,5384.0,,,1605.0,270.0,862.0,473.0,0,1895.0,0.0,,,1763.0,16945.0,2883.0,8396.0,-5513.0,1420.0,1420.0,38104.0,36896.0,15663.0,21233.0,321.0,887,42407.0,,11439.0,1546.0,,1607.0,8286.0,5308,3699,0.0,0.0,,1609.0,492.0,0.0,0.0,0.0,17239.0,35002,35002,0.0,0.0,,15557.0,0.0,1840.0,1067.0,12650.0,50559.0,67798.0,0,14774.0,18.0,14756.0,-24108,3368.0,-2480.0,-8446.0,0,-8446.0,59352.0,
03/31/2019,56769.0,5228.0,4897.0,331.0,5680.0,5680.0,0.0,1702.0,239.0,880.0,583.0,0,1803.0,,,,1803.0,14413.0,3265.0,8775.0,-5510.0,1477.0,1477.0,37614.0,36452.0,15606.0,20846.0,,1162,42356.0,,11716.0,,,,11716.0,2188,499,120.0,10.0,110.0,1569.0,0.0,,,0.0,13904.0,35373,35043,330.0,23.0,307.0,15318.0,,,1116.0,14202.0,50691.0,64595.0,0,14958.0,18.0,14940.0,-24502,4234.0,-2516.0,-7826.0,0,-7826.0,56769.0,
06/30/2019,57142.0,5416.0,5172.0,244.0,5482.0,5482.0,0.0,1895.0,288.0,969.0,638.0,0,2307.0,,,,2307.0,15100.0,3259.0,8823.0,-5564.0,1473.0,1473.0,37310.0,36101.0,15642.0,20459.0,,1209,42042.0,,11189.0,,,,11189.0,5752,306,120.0,9.0,111.0,5326.0,0.0,,,0.0,16941.0,31909,31597,312.0,22.0,290.0,16858.0,,,1148.0,15710.0,48767.0,65708.0,0,15046.0,18.0,15028.0,-24505,3384.0,-2491.0,-8566.0,0,-8566.0,57142.0,
09/30/2019,59441.0,10648.0,10648.0,0.0,5529.0,5529.0,0.0,1929.0,360.0,1120.0,449.0,0,2060.0,,,,2060.0,20166.0,3251.0,8849.0,-5598.0,131.0,131.0,35893.0,34573.0,15537.0,19036.0,,1320,39275.0,,12110.0,,,,12110.0,5383,0,114.0,7.0,107.0,5269.0,0.0,,,0.0,17493.0,33394,33105,289.0,21.0,268.0,16780.0,,,1058.0,15722.0,50174.0,67667.0,0,15130.0,18.0,15112.0,-24501,3673.0,-2528.0,-8226.0,0,-8226.0,59441.0,
12/31/2019,89115.0,39924.0,39924.0,0.0,5428.0,,,1813.0,386.0,942.0,485.0,0,2354.0,31.0,,,2332.0,49519.0,3306.0,8532.0,-5226.0,93.0,93.0,36197.0,34253.0,15604.0,18649.0,395.0,1518,39596.0,,11647.0,1452.0,,1771.0,8424.0,3862,0,116.0,7.0,109.0,3746.0,76.0,0.0,0.0,0.0,15585.0,63226,62955,271.0,20.0,251.0,18476.0,0.0,2949.0,1130.0,14397.0,81702.0,97287.0,0,15211.0,18.0,15193.0,-24504,4717.0,-3596.0,-8172.0,0,-8172.0,89115.0,
03/31/2020,91199.0,41142.0,41142.0,0.0,6362.0,6362.0,0.0,1844.0,366.0,932.0,546.0,0,2410.0,,,,2410.0,51758.0,2961.0,8250.0,-5289.0,78.0,78.0,36402.0,33764.0,15561.0,18203.0,,2638,39441.0,,12709.0,,,,12709.0,3762,6,,,,3756.0,0.0,,,0.0,16471.0,63284,63284,,,,18859.0,,,959.0,17900.0,82143.0,98614.0,0,15419.0,18.0,15401.0,-25110,5973.0,-3697.0,-7415.0,0,-7415.0,91199.0,
06/30/2020,149530.0,6040.0,6017.0,23.0,8354.0,8354.0,0.0,4059.0,728.0,1363.0,1968.0,0,2803.0,,,,2803.0,21256.0,4908.0,10327.0,-5419.0,225.0,225.0,123141.0,119132.0,42669.0,76463.0,,4009,128274.0,,19275.0,,,,19275.0,5371,64,,,,5307.0,0.0,,,0.0,24646.0,82061,82061,,,,28091.0,,,4785.0,23306.0,110152.0,134798.0,0,16971.0,18.0,16953.0,-1958,3130.0,-3435.0,14708.0,24,14732.0,149530.0,
