Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1993,283.603943,-65.853004,217.750938,,-76.701988,,,,141.049011,0.589003,,1.243,,0.0,-1.832003,141.638014,-54.840008,86.797997,-2e-06,86.798008,0.0,86.797989,0.0,,86.797989,86.797989,212.684006,0.41,0.41,,212.684006,0.41,0.41,0.41,
03/31/1994,280.378998,-54.401001,225.977997,,-79.347,,,,146.630997,0.013,,,,0.0,-0.013,146.643997,-57.886002,88.758003,0.0,88.757995,0.0,88.758003,0.0,,88.758003,88.758003,210.360001,0.42,0.42,,210.360001,0.42,0.42,0.42,
06/30/1994,310.203003,-63.400002,246.803001,,-82.269997,,,,164.533005,-0.041,,,,0.0,0.041,164.492005,-65.005997,99.486,0.0,99.486008,0.0,99.486,0.0,,99.486,99.486,208.511002,0.48,0.48,,208.511002,0.48,0.48,0.48,
09/30/1994,310.365997,-63.983002,246.382996,,-80.587997,,,,165.794998,0.142,,,,0.0,-0.142,165.936998,-65.607002,100.330002,0.0,100.329996,0.0,100.330002,0.0,,100.330002,100.330002,207.785995,0.48,0.48,,207.785995,0.48,0.48,0.48,
12/31/1994,322.067993,-70.159996,251.907997,,-88.139,,,,163.769028,-0.206,,0.092,,0.0,0.114,163.563028,-64.611,98.951996,0.0,98.952028,0.0,98.951996,0.0,,98.951996,98.951996,203.421005,0.49,0.49,,203.421005,0.49,0.49,0.49,
03/31/1995,306.096985,-56.605999,249.490986,,-85.864998,,,,163.626007,-0.94,,0.94,,0.0,0.0,162.686007,-63.452999,99.233002,0.0,99.233008,0.0,99.233002,0.0,,99.233002,99.233002,201.218994,0.49,0.49,,201.218994,0.49,0.49,0.49,
06/30/1995,340.181,-67.292,272.889,,-91.681999,,,,181.207001,-1.057,,1.057,,0.0,0.0,180.150001,-70.279999,109.870003,0.0,109.870002,0.0,109.870003,0.0,,109.870003,109.870003,200.360001,0.55,0.55,,200.360001,0.55,0.55,0.55,
09/30/1995,334.268005,-66.902,267.366005,,-86.624001,,,,180.742004,-0.591,,0.591,,0.0,0.0,180.151004,-70.195999,109.955002,0.0,109.955005,0.0,109.955002,0.0,,109.955002,109.955002,198.578995,0.55,0.55,,198.578995,0.55,0.55,0.55,
12/31/1995,344.876007,-71.403,273.473007,,-91.279015,,,,182.19397,-0.591,,2.204,,0.0,-1.613,181.60297,-70.900986,110.702003,0.0,110.701984,0.0,110.702003,0.0,,110.702003,110.702003,196.871002,0.56,0.56,,196.871002,0.56,0.56,0.56,
03/31/1996,322.834991,-63.526001,259.30899,,-84.308998,,,,175.0,-1.332,,1.332,,0.0,0.0,173.668,-66.872002,106.795998,0.0,106.795998,0.0,106.795998,0.0,,106.795998,106.795998,190.707001,0.56,0.56,0.56,194.638,0.55,0.55,0.55,
06/30/1996,344.983002,-67.047997,277.935005,,-82.669998,,,,195.264999,-1.749,,1.749,,0.0,0.0,193.515999,-74.439003,119.077003,0.0,119.076996,0.0,119.077003,0.0,,119.077003,119.077003,189.011002,0.63,0.63,0.63,192.802994,0.62,0.62,0.62,
09/30/1996,359.484985,-69.891998,289.592987,,-89.411003,,,,200.182007,-1.509,,1.509,,0.0,0.0,198.673007,-75.015999,123.656998,0.0,123.657008,0.0,123.656998,0.0,,123.656998,123.656998,187.358994,0.66,0.66,0.66,191.395004,0.65,0.65,0.65,
12/31/1996,344.401978,-45.915001,298.486977,,-118.043991,,,,180.443008,-1.774,,2.695,,0.0,-0.921,178.669008,-64.200005,114.468994,0.0,114.469003,0.0,114.468994,0.0,,114.468994,114.468994,185.080002,0.62,0.62,0.62,187.024994,0.61,0.61,0.61,
03/31/1997,328.480011,-58.953999,269.526012,,-104.848,,,,164.677994,-2.467,,2.467,,0.0,0.0,162.210994,-61.005001,101.206001,0.0,101.205993,0.0,101.206001,0.0,,101.206001,101.206001,183.606995,0.55,0.55,0.57,185.781998,0.54,0.54,0.56,
06/30/1997,349.022003,-64.615997,284.406006,,-94.514999,,,,189.891006,-2.582,,2.582,,0.0,0.0,187.309006,-70.419998,116.889,0.0,116.889008,0.0,116.889,0.0,,116.889,116.889,183.619995,0.64,0.64,0.63,185.207001,0.63,0.63,0.62,
09/30/1997,353.06601,-67.057999,286.008011,,-101.366997,,,,184.641006,-1.495,,1.495,,0.0,0.0,183.146006,-68.924004,114.222,0.0,114.222003,0.0,114.222,0.0,,114.222,114.222,184.024994,0.62,0.62,0.63,185.572998,0.62,0.62,0.63,
12/31/1997,371.149994,-74.565002,296.584992,,-124.487,,,,172.098007,-7.450928,,,,0.0,7.450928,164.647079,-64.370003,106.820999,0.0,100.277076,0.0,106.820312,0.0,,106.820312,106.820312,184.460999,0.58,0.58,0.58,186.186996,0.57,0.57,0.57,
03/31/1998,334.247,-61.951,272.296,,-91.117,,,,181.179,-0.571,0.571,,,0.0,0.0,180.608,-68.631,111.977,0.0,111.977,0.0,111.977,0.0,,111.977,111.977,185.257,0.6,0.6,0.6,187.448,0.6,0.6,0.6,
06/30/1998,350.77,-62.485,288.285,,-95.93,,,,192.355,-0.154,0.154,,,0.0,0.0,192.201,-73.061,119.14,,119.14,0.0,119.14,0.0,,119.14,119.14,185.708,0.64,0.64,0.64,186.49,0.64,0.64,0.64,
09/30/1998,354.146,-62.4,291.746,,-96.648,,,,195.098,-5.13,-1.303,,,0.0,6.433,189.968,-72.215,117.753,0.0,117.753,0.0,117.753,0.0,,117.753,117.753,185.919,0.63,0.63,0.64,186.674,0.63,0.63,0.64,
12/31/1998,384.083,-70.319,313.764,,-150.118,,,,163.646,8.042,,,,0.0,-8.042,171.688,-65.279,106.409,0.0,106.409,0.0,106.409,0.0,0.0,106.409,106.409,185.288,0.58,0.58,0.7,186.905,0.57,0.57,0.68,
03/31/1999,344.353,-61.286,283.067,,-105.673,,,,177.394,-1.065,1.065,,,0.0,0.0,176.329,-67.869,108.46,0.0,108.46,0.0,108.46,0.0,,108.46,108.46,179.763,0.6,0.6,0.62,180.65,0.6,0.6,0.62,
06/30/1999,371.511,-63.168,308.343,,-105.176,,,,203.167,-3.184,3.184,,,0.0,0.0,199.983,-77.009,122.974,0.0,122.974,0.0,122.974,0.0,0.0,122.974,122.974,175.357,0.7,0.7,0.71,176.113,0.7,0.7,0.71,
09/30/1999,376.049,-67.487,308.562,,-109.712,,,,198.85,-4.03,4.03,,,0.0,0.0,194.82,-75.003,119.817,0.0,119.817,0.0,119.817,0.0,0.0,119.817,119.817,173.386,0.69,0.69,0.7,174.345,0.69,0.69,0.7,
12/31/1999,420.418,-84.417,336.001,,-138.934,,,,197.067,-5.256,,,,0.0,5.256,191.811,-73.769,118.042,0.0,118.042,0.0,118.042,0.0,0.0,118.042,118.042,169.044,0.7,0.7,0.71,169.477,0.7,0.7,0.71,
03/31/2000,359.899,-66.975,292.924,,-119.509,,,,173.415,-7.527,7.527,,,0.0,0.0,165.888,-63.924,101.964,0.0,101.964,0.0,101.964,0.0,0.0,101.964,101.964,164.961,0.62,0.62,0.62,165.123,0.62,0.62,0.62,
06/30/2000,383.445,-70.245,313.2,,-121.054,,,,192.146,-9.714,9.714,,,0.0,0.0,182.432,-70.185,112.247,0.0,112.247,0.0,112.247,0.0,0.0,112.247,112.247,162.238,0.69,0.69,0.69,162.277,0.69,0.69,0.69,
09/30/2000,380.991,-74.302,306.689,,-115.603,,,,191.086,-8.186,8.186,,,0.0,0.0,182.9,-70.402,112.498,0.0,112.498,0.0,112.498,0.0,0.0,112.498,112.498,162.624,0.69,0.69,0.69,162.966,0.69,0.69,0.69,
12/31/2000,423.3091,-118.557,304.7521,,-108.676,,,,196.076,-8.860998,,,,0.0,8.860998,187.215002,-72.03801,115.1781,0.0,115.176992,0.0,115.177,0.0,,115.177,115.177,162.908,0.71,0.71,0.71,163.665,0.7,0.7,0.7,
03/31/2001,367.987,-72.532,295.455,,-110.979,,,,184.476,-8.887,8.887,,,,0.0,175.589,-67.582,108.007,0.0,108.007,0.0,108.007,0.0,0.0,108.007,108.007,163.029,0.66,0.66,0.66,164.115,0.66,0.66,0.66,
06/30/2001,397.683,-76.313,321.37,,-114.824,,,,206.546,-8.627,8.627,,,0.0,0.0,197.919,-76.251,121.668,0.0,121.668,0.0,121.668,0.0,0.0,121.668,121.668,163.328,0.74,0.74,0.74,164.504,0.74,0.74,0.74,
09/30/2001,398.059,-80.748,317.311,,-107.484,,,,209.827,-7.82,7.82,,,0.0,0.0,202.007,-77.785,124.222,0.0,124.222,0.0,124.222,0.0,0.0,124.222,124.222,164.24,0.76,0.76,0.76,165.698,0.75,0.75,0.75,
12/31/2001,437.067,-82.711,354.356,,-122.177,,,,232.179,-8.426,,,,0.0,8.426,223.753,-86.048,137.705,0.0,137.705,0.0,137.705,0.0,0.0,137.705,137.705,166.366,0.83,0.83,0.83,168.372,0.82,0.82,0.82,
03/31/2002,365.422,-70.828,294.594,,-116.248,,,,178.346,-9.579,9.579,9.579,,0.0,0.0,168.767,-64.974,103.793,0.0,103.793,0.0,103.793,0.0,0.0,103.793,103.793,168.383,0.62,0.62,0.62,170.3,0.61,0.61,0.61,
06/30/2002,421.336,-80.466,340.87,,-108.859,,,,232.011,-9.486,9.486,9.486,,0.0,0.0,222.525,-85.679,136.846,0.0,136.846,0.0,136.846,0.0,0.0,136.846,136.846,169.123,0.81,0.81,0.81,171.373,0.8,0.8,0.8,
09/30/2002,439.878,-87.531,352.347,,-126.487,,,,225.86,-13.606,13.606,13.606,,0.0,0.0,212.254,-81.714,130.54,0.0,130.54,0.0,130.54,0.0,0.0,130.54,130.54,169.192,0.77,0.77,0.77,170.331,0.77,0.77,0.77,
12/31/2002,412.697,-82.708,329.989,,-103.919,,,,226.07,-1273.979,13.469,36.439,,0.0,1260.51,-1047.909,405.261,-642.648,0.0,-642.648,0.0,-642.648,0.0,0.0,-642.648,-642.648,168.441,-3.82,-3.82,0.79,168.441,-3.82,-3.82,0.79,
03/31/2003,407.484,-75.711,331.773,,-131.456,,,,200.317,-19.398,19.398,,,0.0,0.0,180.919,-69.66,111.259,0.416,110.843,0.0,110.843,0.0,0.0,110.843,110.843,167.729,0.66,0.66,0.67,168.589,0.66,0.66,0.67,
06/30/2003,425.181,-78.926,346.255,,-118.058,,,,228.197,-19.292,19.292,,,0.0,0.0,208.905,-79.243,129.662,0.676,128.986,0.0,128.986,0.0,0.0,128.986,128.986,166.787,0.77,0.78,0.78,167.92,0.77,0.77,0.77,
09/30/2003,423.545,-91.561,331.984,,-111.363,,,,220.621,-19.104,19.104,,,0.0,0.0,201.517,-76.967,124.55,0.501,124.049,0.0,124.049,0.0,0.0,124.049,124.049,166.142,0.75,0.75,0.75,167.363,0.74,0.74,0.74,
12/31/2003,431.819,-94.456001,337.362999,,-109.862999,,,,227.5,-299.111,,19.111,,0.0,280.0,-71.611,28.188999,-43.422001,1.667,-45.089001,0.0,-45.089001,0.0,0.0,-45.089001,-45.089001,165.660004,-0.27,-0.26,0.77,165.660004,-0.27,-0.26,0.77,
03/31/2004,422.028,-81.965,340.063,,-127.554,,,,212.509,-19.409,19.409,19.409,,0.0,0.0,193.1,-70.528,122.572,0.883,121.689,0.0,121.689,0.0,0.0,121.689,121.689,165.393,0.74,0.74,0.71,166.77,0.73,0.73,0.7,
06/30/2004,452.593,-86.597,365.996,,-123.155,,,,242.841,-19.548,19.548,19.548,,0.0,0.0,223.293,-69.394,153.899,6.006,147.893,0.0,147.893,0.0,0.0,147.893,147.893,165.313,0.89,0.93,0.83,166.569,0.89,0.92,0.82,
09/30/2004,449.489,-92.155,357.334,,-124.789,,,,232.545,-18.604,18.604,18.604,,0.0,0.0,213.941,-80.563,133.378,0.326,133.052,0.0,133.052,0.0,0.0,133.052,133.052,165.024,0.81,0.81,0.81,166.368,0.8,0.8,0.8,
12/31/2004,464.844,-102.64,362.204,,-138.072,,,,224.132,-25.741,,26.323,,0.0,-0.582,198.391,-79.053,128.203,0.0,119.338,0.0,128.203,0.0,0.0,128.203,128.203,164.929,0.78,0.78,0.78,166.785,0.77,0.77,0.77,
03/31/2005,429.04599,-88.922997,340.122993,,-135.807007,,,,204.315994,-16.391001,16.391001,16.391001,,,0.0,187.924994,-66.093002,121.832001,,121.831991,,121.832001,0.0,,121.832001,121.832001,164.766006,0.74,0.74,0.74,167.022003,0.73,0.73,0.73,
06/30/2005,467.326996,-97.237,370.089996,,-133.190994,,,,236.899002,-24.506001,11.977,11.977,,,12.529,212.393002,-75.867996,136.524994,,136.525005,,136.524994,0.0,,136.524994,136.524994,164.574997,0.83,0.83,0.85,166.194,0.82,0.82,0.84,
09/30/2005,444.211,-97.892,346.319,,-123.121,,,,223.198,-11.215,22.43,22.43,,,-11.215,211.983,-79.749,132.234,,132.234,,132.234,0.0,0.0,132.234,132.234,163.749,0.81,0.81,0.81,165.073,0.8,0.8,0.8,
12/31/2005,460.84,-108.618,352.222,,-126.678,,,,225.544,-1.628,1.628,12.186,,,8.6,215.316,-71.639,143.677,0.0,143.677,0.0,143.677,0.0,0.0,143.677,143.677,162.706,0.883047,0.883047,0.883047,163.699,0.87769,0.87769,0.882204,
03/31/2006,421.622009,-92.191002,329.431007,,-131.707993,,,,197.723007,-12.82,11.47,11.47,,0.0,1.35,184.903007,-68.989998,115.913002,0.0,115.913009,0.0,115.913002,0.0,0.0,115.913002,115.913002,161.602005,0.72,0.72,0.72,162.649002,0.71,0.71,0.71,
06/30/2006,459.388,-98.902,360.486,,-134.901993,,,,225.584,-10.793,10.793,10.793,,,0.0,214.790999,-80.136002,134.654999,,134.654998,,134.654999,0.0,,134.654999,134.654999,160.791,0.84,0.84,0.84,162.240005,0.83,0.83,0.83,
09/30/2006,445.665,-102.871,342.794,,-133.186,,,,209.608,-27.45,19.91,19.91,,0.0,7.54,182.158,-67.963,114.195,-3.89,118.085,0.0,118.085,0.0,0.0,118.085,118.085,160.44,0.74,0.71,0.77,162.187,0.73,0.71,0.77,
12/31/2006,471.119,-119.007,352.112,,-126.194,,,,225.918,-14.744,,15.311,,,-0.567,211.174,-73.971,137.203,0.0,137.203,0.0,137.203,0.0,0.0,137.203,137.203,160.275,0.86,0.86,0.87,162.062,0.85,0.85,0.86,
03/31/2007,434.492004,-103.126999,331.365005,,-133.059998,,,,198.304993,-30.052,19.15,19.15,,0.0,10.902,168.252993,-60.740002,107.513,0.0,107.512991,0.0,107.513,0.0,0.0,107.513,107.513,159.970001,0.67,0.67,0.75,161.578003,0.67,0.67,0.75,
06/30/2007,477.192,-112.787,364.405,0.0,-132.674,132.674,,0.0,231.731,-12.463,8.555,8.555,0.0,0.0,3.908,219.268,-79.072,140.196,0.0,140.196,-0.225,139.971,0.0,0.0,139.971,139.971,159.557,0.88,0.88,0.91,161.104,0.87,0.87,0.9,
09/30/2007,465.293,-112.15,353.143,0.0,-129.832,129.832,,0.0,223.311,-14.143,9.308,9.308,0.0,0.0,4.835,209.168,-75.484,133.684,0.0,133.684,-0.084,133.6,0.0,0.0,133.6,133.6,157.666,0.85,0.85,0.88,158.951,0.84,0.84,0.87,
12/31/2007,532.895,-155.604,377.291,0.0,-133.92,,133.92,0.0,243.371,-26.714,13.162,,,0.0,13.552,216.657,-77.468,139.189,0.0,139.189,,139.189,0.0,0.0,139.189,139.189,154.288,0.9,0.9,0.96,155.613,0.89,0.89,0.95,
03/31/2008,458.751007,-117.392998,341.358009,,-128.639999,,,,212.718002,-18.089,17.677,17.677,,0.0,0.412,194.629002,-69.294998,125.334,0.0,125.334004,0.0,125.334,0.0,0.0,125.334,125.334,149.078003,0.84,0.84,0.85,150.384995,0.83,0.83,0.84,
06/30/2008,490.823,-124.951,365.872,0.0,-125.4,125.4,,0.0,240.472,-21.585,18.854,18.854,0.0,0.0,2.731,218.887,-79.039,139.848,0.0,139.848,-0.188,139.66,0.0,0.0,139.66,139.66,147.298,0.95,0.95,0.96,148.577,0.94,0.94,0.95,
09/30/2008,462.217,-121.25,340.967,0.0,-123.347,123.347,,0.0,217.62,-32.431,18.493,18.493,0.0,0.0,13.938,185.189,-59.286,125.903,0.0,125.903,-0.581,125.322,0.0,0.0,125.322,125.322,147.212,0.85,0.85,0.92,148.653,0.84,0.84,0.91,
12/31/2008,529.0,,,,,,,,235.0,,,,,,,218.0,,140.0,,,,140.0,,,140.0,139.333,,0.95,0.95,0.934,,0.95,0.95,0.934,
03/31/2009,479.0,,,,,,,,214.5,,,,,,,195.0,,126.0,,,,126.0,,,126.0,126.0,,0.85,0.85,0.86,,0.85,0.85,0.86,
