Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2010,7918.58,1171.393,796.531,374.862,58.056,58.056,0.0,161.049,203.387,50.477,,,6.29,146.62,1593.885,3659.445,5069.056,-1409.611,16.7,16.7,2648.55,2522.241,0.0,2522.241,,126.309,6324.695,,521.788,174.77,0.0,0.0,347.018,21.996,0.0,,,,21.996,258.636,0.0,1.182,16.657,802.42,3757.287,3508.947,248.34,248.34,,817.297,0.0,0.0,0.0,0.0,643.058,173.057,4574.584,5377.004,0.0,1686.797,0.036,1686.761,-1.914,858.108,-1.415,2541.576,,2541.576,7918.58,
03/31/2011,8648.307,1658.951,1321.55,337.401,56.64,56.64,0.0,285.849,228.07,60.769,,,6.29,161.011,2229.51,3738.733,,,19.314,19.314,2660.75,2537.135,,2537.135,,123.615,6418.797,,609.16,609.16,,,,27.536,0.0,,,,27.536,267.028,,,9.363,903.724,4255.064,3996.364,258.7,258.7,,856.966,,,,,677.841,179.125,5112.03,6015.754,0.0,1720.379,0.036,1720.343,-4.37,914.486,2.058,2632.553,,2632.553,8648.307,
06/30/2011,9101.027,2155.948,1855.994,299.954,62.506,62.506,,140.048,209.8,64.982,,,6.29,138.528,2568.302,3856.869,,,8.035,8.035,2667.821,2538.36,,2538.36,,129.461,6532.725,,427.922,427.922,,,,32.416,0.0,,,,32.416,265.335,,1.457,11.366,725.673,4714.512,4450.112,264.4,264.4,,911.124,,,,,721.143,188.524,5625.636,6351.309,,1763.982,0.036,1763.946,-5.504,998.822,-7.582,2749.718,,2749.718,9101.027,
09/30/2011,9279.601,2140.742,1840.761,299.981,65.048,65.048,,147.002,197.026,66.763,,,6.29,123.973,2549.818,4009.265,,,6.319,6.319,2714.199,2538.6,,2538.6,,175.599,6729.783,,476.324,,,,476.324,32.86,0.0,,,,32.86,270.154,,11.815,11.372,779.338,4710.992,4710.992,,,,963.801,,,,,756.362,195.624,5674.793,6454.131,,1776.542,0.036,1776.506,-6.273,1068.148,-12.947,2825.47,,2825.47,9279.601,
12/31/2011,9482.931,2243.254,1943.282,299.972,78.023,78.023,0.0,239.648,182.668,55.712,,,7.214,119.742,2743.593,4017.999,5948.875,-1930.876,6.319,6.319,2715.02,2539.041,0.0,2539.041,,175.979,6739.338,,512.346,211.89,0.0,0.0,300.456,33.46,0.0,,,,33.46,270.917,0.0,9.371,13.568,816.723,4711.021,4437.924,273.097,273.097,,1027.587,0.0,0.0,0.0,0.0,817.106,201.11,5738.608,6555.331,0.0,1784.309,0.036,1784.273,-6.832,1159.418,-9.295,2927.6,0.0,2927.6,9482.931,
03/31/2012,9509.207,2216.149,1886.238,329.911,80.973,80.973,0.0,252.158,218.07,70.644,,,7.215,140.211,2767.35,4007.177,,,6.319,6.319,2728.361,2541.657,,2541.657,,186.704,6741.857,,452.025,452.025,,,,34.61,0.0,9.2,9.2,,25.41,291.398,,8.834,17.193,778.033,4726.077,4431.777,294.3,294.3,,1047.321,,,,,831.745,206.742,5773.398,6551.431,0.0,1795.622,0.036,1795.586,-8.719,1180.422,-9.549,2957.776,,2957.776,9509.207,
06/30/2012,9729.632,2348.554,1901.168,447.386,87.86,87.86,0.0,259.011,200.375,88.087,,,7.214,105.074,2895.8,4069.34,,,6.319,6.319,2758.173,2561.904,,2561.904,,196.269,6833.832,,431.919,431.919,,,,35.306,0.0,9.9,9.9,,25.406,274.653,,7.427,17.76,741.878,4726.434,4425.734,300.7,300.7,,1145.03,,,,,924.613,212.99,5871.464,6613.342,0.0,1804.959,0.036,1804.923,-9.34,1329.257,-8.586,3116.29,0.0,3116.29,9729.632,
09/30/2012,10071.909,2565.282,2057.339,507.943,95.263,95.263,0.0,312.632,211.645,80.04,,,7.666,123.939,3184.822,4197.399,,,1.679,1.679,2688.009,2562.315,,2562.315,,125.694,6887.087,,450.087,450.087,,,,36.112,0.0,10.7,10.7,,25.412,298.451,,5.496,52.514,784.65,4731.174,4419.674,311.5,311.5,,1233.638,,,,,1008.87,219.272,5964.812,6749.462,0.0,1815.351,0.036,1815.315,-10.204,1521.925,-4.625,3322.447,0.0,3322.447,10071.909,
12/31/2012,33622.0,394.0,394.0,0.0,2678.0,2678.0,0.0,457.0,2012.0,,144.0,,655.0,1251.0,5541.0,12807.0,30551.0,-17744.0,0.0,,15274.0,14629.0,0.0,14629.0,,501.0,28081.0,,3475.0,2161.0,464.0,0.0,850.0,0.0,0.0,0.0,0.0,,,2117.0,0.0,0.0,1827.0,5592.0,16116.0,16116.0,0.0,0.0,,5799.0,0.0,0.0,0.0,0.0,3618.0,2181.0,21915.0,27507.0,,29197.0,0.005353,29196.994647,0.0,-23123.0,41.0,6115.0,0.0,6115.0,33622.0,
03/31/2013,13662.546,2701.281,2701.281,0.0,87.81,87.81,0.0,254.871,3728.742,97.361,,,3.493,3627.888,6772.704,4177.5,,,1.679,1.679,2710.663,2564.495,,2564.495,,146.168,6889.842,,473.674,473.674,,,,2450.24,0.0,11.9,11.9,,2438.34,265.211,,,11.276,3189.125,5807.17,5494.57,312.6,312.6,,1274.31,,,,,1044.503,229.807,7081.48,10270.605,0.0,1839.907,0.037,1839.87,-13.381,1572.986,-7.571,3391.941,0.0,3391.941,13662.546,
06/30/2013,44734.0,2362.0,2362.0,0.0,3000.0,3000.0,0.0,819.0,1132.0,,,,501.0,631.0,7313.0,15185.0,33972.0,-18787.0,38.0,38.0,22198.0,21488.0,1683.0,19805.0,49.0,661.0,37421.0,,4305.0,4305.0,,,,210.0,193.0,,,,17.0,883.0,,,424.0,5398.0,19955.0,19955.0,,,,7022.0,,,,,4386.0,2636.0,26977.0,32375.0,0.0,35389.0,0.007274,35388.992726,0.0,-23032.0,2.0,12359.0,0.0,12359.0,44734.0,
09/30/2013,45767.0,2365.0,2365.0,0.0,3370.0,3370.0,0.0,761.0,1468.0,,,,773.0,695.0,7964.0,15370.0,34690.0,-19320.0,36.0,36.0,22397.0,21394.0,1683.0,19711.0,55.0,948.0,37803.0,,4324.0,4324.0,,,,195.0,178.0,,,,17.0,995.0,,,548.0,5514.0,20449.0,20449.0,,,,7389.0,,,,,4695.0,2694.0,27838.0,33352.0,0.0,35481.0,,,0.0,-23068.0,2.0,12415.0,0.0,12415.0,45767.0,
12/31/2013,49953.0,5891.0,5891.0,0.0,3619.0,3619.0,0.0,586.0,2132.0,,,,839.0,1293.0,12228.0,15349.0,34998.0,-19649.0,0.0,,22376.0,21009.0,1683.0,19326.0,,1367.0,37725.0,,4567.0,3560.0,,,1007.0,244.0,244.0,,,,,997.0,,,552.0,5808.0,22441.0,22441.0,,,,7459.0,0.0,0.0,0.0,0.0,4645.0,2814.0,29900.0,35708.0,0.0,37330.0,,,,-23088.0,3.0,14245.0,0.0,14245.0,49953.0,
03/31/2014,50169.0,5471.0,5471.0,0.0,3560.0,3560.0,0.0,676.0,3250.0,,,1362.0,923.0,965.0,12957.0,15427.0,35709.0,-20282.0,0.0,,21785.0,20189.0,1683.0,18506.0,,1596.0,37212.0,,4792.0,4792.0,,,,151.0,151.0,,,,,1167.0,,,708.0,6110.0,22435.0,22435.0,,,,7468.0,,,,,4614.0,2854.0,29903.0,36013.0,0.0,37395.0,,,0.0,-23239.0,0.0,14156.0,0.0,14156.0,50169.0,
06/30/2014,51664.0,3080.0,3080.0,0.0,3939.0,3939.0,0.0,791.0,2086.0,,,0.0,820.0,1266.0,9896.0,15537.0,36674.0,-21137.0,0.0,,26231.0,24551.0,1683.0,22868.0,,1680.0,41768.0,,5555.0,5555.0,,,,272.0,272.0,,,,,1304.0,,,857.0,7131.0,22471.0,22471.0,,,,7499.0,,,,,4757.0,2742.0,29970.0,37101.0,0.0,37411.0,0.008085,37410.991915,0.0,-22848.0,0.0,14563.0,0.0,14563.0,51664.0,
09/30/2014,55115.0,5787.0,5787.0,0.0,4433.0,4433.0,0.0,674.0,2401.0,,,,950.0,1451.0,13295.0,15798.0,37208.0,-21410.0,0.0,,26022.0,24328.0,1683.0,22645.0,,1694.0,41820.0,,6057.0,6057.0,,,,1168.0,1168.0,,,,,1380.0,,,928.0,8605.0,24394.0,24394.0,,,,7591.0,,,,,4744.0,2847.0,31985.0,40590.0,0.0,37466.0,,,0.0,-22942.0,1.0,14525.0,0.0,14525.0,55115.0,
12/31/2014,56653.0,5315.0,5315.0,0.0,1865.0,1865.0,0.0,1085.0,5719.0,,2.0,,988.0,4728.0,13984.0,16245.0,38036.0,-21791.0,0.0,,26424.0,24508.0,1683.0,22825.0,,1914.0,42669.0,,7364.0,5322.0,,349.0,1693.0,87.0,41.0,23.0,23.0,,23.0,1325.0,0.0,0.0,866.0,8776.0,24394.0,24007.0,387.0,387.0,,7820.0,0.0,0.0,0.0,0.0,4873.0,2947.0,32214.0,40990.0,0.0,38503.0,0.008089,38502.991911,0.0,-22841.0,1.0,15663.0,0.0,15663.0,56653.0,
03/31/2015,56558.0,3032.0,3032.0,0.0,1933.0,1933.0,0.0,1230.0,5440.0,,,0.0,1033.0,4407.0,11635.0,16483.0,,,0.0,,28440.0,26550.0,1683.0,24867.0,,1890.0,44923.0,,6793.0,6793.0,,,,467.0,467.0,,,,,1389.0,,,805.0,8649.0,24384.0,24384.0,,,,7875.0,,,,,4855.0,3020.0,32259.0,40908.0,0.0,38553.0,,,0.0,-22904.0,1.0,15650.0,0.0,15650.0,56558.0,
06/30/2015,57188.0,2642.0,2642.0,0.0,1827.0,1827.0,0.0,1135.0,6053.0,,,0.0,1479.0,4574.0,11657.0,16910.0,,,0.0,,28621.0,26690.0,1683.0,25007.0,,1931.0,45531.0,,6645.0,6645.0,,,,386.0,386.0,,,,,1233.0,,,659.0,8264.0,24512.0,24512.0,,,,8359.0,,,,,5306.0,3053.0,32871.0,41135.0,0.0002,38594.9998,,,0.0,-22543.0,1.0,16053.0,0.0,16053.0,57188.0,
09/30/2015,58473.0,2633.0,2633.0,0.0,1810.0,1810.0,0.0,1236.0,6977.0,,,,1658.0,5319.0,12656.0,18101.0,,,0.0,,27716.0,25991.0,1683.0,24308.0,,1725.0,45817.0,,7474.0,7474.0,,,,114.0,114.0,,,,,1255.0,,,606.0,8843.0,24570.0,24570.0,,,,8808.0,,,,,5566.0,3242.0,33378.0,42221.0,0.001,38657.999,0.008174,38657.990826,0.0,-22405.0,-1.0,16252.0,0.0,16252.0,58473.0,
12/31/2015,62413.0,7580.0,4582.0,2998.0,1788.0,1788.0,0.0,1295.0,4227.0,,0.0,,,4227.0,14890.0,20000.0,43192.0,-23192.0,0.0,,27523.0,26232.0,1683.0,24549.0,,1291.0,47523.0,,8084.0,6137.0,,371.0,1576.0,182.0,0.0,162.0,162.0,,20.0,1262.0,0.0,143.0,545.0,9528.0,28719.0,28055.0,664.0,664.0,,7609.0,0.0,0.0,0.0,0.0,4061.0,3405.0,36328.0,45856.0,0.001,38665.999,0.008198,38665.990802,0.0,-22108.0,-1.0,16557.0,0.0,16557.0,62413.0,
03/31/2016,63063.0,6572.0,3647.0,2925.0,1880.0,1880.0,0.0,1443.0,3449.0,,,,,3449.0,13344.0,20625.0,,,0.0,,29094.0,27719.0,1683.0,26036.0,,1375.0,49719.0,,7431.0,,,,7431.0,365.0,11.0,,,,354.0,1573.0,,,678.0,9369.0,28745.0,28745.0,,,,7845.0,,,,,4285.0,3560.0,36590.0,45959.0,0.001,38699.999,0.008235,38699.990765,-1.0,-21591.0,-4.0,17104.0,0.0,17104.0,63063.0,
06/30/2016,63968.0,5538.0,5538.0,0.0,1866.0,1866.0,0.0,1388.0,5488.0,,,0.0,0.0,5488.0,14280.0,20570.0,,,0.0,,29118.0,27705.0,1683.0,26022.0,,1413.0,49688.0,,6985.0,,,,6985.0,258.0,0.0,,,,258.0,1509.0,,,573.0,8752.0,29808.0,29808.0,,,,8013.0,,,,,4427.0,3586.0,37821.0,46573.0,0.001,38762.999,,,-1.0,-21366.0,-1.0,17395.0,0.0,17395.0,63968.0,
09/30/2016,64272.0,5352.0,5352.0,0.0,1885.0,1885.0,0.0,1039.0,5254.0,,,,,5254.0,13530.0,20574.0,,,0.0,,30168.0,28704.0,1683.0,27021.0,,1464.0,50742.0,,6146.0,,,,6146.0,325.0,325.0,,,,,1648.0,,,668.0,8119.0,30054.0,30054.0,,,,8246.0,,,,,4648.0,3598.0,38300.0,46419.0,0.001,38852.999,0.008254,38852.990746,-1.0,-21000.0,1.0,17853.0,0.0,17853.0,64272.0,
12/31/2016,65891.0,5500.0,5500.0,0.0,1896.0,1896.0,0.0,1111.0,5710.0,,0.0,,,5710.0,14217.0,20943.0,45722.0,-24779.0,0.0,,30731.0,29073.0,1683.0,27390.0,,1658.0,51674.0,,7152.0,5163.0,,423.0,1566.0,354.0,0.0,334.0,334.0,,20.0,1516.0,0.0,118.0,530.0,9022.0,30053.0,28962.0,1091.0,1091.0,,8580.0,0.0,0.0,0.0,0.0,4938.0,3524.0,38633.0,47655.0,0.001,38845.999,0.008278,38845.990722,-1.0,-20610.0,1.0,18236.0,0.0,18236.0,65891.0,
03/31/2017,68048.0,7501.0,7501.0,0.0,1851.0,1851.0,0.0,1021.0,5526.0,,,,,5526.0,15899.0,21235.0,,,0.0,,30914.0,29171.0,1683.0,27488.0,,1743.0,52149.0,,6160.0,,,,6160.0,7542.0,0.0,,,,7542.0,1583.0,,,649.0,15285.0,25319.0,25319.0,,,,8481.0,,,,,4842.0,3639.0,33800.0,49085.0,0.001,38876.999,0.008323,38876.990677,-4.0,-19912.0,2.0,18963.0,0.0,18963.0,68048.0,
06/30/2017,67159.0,181.0,181.0,0.0,1719.0,1719.0,0.0,1208.0,3672.0,,,,,3672.0,6780.0,21423.0,,,0.0,,38956.0,37039.0,1683.0,35356.0,,1917.0,60379.0,,6225.0,,,,6225.0,1202.0,680.0,,,,522.0,1401.0,,,550.0,8828.0,29898.0,28098.0,1800.0,1800.0,,8819.0,,,,,5188.0,3631.0,38717.0,47545.0,0.001,38945.999,0.008325,38945.990675,-4.0,-19331.0,3.0,19614.0,0.0,19614.0,67159.0,
09/30/2017,67923.0,739.0,739.0,0.0,1734.0,1734.0,0.0,999.0,3977.0,,,,,3977.0,7449.0,21570.0,,,0.0,,38904.0,36946.0,1683.0,35263.0,,1958.0,60474.0,,6071.0,,,,6071.0,558.0,0.0,,,,558.0,1474.0,,,684.0,8103.0,30348.0,28548.0,1800.0,1800.0,,9195.0,,,,,5535.0,3660.0,39543.0,47646.0,0.001,39057.999,0.008334,39057.990666,-4.0,-18781.0,4.0,20277.0,0.0,20277.0,67923.0,
12/31/2017,70563.0,1219.0,1219.0,0.0,1915.0,1915.0,0.0,1566.0,4215.0,,0.0,,,4215.0,8915.0,22196.0,49497.0,-27301.0,0.0,,39452.0,37266.0,1683.0,35583.0,,2186.0,61648.0,,8528.0,6182.0,,253.0,2093.0,1612.0,999.0,613.0,613.0,,0.0,1375.0,0.0,66.0,596.0,11515.0,29297.0,28086.0,1211.0,1211.0,,7192.0,0.0,0.0,0.0,0.0,3537.0,3589.0,36489.0,48004.0,0.0,38629.0,0.008609,38628.991391,-4.0,-16074.0,8.0,22559.0,0.0,22559.0,70563.0,
03/31/2018,72004.0,2527.0,2527.0,0.0,1689.0,1689.0,0.0,1311.0,4082.0,,,,,4082.0,9609.0,22308.0,,,0.0,,40087.0,37696.0,1901.0,35795.0,,2391.0,62395.0,,7157.0,,,,7157.0,3765.0,0.0,,,,3765.0,1435.0,,,644.0,12357.0,29295.0,29295.0,,,,7476.0,,,,,3813.0,3663.0,36771.0,49128.0,0.001,38056.999,0.008546,38056.990454,-7.0,-15179.0,5.0,22876.0,0.0,22876.0,72004.0,
06/30/2018,69692.0,215.0,215.0,0.0,1630.0,1630.0,0.0,998.0,4248.0,,,,,4248.0,7091.0,22375.0,,,0.0,,40226.0,37693.0,1901.0,35792.0,,2533.0,62601.0,,6686.0,,,,6686.0,1324.0,0.0,,,,1324.0,1271.0,,20.0,549.0,9281.0,29220.0,29220.0,,,,7801.0,,,,,4087.0,3694.0,37021.0,46302.0,0.0,37786.0,0.008487,37785.991513,-7.0,-14389.0,0.0,23390.0,0.0,23390.0,69692.0,
09/30/2018,70182.0,329.0,329.0,0.0,1652.0,1652.0,0.0,958.0,4347.0,,,,,4347.0,7286.0,22502.0,,,0.0,,40394.0,37683.0,1901.0,35782.0,,2711.0,62896.0,,6500.0,6500.0,,,,783.0,0.0,,,,783.0,1289.0,,,593.0,8572.0,29139.0,27339.0,1800.0,1800.0,,8116.0,,,,,4370.0,3746.0,37255.0,45827.0,0.0,37956.0,0.008499,37955.991501,-7.0,-13594.0,0.0,24355.0,0.0,24355.0,70182.0,
12/31/2018,72468.0,1203.0,1203.0,0.0,1769.0,1769.0,0.0,1084.0,4225.0,,0.0,,,4225.0,8281.0,23359.0,54656.0,-31297.0,0.0,,40828.0,37658.0,1901.0,35757.0,,3170.0,64187.0,,7741.0,5487.0,,227.0,2027.0,841.0,0.0,841.0,841.0,,0.0,1685.0,0.0,9.0,987.0,10267.0,29263.0,28089.0,1174.0,1174.0,,8220.0,0.0,0.0,0.0,0.0,4472.0,3739.0,37483.0,47750.0,0.0,38010.0,0.008517,38009.991483,-6.0,-12954.0,-332.0,24718.0,0.0,24718.0,72468.0,
03/31/2019,83073.0,1439.0,1439.0,0.0,1749.0,1749.0,0.0,1261.0,4296.0,,,,,4296.0,8745.0,33312.0,,,0.0,,41016.0,37693.0,1901.0,35792.0,,3323.0,74328.0,,7330.0,,,,7330.0,3961.0,0.0,3113.0,911.0,2202.0,848.0,2036.0,,,1371.0,13327.0,37744.0,27181.0,10563.0,1224.0,9339.0,5821.0,,,,,4925.0,896.0,43565.0,56892.0,0.0,38100.0,0.008559,38099.991441,-5.0,-11393.0,-521.0,26181.0,0.0,26181.0,83073.0,
