Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2002,619921.0,22444.0,47827.0,,,114796.0,,,,,157647.0,,,173563.0,,,,,,0.0,331210.0,-6869.0,324341.0,6748.0,,12206.0,10950.0,1256.0,,,0.0,91559.0,,110086.0,257114.0,,,0.0,367200.0,95795.0,,,,,,,65566.0,,,,,,,,,,43191.0,571752.0,62.0,3949.0,,,0.0,44245.0,-87.0,48169.0,0.0,48169.0,619921.0,
06/30/2002,638448.0,21309.0,41756.0,,,121820.0,,,,,151061.0,,,189333.0,,,,,,0.0,340394.0,-6873.0,333521.0,6755.0,,12134.0,10950.0,1184.0,,,0.0,101153.0,,102913.0,257856.0,,,0.0,360769.0,115402.0,,,,,,,64711.0,,,,,,,,,,49802.0,590684.0,60.0,1499.0,,,0.0,45546.0,659.0,47764.0,0.0,47764.0,638448.0,
09/30/2002,660008.0,24469.0,46768.0,,,113650.0,,,,,147071.0,,,194020.0,,,,,,0.0,341091.0,-6861.0,334230.0,6758.0,,12516.0,11389.0,1127.0,,,,121617.0,,118775.0,258640.0,,,0.0,377415.0,122275.0,,,,,,,65985.0,,,,,,,,,,46094.0,611769.0,60.0,674.0,,,0.0,46870.0,635.0,48239.0,0.0,48239.0,660008.0,
12/31/2002,660951.0,24973.0,51691.0,,,98834.0,,,,,145170.0,,,197585.0,,,,,,0.0,342755.0,-6358.0,336397.0,6717.0,,12484.0,11389.0,1095.0,,,,129855.0,,124359.0,98538.0,,98538.0,0.0,222897.0,90313.0,,,,,,,67176.0,,,,,,,,,,66685.0,447071.0,58.0,496.0,,,0.0,48517.0,1248.0,50319.0,0.0,50319.0,497390.0,
03/31/2003,679765.0,25069.0,55332.0,,,106762.0,,,,,141738.0,,,201674.0,,,,,,0.0,343412.0,-6853.0,336559.0,6643.0,,12461.0,11396.0,1065.0,,,0.0,136939.0,,123458.0,271718.0,,,0.0,395176.0,126283.0,,,,,,,69473.0,,,,,,,,,,38781.0,629713.0,57.0,127.0,,,0.0,49978.0,-110.0,50052.0,,50052.0,679765.0,
06/30/2003,769179.0,25220.0,71104.0,,,181476.0,,,,,134758.0,,,225547.0,,,,,,0.0,360305.0,-6841.0,353464.0,5899.0,,12436.0,11426.0,1010.0,,,0.0,119580.0,,135057.0,286878.0,,,0.0,421935.0,176113.0,,,,,,,67737.0,,,,,,,,,,52378.0,718163.0,56.0,15.0,,,0.0,51374.0,-429.0,51016.0,0.0,51016.0,769179.0,
09/30/2003,737088.0,22142.0,74610.0,,,93414.0,,,,,131649.0,,,241449.0,,,,,,0.0,373098.0,-6716.0,366382.0,5956.0,,12422.0,11456.0,966.0,,,,162162.0,,125319.0,283191.0,,,0.0,408510.0,151258.0,,,,,,,66462.0,,,,,,,,,,60413.0,686643.0,55.0,15.0,,,0.0,52320.0,-1945.0,50445.0,0.0,50445.0,737088.0,
12/31/2003,719483.0,27084.0,84543.0,,,106167.0,,,,,131304.0,,,240159.0,,,,,,,371463.0,-6163.0,365300.0,6036.0,,12363.0,11455.0,908.0,,,,117990.0,,121530.0,292583.0,182079.0,110504.0,,414113.0,113026.0,,,,,,,75343.0,,,,,,,,,,,,54.0,29.0,,,0.0,50198.0,-2301.0,47980.0,,47980.0,,
03/31/2004,816012.0,22296.0,81618.0,,,178304.0,,,,,130523.0,,,245445.0,,,,,,0.0,375968.0,-6080.0,369888.0,6076.0,,12322.0,11468.0,854.0,,,0.0,145508.0,,124434.0,311158.0,,,0.0,435592.0,207457.0,,,,,,,81231.0,,,,,,,,,,42956.0,767236.0,53.0,14.0,,,0.0,51823.0,-3114.0,48776.0,0.0,48776.0,816012.0,
06/30/2004,1037202.0,31789.0,91855.0,,,220384.0,,,,,190907.0,,,307574.0,,,,,,0.0,498481.0,-8767.0,489714.0,7797.0,,9473.0,44672.0,-35199.0,,,0.0,186190.0,,159560.0,415853.0,,,0.0,575413.0,218448.0,,,,,,,98319.0,,,,,,,,,,49201.0,941381.0,322.0,45654.0,,,0.0,54045.0,-4200.0,95821.0,0.0,95821.0,1037202.0,
09/30/2004,1088996.0,29252.0,115591.0,,,231536.0,,,,,191897.0,,,319742.0,,,,,,0.0,511639.0,-8723.0,502916.0,7884.0,,48435.0,44709.0,3726.0,,,0.0,153382.0,,161038.0,430220.0,,,0.0,591258.0,251251.0,,,,,,,100586.0,,,,,,,,,,47890.0,990985.0,271.0,44756.0,,,0.0,55979.0,-2995.0,98011.0,0.0,98011.0,1088996.0,
12/31/2004,1110432.0,28936.0,103721.0,,,288660.0,,,,,193930.0,,,327883.0,,,,,,,521813.0,-8626.0,513187.0,7517.0,,49149.0,45262.0,3887.0,,,,119262.0,,169899.0,448671.0,248501.0,200170.0,,618570.0,244504.0,,,,,,,87605.0,,,,,,,,,,,,271.0,44236.0,,,0.0,58773.0,-3045.0,100235.0,,100235.0,,
03/31/2005,1212239.0,28698.0,150619.0,,,343910.0,,,,,196724.0,,,332742.0,,,,,,0.0,529466.0,-8313.0,521153.0,7531.0,,49057.0,45378.0,3679.0,,,0.0,111271.0,,171818.0,270392.0,270392.0,,0.0,629987.0,334526.0,,,,,,,98763.0,,,,,,,,,,50444.0,1113720.0,271.0,43589.0,,,0.0,60843.0,-6184.0,98519.0,0.0,98519.0,1212239.0,
06/30/2005,1246330.0,33935.0,158969.0,,,360244.0,,,,,198583.0,,,330835.0,,,,,,0.0,529418.0,-8319.0,521099.0,7602.0,,48853.0,45381.0,3472.0,,,0.0,115628.0,,181529.0,721105.0,267217.0,453888.0,0.0,635417.0,363379.0,,,,,,,96894.0,,,,,,,,,,,,271.0,42507.0,,,0.0,63328.0,-5566.0,100540.0,0.0,100540.0,,
09/30/2005,1252259.0,32771.0,146645.0,,,348741.0,,,,,205646.0,,,348957.0,,,,,,0.0,554603.0,-8326.0,546277.0,7659.0,,52010.0,45298.0,6712.0,,,0.0,118156.0,,181740.0,444737.0,260194.0,184543.0,0.0,626477.0,375952.0,,,,,,,99885.0,,,,,,,,,,48687.0,1151001.0,271.0,42548.0,,,0.0,65439.0,-7000.0,101258.0,0.0,101258.0,1252259.0,
12/31/2005,1291803.0,36999.0,162585.0,,,353310.0,,,,,218334.0,,,355457.0,,,,,,,573791.0,-8045.0,565746.0,7786.0,,48548.0,45354.0,3194.0,,,,116829.0,,186736.0,447934.0,264324.0,183610.0,,634670.0,419002.0,,,,,,,89660.0,,,,,,,,,,,,271.0,41693.0,,,0.0,67552.0,-7983.0,101533.0,,101533.0,,
03/31/2006,1375080.0,32575.0,148238.0,,,355254.0,,,,,235603.0,,,383922.0,,,,,,0.0,619525.0,-9067.0,610458.0,9267.0,,76952.0,66271.0,10681.0,,,0.0,142336.0,,186232.0,496217.0,,,0.0,682449.0,387408.0,,,,,,,123178.0,,,,,,,,,,52619.0,1245654.0,271.0,68705.0,,,0.0,70204.0,-9754.0,129426.0,0.0,129426.0,1375080.0,
06/30/2006,1445193.0,34545.0,151297.0,,,370554.0,,,,,234601.0,,,433352.0,,,,,,0.0,667953.0,-9080.0,658873.0,9334.0,,76433.0,66095.0,10338.0,,,0.0,144157.0,,183974.0,492891.0,,,0.0,676865.0,453480.0,,,,,,,129056.0,,,,,,,,,,57951.0,1317352.0,271.0,65822.0,,,0.0,73393.0,-11645.0,127841.0,0.0,127841.0,1445193.0,
09/30/2006,1449211.0,31239.0,147601.0,,,336363.0,,,,,235134.0,,,434015.0,,,,,,0.0,669149.0,-8872.0,660277.0,9205.0,,75576.0,65818.0,9758.0,,,0.0,188950.0,,173911.0,491994.0,,,0.0,665905.0,458082.0,,,,,,,137739.0,,,,,,,,,,53888.0,1315614.0,826.0,63929.0,,,0.0,76271.0,-7429.0,133597.0,0.0,133597.0,1449211.0,
12/31/2006,1459737.0,36429.0,149430.0,,,345898.0,,,,,240785.0,,,465705.0,,,,,,,706490.0,-9016.0,697474.0,9255.0,,75084.0,65662.0,9422.0,,,0.0,146167.0,,184808.0,508689.0,248558.0,260131.0,,693497.0,443691.0,,,,,,,128806.0,,,,,,,,,,58471.0,1324465.0,2851.0,61574.0,,,0.0,79024.0,-8177.0,135272.0,0.0,135272.0,1459737.0,
03/31/2007,1502157.0,31549.0,150683.0,,,330825.0,,,,,240830.0,,,482803.0,,,,,,,723633.0,-8732.0,714901.0,9271.0,,74913.0,65696.0,9217.0,,,,190015.0,,177428.0,515373.0,,,,692801.0,468546.0,,,,,,,152562.0,,,,,,,,,,,,2851.0,60536.0,,,,79996.0,-8527.0,134856.0,,134856.0,,
06/30/2007,1534359.0,35499.0,144809.0,,,355731.0,,,,,248984.0,,,509651.0,,,,,,0.0,758635.0,-9060.0,749575.0,9482.0,,74565.0,65845.0,8720.0,,,0.0,164698.0,,175579.0,523830.0,,,0.0,699409.0,455676.0,,,,,,,169317.0,,,,,,,,,,74206.0,1398608.0,2851.0,60349.0,,,0.0,83223.0,-10672.0,135751.0,0.0,135751.0,1534359.0,
09/30/2007,1578763.0,34956.0,143979.0,,,356661.0,,,,,270832.0,,,522705.0,,,,,,,793537.0,-9535.0,784002.0,9762.0,,77068.0,67433.0,9635.0,,,0.0,172335.0,,169293.0,529929.0,,,0.0,699222.0,487603.0,,,,,,,136552.0,,,,,,,,,,116876.0,1440253.0,3401.0,60276.0,,,0.0,84027.0,-9194.0,138510.0,0.0,138510.0,1578763.0,
12/31/2007,1715746.0,42531.0,141325.0,,,376120.0,,,,,325143.0,,,551201.0,,,,,,,876344.0,-11588.0,864756.0,11240.0,,87826.0,77530.0,10296.0,,,,191948.0,,192227.0,612950.0,281067.0,331883.0,,805177.0,520301.0,,,,,,,167073.0,,,,,,,,,,76392.0,1568943.0,4409.0,60328.0,,,0.0,81393.0,673.0,146803.0,,146803.0,1715746.0,
03/31/2008,1736502.0,40512.0,129096.0,,,388693.0,,,,,329241.0,,,544629.0,,,,,,,873870.0,-14891.0,858979.0,11297.0,,87693.0,77872.0,9821.0,,,,220232.0,,197122.0,599947.0,,,,797069.0,486626.0,,,,,,,202800.0,,,,,,,,,,,,17306.0,61080.0,,,0.0,79554.0,-1631.0,156309.0,,156309.0,,
06/30/2008,1716875.0,39127.0,114719.0,,,417696.0,,,,,346175.0,,,524289.0,,,,,,0.0,870464.0,-17130.0,853334.0,11627.0,,87363.0,77760.0,9603.0,,,0.0,193009.0,,203019.0,581745.0,,,0.0,784764.0,486682.0,,,,,,,206605.0,,,,,,,,,,76133.0,1554184.0,24151.0,61109.0,,,0.0,79920.0,-2489.0,162691.0,0.0,162691.0,1716875.0,
09/30/2008,1831177.0,39341.0,98747.0,,,433536.0,,,,,343789.0,,,598887.0,,,,,,27414.0,970090.0,-20346.0,949744.0,13000.0,,90923.0,81756.0,9167.0,,,0.0,205886.0,,204549.0,669502.0,,,0.0,874051.0,439770.0,,,,,,,257710.0,,,,,,,,,,98607.0,1670138.0,24151.0,65361.0,,,0.0,77695.0,-6168.0,161039.0,0.0,161039.0,1831177.0,
12/31/2008,1817943.0,32857.0,92048.0,,,437111.0,,,,,342767.0,,,588679.0,,,,,,31454.0,962900.0,-23071.0,939829.0,13161.0,,90469.0,81934.0,8535.0,,,0.0,212468.0,,217998.0,664999.0,313458.0,351541.0,0.0,882997.0,464823.0,,,,,,,225410.0,,,,,,,,,,67661.0,1640891.0,37701.0,76766.0,,,0.0,73823.0,-11238.0,177052.0,0.0,177052.0,1817943.0,
03/31/2009,2321963.0,173460.0,177177.0,153230.0,23947.0,465769.0,203131.0,254194.0,8444.0,0.0,367827.0,97286.0,270541.0,609181.0,67960.0,157645.0,280583.0,,102993.0,40214.0,1017222.0,-29048.0,988174.0,15549.0,15549.0,100613.0,86910.0,13703.0,,137311.0,0.0,263910.0,,238035.0,715473.0,,,0.0,953508.0,485543.0,,,,,,485543.0,440751.0,,,,440751.0,,,,,76582.0,126030.0,2082414.0,73277.0,100864.0,64.0095,100799.9905,0.0,76877.0,-11469.0,239549.0,0.0,239549.0,2321963.0,
06/30/2009,2254394.0,140366.0,210395.0,184685.0,25710.0,466709.0,199471.0,257519.0,9719.0,0.0,351812.0,97468.0,254344.0,590436.0,69377.0,155058.0,263457.0,,102544.0,50994.0,993242.0,-33785.0,959457.0,15667.0,15667.0,99491.0,86246.0,13245.0,,101707.0,0.0,260602.0,,253317.0,717425.0,,,0.0,970742.0,413259.0,,,,,,413259.0,447187.0,,,,447187.0,,,,,51300.0,116754.0,1999242.0,58660.0,128717.0,86.514591,128630.485409,0.0,79210.0,-11435.0,255152.0,0.0,255152.0,2254394.0,
09/30/2009,2251043.0,152412.0,210753.0,187761.0,22992.0,461583.0,204838.0,247200.0,9545.0,0.0,336010.0,94572.0,241438.0,578256.0,70206.0,152039.0,254381.0,,101630.0,40124.0,954390.0,-35832.0,918558.0,15373.0,15373.0,98724.0,86009.0,12715.0,,94855.0,0.0,298785.0,,251618.0,723281.0,,,0.0,974899.0,383530.0,,,,,,383530.0,456288.0,,,,456288.0,,,,,52624.0,126019.0,1993360.0,58840.0,128823.0,86.503141,128736.496859,0.0,76881.0,-6861.0,257683.0,0.0,257683.0,2251043.0,
12/31/2009,2230232.0,121339.0,214135.0,189933.0,24202.0,493647.0,182206.0,301601.0,9840.0,0.0,322564.0,91646.0,230918.0,577564.0,71109.0,149126.0,256983.0,10800.0,89546.0,43874.0,944002.0,-37200.0,906802.0,15500.0,15500.0,98340.0,86314.0,12026.0,46071.0,87622.0,0.0,246776.0,,275104.0,716507.0,441751.0,274756.0,0.0,991611.0,489285.0,,0.0,0.0,,99144.0,390141.0,339377.0,0.0,0.0,,339377.0,2096.0,589.0,1507.0,18792.0,50661.0,106966.0,1998788.0,37208.0,128734.0,86.502439,128647.497561,0.0,71233.0,-5731.0,231444.0,0.0,231444.0,2230232.0,
03/31/2010,2338700.0,144794.0,217294.0,197038.0,20256.0,522378.0,206018.0,316020.0,340.0,0.0,314968.0,88114.0,226854.0,661074.0,149555.0,149907.0,259218.0,11100.0,91294.0,35386.0,1011428.0,-46835.0,964593.0,15147.0,15147.0,97853.0,86305.0,11548.0,,77577.0,0.0,299064.0,,261084.0,715018.0,,,0.0,976102.0,536535.0,,,,,97996.0,438539.0,413657.0,,,,413657.0,,,,,46927.0,135656.0,2108877.0,17964.0,149048.0,100.320012,148947.679988,0.0,67811.0,-5000.0,229823.0,0.0,229823.0,2338700.0,
06/30/2010,2363878.0,151034.0,268385.0,247667.0,20718.0,512576.0,197376.0,314765.0,435.0,0.0,306244.0,82979.0,223265.0,649933.0,143130.0,146274.0,259282.0,10300.0,90947.0,38046.0,994223.0,-45255.0,948968.0,14536.0,14536.0,96597.0,85801.0,10796.0,,83331.0,0.0,288451.0,,264779.0,709688.0,,,0.0,974467.0,542207.0,,,,,71656.0,470551.0,418427.0,,,,418427.0,,,,,62789.0,132814.0,2130704.0,17993.0,149175.0,100.330167,149074.669833,0.0,70497.0,-4491.0,233174.0,0.0,233174.0,2363878.0,
09/30/2010,2339660.0,131116.0,290764.0,271818.0,18946.0,530557.0,207695.0,322424.0,438.0,0.0,299495.0,74140.0,225355.0,634415.0,140871.0,141558.0,256583.0,7000.0,88403.0,33276.0,967186.0,-43581.0,923605.0,14320.0,14320.0,86004.0,75602.0,10402.0,,84684.0,0.0,278610.0,,271969.0,705353.0,,,0.0,977322.0,451433.0,,,,,,451433.0,478858.0,,,,478858.0,,,,,61656.0,139896.0,2109165.0,18104.0,149563.0,100.33705,149462.66295,0.0,62515.0,313.0,230495.0,0.0,230495.0,2339660.0,
12/31/2010,2264909.0,108427.0,236049.0,209616.0,26433.0,532725.0,194671.0,337627.0,427.0,0.0,296990.0,71335.0,225655.0,643450.0,141250.0,137981.0,271081.0,6800.0,86338.0,35058.0,975498.0,-41885.0,933613.0,14306.0,14306.0,83784.0,73861.0,9923.0,47724.0,73000.0,0.0,235281.0,,291301.0,719129.0,511371.0,207758.0,0.0,1010430.0,466557.0,,0.0,0.0,,89251.0,377306.0,359180.0,0.0,0.0,,359180.0,1985.0,389.0,1596.0,20651.0,55914.0,121944.0,2036661.0,16562.0,150905.0,100.851548,150804.148452,0.0,60849.0,-68.0,228248.0,0.0,228248.0,2264909.0,
03/31/2011,2274532.0,97542.0,257763.0,234056.0,23707.0,539537.0,208761.0,330345.0,431.0,0.0,297628.0,68571.0,229057.0,634797.0,134342.0,133629.0,274628.0,6600.0,85598.0,25003.0,957428.0,-39843.0,917585.0,14151.0,14151.0,83429.0,73869.0,9560.0,,65334.0,0.0,299191.0,,294251.0,725924.0,,,0.0,1020175.0,472969.0,,,,,65646.0,407323.0,368790.0,,,,368790.0,,,,,53501.0,128221.0,2043656.0,16562.0,151379.0,101.318034,151277.681966,0.0,62483.0,452.0,230876.0,0.0,230876.0,2274532.0,
06/30/2011,2261319.0,119527.0,255472.0,235181.0,20291.0,527991.0,196939.0,330871.0,181.0,0.0,303357.0,65419.0,237938.0,637900.0,130696.0,130654.0,278336.0,6300.0,91914.0,20092.0,961349.0,-37312.0,924037.0,13793.0,13793.0,80250.0,71074.0,9176.0,,66598.0,0.0,273651.0,,308113.0,730295.0,,,0.0,1038408.0,408284.0,,,,,43142.0,365142.0,383517.0,,,,383517.0,,,,,54414.0,154520.0,2039143.0,16562.0,151567.0,101.331895,151465.668105,0.0,53254.0,793.0,222176.0,0.0,222176.0,2261319.0,
09/30/2011,2219628.0,82865.0,268328.0,249998.0,18330.0,527123.0,176398.0,324267.0,26458.0,0.0,309824.0,62238.0,247586.0,622707.0,118889.0,127736.0,278057.0,6100.0,91925.0,23085.0,955616.0,-35082.0,920534.0,13552.0,13552.0,79596.0,70832.0,8764.0,,79044.0,0.0,248586.0,,327834.0,713519.0,,,0.0,1041353.0,371753.0,,,,,21742.0,350011.0,377223.0,,,,377223.0,,,,,59304.0,139743.0,1989376.0,19480.0,153801.0,101.344315,153699.655685,0.0,59043.0,-2072.0,230252.0,0.0,230252.0,2219628.0,
12/31/2011,2129046.0,120102.0,237187.0,211183.0,26004.0,480735.0,169319.0,276151.0,35265.0,0.0,316816.0,61585.0,255231.0,609384.0,116709.0,124699.0,273385.0,6000.0,88591.0,13762.0,939962.0,-33783.0,906179.0,13637.0,13637.0,77988.0,69967.0,8021.0,47211.0,73023.0,0.0,172984.0,,339067.0,693974.0,536548.0,157426.0,0.0,1033041.0,408485.0,,0.0,0.0,,97415.0,311070.0,274850.0,0.0,0.0,,274850.0,1604.0,76.0,1528.0,15212.0,59520.0,106233.0,1898945.0,18397.0,156621.0,105.35938,156515.64062,0.0,60520.0,-5437.0,230101.0,0.0,230101.0,2129046.0,
