Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2008,617.0,401.0,92.0,1249.0,,62.0,1187.0,-1125.0,72.0,-1188.0,-9.0,,-281.0,-53.0,0.0,,,-53.0,,,0.0,0.0,0.0,,,,,-228.0,-548.0,0.0,-273.0,-247.0,,-247.0,-28.0,,-212.0,-90.0,-177.0,
12/31/2008,1416.0,173.0,124.0,1811.0,99.0,-48.0,1760.0,-692.0,-271.0,-778.0,357.0,,-56.0,-53.0,0.0,,,-53.0,,,0.0,0.0,0.0,,,,,-3.0,-1093.0,0.0,-788.0,-156.0,,-156.0,-149.0,,267.0,536.0,459.0,
03/31/2009,150.0,177.0,82.0,984.0,22.0,34.0,928.0,-1093.0,669.0,-1278.0,-484.0,,-54.0,-14.0,0.0,0.0,0.0,-14.0,-14.0,0.0,0.0,0.0,0.0,-40.0,0.0,-40.0,0.0,0.0,-622.0,0.0,-601.0,0.0,0.0,0.0,-21.0,-7.0,-533.0,63.0,23.0,
06/30/2009,10.0,277.0,80.0,965.0,19.0,-29.0,975.0,-1312.0,-104.0,-1067.0,-141.0,,-26.0,-26.0,0.0,0.0,0.0,-26.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,19.0,0.0,0.0,0.0,-25.0,13.0,-9.0,183.0,196.0,
09/30/2009,572.0,463.0,80.0,998.0,30.0,131.0,837.0,-949.0,2.0,-856.0,-95.0,,-37.0,-35.0,0.0,0.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,-42.0,0.0,-42.0,0.0,40.0,-541.0,0.0,-539.0,1.0,1.0,0.0,-3.0,5.0,-1.0,92.0,49.0,
12/31/2009,419.0,463.0,77.0,898.0,31.0,-18.0,885.0,-1112.0,-359.0,-961.0,208.0,,-157.0,-64.0,0.0,0.0,0.0,-64.0,-64.0,0.0,0.0,0.0,0.0,-91.0,0.0,-91.0,0.0,0.0,-219.0,0.0,-151.0,0.0,0.0,0.0,-68.0,6.0,49.0,265.0,157.0,
03/31/2010,398.0,245.0,78.0,795.0,26.0,-17.0,786.0,-718.0,560.0,-992.0,-286.0,,-3.0,-16.0,0.0,0.0,0.0,-16.0,-16.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,-325.0,0.0,-276.0,0.0,0.0,0.0,-49.0,-10.0,60.0,205.0,62.0,
06/30/2010,385.0,420.0,78.0,1051.0,20.0,-46.0,1077.0,-1162.0,-46.0,-1005.0,-111.0,,-53.0,-30.0,0.0,0.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,-23.0,-13.0,-10.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,-8.0,-5.0,319.0,306.0,155.0,
09/30/2010,,189.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2010,713.0,610.0,71.0,986.0,30.0,-59.0,1015.0,-959.0,-200.0,-1023.0,264.0,,-76.0,-17.0,0.0,0.0,0.0,-17.0,-17.0,0.0,0.0,0.0,0.0,-59.0,0.0,-59.0,0.0,0.0,-568.0,-182.0,0.0,-368.0,11.0,-379.0,-18.0,5.0,74.0,147.0,154.0,
03/31/2011,731.0,376.0,67.0,1289.0,33.0,239.0,1017.0,-986.0,194.0,-1081.0,-99.0,,-25.0,-25.0,0.0,0.0,0.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0,400.0,-484.0,0.0,-484.0,15.0,7.0,644.0,86.0,65.0,
06/30/2011,392.0,574.0,65.0,1397.0,30.0,89.0,1278.0,-1644.0,-420.0,-1073.0,-151.0,,-34.0,-35.0,0.0,0.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-961.0,-90.0,-194.0,-697.0,12.0,-709.0,20.0,3.0,-600.0,379.0,136.0,
09/30/2011,808.0,576.0,68.0,1604.0,35.0,107.0,1462.0,-1439.0,28.0,-1361.0,-106.0,,-92.0,-78.0,0.0,0.0,0.0,-78.0,-78.0,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,0.0,-629.0,-145.0,423.0,-724.0,165.0,-889.0,-183.0,-21.0,66.0,438.0,65.0,
12/31/2011,627.0,212.0,62.0,1214.0,29.0,-67.0,1252.0,-1237.0,-360.0,-1106.0,229.0,,-36.0,-28.0,0.0,0.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0,-454.0,-141.0,417.0,-692.0,19.0,-711.0,-38.0,-11.0,126.0,-40.0,146.0,
03/31/2012,877.0,585.0,59.0,1017.0,28.0,-70.0,1059.0,-787.0,461.0,-1194.0,-54.0,,-44.0,-35.0,0.0,0.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0,0.0,-847.0,-137.0,-10.0,-636.0,57.0,-693.0,-64.0,2.0,-12.0,113.0,55.0,
06/30/2012,232.0,534.0,57.0,1044.0,35.0,-68.0,1077.0,-1389.0,127.0,-1242.0,-274.0,,-132.0,-46.0,0.0,0.0,0.0,-46.0,-46.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-449.0,-133.0,394.0,-668.0,40.0,-708.0,-42.0,-12.0,-361.0,520.0,144.0,
09/30/2012,762.0,650.0,58.0,1230.0,30.0,118.0,1082.0,-1176.0,-19.0,-950.0,-207.0,,-44.0,-45.0,0.0,0.0,0.0,-45.0,-45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-663.0,-143.0,0.0,-508.0,189.0,-697.0,-12.0,19.0,74.0,476.0,64.0,
12/31/2012,569.0,470.0,57.0,1071.0,31.0,61.0,979.0,-1032.0,-45.0,-912.0,-75.0,,-46.0,-36.0,0.0,,,-36.0,-36.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-695.0,-277.0,242.0,-611.0,89.0,-700.0,-49.0,-5.0,-177.0,59.0,155.0,
03/31/2013,724.0,478.0,60.0,1407.0,29.0,414.0,964.0,-1221.0,27.0,-1076.0,-172.0,,-9.0,-31.0,0.0,0.0,0.0,-31.0,-31.0,0.0,0.0,0.0,0.0,22.0,12.0,10.0,0.0,0.0,-99.0,0.0,542.0,-598.0,100.0,-698.0,-43.0,-27.0,589.0,59.0,75.0,
06/30/2013,739.0,643.0,58.0,1216.0,35.0,38.0,1143.0,-1182.0,-365.0,-1071.0,254.0,,-31.0,-30.0,0.0,0.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-823.0,-134.0,0.0,-616.0,80.0,-696.0,-73.0,-1.0,-116.0,56.0,121.0,
09/30/2013,1051.0,804.0,62.0,1293.0,33.0,-19.0,1279.0,-1082.0,-40.0,-1004.0,-38.0,,-249.0,-63.0,0.0,0.0,0.0,-63.0,-63.0,0.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,0.0,458.0,-144.0,2948.0,-2339.0,231.0,-2570.0,-7.0,-1.0,1259.0,289.0,124.0,
12/31/2013,293.0,547.0,59.0,903.0,32.0,-30.0,901.0,-1216.0,90.0,-1185.0,-121.0,,-14.0,-20.0,0.0,0.0,0.0,-20.0,-20.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,-1267.0,-271.0,0.0,-954.0,16.0,-970.0,-42.0,2.0,-986.0,124.0,122.0,
03/31/2014,520.0,502.0,52.0,819.0,31.0,-64.0,852.0,-853.0,233.0,-983.0,-103.0,,-22.0,-29.0,0.0,0.0,0.0,-29.0,-29.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,661.0,0.0,1485.0,-763.0,97.0,-860.0,-61.0,4.0,1163.0,382.0,169.0,
06/30/2014,550.0,610.0,52.0,964.0,30.0,-104.0,1038.0,-1077.0,-272.0,-1071.0,266.0,,-50.0,-32.0,0.0,0.0,0.0,-32.0,-32.0,0.0,0.0,0.0,0.0,-18.0,-13.0,-5.0,0.0,0.0,-1507.0,-130.0,-601.0,-725.0,126.0,-851.0,-51.0,12.0,-995.0,180.0,125.0,
09/30/2014,1234.0,732.0,54.0,1401.0,29.0,-92.0,1464.0,-953.0,-157.0,-1006.0,210.0,,-769.0,-42.0,0.0,0.0,0.0,-42.0,-42.0,0.0,0.0,0.0,0.0,-727.0,0.0,-727.0,0.0,0.0,-987.0,-140.0,0.0,-830.0,18.0,-848.0,-17.0,-63.0,-585.0,335.0,152.0,
12/31/2014,56.0,500.0,55.0,1328.0,26.0,232.0,1070.0,-1827.0,42.0,-1448.0,-421.0,0.0,-35.0,-34.0,0.0,0.0,0.0,-34.0,-34.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,193.0,-137.0,990.0,-615.0,139.0,-754.0,-45.0,-29.0,185.0,48.0,156.0,
03/31/2015,624.0,-53.0,57.0,1279.0,25.0,-186.0,1440.0,-659.0,287.0,-1119.0,173.0,0.0,-24.0,-30.0,0.0,0.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,-1421.0,-136.0,-525.0,-726.0,26.0,-752.0,-34.0,-58.0,-879.0,163.0,149.0,
06/30/2015,400.0,591.0,56.0,858.0,21.0,-8.0,845.0,-1105.0,-12.0,-1318.0,225.0,0.0,-26.0,-26.0,0.0,0.0,0.0,-26.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.0,-132.0,-75.0,-20.0,22.0,-42.0,-52.0,20.0,115.0,177.0,174.0,
09/30/2015,1233.0,884.0,54.0,1415.0,29.0,-120.0,1506.0,-1120.0,-193.0,-941.0,14.0,0.0,-172.0,-52.0,0.0,0.0,0.0,-52.0,-52.0,0.0,0.0,0.0,0.0,-120.0,-5.0,-115.0,0.0,0.0,-970.0,-159.0,-800.0,2.0,2.0,0.0,-13.0,-6.0,85.0,178.0,157.0,
12/31/2015,-126.0,449.0,55.0,39.0,26.0,299.0,-286.0,-669.0,-188.0,,-481.0,0.0,-56.0,-26.0,0.0,0.0,0.0,-26.0,-26.0,0.0,0.0,0.0,0.0,-30.0,0.0,-30.0,0.0,0.0,10.0,-159.0,290.0,-99.0,1.0,-100.0,-22.0,-7.0,-179.0,65.0,157.0,
03/31/2016,410.0,303.0,56.0,-162.0,26.0,78.0,-266.0,213.0,240.0,,-27.0,0.0,-42.0,-28.0,0.0,0.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,0.0,-218.0,-159.0,-40.0,2.0,2.0,0.0,-21.0,3.0,153.0,139.0,145.0,
06/30/2016,116.0,432.0,55.0,-208.0,19.0,93.0,-320.0,-163.0,-189.0,,26.0,0.0,-41.0,-26.0,0.0,0.0,0.0,-26.0,-26.0,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,0.0,-337.0,-158.0,-165.0,7.0,7.0,0.0,-21.0,-26.0,-288.0,49.0,162.0,
09/30/2016,971.0,254.0,55.0,3935.0,92.0,-216.0,4059.0,-3271.0,286.0,-3810.0,253.0,,-160.0,-92.0,0.0,0.0,0.0,-92.0,-92.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-69.0,-628.0,-159.0,-453.0,1.0,1.0,0.0,-17.0,4.0,187.0,22.0,147.0,
12/31/2016,159.0,396.0,56.0,1095.0,23.0,-63.0,1135.0,-1388.0,-323.0,-1020.0,-45.0,0.0,-349.0,-52.0,0.0,0.0,0.0,-52.0,-52.0,0.0,0.0,0.0,0.0,-343.0,0.0,-343.0,0.0,46.0,292.0,-79.0,385.0,0.0,0.0,0.0,-14.0,-38.0,64.0,38.0,150.0,
03/31/2017,246.0,121.0,58.0,2204.0,27.0,-87.0,2264.0,-2137.0,124.0,,-2261.0,0.0,68.0,65.0,108.0,108.0,0.0,-43.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-101.0,-80.0,-116.0,115.0,115.0,0.0,-20.0,15.0,228.0,277.0,170.0,
06/30/2017,249.0,683.0,53.0,-3366.0,2.0,32.0,-3400.0,2882.0,-305.0,,3187.0,,537.0,441.0,485.0,485.0,0.0,-44.0,-44.0,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,111.0,-1053.0,-80.0,-1000.0,57.0,57.0,0.0,-30.0,21.0,-246.0,165.0,135.0,
09/30/2017,1051.0,674.0,56.0,4429.0,16.0,-56.0,4469.0,-4108.0,372.0,0.0,-4480.0,,73.0,199.0,255.0,255.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,-106.0,-182.0,-80.0,-52.0,0.0,0.0,0.0,-50.0,22.0,964.0,-4.0,180.0,
12/31/2017,12.0,537.0,53.0,940.0,14.0,-91.0,1017.0,-1516.0,-93.0,-1191.0,-232.0,,-5.0,-5.0,23.0,23.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,2.0,-1002.0,-80.0,-900.0,0.0,0.0,0.0,-22.0,0.0,-995.0,24.0,123.0,
03/31/2018,287.0,266.0,55.0,1349.0,21.0,80.0,1248.0,-1383.0,37.0,-1185.0,-235.0,,-82.0,-15.0,21.0,21.0,0.0,-36.0,-36.0,0.0,0.0,0.0,0.0,-69.0,0.0,-69.0,0.0,2.0,-210.0,-81.0,-100.0,2.0,2.0,0.0,-31.0,28.0,23.0,76.0,177.0,
06/30/2018,698.0,522.0,51.0,-2156.0,10.0,38.0,-2204.0,2304.0,-155.0,,83.0,,-41.0,-25.0,13.0,13.0,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,-19.0,0.0,-19.0,0.0,3.0,-97.0,-80.0,0.0,0.0,0.0,0.0,-17.0,-48.0,512.0,-5.0,103.0,
09/30/2018,825.0,394.0,54.0,4689.0,12.0,-72.0,4749.0,-4306.0,-39.0,-2230.0,339.0,0.0,-96.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,0.0,0.0,-22.0,0.0,-22.0,0.0,2.0,-101.0,-81.0,0.0,0.0,0.0,0.0,-20.0,0.0,628.0,38.0,171.0,
12/31/2018,228.0,321.0,50.0,1075.0,9.0,-36.0,1102.0,-1215.0,-12.0,-1125.0,-78.0,,-44.0,-32.0,5.0,5.0,0.0,-37.0,-37.0,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,2.0,-1202.0,-81.0,-1100.0,0.0,0.0,0.0,-21.0,-5.0,-1023.0,36.0,104.0,
03/31/2019,491.0,376.0,54.0,1092.0,17.0,58.0,1017.0,-1018.0,122.0,-1030.0,-110.0,0.0,-416.0,-40.0,0.0,0.0,0.0,-40.0,-40.0,0.0,0.0,0.0,0.0,-377.0,0.0,-377.0,0.0,1.0,-124.0,-80.0,0.0,0.0,0.0,0.0,-44.0,1.0,-48.0,163.0,162.0,
06/30/2019,384.0,544.0,55.0,1119.0,15.0,14.0,1090.0,-1312.0,-342.0,-1165.0,195.0,,-46.0,-42.0,0.0,0.0,0.0,-42.0,-42.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,1.0,-103.0,-81.0,0.0,0.0,0.0,0.0,-22.0,1.0,236.0,18.0,81.0,
09/30/2019,473.0,307.0,56.0,1293.0,23.0,4.0,1266.0,-1195.0,36.0,-1344.0,113.0,0.0,-102.0,-75.0,0.0,0.0,0.0,-75.0,-75.0,0.0,0.0,0.0,0.0,-28.0,0.0,-28.0,0.0,1.0,-315.0,-80.0,-220.0,0.0,0.0,0.0,-15.0,-18.0,38.0,72.0,162.0,
