Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1995,1354.598999,250.742001,22.382,228.360001,253.289001,,,141.819,,,,,27.214001,,,,,673.064026,522.258972,,,0.0,159.276001,,,,,159.276001,681.534973,,113.533997,113.533997,,,,,,,,,134.087006,,,134.087006,247.621002,8.914,,,,45.387001,,,45.387001,54.301001,301.922003,0.0,102.011002,,,-31.635,,980.411001,1050.787003,1.89,1052.677003,1354.599005,
06/30/1995,1441.02002,313.115002,253.552002,59.563,277.993011,,,150.835999,,,,,31.091999,,,,,773.036011,567.302979,1266.305054,-699.002014,0.0,100.681,,,,,100.681,667.983979,,128.145996,128.145996,,,,0.152,,,,,149.747994,,,149.747994,278.04599,8.122,,,,45.48,,,45.48,53.602,331.64799,0.0,105.710999,,,-35.749001,,1037.306008,1107.268006,2.104,1109.372006,1441.019996,
09/30/1995,1364.61499,252.530007,194.712006,57.818001,269.371002,,,153.897003,,,,,26.973,,,,,702.770996,552.992004,,,0.0,108.851997,,,,,108.851997,661.844001,,114.681999,114.681999,,,,0.0,,,,,132.200005,,,132.200005,246.882004,8.349,,,,43.255001,,,43.255001,51.604001,298.486005,0.0,106.845001,,,-46.987,,1003.927979,1063.78598,2.343,1066.12898,1364.614985,
12/31/1995,1389.625977,265.174999,202.488998,62.686001,256.045013,,,157.492004,,,,,26.667,,,,,705.379028,577.625977,,,0.0,106.621002,,,,,106.621002,684.246979,,115.231003,115.231003,,,,0.0,,,,,141.785995,,,141.785995,257.016998,7.645,,,,44.729,,,44.729,52.374,309.390998,0.0,109.129997,,,-61.289001,,1029.533997,1077.374992,2.86,1080.234992,1389.625991,
03/31/1996,1406.099976,249.817993,199.106995,50.710999,267.257996,,,154.281998,,,,,29.289,,,,,700.646973,588.471985,,,0.0,116.981003,,,,,116.981003,705.452988,,110.858002,110.858002,,,,0.0,,,,,140.572998,,,140.572998,251.431,7.608,,,,42.888,,,42.888,50.496,301.927,0.0,118.361,,,-61.124001,,1044.157021,1101.39402,2.779,1104.17302,1406.10002,
06/30/1996,1460.999023,282.662006,242.779007,39.882999,269.674988,,,147.612,,,,,34.639999,,,,,734.588989,613.125,1292.896973,-679.771973,0.0,113.285004,,,,,113.285004,726.410004,,127.556999,127.556999,,,,0.103,,,,,147.522008,,,147.522008,275.182007,7.45,,,,44.377998,,,44.377998,51.827998,327.010005,0.0,121.761002,,,-62.726002,,1072.236012,1131.271012,2.718,1133.989012,1460.999017,
09/30/1996,1488.615967,278.340004,242.093002,36.247002,289.356995,,,149.884995,,,,,35.450001,,,,,753.031982,621.09198,1325.008057,-703.916016,0.0,114.491997,,,,,114.491997,735.583977,,125.655998,125.655998,,,,0.0,,,,,149.070015,,,149.070015,274.726013,7.421,,,,45.938,,,45.938,53.359,328.085013,0.0,122.822998,,,-68.283997,,1103.262024,1157.801025,2.73,1160.531025,1488.616038,
12/31/1996,1515.017944,275.760994,183.518997,92.241997,305.518005,,,155.835007,,,,,36.963001,,,,,774.077026,635.552002,1353.805054,-718.252991,0.0,105.389,,,,,105.389,740.941002,,126.870003,126.870003,,,,0.0,,,,,153.974998,,,153.974998,280.845001,7.264,,,,48.875999,,,48.875999,56.139999,336.985,0.0,125.220001,,,-80.542999,,1130.515045,1175.192047,2.841,1178.033047,1515.018047,
03/31/1997,1518.613037,275.760994,183.518997,92.241997,306.471008,,,146.167007,,,,,57.035999,,,,,785.434998,630.804016,1338.079956,-707.276001,0.0,102.374001,,,,,102.374001,733.178017,,135.031998,135.031998,,,,0.0,,,,,161.507003,,,161.507003,296.539001,7.952,,,,43.562,,,43.562,51.514,348.053001,0.0,126.389999,,,-79.257004,,1120.511032,1167.644027,2.916,1170.560027,1518.613028,
06/30/1997,1636.93103,325.336998,199.766998,125.57,332.350006,,,166.660004,,,,,49.266998,,,,,873.614014,665.468018,1415.897949,-750.429993,0.0,97.848999,,,,,97.848999,763.317017,,151.934006,151.934006,,,,0.0,,,,,190.091995,,,190.091995,342.026001,7.35,,,,48.536999,,,48.536999,55.886999,397.913,0.0,137.856003,,,-94.494003,,1192.550033,1235.912033,3.106,1239.018033,1636.931033,
09/30/1997,1620.199951,321.660004,183.606003,138.054001,339.082001,,,162.945999,,,,,47.353001,,,,,871.041016,659.794006,693.69397,-33.900002,0.0,89.364998,,,,,89.364998,749.159004,,145.811996,145.811996,,,,0.0,,,,,180.388016,,,180.388016,326.200012,7.35,,,,46.744999,,,46.744999,54.094999,380.295011,0.0,139.850006,,,-99.745003,,1197.170052,1237.275055,2.63,1239.905055,1620.200066,
12/31/1997,1577.357056,307.238999,150.856995,156.382004,320.104004,,,169.994003,,,,,46.229,,,,,843.565979,643.866028,718.421021,-74.555,0.0,89.925003,,,,,89.925003,733.791031,,122.894997,122.894997,,,,0.0,,,,,179.433006,,,179.433006,302.328003,5.591,,,,44.250999,,,44.250999,49.841999,352.170002,0.0,141.908997,,,-115.268997,,1196.015945,1222.655945,2.531,1225.186945,1577.356947,
03/31/1998,1608.225952,301.948997,185.345001,116.603996,331.127991,,,173.315002,,,,,48.469002,,,,,854.861023,662.197021,1417.063965,-754.867004,0.0,91.167999,,,,,91.167999,753.36502,,117.563004,117.563004,,,,0.0,,,,,179.034988,,,179.034988,296.597992,5.555,,,,45.807999,,,45.807999,51.362999,347.960991,0.0,153.322006,,,-122.514999,,1226.880966,1257.687973,2.577,1260.264973,1608.225964,
06/30/1998,1639.634033,322.412994,205.261993,117.151001,324.278992,,,184.432999,48.324001,49.025002,87.084,0.0,36.666,,,,,867.791016,676.161011,1440.276978,-764.116028,0.0,95.681999,40.66,,,,55.021999,771.84301,,140.350006,140.350006,,,,0.0,,,,,192.523987,,,192.523987,332.873993,5.566,,,,37.040001,,,37.040001,42.606001,375.479994,0.0,156.054001,,,-143.714005,,1249.229996,1261.569992,2.584,1264.153992,1639.633986,
09/30/1998,1705.03894,286.885994,185.548996,101.336998,374.096008,,,177.186996,44.537998,49.798,82.850998,0.0,35.373001,,,,,873.541992,710.635986,,,0.0,120.861,137.378006,137.378006,0.0,,-16.517006,831.496986,,133.681,133.681,,,,0.0,0.0,0.0,0.0,,206.30899,,,206.30899,339.98999,5.659,5.659,0.0,0.0,37.27,,,37.27,42.929,382.918991,0.0,158.591995,,,-152.880997,,1313.839005,1319.550003,2.57,1322.120003,1705.038994,
12/31/1998,1781.78894,294.572998,193.772995,100.800003,365.32901,,,201.401001,50.507999,52.145,98.748001,0.0,36.050999,,,,,897.354004,756.901001,,,0.0,127.533997,137.378006,137.378006,0.0,,-9.844009,884.434998,,136.932999,136.932999,,,,0.0,0.0,0.0,0.0,,200.391006,,,200.391006,337.324005,5.663,5.663,0.0,0.0,39.889,,,39.889,45.552,382.876005,0.0,160.548004,,,-174.824005,,1410.610016,1396.334015,2.579,1398.913015,1781.78902,
03/31/1999,1768.447998,299.109001,205.501999,93.607002,364.867004,,,200.080002,49.095001,47.931999,103.053001,0.0,37.411999,,,,,901.468018,750.573975,,,0.0,116.405998,137.378006,137.378006,0.0,,-20.972008,866.979973,,135.291,135.291,,,,0.0,0.0,0.0,0.0,,184.375992,,,184.375992,319.666992,9.967,9.967,0.0,0.0,41.812,,,41.812,51.779,371.445992,0.0,162.673004,,,-182.938995,,1416.330963,1396.064972,0.937,1397.001972,1768.447964,
06/30/1999,1902.011963,266.866005,182.992004,83.874001,387.524994,,,188.860992,46.766998,58.893002,83.200996,0.0,38.085999,,,,,881.338013,809.60199,1748.807983,-939.205994,0.0,211.072006,137.378006,137.378006,0.0,,73.694,1020.673996,,156.556,156.556,,,,4.963,4.963,0.0,0.0,,180.92201,,,180.92201,342.44101,20.148001,20.148001,0.0,0.0,37.674,,,37.674,57.822001,400.263011,0.0,242.220993,,,-193.317001,,1451.633041,1500.537033,1.212,1501.749033,1902.012044,
09/30/1999,2004.083008,260.105003,167.649002,92.456001,424.579987,,,209.688995,32.271,50.720001,126.697998,0.0,37.889,,,,,932.263,856.903992,1863.28894,-1006.38501,0.0,214.916,135.774994,135.774994,0.0,,79.141006,1071.819992,,185.692993,185.692993,,,,0.0,0.0,0.0,0.0,,158.348999,,,158.348999,344.041992,24.309999,24.309999,0.0,0.0,54.444,,,54.444,78.753999,422.795991,0.0,242.921997,,,-206.641006,,1543.57106,1579.852051,1.435,1581.287051,2004.083042,
12/31/1999,2156.971924,270.86599,194.123993,76.741997,450.575012,,,234.294006,36.921001,88.627998,108.745003,0.0,20.735001,,,,,976.469971,906.41803,1961.866943,-1055.448975,0.0,274.084015,135.520996,135.520996,0.0,,138.563019,1180.502045,,205.876999,205.876999,,,,0.0,0.0,0.0,0.0,,166.651016,,,166.651016,372.528015,23.355,23.355,0.0,0.0,56.191002,,,56.191002,79.546002,452.074017,0.0,247.223999,,,-218.945999,,1675.018997,1703.296997,1.601,1704.897997,2156.972014,
03/31/2000,2283.164062,209.591995,163.438995,46.153,486.257996,,,244.194,40.294998,98.311996,105.586998,0.0,26.365,,,,,966.408997,941.091003,2019.791992,-1078.70105,0.0,375.664001,165.686005,165.686005,0.0,,209.977996,1316.755004,,231.727997,231.727997,,,,0.0,0.0,0.0,0.0,,174.981018,,,174.981018,406.709015,22.584,22.584,0.0,0.0,43.877998,,,43.877998,66.461998,473.171013,0.0,249.559998,,,-226.856003,,1784.965988,1807.669983,2.323,1809.992983,2283.163996,
06/30/2000,2247.105957,241.242996,164.287994,76.955002,509.920013,,,236.209,44.595001,82.341003,109.273003,0.0,35.637001,,,,,1023.008972,980.775024,2103.633057,-1122.858032,0.0,243.322006,165.307007,165.307007,0.0,,78.014999,1224.09703,,277.303009,277.303009,,,,3.541,3.541,0.0,0.0,,194.604996,,,194.604996,475.449005,21.593,21.593,0.0,0.0,42.533001,,,42.533001,64.126001,539.575006,0.0,270.360992,,,-241.893005,1696.161987,-18.825989,1705.803985,1.727,1707.530985,2247.105991,
09/30/2000,2254.514893,160.509998,121.975998,38.534,538.627014,,,260.110992,47.202,101.507004,111.402,0.0,35.104,,,,,994.35199,1018.741028,2162.835938,-1144.094971,0.0,241.421997,163.007004,163.007004,0.0,,78.414993,1260.163025,,253.531998,253.531998,,,,0.0,0.0,0.0,0.0,,203.931991,,,203.931991,457.463989,21.285999,21.285999,0.0,0.0,49.490002,,,49.490002,70.776001,528.23999,0.0,274.420013,,,-254.623993,,1704.149994,1723.946014,2.329,1726.275014,2254.515004,
12/31/2000,2301.236084,150.667999,122.403999,28.264,531.629028,,,285.733002,49.692001,109.487,126.554001,0.0,33.060001,,,,,1001.090027,1053.297974,,,0.0,246.848007,160.505997,160.505997,0.0,,86.34201,1300.145981,,255.998993,255.998993,,,,0.0,0.0,0.0,0.0,,205.352997,,,205.352997,461.35199,21.546,21.546,0.0,0.0,51.457001,,,51.457001,73.003001,534.354991,0.0,276.639008,,,-266.776001,,1754.462036,1764.325043,2.556,1766.881043,2301.236034,
03/31/2001,2240.389893,147.586005,119.563004,28.023001,491.625,,,262.322998,46.668999,102.973999,112.68,0.0,34.792,,,,,936.325989,1063.662964,,,0.0,240.401001,157.809998,157.809998,0.0,,82.591003,1304.063965,,210.591003,210.591003,,,,0.0,0.0,0.0,0.0,,173.312012,,,173.312012,383.903015,21.174,21.174,0.0,0.0,52.062,,,52.062,73.236,457.139015,0.0,284.445007,,,-273.22699,,1769.337952,1780.555969,2.695,1783.250969,2240.389984,
06/30/2001,2213.626953,207.832001,138.438004,69.393997,415.798004,,,213.636993,33.729,87.776001,92.132004,0.0,54.598,,,,,891.86499,1092.567017,2295.083008,-1202.515991,0.0,229.195007,155.197006,155.197006,0.0,,73.998001,1321.762024,,178.035004,178.035004,,,,3.499,-4.203,7.702,7.702,,192.571984,,,192.571984,374.105988,25.465,19.351,6.114,6.114,46.057999,,,46.057999,71.522999,445.628987,0.0,300.279999,,,-281.468994,1880.449951,-133.620972,1765.639984,2.358,1767.997984,2213.626971,
09/30/2001,2219.648926,213.682006,193.044006,20.638,392.255005,,,208.766998,30.736,91.126999,86.903999,0.0,59.668999,,,,,874.372986,1111.338013,,,0.0,233.938004,157.024994,157.024994,0.0,,76.91301,1345.276017,,159.511993,159.511993,,,,0.0,,,,,159.628998,,,159.628998,319.140991,25.948999,15.790999,10.158,10.158,52.118999,,,52.118999,78.067998,397.208989,0.0,302.876007,,,-296.860992,,1813.690948,1819.705963,2.734,1822.439963,2219.648952,
12/31/2001,2091.887939,227.486998,214.947998,12.539,350.878998,,,190.194,28.093,77.403,84.697998,0.0,52.604,,,,,821.164001,1055.218994,,,0.0,215.505005,157.537003,157.537003,0.0,,57.968002,1270.723999,,126.396004,126.396004,,,,0.0,,,,,138.693992,,,138.693992,265.089996,21.834999,15.530999,6.304,6.304,51.021999,,,51.021999,72.856998,337.946994,0.0,314.600006,,,-316.295013,,1753.671966,1751.976959,1.964,1753.940959,2091.887953,
03/31/2002,2077.514893,243.857001,229.692001,14.165,355.806,,,176.089005,24.766001,71.264,80.058998,0.0,51.077,,,,,826.828979,1035.775024,,,0.0,214.910995,157.529007,157.529007,0.0,,57.381988,1250.686019,,133.095001,133.095001,,,,0.0,,,,,128.816986,,,128.816986,261.911987,19.253,14.852,4.401,4.401,50.328999,,,50.328999,69.581999,331.493986,0.0,316.901001,,,-341.645996,,1768.378052,1743.633057,2.388,1746.021057,2077.515043,
06/30/2002,2253.92,313.325,313.325,0.0,386.15,386.15,,167.253,,,,,51.896,,,,,918.624,1067.59,,,,267.706,,,,,267.706,1335.296,,,,,,,,,,,,363.02,,,363.02,363.02,14.223,,,,48.54,,,48.54,62.763,425.783,0.0,0.0,,,,,1827.656,1827.656,0.481,1828.137,2253.92,
09/30/2002,2228.315918,298.400993,175.994995,122.405998,390.325012,,,175.744995,26.895,64.904999,83.945,0.0,50.993,,,,,915.463989,1039.254028,,,0.0,273.597992,160.173004,160.173004,0.0,,113.424988,1312.85202,,173.462006,173.462006,,,,0.0,,,,,168.298004,,,168.298004,341.76001,15.174,13.276,1.898,1.898,52.174999,,,52.174999,67.348999,409.109009,0.0,328.988007,,,-387.674011,,1877.294006,1818.608002,0.599,1819.207002,2228.316011,
12/31/2002,2240.593018,327.039001,195.322998,131.716003,380.760986,,,166.705002,25.518,62.147999,79.039001,0.0,41.889999,,,,,916.39502,1033.935059,,,0.0,290.263,160.197998,160.197998,0.0,,130.065002,1324.198059,,159.537994,159.537994,,,,0.0,,,,,151.972016,,,151.972016,311.51001,13.978,13.462,0.516,0.516,52.994999,,,52.994999,66.972999,378.483009,0.0,341.877014,,,-407.941986,,1928.093964,1862.028992,0.081,1862.109992,2240.593001,
03/31/2003,2245.586914,333.992997,188.356995,145.636002,375.963013,,,174.889999,24.773001,62.210999,87.905998,0.0,40.539001,,,,,925.38501,1023.445984,,,0.0,296.756012,160.179993,160.179993,0.0,,136.576019,1320.201996,,157.138,157.138,,,,0.0,,,,,145.178986,,,145.178986,302.316986,14.073,13.348,0.725,0.725,52.155998,,,52.155998,66.228998,368.545984,0.0,344.216003,,,-422.345001,,1954.577057,1876.448059,0.593,1877.041059,2245.587043,
06/30/2003,2340.249,350.211,350.211,,396.777,396.777,,179.247,,,,,38.864,,,,,965.099,1013.318,,,,361.832,,,,,361.832,1375.15,,,,,,,,,,,,367.939,,,367.939,367.939,13.137,,,,61.849,,,61.849,74.986,442.925,0.0,0.0,,,,,1896.572,1896.572,0.752,1897.324,2340.249,
09/30/2003,2394.000977,320.642013,158.794006,161.848007,441.279999,441.279999,,195.653,24.75,56.254002,114.650002,0.0,49.921001,,,,,1007.495972,1023.583984,,,0.0,362.92099,160.729004,160.729004,0.0,,202.191986,1386.504974,,188.649994,188.649994,,,,0.0,,,,,192.516998,,,192.516998,381.166992,14.321,10.86,3.461,3.461,65.167,,,65.167,79.488,460.654992,0.0,357.178009,,,-458.049011,2030.75,2.642029,1932.521027,0.825,1933.346027,2394.001019,
12/31/2003,2490.154053,327.551987,157.442993,170.108994,490.394989,490.394989,,216.386002,30.719,78.372002,107.294998,0.0,45.362,,,,,1079.694946,1027.869995,,,0.0,382.588989,160.742996,160.742996,0.0,,221.845993,1410.458984,,203.925995,203.925995,,,,0.0,,,,,184.473999,,,184.473999,388.399994,13.906,10.731,3.175,3.175,71.144997,,,71.144997,85.050997,473.450991,0.0,375.128998,,,-463.279999,2067.204102,36.35495,2015.408051,1.295,2016.70305,2490.154041,
03/31/2004,2535.639893,350.513016,260.127014,90.386002,493.738007,493.738007,,246.664993,31.833,86.797997,128.033997,0.0,39.027,,,,,1129.939941,1025.689941,,,0.0,380.013,160.733002,160.733002,0.0,,219.279999,1405.702942,,223.264008,223.264008,,,,0.0,,,,,188.570007,,,188.570007,411.834015,13.566,10.458,3.108,3.108,72.029999,,,72.029999,85.595999,497.430014,0.0,379.071991,,,-489.243011,2107.909912,39.223114,2036.962006,1.251,2038.213006,2535.643019,
