Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1998,4161,2919.0,,,,1157.0,85.0,,,-2295.0,1176.0,1119.0,,,-1388.0,,,,,,,,,436.0,,0.0,436.0,-115.0,321.0,0.0,,,321.0,-20.0,301.0,0.0,0.0,301.0,301.0,,228.0,1.32,1.32,0.99,231.199997,1.3,1.3,0.97,
03/31/1999,3299,2532.0,,,,694.0,73.0,,,-1875.0,1120.0,755.0,,,-1045.0,,,,,,,,,344.0,,0.0,344.0,-86.0,258.0,0.0,,,258.0,-20.0,238.0,0.0,,238.0,238.0,,227.0,1.05,1.05,0.96,229.899994,1.04,1.04,0.95,
06/30/1999,3349,2618.0,,,,661.0,70.0,,,-1972.0,1190.0,782.0,,,-1035.0,,,,,,,,,307.0,,0.0,307.0,-71.0,236.0,0.0,,,236.0,-21.0,215.0,0.0,,215.0,215.0,,226.800003,0.95,0.95,0.94,230.0,0.93,0.93,0.92,
09/30/1999,3444,2733.0,,,,632.0,79.0,,,-1990.0,1245.0,745.0,,,-1165.0,,,,,,,,,253.0,,0.0,253.0,-45.0,208.0,0.0,,,208.0,-22.0,186.0,0.0,0.0,186.0,186.0,,225.300003,0.83,0.83,0.83,227.800003,0.82,0.82,0.82,
12/31/1999,3436,2676.0,,,,674.0,86.0,,,-1925.0,1153.0,772.0,,,-1142.0,,,,,,,,,331.0,,0.0,331.0,-85.0,246.0,0.0,,,246.0,-23.0,223.0,0.0,,223.0,223.0,,220.4,1.01,1.01,1.0,222.3,1.0,1.0,0.99,
03/31/2000,3499,2133.0,,,,671.0,695.0,,,-1990.0,1990.0,,,,-1016.0,,,,,,,,,344.0,,0.0,344.0,-78.0,266.0,0.0,,,266.0,-28.0,238.0,0.0,0.0,238.0,238.0,,215.8,1.1,1.1,1.01,217.3,1.1,1.1,1.0,
06/30/2000,3514,2213.0,,,,597.0,704.0,,,-2088.0,2088.0,,,,-1013.0,,,,,,,,,258.0,,0.0,258.0,-19.0,239.0,,,,239.0,-26.0,213.0,0.0,0.0,213.0,213.0,,216.5,0.98,0.98,0.99,219.9,0.97,0.97,0.98,
09/30/2000,3791,2301.0,,,,690.0,800.0,,,-2176.0,2176.0,,,,-1103.0,,,,,,,,,319.0,,0.0,319.0,-69.0,250.0,0.0,,,250.0,0.0,250.0,0.0,0.0,250.0,250.0,,224.4,1.11,1.11,1.11,229.3,1.09,1.09,1.09,
03/31/2001,3722,2310.0,,,,692.0,720.0,,,-2210.0,1340.0,870.0,,,-1168.0,,,,,,,,,321.0,,0.0,321.0,-58.0,263.0,23.0,,,240.0,0.0,240.0,0.0,0.0,240.0,240.0,,231.5,1.04,1.14,1.09,235.5,1.02,1.12,1.07,
06/30/2001,3847,2357.0,,,,719.0,809.0,,,-2336.0,1406.0,930.0,,,-1192.0,,,,,,,,,295.0,,0.0,295.0,-58.0,237.0,11.0,,,226.0,0.0,226.0,0.0,0.0,226.0,226.0,,237.3,0.95,1.0,1.1,241.3,0.94,0.98,1.09,
09/30/2001,3722,2287.0,,,,660.0,775.0,,,-2884.0,1956.0,928.0,,,-1242.0,,,,,,,,,-426.0,,130.0,-296.0,193.0,-103.0,0.0,,,-103.0,0.0,-103.0,0.0,0.0,-103.0,-103.0,,238.0,-0.43,-0.43,-0.76,238.0,-0.43,-0.43,-0.76,
12/31/2001,3856,2455.0,,,,581.0,820.0,,,-2329.0,1446.0,883.0,,,-1340.0,,,,,,,,,182.0,,-23.0,159.0,-15.0,144.0,0.0,,,144.0,0.0,144.0,0.0,0.0,144.0,144.0,,244.1,0.59,0.59,1.07,247.1,0.58,0.58,1.06,
03/31/2002,4060,2586.0,,,,699.0,775.0,,,-2415.0,1358.0,1057.0,0.0,,-1089.0,,,,,,,,,368.0,0.0,0.0,368.0,-76.0,292.0,0.0,,,292.0,0.0,292.0,0.0,0.0,292.0,292.0,,246.1,1.19,1.19,1.21,249.7,1.17,1.17,1.19,
06/30/2002,3992,2640.0,,,,560.0,792.0,,,-2480.0,1452.0,1028.0,0.0,,-1133.0,,,,,,,,,200.0,,0.0,200.0,-15.0,185.0,0.0,,,185.0,0.0,185.0,0.0,0.0,185.0,185.0,,247.4,0.75,0.75,1.18,250.7,0.74,0.74,1.17,
09/30/2002,4085,2774.0,,,,569.0,742.0,,,-2555.0,1505.0,1050.0,,,-1135.0,,,,,,,,,194.0,,0.0,194.0,71.0,265.0,0.0,,,265.0,0.0,265.0,0.0,,265.0,265.0,,248.9,1.06,1.06,1.15,250.5,1.06,1.06,1.15,
12/31/2002,4280,2811.0,,,,725.0,744.0,,,-2584.0,1561.0,1023.0,0.0,,-936.0,,,,,,,,,571.0,-265.0,0.0,306.0,-48.0,258.0,0.0,,,258.0,0.0,258.0,0.0,0.0,258.0,258.0,,255.2,1.01,1.01,1.17,256.3,1.01,1.01,1.17,
03/31/2003,4331,2849.0,,,,743.0,739.0,,,-5244.0,4161.0,1083.0,0.0,,-1131.0,,,,,,,,,-2225.0,0.0,0.0,-2225.0,830.0,-1395.0,0.0,,,-1395.0,0.0,-1395.0,0.0,0.0,-1395.0,-1395.0,,255.4,-5.46,-5.46,-5.33,256.1,-5.46,-5.46,-5.33,
06/30/2003,4682,2812.0,,,,1067.0,803.0,,,-2629.0,1543.0,1086.0,0.0,,-1424.0,,,,,,,,,629.0,,0.0,629.0,-122.0,507.0,0.0,,,507.0,0.0,507.0,0.0,0.0,507.0,507.0,,268.8,1.89,1.89,1.26,270.2,1.88,1.88,1.26,
09/30/2003,4947,3249.0,,,,837.0,861.0,,,-2998.0,1623.0,1375.0,,,-1513.0,,,,,,,,,436.0,,0.0,436.0,-93.0,343.0,0.0,,,343.0,0.0,343.0,0.0,0.0,343.0,343.0,,282.5,1.21,1.21,1.19,284.8,1.2,1.2,1.18,
12/31/2003,4773,2981.0,,,,879.0,913.0,,,-2676.0,1604.0,1072.0,,,-1487.0,,,,,,,,,610.0,,0.0,610.0,-156.0,454.0,0.0,,,454.0,0.0,454.0,0.0,0.0,454.0,454.0,,283.0,1.6,1.6,1.53,285.6,1.59,1.59,1.52,
03/31/2004,5732,3181.0,,,,1661.0,890.0,,,-3295.0,1418.0,1877.0,0.0,,-1371.0,,,,,,,,,884.0,-66.0,0.0,818.0,-227.0,591.0,23.0,,,568.0,0.0,568.0,0.0,0.0,568.0,568.0,,289.9,1.96,2.04,1.73,294.9,1.93,2.01,1.7,
06/30/2004,5444,3323.0,,,,1210.0,911.0,,,-3287.0,1756.0,1531.0,0.0,,-1354.0,,,,,,,,,639.0,-62.0,0.0,577.0,-144.0,433.0,0.0,,,433.0,0.0,433.0,0.0,0.0,433.0,433.0,,292.3,1.48,1.48,1.37,297.5,1.46,1.46,1.36,
09/30/2004,5416,3532.0,,,,969.0,915.0,,,-3465.0,2140.0,1325.0,0.0,,-1425.0,,,,,,,,,368.0,-61.0,0.0,307.0,187.0,494.0,0.0,,,494.0,0.0,494.0,0.0,0.0,494.0,494.0,,293.2,1.68,1.68,1.59,297.5,1.66,1.66,1.57,
12/31/2004,6101,3530.0,,,,1598.0,973.0,,,-3590.0,1690.0,1900.0,0.0,,-1930.0,,,,,,,,,883.0,-62.0,0.0,821.0,-201.0,620.0,0.0,,,620.0,0.0,620.0,0.0,0.0,620.0,620.0,,292.3,2.12,2.12,2.02,297.0,2.07,2.07,2.01,
03/31/2005,6002,3506.0,2507.0,999.0,0.0,1432.0,1064.0,,,-3355.0,1614.0,1741.0,0.0,,-1498.0,,,,,,,,,977.0,-63.0,0.0,914.0,-248.0,666.0,0.0,,,666.0,0.0,666.0,0.0,0.0,666.0,666.0,,294.8,2.26,2.26,1.97,301.3,2.21,2.21,1.93,
06/30/2005,6064,3625.0,2578.0,1047.0,0.0,1360.0,1079.0,,,-3446.0,1688.0,1758.0,0.0,,-1573.0,,,,,,,,,891.0,-64.0,0.0,827.0,-225.0,602.0,0.0,,,602.0,0.0,602.0,0.0,0.0,602.0,602.0,,297.1,2.03,2.03,2.12,303.9,1.98,1.98,2.07,
09/30/2005,7307,3562.0,2517.0,1045.0,0.0,2600.0,1145.0,,,-4769.0,1843.0,2926.0,0.0,,-1607.0,,,,,,,,,758.0,-62.0,0.0,696.0,-157.0,539.0,0.0,,,539.0,0.0,539.0,0.0,0.0,539.0,539.0,,299.2,1.8,1.8,1.86,307.0,1.76,1.76,1.81,
12/31/2005,7710,3666.0,,,,2856.0,1188.0,,,-5193.0,1818.0,3375.0,0.0,,-1718.0,,,,,,,,,624.0,-63.0,0.0,561.0,-87.0,474.0,0.0,,,474.0,0.0,474.0,0.0,0.0,474.0,474.0,,300.7,1.55,1.55,1.94,310.0,1.51,1.51,1.88,
03/31/2006,6543,3839.0,2566.0,1273.0,0.0,1460.0,1244.0,,,-3779.0,1641.0,2138.0,0.0,,-1544.0,,,,,,,,,1050.0,-66.0,0.0,984.0,-256.0,728.0,0.0,,,728.0,0.0,728.0,0.0,0.0,728.0,728.0,,302.2,2.41,2.41,2.64,310.9,2.34,2.34,2.56,
06/30/2006,4971,3688.0,2607.0,1081.0,0.0,9.0,1274.0,,,-2471.0,1963.0,508.0,0.0,,-1628.0,,,,,,,,,676.0,-71.0,0.0,605.0,-129.0,476.0,0.0,,,476.0,0.0,476.0,0.0,0.0,476.0,476.0,,303.3,1.57,1.57,1.89,312.3,1.52,1.52,1.83,
09/30/2006,7407,3761.0,2632.0,1129.0,0.0,2376.0,1270.0,,,-4491.0,1753.0,2738.0,0.0,,-1671.0,,,,,,,,,1081.0,-70.0,0.0,1011.0,-253.0,758.0,0.0,,,758.0,0.0,758.0,0.0,0.0,758.0,758.0,,310.0,2.45,2.45,2.35,316.7,2.39,2.39,2.3,
12/31/2006,7579,3735.0,2628.0,1107.0,0.0,2419.0,1425.0,,,-4301.0,1645.0,2656.0,0.0,,-1967.0,,,,,,,,,1072.0,-70.0,0.0,1002.0,-219.0,783.0,0.0,,,783.0,0.0,783.0,0.0,0.0,783.0,783.0,,319.7,2.45,2.45,2.45,323.9,2.42,2.42,2.42,
03/31/2007,6759,3831.0,2623.0,1208.0,0.0,1529.0,1399.0,,,-3543.0,1675.0,1868.0,0.0,,-1760.0,,,,,,,,,1275.0,-63.0,0.0,1212.0,-336.0,876.0,0.0,,,876.0,0.0,876.0,0.0,0.0,876.0,876.0,,319.6,2.74,2.74,2.64,322.7,2.71,2.71,2.61,
06/30/2007,7660,3867.0,2622.0,1245.0,0.0,2322.0,1471.0,,,-4778.0,1820.0,2958.0,0.0,,-1802.0,,,,,,,,,903.0,-66.0,0.0,837.0,-210.0,627.0,0.0,,,627.0,0.0,627.0,0.0,0.0,627.0,627.0,,316.8,1.98,1.98,2.41,319.6,1.96,1.96,2.39,
09/30/2007,5823,4062.0,2628.0,1434.0,0.0,237.0,1524.0,,,-2968.0,1755.0,1213.0,0.0,,-1449.0,,,,,,,,,1242.0,-67.0,0.0,1175.0,-324.0,851.0,0.0,,,851.0,0.0,851.0,0.0,0.0,851.0,851.0,,315.4,2.7,2.7,3.36,318.0,2.68,2.68,3.33,
12/31/2007,5674,3859.0,2623.0,1236.0,0.0,277.0,1538.0,,,-2775.0,1667.0,1108.0,0.0,,-1872.0,,,,,,,,,848.0,-67.0,0.0,781.0,-186.0,595.0,0.0,,,595.0,0.0,595.0,0.0,0.0,595.0,595.0,,313.4,1.9,1.9,1.9,316.1,1.88,1.88,1.88,
03/31/2008,1544,3843.0,2614.0,1229.0,0.0,-3756.0,1457.0,,,221.0,1639.0,-1860.0,0.0,,-1418.0,,,,,,,,,158.0,-67.0,0.0,91.0,54.0,145.0,0.0,,,145.0,0.0,145.0,0.0,0.0,145.0,145.0,,313.8,0.46,0.46,2.52,315.7,0.46,0.46,2.51,
06/30/2008,7503,3891.0,2586.0,1305.0,0.0,2101.0,1511.0,,,-4739.0,1826.0,2913.0,0.0,,-1853.0,,,,,,,,,729.0,-77.0,0.0,652.0,-109.0,543.0,0.0,,,543.0,0.0,543.0,0.0,0.0,543.0,543.0,,311.7,1.74,1.74,2.23,313.1,1.73,1.73,2.22,
09/30/2008,-393,3903.0,2568.0,1335.0,0.0,-5761.0,1465.0,,,-579.0,1949.0,-1370.0,0.0,,-2956.0,,,,,,,,,-4099.0,-84.0,0.0,-4183.0,1552.0,-2631.0,0.0,,,-2631.0,0.0,-2631.0,0.0,0.0,-2631.0,-2631.0,,301.1,-8.74,-8.74,5.94,301.1,-8.74,-8.74,5.94,
12/31/2008,565,3866.0,2570.0,1296.0,0.0,-4507.0,1206.0,,,1349.0,1293.0,-2642.0,0.0,,-2037.0,,,,,,,,,-291.0,-115.0,-745.0,-1151.0,345.0,-806.0,0.0,,,-806.0,0.0,-806.0,-8.0,0.0,-814.0,-814.0,,300.2,-2.71,-2.71,-1.2,320.9,-2.71,-2.71,-1.2,
03/31/2009,5394,3829.0,2511.0,1318.0,0.0,280.0,1285.0,1167.0,118.0,-3913.0,1578.0,2335.0,,,-3157.0,684.0,161.0,523.0,2488.0,752.0,1736.0,-15.0,-221.0,-1897.0,-120.0,0.0,-2017.0,808.0,-1209.0,0.0,0.0,0.0,-1209.0,,-1209.0,0.0,0.0,-1209.0,-1211.0,-2.0,320.8,-3.77,-3.77,-3.774938,320.8,-3.77,-3.77,-3.776234,
06/30/2009,7637,3592.0,2478.0,1114.0,0.0,2863.0,1182.0,1062.0,120.0,-5615.0,1738.0,3877.0,,0.0,-1633.0,708.0,190.0,518.0,1000.0,844.0,156.0,-75.0,-252.0,137.0,-119.0,0.0,18.0,-33.0,-15.0,0.0,0.0,0.0,-15.0,,-15.0,-3.0,0.0,-18.0,-655.0,-637.0,325.4,-0.06,-0.06,-2.012907,325.4,-0.06,-0.06,-2.017591,
09/30/2009,5230,3499.0,2431.0,1068.0,0.0,468.0,1263.0,1140.0,123.0,-3708.0,1649.0,2059.0,,,-1632.0,700.0,185.0,515.0,979.0,807.0,172.0,-47.0,-229.0,-339.0,-118.0,0.0,-457.0,237.0,-220.0,0.0,0.0,0.0,-220.0,,-220.0,-62.0,0.0,-282.0,-1162.0,-880.0,356.1,-0.79,-0.79,-3.263128,356.1,-0.79,-0.79,-3.263128,
12/31/2009,6440,3504.0,2441.0,1063.0,0.0,1598.0,1338.0,1207.0,131.0,-3783.0,1445.0,2338.0,,,-1594.0,677.0,167.0,510.0,917.0,780.0,137.0,0.0,-216.0,847.0,-119.0,0.0,728.0,-171.0,557.0,0.0,0.0,0.0,557.0,,557.0,-62.0,0.0,495.0,453.35,-41.65,382.7,1.29,1.29,1.184609,416.2,1.19,1.19,1.089928,
03/31/2010,6257,3527.0,2420.0,1107.0,0.0,1486.0,1244.0,1180.0,64.0,-3834.0,1548.0,2286.0,,,-1768.0,669.0,161.0,508.0,992.0,853.0,139.0,107.0,,655.0,-120.0,0.0,535.0,-216.0,319.0,0.0,0.0,0.0,319.0,0.0,319.0,-483.0,0.0,-164.0,-389.0,-225.0,393.7,-0.42,-0.42,-0.988062,393.7,-0.42,-0.42,-0.991501,
06/30/2010,3265,3506.0,2410.0,1096.0,0.0,-1492.0,1251.0,1186.0,65.0,-943.0,1621.0,-678.0,,,-2046.0,711.0,203.0,508.0,1228.0,801.0,427.0,107.0,,276.0,-132.0,0.0,144.0,31.0,175.0,99.0,99.0,0.0,76.0,0.0,76.0,-11.0,0.0,65.0,247.0,83.0,443.9,0.15,0.37,0.556432,480.2,0.14,0.34,0.38,
09/30/2010,6602,3513.0,2424.0,1089.0,0.0,1859.0,1230.0,1164.0,66.0,-4080.0,1472.0,2609.0,,-1.0,-1477.0,676.0,171.0,505.0,701.0,775.0,-74.0,100.0,,1045.0,-128.0,0.0,917.0,-252.0,665.0,-1.0,-1.0,0.0,666.0,0.0,666.0,-10.0,0.0,656.0,615.0,-40.0,444.1,1.48,1.47,1.384823,495.3,1.34,1.34,1.259241,
12/31/2010,5930,3509.0,2437.0,1072.0,0.0,1131.0,1290.0,1218.0,72.0,-3394.0,1932.0,1462.0,,0.0,-1649.0,292.0,128.0,164.0,1199.0,1005.0,194.0,158.0,0.0,887.0,-128.0,0.0,759.0,-175.0,584.0,-35.0,-35.0,0.0,619.0,0.0,619.0,-11.0,0.0,608.0,644.9,71.9,444.3,1.37,1.289669,1.451497,497.8,1.24,1.169691,1.314126,
03/31/2011,6300,3519.0,2453.0,1066.0,0.0,1508.0,1273.0,1209.0,64.0,-3981.0,1606.0,2375.0,,,-1804.0,767.0,454.0,313.0,926.0,789.0,137.0,111.0,,515.0,-128.0,0.0,387.0,-48.0,339.0,-162.0,-162.0,0.0,501.0,0.0,501.0,-10.0,0.0,491.0,94.0,-235.0,444.6,1.1,0.74,0.211426,508.2,0.99,0.67,0.207584,
06/30/2011,5401,3545.0,2457.0,1088.0,0.0,576.0,1280.0,1219.0,61.0,-3379.0,2338.0,1041.0,,,-2044.0,767.0,452.0,315.0,1053.0,776.0,277.0,224.0,,-22.0,-128.0,0.0,-150.0,263.0,113.0,80.0,80.0,0.0,33.0,0.0,33.0,-11.0,0.0,22.0,201.0,99.0,445.1,0.05,0.23,0.451584,482.4,0.05,0.21,0.415224,
09/30/2011,4520,3518.0,2483.0,1035.0,0.0,-253.0,1255.0,1192.0,63.0,-2117.0,1951.0,166.0,,,-2292.0,857.0,532.0,325.0,1327.0,647.0,680.0,108.0,0.0,111.0,-128.0,0.0,-17.0,74.0,57.0,-3.0,-3.0,0.0,60.0,0.0,60.0,-10.0,0.0,50.0,63.1,16.1,445.3,0.11,0.11,0.141702,473.4,0.11,0.1,0.08,
12/31/2011,5638,3506.0,2481.0,1025.0,0.0,937.0,1195.0,1130.0,65.0,-3789.0,1888.0,1901.0,,,-1603.0,660.0,347.0,313.0,849.0,765.0,84.0,94.0,-41.0,205.0,-124.0,0.0,81.0,36.0,117.0,-1.0,-1.0,0.0,118.0,0.0,118.0,,0.0,118.0,-28.0,-145.0,445.1,0.24,0.262862,-0.062907,489.6,0.23,0.227958,-0.068203,
03/31/2012,7661,3442.0,2466.0,976.0,0.0,3026.0,1193.0,1134.0,59.0,-5902.0,1643.0,4259.0,,5902.0,-1633.0,800.0,486.0,314.0,739.0,732.0,7.0,94.0,-9.0,126.0,-124.0,0.0,2.0,95.0,97.0,1.0,1.0,0.0,96.0,0.0,96.0,-10.0,0.0,86.0,-422.15,-509.15,440.7,0.2,0.2,-0.957908,469.0,0.18,0.19,-0.957908,
06/30/2012,4565,3400.0,2454.0,946.0,0.0,-1.0,1166.0,1105.0,61.0,-1959.0,1929.0,30.0,,,-1855.0,703.0,388.0,315.0,1064.0,734.0,330.0,88.0,-910.0,-159.0,-115.0,0.0,-274.0,166.0,-108.0,-7.0,-7.0,0.0,-101.0,0.0,-101.0,-11.0,0.0,-112.0,1027.2,1146.2,438.2,-0.26,-0.27,2.344135,485.8,-0.26,-0.27,2.089407,
09/30/2012,6332,3401.0,2494.0,907.0,0.0,1758.0,1173.0,1109.0,64.0,-3905.0,1694.0,2211.0,,,-1833.0,680.0,367.0,313.0,876.0,631.0,245.0,277.0,-533.0,61.0,-109.0,0.0,-48.0,41.0,-7.0,-20.0,-20.0,0.0,13.0,0.0,13.0,-10.0,0.0,3.0,545.0,562.0,435.8,0.01,-0.04,1.250574,461.7,0.01,-0.04,0.9,
12/31/2012,7700,3388.0,2479.0,909.0,0.0,3190.0,1122.0,1048.0,74.0,-5951.0,2004.0,3947.0,,,-1791.0,698.0,381.0,317.0,1099.0,869.0,230.0,-6.0,-89.0,-131.0,-109.0,0.0,-240.0,195.0,-45.0,1.0,1.0,0.0,-46.0,0.0,-46.0,0.0,0.0,-46.0,34.0,79.0,436.2,-0.105456,-0.103164,0.077946,436.2,-0.105456,-0.103164,0.077946,
