Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1996,871.320984,865.757019,,,0.0,,,0.0,5.564,,-204.315994,204.315998,166.686996,37.629002,0.0,,,667.00499,-454.868011,78.689003,130.593002,62.993999,182.591995,212.136993,-74.570001,,,0.586,,71.637001,72.227997,-1.06,0.469,3.519,137.566992,-56.407001,81.160004,0.0,,,81.159991,0.0,81.160004,-2.907,,78.253004,78.253004,,145.119995,0.54,0.54,0.54,145.119995,0.54,0.54,0.54,
09/30/1996,977.333984,972.784973,,,0.0,,,0.0,4.549,,-226.565994,226.566006,184.766006,41.799999,0.0,,,750.76799,-594.275024,65.218002,131.959,65.918999,331.178986,156.492996,-70.972001,,,0.456,,72.470001,71.875,-0.826,1.421,-1.042,85.520995,-37.68,47.841,0.0,,,47.840995,0.0,47.841,-2.908,,44.933,44.933,,145.119995,0.31,0.31,0.31,145.119995,0.31,0.31,0.31,
12/31/1996,887.166016,879.04303,,,0.0,,,0.0,8.123,,-215.725006,215.724998,168.417999,47.306999,0.0,,,671.44101,-466.204987,60.266998,132.061996,64.019997,209.856003,205.235992,-74.195002,,,0.9,,71.940002,71.630997,-0.445,0.754,3.155,131.04099,-50.464001,80.577003,0.0,,,80.576989,0.0,80.577003,-2.907,,77.670003,77.670003,,145.119003,0.54,0.54,0.54,145.119003,0.54,0.54,0.54,
03/31/1997,868.604004,852.911987,,,0.0,,,0.0,15.692,,-198.496994,198.497005,152.462006,46.035,0.0,,,670.10701,-467.27301,69.632004,138.414001,68.853996,190.373001,202.834,-76.449998,,,0.223,,71.099998,70.552002,-0.291,0.839,5.573,126.384001,-52.477001,73.906998,0.0,,,73.907,0.0,73.906998,-2.907,,70.999998,70.999998,,145.108994,0.49,0.49,0.49,145.108994,0.49,0.49,0.49,
06/30/1997,892.338013,877.929993,,,0.0,,,0.0,14.408,,-196.908005,196.908001,157.942001,38.966,0.0,,,695.430008,-468.493011,65.098,137.598007,65.646004,200.151001,226.936996,-77.612,,,0.264,,72.152,70.073997,-0.344,2.422,5.724,149.324996,-61.527,87.797997,0.0,,,87.797996,0.0,87.797997,-2.908,,84.889997,84.889997,,145.100006,0.59,0.59,0.59,145.100006,0.59,0.59,0.59,
09/30/1997,1029.659058,985.166992,,,0.0,,,0.0,44.492001,,-228.044006,228.044003,178.804001,49.240002,0.0,,,801.615051,-512.273987,66.214996,130.520996,68.483002,247.054993,289.341003,-80.967001,,,0.263,,75.859001,73.467003,-0.344,2.736,5.371,208.374002,-73.529999,134.843994,0.0,,,134.844004,0.0,134.843994,-2.907,,131.936994,131.936994,,145.098007,0.91,0.91,0.91,145.098007,0.91,0.91,0.91,
12/31/1997,973.398987,940.991028,,,0.0,,,0.0,32.408001,,-213.550995,213.550995,213.550995,,0.0,,,759.847992,-477.959991,,253.466995,62.016998,162.475998,281.888,-79.971,,,,,77.889,72.886002,,5.003,2.082,201.917,-69.466003,132.451004,0.0,,,132.450997,0.0,132.451004,-3.278,,129.173004,129.173004,,145.097,0.89,0.89,0.89,145.097,0.89,0.89,0.89,
03/31/1998,945.0,901.0,,,0.0,,,0.0,44.0,,-208.0,208.0,208.0,,0.0,,,737.0,-504.0,,165.0,71.0,268.0,233.0,-74.0,,,,,74.0,74.0,,0.0,,159.0,-52.0,107.0,0.0,,,107.0,0.0,107.0,-3.0,,104.0,104.0,,145.0,0.72,0.72,0.72,145.0,0.72,0.72,0.72,
06/30/1998,1064.0,992.0,,,0.0,,,0.0,72.0,,-285.0,285.0,285.0,,0.0,,,779.0,-531.0,,162.0,69.0,300.0,248.0,-84.0,,,,,79.0,79.0,,0.0,5.0,164.0,-61.0,103.0,0.0,,,103.0,0.0,103.0,-2.0,,101.0,101.0,,145.0,0.69,0.69,0.69,145.0,0.69,0.69,0.69,
09/30/1998,1199.0,1105.0,,,0.0,,,0.0,94.0,,-359.0,359.0,359.0,,0.0,,,840.0,-574.0,,169.0,67.0,338.0,266.0,-87.0,,,,,83.0,83.0,,0.0,4.0,179.0,-46.0,133.0,0.0,,,133.0,0.0,133.0,-1.0,,132.0,132.0,,145.0,0.91,0.91,0.91,145.0,0.91,0.91,0.91,
12/31/1998,1013.0,904.0,,,0.0,,,0.0,109.0,,-169.0,169.0,169.0,,0.0,,,844.0,-654.0,,165.0,65.0,424.0,190.0,-89.0,,,,,83.0,83.0,,,6.0,101.0,5.0,106.0,0.0,,,106.0,0.0,106.0,,,106.0,106.0,,145.0,0.73,0.73,0.73,145.0,0.73,0.73,0.73,
03/31/1999,1024.0,911.0,,,0.0,,,0.0,113.0,,-231.0,231.0,231.0,,0.0,,,793.0,-578.0,,182.0,71.0,325.0,215.0,-86.0,,,,,83.0,83.0,,,3.0,129.0,-14.0,115.0,0.0,,,115.0,0.0,115.0,0.0,,115.0,115.0,,145.0,0.79,0.79,0.79,145.0,0.79,0.79,0.79,
06/30/1999,1150.0,1006.0,,,0.0,,,0.0,144.0,,-322.0,322.0,322.0,,0.0,,,828.0,-617.0,,182.0,71.0,364.0,211.0,-88.0,,,,,82.0,82.0,,0.0,6.0,123.0,-13.0,110.0,0.0,,,110.0,0.0,110.0,0.0,,110.0,110.0,,145.0,0.76,0.76,0.76,145.0,0.76,0.76,0.76,
09/30/1999,1440.0,1211.0,,,0.0,,,0.0,229.0,,-510.0,510.0,510.0,,0.0,,,930.0,-649.0,,183.0,69.0,397.0,281.0,-99.0,,,,,95.0,95.0,,0.0,4.0,182.0,-21.0,161.0,0.0,,,161.0,0.0,161.0,0.0,,161.0,161.0,,145.0,1.11,1.11,1.11,145.0,1.11,1.11,1.11,
12/31/1999,1114.0,919.0,,,0.0,,,0.0,195.0,,-272.0,272.0,272.0,,0.0,,,842.0,-648.0,,188.0,66.0,394.0,194.0,-85.0,,,,,77.0,24.0,,53.0,8.0,109.0,-12.0,97.0,0.0,,,97.0,0.0,97.0,,,97.0,97.0,,145.0,0.67,0.67,0.67,145.0,0.67,0.67,0.67,
03/31/2000,1182.0,949.0,,,0.0,,,0.0,233.0,,-344.0,344.0,344.0,,0.0,,,838.0,-623.0,,192.0,76.0,355.0,215.0,-85.0,,,,,83.0,83.0,,,2.0,130.0,-13.0,117.0,0.0,,,117.0,0.0,117.0,0.0,,117.0,117.0,,145.0,0.81,0.81,0.84,145.0,0.81,0.81,0.84,
06/30/2000,1428.0,1071.0,,,0.0,,,0.0,357.0,,-579.0,579.0,579.0,,0.0,,,849.0,-646.0,,186.0,74.0,386.0,203.0,-83.0,,,,,82.0,82.0,,0.0,1.0,120.0,-12.0,108.0,0.0,,,108.0,0.0,108.0,0.0,,108.0,108.0,,143.0,0.76,0.76,0.76,143.0,0.76,0.76,0.76,
09/30/2000,1547.0,1109.0,,,0.0,,,0.0,438.0,,-747.0,747.0,747.0,,0.0,,,800.0,-628.0,,202.0,74.0,352.0,172.0,-92.0,,,,,86.0,86.0,,0.0,6.0,80.0,24.0,104.0,0.0,,,104.0,0.0,104.0,0.0,,104.0,104.0,,143.0,0.73,0.73,0.85,143.0,0.73,0.73,0.85,
12/31/2000,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,5.0,,,-5.0,,,,,,144.0,,,144.0,144.0,,143.0,0.97,0.97,0.97,143.0,1.94,1.94,0.97,
03/31/2001,1842.0,1024.0,,,0.0,,,0.0,818.0,,-948.0,948.0,948.0,,0.0,,,894.0,-650.0,,184.0,81.0,385.0,244.0,-90.0,,,,,91.0,91.0,,,-1.0,154.0,-19.0,135.0,-3.0,,,138.0,0.0,138.0,0.0,0.0,138.0,138.0,,142.0,0.98,0.96,0.96,142.0,0.97,0.95,0.95,
06/30/2001,1790.0,992.0,,,43.0,,,0.0,755.0,,-908.0,908.0,908.0,,0.0,,,882.0,-734.0,,188.0,77.0,469.0,148.0,-335.0,,,,,104.0,104.0,,0.0,231.0,-187.0,102.0,-85.0,0.0,,,-85.0,0.0,-85.0,-2.0,0.0,-87.0,-87.0,,145.0,-0.6,-0.6,0.48,145.0,-0.6,-0.6,0.48,
09/30/2001,1597.0,1475.0,,,145.0,,,0.0,-23.0,,-601.0,601.0,601.0,,0.0,,,996.0,-772.0,,227.0,74.0,471.0,224.0,-159.0,,,,,135.0,135.0,,,24.0,65.0,4.0,69.0,0.0,,,69.0,0.0,69.0,-6.0,0.0,63.0,63.0,,164.0,0.38,0.38,0.51,165.0,0.38,0.38,0.51,
12/31/2001,2136.0,,,,,,,,,,,,,,,,,,,,,,,2136.0,-14.0,,,,,,,,,14.0,2122.0,,2122.0,,,,,,2122.0,,,2122.0,2122.0,,161.7,1.35,1.35,1.35,162.3,1.34,1.34,1.34,
03/31/2002,1894.0,1894.0,,,,,,0.0,,,-727.0,727.0,727.0,,0.0,,,1167.0,-833.0,,189.0,93.0,551.0,334.0,-145.0,,,,,144.0,136.0,,8.0,1.0,189.0,3.0,192.0,-8.0,,,200.0,0.0,200.0,0.0,0.0,200.0,200.0,,160.725006,1.25,1.2,1.2,161.365005,1.24,1.19,1.19,
06/30/2002,1474.0,1474.0,,,,,,0.0,,,-403.0,403.0,403.0,,0.0,,,1071.0,-884.0,,180.0,81.0,623.0,187.0,-134.0,,,,,141.0,136.0,,5.0,-7.0,53.0,8.0,61.0,-7.0,,,68.0,0.0,68.0,0.0,0.0,68.0,68.0,,161.123993,0.42,0.38,0.38,162.072006,0.42,0.38,0.38,
09/30/2002,1615.0,1615.0,,,,,,0.0,,,-501.0,501.0,501.0,,0.0,,,1114.0,-864.0,,204.0,87.0,573.0,250.0,-136.0,,,,,141.0,135.0,,6.0,-5.0,114.0,25.0,139.0,-22.0,,,161.0,0.0,161.0,0.0,,161.0,161.0,,167.0,0.96,0.83,0.83,168.0,0.96,0.83,0.83,
12/31/2002,1746.0,1746.0,,,,,,0.0,,,-504.0,504.0,504.0,0.0,0.0,,,1242.0,-1065.0,0.0,169.0,96.0,800.0,177.0,-27.0,,,0.0,,144.0,138.0,0.0,6.0,-117.0,150.0,44.0,194.0,-9.0,,,203.0,0.0,203.0,0.0,0.0,203.0,203.0,,167.0,1.22,1.17,1.17,169.0,1.21,1.16,1.16,
03/31/2003,2095.0,2095.0,,,,,,0.0,,,-813.0,813.0,813.0,,0.0,,,1282.0,-1049.0,,197.0,97.0,755.0,233.0,-151.0,,,,,139.0,133.0,,6.0,12.0,82.0,26.0,108.0,-47.0,,,155.0,0.0,155.0,0.0,,155.0,155.0,,167.242004,0.92,0.65,1.07,167.957001,0.92,0.64,1.06,
06/30/2003,1600.0,1600.0,,,,,,0.0,,,-493.0,493.0,493.0,,0.0,,,1107.0,-1059.0,,180.0,87.0,792.0,48.0,-108.0,,,0.0,,138.0,138.0,0.0,0.0,-30.0,-60.0,-13.0,-73.0,2.0,,,-75.0,36.0,-39.0,0.0,0.0,-39.0,-39.0,,167.533997,-0.23,-0.22,0.48,167.903,-0.23,-0.22,0.48,
09/30/2003,1654.0,1654.0,,,,,,0.0,,,-452.0,452.0,452.0,,0.0,,,1202.0,-983.0,,170.0,71.0,742.0,219.0,-102.0,,,,,135.0,135.0,,0.0,-33.0,117.0,43.0,160.0,4.0,,,156.0,20.0,176.0,0.0,,176.0,176.0,,168.0,1.05,1.07,0.68,168.0,1.04,1.06,0.67,
12/31/2003,1692.0,1692.0,,,,,,0.0,,,-483.0,483.0,483.0,,0.0,,,1209.0,-1054.0,,140.0,79.0,835.0,155.0,-84.0,,,,,134.0,134.0,0.0,,-50.0,71.0,67.0,138.0,0.0,,,138.0,91.0,229.0,0.0,,229.0,229.0,,168.382004,1.36,1.36,0.94,168.382004,1.36,1.36,0.94,
03/31/2004,2093.0,886.0,,,729.0,,,,478.0,,-741.0,741.0,741.0,,,,,1352.0,-1035.0,,167.0,85.0,783.0,317.0,-75.0,,,,10.0,131.0,131.0,,,-46.0,242.0,-75.0,167.0,7.0,,,160.0,30.0,190.0,,,190.0,190.0,,170.0,1.12,1.16,0.9,170.0,1.11,1.15,0.89,
06/30/2004,1501.0,1501.0,,,,,,0.0,,,-377.0,377.0,377.0,,,,,1124.0,-1090.0,,179.0,60.0,851.0,34.0,-32.0,,,0.0,,129.0,129.0,0.0,0.0,-97.0,2.0,-18.0,-16.0,0.0,,,-16.0,51.0,35.0,0.0,0.0,35.0,35.0,,173.0,0.2,0.2,0.23,174.0,0.2,0.2,0.23,
09/30/2004,1586.0,958.0,,,160.0,,,0.0,468.0,,-316.0,316.0,316.0,,,,,1270.0,-1148.0,,190.0,86.0,872.0,122.0,-54.0,,,0.0,14.0,131.0,131.0,0.0,0.0,-63.0,68.0,-37.0,31.0,4.0,,,27.0,66.0,93.0,0.0,0.0,93.0,93.0,,173.0,0.54,0.56,0.43,174.2,0.54,0.56,0.43,
12/31/2004,1926.0,1926.0,,,,,,0.0,,,-573.0,573.0,573.0,,,,,1353.0,-1192.0,,208.0,81.0,903.0,161.0,-72.0,,,0.0,,127.0,127.0,0.0,0.0,-55.0,89.0,-36.0,53.0,5.0,,,48.0,65.0,113.0,0.0,0.0,113.0,113.0,,173.0,0.65,0.68,0.95,174.0,0.65,0.68,0.94,
03/31/2005,2309.0,990.0,,,852.0,,,,467.0,,-969.0,969.0,969.0,,,,,1340.0,-1192.0,,208.0,91.0,893.0,148.0,-37.0,,,,14.0,128.0,128.0,,,-77.0,111.0,-38.0,73.0,4.0,,,69.0,53.0,122.0,,,122.0,122.0,,174.0,0.7,0.72,0.88,175.0,0.7,0.72,0.88,
06/30/2005,1941.0,1035.0,,,267.0,,,,639.0,,-638.0,638.0,638.0,,,,,1303.0,-1232.0,,216.0,89.0,927.0,71.0,-101.0,,,,13.0,129.0,129.0,,,-15.0,-30.0,-5.0,-35.0,4.0,,,-39.0,68.0,29.0,,,29.0,29.0,,174.0,0.17,0.19,0.23,175.0,0.17,0.19,0.23,
09/30/2005,2060.0,1409.0,,,210.0,,,0.0,441.0,,-839.0,839.0,839.0,,,,,1221.0,-1278.0,,239.0,66.0,973.0,-57.0,8.0,,,0.0,15.0,129.0,129.0,0.0,0.0,-122.0,-49.0,-10.0,-59.0,25.0,,,-84.0,88.0,4.0,0.0,0.0,4.0,4.0,,176.0,0.17,0.17,0.03,176.6,0.17,0.17,0.03,
