Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Source: Bloomberg
06/30/1993,,447.938995,17.407,212.703995,8293.209961,8411.325195,-118.114998,4012.291016,301.156006,368.427002,19.771,13672.910156,,1564.20105,9233.799805,,9233.799805,0.0,10798.0,1270.857056,160.476002,488.832001,0,0,387.652008,567.086975,954.738983,
09/30/1993,,552.763,29.989,225.940994,8754.551758,8878.314453,-123.762001,3891.291992,306.341003,386.140015,17.271,14164.290039,,1646.375,9270.735352,,9270.735352,0.0,10917.110352,1598.13501,193.181995,465.912994,0,0,390.625,599.323975,989.948975,
12/31/1993,,607.830994,49.625999,2713.266113,9313.086334,9448.319336,-135.233002,1278.006958,321.622986,398.255005,26.27,14707.959961,,1782.900024,9732.411133,4062.0,5670.411133,0.0,11515.30957,1565.459961,214.441997,360.984985,0,0,414.451996,637.314026,1051.766022,
03/31/1994,,582.271973,23.667,2507.748047,9706.695312,9849.389648,-142.695007,1496.159058,327.509003,408.709991,28.268,15081.030273,,1819.900024,9718.369141,,9718.369141,0.0,11538.269531,1919.781982,210.807001,343.545013,0,0,416.386993,652.237976,1068.624969,
06/30/1994,,511.417999,63.658001,2505.743896,10374.75,10524.049805,-149.302994,1680.685059,334.665985,433.484985,27.159,15931.570312,,1859.593018,9967.557617,,9967.557617,0.0,11827.150391,2374.802979,193.166004,442.645996,0,0,420.462006,673.336975,1093.798981,
09/30/1994,,575.046997,34.784,2501.988037,11304.860352,11472.330078,-167.475006,1682.223022,356.102997,475.787994,24.693001,16955.480469,,1952.110962,10291.099609,,10291.099609,0.0,12243.209961,2816.01709,226.344994,541.424988,0,0,434.859985,693.627014,1128.487,
12/31/1994,,650.432983,36.52,2445.376953,11950.218155,12121.910156,-171.692001,1671.672974,364.641998,479.088013,34.111,17632.060547,,2039.744019,10761.495117,2955.995117,7805.5,0.0,12801.240234,2848.011963,226.823997,620.716003,0,0,436.735992,698.531982,1135.267974,
03/31/1995,,533.76001,30.209999,2392.4729,12419.860352,12598.740234,-178.878006,1646.286987,382.881989,511.260986,37.890999,17954.630859,,1943.776001,11467.429688,,11467.429688,0.0,13411.209961,2479.746094,238.310997,639.502014,0,0,445.841003,740.015991,1185.856995,
06/30/1995,,594.413025,49.896999,2265.068115,13212.169922,13398.320312,-186.149994,1997.781006,407.329987,523.35498,29.476,19079.480469,,2279.748047,11533.929688,,11533.929688,0.0,13813.679688,2859.084961,259.337999,889.857971,0,0,463.011993,794.515015,1257.527008,
09/30/1995,,747.390015,44.569,2221.969971,13882.530273,14077.5,-194.962006,2036.057007,421.087006,650.20697,16.948999,20020.759766,,2100.759033,11908.790039,0.0,11908.790039,0.0,14009.540039,3413.493896,319.18899,891.281006,0,0,557.646973,829.607971,1387.254944,
12/31/1995,,773.656006,118.987999,2851.941895,14448.522156,14655.160156,-206.638,1585.562012,433.527008,561.580994,13.244,20787.019531,,2271.988037,12303.088867,4617.5,7685.588867,0.0,14575.080078,3260.427002,386.337994,1134.312012,0,0,561.604004,869.265991,1430.869995,
03/31/1996,,658.638,61.389999,3087.11499,15969.240234,16200.160156,-230.912994,1747.219971,457.161011,630.86499,13.528,22625.160156,,2284.413086,13579.679688,,13579.679688,0.0,15864.089844,3407.343994,371.344009,1405.411011,0,0,631.689026,945.278992,1576.968018,
06/30/1996,,696.369019,89.915001,3246.815918,16858.519531,17098.929688,-240.404999,1590.713989,476.699005,633.020996,22.628,23614.679688,,2444.191895,13626.209961,,13626.209961,0.0,16070.410156,3921.991943,358.397989,1640.360962,0,0,647.984009,975.541992,1623.526001,
09/30/1996,,833.531006,87.237,3146.561035,17804.880859,18057.759766,-252.882996,1729.728027,490.949005,668.958008,14.11,24775.949219,,2427.664062,14197.0,,14197.0,0.0,16624.660156,3924.62793,367.783004,2180.689941,0,0,650.820007,1027.369995,1678.190002,
12/31/1996,,903.133972,16.365,3068.170898,19061.267852,19331.130859,-269.863007,1956.595947,510.042999,681.015991,26.599001,26223.189453,,2580.416016,14725.077393,2700.677002,12024.400391,0.0,17305.490234,4307.800781,384.405001,2490.602051,0,0,652.599976,1082.291992,1734.891968,
03/31/1997,,822.666016,35.986,3307.379883,19860.970703,20145.5,-284.532013,2072.712891,527.39801,696.982971,25.954,27350.050781,,2504.4021,15089.179688,,15089.179688,0.0,17593.589844,4812.086914,437.701986,2636.221924,0,0,737.721008,1132.734985,1870.455994,
06/30/1997,,851.012024,161.175995,3854.552002,20808.179688,21105.869141,-297.696014,2205.139893,560.85199,731.190002,20.847,29192.949219,,2107.716064,16571.689453,,16571.689453,0.0,18679.410156,5325.980957,421.077011,2814.720947,0,0,740.622009,1211.136963,1951.758972,
09/30/1997,,836.684021,91.607002,3719.831055,21357.060547,21667.789062,-310.725006,2419.125,575.002014,755.625,9.255,29764.189453,,2120.715088,16890.199219,,16890.199219,0.0,19010.910156,4779.068848,444.878993,3514.251953,0,0,743.11499,1271.963989,2015.078979,
12/31/1997,,877.88501,49.403,3379.666992,22159.318054,22474.789062,-315.471008,2557.250977,598.294006,1276.069946,8.561,30906.449219,,2288.653076,17297.930908,3039.930908,14258.0,0.0,19586.580078,5103.178223,486.044002,3535.998047,0,0,872.791992,1321.848999,2194.640991,
03/31/1998,,801.531982,28.945999,3879.77002,23212.849609,23548.849609,-335.994995,2765.400879,632.112,1370.003052,6.988,32697.599609,,2263.687012,18269.230469,,18269.230469,0.0,20532.919922,5125.439941,570.157006,3983.283936,0,0,1110.532959,1375.274048,2485.807007,
06/30/1998,,1145.07605,14.694,4127.980957,24300.039062,24654.119141,-354.075989,3025.988037,660.244995,1382.787964,11.125,34667.941406,,2501.618896,18649.230469,,18649.230469,0.0,21150.849609,6476.165039,516.423004,3947.712891,0,0,1128.718018,1448.072021,2576.790039,
09/30/1998,,899.01001,41.348,4269.807129,25292.900391,25657.259766,-364.362,2558.476074,676.471008,1800.517944,6.637,35545.160156,,2479.967041,21727.789062,,21727.789062,0.0,24207.759766,4186.172852,548.834022,3942.302979,0,0,1137.453979,1522.642944,2660.096924,
12/31/1998,,970.778015,76.780998,4583.519043,26939.976562,27317.501953,-377.524994,2988.427979,690.85199,1854.474976,28.965,38133.773438,,2774.239014,22065.650391,8997.5,13068.150391,0.0,24839.888672,6363.027832,507.311008,3685.280029,0,0,1154.145996,1584.119995,2738.265991,
03/31/1999,,926.833984,65.324997,4715.85791,27867.730469,28261.859375,-394.13501,2851.906982,691.448975,1872.115967,24.9,39016.121094,,2644.029053,21908.439453,,21908.439453,0.0,24552.470703,10000.610352,515.213995,1150.435059,0,0,1157.390991,1639.999023,2797.390015,
06/30/1999,,968.437988,215.912994,4743.591797,28772.890625,29178.410156,-405.513,2801.0,694.978027,1850.560059,19.131001,40066.511719,,2723.741943,23572.929688,,23572.929688,0.0,26296.669922,6580.90918,428.51601,3930.87793,0,0,1161.436035,1668.094971,2829.531006,
09/30/1999,,1074.671997,89.542999,5414.86084,30179.220703,30613.990234,-434.770996,3001.531006,717.70697,1986.07605,10.631,42474.238281,,2902.626953,24594.550781,,24594.550781,0.0,27497.179688,6815.849121,669.834979,4605.838867,0,0,1171.266968,1714.274048,2885.541016,
12/31/1999,,874.999023,46.766998,5382.353027,31255.5,31697.839844,-442.342987,2986.958008,730.60199,1964.760986,20.573999,43262.511719,,2861.162109,24878.183594,5014.283203,19863.900391,0.0,27739.349609,7746.990234,542.941004,4305.807129,0,0,1173.916016,1753.511963,2927.427979,
03/31/2000,,940.934998,26.823999,5638.40918,31371.289062,31824.570312,-453.279999,2991.600098,734.682983,2121.916992,40.681,43866.339844,,3800.23291,24750.25,,24750.25,0.0,28550.480469,10625.599609,590.519012,1125.474976,0,0,1177.666016,1796.598999,2974.265015,
06/30/2000,,926.096008,263.514008,5706.217773,31587.289062,32043.369141,-456.085999,2995.278076,742.046997,2101.329102,22.731001,44344.5,,3734.024902,24893.570312,,24893.570312,0.0,28627.599609,7875.049805,600.848005,4176.161133,0,0,1180.41394,1884.430054,3064.843994,
09/30/2000,,870.862976,19.978001,5968.958984,31615.220703,32066.960938,-451.742004,2986.304932,736.724976,2124.103027,4.109,44326.261719,,3605.48291,26188.259766,,26188.259766,0.0,29793.740234,6751.211914,615.481009,3976.159912,0,0,1180.610962,2009.057983,3189.668945,
12/31/2000,,959.75,44.237,7392.979004,30945.800781,31396.150391,-450.347992,3026.631104,738.392029,2012.412964,26.329,45146.53125,,3894.085938,26808.45166,5368.570801,21439.880859,0.0,30702.539062,6391.318848,623.717978,4076.491943,0,0,1185.949951,2166.511963,3352.461914,
03/31/2001,,872.107971,28.330999,8250.248047,31503.289062,31963.740234,-460.450989,2408.624023,753.987976,2112.676025,27.968,45957.238281,,3765.093994,24793.849609,,24793.849609,0.0,28558.939453,12073.070312,741.223982,1053.406006,0,0,1196.803955,2333.791016,3530.594971,
06/30/2001,,921.992004,5.807,9473.380859,31779.730469,32242.630859,-462.904999,1454.417969,775.276001,2105.76709,18.625,46534.988281,,3869.529053,25954.910156,,25954.910156,0.0,29824.439453,7113.181152,699.380005,5298.356934,0,0,1197.578003,2402.061035,3599.639038,
09/30/2001,,968.515991,24.033001,10239.019531,32342.070312,32813.199219,-471.132996,618.125977,807.236023,2260.793945,8.111,47267.910156,,3889.455078,26148.800781,,26148.800781,0.0,30038.259766,7182.287109,855.017982,5292.251953,0,0,1316.71106,2583.37793,3900.088989,
12/31/2001,,1159.235962,33.946999,10849.870117,32939.480469,33422.601562,-483.123993,544.695007,838.552002,2363.414062,25.361,48754.550781,,4392.270996,28241.836914,6205.625977,22036.210938,0.0,32634.109375,6075.327148,748.249977,5334.484863,0,0,1484.932007,2477.443115,3962.375122,
03/31/2002,,906.911987,42.237,11135.089844,32384.990234,32870.398438,-485.407013,495.096985,868.697998,2392.704102,19.25,48244.980469,,4241.952148,26507.800781,,26507.800781,0.0,30749.75,6997.172852,728.437988,5732.437988,0,0,1490.958008,2546.224121,4037.182129,
06/30/2002,,869.63501,261.265991,10801.339844,32692.400391,33180.738281,-488.339996,436.774994,899.521973,2446.131104,12.5,48419.570312,,4342.125,27244.730469,,27244.730469,0.0,31586.859375,5190.601074,910.53302,6415.310059,0,0,1491.706055,2824.560059,4316.266113,
09/30/2002,,1123.589966,235.367004,11366.780273,33102.429688,33600.03125,-497.600006,407.458008,912.473022,2602.305908,3.3,49753.699219,,4295.317871,27268.630859,,27268.630859,0.0,31563.949219,5961.289062,1038.086011,6656.11084,0,0,1492.491943,3041.780029,4534.271973,
12/31/2002,,1005.327026,11.212,11835.0,33739.078125,34237.578125,-498.501007,368.790985,918.961975,2692.48291,0.0,50570.859375,,4652.5,28292.911133,6838.200195,21454.710938,0.0,32945.410156,5265.943848,1079.087036,6652.837891,0,0,1493.484009,3134.096924,4627.580933,
03/31/2003,,1128.131958,8.463,12310.959961,33940.910156,34440.359375,-499.451996,306.350006,916.367004,2737.431885,0.0,51348.609375,,4921.962891,27390.800781,,27390.800781,0.0,32312.759766,6819.286133,1143.553955,6549.941895,0,0,1505.274048,3017.791992,4523.06604,
06/30/2003,,1185.444946,114.651001,12632.230469,33796.039062,34297.109375,-501.067993,271.290985,922.921021,2785.64502,0.0,51708.230469,,5390.39209,28978.339844,,28978.339844,0.0,34368.730469,5392.153809,1245.834961,6204.62207,0,0,1508.090942,2988.788086,4496.879028,
09/30/2003,,968.893982,360.032013,12001.030273,34355.480469,34856.660156,-501.179993,244.548996,928.309998,2703.643066,0.0,51561.929688,,5099.560059,29184.599609,,29184.599609,0.0,34284.160156,5672.938965,910.703003,6313.140137,0,0,1509.416992,2871.575928,4380.99292,
12/31/2003,,1061.501953,225.429993,12025.75,34778.980469,35280.191406,-501.208008,231.731003,937.263,2664.22998,0.0,51924.890625,,5373.974121,29372.619141,7339.0,22033.619141,0.0,34746.601562,6980.570801,855.861023,4982.020996,0,0,1511.41394,2848.424072,4359.838013,
03/31/2004,,1393.577026,157.725006,11887.5,35390.898438,35892.121094,-501.214996,222.951996,955.026978,2665.254883,0.0,52672.941406,,6061.146973,29453.789062,,29453.789062,0.0,35514.941406,5074.597168,948.903015,6637.266113,0,0,1526.817993,2970.417969,4497.235962,
06/30/2004,,983.403992,27.266001,11999.959961,36000.949219,36510.878906,-509.928009,209.561996,998.41803,2690.808105,0.0,52910.371094,,5654.01416,31146.160156,,31146.160156,0.0,36800.179688,3997.241943,837.307983,6817.044922,0,0,1654.208008,2804.391113,4458.599121,
09/30/2004,,896.987976,24.711,12259.5,36581.4375,37091.648438,-510.210999,203.664001,1012.629028,2779.099121,0.0,53758.03125,,5650.021973,31517.927734,,31517.927734,0.0,37167.949219,4313.924805,928.103027,6613.605957,0,0,1674.031982,3060.415039,4734.447021,
