Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,150.203995,,-74.984001,,75.219994,,-48.619999,,,,26.6,0.477,,,,0.0,-0.477,27.077,-10.695,,,16.382,0.0,,,16.382001,0.0,16.382,0.0,,16.382,16.382,,405.124672,0.040969,0.040969,,405.124672,0.040969,0.040969,0.040969,
09/30/1992,137.731995,,-70.627998,,67.103996,,-50.591,,,,16.513,0.505,,,,0.0,-0.505,17.018,-6.723,,,10.295,0.0,,,10.295,0.0,10.295,0.0,,10.295,10.295,,405.261349,0.025167,0.025167,,405.261349,0.025167,0.025167,0.025167,
12/31/1992,122.280998,,-65.197998,,57.083,,-47.277,,,,9.806,0.505,,,,0.0,-0.505,10.311,-4.073,,,6.238,0.0,,,6.238,0.0,6.238,0.0,,6.238,6.238,,337.817453,0.015802,0.015802,,337.817453,0.015802,0.015802,0.015802,
03/31/1993,127.294998,,-65.649002,,61.645996,,-52.548,,,,9.098,0.442,,0.0,,0.0,-0.442,9.54,-3.673,,,5.867,0.0,,,5.866999,0.0,5.867,0.0,,5.867,5.867,,405.597394,0.014047,0.014047,,405.597394,0.014047,0.014047,0.014047,
06/30/1993,163.248001,,-80.875999,,82.372002,,-51.923,,,,30.448999,0.56,,,,0.0,-0.56,31.008999,-11.938,,,19.070999,0.0,,,19.071,0.0,19.070999,0.0,,19.070999,19.070999,,405.836597,0.047407,0.047407,,405.836597,0.047407,0.047407,0.047407,
09/30/1993,151.807999,,-77.052002,,74.755997,,-55.896,,,,18.860001,0.633,,,,0.0,-0.633,19.493001,-7.805,,,11.688,0.0,,,11.688001,0.0,11.688,0.0,,11.688,11.688,,406.052986,0.028971,0.028971,,406.052986,0.028971,0.028971,0.028971,
12/31/1993,133.451004,,-69.921997,,63.529007,,-51.425999,,,,12.103,0.755,,0.0,,0.0,-0.755,12.858,-5.015,,,7.843,0.0,,,7.843,0.0,7.843,0.0,,7.843,7.843,,406.26942,0.019314,0.019314,,406.26942,0.019314,0.019314,0.019314,
03/31/1994,136.442993,,-70.152,,66.290993,,-55.542,,,,10.749,0.451,,,,0.0,-0.451,11.2,-4.312,,,6.888,0.0,,,6.888,0.0,6.888,0.0,,6.888,6.888,,406.406119,0.01668,0.01668,,406.406119,0.01668,0.01668,0.01668,
06/30/1994,171.873993,,-83.668999,,88.204994,,-54.375,,,,33.830002,0.423,,,,0.0,-0.423,34.253002,-13.187,,,21.066,0.0,,,21.066002,0.0,21.066,0.0,,21.066,21.066,,407.294578,0.051797,0.051797,,407.294578,0.051797,0.051797,0.051797,
09/30/1994,158.001999,,-82.315002,,75.686996,,-55.383999,,,,20.302999,0.853,,,,0.0,-0.853,21.155999,-8.145,,,13.011,0.0,,,13.010999,0.0,13.011,0.0,,13.011,13.011,,407.693248,0.031605,0.031605,,407.693248,0.031605,0.031605,0.031605,
12/31/1994,139.007996,,-75.179001,,63.828995,,-51.118,,,,12.711,1.267,,,,0.0,-1.267,13.978,-5.382,,,8.596,0.0,,,8.596,0.0,8.596,0.0,,8.596,8.596,,408.376701,0.021948,0.021948,,408.376701,0.021948,0.021948,0.021948,
03/31/1995,142.654007,,-73.237999,,69.416008,,-57.771,,,,11.645,0.946,,,,0.0,-0.946,12.591,-4.784,,,7.807,0.0,,,7.807001,0.0,7.807,0.0,,7.807,7.807,,408.217233,0.019314,0.019314,,408.217233,0.019314,0.019314,0.019314,
06/30/1995,175.350006,,-86.874001,,88.476006,,-55.655998,,,,32.82,1.216,,,,0.0,-1.216,34.036,-12.934,,,21.101999,0.0,,,21.102,0.0,21.101999,0.0,,21.101999,21.101999,,408.353889,0.051797,0.051797,,408.353889,0.051797,0.051797,0.051797,
09/30/1995,162.332993,,-88.167,,74.165993,,-58.019001,,,,16.146999,-10.576,,,,0.0,10.576,5.570999,-2.117,,,3.454,0.0,,,3.453999,0.0,3.454,0.0,,3.454,3.454,,408.388085,0.007901,0.007901,,408.388085,0.007901,0.007901,0.007901,
12/31/1995,140.098007,,-77.610001,,62.488007,,-52.737999,,,,9.75,1.402,,,,0.0,-1.402,11.152,-4.238,,,6.914,0.0,,,6.914,0.0,6.914,0.0,,6.914,6.914,,408.410854,0.017558,0.017558,,408.410854,0.017558,0.017558,0.017558,
03/31/1996,119.977997,,,,,,,,,,,,,,,,,,,,,,,,,,,6.387,0.0,,6.387,6.387,,408.615903,0.015802,0.014925,0.014925,408.615903,0.015802,0.014925,0.014925,
06/30/1996,153.929001,,,,,,,,,,,,,,,,,,,,,,,,,,,12.841,0.0,,12.841,12.841,,406.554203,0.031605,0.031605,0.031605,406.554203,0.031605,0.031605,0.031605,
09/30/1996,138.727997,,,,,,,,,,,,,,,,,,,,,,,,,,,3.306,0.0,,3.306,3.306,,404.150754,0.007901,0.007901,0.007901,404.150754,0.007901,0.007901,0.007901,
12/31/1996,120.149979,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261,0.0,,0.261,0.261,,397.236663,0.000878,0.000878,0.000878,397.236663,0.000878,0.000878,0.000878,
03/31/1997,126.950996,,-72.317001,,54.633995,,-47.632999,,,,7.001,1.217,,0.0,,0.0,-1.217,8.218,-3.123,,,5.095,-0.049,,,5.144,0.0,5.144,0.0,,5.144,5.144,,392.612045,0.013169,0.013169,0.013169,392.691779,0.013169,0.013169,0.013169,
06/30/1997,154.371,,-88.555,,65.816,0.0,-56.958,54.943,,2.015,8.858,1.172,,,-1.172,,0.0,10.03,-3.811,,,6.219,-0.1,,,6.319,,6.319,0.0,0.0,6.319,6.319,,385.083269,0.01668,0.01668,0.01668,385.174394,0.01668,0.01668,0.01668,
09/30/1997,140.287003,,-88.717003,,51.57,,-72.212997,,,,-20.643,1.509,,0.0,,0.0,-1.509,-19.134,7.271,,,-11.863,-9.529,,,-2.334,0.0,-2.334,0.0,,-2.334,-2.334,,388.21529,-0.006145,-0.031605,-0.031605,388.500029,-0.006145,-0.031605,-0.031605,
12/31/1997,68.037003,,-83.709999,,-15.672997,,-54.560001,,,,-70.233002,-113.010002,,0.0,,0.0,113.010002,-183.243004,69.632004,,,-113.611,-176.311996,,,62.700996,0.0,-7.632,0.0,,-7.632,-7.632,,382.816144,-0.020192,-0.026952,-0.026952,382.816144,-0.020192,-0.026952,-0.026952,
03/31/1998,122.964996,,-76.908997,,46.056,,-51.522999,,,,-5.467,2.622,,0.0,,0.0,-2.622,-2.845,1.081,,,-1.764,0.0,,,-1.764,0.0,-1.764,0.0,,-1.764,-1.764,,378.966099,-0.00439,-0.00439,-0.00439,379.136951,-0.00439,-0.00439,-0.00439,
06/30/1998,155.05,,-86.723,,68.327,0.0,-59.603,57.434,,2.169,8.724,2.425,,,-2.425,,0.0,11.149,-4.236,,,6.913,,,,6.913,,6.913,0.0,0.0,6.913,6.913,,376.786748,0.018436,0.018436,0.018436,377.139858,0.018436,0.018436,0.018436,
09/30/1998,144.492996,,-85.626999,,58.865997,,-59.692001,,,,-0.826,2.246,,0.0,,0.0,-2.246,1.42,-0.54,,,0.88,0.0,,,0.88,0.0,0.88,0.0,,0.88,0.88,,353.849772,0.002634,0.002634,0.002634,354.111743,0.002634,0.002634,0.002634,
12/31/1998,126.627991,,-78.204018,,48.423973,,-54.711998,,,,-6.288,1.688,,0.0,,0.0,-1.688,-4.6,1.748,,,-2.852,-3.41,,,0.558,0.0,0.558,0.0,,0.558,0.558,,347.607705,0.001756,-0.007901,-0.007901,348.131669,0.001756,-0.007901,-0.007901,
03/31/1999,129.886002,,-76.857002,,53.028999,,-53.403,,,,-0.374,1.125,-1.125,,,0.0,0.0,0.751,-0.284,,,0.467,0.0,,,0.467,0.0,0.467,0.0,,0.467,0.467,,347.254594,0.001756,0.001756,0.001756,347.345713,0.001756,0.001756,0.001756,
06/30/1999,162.341995,,-89.704002,,72.637993,,-61.391998,,,,11.246,1.05,-1.05,,,0.0,0.0,12.296,-4.673,,,7.623,0.0,,,7.623,0.0,7.623,0.0,,7.623,7.623,,347.61909,0.021948,0.021948,0.021948,347.710208,0.021948,0.021948,0.021948,
09/30/1999,154.102005,,-89.206001,,64.896004,,-63.507999,,,,1.388,0.923,-0.923,,,0.0,0.0,2.311,-0.879,,,1.432,0.0,,,1.432,0.0,1.432,0.0,,1.432,1.432,,344.999251,0.00439,0.00439,0.00439,345.078985,0.00439,0.00439,0.00439,
12/31/1999,140.309,,-85.708,,54.601,,-58.377,,,,-3.776,-0.05,0.05,,,0.0,0.0,-3.826,1.454,,,-2.372,0.0,,,-2.372,0.0,-2.372,0.0,0.0,-2.372,-2.372,,341.809875,-0.007023,-0.007023,-0.007023,341.866828,-0.007023,-0.007023,-0.007023,
03/31/2000,149.550003,,-87.002998,,62.547005,,-61.294998,,,,1.252,0.029,-0.029,,,0.0,0.0,1.281,-0.487,,,0.794,0.0,,,0.794,0.0,0.794,0.0,0.0,0.794,0.794,,340.966969,0.002634,0.002634,0.002634,341.001144,0.002634,0.002634,0.002634,
06/30/2000,180.528,,-98.762001,,81.765999,,-68.893997,,,,12.872,0.195,-0.195,,,0.0,0.0,13.067,-4.965,,,8.102,0.0,,,8.102,0.0,8.102,0.0,0.0,8.102,8.102,,342.060477,0.023704,0.023704,0.023704,342.060477,0.023704,0.023704,0.023704,
09/30/2000,172.373,,-98.294,,74.079,0.0,-70.268,65.591,,4.677,3.811,,,,,,,3.811,-1.448,,,2.363,,,,2.363,,2.363,0.0,0.0,2.363,2.363,,342.130908,0.007023,0.007023,0.007023,342.170138,0.007023,0.007023,0.007023,
12/31/2000,147.107,,-88.427,,58.68,,-61.648,,,,-2.968,0.212,,,,0.0,-0.212,-2.756,1.047,,,-1.709,0.0,,,-1.709,0.0,-1.709,0.0,0.0,-1.709,-1.709,,342.128813,-0.005267,-0.005267,-0.005267,343.734891,-0.005267,-0.005267,-0.005267,
03/31/2001,150.973,,-86.274,,64.699,,-61.487,,,,3.212,0.048,,,,0.0,-0.048,3.26,-1.239,,,2.021,0.0,,,2.021,0.0,2.021,0.0,0.0,2.021,2.021,,342.960328,0.006145,0.006145,0.006145,344.771438,0.006145,0.006145,0.006145,
06/30/2001,181.349,,-98.72,,82.629,0.0,-68.052,63.308,,4.744,14.577,,,,,,,14.577,-5.539,,,9.038,,,,9.038,,9.038,0.0,0.0,9.038,9.038,,343.759346,0.026337,0.026337,0.026337,345.362748,0.026337,0.026337,0.026337,
09/30/2001,169.806,,-95.118,,74.688,0.0,-67.804,62.664,,5.14,6.884,,,,,,,6.884,-2.616,,,4.268,,,,4.268,,4.268,0.0,0.0,4.268,4.268,,343.727646,0.012291,0.012291,0.012291,345.29085,0.012291,0.012291,0.012291,
12/31/2001,150.158,,-84.21,,65.948,,-63.493,,,,2.455,0.15,,,,0.0,-0.15,2.605,-0.99,,,1.615,0.0,,,1.615,0.0,1.615,0.0,0.0,1.615,1.615,,342.516094,0.00439,0.00439,0.00439,343.54125,0.00439,0.00439,0.00439,
03/31/2002,153.302,,-84.022,,69.28,0.0,-61.264,55.837,,5.427,8.016,-0.049,0.049,,,0.0,0.0,7.967,-3.027,,,4.94,0.0,,,4.94,0.0,4.94,0.0,0.0,4.94,4.94,,343.201604,0.014486,0.014486,0.014486,345.431957,0.014486,0.014486,0.014486,
06/30/2002,184.189,,-97.205,,86.984,0.0,-68.166,62.72,,5.446,18.818,0.039,-0.039,,,,0.0,18.857,-7.166,,,11.691,,,,11.691,,11.691,,0.0,11.691,11.691,,343.442531,0.034239,0.034239,0.034239,345.842156,0.034239,0.034239,0.034239,
09/30/2002,174.063,,-94.402,,79.661,0.0,-68.903,63.478,,5.425,10.758,0.135,-0.135,,,0.0,0.0,10.893,-4.139,,,6.754,0.0,,,6.754,0.0,6.754,0.0,0.0,6.754,6.754,,340.845469,0.019753,0.019753,0.019753,342.614813,0.019753,0.019753,0.019753,
12/31/2002,153.871,,-85.689,,68.182,,-61.482,,,,6.7,-0.691,-0.071,,,0.0,0.762,6.009,-2.284,,,3.725,0.0,,,3.725,0.0,3.725,0.0,0.0,3.725,3.725,,340.021547,0.010535,0.010535,0.010535,345.409313,0.010535,0.010535,0.010535,
03/31/2003,155.122,,-83.926,,71.196,,-59.532,54.376,,5.156,11.664,0.068,-0.066,,-0.066,,-0.002,11.732,-4.458,,,7.274,,,,7.274,,7.274,,,7.274,7.274,,341.0505,0.02107,0.02107,0.02107,350.147812,0.02107,0.02107,0.02107,
06/30/2003,185.105,,-95.558,,89.547,,-67.349,62.312,,5.037,22.198,0.161,-0.094,,-0.094,,-0.067,22.359,-8.497,,,13.862,,,,13.862,,13.862,,,13.862,13.862,,342.607219,0.040823,0.040823,0.040823,352.380375,0.039506,0.039506,0.039506,
09/30/2003,178.261993,,-96.065002,,82.196991,,-66.477997,,,,15.719,0.087,-0.12,,-0.12,0.0,0.033,15.806,-6.006,,,9.8,0.0,,,9.8,0.0,9.8,0.0,0.0,9.8,9.8,,342.592044,0.028971,0.028971,0.028971,349.266934,0.027654,0.027654,0.027654,
12/31/2003,158.524002,,-86.709,,71.815002,,-63.534,,,,8.281,1.852,,0.0,,0.0,-1.852,10.133,-5.308,,,4.825,0.0,,,4.825,0.0,4.825,0.0,0.0,4.825,4.825,,342.705946,0.014486,0.014486,0.018436,351.689342,0.013169,0.013169,0.017119,
03/31/2004,158.692,,-85.357,,73.335,,-58.832,,,,14.503,0.149,-0.15,,-0.15,,0.001,14.652,-5.934,,,8.718,,,,8.718,,8.718,,,8.718,8.718,,343.981688,0.025021,0.025021,0.025021,354.195281,0.025021,0.025021,0.025021,
06/30/2004,202.725,,-105.422,,97.303,0.0,-74.913,69.149,,5.764,22.39,14.19,,,-0.047,,-14.143,36.58,-15.689,,,20.891,,,,20.891,0.0,20.891,0.0,0.0,20.891,20.891,,517.384969,0.040823,0.040823,0.040823,532.929375,0.039506,0.039506,0.039506,
09/30/2004,203.925,,-105.035,,98.89,0.0,-76.329,70.08,,6.249,22.561,0.383,,,-0.068,,-0.315,22.944,-9.311,,,13.633,,,,13.633,,13.633,0.0,0.0,13.633,13.633,,518.076,0.026337,0.026337,0.025982,533.058469,0.025021,0.025021,0.024257,
12/31/2004,183.818,,-99.748,,84.07,,-71.847,,,,12.223,10.367,,,-0.108,0.0,-10.259,22.59,-8.721,,,13.869,0.0,,,13.869,0.0,13.869,0.0,0.0,13.869,13.869,,346.859719,0.039506,0.039506,0.022387,356.3595,0.039506,0.039506,0.022387,
03/31/2005,183.914993,,-98.637001,,85.277992,,-66.246002,,,,19.032,0.459,-0.462,,-0.462,0.0,0.003,19.491,-7.896,,,11.595,0.0,,,11.595,0.0,11.595,0.0,0.0,11.595,11.595,,343.956382,0.03358,0.03358,0.03358,354.693955,0.03358,0.03358,0.03358,
06/30/2005,214.326,,-114.294,,100.032,0.0,-73.639,67.594,,6.045,26.393,5.076,,,-0.354,0.0,-4.722,31.469,-12.745,,,18.724,0.0,,,18.724,0.0,18.724,0.0,0.0,18.724,18.724,,343.931062,0.055309,0.055309,0.047407,354.521813,0.053333,0.053333,0.045432,
09/30/2005,209.346,,-106.398,,102.948,0.0,-78.058,72.258,,5.8,24.89,0.489,,,-0.489,0.0,0.0,25.379,-10.279,,,15.1,0.0,,,15.1,0.0,15.1,0.0,0.0,15.1,15.1,,344.842313,0.043457,0.043457,0.043457,354.587625,0.043457,0.043457,0.043457,
12/31/2005,194.830002,,-106.352997,,88.477005,,-75.042,,,,13.435,0.716,,,-0.278,0.0,-0.438,14.151,-5.278,,,8.873,0.0,,,8.873001,0.0,8.873,0.0,0.0,8.873,8.873,,342.204753,0.025679,0.025679,0.025679,351.054009,0.025679,0.025679,0.025679,
03/31/2006,194.186996,,-107.014,,87.172997,,-69.292999,,,,17.879999,0.292,-0.292,,-0.292,0.0,0.0,18.171999,-7.269,,,10.903,0.0,,,10.902999,0.0,10.903,0.0,0.0,10.903,10.903,,342.604703,0.031605,0.031605,0.031605,352.263938,0.031605,0.031605,0.031605,
06/30/2006,232.222,,-119.035,,113.187,0.0,-81.313,74.368,,6.945,31.874,0.342,,,-0.344,0.0,0.002,32.216,-12.886,,,19.33,0.0,,,19.33,0.0,19.33,0.0,0.0,19.33,19.33,,342.00225,0.057284,0.057284,0.057284,350.542687,0.055309,0.055309,0.055309,
09/30/2006,227.816,,-119.206,,108.61,,-81.134,,,,27.476,0.349,-0.332,,-0.332,0.0,-0.017,27.825,-10.788,,,17.037,0.0,,,17.037,0.0,17.037,0.0,0.0,17.037,17.037,,339.53175,0.049383,0.049383,0.049383,347.79375,0.049383,0.049383,0.049383,
12/31/2006,204.653,,-112.614,,92.039,,-75.698,,,,16.341,0.605,-0.539,,-0.539,0.0,-0.066,16.946,-6.407,,,10.539,0.0,,,10.539,0.0,10.539,0.0,0.0,10.539,10.539,,339.73425,0.02963,0.02963,0.02963,347.925375,0.02963,0.02963,0.02963,
03/31/2007,201.232,,-106.836,,94.396,0.0,-73.727,67.041,,6.686,20.669,0.559,,,-0.552,0.0,-0.007,21.228,-8.435,,,12.793,0.0,,,12.793,0.0,12.793,0.0,0.0,12.793,12.793,,511.221375,0.025679,0.025679,0.025679,521.913375,0.025679,0.025679,0.025679,
06/30/2007,239.618,,-121.601,,118.017,,-83.698,,,,34.319,0.611,-0.522,,-0.522,0.0,-0.089,34.93,-13.691,,,21.239,0.0,,,21.239,0.0,21.239,0.0,0.0,21.239,21.239,,339.071062,0.06321,0.06321,0.06321,342.604687,0.061235,0.061235,0.061235,
09/30/2007,238.116,,-123.029,,115.087,,-85.039,,,,30.048,0.483,-0.466,,-0.466,0.0,-0.017,30.531,-11.766,,,18.765,0.0,,,18.765,0.0,18.765,0.0,0.0,18.765,18.765,,337.203,0.055309,0.055309,0.055309,340.797375,0.055309,0.055309,0.055309,
12/31/2007,215.954,,-117.199,,98.755,0.0,-81.219,74.633,,6.586,17.536,0.688,,,-0.749,0.0,0.061,18.224,-6.29,,,11.934,0.0,,,11.934,0.0,11.934,0.0,0.0,11.934,11.934,,337.00725,0.035556,0.035556,0.035556,341.047125,0.035556,0.035556,0.035556,
03/31/2008,210.078,,-109.953,,100.125,,-78.119,71.488,,6.631,22.006,0.74,-0.719,,,,-0.021,22.746,-8.907,,,13.839,,,,13.839,,13.839,0.0,0.0,13.839,13.839,,335.4345,0.041481,0.041481,0.041481,338.853375,0.041481,0.041481,0.041481,
06/30/2008,284.498993,,-146.076004,,138.422989,,-100.714996,,,,37.708,-0.379,0.393,,,0.0,-0.014,37.329,-14.591,,,22.738001,0.0,,,22.738001,0.0,22.738001,0.0,0.0,22.738001,22.738001,,335.370386,0.068148,0.068148,0.068148,338.077117,0.068148,0.068148,0.068148,
09/30/2008,277.911011,,-145.414993,,132.496017,,-100.471001,,,,32.025002,-0.02,0.174,,,0.0,-0.154,32.005002,-12.201,,,19.804001,0.0,,,19.804001,0.0,19.804001,0.0,0.0,19.804001,19.804001,,334.911381,0.059259,0.059259,0.059259,337.824002,0.059259,0.059259,0.059259,
12/31/2008,248.076,,-133.05,,115.026,,-93.216,,,,21.81,-0.936,0.913,,,0.0,0.023,20.874,-8.321,,,12.553,0.0,,,12.553,0.0,12.553,0.0,0.0,12.553,12.553,,333.622125,0.038519,0.038519,0.038519,336.349125,0.038519,0.038519,0.038519,
03/31/2009,242.972,242.972,-125.371,125.371,117.601,0.0,-91.412,81.988,9.429,-0.005,26.189,-0.428,0.428,,,,0.0,25.761,-9.953,9.256,0.697,15.808,0.0,0.0,0.0,15.808,0.0,15.808,0.0,0.0,15.808,15.80475,-0.00325,331.8705,0.047407,0.047407,0.047623,334.195875,0.047407,0.047407,0.047398,
06/30/2009,284.567,284.567,-141.633,141.633,142.934,0.0,-101.162,91.806,9.374,-0.018,41.772,-0.259,0.259,,,,0.0,41.513,-16.031,15.189,0.842,25.482,0.0,0.0,0.0,25.482,0.0,25.482,0.0,0.0,25.482,25.4703,-0.0117,329.828625,0.077037,0.077037,0.077223,332.5185,0.077037,0.077037,0.077002,
09/30/2009,286.852,286.852,-147.436,147.436,139.416,0.0,-102.584,93.233,9.321,0.03,36.832,-0.159,0.159,,,,0.0,36.673,-13.94,13.196,0.744,22.733,0.0,0.0,0.0,22.733,0.0,22.733,0.0,0.0,22.733,22.7525,0.0195,334.546875,0.068148,0.068148,0.06801,335.5695,0.068148,0.068148,0.06801,
12/31/2009,259.567,259.567,-136.562,136.562,123.005,0.0,-100.543,88.563,9.045,2.935,22.462,-0.118,0.118,,,,0.0,22.344,-2.383,,,19.961,0.0,0.0,0.0,19.961,0.0,19.961,0.0,0.0,19.961,21.7882,1.8272,334.02375,0.059259,0.059259,0.06523,334.90125,0.059259,0.059259,0.064715,
03/31/2010,253.041,253.041,-130.975,130.975,122.066,0.0,-93.915,85.101,9.0,-0.186,28.151,-0.099,0.099,,,,0.0,28.052,-10.469,10.384,0.085,17.583,0.0,0.0,0.0,17.583,0.0,17.583,0.0,0.0,17.583,17.4621,-0.1209,334.82025,0.053333,0.053333,0.052154,335.451375,0.053333,0.053333,0.052154,
06/30/2010,298.803,298.803,-148.428,148.428,150.375,0.0,-105.93,96.772,8.967,0.191,44.445,-0.066,0.066,,,,0.0,44.379,-16.679,16.532,0.147,27.7,0.0,0.0,0.0,27.7,0.0,27.7,0.0,0.0,27.7,27.82415,0.12415,334.2735,0.082963,0.082963,0.083238,334.796625,0.082963,0.082963,0.083238,
09/30/2010,305.118,305.118,-156.064,156.064,149.054,0.0,-107.985,98.909,9.076,0.0,41.069,-0.1,0.1,,,,0.0,40.969,-15.456,19.058,-3.602,25.513,0.0,0.0,0.0,25.513,0.0,25.513,0.0,0.0,25.513,25.513,0.0,332.0595,0.077037,0.077037,0.077037,332.454375,0.077037,0.077037,0.077037,
12/31/2010,279.928,279.928,-147.622,147.622,132.306,0.0,-101.989,92.506,9.365,0.118,30.317,-0.172,0.172,,,,0.0,30.145,-10.939,,,19.206,0.0,0.0,0.0,19.206,0.0,19.206,0.0,0.0,19.206,19.2827,0.0767,331.164,0.057778,0.057778,0.058227,331.4385,0.057778,0.057778,0.058009,
03/31/2011,271.643,271.643,-140.898,140.898,130.745,0.0,-100.698,91.498,9.2,0.0,30.047,-0.192,,0.192,,,0.0,29.855,-11.215,,,18.64,0.0,0.0,0.0,18.64,0.0,18.64,0.0,0.0,18.64,18.64,0.0,331.81425,0.057778,0.057778,0.057778,332.0325,0.057778,0.057778,0.057778,
06/30/2011,320.436,320.436,-159.645,159.645,160.791,0.0,-111.045,101.757,9.288,0.0,49.746,-0.178,0.178,,,,0.0,49.568,-18.507,,,31.061,0.0,0.0,0.0,31.061,0.0,31.061,0.0,0.0,31.061,31.061,0.0,331.30125,0.093333,0.093333,0.093333,331.4565,0.093333,0.093333,0.093333,
09/30/2011,323.929,323.929,-165.097,165.097,158.832,0.0,-111.733,102.396,9.337,0.0,47.099,-0.079,0.079,,,,0.0,47.02,-17.605,,,29.415,0.0,0.0,0.0,29.415,0.0,29.415,0.0,0.0,29.415,29.415,0.0,329.73525,0.088889,0.088889,0.088889,329.87025,0.088889,0.088889,0.088889,
