Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2001,124.421997,72.420002,13.68,58.740002,20.548,,,2.83,1.254,,3.028,-1.452,5.08,,,,100.877998,14.876,,,1.302,,7.366,0.0,0.0,0.0,7.366,23.544001,,3.607,3.607,,,,0.0,0.0,0.0,0.0,,,23.904,,,23.904,27.511,0.0,0.0,0.0,0.0,,1.245,,,,,,1.245,1.245,28.756,0.0,124.642998,0.0,,-28.976999,95.665998,0.0,95.665998,124.421998,
03/31/2002,126.227997,75.466,28.403,47.063,20.649,,,0.96,0.735,,1.183,-0.958,6.012,,,,103.086998,14.293,,,1.56,,7.288,0.0,0.0,0.0,7.288,23.141,,4.197,4.197,,,,0.0,0.0,0.0,0.0,,,24.255,,,24.255,28.452,0.0,0.0,0.0,0.0,,1.373,,,,,,1.373,1.373,29.825,0.0,126.876999,0.0,,-30.474001,96.402998,0.0,96.402998,126.227998,
06/30/2002,125.547997,78.912001,18.496,60.416,20.278,,,0.332,0.657,,0.799,-1.124,4.24,,,,103.762001,13.123,,,1.432,,7.231,0.0,0.0,0.0,7.231,21.786,,4.463,4.463,,,,0.0,0.0,0.0,0.0,,,26.172,,,26.172,30.635,0.0,0.0,0.0,0.0,,1.431,,,,,,1.431,1.431,32.066,0.0,128.143997,0.0,,-34.661999,93.481998,0.0,93.481998,125.547999,
09/30/2002,126.289001,80.333002,20.801001,59.532001,20.403999,,,0.349,0.025,0.0,0.324,0.0,4.713,,,,105.799004,12.211,24.385,-12.174,1.346,,6.933,0.0,0.0,0.0,6.933,20.49,,3.685,3.685,,,,0.0,0.0,0.0,0.0,,,27.604,,,27.604,31.289,0.0,0.0,0.0,0.0,,1.315,,,,,,1.315,1.315,32.604,0.0,128.876007,0.0,,-35.191002,93.685005,0.0,93.685005,126.289005,
12/31/2002,128.910004,61.865001,9.581,52.284,19.322001,,,0.253,0.16,,0.195,-0.102,5.223,,,,86.663002,11.898,,,23.382,,6.967,0.0,0.0,0.0,6.967,42.247,,4.152,4.152,,,,0.0,0.0,0.0,0.0,,,27.274001,,,27.274001,31.426001,0.0,0.0,0.0,0.0,,1.372,,,,,,1.372,1.372,32.798001,0.0,130.662994,0.0,,-34.550999,96.111996,0.0,96.111996,128.909996,
03/31/2003,133.774002,63.159,13.52,49.639,20.549999,,,0.496,,,,,4.628,,,,88.833,11.071,,,26.926001,,6.944,0.0,0.0,0.0,6.944,44.941,,4.159,4.159,,,,0.0,0.0,0.0,0.0,,,29.112999,,,29.112999,33.271999,0.0,0.0,0.0,0.0,,1.439,,,,,,1.439,1.439,34.710999,0.0,133.302002,0.0,,-34.238998,99.063004,0.0,99.063004,133.774003,
06/30/2003,139.783997,64.164,18.997999,45.166,20.372,,,0.667,,,,,4.373,,,,89.575996,10.495,,,32.68,,7.033,0.0,0.0,0.0,7.033,50.208,,3.896,3.896,,,,0.0,0.0,0.0,0.0,,,30.151001,,,30.151001,34.047001,0.0,0.0,0.0,0.0,,1.506,,,,,,1.506,1.506,35.553001,0.0,137.647003,0.0,-32.818001,-0.598,104.231003,0.0,104.231003,139.784004,
09/30/2003,148.173004,44.878,10.351,34.527,19.325001,,,0.762,0.354,0.0,0.408,0.0,4.779,,,,69.744003,10.079,26.782,-16.702999,34.132,,34.217999,24.188,24.188,0.0,10.029999,78.428999,,3.714,3.714,,,,0.0,0.0,0.0,0.0,,,32.294999,,,32.294999,36.008999,0.0,0.0,0.0,0.0,,1.735,,,,,,1.735,1.735,37.743999,0.0,141.709,0.0,-31.465,0.184999,110.428999,0.0,110.428999,148.172998,
12/31/2003,272.29599,137.902002,27.712,110.190002,17.496,,,1.158,,,,,4.574,,,,161.130005,9.871,,,67.097,,34.198002,24.188,24.188,0.0,10.010002,111.166002,,2.67,2.67,,,,0.0,0.0,0.0,0.0,,,35.122999,,,35.122999,37.792999,0.0,0.0,0.0,0.0,,1.971,,,,,,1.971,1.971,39.763999,0.0,259.837006,0.0,-28.667,1.362,232.532006,0.0,232.532006,272.296005,
03/31/2004,297.976013,130.817999,22.162001,108.655998,19.158001,19.158001,,1.905,,,,,5.275,,,,157.156006,10.272,,,96.449997,,34.098,24.188,24.188,0.0,9.91,140.819997,,5.397,5.397,,,,0.0,0.0,0.0,0.0,,,38.18,,,38.18,43.577,0.0,0.0,0.0,0.0,,2.198,,,,,,2.198,2.198,45.775,0.0,273.263,0.0,-21.709,0.647,252.201,0.0,252.201,297.976,
06/30/2004,312.911011,112.43,22.165001,90.264999,19.789,19.789,,1.868,,,,,4.5,,,,138.587006,12.007,,,98.057999,,64.259003,48.998001,48.998001,0.0,15.261002,174.324002,,6.348,6.348,,,,0.0,0.0,0.0,0.0,,,42.428001,,,42.428001,48.776001,0.0,0.0,0.0,0.0,,2.417,,,,,,2.417,2.417,51.193001,0.0,277.009003,0.0,-14.293,-0.998,261.718003,0.0,261.718003,312.911004,
09/30/2004,362.859009,140.500997,24.900999,115.599998,22.665001,22.665001,,1.696,0.244,0.0,1.452,0.0,10.27,,,,175.132004,11.954,32.666,-20.712,81.792,,93.981003,50.067001,50.067001,0.0,43.914002,187.727003,,4.84,4.84,,,,0.0,0.0,0.0,0.0,,,45.731999,,,45.731999,50.571999,0.0,0.0,0.0,0.0,,4.642,,,,,,4.642,4.642,55.213999,0.0,306.654999,0.0,1.488,-0.498,307.644999,0.0,307.644999,362.858998,
12/31/2004,407.489,163.712,23.803,139.909,28.101,28.101,,1.728,0.0,0.0,0.0,0.0,13.114,,,,206.655,12.969,,,90.657,,97.208,50.067,50.067,0.0,47.141,200.834,,7.746,7.746,,,,0.0,0.0,0.0,0.0,,,45.583,,,45.583,53.329,0.0,0.0,0.0,0.0,,2.298,,,,,,2.298,2.298,55.627,0.0,341.318,0.0,11.481,-0.937,351.862,0.0,351.862,407.489,
03/31/2005,457.87,196.126,21.792,174.334,34.822,34.822,,2.095,0.0,0.0,0.0,0.0,14.335,,,,247.378,13.108,,,97.181,,100.203,50.067,50.067,0.0,50.136,210.492,,7.207,7.207,,,,0.0,0.0,0.0,0.0,,,50.375,,,50.375,57.582,0.0,0.0,0.0,0.0,,2.337,,,,,,2.337,2.337,59.919,0.0,376.258,0.0,23.593,-1.9,397.951,0.0,397.951,457.87,
06/30/2005,505.446,208.117,11.587,196.53,37.749,37.749,,2.288,0.0,0.0,0.0,0.0,15.377,,,,263.531,15.563,,,120.962,,105.39,50.067,50.067,0.0,55.323,241.915,,6.201,6.201,,,,0.0,0.0,0.0,0.0,,,56.195,,,56.195,62.396,0.0,0.0,0.0,0.0,,2.701,,,,,,2.701,2.701,65.097,,403.641,0.0,37.57,-0.862,440.349,,440.349,505.446,
09/30/2005,537.739,236.181,51.867,184.314,41.703,41.703,,2.699,0.213,0.0,2.486,0.0,14.081,,,,294.664,16.158,33.442,-17.284,128.834,,98.083,49.677,49.677,0.0,48.406,243.075,,7.668,7.668,,,,0.0,0.0,0.0,0.0,,,59.94,,,59.94,67.608,0.0,0.0,0.0,0.0,,9.964,,,,,,9.964,9.964,77.572,0.0,431.897,0.0,29.7,-1.43,460.167,0.0,460.167,537.739,
12/31/2005,588.777,258.846,18.73,240.116,49.203,49.203,,2.698,0.0,0.0,0.0,0.0,14.048,,,,324.795,19.076,,,113.879,,131.027,81.652,81.652,0.0,49.375,263.982,,12.965,12.965,,,,0.0,0.0,0.0,0.0,,,60.782,,,60.782,73.747,0.0,0.0,0.0,0.0,,10.406,,,,,,10.406,10.406,84.153,0.0,437.642,0.0,68.442,-1.46,504.624,0.0,504.624,588.777,
03/31/2006,636.747,344.006,23.003,321.003,51.953,51.953,,3.024,,,,0.0,16.208,,,,415.191,23.669,,,76.009,,121.878,81.652,81.652,0.0,40.226,221.556,,14.605,14.605,,,,0.0,0.0,0.0,0.0,,,67.298,,,67.298,81.903,0.0,0.0,0.0,0.0,,11.23,,,,,,11.23,11.23,93.133,0.0,460.789,,84.509,-1.684,543.614,,543.614,636.747,
06/30/2006,674.334,373.028,21.163,351.865,56.683,56.683,,7.888,,,,0.0,16.897,,,,454.496,29.96,,,80.343,,109.535,81.701,81.701,0.0,27.834,219.838,,17.64,17.64,,,,0.0,0.0,0.0,0.0,,,76.903,,,76.903,94.543,0.0,0.0,0.0,0.0,,12.502,,,,,,12.502,12.502,107.045,0.0,490.961,0.0,77.953,-1.625,567.289,0.0,567.289,674.334,
09/30/2006,729.511,374.173,37.746,336.427,62.75,62.75,,5.763,3.153,,2.61,0.0,20.289,,,,462.975,29.951,52.946,-22.995,118.003,,118.582,81.701,81.701,0.0,36.881,266.536,,13.174,13.174,,,,0.0,0.0,0.0,0.0,,,86.463,,,86.463,99.637,0.0,0.0,0.0,0.0,,13.416,,,,,,13.416,13.416,113.053,0.0,521.791,0.0,95.705,-1.038,616.458,0.0,616.458,729.511,
12/31/2006,787.57,415.323,31.085,384.238,67.246,67.246,,5.73,2.456,0.0,3.274,0.0,19.109,,,,507.408,29.951,,,129.943,,120.268,81.701,81.701,0.0,38.567,280.162,,12.879,12.879,,,,0.0,0.0,0.0,0.0,,,102.25,,,102.25,115.129,0.0,0.0,0.0,0.0,,15.897,,,,,,15.897,15.897,131.026,0.0,539.22,0.0,118.058,-0.734,656.544,0.0,656.544,787.57,
03/31/2007,836.1,431.26,46.834,384.426,73.142,73.142,,7.915,3.091,0.0,4.824,0.0,26.225,,,,538.542,31.693,,,154.834,,111.031,81.701,81.701,0.0,29.33,297.558,,23.012,23.012,,,,0.0,0.0,0.0,0.0,,,100.274,,,100.274,123.286,0.0,0.0,0.0,0.0,,16.293,,,,,,16.293,16.293,139.579,0.0,559.435,0.0,138.014,-0.928,696.521,0.0,696.521,836.1,
06/30/2007,886.81,393.939,48.04,345.899,77.693,77.693,,9.278,3.885,0.0,5.393,0.0,24.13,,,,505.04,33.307,,,238.818,,109.645,81.701,81.701,0.0,27.944,381.77,,23.225,23.225,,,,0.0,0.0,0.0,0.0,,,103.433,,,103.433,126.658,0.0,0.0,0.0,0.0,,18.312,,,,,,18.312,18.312,144.97,0.0,583.349,0.0,159.823,-1.332,741.84,0.0,741.84,886.81,
09/30/2007,944.288,258.465,54.296,204.169,91.774,91.774,,10.672,2.969,0.0,7.703,0.0,25.739,,,,386.65,36.024,70.361,-34.337,216.366,,305.248,233.997,233.997,0.0,71.251,557.638,,25.525,25.525,,,,0.0,0.0,0.0,0.0,,,127.885,,,127.885,153.41,0.0,0.0,0.0,0.0,,20.301,,,,,,20.301,20.301,173.711,0.0,598.436,0.0,172.705,-0.564,770.577,0.0,770.577,944.288,
12/31/2007,992.411,350.524,69.524,281.0,98.764,98.764,,10.189,4.108,0.0,6.081,0.0,24.803,,,,484.28,37.234,,,166.937,,303.96,233.997,233.997,0.0,69.963,508.131,,24.973,24.973,,,,0.0,0.0,0.0,0.0,,,131.023,,,131.023,155.996,0.0,0.0,0.0,0.0,,26.378,,,,,,26.378,26.378,182.374,0.0,620.632,0.0,190.456,-1.051,810.037,0.0,810.037,992.411,
03/31/2008,937.979,331.378,142.756,188.622,101.797,101.797,,8.577,3.01,0.0,5.567,0.0,34.812,,,,476.564,40.716,,,118.355,,302.344,231.968,231.968,0.0,70.376,461.415,,22.535,22.535,,,,0.0,0.0,0.0,0.0,,,138.703,,,138.703,161.238,0.0,0.0,0.0,0.0,,32.158,,,,,,32.158,32.158,193.396,0.0,539.566,0.0,208.201,-3.184,744.583,0.0,744.583,937.979,
06/30/2008,934.473,267.296,109.184,158.112,98.064,98.064,,9.662,3.186,0.0,6.476,0.0,33.037,,,,408.059,47.632,,,179.592,,299.19,231.892,231.892,0.0,67.298,526.414,,13.159,13.159,,,,0.0,0.0,0.0,0.0,,,156.086,,,156.086,169.245,0.0,0.0,0.0,0.0,,32.734,,,,,,32.734,32.734,201.979,0.0,510.676,0.0,227.335,-5.517,732.494,0.0,732.494,934.473,
09/30/2008,939.223,190.186,78.303,111.883,97.057,97.057,,10.148,3.757,0.0,6.391,0.0,25.978,,,,323.369,47.557,95.281,-47.724,261.086,,307.211,231.892,231.892,0.0,75.319,615.854,,13.092,13.092,,,,0.0,0.0,0.0,0.0,,,173.729,,,173.729,186.821,0.0,0.0,0.0,0.0,,34.143,,,,,,34.143,34.143,220.964,0.0,477.299,0.0,247.036,-6.076,718.259,0.0,718.259,939.223,
12/31/2008,986.418,278.487,122.307,156.18,100.472,100.472,0.0,15.562,9.137,0.0,6.425,0.0,28.678,,43.373,22.835,423.199,46.596,,,208.95,208.95,307.673,231.892,231.892,0.0,32.408,563.219,,75.86,24.095,,,51.765,0.0,0.0,,,,,132.315,23.624,,0.0,208.175,0.0,0.0,,,,37.634,,,,,,14.01,37.634,245.809,0.0,475.352,0.0,268.459,-3.202,740.609,0.0,740.609,986.418,
03/31/2009,982.963,258.521,119.688,138.833,90.067,90.067,0.0,15.036,3.698,0.0,11.338,0.0,32.799,,44.474,26.991,396.423,42.852,,,240.572,240.572,303.116,231.892,231.892,0.0,26.75,586.54,,64.006,20.781,,,43.225,0.0,0.0,,,,,135.038,25.436,,0.0,199.044,0.0,0.0,,,,39.402,,,,,,13.966,39.402,238.446,0.0,460.944,0.0,287.445,-3.872,744.517,0.0,744.517,982.963,
06/30/2009,1017.588,264.069,88.289,175.78,91.635,91.635,,13.59,4.016,0.0,9.574,0.0,32.151,,43.982,26.324,401.445,40.237,,,273.861,273.861,302.045,231.892,231.892,0.0,26.171,616.143,,59.466,16.386,,,43.08,0.0,,,,,,142.699,27.173,,0.0,202.165,0.0,,,,,41.011,,,,,,13.838,41.011,243.176,0.0,467.391,0.0,310.221,-3.2,774.412,0.0,774.412,1017.588,
09/30/2009,1068.645,317.128,110.837,206.291,106.973,106.973,0.0,13.819,5.493,0.0,8.326,0.0,30.262,0.0,49.018,22.252,468.182,39.371,99.533,-60.162,257.294,257.294,303.798,246.304,231.883,14.421,8.476,600.463,,72.123,18.891,8.23,,45.002,0.0,0.0,0.0,0.0,,,150.891,32.238,0.0,0.0,223.014,0.0,0.0,0.0,0.0,,46.611,0.0,0.0,0.0,0.0,,14.373,46.611,269.625,0.0,462.786,0.0,338.571,-2.337,799.02,0.0,799.02,1068.645,
12/31/2009,1139.744,370.162,147.285,222.877,108.657,108.657,0.0,14.819,4.25,0.0,10.569,0.0,32.675,,41.016,24.58,526.313,38.481,,,276.767,276.767,298.183,233.526,233.526,0.0,23.641,613.431,,65.547,12.694,,,52.853,0.0,0.0,,,,,171.202,40.224,,0.0,236.749,0.0,0.0,,,,54.227,,,,,,14.003,54.227,290.976,0.0,483.767,0.0,367.85,-2.849,848.768,0.0,848.768,1139.744,
03/31/2010,1187.11,385.249,148.524,236.725,89.385,89.385,0.0,16.472,4.244,0.0,12.228,0.0,34.717,,42.386,26.668,525.823,37.058,,,326.444,326.444,297.785,233.526,233.526,0.0,21.873,661.287,,59.143,11.733,,,47.41,0.0,0.0,,,,,179.257,47.229,,0.0,238.4,0.0,0.0,,,,61.134,,,,,,13.905,61.134,299.534,0.0,490.176,0.0,400.994,-3.594,887.576,0.0,887.576,1187.11,
06/30/2010,1267.273,398.356,143.813,254.543,102.829,102.829,0.0,17.747,3.761,0.0,13.986,0.0,41.154,,37.762,33.286,560.086,35.991,,,382.295,382.295,288.901,233.526,233.526,0.0,17.613,707.187,,70.647,22.657,,,47.99,0.0,0.0,,,,,188.661,50.977,,0.0,259.308,0.0,0.0,,,,66.363,,,,,,15.386,66.363,325.671,0.0,504.708,0.0,441.489,-4.595,941.602,0.0,941.602,1267.273,
09/30/2010,1362.192,428.496,168.754,259.742,112.132,112.132,0.0,18.815,3.866,0.0,14.949,0.0,46.512,0.0,37.864,37.745,605.955,34.157,105.812,-71.655,433.57,433.57,288.51,243.088,234.7,8.388,7.558,756.237,,82.948,21.18,2.458,0.0,59.31,0.0,0.0,0.0,0.0,,,204.137,55.256,0.0,0.0,287.085,0.0,0.0,0.0,0.0,,71.409,0.0,0.0,0.0,0.0,,16.153,71.409,358.494,0.0,517.215,0.0,489.724,-3.241,1003.698,0.0,1003.698,1362.192,
12/31/2010,1475.837,485.572,168.133,317.439,141.986,141.986,0.0,18.184,3.707,0.0,14.477,0.0,38.797,,39.327,30.14,684.539,35.52,,,466.702,466.702,289.076,234.7,234.7,0.0,15.049,791.298,,95.35,31.254,,,64.096,0.0,0.0,,,,,232.516,55.271,,0.0,327.866,0.0,0.0,,,,72.872,,,,,,17.601,72.872,400.738,0.0,534.194,0.0,545.387,-4.482,1075.099,0.0,1075.099,1475.837,
03/31/2011,1538.523,475.256,206.215,269.041,142.903,142.903,0.0,18.154,4.278,0.0,13.876,0.0,54.526,,39.608,45.767,690.839,37.533,,,521.92,521.92,288.231,234.7,234.7,0.0,13.923,847.684,,93.928,30.827,,,63.101,0.0,0.0,,,,,248.157,65.183,,0.0,342.085,0.0,0.0,,,,84.135,,,,,,18.952,84.135,426.22,0.0,515.973,0.0,600.962,-4.632,1112.303,0.0,1112.303,1538.523,
06/30/2011,1597.134,585.334,299.804,285.53,154.741,154.741,0.0,17.941,4.058,0.0,13.883,0.0,39.212,,38.169,30.015,797.228,42.323,,,471.567,471.567,286.016,234.7,234.7,0.0,13.147,799.906,,93.791,34.07,,,59.721,0.0,0.0,,,,,255.226,66.649,,0.0,349.017,0.0,0.0,,,,82.949,,,,,,16.3,82.949,431.966,0.0,505.117,0.0,663.511,-3.46,1165.168,0.0,1165.168,1597.134,
09/30/2011,1568.549,542.55,216.784,325.766,165.676,165.676,0.0,17.149,4.232,0.0,12.917,0.0,38.298,0.0,34.762,29.907,763.673,47.998,130.486,-82.488,470.203,470.203,286.675,244.463,234.691,9.772,7.45,804.876,,101.427,33.525,4.86,0.0,63.042,0.0,0.0,0.0,0.0,,,270.88,72.418,0.0,0.0,372.307,0.0,0.0,0.0,0.0,,90.806,0.0,0.0,0.0,0.0,,18.388,90.806,463.113,0.0,380.737,0.0,731.121,-6.422,1105.436,0.0,1105.436,1568.549,
12/31/2011,1698.689,556.537,257.488,299.049,187.862,187.862,0.0,17.493,4.681,0.0,12.812,0.0,42.21,,35.172,33.606,804.102,50.87,,,558.307,558.307,285.41,234.691,234.691,0.0,15.547,894.587,,129.934,32.566,,,97.368,0.0,0.0,,,,,302.82,77.209,,0.0,432.754,0.0,0.0,,,,95.745,,,,,,18.536,95.745,528.499,0.0,379.349,0.0,797.613,-6.772,1170.19,0.0,1170.19,1698.689,
03/31/2012,1758.271,489.611,209.459,280.152,184.043,184.043,0.0,17.023,4.068,0.0,12.955,0.0,55.841,,35.872,47.229,746.518,52.279,,,543.932,543.932,415.542,347.901,347.901,0.0,31.769,1011.753,,108.522,29.904,,,78.618,0.0,0.0,,,,,325.364,87.484,,0.0,433.886,0.0,0.0,,,,107.167,,,,,,19.683,107.167,541.053,0.0,357.026,0.0,866.254,-6.062,1217.218,,1217.218,1758.271,
06/30/2012,1838.066,519.657,195.607,324.05,193.705,193.705,0.0,17.038,3.909,0.0,13.129,0.0,52.487,,34.942,43.785,782.887,54.257,,,587.342,587.342,413.58,347.901,347.901,0.0,30.737,1055.179,,101.715,32.007,,,69.708,0.0,0.0,,,,,344.925,88.944,,0.0,446.64,0.0,0.0,,,,109.258,,,,,,20.314,109.258,555.898,0.0,349.411,0.0,938.59,-5.833,1282.168,0.0,1282.168,1838.066,
09/30/2012,1911.201,532.151,211.181,320.97,185.172,185.172,0.0,17.41,3.845,0.0,13.565,0.0,41.348,0.0,35.478,30.986,776.081,59.604,152.279,-92.675,662.803,662.803,412.713,369.517,348.239,21.278,7.718,1135.12,,113.435,27.026,8.621,0.0,77.788,0.0,0.0,0.0,0.0,,,352.594,94.694,0.0,0.0,466.029,0.0,0.0,0.0,0.0,,115.772,0.0,0.0,0.0,0.0,0.0,21.078,115.772,581.801,0.0,326.922,0.0,1006.307,-3.829,1329.4,0.0,1329.4,1911.201,
12/31/2012,2037.652,517.737,184.563,333.174,209.078,209.078,0.0,18.723,4.127,0.0,14.596,0.0,46.251,,36.234,35.916,791.789,62.026,,,771.3,771.3,412.537,348.239,348.239,0.0,28.064,1245.863,,149.634,32.221,,,117.413,0.0,0.0,,,,,379.944,100.612,,0.0,529.578,0.0,0.0,,,,121.775,,,,,,21.163,121.775,651.353,0.0,315.039,0.0,1075.8,-4.54,1386.299,0.0,1386.299,2037.652,
03/31/2013,2065.909,522.848,229.662,293.186,192.796,192.796,0.0,17.963,4.42,0.0,13.543,0.0,70.817,,31.165,60.239,804.424,63.182,,,662.822,662.822,535.481,447.799,447.799,0.0,56.517,1261.485,,124.066,39.1,,,84.966,0.0,0.0,,,,,396.678,93.98,,0.0,520.744,0.0,0.0,,,,116.986,,,,,,23.006,116.986,637.73,0.0,294.875,0.0,1139.212,-5.908,1428.179,0.0,1428.179,2065.909,
