Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,3162.5,57.5,57.5,0.0,565.7,565.7,,,632.9,169.2,453.7,137.8,-127.8,90.6,,,,,1346.7,997.4,2039.4,-1042.0,0.0,818.4,253.3,253.3,0.0,,,565.1,1815.8,,221.0,221.0,,,,133.7,,,,,,296.4,,,,296.4,651.1,394.8,,,,,783.3,,,783.3,1178.1,1829.2,0.0,488.6,,,-101.0,948.6,-2.9,1333.3,0.0,1333.3,3162.5,
06/30/1999,3206.1,60.0,60.0,0.0,549.5,549.5,,,653.4,150.4,492.3,143.3,-132.6,90.0,,,,,1352.9,1023.1,2068.1,-1045.0,0.0,830.1,250.1,250.1,0.0,,,580.0,1853.2,,238.5,238.5,,,,128.1,,,,,,297.0,,,,297.0,663.6,439.1,,,,,798.8,,,798.8,1237.9,1901.5,0.0,488.8,,,-154.8,974.6,-4.0,1304.6,0.0,1304.6,3206.1,
09/30/1999,3141.0,49.2,49.2,0.0,500.8,500.8,,,647.6,145.7,491.9,145.8,0.0,92.4,,,,,1290.0,994.3,2013.3,-1019.0,0.0,856.7,242.8,242.8,0.0,,,613.9,1851.0,,238.9,238.9,,,,73.9,,,,,,324.6,,,,324.6,637.4,256.7,,,,,829.2,,,829.2,1085.9,1723.3,0.0,490.6,,,-183.9,1107.7,3.3,1417.7,0.0,1417.7,3141.0,
12/31/1999,2750.6,50.7,50.7,0.0,341.2,341.2,,,558.3,108.1,437.8,113.1,-100.7,83.3,,,,,1033.5,912.4,1757.9,-845.5,0.0,804.7,204.2,204.2,0.0,,,600.5,1717.1,,172.9,172.9,,,,152.7,,,,,,214.4,,,,214.4,540.0,200.3,,,,,810.1,,,810.1,1010.4,1550.4,0.0,490.9,,,-288.7,994.5,3.5,1200.2,0.0,1200.2,2750.6,
03/31/2000,2772.9,53.2,53.2,0.0,356.5,356.5,,,556.4,105.0,470.8,104.7,0.0,83.3,,,,,1049.4,900.4,1764.0,-863.6,0.0,823.1,202.0,202.0,0.0,,,621.1,1723.5,,185.3,185.3,,,,46.1,,,,,,214.3,,,,214.3,445.7,423.2,,,,,815.5,,,815.5,1238.7,1684.4,0.0,490.9,,,-413.4,1016.4,-5.4,1088.5,0.0,1088.5,2772.9,
06/30/2000,2833.7,41.5,41.5,0.0,347.1,347.1,,,619.4,122.0,537.8,105.1,0.0,67.0,,,,,1075.0,904.6,1784.6,-880.0,0.0,854.1,196.0,196.0,0.0,,,658.1,1758.7,,192.4,192.4,,,,28.7,,,,,,212.6,,,,212.6,433.7,529.7,,,,,812.9,,,812.9,1342.6,1776.3,0.0,491.0,,,-459.5,1041.3,-15.4,1057.4,0.0,1057.4,2833.7,
09/30/2000,2861.9,43.6,43.6,0.0,345.0,345.0,,,608.5,120.7,515.8,106.0,0.0,78.6,,,,,1075.7,898.9,1800.9,-902.0,0.0,887.3,194.8,194.8,0.0,,,692.5,1786.2,,165.4,165.4,,,,6.1,,,,,,190.6,,,,190.6,362.1,599.9,,,,,836.6,,,836.6,1436.5,1798.6,0.0,491.0,,,-481.6,1066.9,-13.0,1063.3,0.0,1063.3,2861.9,
12/31/2000,2776.2,26.2,26.2,0.0,325.3,325.3,,,585.7,110.3,488.4,99.1,-112.1,85.6,,,,,1022.8,872.0,1755.8,-883.8,0.0,881.4,194.5,194.5,0.0,,,686.9,1753.4,,169.3,169.3,,,,53.2,,,,,,191.0,,,,191.0,413.5,490.6,,,,,832.9,,,832.9,1323.5,1737.0,0.0,491.1,,,-482.3,1050.0,-19.6,1039.2,0.0,1039.2,2776.2,
03/31/2001,2812.2,23.5,23.5,0.0,317.7,317.7,,,577.6,95.6,492.9,99.2,0.0,121.3,,,,,1040.1,875.3,1781.6,-906.3,0.0,896.8,193.9,193.9,0.0,,,702.9,1772.1,,197.8,197.8,,,,57.6,,,,,,187.9,,,,187.9,443.3,501.5,,,,,842.9,,,842.9,1344.4,1787.7,0.0,491.1,,,-483.1,1039.2,-22.7,1024.5,0.0,1024.5,2812.2,
06/30/2001,2795.3,22.2,22.2,0.0,333.6,333.6,,,562.6,108.5,466.4,91.9,-104.2,127.3,,,,,1045.7,877.2,1803.9,-926.7,0.0,872.4,192.2,192.2,0.0,,,680.2,1749.6,,174.2,174.2,,,,57.6,,,,,,198.4,,,,198.4,430.2,509.5,,,,,845.2,,,845.2,1354.7,1784.9,0.0,491.1,,,-480.7,1028.7,-28.7,1010.4,0.0,1010.4,2795.3,
09/30/2001,2774.9,37.8,37.8,0.0,310.5,310.5,,,548.2,87.1,470.7,93.1,0.0,104.7,,,,,1001.2,883.5,1832.3,-948.8,0.0,890.2,191.1,191.1,0.0,,,699.1,1773.7,,176.3,176.3,,,,384.2,,,,,,190.1,,,,190.1,750.6,200.5,,,,,821.2,,,821.2,1021.7,1772.3,0.0,491.1,,,-479.6,1020.0,-28.9,1002.6,0.0,1002.6,2774.9,
12/31/2001,2643.2,33.7,33.7,0.0,274.6,274.6,,,508.4,85.9,419.6,83.0,-80.1,109.4,,,,,926.1,828.9,1784.4,-955.5,,888.2,188.4,188.4,0.0,,,699.8,1717.1,,155.3,155.3,,,,9.2,,,,,,168.2,,,,168.2,332.7,573.0,,,,,792.8,,,792.8,1365.8,1698.5,0.0,491.1,,,-478.2,957.5,-25.7,944.7,0.0,944.7,2643.2,
03/31/2002,2567.6,30.5,30.5,0.0,291.2,291.2,,,461.2,68.4,385.2,81.7,0.0,74.6,,,,,857.5,821.5,1796.0,-974.5,0.0,888.6,188.5,188.5,0.0,,,700.1,1710.1,,155.0,155.0,,,,16.4,,,,,,167.3,,,,167.3,338.7,509.0,,,,,790.0,,,790.0,1299.0,1637.7,0.0,491.1,,,-471.4,927.7,-17.5,929.9,0.0,929.9,2567.6,
06/30/2002,2543.5,70.2,70.2,0.0,265.2,265.2,,,424.5,51.4,365.6,85.5,0.0,76.6,,,,,836.5,811.6,1808.3,-996.7,0.0,895.4,189.7,189.7,0.0,,,705.7,1707.0,,168.6,168.6,,,,14.8,,,,,,164.6,,,,164.6,348.0,494.6,,,,,790.8,,,790.8,1285.4,1633.4,0.0,491.1,,,-470.7,903.9,-14.2,910.1,0.0,910.1,2543.5,
09/30/2002,2548.8,75.2,75.2,0.0,254.6,254.6,,,420.4,55.6,362.7,78.5,0.0,84.5,,,,,834.7,802.5,1822.5,-1020.0,0.0,911.6,192.8,192.8,0.0,,,718.8,1714.1,,167.9,167.9,,,,16.1,,,,,,182.6,,,,182.6,366.6,508.6,,,,,780.7,,,780.7,1289.3,1655.9,0.0,491.1,,,-469.5,879.6,-8.3,892.9,0.0,892.9,2548.8,
12/31/2002,2093.2,59.4,59.4,,239.3,239.3,,,409.0,49.4,361.0,77.9,-79.3,104.7,,,,,812.4,757.6,1779.6,-1022.0,,523.2,194.4,194.4,0.0,,,328.8,1280.8,,171.3,171.3,,,,9.7,,,,,,161.0,,,,161.0,342.0,509.4,,,,,793.0,,,793.0,1302.4,1644.4,,491.1,,,-469.7,835.1,-407.7,448.8,,448.8,2093.2,
03/31/2003,2106.6,111.4,111.4,0.0,260.4,260.4,,,412.0,47.4,274.4,75.6,0.0,49.3,,,,,833.1,749.2,1781.8,-1032.6,0.0,524.3,195.8,195.8,0.0,,,328.5,1273.5,,178.1,178.1,,,,10.0,,,,,,164.7,,,,164.7,352.8,510.9,,,,,820.7,,,820.7,1331.6,1684.4,0.0,491.1,,,-461.2,795.5,-403.2,422.2,0.0,422.2,2106.6,
06/30/2003,2103.1,66.2,66.2,0.0,274.8,274.8,,,416.6,46.3,382.7,79.6,-92.0,53.7,,,,,811.3,748.6,1797.2,-1048.6,0.0,543.2,196.0,196.0,0.0,,,347.2,1291.8,,175.1,175.1,,,,7.1,,,,,,160.4,,,,160.4,342.6,523.6,,,,,844.7,,,844.7,1368.3,1710.9,0.0,491.1,,,-461.2,764.5,-402.2,392.2,0.0,392.2,2103.1,
09/30/2003,2098.1,78.5,78.5,0.0,275.5,275.5,,,377.1,35.3,367.2,79.9,-105.3,75.9,,,,,807.0,751.2,1808.9,-1057.7,0.0,539.9,194.4,194.4,0.0,,,345.5,1291.1,,175.5,175.5,,,,12.4,,,,,,177.3,,,,177.3,365.2,519.2,,,,,867.6,,,867.6,1386.8,1752.0,0.0,491.1,,,-458.6,721.8,-408.2,346.1,0.0,346.1,2098.1,
12/31/2003,1884.9,79.6,79.6,0.0,248.8,,,,359.7,37.5,349.0,84.9,0.0,55.2,,,,,743.3,711.1,1748.5,-1037.4,0.0,430.5,198.4,198.4,0.0,,,232.1,1141.6,,172.3,172.3,,,,27.8,,,,,,194.6,,,,194.6,394.7,504.3,,,,,811.2,,,811.2,1315.5,1710.2,0.0,491.1,,,-458.4,483.8,-341.8,174.7,0.0,174.7,1884.9,
03/31/2004,1941.3,67.3,67.3,0.0,311.0,311.0,,,366.9,43.6,397.8,96.1,0.0,37.6,,,,,782.8,711.2,1769.0,-1057.8,0.0,447.3,206.3,206.3,0.0,,,241.0,1158.5,,219.4,219.4,,,,21.8,,,,,,207.5,,,,207.5,448.7,512.4,,,,,843.9,,,843.9,1356.3,1805.0,0.0,491.8,,,-443.5,418.9,-330.9,136.3,0.0,136.3,1941.3,
06/30/2004,2058.6,64.0,64.0,0.0,337.8,337.8,,,451.1,50.5,504.1,92.2,-195.7,34.2,,,,,887.1,733.4,1801.5,-1068.1,0.0,438.1,201.3,201.3,0.0,,,236.8,1171.5,,245.5,245.5,,,,35.9,,,,,,211.9,,,,211.9,493.3,551.6,,,,,864.0,,,864.0,1415.6,1908.9,0.0,491.1,,,-440.1,438.9,-340.2,149.7,0.0,149.7,2058.6,
09/30/2004,2288.9,262.6,262.6,0.0,365.2,365.2,,,460.8,55.3,516.3,92.5,0.0,31.0,,,,,1119.6,727.2,1814.6,-1087.4,0.0,442.1,204.6,204.6,0.0,,,237.5,1169.3,,259.1,259.1,,,,33.9,,,,,,218.7,,,,218.7,511.7,557.3,,,,,829.6,,,829.6,1386.9,1898.6,0.0,491.1,,,-86.7,320.6,-334.7,390.3,0.0,390.3,2288.9,
12/31/2004,2315.7,250.8,250.8,0.0,357.9,357.9,,,513.0,70.8,573.6,99.1,-230.5,38.5,,,,,1160.2,718.3,1817.9,-1099.6,0.0,437.2,205.3,205.3,0.0,,,231.9,1155.5,,271.2,271.2,,,,29.4,,,,,,192.2,,,,192.2,492.8,553.3,,,,,843.7,,,843.7,1397.0,1889.8,0.0,491.1,,,-79.4,345.5,-331.3,425.9,0.0,425.9,2315.7,
03/31/2005,2426.1,231.2,231.2,0.0,425.6,425.6,,,568.1,95.5,596.5,111.5,-235.4,48.0,,,,,1272.9,709.5,1809.4,-1099.9,0.0,443.7,206.6,206.6,0.0,,,237.1,1153.2,,281.4,281.4,,,,26.7,,,,,,207.0,,,,207.0,515.1,549.6,,,,,835.6,,,835.6,1385.2,1900.3,0.0,513.7,,,-63.8,388.3,-312.4,525.8,0.0,525.8,2426.1,
06/30/2005,2505.3,253.2,253.2,0.0,435.4,435.4,,,628.7,106.7,651.7,133.5,-263.2,34.6,,,,,1351.9,701.4,1798.1,-1096.7,0.0,452.0,203.9,203.9,0.0,,,248.1,1153.4,,277.0,277.0,,,,20.2,,,,,,203.6,,,,203.6,500.8,548.1,,,,,853.5,,,853.5,1401.6,1902.4,0.0,516.1,,,-60.1,472.4,-325.5,602.9,0.0,602.9,2505.3,
09/30/2005,2653.1,371.7,371.7,0.0,431.7,431.7,,,609.4,118.9,635.1,129.5,-274.1,74.1,,,,,1486.9,705.3,1804.4,-1099.1,,460.9,202.8,202.8,0.0,,,258.1,1166.2,,270.8,270.8,,,,19.7,19.7,0.0,0.0,,,221.4,,,,221.4,511.9,546.7,546.7,0.0,0.0,,862.7,,,862.7,1409.4,1921.3,,518.5,,,-32.9,541.4,-295.2,731.8,,731.8,2653.1,
12/31/2005,2731.6,362.7,362.7,0.0,442.1,442.1,,,607.1,111.1,645.4,128.5,-277.9,72.1,,,,,1484.0,704.9,1834.4,-1129.5,0.0,542.7,199.7,199.7,0.0,,,343.0,1247.6,,312.9,312.9,,,,13.4,,,,,,234.6,,,,234.6,560.9,547.0,,,,,823.8,,,823.8,1370.8,1931.7,0.0,545.5,,,-18.8,642.6,-369.4,799.9,0.0,799.9,2731.6,
03/31/2006,2924.1,359.1,359.1,,512.2,512.2,,,701.7,136.9,699.0,147.9,-282.1,62.0,,,,,1635.0,742.9,1836.9,-1094.0,,546.2,200.6,200.6,0.0,,,345.6,1289.1,,368.0,368.0,,,,18.0,18.0,0.0,0.0,,,270.4,,,,270.4,656.4,540.9,540.9,0.0,0.0,,826.8,,,826.8,1367.7,2024.1,0.0,552.1,,,,724.4,-376.5,900.0,0.0,900.0,2924.1,
06/30/2006,3115.4,313.2,313.2,0.0,560.4,560.4,,,835.6,171.8,826.4,160.6,-323.2,59.9,,,,,1769.1,777.4,1850.0,-1072.6,,568.9,206.0,206.0,0.0,,,362.9,1346.3,,396.7,396.7,,,,21.1,21.1,0.0,0.0,,,232.7,,,,232.7,650.5,538.0,538.0,0.0,0.0,,853.6,,,853.6,1391.6,2042.1,,572.5,,,,854.7,-353.9,1073.3,,1073.3,3115.4,
09/30/2006,3523.4,405.9,405.9,,631.5,631.5,,,1044.3,388.7,884.1,152.1,-380.6,50.8,,,,,2132.5,813.7,1902.8,-1089.1,,577.2,206.1,206.1,0.0,,,371.1,1390.9,,578.6,578.6,,,,24.3,24.3,0.0,0.0,,,278.4,,,,278.4,881.3,530.5,530.5,0.0,0.0,,877.2,,,877.2,1407.7,2289.0,,588.8,,,-0.4,1002.6,-356.6,1234.4,,1234.4,3523.4,
12/31/2006,3280.5,502.3,502.3,0.0,610.9,610.9,,,798.7,190.7,931.7,148.0,-471.7,76.0,,,,,1987.9,871.7,1956.3,-1084.6,0.0,420.9,206.5,206.5,0.0,,,214.4,1292.6,,355.1,355.1,,,,23.7,23.7,0.0,0.0,,,264.3,,,,264.3,643.1,529.9,529.9,0.0,0.0,,604.6,,,604.6,1134.5,1777.6,0.0,647.1,,,0.0,1166.6,-310.8,1502.9,0.0,1502.9,3280.5,
03/31/2007,3584.0,518.0,518.0,0.0,686.8,686.8,,,954.7,241.4,1042.2,163.0,-491.9,76.4,,,,,2235.9,909.1,2012.6,-1103.5,0.0,439.0,208.5,208.5,0.0,,,230.5,1348.1,,442.1,442.1,,,,20.7,20.7,0.0,0.0,,,312.6,,,,312.6,775.4,522.1,522.1,0.0,0.0,,594.6,,,594.6,1116.7,1892.1,0.0,660.2,,,-25.9,1335.8,-278.2,1691.9,0.0,1691.9,3584.0,
06/30/2007,3786.1,529.6,529.6,0.0,709.9,709.9,,,1054.0,214.4,1180.8,173.3,-514.5,61.1,,,,,2354.6,980.2,1123.3,-1123.3,0.0,451.3,209.4,209.4,0.0,,,241.9,1431.5,,445.3,445.3,,,,22.2,22.2,0.0,0.0,,,296.1,,,,296.1,763.6,518.5,518.5,0.0,0.0,,622.2,,,622.2,1140.7,1904.3,0.0,667.1,,,-19.5,1524.1,-289.9,1881.8,0.0,1881.8,3786.1,
09/30/2007,3916.8,663.6,663.6,0.0,648.1,648.1,,,970.8,202.9,1036.7,181.5,-450.3,65.8,,,,,2348.3,1096.5,2240.6,-1144.1,0.0,472.0,209.8,209.8,0.0,,,262.2,1568.5,,337.7,337.7,,,,16.5,16.5,0.0,0.0,,,349.5,,,,349.5,703.7,513.0,513.0,0.0,0.0,,627.2,,,627.2,1140.2,1843.9,0.0,673.5,,,-15.9,1701.6,-286.3,2072.9,0.0,2072.9,3916.8,
12/31/2007,4095.6,623.3,623.3,0.0,652.2,652.2,,,916.1,179.6,962.1,153.1,-378.7,57.1,,,,,2248.7,1239.5,2389.4,-1149.9,0.0,607.4,209.8,209.8,0.0,,,397.6,1846.9,,388.4,388.4,,,,20.9,20.9,0.0,0.0,,,294.7,,,,294.7,704.0,507.3,507.3,0.0,0.0,,660.8,,,660.8,1168.1,1872.1,0.0,703.9,,,-75.4,1830.7,-235.7,2223.5,0.0,2223.5,4095.6,
03/31/2008,4276.4,468.0,468.0,0.0,716.0,716.0,,,1085.5,203.2,1097.1,162.3,-377.1,48.2,,,,,2317.7,1329.9,2501.1,-1171.2,0.0,628.8,210.2,210.2,0.0,,,418.6,1958.7,,469.2,469.2,,,,20.9,20.9,0.0,0.0,,,340.7,,,,340.7,830.8,503.5,503.5,0.0,0.0,,655.8,,,655.8,1159.3,1990.1,0.0,649.4,,,-102.0,1954.5,-215.6,2286.3,0.0,2286.3,4276.4,
06/30/2008,4366.8,310.2,310.2,0.0,738.3,738.3,,,1171.2,197.9,1192.3,162.2,-381.2,48.3,,,,,2268.0,1446.9,2638.1,-1191.2,0.0,651.9,209.7,209.7,0.0,,,442.2,2098.8,,451.2,451.2,,,,21.7,21.7,0.0,0.0,,,317.9,,,,317.9,790.8,502.3,502.3,0.0,0.0,,646.6,,,646.6,1148.9,1939.7,0.0,654.7,,,-127.6,2104.8,-204.8,2427.1,0.0,2427.1,4366.8,
09/30/2008,4312.0,272.6,272.6,0.0,744.5,744.5,,,1083.9,222.7,1042.6,159.2,-340.6,40.2,,,,,2141.2,1523.4,2734.3,-1210.9,0.0,647.4,204.2,204.2,0.0,,,443.2,2170.8,,414.4,414.4,,,,20.9,20.9,0.0,0.0,,,362.5,,,,362.5,797.8,495.0,495.0,0.0,0.0,,654.5,,,654.5,1149.5,1947.3,0.0,660.3,,,-280.1,2230.4,-245.9,2364.7,0.0,2364.7,4312.0,
12/31/2008,4170.4,469.9,469.9,,530.5,530.5,,,887.6,163.6,772.6,164.9,-213.5,41.4,,,,,1929.4,1633.6,2842.5,-1208.9,,607.4,190.9,190.9,0.0,,,416.5,2241.0,,278.5,278.5,,,,15.2,,,,,,400.2,,,,400.2,693.9,494.6,,,,,952.9,,,952.9,1447.5,2141.4,,662.0,,,-244.8,2286.7,-746.5,1957.4,71.6,2029.0,4170.4,
03/31/2009,4033.3,506.0,506.0,0.0,448.8,448.8,0.0,,746.2,138.0,646.4,144.6,-182.8,44.9,13.6,263.8,,34.2,1745.9,1709.8,2938.8,-1229.0,0.0,577.6,189.1,189.1,0.0,,,111.1,2287.4,,463.5,232.6,,,230.9,14.7,0.0,,,,14.7,67.4,,18.0,,0.0,545.6,488.8,488.8,,,,976.6,,854.7,103.9,1465.4,2011.0,0.0,649.6,10.2,639.4,-211.7,2260.3,-747.2,1951.0,71.3,2022.3,4033.3,
06/30/2009,4321.4,850.7,850.7,0.0,398.2,398.2,0.0,,692.9,138.3,580.1,129.9,-155.4,76.2,10.6,49.9,,63.1,2018.0,1787.0,3052.3,-1265.3,0.0,516.4,197.3,197.3,0.0,122.2,,136.4,2303.4,,448.9,236.4,,,212.5,17.5,0.0,,,,17.5,52.4,,9.1,,0.0,518.8,1055.9,1055.9,,,,599.1,,484.3,105.7,1655.0,2173.8,0.0,651.7,10.2,641.5,-208.7,2227.2,-594.7,2075.5,72.1,2147.6,4321.4,
09/30/2009,4380.0,826.3,826.3,0.0,415.8,415.8,0.0,,737.3,158.1,620.3,108.2,-149.3,67.7,4.6,20.6,,54.5,2047.1,1852.5,3143.0,-1290.5,0.0,480.4,196.3,196.3,0.0,124.7,,134.2,2332.9,,549.4,283.0,,,266.4,20.2,0.0,,,,20.2,12.5,,7.9,,0.0,582.1,1050.4,1050.4,,,,594.0,,478.0,108.1,1644.4,2226.5,0.0,658.1,10.2,647.9,-208.4,2210.8,-581.8,2078.7,74.8,2153.5,4380.0,
12/31/2009,4346.0,708.8,708.8,0.0,392.0,392.0,,,825.5,158.3,673.9,96.1,-102.8,71.3,4.4,63.1,,52.3,1997.6,1907.9,3223.2,-1315.3,,440.5,207.8,207.8,0.0,,,165.2,2348.4,,557.2,308.6,,,248.6,33.5,0.0,,,,33.5,33.9,0.0,7.5,,0.0,624.6,1037.6,1037.6,,,,594.2,0.0,474.9,111.8,1631.8,2256.4,0.0,663.8,10.2,653.6,-208.6,2230.5,-673.5,2012.2,77.4,2089.6,4346.0,
03/31/2010,4403.0,563.5,563.5,0.0,472.6,472.6,,,971.1,184.4,799.5,91.5,-104.3,83.1,10.0,11.8,,46.8,2090.3,1921.3,3257.3,-1336.0,,391.4,203.9,203.9,0.0,,,165.7,2312.7,,636.2,396.7,,,239.5,32.1,0.0,,,,32.1,23.7,,10.6,,0.0,692.0,1032.3,1032.3,,,,580.2,11.0,459.7,98.9,1612.5,2304.5,0.0,650.9,10.2,640.7,-185.2,2227.2,-673.4,2019.5,79.0,2098.5,4403.0,
