Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1992,122.048393,16.505251,16.505251,,26.952618,,,,,,,,,5.72404,,,,,,,49.181908,50.020824,89.848648,-39.827827,,,22.845659,,,,22.845659,72.866484,,4.770102,4.770102,,,,2.212326,,,,,,10.349946,,,10.349946,17.332375,10.069506,,,,,8.701027,,,,,,8.701027,18.770533,36.102907,,15.671239,,,-0.475789,,70.750035,85.945485,,85.945485,122.048392,
03/31/1993,124.611,16.864,16.864,0.0,27.02,,,,,,,,,6.355,,,,,,,50.238998,49.174,90.439003,-41.264999,0.0,,25.198,,,,25.198,74.372,,4.629,4.629,,,,2.22,,,,,,11.932999,,,11.932999,18.782,9.788,,,,,7.097,,,,,,7.097,16.885,35.667,0.0,15.671,,,-0.476,,73.749003,88.944002,0.0,88.944002,124.611002,
06/30/1993,118.985001,7.513,7.513,0.0,28.323999,,,,,,,,,6.372,,,,,,,42.209,49.216,93.075996,-43.860001,0.0,,27.559999,,,,27.559999,76.775999,,2.923,2.923,,,,2.02,,,,,,12.535001,,,12.535001,17.478001,1.18,,,,,7.628,,,,,,7.628,8.808,26.286,0.0,15.671,,,-0.476,,77.504,92.698999,0.0,92.698999,118.985,
09/30/1993,126.873001,5.614,5.614,0.0,32.199001,,,,,,,,,6.705,,,,,,,44.518002,47.300999,93.684998,-46.383999,0.0,,35.054001,,,,35.054001,82.355,,3.634,3.634,,,,1.868,,,,,,15.019,,,15.019,20.521,0.87,,,,,8.568,,,,,,8.568,9.438,29.959,0.0,15.671,,,-0.476,,81.718996,96.913996,0.0,96.913996,126.872995,
12/31/1993,133.339005,8.791,8.791,0.0,32.201,,,,0.0,,,,,7.113,,,,,,,48.105,46.853001,89.082001,-42.229,0.0,,38.381001,,,,38.381001,85.234002,,3.098,3.098,,,,1.249,,,,,,13.164999,,,13.164999,17.511999,0.458,,,,,13.091,,,,,,13.091,13.549,31.060999,0.0,15.671,,,-0.476,,87.083002,102.278002,0.0,102.278002,133.339001,
03/31/1994,140.513,8.225,8.225,0.0,30.101999,,,,,,,,,7.938,,,,,,,46.264999,48.702999,93.272003,-44.569,0.0,,45.544998,,,,45.544998,94.247997,,4.806,4.806,,,,1.052,,,,,,10.937999,,,10.937999,16.796,0.767,,,,,14.512,,,,,,14.512,15.279,32.075,0.0,18.459,,,-0.476,,90.454996,108.437996,0.0,108.437996,140.512996,
06/30/1994,145.914993,6.257,6.257,0.0,31.091999,,,,,,,,,9.259,,,,,,,46.608002,48.882999,95.804001,-46.921001,0.0,,50.424,,,,50.424,99.306999,,4.852,4.852,,,,0.768,,,,,,11.789,,,11.789,17.409,0.72,,,,,15.098,,,,,,15.098,15.818,33.227,0.0,18.459,,,-0.476,,94.704996,112.687996,0.0,112.687996,145.914996,
09/30/1994,154.132004,10.467,10.467,0.0,32.217999,,,,,,,,,9.053,,,,,,,51.737999,48.888,98.207001,-49.319,0.0,,53.506001,,,,53.506001,102.394001,,5.048,5.048,,,,0.49,,,,,,14.862999,,,14.862999,20.400999,0.677,,,,,15.95,,,,,,15.95,16.627,37.027999,0.0,18.459,,,-0.476,,99.120997,117.103996,0.0,117.103996,154.131995,
12/31/1994,165.042007,14.685,14.685,0.0,36.103001,,,,0.0,,,,,7.85,,,,,,,58.638,47.895,99.363998,-51.469002,0.0,,58.508999,,,,58.508999,106.403999,,5.496,5.496,,,,0.256,,,,,,19.464999,,,19.464999,25.216999,0.907,,,,,15.915,,,,,,15.915,16.822,42.038999,0.0,18.459,,,-0.476,,105.019999,123.002999,0.0,123.002999,165.041998,
03/31/1995,166.084,10.793,10.793,0.0,38.449001,,,,0.0,,,,,7.482,,,,,,,56.723999,48.004002,101.718002,-53.714001,0.0,,61.355999,,,,61.355999,109.360001,,7.336,7.336,,,,0.22,,,,,,17.359001,,,17.359001,24.915001,0.877,,,,,14.558,,,,,,14.558,15.435,40.350001,0.0,18.459,,,-0.476,,107.751002,125.734001,0.0,125.734001,166.084002,
06/30/1995,173.522003,8.229,8.229,0.0,43.645,,,,0.0,,,,,9.182,,,,,,,61.056,49.890999,104.738998,-54.848,0.0,,62.575001,,,,62.575001,112.466,,5.568,5.568,,,,0.231,,,,,,18.627001,,,18.627001,24.426001,2.791,,,,,15.982,,,,,,15.982,18.773,43.199001,0.0,18.459,,,-0.476,,112.339998,130.322998,0.0,130.322998,173.521999,
09/30/1995,190.335007,22.306,22.306,0.0,45.505001,,,,0.0,,,,,9.389,,,,,,,77.199997,47.790001,102.766998,-54.977001,0.0,,65.345001,,,,65.345001,113.135002,,7.951,7.951,,,,2.201,,,,,,26.271,,,26.271,36.423,0.773,,,,,16.487,,,,,,16.487,17.26,53.683,0.0,18.459,,,-0.476,,118.669001,136.652,0.0,136.652,190.335,
12/31/1995,199.0,18.85,18.85,0.0,49.615002,,,,0.0,,,,,9.362,,,,,,,77.827003,54.573002,109.516998,-54.944,0.0,,66.599998,,,,66.599998,121.173,,5.811,5.811,,,,0.244,,,,,,31.526001,,,31.526001,37.581001,0.687,,,,,16.26,,,,,,16.26,16.947,54.528001,0.0,17.392,,,-0.476,,127.556002,144.472002,0.0,144.472002,199.000003,
03/31/1996,204.041,19.613001,19.613001,0.0,48.724998,,,,0.0,,,,,9.475,,,,,,,77.813004,58.120998,114.401001,-56.279999,0.0,,68.107002,,,,68.107002,126.228001,,7.307,7.307,,,,26.461,,,,,,4.030999,,,4.030999,37.799,0.631,,,,,16.743,,,,,,16.743,17.374,55.173,0.0,17.85,,,-0.476,,131.494005,148.868006,0.0,148.868006,204.041006,
06/30/1996,217.934006,23.511999,23.511999,0.0,49.789001,,,,0.0,,,,,11.495,,,,,,,84.795998,60.834999,119.223999,-58.389,0.0,,72.303001,,,,72.303001,133.138,,8.769,8.769,,,,0.231,,,,,,36.854,,,36.854,45.854,0.59,,,,,15.779,,,,,,15.779,16.369,62.223,0.0,17.995001,,,-0.476,,138.192003,155.711004,0.0,155.711004,217.934005,
09/30/1996,236.072998,29.99,24.99,5.0,55.891998,,,,0.0,,,,,12.587,,,,,,,98.469002,61.465,119.968002,-58.502998,0.0,,76.139,,,,76.139,137.604,,7.726,7.726,,,,0.215,,,,,,45.693998,,,45.693998,53.634998,0.55,,,,,16.277,,,,,,16.277,16.827,70.461999,0.0,18.141001,,,-0.474,,147.944001,165.611002,0.0,165.611002,236.073001,
12/31/1996,246.759003,32.496,27.496,5.0,59.202,,,,0.0,,,,,6.624,,,,,,,98.321999,62.956001,121.397003,-58.441002,0.0,,85.481003,,,,85.481003,148.437004,,4.695,4.695,,,,0.201,,,,,,47.209,,,47.209,52.105,0.475,,,,,15.301,,,,,,15.301,15.776,67.881,0.0,18.302,,,-0.476,,161.052004,178.878004,0.0,178.878004,246.759004,
03/31/1997,250.454939,23.806186,23.806186,0.0,55.110579,55.110579,,,0.0,0.0,0.0,0.0,,13.751138,,,,,,,92.667903,63.902284,152.602284,-88.7,0.0,,93.884752,43.461418,,,50.423334,157.787036,,7.115825,7.115825,,,,0.183918,,,,,,41.858986,,,41.858986,49.158729,0.44607,,,,,14.660357,,,,,,14.660357,15.106427,64.265156,0.0,18.552162,,,-0.473544,169.289347,-1.178182,186.189783,0.0,186.189783,250.454939,
06/30/1997,265.595394,29.89035,29.89035,0.0,62.907434,62.907434,,,0.0,,,,,14.319067,,,,,,,107.116851,65.91233,160.21233,-94.3,0.0,,92.566213,43.446624,,,49.119589,158.478543,,7.959381,7.959381,,,,1.125801,,,,,,47.278784,,,47.278784,56.363966,0.423931,,,,,13.96817,,,,,,13.96817,14.392101,70.756067,0.0,18.688989,,,-0.447763,177.776283,-1.178182,194.839327,0.0,194.839327,265.595394,
09/30/1997,284.263464,39.998737,39.998737,0.0,66.402321,66.402321,,,0.0,,,,,18.992493,,,,,,,125.393551,66.825159,164.625159,-97.8,0.0,,92.044754,41.118617,,,50.926137,158.869913,,9.679616,9.679616,,,,3.258789,,,,,,50.831655,,,50.831655,63.77006,0.401712,,,,,13.319462,,,,,,13.319462,13.721174,77.491234,0.0,18.814264,,,-0.410731,189.546879,-1.178182,206.77223,0.0,206.77223,284.263464,
12/31/1997,296.858002,44.333999,43.335999,0.998,69.450996,,,,0.0,,,,,18.621,,,,,,,132.406006,68.969002,134.082993,-65.113998,0.0,,95.483002,,,,95.483002,164.452004,,6.4,6.4,,,,0.132,,,,,,54.974001,,,54.974001,61.506001,0.342,,,,,13.755,,,,,,13.755,14.097,75.603001,0.0,18.924,,,-0.378,,202.708994,221.254994,0.0,221.254994,296.857995,
03/31/1998,305.843099,53.055663,53.055663,0.0,63.743807,63.743807,,,0.0,0.0,0.0,0.0,,16.508339,,,,,,,133.307809,69.250536,137.450536,-68.2,0.0,,103.284754,47.103191,,,56.181563,172.53529,,11.219808,11.219808,,,,0.126356,,,,,,51.90329,,,51.90329,63.249454,0.319714,,,,,11.832367,,,,,,11.832367,12.152081,75.401535,0.0,19.422528,,,-0.358277,212.556463,-1.17915,230.441564,0.0,230.441564,305.843099,
06/30/1998,318.194469,35.460316,35.460316,0.0,70.598147,70.598147,,,0.0,0.0,0.0,0.0,,23.039469,,,,,,,129.097932,76.017829,146.717829,-70.7,0.0,,113.078708,55.310551,,,57.768157,189.096537,,15.565664,15.565664,,,,0.126682,,,,,,50.47004,,,50.47004,66.162386,0.297249,,,,,11.541303,,,,,,11.541303,11.838552,78.000938,0.0,20.229675,,,-0.332671,221.478498,-1.181971,240.193531,0.0,240.193531,318.194469,
09/30/1998,328.366753,30.383492,30.383492,0.0,69.034053,69.034053,,,0.0,,,,,26.574898,,,,,,,125.992443,83.717592,157.617592,-73.9,,,118.656718,55.734275,,,62.922443,202.37431,,7.953972,7.953972,,,,0.127008,,,,,,56.509504,,,56.509504,64.590484,0.274703,,,,,10.057739,,,,,,10.057739,10.332442,74.922926,0.0,20.240541,,,-0.325813,234.709409,-1.18031,253.443827,0.0,253.443827,328.366753,
12/31/1998,348.90799,9.556,9.556,0.0,84.795998,,,,0.0,,,,,25.370001,,,,,,,119.722,92.619003,169.604004,-76.985001,0.0,,136.567001,,,,136.567001,229.186004,,7.403,7.403,,,,0.131,,,,,,51.716,,,51.716,59.25,0.211,,,,,19.093,,,,,,19.093,19.304,78.554,0.0,21.306,,,0.0,,249.048004,270.354004,0.0,270.354004,348.908004,
03/31/1999,368.285928,16.864041,16.864041,0.0,87.321775,87.321775,,,0.0,0.0,0.0,0.0,0.0,26.68618,,,,,,,130.871996,95.906242,176.806242,-80.9,0.0,,141.50769,71.295822,,,70.211868,237.413932,,10.229791,10.229791,,,,0.115429,,,,,,54.491654,,,54.491654,64.836874,0.204286,,,,,18.5101,,,,,,18.5101,18.714386,83.55126,0.0,24.490948,,,,261.52795,-1.28423,284.734668,0.0,284.734668,368.285928,
06/30/1999,396.13669,30.99916,30.99916,0.0,86.719846,86.719846,,,0.0,0.0,0.0,0.0,0.0,29.810942,,,,,,,147.529948,96.23098,179.13098,-82.9,0.0,,152.375762,85.660518,,,66.715244,248.606742,,12.925227,12.925227,,,,0.040758,,,,,,60.0005,,,60.0005,72.966485,0.204286,,,,,21.73786,,,,,,21.73786,21.942146,94.908631,0.0,24.808227,,,,277.770811,-1.350979,301.228059,0.0,301.228059,396.13669,
09/30/1999,428.509306,35.423729,35.423729,0.0,111.655459,111.655459,,,0.0,0.0,0.0,0.0,0.0,26.470807,,,,,,,173.549995,93.558063,241.858063,-148.3,0.0,,161.401248,92.397022,,,69.004226,254.959311,,15.727435,15.727435,,,,0.040758,,,,,,72.376246,,,72.376246,88.144439,0.204286,,,,,23.988186,,,,,,23.988186,24.192472,112.336911,0.0,24.809547,,,,292.758167,-1.395319,316.172395,0.0,316.172395,428.509306,
12/31/1999,466.772003,54.903,54.903,0.0,99.600998,99.601498,,,0.0,0.0,0.0,0.0,0.0,25.171,,,,,,,179.675003,96.254997,179.244003,-82.988998,0.0,,190.841995,98.824997,,,92.016998,287.096992,,15.268,15.268,,,,0.045,,,,,,87.949001,,,87.949001,103.262001,0.16,,,,,29.058001,,,,,,29.058001,29.218001,132.480002,0.0,25.950001,,,-1.529,311.324731,-1.453721,334.292011,0.0,334.292011,466.772013,
03/31/2000,476.083252,64.363014,64.363014,0.0,98.598152,,,,0.0,0.0,0.0,0.0,0.0,26.824718,,,,,,,189.785889,94.588997,181.289001,-86.699997,0.0,,191.708359,97.557007,,,94.151352,286.297356,,11.484705,11.484705,,,,0.204286,,,,,,81.887509,,,81.887509,93.5765,0.0,,,,,30.872564,,,,,,30.872564,30.872564,124.449064,0.0,25.954109,,,-2.84,,328.51984,351.633949,0.0,351.633949,476.083013,
06/30/2000,506.666002,93.621835,93.621835,0.0,98.992409,98.992409,,,0.0,0.0,0.0,0.0,0.0,27.405856,,,,,,,220.0201,93.770883,184.170883,-90.4,0.0,,192.875019,107.326345,,,85.548674,286.645902,,10.656723,10.656723,,,,0.0,,,,,,90.430023,,,90.430023,101.086746,0.0,,,,,32.155766,,,,,,32.155766,32.155766,133.242512,0.0,25.954109,,,-2.840085,351.929725,-1.620259,373.42349,0.0,373.42349,506.666002,
09/30/2000,545.328451,91.81971,91.81971,,96.529702,96.529702,,,0.0,0.0,0.0,0.0,0.0,24.603217,,,,,,,212.952629,95.891673,186.691673,-90.8,0.0,,236.484149,110.009048,,,126.475101,332.375822,,12.966885,12.966885,,,,0.0,,,,,,106.048814,,,106.048814,119.015699,0.0,,,,,33.746805,,,,,,33.746805,33.746805,152.762504,0.0,25.965509,,,-2.915345,368.561469,-1.612255,389.999378,2.566569,392.565947,545.328451,
12/31/2000,601.223826,80.071895,80.071895,0.0,97.522227,97.522227,,,0.0,0.0,0.0,0.0,0.0,30.192248,,,,,,,207.78637,110.971777,205.779921,-94.808144,0.0,,282.465679,145.453995,,,137.011684,393.437456,,43.935426,43.935426,,,,0.0,0.0,0.0,0.0,,,100.196308,,,100.196308,144.131734,,0.0,0.0,0.0,,45.494222,,,,,,45.494222,45.494222,189.625956,0.0,26.506009,,,-3.595,387.716543,-1.613364,409.014188,2.583682,411.59787,601.223826,
03/31/2001,594.836584,53.670085,53.670085,0.0,103.6404,103.6404,,,0.0,0.0,0.0,0.0,0.0,32.946774,,,,,,,190.257259,111.704226,209.604226,-97.9,0.0,,292.875099,155.621994,,,137.253105,404.579325,,26.634167,26.634167,,,,0.0,0.0,0.0,0.0,,,100.593236,,,100.593236,127.227403,0.0,0.0,0.0,0.0,,39.21087,,,,,,39.21087,39.21087,166.438273,0.0,26.735075,,,-3.561,406.809772,-3.831098,426.152749,2.245562,428.398311,594.836584,
06/30/2001,600.652512,46.130878,46.130878,0.0,106.174578,106.174578,,,0.0,,,,,35.391649,,,,,,,187.697105,116.094486,218.294486,-102.2,,,296.860921,160.963015,,,135.897906,412.955407,,26.345907,26.345907,,,,0.0,,,,,,86.080531,,,86.080531,112.426438,0.0,,,,,37.332939,,,,,,37.332939,37.332939,149.759377,0.0,26.747977,,,-3.53425,429.844516,-4.407895,448.650348,2.242787,450.893135,600.652512,
09/30/2001,643.293725,66.552001,66.552001,0.0,125.055592,125.055592,,,0.0,0.0,0.0,0.0,0.0,32.165664,,,,,,,223.773257,119.538395,226.638395,-107.1,0.0,,299.982073,158.18422,,,141.797853,419.520468,,25.30235,25.30235,,,,0.0,,,,,,102.527123,,,102.527123,127.829473,0.0,,,,,39.682403,,,,,,39.682403,39.682403,167.511876,0.0,26.749177,,,-3.533325,452.381178,-2.34756,473.24947,2.532379,475.781849,643.293725,
12/31/2001,656.554016,58.659,58.659,0.0,114.702003,,,,0.0,0.0,0.0,0.0,0.0,30.007999,,,,,,,203.367996,123.667999,235.828003,-112.160004,0.0,,329.518005,171.044998,,,158.473007,453.186004,,24.392,24.392,,,,0.103,0.103,0.0,0.0,,,79.253001,,,79.253001,103.748001,0.135,0.135,0.0,0.0,,42.981998,,,,,,42.981998,43.116998,146.864999,0.0,47.223,,,-3.533,,463.639995,507.329995,2.359,509.688995,656.553994,
03/31/2002,685.116028,81.918999,81.918999,0.0,114.140999,,,,0.0,0.0,0.0,0.0,0.0,36.063,,,,,,,232.123001,120.182999,235.882996,-115.699997,0.0,,332.809998,178.738998,,,154.071,452.992997,,6.564,6.564,,,,0.0,0.0,0.0,0.0,,,94.939998,,,94.939998,101.503998,0.0,0.0,0.0,0.0,,51.181999,,,,,,51.181999,51.181999,152.685997,0.0,31.274,,,-3.505,,502.352992,530.121992,2.308,532.429992,685.115989,
06/30/2002,706.059021,77.656998,77.656998,0.0,122.264999,,,,0.0,0.0,0.0,0.0,0.0,41.536999,,,,,,,241.459,118.244003,236.744003,-118.5,0.0,,346.355988,188.059006,,,158.296982,464.599991,,11.844,11.844,,,,0.0,0.0,0.0,0.0,,,83.683,,,83.683,95.527,0.0,0.0,0.0,0.0,,47.624001,,,,,,47.624001,47.624001,143.151001,0.0,35.285,,,-3.317,,528.322005,560.290005,2.618,562.908005,706.059006,
09/30/2002,747.493094,117.632633,117.632633,0.0,118.131937,118.131937,,,0.0,0.0,0.0,0.0,0.0,41.093065,,,,,,,276.857635,116.959563,238.459563,-121.5,0.0,,353.675896,187.301634,,,166.374262,470.635459,,6.756086,6.756086,,,,0.0,,,,,,103.82852,,,103.82852,110.584606,0.0,,,,,44.982128,,,,,,44.982128,44.982128,155.566734,0.0,35.285353,,,-3.316703,557.671668,-0.382384,589.257934,2.668426,591.92636,747.493094,
12/31/2002,782.867004,109.170998,109.170998,0.0,121.439003,,,,0.0,0.0,0.0,0.0,0.0,35.368999,,,,,,,265.979004,120.834999,248.600006,-127.764999,0.0,,396.053009,200.296997,3.619,196.677997,195.756012,516.888008,,10.366,10.366,,,,0.068,-0.00011,0.06811,0.06811,,,103.548002,,,103.548002,113.982002,0.067,-0.000354,0.067354,0.067354,,63.868999,,,,,,63.868999,63.935999,177.918001,0.0,54.868,,,-3.317,,550.653975,602.204975,2.744,604.948975,782.866976,
03/31/2003,828.828979,138.240997,138.240997,0.0,126.178001,,,,0.0,0.0,0.0,0.0,0.0,34.436001,,,,,,,298.855011,120.102997,252.003006,-131.899994,0.0,,409.872009,202.970993,3.61909,199.351903,206.901016,529.975006,,10.859,10.859,,,,0.066,,,,,,113.493999,,,113.493999,124.418999,0.045,,,,,72.134003,,,,,,72.134003,72.179003,196.598002,0.0,54.907001,,,-3.317,,577.782027,629.372028,2.859,632.231028,828.82903,
06/30/2003,892.947021,48.174999,48.174999,0.0,137.679001,,,,0.0,0.0,0.0,0.0,0.0,46.210999,,,,,,,232.065002,218.949997,344.25,-125.300003,0.0,,441.932007,234.582993,29.612,204.970993,207.349014,660.882004,,17.458,17.458,,,,0.294,0.294,0.0,0.0,,,123.162001,,,123.162001,140.914001,20.548,20.548,0.0,0.0,,74.789001,,,,,,74.789001,95.337001,236.251002,0.0,54.828999,,,-12.087,608.265015,2.675989,653.683003,3.013,656.696003,892.947005,
09/30/2003,905.009759,55.630502,55.630502,0.0,128.420123,128.420123,,,0.0,0.0,0.0,0.0,0.0,42.515234,,,,,,,226.565859,219.633535,351.033535,-131.4,61.810154,,397.000211,241.466487,29.620054,211.846433,155.533724,678.4439,,17.064529,17.064529,,,,0.288563,0.288563,0.0,0.0,,,106.392421,,,106.392421,123.745513,0.22423,0.22423,0.0,0.0,,88.799575,,,,,,88.799575,89.023805,212.769318,0.0,58.121524,,,-12.086795,639.840232,3.145519,689.02048,3.219961,692.240441,905.009759,
12/31/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.625999,,,,,,,,,,,-15.230761,15.230761,15.230761,,,,,,,,,-29.747837,29.747837,29.747837,,,,,,,,,,,,,,,,,,,,,,
03/31/2004,1014.25,106.259003,106.259003,0.0,133.822998,,,,0.0,0.0,0.0,0.0,0.0,29.023001,,,,,,,269.105011,246.285995,389.686005,-143.399994,57.263,,441.600006,283.286987,28.628,254.658987,158.313019,745.149001,,19.209,19.209,,,,0.773,0.0,0.773,0.773,,,136.484003,,,136.484003,156.466003,2.617,0.0,2.617,2.617,,88.543999,,,,,,88.543999,91.160999,247.627002,0.0,62.466999,,,-13.615,703.945984,10.244028,763.042011,3.585,766.627011,1014.254013,
06/30/2004,1030.839,141.93,141.93,0.0,117.407,117.407,,,0.0,0.0,0.0,0.0,0.0,33.592,,,,,,,292.929,259.866,408.766,-148.9,63.228,,414.816,268.6,29.626,238.974,146.216,737.91,,27.426,27.426,,,,1.064,0.0,1.064,1.064,,,112.436,,,112.436,140.926,3.178,0.0,3.178,3.178,,91.423,,,,,,91.423,94.601,235.527,0.0,62.475,,,-13.573,731.96,10.876,791.738,3.574,795.312,1030.839,
