Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2017,6350.68,464.74,464.74,0.0,405.746,405.746,0.0,,0.0,0.0,0.0,0.0,0.0,180.325,80.646,,7.081,,,99.679,1050.811,281.43,777.63,-496.2,147.743,147.743,4870.696,4540.64,3272.237,1268.403,322.975,5299.869,,127.491,45.656,27.226,19.252,35.357,33.097,0.0,2.493,2.493,,30.604,291.67,,,245.55,452.258,3229.137,3228.292,0.845,0.845,,509.818,,,,,419.786,90.032,3738.955,4191.213,0.0,244.713,20.277,224.436,-637.62,2590.018,-52.381,2144.73,14.737,2159.467,6350.68,
06/30/2017,6277.014,427.589,427.589,0.0,442.094,442.094,0.0,,0.0,0.0,0.0,0.0,0.0,157.325,81.483,,7.215,3.238,,72.604,1027.008,280.636,790.236,-509.6,158.54,158.54,4810.83,4487.751,3271.975,1215.776,315.864,5250.006,,143.625,53.124,30.008,19.407,41.086,574.979,0.0,3.972,3.972,,571.007,224.576,,,174.198,943.18,2564.068,2560.277,3.791,3.791,,492.128,,,,,402.088,90.04,3056.196,3999.376,0.0,258.425,20.277,238.148,-635.227,2686.476,-45.138,2264.536,13.102,2277.638,6277.014,
09/30/2017,6218.89,413.622,413.622,0.0,409.167,409.167,0.0,,0.0,0.0,0.0,0.0,0.0,176.049,69.708,,7.485,1.595,,104.746,998.838,282.49,804.19,-521.7,150.775,150.775,4786.787,4438.89,3272.792,1166.098,340.412,5220.052,,184.476,53.46,36.351,36.404,58.261,565.66,0.0,3.11,3.11,,562.55,221.544,,,166.492,971.68,2394.283,2391.11,3.173,3.173,,482.765,,,,,374.778,107.987,2877.048,3848.728,0.0,269.647,20.277,249.37,-659.072,2785.443,-39.258,2356.76,13.402,2370.162,6218.89,
12/31/2017,6331.689,450.357,450.357,0.0,412.322,412.322,0.0,,17.072,17.072,0.0,0.0,0.0,199.493,65.159,0.0,6.091,41.4,,92.934,1079.244,325.218,846.302,-521.084,163.518,163.518,4763.709,4374.932,3264.071,1110.861,382.686,5252.445,,226.864,62.31,38.203,44.216,82.135,565.812,0.0,6.762,6.762,,559.05,196.416,0.0,0.0,143.503,989.092,2591.949,2560.761,31.188,31.188,,393.966,0.0,0.0,0.0,0.0,238.317,155.649,2985.915,3975.007,0.0,183.083,20.277,162.806,-909.96,3004.018,-36.148,2240.993,115.689,2356.682,6331.689,
03/31/2018,7531.717,493.207,493.207,0.0,420.124,420.124,0.0,,17.465,17.465,0.0,0.0,0.0,247.483,63.847,,8.104,42.934,,140.702,1178.279,360.111,880.711,-520.6,180.841,180.841,5812.486,5494.655,4073.511,1421.144,309.727,6353.438,,180.278,66.077,40.324,37.773,36.104,815.564,0.0,8.512,8.512,,807.052,222.028,,,222.028,1217.87,3326.536,3286.016,40.52,40.52,,466.737,,,,,370.869,95.868,3793.273,5011.143,0.0,175.174,20.277,154.897,-876.9,3117.519,-21.219,2394.574,126.0,2520.574,7531.717,
06/30/2018,7466.49,460.019,460.019,0.0,440.875,440.875,0.0,,19.261,19.261,0.0,0.0,0.0,216.867,59.275,,7.177,29.834,,127.758,1137.022,363.336,885.036,-521.7,187.818,187.818,5778.314,5445.678,4088.579,1357.099,325.459,6329.468,,190.688,63.282,30.688,49.314,47.404,21.349,0.0,8.495,8.495,,12.854,233.536,,,233.536,445.573,4053.187,4014.919,38.268,38.268,,466.034,,,,,371.343,94.691,4519.221,4964.794,0.0,185.414,20.277,165.137,-874.742,3236.046,-45.022,2501.696,0.0,2501.696,7466.49,
09/30/2018,7473.044,484.581,484.581,0.0,485.722,485.722,0.0,,19.401,19.401,0.0,0.0,0.0,210.213,43.458,,6.928,38.615,,128.14,1199.917,372.9,911.4,-538.5,170.177,170.177,5730.05,5410.1,4113.669,1296.431,313.022,6273.127,,203.123,59.77,34.726,48.676,59.951,21.171,0.0,8.196,8.196,,12.975,242.877,,,242.877,467.171,3874.815,3837.659,37.156,37.156,,490.876,,,,,394.119,96.757,4365.691,4832.862,0.0,198.432,20.277,178.155,-873.946,3365.782,-50.086,2640.182,0.0,2640.182,7473.044,
12/31/2018,7468.709,471.156,471.156,0.0,450.322,450.322,0.0,30.95,18.089,18.089,0.0,0.0,0.0,170.266,48.058,0.0,7.773,19.362,,102.846,1140.783,383.074,905.822,-522.748,180.661,180.661,5716.352,5446.076,4114.838,1331.238,310.342,6280.087,,243.113,97.956,25.178,46.836,73.143,29.125,0.0,8.318,8.318,,20.807,243.363,21.489,0.0,196.136,515.601,3843.394,3814.535,28.859,28.859,,523.808,0.0,0.0,0.0,0.0,380.278,122.041,4367.202,4882.803,0.0,210.166,20.277,189.889,-1042.687,3478.65,-60.223,2585.906,0.0,2585.906,7468.709,
03/31/2019,7774.132,494.646,494.646,0.0,490.045,490.045,0.0,44.473,20.074,20.074,0.0,0.0,0.0,180.155,63.088,,7.75,26.782,,90.285,1229.393,591.639,1114.639,-523.0,197.831,197.831,5755.269,5403.834,4115.38,1288.454,343.685,6544.739,,214.24,73.061,29.705,77.696,33.778,88.179,0.0,55.445,5.976,49.469,32.734,262.958,,,262.958,565.377,4307.653,4109.299,198.354,29.849,168.505,548.342,,,,,409.706,138.636,4855.995,5421.372,0.0,212.212,20.277,191.935,-1426.984,3622.56,-55.028,2352.76,0.0,2352.76,7774.132,
06/30/2019,7706.806,458.22,458.22,0.0,513.712,513.712,0.0,43.847,19.71,19.71,0.0,0.0,0.0,204.338,60.647,,206.504,48.509,,95.182,1239.827,572.407,1102.807,-530.4,7.516,7.516,5830.131,5338.962,4114.851,1224.111,341.59,6410.054,,208.931,57.911,28.431,87.667,34.922,78.869,0.0,49.332,5.986,43.346,29.537,213.527,,,161.974,501.327,4170.35,3975.001,195.349,28.247,167.102,540.535,,,,,401.486,139.049,4710.885,5212.212,0.0,223.375,20.277,203.098,-1426.177,3761.596,-64.2,2494.594,0.0,2494.594,7706.806,
