Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,3106.832,3106.832,-2381.322,2381.322,725.51,0.0,-368.69,368.69,0.0,356.82,-17.873,,23.769,,-5.896,338.947,-96.604,242.343,0.0,0.0,0.0,242.343,-1.577,240.766,0.0,0.0,240.766,241.6721,0.9061,150.960202,1.59,1.59,1.600899,154.717211,1.56,1.56,1.565856,
03/31/2012,3393.563,3393.563,-2590.315,2590.315,803.248,0.0,-377.479,377.479,0.0,425.769,-24.942,,22.313,,2.629,400.827,-88.138,312.689,0.0,0.0,0.0,312.689,-0.615,312.074,0.0,0.0,312.074,313.19525,1.12125,151.01791,2.07,2.07,2.073895,154.944246,2.01,2.01,2.017236,
06/30/2012,3411.666,3411.666,-2572.258,2572.258,839.408,0.0,-386.681,386.681,0.0,452.727,-27.388,,23.487,,3.901,425.339,-123.037,302.302,0.0,0.0,0.0,302.302,-0.337,301.965,0.0,0.0,301.965,294.4211,-7.5439,150.470993,2.01,2.01,1.956664,154.155617,1.96,1.96,1.911063,
09/30/2012,3214.935,3214.935,-2477.447,2477.447,737.488,0.0,-381.122,381.122,0.0,356.366,-20.308,,23.509,,-3.201,336.058,-96.11,239.948,0.0,0.0,0.0,239.948,-0.207,239.741,0.0,0.0,239.741,240.80635,1.06535,149.285849,1.61,1.61,1.613055,152.61711,1.57,1.57,1.576981,
12/31/2012,3065.495,3065.495,-2421.972,2421.972,643.523,0.0,-381.1,381.1,0.0,262.423,0.206,,24.216,,-24.422,262.629,-81.515,181.114,0.0,0.0,0.0,181.114,-0.152,180.962,0.0,0.0,180.962,185.4964,4.5344,149.001273,1.21,1.21,1.244932,152.198704,1.19,1.19,1.219793,
03/31/2013,3307.041,3307.041,-2569.189,2569.189,737.852,0.0,-379.69,379.69,0.0,358.162,-19.611,,23.05,,-3.439,338.551,-81.959,256.592,0.0,0.0,0.0,256.592,-0.032,256.56,0.0,0.0,256.56,257.37315,0.81315,149.287628,1.72,1.72,1.724009,152.360612,1.68,1.68,1.685337,
06/30/2013,3428.233,3428.233,-2618.067,2618.067,810.166,0.0,-413.061,413.061,0.0,397.105,-23.342,,20.777,,2.565,373.763,-102.633,271.13,0.0,0.0,0.0,271.13,0.034,271.164,0.0,0.0,271.164,279.3657,8.2017,149.298277,1.82,1.82,1.871192,152.115402,1.78,1.78,1.833918,
09/30/2013,3226.144,3226.144,-2476.409,2476.409,749.735,0.0,-406.93,406.93,0.0,342.805,-18.715,,20.958,,-2.243,324.09,-79.77,244.32,0.0,0.0,0.0,244.32,-0.004,244.316,0.0,0.0,244.316,253.56095,9.24495,149.237306,1.64,1.64,1.699045,151.860261,1.61,1.61,1.670878,
12/31/2013,3106.006,3106.006,-2419.971,2419.971,686.035,0.0,-587.506,398.636,188.87,98.529,396.787,,20.851,,-417.638,495.316,-241.912,253.404,0.0,0.0,0.0,253.404,-0.116,253.288,0.0,0.0,253.288,-69.711,-322.999,149.153599,1.7,1.7,-0.467377,152.151024,1.66,1.66,-0.467377,
03/31/2014,3358.406,3358.406,-2605.893,2605.893,752.513,0.0,-407.241,407.241,0.0,345.272,-15.782,,20.594,,-4.812,329.49,-86.972,242.518,0.0,0.0,0.0,242.518,-0.112,242.406,0.0,0.0,242.406,285.897,43.491,149.039529,1.63,1.63,1.918263,151.739617,1.6,1.6,1.886616,
06/30/2014,3525.415,3525.415,-2685.954,2685.954,839.461,0.0,-421.185,421.185,0.0,418.276,-10.452,,20.163,,-9.711,407.824,-106.648,301.176,0.0,0.0,0.0,301.176,-0.138,301.038,0.0,0.0,301.038,314.867,13.829,148.967357,2.02,2.02,2.113664,151.803746,1.98,1.98,2.071098,
09/30/2014,3269.932,3269.932,-2459.865,2459.865,810.067,0.0,-400.84,400.84,0.0,409.227,-12.592,,20.961,,-8.369,396.635,-116.464,280.171,0.0,0.0,0.0,280.171,-0.082,280.089,0.0,0.0,280.089,283.348645,3.259645,148.738828,1.88,1.88,1.905008,151.073635,1.85,1.85,1.871577,
12/31/2014,3134.993,3134.993,-2401.584,2401.584,733.409,0.0,-379.804,379.804,0.0,353.605,-10.339,,27.645,,-17.306,343.266,-75.931,267.335,0.0,0.0,0.0,267.335,-0.083,267.252,0.0,0.0,267.252,273.04615,5.79415,145.493247,1.84,1.84,1.876693,148.182777,1.8,1.8,1.839101,
03/31/2015,3162.311,3162.311,-2373.016,2373.016,789.295,0.0,-372.306,372.306,0.0,416.989,-28.623,,35.003,,-6.38,388.366,-102.904,285.462,0.0,0.0,0.0,285.462,-0.117,285.345,0.0,0.0,285.345,292.97035,7.62535,138.794789,2.06,2.06,2.110817,141.189803,2.02,2.02,2.074008,
06/30/2015,3144.508,3144.508,-2420.78,2420.78,723.728,0.0,-391.796,391.796,0.0,331.932,-27.959,,34.797,,-6.838,303.973,-124.388,179.585,0.0,0.0,0.0,179.585,-0.131,179.454,0.0,0.0,179.454,208.85285,29.39885,138.674443,1.29,1.29,1.506066,141.00094,1.27,1.27,1.478501,
09/30/2015,2869.348,2869.348,-2200.904,2200.904,668.444,0.0,-370.214,370.214,0.0,298.23,-22.581,,35.76,,-13.179,275.649,-80.623,195.026,0.0,0.0,0.0,195.026,-0.048,194.978,0.0,0.0,194.978,210.26154,15.28354,136.844504,1.42,1.42,1.5365,138.574908,1.41,1.41,1.520291,
12/31/2015,2705.59,2705.59,-2140.624,2140.624,564.966,0.0,-314.666,314.666,0.0,250.3,-20.42,,34.297,,-13.877,229.88,-46.743,183.137,0.0,0.0,0.0,183.137,-0.155,182.982,0.0,0.0,182.982,208.956835,25.974835,135.373356,1.35,1.35,1.54356,137.065447,1.33,1.33,1.519507,
03/31/2016,2828.665,2828.665,-2209.401,2209.401,619.264,0.0,-335.908,335.908,0.0,283.356,-10.363,,33.745,,-23.382,272.993,-85.851,187.142,0.0,0.0,0.0,187.142,-0.058,187.084,0.0,0.0,187.084,199.13075,12.04675,134.80961,1.39,1.39,1.477126,136.552769,1.37,1.37,1.45822,
06/30/2016,2957.15,2957.15,-2272.455,2272.455,684.695,0.0,-338.572,338.572,0.0,346.123,-9.917,,32.715,,-22.798,336.206,-94.295,241.911,0.0,0.0,0.0,241.911,-0.115,241.796,0.0,0.0,241.796,252.27965,10.48365,134.385814,1.8,1.8,1.877279,136.255977,1.77,1.77,1.846941,
09/30/2016,2743.131,2743.131,-2106.006,2106.006,637.125,0.0,-322.969,322.969,0.0,314.156,-21.911,,34.148,,-12.237,292.245,-82.007,210.238,0.0,0.0,0.0,210.238,-0.109,210.129,0.0,0.0,210.129,218.169989,8.040989,133.679378,1.57,1.57,1.632039,135.825658,1.55,1.55,1.609201,
12/31/2016,2670.804,2670.804,-2044.484,2044.484,626.32,0.0,-336.578,336.578,0.0,289.742,30.98,,33.444,,-64.424,320.722,-79.322,241.4,0.0,0.0,0.0,241.4,-0.095,241.305,0.0,0.0,241.305,217.38351,-23.92149,133.320109,1.81,1.81,1.630538,135.81276,1.78,1.78,1.603864,
03/31/2017,3119.139,3119.139,-2383.79,2383.79,735.349,0.0,-392.036,392.036,0.0,343.313,-28.25,,42.057,,-13.807,315.063,-76.216,238.847,0.0,0.0,0.0,238.847,-0.174,238.673,0.0,0.0,238.673,267.0637,28.3907,133.232378,1.79,1.79,2.004495,136.102974,1.75,1.75,1.958597,
06/30/2017,3496.238,3496.238,-2584.749,2584.749,911.489,0.0,-361.237,361.237,0.0,550.252,-149.641,,52.787,,96.854,400.611,-107.252,293.359,0.0,0.0,0.0,293.359,-0.054,293.305,0.0,0.0,293.305,333.318347,40.013347,133.344472,2.199604,2.199604,2.499679,135.592333,2.163139,2.163139,2.458239,
09/30/2017,3364.651,3364.651,-2523.294,2523.294,841.357,0.0,-396.984,396.984,0.0,444.373,-70.071,,53.555,,16.516,374.302,-88.767,285.535,0.0,0.0,0.0,285.535,-0.138,285.397,0.0,0.0,285.397,303.691249,18.294249,133.176964,2.14,2.14,2.280359,135.79427,2.1,2.1,2.23472,
12/31/2017,3370.673,3370.673,-2564.449,2564.449,806.224,0.0,-408.338,408.338,0.0,397.886,-37.665,,53.133,,-15.468,360.221,-303.899,56.322,0.0,0.0,0.0,56.322,-0.163,56.159,0.0,0.0,56.159,323.536059,267.377059,133.112568,0.42,0.42,2.430545,136.194919,0.41,0.41,2.373194,
03/31/2018,3749.591,3749.591,-2819.804,2819.804,929.787,0.0,-416.457,416.457,0.0,513.33,-43.503,,54.145,,-10.642,469.827,-103.697,366.13,0.0,0.0,0.0,366.13,-0.141,365.989,0.0,0.0,365.989,379.377808,13.388808,133.032431,2.75,2.75,2.851769,135.76828,2.7,2.7,2.798615,
06/30/2018,3817.477,3817.477,-2830.198,2830.198,987.279,0.0,-418.21,418.21,0.0,569.069,-71.142,,53.04,,18.102,497.927,-144.599,353.328,0.0,0.0,0.0,353.328,-0.072,353.256,0.0,0.0,353.256,478.483681,125.227681,132.696489,2.66,2.66,3.60585,135.001851,2.62,2.62,3.5476,
09/30/2018,3479.294,3479.294,-2594.823,2594.823,884.471,0.0,-394.322,394.322,0.0,490.149,-30.426,,44.339,,-13.913,459.723,-83.824,375.899,0.0,0.0,0.0,375.899,-0.188,375.711,0.0,0.0,375.711,377.279995,1.568995,132.361654,2.84,2.84,2.850372,134.664496,2.79,2.79,2.801651,
12/31/2018,3472.045,3472.045,-2602.339,2602.339,869.706,0.0,-397.259,397.259,0.0,472.447,-41.293,,47.518,,-6.225,431.154,-119.241,311.913,0.0,0.0,0.0,311.913,-0.176,311.737,0.0,0.0,311.737,344.24478,32.50778,130.361273,2.39,2.39,2.640698,132.31121,2.36,2.36,2.605692,
03/31/2019,3687.518,3687.518,-2766.744,2766.744,920.774,0.0,-360.865,360.865,0.0,559.909,-30.709,,48.209,,-17.5,529.2,-117.819,411.381,0.0,0.0,0.0,411.381,-0.133,411.248,0.0,0.0,411.248,413.49331,2.24531,128.706137,3.2,3.2,3.212693,130.884968,3.14,3.14,3.157155,
06/30/2019,3681.467,3681.467,-2739.578,2739.578,941.889,0.0,-391.493,391.493,0.0,550.396,-37.048,,50.072,,-13.024,513.348,-99.61,413.738,0.0,0.0,0.0,413.738,-0.07,413.668,0.0,0.0,413.668,429.97949,16.31149,128.561494,3.22,3.22,3.344543,130.460247,3.17,3.17,3.29503,
09/30/2019,3334.511,3334.511,-2479.741,2479.741,854.77,0.0,-399.179,399.179,0.0,455.591,-22.435,,69.956,,-47.521,433.156,-94.115,339.041,0.0,0.0,0.0,339.041,-0.143,338.898,0.0,0.0,338.898,350.63186,11.73386,128.463992,2.64,2.64,2.729417,130.130076,2.6,2.6,2.69017,
12/31/2019,3497.974,3497.974,-2682.765,2682.765,815.209,0.0,-491.121,491.121,0.0,324.088,-69.342,,82.891,,-13.549,254.746,-50.148,204.598,0.0,0.0,0.0,204.598,-0.124,204.474,0.0,0.0,204.474,333.3843,128.9103,128.396933,1.59,1.59,2.596513,130.495381,1.57,1.57,2.557853,
03/31/2020,3702.432,3702.432,-2766.693,2766.693,935.739,0.0,-413.46,413.46,0.0,522.279,-68.122,,80.765,,-12.643,454.157,-86.788,367.369,0.0,0.0,0.0,367.369,-0.116,367.253,0.0,0.0,367.253,380.69873,13.44573,128.28972,2.86,2.86,2.967492,129.746547,2.83,2.83,2.933631,
06/30/2020,3160.603,3160.603,-2357.319,2357.319,803.284,0.0,-352.793,352.793,0.0,450.491,-79.923,,74.549,,5.374,370.568,-74.873,295.695,0.0,0.0,0.0,295.695,0.021,295.716,0.0,0.0,295.716,333.15952,37.44352,128.523334,2.3,2.3,2.59221,129.993001,2.27,2.27,2.558043,
09/30/2020,2938.294,,,,720.26400822,,,,,399.875,,,,,,329.833,,208.778,,,,,,208.778,,,208.778,282.615,,,1.573,1.573,2.257,,1.573,1.573,2.257,
12/31/2020,3004.688,,,,713.85377504,,,,,391.0,,,,,,330.25,,197.333,,,,,,197.333,,,197.333,280.923,,,1.469,1.469,2.227,,1.469,1.469,2.227,
