Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2014,64490.0,4480.0,4480.0,0.0,7014.0,7014.0,0.0,1654.0,1035.0,,,0.0,606.0,14183.0,2716.0,,,2494.0,2494.0,45097.0,35914.0,27599,8315.0,,,9183.0,50307.0,,5868.0,498.0,156.0,304.0,4910.0,168.0,0.0,,,168.0,1171.0,335.0,,673.0,7207.0,22395.0,22395.0,,,8981.0,,,498.0,2037.0,6111.0,31376.0,38583.0,0.0,149837.0,17.0,149820.0,-40227.0,-82899.0,-804.0,25907.0,0.0,25907.0,64490.0,
09/30/2014,63095.0,3210.0,3210.0,0.0,7005.0,7005.0,0.0,1776.0,902.0,,,0.0,705.0,12893.0,2678.0,,,2336.0,2336.0,45188.0,35846.0,27587,8259.0,,,9342.0,50202.0,,6172.0,499.0,143.0,364.0,5166.0,1168.0,0.0,,,1168.0,1384.0,349.0,,880.0,8724.0,21389.0,21389.0,,,7752.0,,,489.0,1797.0,5117.0,29141.0,37865.0,0.0,149566.0,17.0,149549.0,-41563.0,-81932.0,-841.0,25230.0,0.0,25230.0,63095.0,
12/31/2014,63259.0,2618.0,2618.0,0.0,7720.0,7720.0,0.0,1700.0,1142.0,0.0,,0.0,897.0,13180.0,2655.0,6793.0,-4138.0,2326.0,2326.0,45098.0,35738.0,27565,8173.0,0.0,,9360.0,50079.0,,6473.0,574.0,150.0,303.0,5446.0,1118.0,0.0,10.0,10.0,1108.0,1613.0,315.0,0.0,1031.0,9204.0,21376.0,21334.0,42.0,42.0,8203.0,0.0,808.0,491.0,2204.0,4385.0,29579.0,38783.0,0.0,149299.0,17.0,149282.0,-42445.0,-81214.0,-1164.0,24476.0,0.0,24476.0,63259.0,
03/31/2015,62195.0,2260.0,2260.0,0.0,7645.0,7645.0,0.0,1532.0,1058.0,,,,773.0,12495.0,2580.0,,,2270.0,2270.0,44850.0,35667.0,27557,8110.0,,,9183.0,49700.0,,6411.0,495.0,277.0,361.0,5278.0,1299.0,0.0,,,1299.0,1181.0,307.0,,651.0,8891.0,21172.0,21172.0,,,7934.0,,,474.0,2124.0,5029.0,29106.0,37997.0,0.0,148836.0,17.0,148819.0,-43087.0,-80244.0,-1307.0,24198.0,0.0,24198.0,62195.0,
06/30/2015,63425.0,3122.0,3122.0,0.0,8004.0,8004.0,0.0,1640.0,1044.0,,,,793.0,13810.0,2567.0,,,2132.0,2132.0,44916.0,35641.0,27575,8066.0,,,9275.0,49615.0,,6316.0,623.0,144.0,300.0,5249.0,1513.0,0.0,,,1513.0,1366.0,307.0,,743.0,9195.0,22281.0,22281.0,,,7924.0,,,446.0,2109.0,5062.0,30205.0,39400.0,0.0,148589.0,17.0,148572.0,-43895.0,,-80669.0,24025.0,0.0,24025.0,63425.0,
09/30/2015,62674.0,1774.0,1774.0,0.0,7322.0,7322.0,0.0,1973.0,1070.0,,,,793.0,12139.0,2569.0,,,2154.0,2154.0,45812.0,35730.0,27702,8028.0,,,10082.0,50535.0,,6752.0,578.0,486.0,359.0,5329.0,199.0,0.0,,,199.0,1452.0,293.0,,840.0,8403.0,22757.0,22757.0,,,7866.0,,,422.0,2006.0,5145.0,30623.0,39026.0,0.0,148326.0,17.0,148309.0,-45048.0,-78238.0,-1392.0,23648.0,0.0,23648.0,62674.0,
12/31/2015,63848.0,2155.0,2155.0,0.0,7411.0,7411.0,0.0,1753.0,1194.0,0.0,2227.0,0.0,1115.0,12513.0,2596.0,6919.0,-4323.0,2617.0,2617.0,46122.0,35667.0,27689,7978.0,0.0,,8228.0,51335.0,,6231.0,653.0,157.0,341.0,5080.0,198.0,0.0,11.0,11.0,187.0,1573.0,352.0,0.0,955.0,8002.0,23623.0,23582.0,41.0,41.0,8604.0,0.0,798.0,471.0,2454.0,4529.0,32227.0,40229.0,0.0,148058.0,17.0,148041.0,-45612.0,-77381.0,-1446.0,23619.0,0.0,23619.0,63848.0,
03/31/2016,63254.0,1540.0,1540.0,0.0,7810.0,7810.0,0.0,1576.0,866.0,,,,803.0,11792.0,2546.0,,,2649.0,2649.0,46267.0,35616.0,27686,7930.0,,,10651.0,51462.0,,6005.0,480.0,255.0,369.0,4901.0,51.0,0.0,,,51.0,1138.0,390.0,,584.0,7194.0,23622.0,23622.0,,,8565.0,,,464.0,2570.0,5141.0,32187.0,39381.0,0.0,147610.0,17.0,147593.0,-46110.0,-76167.0,-1490.0,23843.0,30.0,23873.0,63254.0,
06/30/2016,64127.0,2496.0,2496.0,0.0,7813.0,7813.0,0.0,1669.0,984.0,,,,943.0,12962.0,2516.0,,,2592.0,2592.0,46057.0,35587.0,27701,7886.0,,,10470.0,51165.0,,5688.0,507.0,171.0,354.0,4656.0,50.0,0.0,,,50.0,1234.0,400.0,,708.0,6972.0,24418.0,24418.0,,,8819.0,,,,2665.0,5754.0,33237.0,40209.0,0.0,147328.0,17.0,147311.0,-46778.0,-75215.0,-1447.0,23888.0,30.0,23918.0,64127.0,
09/30/2016,65764.0,2308.0,2308.0,0.0,8031.0,8031.0,0.0,1915.0,1010.0,,,,940.0,13264.0,2482.0,,,3271.0,3271.0,46747.0,35508.0,27694,7814.0,,,11239.0,52500.0,,6052.0,554.0,130.0,367.0,5001.0,52.0,0.0,,,52.0,1435.0,436.0,,823.0,7539.0,24419.0,24419.0,,,9498.0,,,477.0,2603.0,5982.0,33917.0,41456.0,0.0,147049.0,17.0,147032.0,-47409.0,-73748.0,-1614.0,24278.0,30.0,24308.0,65764.0,
12/31/2016,65966.0,1539.0,1539.0,0.0,8699.0,8699.0,0.0,2062.0,1185.0,0.0,2141.0,,1032.0,13485.0,2510.0,6955.0,-4445.0,3337.0,3337.0,46634.0,35540.0,27752,7788.0,,,8953.0,52481.0,,6188.0,527.0,162.0,320.0,5179.0,1947.0,0.0,14.0,14.0,1933.0,1568.0,486.0,0.0,995.0,9703.0,22421.0,22374.0,47.0,47.0,9505.0,0.0,837.0,491.0,2678.0,5013.0,31926.0,41629.0,0.0,146797.0,17.0,146780.0,-47497.0,-73455.0,-1510.0,24335.0,2.0,24337.0,65966.0,
03/31/2017,65649.0,1450.0,1450.0,0.0,8540.0,8540.0,0.0,1983.0,935.0,,,,799.0,12908.0,2462.0,,,3412.0,3412.0,46867.0,35481.0,27738,7743.0,,,11386.0,52741.0,,6115.0,521.0,261.0,295.0,5038.0,808.0,0.0,,,808.0,1239.0,493.0,,638.0,8162.0,22432.0,22432.0,,,9628.0,,,509.0,2620.0,6006.0,32060.0,40222.0,0.0,146296.0,17.0,146279.0,-47313.0,-72031.0,-1527.0,25425.0,2.0,25427.0,65649.0,
06/30/2017,66096.0,1705.0,1705.0,0.0,8655.0,8655.0,0.0,2042.0,1002.0,,,,970.0,13404.0,2464.0,,,3642.0,3642.0,46586.0,35454.0,27757,7697.0,,,11132.0,52692.0,,6232.0,534.0,466.0,352.0,4880.0,1155.0,0.0,,,1155.0,1452.0,502.0,,794.0,8839.0,21873.0,21873.0,,,9395.0,,,494.0,2596.0,5803.0,31268.0,40107.0,0.0,145687.0,17.0,145670.0,-47224.0,-70969.0,-1507.0,25987.0,2.0,25989.0,66096.0,
09/30/2017,68343.0,2621.0,2621.0,0.0,8997.0,8997.0,0.0,2198.0,792.0,,,,782.0,14608.0,2555.0,,,3732.0,3732.0,47448.0,35437.0,27784,7653.0,,,12011.0,53735.0,,6881.0,505.0,588.0,277.0,5511.0,1157.0,0.0,,,1157.0,1813.0,480.0,,973.0,9851.0,21934.0,21934.0,,,9290.0,,,513.0,2490.0,5807.0,31224.0,41075.0,0.0,145390.0,17.0,145373.0,-47137.0,-69597.0,-1389.0,27267.0,1.0,27268.0,68343.0,
12/31/2017,69209.0,2621.0,2621.0,0.0,9401.0,9401.0,0.0,2401.0,796.0,0.0,1605.0,,792.0,15219.0,2707.0,7297.0,-4590.0,3924.0,3924.0,47359.0,35367.0,27776,7591.0,,,10387.0,53990.0,,6724.0,777.0,453.0,251.0,5243.0,5450.0,0.0,14.0,14.0,5436.0,1903.0,468.0,0.0,1142.0,14077.0,18329.0,18296.0,33.0,33.0,8427.0,0.0,958.0,548.0,1584.0,4869.0,26756.0,40833.0,0.0,145094.0,17.0,145077.0,-47074.0,-68208.0,-1437.0,28375.0,1.0,28376.0,69209.0,
03/31/2018,68997.0,1691.0,1691.0,0.0,10279.0,10279.0,0.0,2071.0,1097.0,,,,1097.0,15138.0,2753.0,,,3980.0,3980.0,47126.0,35350.0,27800,7550.0,,,11776.0,53859.0,,7193.0,425.0,514.0,209.0,6045.0,3922.0,0.0,,,3922.0,1830.0,468.0,,693.0,12945.0,18367.0,18367.0,,,7879.0,,,558.0,1812.0,5041.0,26246.0,39191.0,0.0,144814.0,17.0,144797.0,-46930.0,-66726.0,-1353.0,29805.0,1.0,29806.0,68997.0,
