Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2017,11025.097,602.977,602.977,0.0,242.657,242.657,0.0,0.0,0.0,0.0,0.0,0.0,92.459,,0.0,18.169,73.551,938.093,9838.295,12410.857,-2572.562,0.0,,248.709,,,,,,248.709,10087.004,,314.369,86.643,89.738,99.662,38.326,249.475,0.0,0.0,0.0,,249.475,84.61,,0.0,84.61,648.454,3793.894,3793.894,,,,510.332,,,212.526,297.806,4304.226,4952.68,0.0,667.463,2.449,665.014,0.0,4759.26,-50.354,5376.369,696.048,6072.417,11025.097,
09/30/2017,10898.219,608.763,608.763,0.0,202.533,202.533,0.0,0.0,0.0,0.0,0.0,0.0,129.993,,0.0,55.394,73.925,941.289,9712.267,12421.765,-2709.498,0.0,,244.663,0.0,,,,,244.663,9956.93,,248.739,83.986,53.629,64.28,46.844,249.652,0.0,,,,249.652,96.87,,0.0,96.87,595.261,3795.327,3795.327,,,,542.774,,,253.444,289.33,4338.101,4933.362,0.0,674.055,2.45,671.605,0.0,4662.468,-49.561,5286.962,677.895,5964.857,10898.219,
12/31/2017,10794.659,662.829,662.829,0.0,204.696,204.696,0.0,0.0,0.0,0.0,0.0,0.0,171.45,,0.0,105.345,66.105,1038.975,9489.24,12034.331,-2545.091,0.0,,266.444,0.0,0.0,0.0,15.189,,251.255,9755.684,,271.516,84.032,34.391,98.189,54.904,249.843,0.0,0.0,0.0,,249.843,71.665,0.0,0.0,71.665,593.024,3795.867,3795.867,0.0,0.0,,455.14,0.0,43.623,164.962,246.555,4251.007,4844.031,0.0,681.372,2.45,678.922,0.0,4637.677,-42.888,5276.161,674.467,5950.628,10794.659,
03/31/2018,10268.123,461.678,461.678,0.0,181.804,181.804,0.0,0.0,0.0,0.0,0.0,0.0,76.978,,,21.53,55.448,720.46,9398.86,12072.297,-2673.437,0.0,,148.803,,,,,,148.803,9547.663,,226.742,94.275,29.345,67.649,35.473,0.0,0.0,0.0,0.0,,0.0,67.708,,,67.598,294.45,3841.35,3841.35,,,,473.538,,,181.573,291.965,4314.888,4609.338,0.0,684.347,2.464,681.883,0.0,4351.061,-47.437,4987.971,670.814,5658.785,10268.123,
06/30/2018,9393.687,411.492,411.492,0.0,212.229,212.229,0.0,0.0,0.0,0.0,0.0,0.0,73.532,,,12.811,60.721,697.253,8521.41,10924.509,-2403.099,0.0,,175.024,,,,,,175.024,8696.434,,272.149,93.612,33.278,103.407,41.852,0.0,0.0,,,,0.0,65.087,,,65.087,337.236,3842.617,3842.617,,,,440.784,,,155.961,284.823,4283.401,4620.637,0.0,690.682,2.468,688.214,0.0,3721.433,-49.883,4362.232,410.818,4773.05,9393.687,
09/30/2018,9401.091,326.32,326.32,0.0,200.215,200.215,0.0,0.0,0.0,0.0,0.0,0.0,134.24,,,64.486,69.754,660.775,8543.422,11059.775,-2516.353,0.0,,196.894,,,,,,196.894,8740.316,,247.242,103.285,30.638,70.006,43.313,0.0,0.0,,,,0.0,68.577,,,68.512,315.819,3902.976,3902.976,,,,490.629,,,215.861,274.768,4393.605,4709.424,0.0,696.561,2.468,694.093,0.0,3641.447,-50.042,4287.966,403.701,4691.667,9401.091,
12/31/2018,9264.923,375.232,375.232,0.0,200.722,200.722,0.0,0.0,0.0,0.0,0.0,0.0,83.102,,0.0,20.498,62.604,659.056,8480.718,10956.412,-2475.694,0.0,,125.149,0.0,0.0,0.0,13.699,,111.45,8605.867,,305.327,125.557,29.386,100.1,50.284,0.0,0.0,0.0,0.0,,0.0,60.13,0.0,0.0,60.13,365.457,3877.402,3877.402,0.0,0.0,,367.49,0.0,44.152,91.695,231.643,4244.892,4610.349,0.0,701.877,2.468,699.409,0.0,3608.366,-57.072,4253.171,401.403,4654.574,9264.923,
03/31/2019,9116.314,187.093,187.093,0.0,211.729,211.729,0.0,0.0,0.0,0.0,0.0,0.0,62.288,,,16.294,45.994,461.11,8534.854,11045.553,-2510.699,0.0,,120.35,0.0,,,,,120.35,8655.204,,236.594,111.044,26.482,64.201,34.867,304.396,0.0,4.396,0.0,4.396,300.0,54.642,,,54.642,595.632,3574.034,3550.791,23.243,,23.243,362.84,,,81.009,281.831,3936.874,4532.506,0.0,702.043,2.491,699.552,0.0,3537.477,-56.014,4183.506,400.302,4583.808,9116.314,
06/30/2019,9060.719,153.766,153.766,0.0,222.889,222.889,0.0,0.0,0.0,0.0,0.0,0.0,85.439,,,25.682,59.757,462.094,8488.485,11109.585,-2621.1,0.0,,110.14,,,,,,110.14,8598.625,,273.428,118.04,25.513,89.153,40.722,304.674,0.0,4.674,,4.674,300.0,156.687,,,156.687,734.789,3576.847,3553.088,23.759,,23.759,321.334,,,70.872,250.462,3898.181,4632.97,0.0,707.003,2.492,704.511,0.0,3385.517,-55.871,4036.649,391.1,4427.749,9060.719,
09/30/2019,8395.515,135.993,135.993,0.0,206.235,206.235,0.0,0.0,0.0,0.0,0.0,0.0,103.051,,0.0,40.605,62.446,445.279,7844.15,10381.798,-2537.648,0.0,,106.086,0.0,,,,,106.086,7950.236,,247.584,108.789,24.821,63.676,50.298,368.975,0.0,6.482,,6.482,362.493,154.183,,0.0,154.183,770.742,3605.964,3577.863,28.101,,28.101,303.595,,,57.739,245.856,3909.559,4680.301,0.0,709.496,2.492,707.004,0.0,2940.646,-56.376,3593.766,121.448,3715.214,8395.515,
12/31/2019,8284.498,104.621,104.621,0.0,198.665,198.665,0.0,0.0,0.0,0.0,0.0,0.0,118.821,,0.0,59.771,59.05,422.107,7767.404,10340.105,-2572.701,0.0,,94.987,0.0,0.0,0.0,13.944,,81.043,7862.391,,283.026,108.208,30.715,88.047,56.056,69.096,0.0,6.591,,6.591,62.505,164.806,0.0,0.0,164.486,516.928,3806.277,3779.499,26.778,,26.778,302.321,0.0,43.555,68.201,190.565,4108.598,4625.526,0.0,809.585,2.492,807.093,0.0,2907.776,-58.389,3658.972,0.0,3658.972,8284.498,
03/31/2020,7261.099,175.927,175.927,0.0,208.817,208.817,0.0,0.0,0.0,0.0,0.0,0.0,236.569,,,192.683,43.886,621.313,6535.338,8692.837,-2157.499,0.0,,104.448,0.0,,,,,104.448,6639.786,,217.65,87.871,27.047,62.467,40.265,260.958,0.0,,,,260.958,180.997,,,180.997,659.605,3692.479,3692.479,,,,312.483,,,71.222,241.261,4004.962,4664.567,0.0,811.39,2.509,808.881,0.0,1845.099,-59.957,2596.532,0.0,2596.532,7261.099,
06/30/2020,7187.48,191.217,191.217,0.0,163.972,163.972,0.0,0.0,0.0,0.0,0.0,0.0,245.984,,,193.116,52.868,601.173,6486.557,8732.7,-2246.143,0.0,,99.75,,,,,,99.75,6586.307,,259.541,94.735,32.84,88.928,43.038,3953.708,0.0,,,,3953.708,228.737,,,228.737,4441.986,0.0,,,,,188.524,,,59.949,128.575,188.524,4630.51,0.0,813.993,2.51,811.483,0.0,1802.905,-59.928,2556.97,0.0,2556.97,7187.48,
