Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,319.498993,37.215001,6.279,30.936001,27.92,,,0.0,,,,,18.540001,,,,,83.675003,226.386002,470.178986,-243.792999,0.0,,9.438,,,,,,9.438,235.824001,,6.019,6.019,,,,30.931,,,,,,23.166001,,,23.166001,60.116001,41.522999,,,,,1.88,,,,1.88,43.402999,103.519,2.99,234.460007,,,-1.75,,-20.065001,215.635006,0.345,215.980006,319.499006,
12/31/1992,310.139008,27.493,3.142,24.351,33.798,,,0.0,,,,,18.239,,,,,79.529999,221.891998,468.859985,-246.968002,0.0,,8.717,,,,,,8.717,230.608998,,4.632,4.632,,,,23.947001,,,,,,26.523001,,,26.523001,55.102001,41.255001,,,,,1.666,,,,1.666,42.921001,98.023002,2.99,235.031006,,,-1.75,,-24.542999,211.728007,0.388,212.116007,310.139009,
03/31/1993,302.385986,21.036,1.404,19.632,35.521999,,,0.0,,,,,18.051001,,,,,74.609001,218.766006,470.201996,-251.436005,0.0,,9.011,,,,,,9.011,227.777006,,4.763,4.763,,,,16.989,,,,,,26.266001,,,26.266001,48.018002,38.839001,,,,,1.204,,,,1.204,40.043001,88.061002,2.99,235.406998,,,-1.75,,-22.726999,213.919998,0.405,214.324998,302.386001,
06/30/1993,297.582001,21.430999,4.919,16.511999,29.58,,,0.0,,,,,22.461,,,,,73.472,215.317001,469.466003,-254.149002,0.0,,8.793,,,,,,8.793,224.110002,,3.986,3.986,,,,12.772,,,,,,26.126998,,,26.126998,42.884998,36.160999,,,,,1.119,,,,1.119,37.279999,80.164998,2.99,236.337997,,,-1.75,,-20.468,217.109997,0.307,217.416997,297.581995,
09/30/1993,299.234985,24.466001,4.203,20.263,32.403999,,,0.0,,,,,18.783001,,,,,75.653,215.087006,471.806,-256.718994,0.0,,8.495,,,,,,8.495,223.582006,,5.186,5.186,,,,8.62,,,,,,28.029999,,,28.029999,41.835999,33.744999,,,,,1.144,,,,1.144,34.888999,76.724998,2.99,237.475006,,,-1.75,,-16.459,222.256006,0.254,222.510006,299.235004,
12/31/1993,499.71701,42.283001,4.896,37.387001,40.292999,,,9.999,,,,,24.122999,,,,,116.697998,370.22699,631.856995,-261.630005,0.0,,12.792,,,,,,12.792,383.01899,,9.11,9.11,,,,0.546,,,,,,32.633002,,,32.633002,42.289001,127.143997,,,,,1.175,,,,1.175,128.318997,170.607999,2.99,338.397003,,,-1.75,,-10.684,328.953003,0.156,329.109003,499.717002,
03/31/1994,506.877014,44.547001,9.674,34.873001,41.748001,,,0.0,,,,,39.726002,,,,,126.021004,367.372986,635.684021,-268.311005,0.0,,13.483,,,,,,13.483,380.855986,,7.569,7.569,,,,0.546,,,,,,38.917002,,,38.917002,47.032001,127.138,,,,,1.108,,,,1.108,128.246001,175.278002,2.99,338.493988,,,-1.75,,-8.254,331.479988,0.119,331.598988,506.87699,
06/30/1994,539.244995,57.819,26.283001,31.535999,50.393002,,,2.063,,,,,40.089001,,,,,150.363998,374.092987,649.768982,-275.675995,0.0,,14.788,,,,,,14.788,388.880987,,9.508,9.508,,,,6.108,,,,,,53.768003,,,53.768003,69.384003,126.871002,,,,,1.174,,,,1.174,128.045002,197.429005,2.99,344.399994,,,-1.75,,-5.633,340.006994,1.809,341.815994,539.244999,
09/30/1994,747.086975,147.337002,95.706001,51.631001,66.589996,,,0.221,,,,,30.101,,,,,244.248993,492.187988,815.174011,-322.985992,0.0,,10.65,,,,,,10.65,502.837988,,36.832001,36.832001,,,,4.546,,,,,,39.208997,,,39.208997,80.586998,126.864998,,,,,1.783,,,,1.783,128.647998,209.234996,7.015,598.309021,,,-1.75,,-66.981003,536.593018,1.259,537.852018,747.087014,
12/31/1994,739.888977,144.325001,95.163002,49.161999,61.563,,,14.849,,,,,19.482,,,,,240.218994,493.321991,824.906006,-331.584015,0.0,,6.348,,,,,,6.348,499.669991,,34.661999,34.661999,,,,6.244,,,,,,41.428001,,,41.428001,82.334,126.545998,,,,,2.767,,,,2.767,129.312998,211.646997,7.014,598.541016,,,-1.75,,-76.194,527.611015,0.631,528.242015,739.889013,
03/31/1995,731.617981,126.687,73.542,53.145,64.608002,,,15.716,,,,,21.0,,,,,228.011002,495.738007,836.221985,-340.484009,0.0,,7.869,,,,,,7.869,503.607007,,32.051998,32.051998,,,,3.7,,,,,,40.152001,,,40.152001,75.903999,126.545998,,,,,4.008,,,,4.008,130.553998,206.457997,6.09,597.018005,,,-0.27,,-78.082997,524.755009,0.405,525.160009,731.618006,
06/30/1995,713.174011,102.863998,61.723999,41.139999,61.494999,,,14.527,,,,,24.573,,,,,203.459,502.11499,836.531982,-334.416992,0.0,,7.6,,,,,,7.6,509.71499,,27.288,27.288,,,,2.428,,,,,,36.131999,,,36.131999,65.848,126.286003,,,,,1.902,,,,1.902,128.188003,194.036003,4.025,598.731018,,,-0.452,,-83.585003,518.719016,0.419,519.138016,713.174018,
09/30/1995,722.844971,86.025,55.987,30.038,58.962002,,,18.080999,,,,,27.112,,,,,190.179993,525.258972,868.525024,-343.265991,0.0,,7.406,,,,,,7.406,532.664972,,30.577999,30.577999,,,,0.52,,,,,,43.280999,,,43.280999,74.378998,126.286003,,,,,1.704,,,,1.704,127.990003,202.369001,4.025,599.06897,,,-0.452,,-82.488002,520.153967,0.322,520.475967,722.844968,
12/31/1995,742.530029,64.469,41.306999,23.162001,60.250999,,,19.795,,,,,43.497002,,,,,188.011993,542.978027,895.429993,-352.451996,0.0,,11.54,,,,,,11.54,554.518027,,30.782,30.782,,,,12.21,,,,,,43.397,,,43.397,86.389,129.923004,,,,,2.476,,,,2.476,132.399004,218.788004,4.025,599.320984,,,-0.452,,-79.400997,523.492987,0.249,523.741987,742.529991,
03/31/1996,757.953003,48.171,26.337999,21.833,73.183998,,,26.542,,,,,73.778999,,,,,221.675995,525.742004,868.487976,-342.746002,0.0,,10.535,,,,,,10.535,536.277004,,35.476002,35.476002,,,,12.61,,,,,,50.399999,,,50.399999,98.486,126.047997,,,,,1.015,,,,1.015,127.062997,225.548997,4.025,599.732971,,,-1.863,,-70.464003,531.430968,0.973,532.403968,757.952964,
06/30/1996,775.794983,47.311999,32.563,14.749,78.343002,,,35.701,,,,,66.125,,,,,227.481003,537.919983,887.153992,-349.234009,0.0,,10.394,,,,,,10.394,548.313983,,41.532001,41.532001,,,,9.342,,,,,,50.279998,,,50.279998,101.153999,125.765999,,,,,1.072,,,,1.072,126.837999,227.991998,4.025,600.203979,,,-1.863,,-55.499999,546.865981,0.937,547.802981,775.794979,
09/30/1996,1303.090942,173.120003,143.841003,29.278999,108.222,,,39.632,,,,,45.903999,,,,,366.877991,924.031982,1273.220947,-349.188995,0.0,,12.181,,,,,,12.181,936.212982,,44.369999,44.369999,,,,6.088,,,,,,110.488,,,110.488,160.945999,250.531998,,,,,0.859,,,,0.859,251.390998,412.336997,4.025,919.330994,,,-1.863,,-31.643,889.849993,0.904,890.753993,1303.09099,
12/31/1996,1367.406982,171.461004,149.632004,21.829,101.619003,,,3.287,,,,,112.110001,,,,,388.47699,957.033997,1204.06897,-247.035004,0.0,,21.896,,,,,,21.896,978.929996,,66.905998,66.905998,,,,3.622,,,,,,80.972002,,,80.972002,151.5,239.505997,,,,,50.576,,,,50.576,290.081997,441.581997,0.0,929.223022,,,-1.852,,-2.122,925.249022,0.576,925.825022,1367.407019,
03/31/1997,1365.182,116.898,96.995,19.903,121.774,121.774,,18.411,4.812,13.599,,,156.52,,,,,413.603,901.346,1102.052,-200.706,,,50.233,,,,,13.528,36.705,951.579,,71.896,71.896,,,,0.161,,,,,,77.458,,,77.458,149.515,209.445,,,,,57.437,,,,57.437,266.882,416.397,,931.361,,,,20.739,-3.315,948.785,,948.785,1365.182,
06/30/1997,1541.43,295.796,176.434,119.362,118.714,118.714,,29.881,5.097,24.784,0.0,0.0,69.985,,,,,514.376,951.396,1169.815,-218.419,0.0,,75.658,0.0,0.0,0.0,,21.41,54.248,1027.054,,113.776,113.776,,,,10.53,10.53,0.0,0.0,,,124.299,,,124.299,248.605,132.13,132.13,0.0,0.0,,52.116,,,,52.116,184.246,432.851,0.0,933.537,,,0.0,177.458,-2.416,1108.579,0.0,1108.579,1541.43,
09/30/1997,1497.479,134.557,118.244,16.313,115.399,115.399,,24.549,7.312,17.237,0.0,0.0,77.596,,,,,352.101,1062.734,1299.216,-236.482,0.0,,82.644,0.0,0.0,0.0,,33.285,49.359,1145.378,,105.945,105.945,,,,10.807,10.807,0.0,0.0,,,59.916,,,59.916,176.668,140.23,140.23,0.0,0.0,,78.451,,,,78.451,218.681,395.349,0.0,936.554,,,-43.7,210.939,-1.663,1102.13,0.0,1102.13,1497.479,
12/31/1997,1505.811035,66.388,49.917,16.471001,135.716003,,,4.559,,,,,58.352001,,,,,265.015015,1200.915039,1457.527954,-256.613007,0.0,,39.881001,,,,,,39.881001,1240.79604,,77.365997,77.365997,,,,9.698,,,,,,65.826002,,,65.826002,152.889999,138.139008,,,,,65.727997,,,,65.727997,203.867004,356.757004,0.0,947.71698,,,-53.543999,,254.881004,1149.053986,0.0,1149.053986,1505.810989,
03/31/1998,1639.823,48.025,48.025,,157.036,157.036,,15.465,4.624,10.841,,,53.745,,,,,274.271,1285.383,1560.088,-274.705,,,80.169,,,,,20.706,59.463,1365.552,,85.125,85.125,,,,68.195,,,,,,78.294,,,78.294,231.614,136.442,,,,,71.079,,,,71.079,207.521,439.135,,953.293,,,-53.669,302.221,-1.157,1200.688,,1200.688,1639.823,
06/30/1998,1812.084,53.344,53.344,,182.697,182.697,,22.833,5.185,17.648,,,49.716,,,,,308.59,1394.504,1686.467,-291.963,,,108.99,,,,,50.277,58.713,1503.494,,112.424,112.424,,,,151.834,,,,,,83.497,,,83.497,347.755,134.253,,,,,79.908,,,,79.908,214.161,561.916,,954.485,,,-55.759,352.625,-1.183,1250.168,,1250.168,1812.084,
09/30/1998,1897.615,43.115,43.115,0.0,139.434,139.434,,11.321,5.206,6.115,0.0,0.0,63.243,,,,,257.113,1524.496,1829.972,-305.476,0.0,,116.006,0.0,0.0,0.0,,49.216,66.79,1640.502,,92.136,92.136,,,,86.842,86.842,0.0,0.0,,,100.12,,,100.12,279.098,262.167,262.167,0.0,0.0,,76.904,,,,76.904,339.071,618.169,0.0,955.354,,,-60.222,385.241,-0.927,1279.446,0.0,1279.446,1897.615,
12/31/1998,2178.632,211.011993,211.011993,0.0,148.167999,,,6.04,,,,,72.988998,,,,,438.209015,1649.133057,1968.114014,-318.980988,0.0,,91.290001,0.0,0.0,0.0,,,91.290001,1740.423058,,78.879997,78.879997,,,,148.785995,148.785995,0.0,0.0,,,121.823008,,,121.823008,349.489,460.84201,460.84201,0.0,0.0,,57.827999,,,,57.827999,518.670009,868.159009,0.0,956.497986,,,-61.771,,415.746006,1310.472992,0.0,1310.472992,2178.632001,
03/31/1999,2411.465,294.638,294.638,,153.791,153.791,,9.849,4.88,4.969,,,44.619,,,,,502.897,1805.678,2147.172,-341.494,,,102.89,,,,,29.36,73.53,1908.568,,100.382,100.382,,,,56.185,,,,,,106.067,,,106.067,262.634,767.021,,,,,57.943,,,,57.943,824.964,1087.598,,960.597,,,-62.351,433.53,-5.606,1326.17,-2.303,1323.867,2411.465,
06/30/1999,2446.154,205.631,205.631,,147.558,147.558,,9.832,5.008,4.824,,,49.414,,,,,412.435,1908.706,2265.521,-356.815,,,125.013,,,,,29.207,95.806,2033.719,,95.166,95.166,,,,59.1,,,,,,107.105,,,107.105,261.371,760.389,,,,,74.293,,,,74.293,834.682,1096.053,,956.524,,,-57.991,460.815,-6.69,1352.658,-2.557,1350.101,2446.154,
09/30/1999,2433.449,149.434,149.434,,137.671,137.671,,7.636,4.742,2.894,,,34.486,,,,,329.227,1980.992,2353.415,-372.423,,,123.23,,,,,29.065,94.165,2104.222,,78.921,78.921,,,,59.905,,,,,,110.341,,,110.341,249.167,747.616,,,,,74.807,,,,74.807,822.423,1071.59,,959.59,,,-69.675,485.985,-11.358,1364.542,-2.683,1361.859,2433.449,
12/31/1999,2432.324,132.826996,132.826996,0.0,117.273003,,,4.298,4.298,0.0,0.0,,36.227001,,,,,290.625,2049.769043,2445.427979,-395.658997,0.0,,91.93,0.0,0.0,0.0,,,91.93,2141.699043,,56.585999,56.585999,,,,59.459999,59.459999,0.0,0.0,,,117.290002,,,117.290002,233.336,730.893005,730.893005,0.0,0.0,,73.0,,,,73.0,803.893005,1037.229005,0.0,974.275024,,,-65.071999,,488.838997,1398.042022,-2.947,1395.095022,2432.324027,
03/31/2000,2500.098,57.863,57.863,,130.932,130.932,,16.619,4.249,12.37,,,64.416,,,,,269.83,2055.913,2475.964,-420.051,,,174.355,,,,,54.142,120.213,2230.268,,58.343,58.343,,,,59.009,,,,,,101.405,,,101.405,218.757,715.967,,,,,123.626,,,,123.626,839.593,1058.35,,993.978,,,-65.03,527.996,-12.126,1444.818,-3.07,1441.748,2500.098,
06/30/2000,2560.538,126.649,126.649,,163.274,163.274,,6.777,4.727,2.05,,,34.003,,,,,330.703,2044.62,2491.818,-447.198,,,185.215,,,,,68.206,117.009,2229.835,,43.904,43.904,,,,61.226,,,,,,117.333,,,117.333,222.463,700.586,,,,,142.788,,,,142.788,843.374,1065.837,,1003.622,,,-65.079,571.377,-12.198,1497.722,-3.021,1494.701,2560.538,
09/30/2000,2619.605,198.694,198.694,,163.513,163.513,,13.254,4.574,8.68,,,45.402,,,,,420.863,2023.893,2498.976,-475.083,,,174.849,,,,,66.279,108.57,2198.742,,60.697,60.697,,,,60.631,,,,,,108.547,,,108.547,229.875,686.995,,,,,152.275,,,,152.275,839.27,1069.145,,1030.764,,,-84.683,616.19,-8.318,1553.953,-3.493,1550.46,2619.605,
12/31/2000,2595.531,173.235001,173.235001,0.0,175.393997,,,3.87,3.87,0.0,0.0,0.0,26.632999,,,,,379.131989,2095.128906,2598.450928,-503.321991,0.0,,121.269997,0.0,,,,,121.269997,2216.398903,,56.394001,56.394001,,,,49.351002,,,,,,99.682997,,,99.682997,205.428,650.291016,,,,,166.830002,,,,166.830002,817.121018,1022.549018,0.0,1033.359009,,,-104.893997,,648.253982,1576.718994,-3.737,1572.981994,2595.531012,
03/31/2001,2639.399,220.727,220.727,,156.438,156.438,,3.882,,,,,25.134,,,,,406.181,2055.435,2586.096,-530.661,,,177.783,,,,,58.48,119.303,2233.218,,47.6,47.6,,,,48.59,,,,,,85.029,,,85.029,181.219,636.421,,,,,176.148,,,,176.148,812.569,993.788,,1050.74,,,-103.395,722.51,-20.211,1649.644,-4.033,1645.611,2639.399,
06/30/2001,2686.06,218.6,218.6,,192.766,192.766,,3.619,,,,,37.649,,,,,452.634,2052.815,2612.117,-559.302,,,180.611,,,,,60.413,120.198,2233.426,,47.459,47.459,,,,49.364,,,,,,105.828,,,105.828,202.651,623.788,,,,,191.061,,,,191.061,814.849,1017.5,,1052.814,,,-152.097,790.513,-18.053,1673.177,-4.617,1668.56,2686.06,
09/30/2001,2684.631,211.639,179.419,32.22,191.312,191.312,,3.554,3.554,0.0,0.0,0.0,31.862,,,,,438.367,2109.292,2700.225,-590.933,,,136.972,,,,,24.663,112.309,2246.264,,38.321,38.321,,,,52.37,,,,,,104.734,,,104.734,195.425,565.43,,,,,208.362,,,,208.362,773.792,969.217,0.0,1054.043,,,-178.298,867.483,-23.012,1720.216,-4.802,1715.414,2684.631,
12/31/2001,2750.74,278.306,236.709,41.597,169.007996,,,3.626,3.626,0.0,0.0,0.0,43.109001,,,,,494.049011,2149.217041,2770.538086,-621.320984,0.0,,107.473999,0.0,0.0,0.0,,,107.473999,2256.69104,,46.995998,46.995998,,,,55.43,55.43,0.0,0.0,,,105.123002,,,105.123002,207.549,550.130981,550.130981,0.0,0.0,,219.675003,,,,219.675003,769.805984,977.354984,0.0,1054.834961,,,-177.408005,,900.892014,1778.31897,-4.934,1773.38497,2750.739954,
03/31/2002,2797.816,226.313,180.529,45.784,173.659,173.659,,3.682,3.682,0.0,0.0,0.0,58.39,,,,,462.044,2227.723,2879.165,-651.442,0.0,,108.049,0.0,0.0,0.0,,,108.049,2335.772,,44.508,44.508,,,,58.545,58.545,0.0,0.0,,,93.188,,,93.188,196.241,534.582,534.582,0.0,0.0,,226.616,,,,226.616,761.198,957.439,0.0,1058.182,,,-177.046,982.399,-18.019,1845.516,-5.139,1840.377,2797.816,
06/30/2002,2881.933,255.177,197.692,57.485,184.223,184.223,,3.568,3.568,0.0,0.0,0.0,47.824,,,,,490.792,2274.737,2957.231,-682.494,0.0,,116.404,0.0,0.0,0.0,,23.503,92.901,2391.141,,50.292,50.292,,,,61.714,61.714,0.0,0.0,,,108.441,,,108.441,220.447,518.78,518.78,0.0,0.0,,229.368,,,,229.368,748.148,968.595,0.0,948.74,,,-52.766,1039.837,-17.19,1918.621,-5.283,1913.338,2881.933,
09/30/2002,2882.333,250.935,187.621,63.314,158.489,158.489,,3.6,3.6,0.0,0.0,0.0,42.088,,,,,455.112,2305.039,3018.666,-713.627,0.0,,122.182,0.0,0.0,0.0,,23.341,98.841,2427.221,,40.515,40.515,,,,62.719,62.719,0.0,0.0,,,104.288,,,104.288,207.522,497.721,497.721,0.0,0.0,,234.607,,,,234.607,732.328,939.85,0.0,927.802,,,-52.508,1088.99,-16.359,1947.925,-5.442,1942.483,2882.333,
12/31/2002,3065.714,265.466,192.509,72.957,164.613,164.613,,3.628,3.628,0.0,0.0,0.0,31.936,,,,,465.643,2471.043,3216.805,-745.762,0.0,,129.028,0.0,0.0,0.0,,22.538,106.49,2600.071,,64.783,64.783,,,,80.577,80.577,0.0,0.0,,,135.3,,,135.3,280.66,589.562,589.562,0.0,0.0,,211.986,,,,211.986,801.548,1082.208,0.0,919.218,,,-51.317,1140.472,-19.163,1989.21,-5.704,1983.506,3065.714,
03/31/2003,3066.804,212.428,134.269,78.159,164.39,164.39,,3.682,3.682,0.0,0.0,0.0,46.333,,,,,426.833,2513.257,3292.83,-779.573,0.0,,126.714,0.0,0.0,0.0,,,126.714,2639.971,,55.212,55.212,,,,76.008,76.008,0.0,0.0,,,117.815,,,117.815,249.035,578.581,578.581,0.0,0.0,,213.09,,,,213.09,791.671,1040.706,0.0,920.216,,,-50.275,1179.893,-17.868,2031.966,-5.868,2026.098,3066.804,
06/30/2003,3097.934,192.182,123.97,68.212,179.387,179.387,,3.844,3.844,0.0,0.0,0.0,40.774,,,,,416.187,2524.031,3339.549,-815.518,0.0,,157.716,0.0,0.0,0.0,,,157.716,2681.747,,44.677,44.677,,,,71.371,71.371,0.0,0.0,,,126.653,,,126.653,242.701,567.419,567.419,0.0,0.0,,214.467,,,,214.467,781.886,1024.587,0.0,922.336,,,-50.085,1223.631,-16.598,2079.284,-5.937,2073.347,3097.934,
09/30/2003,3139.713,198.395,124.236,74.159,178.063,178.063,,4.151,4.151,0.0,0.0,0.0,33.069,,,,,413.678,2596.221,3448.842,-852.621,0.0,,129.814,0.0,0.0,0.0,,,129.814,2726.035,,46.269,46.269,,,,66.659,66.659,0.0,0.0,,,121.282,,,121.282,234.21,556.073,556.073,0.0,0.0,,218.011,,,,218.011,774.084,1008.294,0.0,926.28,,,-49.409,1276.588,-16.095,2137.364,-5.945,2131.419,3139.713,
12/31/2003,3189.633,237.843,139.467,98.376,149.235,149.235,,4.086,4.086,0.0,0.0,0.0,30.795,,,,,421.959,2625.866,3518.754,-892.888,0.0,,141.808,0.0,0.0,0.0,,,141.808,2767.674,,87.178,87.178,,,,47.666,47.666,0.0,0.0,,,109.179,,,109.179,244.023,541.907,541.907,0.0,0.0,,231.558,,,,231.558,773.465,1017.488,0.0,928.629,,,-49.121,1306.888,-7.971,2178.425,-6.28,2172.145,3189.633,
03/31/2004,3212.161,282.17,160.637,121.533,145.228,145.228,,4.15,4.15,0.0,0.0,0.0,35.02,,,,,466.568,2534.184,3469.519,-935.335,0.0,,211.409,0.0,0.0,0.0,,,211.409,2745.593,,72.507,72.507,,,,36.085,36.085,0.0,0.0,,,107.592,,,107.592,216.184,534.606,534.606,0.0,0.0,,228.17,,,,228.17,762.776,978.96,0.0,955.771,,,-48.522,1335.15,-2.057,2240.342,-7.141,2233.201,3212.161,
06/30/2004,3195.54,220.419,116.395,104.024,165.116,165.116,,4.1,4.1,0.0,0.0,0.0,34.974,,,,,424.609,2622.737,3599.18,-976.443,0.0,,148.194,0.0,0.0,0.0,,,148.194,2770.931,,69.392,69.392,,,,26.991,26.991,0.0,0.0,,,110.019,,,110.019,206.402,532.537,532.537,0.0,0.0,,227.437,,,,227.437,759.974,966.376,0.0,917.373,,,-48.048,1369.53,-2.067,2236.788,-7.624,2229.164,3195.54,
