Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Other Non-Cash Adj,Chg in Non-Cash Work Cap,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1997,480.899994,972.799988,,,,,,,-70.699997,,,,,,,,-173.699951,1084.800049,-1258.5,,,,,102.999954,111.799976,0.0,112.099976,0.0,0.0,0.0,-0.3,,522.0,,,
03/31/1998,-31.0,722.0,,,,,,,180.0,,,,,,,,435.0,2138.0,-1703.0,,,,,-255.0,-142.0,0.0,-142.0,0.0,0.0,0.0,0.0,,7.0,,,
06/30/1998,-100.0,1176.0,,,,,,,6113.0,,,,,,,,6257.0,8469.0,-2212.0,,,,,-144.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,,6075.0,,,
09/30/1998,145.0,365.0,,,,,,,-366.0,,,,,,,,-14.0,1081.0,-1095.0,,,,,-352.0,-15.0,0.0,-18.0,0.0,0.0,0.0,3.0,,-236.0,,,
12/31/1998,643.0,567.0,,,,,,,6786.0,0.0,0.0,,,0.0,,,1366.0,1946.0,-580.0,,,,,5420.0,156.0,0.0,156.0,0.0,0.0,0.0,0.0,,7585.0,,,
03/31/1999,-165.0,541.0,,,,,,,1304.0,,,,,,,,1325.0,2648.0,-1323.0,,,,,-21.0,-122.0,0.0,70.0,0.0,0.0,0.0,-192.0,,1017.0,974.0,75.0,
06/30/1999,572.0,572.0,,,,,,,-10853.0,,,,,,,,-10667.0,2701.0,-13368.0,,,,,-186.0,660.0,0.0,444.0,0.0,0.0,0.0,216.0,,-9621.0,783.0,62.0,
09/30/1999,420.0,420.0,,,,,,,-1052.0,,,,,,,,-135.0,3392.0,-3527.0,,,,,-917.0,-190.0,0.0,-125.0,0.0,0.0,0.0,-65.0,,-822.0,418.0,325.0,
12/31/1999,667.0,24.0,,,,,,,-1997.0,0.0,0.0,,,0.0,,,-1561.0,0.0,-1561.0,,,,,-436.0,19.0,0.0,115.0,0.0,0.0,0.0,-96.0,,-1311.0,40.0,187.0,
03/31/2000,276.0,807.0,,,,,,,-1373.0,0.0,0.0,,,0.0,,,111.0,360.0,-249.0,,,,,-1484.0,63.0,0.0,14.0,0.0,0.0,0.0,49.0,,-1034.0,13.0,259.0,
06/30/2000,667.0,640.0,,27.0,27.0,,,,-912.0,0.0,0.0,,,0.0,,,398.0,512.0,-114.0,,,,,-1310.0,34.0,0.0,150.0,0.0,0.0,0.0,-116.0,,-211.0,628.0,286.0,
09/30/2000,940.0,797.0,,143.0,143.0,,,,-255.0,0.0,0.0,,,0.0,,,46.0,112.0,-66.0,,,,,-301.0,-225.0,0.0,-183.0,0.0,0.0,0.0,-42.0,,460.0,396.0,234.0,
12/31/2000,1064.0,1084.0,997.0,-5445.0,-5445.0,4428.0,4428.0,,269.0,0.0,0.0,,,0.0,,,-270.0,158.0,-428.0,,,,,539.0,598.0,0.0,545.0,0.0,0.0,0.0,53.0,,1931.0,-1037.0,172.0,
03/31/2001,733.0,606.0,,127.0,127.0,,,,-739.0,0.0,0.0,,,0.0,,,-811.0,99.0,-910.0,,,,,72.0,842.0,0.0,856.0,0.0,0.0,0.0,-14.0,,836.0,461.0,208.0,
06/30/2001,1881.0,773.0,,1108.0,1108.0,,,,-258.0,0.0,0.0,,,0.0,,,35.0,673.0,-638.0,,,,,-293.0,148.0,0.0,140.0,0.0,0.0,0.0,8.0,,1771.0,402.0,246.0,
09/30/2001,1680.0,-2058.0,,,,,,,-9385.0,0.0,0.0,,,0.0,,,-5275.0,856.0,-6131.0,,,,,-4110.0,5855.0,0.0,5832.0,0.0,0.0,0.0,23.0,,-1850.0,41.0,255.0,
12/31/2001,2220.0,95.0,,1323.0,1323.0,,,,424.0,-811.0,0.0,,,-811.0,,,2262.0,2262.0,,,,,,-1027.0,-2663.0,0.0,-2782.0,0.0,0.0,0.0,119.0,,-19.0,1.0,238.0,
03/31/2002,3427.0,916.0,,2511.0,2511.0,,,,-730.0,0.0,0.0,,,0.0,,,615.0,1449.0,-834.0,,,,,-1345.0,-650.0,0.0,-613.0,0.0,0.0,0.0,-37.0,,-1380.0,27.0,227.0,
06/30/2002,-108.0,1045.0,,-237.0,-237.0,,,,-341.0,0.0,0.0,,,0.0,,,1628.0,1628.0,,,,,,-1969.0,-2800.0,0.0,-2856.0,0.0,0.0,0.0,56.0,,-3141.0,628.0,132.0,
09/30/2002,2564.0,1141.0,,1423.0,1423.0,,,,-460.0,0.0,0.0,,,0.0,,,581.0,1116.0,-535.0,,,,,-1041.0,-389.0,0.0,-476.0,0.0,0.0,0.0,87.0,,1715.0,444.0,184.0,
12/31/2002,1893.0,1184.0,,709.0,709.0,,,,950.0,-928.0,0.0,,,-928.0,,,-494.0,,-494.0,,,,,2372.0,915.0,0.0,838.0,0.0,0.0,0.0,77.0,,3758.0,819.0,173.0,
03/31/2003,2641.0,1730.0,,911.0,911.0,,,,5156.0,0.0,0.0,,,0.0,,,749.0,1450.0,-701.0,,,,,4407.0,-1053.0,0.0,-1122.0,0.0,0.0,0.0,69.0,,6744.0,45.0,230.0,
06/30/2003,972.0,,,,,,,,8147.0,0.0,0.0,,,0.0,,,1021.0,1360.0,-339.0,,,,,7126.0,-167.0,0.0,-336.0,0.0,0.0,0.0,169.0,,8952.0,1319.0,143.0,
09/30/2003,2407.0,1806.0,,,,,,,1481.0,0.0,0.0,,,0.0,,,-141.0,771.0,-912.0,,,,,1622.0,-1587.0,0.0,-589.0,0.0,0.0,0.0,-998.0,,2301.0,710.0,123.0,
12/31/2003,2237.0,2386.0,,-976.0,-976.0,,,,-1017.0,-1002.0,0.0,,,-1002.0,,,1627.0,2020.0,-393.0,,,,,-1642.0,2699.0,0.0,2722.0,0.0,0.0,0.0,-23.0,,3919.0,1235.0,91.0,
03/31/2004,2420.0,1550.0,,870.0,870.0,,,,2564.0,0.0,0.0,,,0.0,,,2116.0,4495.0,-2379.0,,,,,448.0,-30.0,0.0,-102.0,0.0,0.0,0.0,72.0,,4954.0,53.0,106.0,
06/30/2004,-2278.0,-268.0,,-2010.0,-2010.0,,,,-2582.0,0.0,0.0,,,0.0,,,1645.0,3180.0,-1535.0,,,,,-4227.0,-710.0,0.0,-625.0,0.0,0.0,0.0,-85.0,,-5664.0,1115.0,206.0,
09/30/2004,2985.0,1137.0,,1848.0,1848.0,,,,-920.0,0.0,0.0,,,,,,-11.0,3783.0,-3794.0,,,,,-909.0,751.0,0.0,813.0,0.0,0.0,0.0,-62.0,,2816.0,503.0,81.0,
12/31/2004,1858.0,3339.0,,-3214.0,-3214.0,,,,-1405.0,0.0,0.0,,,,,,-1413.0,4085.0,-5498.0,,,,,8.0,-43.0,0.0,-212.0,0.0,0.0,0.0,169.0,,410.0,950.0,142.0,
03/31/2005,1359.0,1363.0,,,,,,,-1656.0,-303.0,0.0,,,-303.0,,,-1279.0,2376.0,-3655.0,,,,,-74.0,3579.0,0.0,3548.0,0.0,0.0,0.0,31.0,,3282.0,1062.0,105.0,
06/30/2005,1734.0,1449.0,,,,,,,-2012.0,-384.0,0.0,,,-384.0,,,-1989.0,2243.0,-4232.0,,,,,361.0,1331.0,0.0,1365.0,0.0,0.0,0.0,-34.0,,1053.0,994.0,167.0,
09/30/2005,2560.0,586.0,,,,,,,-4705.0,-365.0,0.0,,,-365.0,,,-2823.0,3918.0,-6741.0,,,,,-1517.0,415.0,0.0,368.0,0.0,0.0,0.0,47.0,,-1730.0,539.0,228.0,
12/31/2005,3793.0,5130.0,,,,,,,-5468.0,-1143.0,0.0,,,-1143.0,,,-4929.0,4388.0,-9317.0,,,,,604.0,303.0,0.0,282.0,0.0,0.0,0.0,21.0,,-1372.0,100.0,133.0,
03/31/2006,2359.0,2313.0,,,,,,,-6138.0,-747.0,0.0,,,-747.0,,,-11.0,4565.0,-4576.0,,,,,-5380.0,1619.0,0.0,1525.0,0.0,0.0,0.0,94.0,,-2160.0,289.0,369.0,
06/30/2006,1092.0,,,,,,,,-1855.0,-1083.0,0.0,,,-1083.0,,,-1166.0,3757.0,-4923.0,,,,,394.0,-26.0,0.0,-101.0,0.0,0.0,0.0,75.0,,-789.0,2038.0,414.0,
09/30/2006,7882.0,,,,,,,,-11762.0,-3141.0,,,,-3141.0,,,774.0,13791.0,-13017.0,,,,,-9395.0,1111.0,,1099.0,,,,12.0,,-2769.0,3600.0,1192.0,
12/31/2006,2313.0,3583.0,,,,,,,-2315.0,-1430.0,0.0,,,-1430.0,,,-1165.0,3103.0,-4268.0,,,,,280.0,1496.0,0.0,1307.0,0.0,0.0,0.0,189.0,,1494.0,-1257.0,,
03/31/2007,4625.0,2595.0,,,,,,,-2748.0,-1228.0,0.0,,,-1228.0,,,-748.0,6195.0,-6943.0,,,,,-772.0,407.0,0.0,386.0,0.0,0.0,0.0,21.0,,2284.0,258.0,442.0,
06/30/2007,2807.0,3118.0,,,,,,,-2732.0,-1324.0,0.0,,,-1324.0,,,-1146.0,6995.0,-8141.0,,,,,-262.0,848.0,0.0,485.0,0.0,0.0,0.0,363.0,,923.0,1109.0,487.0,
09/30/2007,3919.0,4553.0,,,,,,,-4919.0,-1365.0,0.0,,,-1365.0,,,-3442.0,7829.0,-11271.0,,,,,-112.0,1133.0,0.0,1007.0,0.0,0.0,0.0,126.0,,133.0,1729.0,455.0,
12/31/2007,1199.0,2947.0,,,,,,,-3029.0,-1456.0,0.0,,,-1456.0,,,-1915.0,5243.0,-7158.0,,,,,342.0,-1022.0,0.0,-899.0,0.0,0.0,0.0,-123.0,,-2852.0,2799.0,485.0,
03/31/2008,3353.0,940.0,,,,,,,-13342.0,-1041.0,0.0,,,-1041.0,,,-8309.0,4392.0,-12701.0,,,,,-3992.0,1226.0,0.0,1173.0,0.0,0.0,0.0,53.0,,-8763.0,201.0,477.0,
06/30/2008,1638.0,2880.0,,,,,,,-6082.0,-1497.0,0.0,,,-1497.0,,,-4112.0,16499.0,-20611.0,,,,,-473.0,37.0,0.0,114.0,0.0,0.0,0.0,-77.0,,-4407.0,1720.0,465.0,
09/30/2008,3437.0,1057.0,,,,,,,-2597.0,-1663.0,0.0,,,-1663.0,,,478.0,10575.0,-10097.0,,,,,-1412.0,1370.0,0.0,1556.0,0.0,0.0,0.0,-186.0,,2210.0,1000.0,469.0,
12/31/2008,2824.0,117.0,,,,,,,-10045.0,-1937.0,0.0,,,-1937.0,,,-8784.0,9460.0,-18244.0,,,,,676.0,-609.0,0.0,-425.0,0.0,0.0,0.0,-184.0,,-7830.0,609.0,480.0,
03/31/2009,4642.0,-1534.0,758.0,3060.0,3060.0,2358.0,2358.0,0.0,-5427.0,-1373.0,0.0,0.0,0.0,-1373.0,-1373.0,0.0,-4547.0,4182.0,-8729.0,-530.0,0.0,-530.0,0.0,1023.0,925.0,0.0,946.0,0.0,0.0,0.0,-21.0,-128.0,12.0,225.0,486.0,
06/30/2009,2855.0,3295.0,778.0,1188.0,1188.0,-2406.0,-2406.0,0.0,-4214.0,-1260.0,0.0,0.0,0.0,-1260.0,-1260.0,0.0,-3396.0,2515.0,-5911.0,309.0,0.0,309.0,0.0,133.0,151.0,0.0,517.0,0.0,0.0,0.0,-366.0,168.0,-1040.0,1108.0,443.0,
09/30/2009,4529.0,3238.0,779.0,1300.0,1300.0,-788.0,-788.0,0.0,-1488.0,-1170.0,0.0,0.0,0.0,-1170.0,-1170.0,0.0,-526.0,3272.0,-3798.0,146.0,0.0,146.0,0.0,62.0,-689.0,0.0,-699.0,0.0,0.0,0.0,10.0,56.0,2408.0,528.0,383.0,
12/31/2009,3820.0,3056.0,812.0,-280.0,-280.0,232.0,232.0,0.0,-32.0,-1134.0,0.0,0.0,0.0,-1134.0,-1134.0,0.0,1173.0,6025.0,-4852.0,-33.0,0.0,-33.0,0.0,-38.0,-154.0,0.0,-121.0,0.0,0.0,0.0,-33.0,5.0,3639.0,171.0,590.0,
03/31/2010,3313.0,3633.0,915.0,283.0,283.0,-1518.0,-1518.0,0.0,-15371.0,-1170.0,0.0,0.0,0.0,-1170.0,-1170.0,0.0,920.0,4597.0,-3677.0,-14911.0,0.0,-14911.0,0.0,-210.0,7194.0,0.0,7279.0,0.0,0.0,0.0,-85.0,-24.0,-4888.0,310.0,606.0,
06/30/2010,3547.0,1968.0,1100.0,-815.0,-815.0,1294.0,1294.0,0.0,-1529.0,-1546.0,0.0,0.0,0.0,-1546.0,-1546.0,0.0,400.0,4956.0,-4556.0,-452.0,0.0,-452.0,0.0,69.0,387.0,0.0,376.0,0.0,0.0,0.0,11.0,-122.0,2283.0,2009.0,625.0,
09/30/2010,6971.0,2989.0,1094.0,178.0,178.0,2710.0,2710.0,0.0,-1250.0,-1575.0,0.0,0.0,0.0,-1575.0,-1575.0,0.0,1000.0,5762.0,-4762.0,-13.0,0.0,-13.0,0.0,-662.0,660.0,0.0,635.0,0.0,0.0,0.0,25.0,127.0,6508.0,711.0,713.0,
12/31/2010,4064.0,4377.0,1170.0,248.0,248.0,-1731.0,-1731.0,0.0,-127.0,-1689.0,0.0,0.0,0.0,-1689.0,-1689.0,0.0,1783.0,6021.0,-4238.0,-548.0,0.0,-548.0,0.0,327.0,-116.0,0.0,-70.0,0.0,0.0,0.0,-46.0,-55.0,3766.0,517.0,616.0,
03/31/2011,3502.0,1511.0,1135.0,159.0,159.0,697.0,697.0,0.0,2861.0,-1482.0,0.0,0.0,0.0,-1482.0,-1482.0,0.0,4352.0,7675.0,-3323.0,-131.0,0.0,-131.0,0.0,122.0,-3559.0,0.0,-2046.0,0.0,0.0,0.0,-1513.0,147.0,2951.0,231.0,735.0,
06/30/2011,6481.0,3417.0,1141.0,-971.0,-971.0,2894.0,2894.0,0.0,332.0,-1962.0,0.0,0.0,0.0,-1962.0,-1962.0,0.0,-6967.0,,,-41.0,0.0,-41.0,0.0,9302.0,-147.0,0.0,109.0,0.0,0.0,0.0,-256.0,47.0,6713.0,571.0,611.0,
09/30/2011,5999.0,2278.0,1142.0,219.0,219.0,2360.0,2360.0,0.0,-20979.0,-2229.0,0.0,0.0,0.0,-2229.0,-2229.0,0.0,-1529.0,12368.0,-13897.0,-7812.0,0.0,-7812.0,0.0,-9409.0,1948.0,0.0,1989.0,0.0,0.0,0.0,-41.0,-83.0,-13115.0,550.0,674.0,
12/31/2011,4494.0,3048.0,2074.0,-478.0,-478.0,-150.0,-150.0,0.0,-1403.0,-2518.0,0.0,0.0,0.0,-2518.0,-2518.0,0.0,1768.0,7359.0,-5591.0,-701.0,0.0,-701.0,0.0,48.0,-459.0,0.0,-409.0,0.0,0.0,0.0,-50.0,-109.0,2523.0,1533.0,706.0,
03/31/2012,4650.0,3245.0,1253.0,326.0,326.0,-174.0,-174.0,0.0,-5541.0,-2160.0,0.0,0.0,0.0,-2160.0,-2160.0,0.0,-2389.0,3346.0,-5735.0,-339.0,0.0,-339.0,0.0,-653.0,1343.0,0.0,1398.0,0.0,0.0,0.0,-55.0,75.0,527.0,199.0,761.0,
06/30/2012,4859.0,3108.0,1265.0,-165.0,-165.0,651.0,651.0,0.0,-1272.0,-2419.0,0.0,0.0,0.0,-2419.0,-2419.0,0.0,960.0,5578.0,-4618.0,-130.0,0.0,-130.0,0.0,317.0,-684.0,0.0,-720.0,0.0,0.0,0.0,36.0,-68.0,2835.0,1179.0,613.0,
09/30/2012,6651.0,3920.0,1296.0,1146.0,1146.0,289.0,289.0,0.0,-653.0,-2614.0,0.0,,0.0,-2614.0,-2614.0,0.0,3102.0,6433.0,-3331.0,-1362.0,0.0,-1362.0,0.0,221.0,1020.0,0.0,1077.0,0.0,0.0,0.0,-57.0,97.0,7115.0,1518.0,780.0,
12/31/2012,4790.0,4551.0,2340.0,-86.0,-86.0,-2015.0,-2015.0,0.0,-3108.0,-2582.0,0.0,0.0,0.0,-2582.0,-2582.0,0.0,899.0,3491.0,-2592.0,-1357.0,0.0,-1357.0,0.0,-68.0,-2485.0,0.0,-513.0,0.0,0.0,0.0,-1972.0,19.0,-784.0,1799.0,647.0,
03/31/2013,6055.0,4892.0,1601.0,-1103.0,-1103.0,665.0,665.0,0.0,-3956.0,-2207.0,0.0,0.0,0.0,-2207.0,-2207.0,0.0,-432.0,2843.0,-3275.0,-92.0,0.0,-92.0,0.0,-1225.0,57.0,0.0,654.0,0.0,0.0,0.0,-597.0,-59.0,2097.0,241.0,763.0,
06/30/2013,6856.0,4541.0,1616.0,-249.0,-249.0,948.0,948.0,0.0,-18507.0,-2551.0,0.0,0.0,0.0,-2551.0,-2551.0,0.0,-14949.0,4487.0,-19436.0,-62.0,0.0,-62.0,0.0,-945.0,-1762.0,0.0,717.0,0.0,0.0,0.0,-2479.0,19.0,-13394.0,2483.0,617.0,
09/30/2013,7826.0,5053.0,1616.0,579.0,579.0,578.0,578.0,0.0,-3001.0,-2969.0,0.0,0.0,0.0,-2969.0,-2969.0,0.0,0.0,3049.0,-3049.0,-676.0,0.0,-676.0,0.0,644.0,1492.0,0.0,1480.0,0.0,0.0,0.0,12.0,67.0,6384.0,1304.0,849.0,
12/31/2013,6967.0,4990.0,1675.0,-383.0,-383.0,685.0,685.0,0.0,-2071.0,-3360.0,0.0,0.0,0.0,-3360.0,-3360.0,0.0,6574.0,9658.0,-3084.0,-5601.0,0.0,-5601.0,0.0,316.0,1174.0,0.0,1134.0,0.0,0.0,0.0,40.0,37.0,6107.0,1373.0,645.0,
03/31/2014,4928.0,4705.0,1772.0,-1732.0,-1732.0,183.0,183.0,0.0,-3855.0,-2794.0,0.0,0.0,0.0,-2794.0,-2794.0,0.0,-575.0,2681.0,-3256.0,-700.0,0.0,-700.0,0.0,214.0,-311.0,0.0,961.0,0.0,0.0,0.0,-1272.0,0.0,762.0,283.0,919.0,
06/30/2014,6905.0,6395.0,1810.0,-1618.0,-1618.0,318.0,318.0,0.0,-969.0,-3299.0,0.0,0.0,0.0,-3299.0,-3299.0,0.0,2258.0,4674.0,-2416.0,24.0,0.0,24.0,0.0,48.0,550.0,0.0,568.0,0.0,0.0,0.0,-18.0,21.0,6507.0,1868.0,708.0,
09/30/2014,12324.0,4617.0,1854.0,1827.0,1827.0,4026.0,4026.0,0.0,-6142.0,-4079.0,0.0,0.0,0.0,-4079.0,-4079.0,0.0,-1798.0,2856.0,-4654.0,-393.0,0.0,-393.0,0.0,128.0,937.0,0.0,897.0,0.0,0.0,0.0,40.0,-194.0,6925.0,1050.0,890.0,
12/31/2014,7853.0,4155.0,1934.0,-1354.0,-1354.0,3118.0,3118.0,0.0,-9360.0,-5013.0,0.0,0.0,0.0,-5013.0,-5013.0,0.0,-538.0,11893.0,-12431.0,-3755.0,0.0,-3755.0,0.0,-54.0,1555.0,0.0,1570.0,0.0,0.0,0.0,-15.0,-116.0,-68.0,813.0,795.0,
03/31/2015,5963.0,5164.0,1871.0,-1005.0,-1005.0,-67.0,-67.0,0.0,-8132.0,-3447.0,0.0,0.0,0.0,-3447.0,-3447.0,0.0,-697.0,3130.0,-3827.0,-3995.0,0.0,-3995.0,0.0,7.0,2818.0,0.0,2928.0,0.0,0.0,0.0,-110.0,-207.0,442.0,248.0,935.0,
06/30/2015,7980.0,4013.0,1941.0,712.0,712.0,1314.0,1314.0,0.0,-5612.0,-3389.0,0.0,0.0,0.0,-3389.0,-3389.0,0.0,-1752.0,2193.0,-3945.0,-505.0,0.0,-505.0,0.0,34.0,378.0,0.0,451.0,0.0,0.0,0.0,-73.0,130.0,2876.0,880.0,784.0,
09/30/2015,10212.0,9428.0,1989.0,-6470.0,-6470.0,5265.0,5265.0,0.0,-11104.0,-4967.0,0.0,0.0,0.0,-4967.0,-4967.0,0.0,-5815.0,5989.0,-11804.0,-302.0,0.0,-302.0,0.0,-20.0,602.0,0.0,671.0,0.0,0.0,0.0,-69.0,-37.0,-327.0,1447.0,910.0,
12/31/2015,7336.0,5478.0,1978.0,-440.0,-440.0,320.0,320.0,0.0,-3153.0,-4279.0,0.0,0.0,0.0,-4279.0,-4279.0,0.0,1082.0,15054.0,-13972.0,-100.0,0.0,-100.0,0.0,144.0,5.0,0.0,-14.0,0.0,0.0,0.0,19.0,-51.0,4137.0,1960.0,837.0,
03/31/2016,7454.0,5589.0,2125.0,-2399.0,-2399.0,2139.0,2139.0,0.0,-43860.0,-2843.0,0.0,0.0,0.0,-2843.0,-2843.0,0.0,-10442.0,7151.0,-17593.0,-30185.0,0.0,-30185.0,0.0,-390.0,11613.0,0.0,11588.0,0.0,0.0,0.0,25.0,7.0,-24786.0,231.0,975.0,
06/30/2016,7810.0,5001.0,2234.0,-430.0,-430.0,1005.0,1005.0,0.0,-6396.0,-3301.0,0.0,0.0,0.0,-3301.0,-3301.0,0.0,-2833.0,16920.0,-19753.0,-255.0,0.0,-255.0,0.0,-7.0,140.0,0.0,211.0,0.0,0.0,0.0,-71.0,-5.0,1549.0,897.0,744.0,
09/30/2016,9833.0,7198.0,2246.0,-1463.0,-1463.0,1852.0,1852.0,0.0,-24919.0,-3285.0,0.0,0.0,0.0,-3285.0,-3285.0,0.0,-21045.0,26344.0,-47389.0,-375.0,0.0,-375.0,0.0,-214.0,443.0,0.0,428.0,0.0,0.0,0.0,15.0,-12.0,-14655.0,1109.0,1173.0,
12/31/2016,7550.0,6286.0,2296.0,-1758.0,-1758.0,726.0,726.0,0.0,-9050.0,-3525.0,0.0,0.0,0.0,-3525.0,-3525.0,0.0,-5175.0,23473.0,-28648.0,-584.0,0.0,-584.0,0.0,234.0,595.0,0.0,452.0,0.0,0.0,0.0,143.0,-162.0,-1067.0,2482.0,840.0,
03/31/2017,18295.0,4060.0,2243.0,-1208.0,-1208.0,13200.0,13200.0,0.0,-22532.0,-2355.0,0.0,0.0,0.0,-2355.0,-2355.0,0.0,-18397.0,37587.0,-55984.0,-1599.0,0.0,-1599.0,0.0,-181.0,2015.0,0.0,2038.0,0.0,0.0,0.0,-23.0,61.0,-2161.0,26.0,1121.0,
06/30/2017,8327.0,4262.0,2296.0,329.0,329.0,1440.0,1440.0,0.0,-5465.0,-2794.0,0.0,0.0,0.0,-2794.0,-2794.0,0.0,-2592.0,24949.0,-27541.0,-122.0,0.0,-122.0,0.0,43.0,-2484.0,0.0,-2415.0,0.0,0.0,0.0,-69.0,122.0,500.0,1029.0,722.0,
09/30/2017,10877.0,4067.0,2296.0,108.0,108.0,4406.0,4406.0,0.0,6851.0,-3262.0,0.0,0.0,0.0,-3262.0,-3262.0,0.0,11044.0,50444.0,-39400.0,-919.0,0.0,-919.0,0.0,-12.0,-1398.0,0.0,-1382.0,0.0,0.0,0.0,-16.0,39.0,16369.0,719.0,1311.0,
