Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1996,97347,3497,2088,1409,4398,,,0.0,0.0,0.0,0.0,0.0,1103,,,,8998,798,,,53974,,,,33577,1078,1078.0,0.0,,32499,88349,,5364,5364,,,,268,268.0,0.0,0.0,,,62945,,,62945,68577,1037,1037.0,0.0,0.0,,20725,,,,,,20725,21762,90339,0.0,2645,,,-748,4609,502,7008,0.0,7008,97347,
12/31/1996,98932,3308,1287,2021,4229,,,0.0,0.0,0.0,0.0,0.0,890,,,,8427,802,,,54513,,,,35190,1068,1068.0,0.0,,34122,90505,,5326,5326,,,,289,289.0,0.0,0.0,,,62664,,,62664,68279,1021,1021.0,0.0,0.0,,22424,,,,,,22424,23445,91724,0.0,2660,,,-889,4855,582,7208,0.0,7208,98932,
03/31/1997,98752,3236,1223,2013,4055,,,0.0,0.0,0.0,0.0,0.0,945,,,,8236,789,,,53956,,,,35771,1053,1053.0,0.0,,34718,90516,,5139,5139,,,,433,433.0,0.0,0.0,,,61977,,,61977,67549,910,910.0,0.0,0.0,,23176,,,,,,23176,24086,91635,0.0,2671,,,-943,5082,307,7117,0.0,7117,98752,
06/30/1997,103662,3406,1689,1717,4415,,,0.0,0.0,0.0,0.0,0.0,991,,,,8812,870,,,53976,,,,40004,2563,,,,37441,94850,,5598,5598,,,,735,735.0,0.0,0.0,,,62177,,,62177,68510,1500,1500.0,0.0,0.0,,26104,,,,,,26104,27604,96114,0.0,2698,,,-945,5299,496,7548,0.0,7548,103662,
09/30/1997,106428,3294,1470,1824,4441,,,0.0,0.0,0.0,0.0,0.0,1088,,,,8823,868,,,54949,,,,41788,2545,,,,39243,97605,,5775,5775,,,,444,444.0,0.0,0.0,,,62625,,,62625,68844,1499,1499.0,0.0,0.0,,28094,,,,,,28094,29593,98437,0.0,2719,,,-948,5517,703,7991,0.0,7991,106428,
12/31/1997,108199,3691,2625,1066,4265,,,0.0,0.0,0.0,0.0,0.0,868,,,,8824,857,,,55512,,,,43006,2542,0.0,2542.0,,40464,99375,,6562,6562,,,,690,690.0,0.0,0.0,,,62398,,,62398,69650,1465,1465.0,0.0,0.0,,29152,,,,,,29152,30617,100267,0.0,2721,,,-1243,5696,758,7932,0.0,7932,108199,
03/31/1998,111219,3658,2322,1336,4416,,,0.0,0.0,0.0,0.0,0.0,847,,,,8921,847,,,50281,,,,51170,2517,2517.0,0.0,,48653,102298,,6610,6610,,,,266,266.0,0.0,0.0,,,62494,,,62494,69370,1463,1463.0,0.0,0.0,,32061,,,,,,32061,33524,102894,0.0,2761,,,-1377,6129,812,8325,0.0,8325,111219,
06/30/1998,110927,3224,1903,1321,4528,,,0.0,0.0,0.0,0.0,0.0,856,,,,8608,858,,,50086,,,,51375,2490,,,,48885,102319,,6216,6216,,,,254,254.0,0.0,0.0,,,62456,,,62456,68926,1440,1440.0,0.0,0.0,,32221,,,,,,32221,33661,102587,0.0,2770,,,-1641,6376,835,8340,0.0,8340,110927,
09/30/1998,109296,2342,1162,1180,4963,,,0.0,0.0,0.0,0.0,0.0,942,,,,8247,856,,,50732,,,,49461,2462,,,,46999,101049,,6268,6268,,,,245,245.0,0.0,0.0,,,62988,,,62988,69501,1440,1440.0,0.0,0.0,,30199,,,,,,30199,31639,101140,0.0,2776,,,-2029,6567,842,8156,0.0,8156,109296,
12/31/1998,95890,2705,1986,719,2481,,,0.0,0.0,0.0,0.0,0.0,617,,,,5803,701,,,40957,,,,48429,2090,,,,46339,90087,,4385,4385,,,,272,272.0,0.0,0.0,,,16491,,,16491,21148,1428,1428.0,0.0,0.0,,65037,,,,,,65037,66465,87613,0.0,2785,,,-2096,6746,842,8277,0.0,8277,95890,
03/31/1999,112453,3516,2227,1289,4664,,,0.0,0.0,0.0,0.0,0.0,768,,,,8948,905,,,47288,,,,55312,2461,,,,52851,103505,,6871,6871,,,,293,293.0,0.0,0.0,,,60880,,,60880,68044,1404,1404.0,0.0,0.0,,35136,,,,,,35136,36540,104584,0.0,2855,,,-2362,6873,503,7869,0.0,7869,112453,
06/30/1999,93446,2046,1262,784,2589,,,0.0,0.0,0.0,0.0,0.0,556,,,,5191,700,,,37854,,,,49701,2050,2050.0,0.0,,47651,88255,,4631,4631,,,,307,307.0,0.0,0.0,,,44055,,,44055,48993,1361,1361.0,0.0,0.0,,35751,,,,,,35751,37112,86105,0.0,2881,,,-2800,7045,215,7341,0.0,7341,93446,
09/30/1999,92773,4563,1851,2712,2423,,,0.0,0.0,0.0,0.0,0.0,623,,,,7609,707,,,37519,,,,46938,1974,,,,44964,85164,,4756,4756,,,,68,68.0,0.0,0.0,,,44326,,,44326,49150,1360,1360.0,0.0,0.0,,35087,,,,,,35087,36447,85597,0.0,2888,,,-3929,8049,168,7176,0.0,7176,92773,
12/31/1999,95333,3767,2232,1535,2475,,,0.0,0.0,0.0,0.0,0.0,500,,,,6742,715,,,36760,,,,51116,1955,,,,49161,88591,,4552,4552,,,,57,57.0,0.0,0.0,,,17434,,,17434,22043,1359,1359.0,0.0,0.0,,65782,,,,,,65782,67141,89184,0.0,2892,,,-5199,8290,166,6149,0.0,6149,95333,
03/31/2000,96997,3382,2510,872,2653,,,0.0,0.0,0.0,0.0,0.0,552,,,,6587,735,,,37480,,,,52195,1937,,,,50258,90410,,5034,5034,,,,21,21.0,0.0,0.0,,,44008,,,44008,49063,1342,1342.0,0.0,0.0,,40754,,,,,,40754,42096,91159,0.0,2929,,,-5751,8510,150,5838,0.0,5838,96997,
06/30/2000,96527,2969,2219,750,2732,,,0.0,0.0,0.0,0.0,0.0,543,,,,6244,759,,,38216,,,,51308,1913,,,,49395,90283,,5139,5139,,,,25,25.0,0.0,0.0,,,44942,,,44942,50106,1336,1336.0,0.0,0.0,,39619,,,,,,39619,40955,91061,0.0,2950,,,-6233,8621,128,5466,0.0,5466,96527,
09/30/2000,96725,2739,2017,722,2834,,,0.0,0.0,0.0,0.0,0.0,592,,,,6165,811,,,38706,,,,51043,1896,,,,49147,90560,,5032,5032,,,,46,46.0,0.0,0.0,,,45469,,,45469,50547,1315,1315.0,0.0,0.0,,39486,,,,,,39486,40801,91348,0.0,2985,,,-6667,8851,208,5377,0.0,5377,96725,
12/31/2000,95088,2941,2206,735,2814,,,0.0,0.0,0.0,0.0,0.0,533,,,,6288,879,,,39073,,,,48848,1878,,,,46970,88800,,5111,5111,,,,146,146.0,0.0,0.0,,,18636,,,18636,23893,1163,1163.0,0.0,0.0,,64619,,,,,,64619,65782,89675,0.0,3033,,,-6922,9081,221,5413,0.0,5413,95088,
03/31/2001,88321,2784,2052,732,2765,,,0.0,0.0,0.0,0.0,0.0,526,,,,6075,916,,,36465,,,,44865,1860,,,,43005,82246,,4873,4873,,,,135,135.0,0.0,0.0,,,42859,,,42859,47867,1408,1408.0,0.0,0.0,,33721,,,,,,33721,35129,82996,0.0,3141,,,-7375,9309,250,5325,0.0,5325,88321,
06/30/2001,91494,2405,1674,731,2780,,,0.0,0.0,0.0,0.0,0.0,485,,,,5670,966,,,36697,,,,48161,1842,1842.0,0.0,,46319,85824,,4682,4682,,,,161,161.0,0.0,0.0,,,42996,,,42996,47839,1377,1377.0,0.0,0.0,,36997,,,,,,36997,38374,86213,0.0,3148,,,-7537,9513,157,5281,0.0,5281,91494,
09/30/2001,88671,2087,1585,502,2838,,,0.0,0.0,0.0,0.0,0.0,562,,,,5487,1031,,,37866,,,,44287,1824,,,,42463,83184,,5075,5075,,,,140,140.0,0.0,0.0,,,43432,,,43432,48647,1377,1377.0,0.0,0.0,,33324,,,,,,33324,34701,83348,0.0,3163,,,-7859,9737,282,5323,0.0,5323,88671,
12/31/2001,91589,2459,1918,541,2798,,,0.0,0.0,0.0,0.0,0.0,522,,,,5779,986,,,37720,,,,47104,1632,1632.0,0.0,,45472,85810,,4863,4863,,,,49,49.0,0.0,0.0,,,43671,,,43671,48583,1626,1626.0,0.0,0.0,,36325,,,,,,36325,37951,86534,0.0,3161,,,-8135,9882,147,5055,0.0,5055,91589,
03/31/2002,92286,2058,1625,433,3166,,,0.0,0.0,0.0,0.0,0.0,501,,,,5725,1092,,,37423,,,,48046,1652,1652.0,0.0,,46394,86561,,5089,5089,,,,151,151.0,0.0,0.0,,,43308,,,43308,48548,1510,1510.0,0.0,0.0,,37186,,,,,,37186,38696,87244,0.0,3225,,,-8297,10053,61,5042,0.0,5042,92286,
06/30/2002,89242,1666,1288,378,3137,,,0.0,0.0,0.0,0.0,0.0,570,,,,5373,1111,,,37532,,,,45226,1652,1652.0,0.0,,43574,83869,,4692,4692,,,,132,132.0,0.0,0.0,,,43334,,,43334,48158,1500,1500.0,0.0,0.0,,34377,,,,,,34377,35877,84035,0.0,3269,,,-8465,10221,182,5207,0.0,5207,89242,
09/30/2002,89614,2894,2477,417,3229,,,0.0,0.0,0.0,0.0,0.0,555,,,,6678,1140,,,38199,,,,43597,1648,1648.0,0.0,,41949,82936,,5011,5011,,,,130,130.0,0.0,0.0,,,45463,,,45463,50604,1500,1500.0,0.0,0.0,,33052,,,,,,33052,34552,85156,0.0,3273,,,-8510,9298,397,4458,0.0,4458,89614,
12/31/2002,88950,1956,1575,381,3206,,,0.0,0.0,0.0,0.0,0.0,504,,,,35874,1078,,,9773,,,,42225,1620,1620.0,0.0,,40605,53076,,6123,6123,,,,130,130.0,0.0,0.0,,,46000,,,46000,52253,1500,1500.0,0.0,0.0,,31330,,,,,,31330,32830,85083,0.0,3280,,,-8510,9299,-202,3867,0.0,3867,88950,
03/31/2003,88984,2367,2061,306,3053,,,0.0,0.0,0.0,0.0,0.0,538,,,,5958,1039,,,39903,,,,42084,1620,1620.0,0.0,,40464,83026,,6241,6241,,,,10,10.0,0.0,0.0,,,45496,,,45496,51747,1543,1543.0,0.0,0.0,,31559,,,,,,31559,33102,84849,0.0,3309,,,-8538,9489,-125,4135,0.0,4135,88984,
06/30/2003,91338,2057,1775,282,3006,,,0.0,0.0,0.0,0.0,0.0,494,,,,5557,1013,,,40944,,,,43824,1620,1620.0,0.0,,42204,85781,,6298,6298,,,,0,0.0,0.0,0.0,,,45820,,,45820,52118,1543,1543.0,0.0,0.0,,33466,,,,,,33466,35009,87127,0.0,3314,,,-8543,9390,50,4211,0.0,4211,91338,
09/30/2003,90173,2174,1961,213,2888,,,0.0,0.0,0.0,0.0,0.0,516,,,,5578,985,,,40337,,,,43273,1620,1620.0,0.0,,41653,84595,,6430,6430,,,,0,0.0,0.0,0.0,,,44883,,,44883,51313,1543,1543.0,0.0,0.0,,33082,,,,,,33082,34625,85938,0.0,3332,,,-8558,9538,-77,4235,0.0,4235,90173,
12/31/2003,90953,1617,1392,225,3026,,,0.0,0.0,0.0,0.0,0.0,11690,,,,16333,973,,,28211,,,,45436,1620,1620.0,0.0,,43816,74620,,5983,5983,,,,0,0.0,0.0,0.0,,,43558,,,43558,49541,1500,1500.0,0.0,0.0,,35393,,,,,,35393,36893,86434,0.0,3348,,,-8557,9782,-54,4519,0.0,4519,90953,
03/31/2004,92792,1771,1491,280,2710,,,0.0,0.0,0.0,0.0,0.0,507,,,,4988,936,,,39647,,453.0,,47221,2047,1620.0,427.0,,45174,87804,,6181,6181,,,,0,0.0,0.0,0.0,,,43175,,,43175,49356,1513,1513.0,0.0,0.0,,37295,,,,,,37295,38808,88164,0.0,3391,,,-8577,9813,1,4628,0.0,4628,92792,
06/30/2004,92013,3472,3033,439,2672,,,0.0,0.0,0.0,0.0,0.0,275,,,,6419,868,,,22160,,,,62566,2085,1620.0,465.0,,60481,85594,,7460,7460,,,,0,0.0,0.0,0.0,,,42138,,,42138,49598,1438,1438.0,0.0,0.0,,36705,,,,,,36705,38143,87741,0.0,3400,,,-8856,10325,-597,4272,0.0,4272,92013,
09/30/2004,88818,3151,2925,226,2701,,,0.0,0.0,0.0,0.0,0.0,295,,,,6147,816,,,22319,,,,59536,2015,1620.0,395.0,,57521,82671,,6565,6565,,,,0,0.0,0.0,0.0,,,40120,,,40120,46685,1438,1438.0,0.0,0.0,,36093,,,,,,36093,37531,84216,0.0,3398,,,-9058,10641,-379,4602,0.0,4602,88818,
12/31/2004,81059,2623,2519,104,1628,,,0.0,0.0,0.0,0.0,0.0,285,,,,4536,777,,,21815,,,,53931,1932,1620.0,312.0,,51999,76523,,7953,7953,,,,0,0.0,0.0,0.0,,,30921,,,30921,38874,1438,1438.0,0.0,0.0,,35544,,,,,,35544,36982,75856,0.0,2400,,,-540,3679,-336,5203,0.0,5203,81059,
03/31/2005,50877,2493,2400,93,1663,,,0.0,0.0,0.0,0.0,0.0,297,,,,4453,747,,,21575,,,,24102,1620,1620.0,0.0,,22482,46424,,7364,7364,,,,100,100.0,0.0,0.0,,,26093,,,26093,33557,1404,1404.0,0.0,0.0,,10607,,,,,,10607,12011,45568,0.0,2337,,,-657,4112,-483,5309,0.0,5309,50877,
06/30/2005,47866,2485,1879,606,1699,,,0.0,0.0,0.0,0.0,0.0,266,,,,4450,730,,,21887,,,,20799,1915,1620.0,295.0,,18884,43416,,7015,7015,,,,100,100.0,0.0,0.0,,,24261,,,24261,31376,1403,1403.0,0.0,0.0,,9208,,,,,,9208,10611,41987,0.0,2325,,,-885,4829,-390,5879,0.0,5879,47866,
09/30/2005,45897,1865,1251,614,1667,,,0.0,0.0,0.0,0.0,0.0,285,,,,3817,660,,,21400,,,,20020,1950,1620.0,330.0,,18070,42080,,6378,6378,,,,100,100.0,0.0,0.0,,,23496,,,23496,29974,1403,1403.0,0.0,0.0,,8862,,,,,,8862,10265,40239,0.0,2302,,,-1207,5084,-521,5658,0.0,5658,45897,
12/31/2005,44863,2283,1709,574,1598,,,0.0,0.0,0.0,0.0,0.0,282,,,,4163,638,,,20802,,,,19260,1928,1622.0,306.0,,17332,40700,,6292,6292,,,,100,100.0,0.0,0.0,,,23098,,,23098,29490,1404,1404.0,0.0,0.0,,8609,,,,,,8609,10013,39503,0.0,2425,,,-1718,5162,-509,5360,0.0,5360,44863,
03/31/2006,44028,2172,1904,268,1482,,,0.0,0.0,0.0,0.0,0.0,289,,,,3943,626,,,20419,,,,19040,1622,1622.0,0.0,,17418,40085,,6094,6094,,,,85,85.0,0.0,0.0,,,22623,,,22623,28802,1319,1319.0,0.0,0.0,,8555,,,,,,8555,9874,38676,0.0,2459,,,-1930,5425,-602,5352,0.0,5352,44028,
06/30/2006,42276,1593,1388,205,1321,,,0.0,0.0,0.0,0.0,0.0,233,,,,3147,612,,,18359,,,,20158,1622,1622.0,0.0,,18536,39129,,5468,5468,,,,376,376.0,0.0,0.0,,,22448,,,22448,28292,1025,1025.0,0.0,0.0,,8265,,,,,,8265,9290,37582,0.0,2468,,,-2778,5686,-682,4694,0.0,4694,42276,
09/30/2006,42189,1451,1208,243,1402,,,0.0,0.0,0.0,0.0,0.0,260,,,,3113,617,,,17964,,,,20495,2084,1721.0,363.0,,18411,39076,,5791,5791,,,,455,455.0,0.0,0.0,,,22234,,,22234,28480,1109,1109.0,0.0,0.0,,8343,,,,,,8343,9452,37932,0.0,2480,,,-3694,5974,-503,4257,0.0,4257,42189,
12/31/2006,42399,1612,1392,220,1459,,,0.0,0.0,0.0,0.0,0.0,255,,,,3326,632,,,18083,,,,20358,2115,1736.0,379.0,,18243,39073,,5395,5395,,,,382,,,,,,22346,,,22346,28123,1381,,,,,8565,,,,,,8565,9946,38069,0.0,2491,,,-4169,6177,-169,4330,0.0,4330,42399,
03/31/2007,42378,1793,1589,204,1432,,,0.0,0.0,0.0,0.0,0.0,271,,,,3496,603,,,18176,,,,20103,2162,1739.0,423.0,,17941,38882,,5450,5450,,,,291,291.0,0.0,0.0,,,22150,,,22150,27891,1843,1843.0,0.0,0.0,,8492,,,,,,8492,10335,38226,0.0,2525,,,-4577,6375,-171,4152,0.0,4152,42378,
06/30/2007,41526,1252,1104,148,1552,,,0.0,0.0,0.0,0.0,0.0,206,,,,3010,568,,,17674,,,,20274,2485,1741.0,744.0,,17789,38516,,5614,5614,,,,0,0.0,0.0,0.0,,,21702,,,21702,27316,1807,1807.0,0.0,0.0,,8394,,,,,,8394,10201,37517,0.0,2548,,,-4795,6513,-257,4009,0.0,4009,41526,
09/30/2007,39800,1564,1421,143,1603,,,0.0,0.0,0.0,0.0,0.0,230,,,,3397,601,,,17550,,,,18252,2298,1774.0,524.0,,15954,36403,,5479,5479,,,,0,0.0,0.0,0.0,,,21497,,,21497,26976,1809,1809.0,0.0,0.0,,6779,,,,,,6779,8588,35564,0.0,2553,,,-5006,6865,-176,4236,0.0,4236,39800,
12/31/2007,40065,2123,1970,153,1405,,,0.0,0.0,0.0,0.0,0.0,233,,,,3761,625,,,17377,,,,18302,2319,1783.0,536.0,,15983,36304,,5102,5102,,,,3,,,,,,21364,,,21364,26469,1806,,,,,7042,,,,,,7042,8848,35317,0.0,2562,,,-4978,7113,51,4748,0.0,4748,40065,
03/31/2008,40988,3030,2850,180,1475,,,,,,,,247,,,,4752,649,,,16877,,,,18710,2667,1784.0,883.0,,16043,36236,,5919,5919,,,,251,,,,,,21311,,,21311,27481,2102,,,,,6591,,,,,,6591,8693,36174,,2576,,,-4942,7142,38,4814,,4814,40988,
06/30/2008,41415,989,805,184,1642,,,,,,,,215,,,,2846,789,,,17514,,,,20266,3800,2837.0,963.0,,16466,38569,,5796,5796,,,,428,,,,,,21348,,,21348,27572,2103,,,,,6986,,,,,,6986,9089,36661,0.0,2581,,,-5155,7412,-84,4754,0.0,4754,41415,
09/30/2008,40776,1269,1078,191,1627,,,,,,,,251,,,,3147,791,,,17054,,,,19784,3948,2859.0,1089.0,,15836,37629,,6159,6159,,,,315,,,,,,21170,,,21170,27644,2090,,,,,6400,,,,,,6400,8490,36134,,2586,,,-5272,7582,-254,4642,,4642,40776,
