Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,10353.088,352.421,352.421,0.0,266.476,266.476,0.0,234.108,,,,,218.102,21.342,142.361,,1.878,3.674,,38.794,1071.107,8547.94,12185.545,-3637.605,0.0,,734.041,298.177,298.177,0.0,,291.625,9281.981,,553.727,490.434,5.927,57.366,,0.0,0.0,,,,,201.914,21.15,108.075,1844.503,62.738,755.641,2570.978,2570.978,,,,2210.505,,,,,236.777,4781.483,5537.124,0.0,3072.103,1.276,3070.827,-459.657,2099.623,2.863,4714.932,101.032,4815.964,10353.088,
09/30/2011,10985.043,210.565,210.565,0.0,272.154,272.154,0.0,260.356,,,,,360.568,18.91,224.754,,7.358,2.312,,12.4,1103.643,9053.86,12842.546,-3788.686,0.0,,827.54,298.154,298.154,0.0,,297.274,9881.4,,632.942,583.383,15.604,33.955,,0.0,0.0,,,,,143.175,46.701,16.946,2133.147,87.973,776.117,2587.371,2587.371,,,,2424.888,,,,,228.094,5012.259,5788.376,0.0,3083.334,1.276,3082.058,-458.258,2446.217,-0.058,5071.235,125.432,5196.667,10985.043,
12/31/2011,11447.156,537.484,537.484,0.0,275.991,275.991,0.0,241.609,302.363,0.0,0.0,-60.754,347.208,14.263,243.24,,,0.003,75.901,20.758,1402.292,9173.942,12822.407,-3648.465,0.0,,870.922,298.142,298.142,0.0,169.532,160.008,10044.864,,714.483,647.455,9.788,57.24,0.0,0.0,0.0,0.0,0.0,,,355.028,0.0,33.561,1942.446,104.93,1069.511,2528.905,2528.905,0.0,0.0,,2197.602,0.0,0.0,0.0,0.0,221.595,4726.507,5796.018,0.0,3615.139,1.331,3613.808,-458.281,2335.066,-3.13,5488.794,162.344,5651.138,11447.156,
03/31/2012,12025.559,316.918,316.918,0.0,297.7,297.7,0.0,281.89,,,,,470.601,13.152,264.362,,,0.003,84.146,11.522,1367.109,9768.042,13589.125,-3821.083,0.0,,890.408,298.142,298.142,0.0,176.513,151.391,10658.45,,848.019,790.679,22.017,35.323,,0.0,0.0,,,,,262.103,,58.176,2181.381,62.395,1110.122,2620.615,2620.615,,,,2462.151,,,,,222.594,5082.766,6192.888,0.0,3641.943,1.348,3640.595,-511.63,2543.873,-1.55,5672.636,160.035,5832.671,12025.559,
06/30/2012,12569.734,317.769,317.769,0.0,250.192,250.192,,277.539,,,,,438.533,28.213,260.929,,,2.417,77.31,28.964,1284.033,10381.88,14395.65,-4013.77,,,903.821,298.142,298.142,0.0,184.374,160.376,11285.701,,828.821,769.611,1.881,57.329,,0.0,,,,,,300.17,,17.785,2154.301,81.404,1128.991,3285.497,3285.497,,,,2398.27,,,,,226.184,5683.767,6812.758,,3613.147,1.348,3611.799,-511.628,2473.504,0.0,5575.023,181.953,5756.976,12569.734,
09/30/2012,12814.001,333.886,333.886,0.0,298.32,298.32,0.0,277.419,,,,,670.259,21.657,101.023,,,10.126,5.919,12.184,1579.884,10532.233,14639.665,-4107.432,0.0,,701.884,293.449,293.449,0.0,194.003,113.409,11234.117,,777.563,736.381,0.222,40.96,,0.0,0.0,,,,,214.285,,27.938,2209.472,119.049,991.848,3562.07,3562.07,,,,2459.974,,,,,222.564,6022.044,7013.892,,3642.596,1.348,3641.248,-504.14,2485.935,0.0,5624.391,175.718,5800.109,12814.001,
12/31/2012,13069.03,229.396,229.396,0.0,316.854,316.854,0.0,197.056,264.408,0.0,0.0,-67.352,307.049,13.438,55.257,,,7.447,0.0,7.045,1050.355,11296.044,15708.957,-4412.913,0.0,,722.631,298.142,298.142,0.0,204.129,165.103,12018.675,,798.233,729.942,0.208,68.083,0.0,0.0,0.0,0.0,0.0,,,236.557,0.0,12.307,2140.416,136.66,1034.79,3721.193,3721.193,0.0,0.0,,2445.739,0.0,0.0,0.0,0.0,293.016,6166.932,7201.722,0.0,3685.284,1.35,3683.934,-510.57,2514.64,0.0,5689.354,177.954,5867.308,13069.03,
03/31/2013,13761.297,430.298,430.298,0.0,355.093,355.093,0.0,233.402,,,,,177.621,13.337,95.121,,,1.394,0.0,11.459,1196.414,11821.133,16454.492,-4633.359,0.0,,743.75,298.142,298.142,0.0,216.369,134.118,12564.883,,818.181,780.395,0.292,37.494,,0.0,0.0,,,,,153.685,,13.372,2202.637,81.489,971.866,3017.28,3017.28,,,,2506.08,,,,,290.071,5523.36,6495.226,0.0,4899.776,1.458,4898.318,-420.947,2609.801,,7088.63,177.441,7266.071,13761.297,
06/30/2013,14162.587,695.625,695.625,0.0,345.812,345.812,0.0,198.65,,,,,225.105,23.634,137.898,,,0.927,0.0,8.847,1465.192,11877.641,16737.357,-4859.716,0.0,,819.754,279.687,279.687,0.0,228.475,173.694,12697.395,,875.934,813.532,0.938,61.464,,0.0,0.0,,,,,136.194,,0.0,2390.144,104.397,1012.128,2823.428,2823.428,,,,2678.874,,,,,288.73,5502.302,6514.43,0.0,4846.178,1.458,4844.72,-327.927,2947.04,,7465.291,182.866,7648.157,14162.587,
09/30/2013,14544.944,744.12,744.12,0.0,408.24,408.24,0.0,226.438,,,,,154.463,19.984,86.574,,,10.168,0.0,10.145,1533.261,12246.677,17332.935,-5086.258,0.0,,765.006,279.687,279.687,0.0,235.631,163.114,13011.683,,990.949,954.311,0.129,36.509,,0.0,0.0,,,,,223.862,,7.719,2415.663,157.086,1214.811,2851.212,2851.212,,,,2716.17,,,,,292.788,5567.382,6782.193,0.0,4872.024,1.458,4870.566,-323.348,3032.531,,7581.207,181.544,7762.751,14544.944,
12/31/2013,12294.0,393.0,393.0,0.0,431.0,431.0,0.0,220.0,224.0,0.0,0.0,-4.0,686.0,16.0,91.0,584.0,,5.0,0.0,5.0,1730.0,9850.0,14753.0,-4903.0,0.0,,714.0,274.0,274.0,0.0,225.0,124.0,10564.0,,972.0,910.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,,,278.0,0.0,10.0,1473.0,247.0,1250.0,2653.0,2653.0,0.0,0.0,,1776.0,0.0,0.0,0.0,0.0,293.0,4429.0,5679.0,0.0,5081.0,1.0,5080.0,-144.0,1665.0,0.0,6602.0,13.0,6615.0,12294.0,
03/31/2014,12465.0,257.0,257.0,0.0,437.0,437.0,0.0,231.0,,,,,617.0,13.0,62.0,554.0,,,,7.0,1542.0,10215.0,15250.0,-5035.0,0.0,,708.0,274.0,274.0,0.0,239.0,133.0,10923.0,,970.0,925.0,9.0,36.0,,0.0,0.0,,,,,268.0,,5.0,1496.0,207.0,1238.0,2706.0,2706.0,,,,1797.0,,,,,296.0,4503.0,5741.0,0.0,5106.0,1.0,5105.0,-173.0,1782.0,,6715.0,9.0,6724.0,12465.0,
06/30/2014,12710.0,445.0,445.0,0.0,457.0,457.0,0.0,221.0,,,,,257.0,11.0,10.0,193.0,,7.0,,45.0,1380.0,10704.0,15983.0,-5279.0,0.0,,626.0,274.0,274.0,0.0,229.0,113.0,11330.0,,1137.0,1074.0,1.0,62.0,,0.0,0.0,,,,,328.0,,66.0,1475.0,194.0,1465.0,2659.0,2659.0,,,,1836.0,,,,,295.0,4495.0,5960.0,0.0,5129.0,1.0,5128.0,-172.0,1784.0,,6741.0,9.0,6750.0,12710.0,
09/30/2014,13272.0,550.0,550.0,0.0,483.0,483.0,0.0,237.0,,,,,221.0,23.0,57.0,0.0,,22.0,,46.0,1491.0,11130.0,16313.0,-5183.0,0.0,,651.0,272.0,272.0,0.0,221.0,101.0,11781.0,,1265.0,1228.0,1.0,36.0,,0.0,,,,,,174.0,,0.0,1734.0,173.0,1439.0,2662.0,2662.0,,,,2018.0,,,,,284.0,4680.0,6119.0,0.0,5163.0,1.0,5162.0,-170.0,2152.0,,7145.0,8.0,7153.0,13272.0,
12/31/2014,14926.0,1025.0,1025.0,0.0,436.0,436.0,0.0,241.0,241.0,0.0,0.0,0.0,657.0,15.0,181.0,0.0,,23.0,0.0,41.0,2359.0,11781.0,17212.0,-5431.0,0.0,,786.0,272.0,272.0,0.0,239.0,94.0,12567.0,,1238.0,1197.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,,,342.0,0.0,2.0,1803.0,178.0,1580.0,2665.0,2665.0,0.0,0.0,,2092.0,0.0,0.0,0.0,0.0,287.0,4757.0,6337.0,0.0,6169.0,2.0,6167.0,-171.0,2583.0,0.0,8581.0,8.0,8589.0,14926.0,
03/31/2015,14347.0,383.0,383.0,0.0,341.0,341.0,0.0,266.0,,,,,704.0,20.0,181.0,,,22.0,,38.0,1694.0,11846.0,17573.0,-5727.0,0.0,,807.0,272.0,272.0,0.0,259.0,95.0,12653.0,,862.0,841.0,1.0,20.0,,0.0,0.0,,,,,300.0,,0.0,1738.0,99.0,1162.0,2668.0,2668.0,,,,2018.0,,,,,280.0,4686.0,5848.0,0.0,6192.0,2.0,6190.0,-201.0,2500.0,,8491.0,8.0,8499.0,14347.0,
06/30/2015,14002.0,219.0,219.0,0.0,388.0,388.0,,269.0,,,,,429.0,16.0,89.0,,,22.0,,37.0,1305.0,11961.0,18005.0,-6044.0,,,736.0,272.0,272.0,0.0,277.0,98.0,12697.0,,833.0,771.0,0.0,62.0,,0.0,,,,,,200.0,,1.0,1714.0,119.0,1033.0,2672.0,2672.0,,,,1989.0,,,,,274.0,4661.0,5694.0,0.0,6222.0,2.0,6220.0,-202.0,2281.0,,8301.0,7.0,8308.0,14002.0,
09/30/2015,14965.0,581.0,581.0,0.0,910.0,413.0,497.0,238.0,,,,,674.0,19.0,147.0,,,0.0,,23.0,2403.0,12042.0,18449.0,-6407.0,0.0,,520.0,272.0,272.0,0.0,0.0,101.0,12562.0,,854.0,791.0,27.0,36.0,,0.0,0.0,,,,,293.0,,1.0,1925.0,119.0,1147.0,2675.0,2675.0,,,,2162.0,,,,,236.0,4837.0,5984.0,0.0,6252.0,2.0,6250.0,-199.0,2921.0,,8974.0,7.0,8981.0,14965.0,
12/31/2015,15154.0,1391.0,1391.0,0.0,881.0,384.0,497.0,155.0,155.0,0.0,0.0,0.0,767.0,0.0,64.0,0.0,,43.0,,30.0,3194.0,11545.0,18323.0,-6778.0,0.0,0.0,415.0,272.0,272.0,0.0,,79.0,11960.0,,865.0,798.0,2.0,65.0,0.0,448.0,0.0,0.0,0.0,,448.0,149.0,0.0,1.0,1776.0,149.0,1462.0,3207.0,3207.0,0.0,0.0,,2110.0,0.0,0.0,0.0,0.0,333.0,5317.0,6779.0,0.0,6269.0,2.0,6267.0,-199.0,2298.0,0.0,8368.0,7.0,8375.0,15154.0,
03/31/2016,16171.0,2505.0,1612.0,893.0,851.0,351.0,500.0,153.0,,,,,572.0,20.0,50.0,,,3.0,,9.0,4081.0,11665.0,18783.0,-7118.0,21.0,21.0,404.0,272.0,272.0,0.0,,82.0,12090.0,,751.0,700.0,2.0,49.0,,936.0,0.0,,,,936.0,96.0,,6.0,1635.0,94.0,1783.0,2724.0,2724.0,,,,1969.0,,,,,328.0,4693.0,6476.0,0.0,7886.0,2.0,7884.0,-222.0,2024.0,,9688.0,7.0,9695.0,16171.0,
06/30/2016,16808.0,3298.0,1825.0,1473.0,935.0,434.0,501.0,165.0,,,,,301.0,18.0,12.0,,,4.0,,6.0,4699.0,11717.0,19208.0,-7491.0,23.0,23.0,369.0,272.0,272.0,0.0,,85.0,12109.0,,758.0,674.0,0.0,84.0,,939.0,0.0,,,,939.0,134.0,,43.0,1494.0,126.0,1831.0,2725.0,2725.0,,,,1866.0,,,,,329.0,4591.0,6422.0,0.0,8845.0,2.0,8843.0,-222.0,1756.0,,10379.0,7.0,10386.0,16808.0,
09/30/2016,16325.0,2624.0,891.0,1733.0,447.0,447.0,0.0,159.0,,,,,224.0,21.0,8.0,,,26.0,,5.0,3454.0,12183.0,20049.0,-7866.0,319.0,319.0,369.0,272.0,272.0,0.0,,89.0,12871.0,,724.0,685.0,0.0,39.0,,485.0,0.0,,,,485.0,168.0,,20.0,1437.0,161.0,1377.0,2726.0,2726.0,,,,1791.0,,,,,334.0,4517.0,5894.0,0.0,8869.0,2.0,8867.0,-217.0,1772.0,,10424.0,7.0,10431.0,16325.0,
12/31/2016,16459.0,2559.0,1118.0,1441.0,517.0,517.0,0.0,181.0,181.0,0.0,0.0,0.0,41.0,,0.0,,,3.0,,24.0,3298.0,12370.0,20581.0,-8211.0,420.0,420.0,371.0,272.0,272.0,0.0,,99.0,13161.0,,809.0,741.0,0.0,68.0,0.0,485.0,0.0,0.0,0.0,,485.0,272.0,0.0,7.0,1397.0,195.0,1566.0,2728.0,2728.0,0.0,0.0,,1754.0,0.0,0.0,0.0,0.0,350.0,4482.0,6048.0,0.0,8894.0,2.0,8892.0,-218.0,1728.0,0.0,10404.0,7.0,10411.0,16459.0,
03/31/2017,15749.0,2209.0,663.0,1546.0,426.0,426.0,0.0,200.0,,,,,105.0,0.0,9.0,,,3.0,,29.0,2940.0,12259.0,20805.0,-8546.0,168.0,168.0,382.0,272.0,272.0,0.0,,101.0,12809.0,,790.0,751.0,,39.0,,0.0,0.0,,,,0.0,162.0,,2.0,1366.0,153.0,952.0,2729.0,2729.0,,,,1720.0,,,,,352.0,4449.0,5401.0,0.0,8916.0,2.0,8914.0,-254.0,1679.0,,10341.0,7.0,10348.0,15749.0,
06/30/2017,16271.0,2199.0,660.0,1539.0,491.0,491.0,0.0,192.0,,,,,182.0,0.0,29.0,,,1.0,,25.0,3064.0,12618.0,21123.0,-8505.0,187.0,187.0,402.0,270.0,270.0,0.0,,103.0,13207.0,,940.0,881.0,,59.0,,449.0,0.0,,,,449.0,169.0,,1.0,1487.0,166.0,1558.0,2281.0,2281.0,,,,1830.0,,,,,342.0,4111.0,5669.0,0.0,8939.0,2.0,8937.0,-254.0,1912.0,,10597.0,5.0,10602.0,16271.0,
09/30/2017,16465.0,1993.0,636.0,1357.0,649.0,649.0,0.0,187.0,,,,,72.0,0.0,7.0,,,1.0,,28.0,2901.0,13030.0,21871.0,-8841.0,151.0,151.0,383.0,270.0,270.0,0.0,,106.0,13564.0,,1053.0,1015.0,,38.0,,449.0,0.0,,,,449.0,213.0,,12.0,1475.0,196.0,1715.0,2282.0,2282.0,,,,1871.0,,,,,384.0,4153.0,5868.0,0.0,8959.0,2.0,8957.0,-250.0,1882.0,,10591.0,6.0,10597.0,16465.0,
12/31/2017,17003.0,2109.0,896.0,1213.0,644.0,644.0,0.0,212.0,212.0,0.0,0.0,0.0,42.0,,0.0,,,7.0,,24.0,3007.0,13528.0,22724.0,-9196.0,66.0,66.0,402.0,270.0,270.0,0.0,,132.0,13996.0,,1233.0,1174.0,0.0,59.0,0.0,449.0,0.0,0.0,0.0,,449.0,446.0,0.0,23.0,899.0,214.0,2128.0,2283.0,2283.0,0.0,0.0,,1313.0,0.0,0.0,0.0,0.0,391.0,3596.0,5724.0,0.0,8976.0,2.0,8974.0,-249.0,2547.0,0.0,11274.0,5.0,11279.0,17003.0,
03/31/2018,17323.0,1723.0,1001.0,722.0,826.0,826.0,0.0,218.0,,,,,57.0,,0.0,20.0,,7.0,,23.0,2824.0,14029.0,23259.0,-9230.0,93.0,93.0,377.0,269.0,269.0,0.0,,108.0,14499.0,,1261.0,1222.0,1.0,38.0,,449.0,0.0,,,,449.0,540.0,,54.0,928.0,207.0,2250.0,2284.0,2284.0,,,,1387.0,,,,,405.0,3671.0,5921.0,0.0,8993.0,2.0,8991.0,-294.0,2698.0,0.0,11397.0,5.0,11402.0,17323.0,
06/30/2018,17449.0,1183.0,792.0,391.0,853.0,853.0,0.0,236.0,,,,,187.0,0.0,0.0,155.0,,7.0,,23.0,2459.0,14295.0,22365.0,-8070.0,313.0,313.0,382.0,269.0,269.0,0.0,,113.0,14990.0,,1485.0,1432.0,,53.0,,0.0,0.0,,,,0.0,777.0,,89.0,947.0,265.0,2262.0,2285.0,2285.0,,,,1418.0,,,,,382.0,3703.0,5965.0,0.0,9017.0,2.0,9015.0,-299.0,2764.0,0.0,11482.0,2.0,11484.0,17449.0,
09/30/2018,18024.0,1476.0,919.0,557.0,876.0,876.0,0.0,269.0,,,,,39.0,0.0,0.0,,,7.0,,31.0,2660.0,14795.0,22623.0,-7828.0,193.0,193.0,376.0,267.0,267.0,0.0,,109.0,15364.0,,1474.0,1447.0,2.0,25.0,,0.0,0.0,,,,0.0,751.0,,70.0,1064.0,269.0,2225.0,2286.0,2286.0,,,,1619.0,,,,,485.0,3905.0,6130.0,0.0,9043.0,2.0,9041.0,-296.0,3147.0,0.0,11894.0,0.0,11894.0,18024.0,
12/31/2018,17903.0,1268.0,825.0,443.0,694.0,694.0,0.0,242.0,242.0,0.0,0.0,0.0,376.0,,0.0,,,7.0,,317.0,2580.0,14839.0,23057.0,-8218.0,125.0,125.0,359.0,264.0,264.0,0.0,,95.0,15323.0,,1496.0,1441.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,,0.0,322.0,0.0,0.0,1152.0,295.0,1818.0,2284.0,2284.0,0.0,0.0,,1690.0,0.0,0.0,0.0,0.0,538.0,3974.0,5792.0,0.0,9064.0,2.0,9062.0,-423.0,3470.0,0.0,12111.0,0.0,12111.0,17903.0,
03/31/2019,18355.0,956.0,511.0,445.0,870.0,870.0,0.0,253.0,,,,,426.0,,,,,6.0,,390.0,2505.0,15473.0,24073.0,-8600.0,11.0,11.0,366.0,264.0,264.0,0.0,,102.0,15850.0,,1563.0,1536.0,2.0,25.0,,594.0,0.0,145.0,,145.0,449.0,375.0,,,1255.0,353.0,2532.0,2053.0,1836.0,217.0,,217.0,1561.0,,,,,306.0,3614.0,6146.0,0.0,9088.0,2.0,9086.0,-645.0,3766.0,0.0,12209.0,0.0,12209.0,18355.0,
06/30/2019,18106.0,643.0,643.0,0.0,783.0,783.0,0.0,249.0,,,,,500.0,,10.0,,,6.0,,445.0,2175.0,15369.0,23244.0,-7875.0,0.0,0.0,562.0,262.0,262.0,0.0,,290.0,15931.0,,1377.0,1324.0,0.0,53.0,,590.0,0.0,141.0,,141.0,449.0,558.0,,,1208.0,543.0,2525.0,2032.0,1837.0,195.0,,195.0,1673.0,,,,,465.0,3705.0,6230.0,0.0,9126.0,2.0,9124.0,-847.0,3597.0,0.0,11876.0,0.0,11876.0,18106.0,
09/30/2019,18078.0,437.0,437.0,0.0,848.0,848.0,0.0,246.0,,,,,392.0,0.0,16.0,,,6.0,,253.0,1923.0,14591.0,22872.0,-8281.0,0.0,0.0,1564.0,261.0,261.0,0.0,,1287.0,16155.0,,1227.0,1202.0,0.0,25.0,,589.0,0.0,139.0,,139.0,450.0,644.0,,,1279.0,638.0,2460.0,2021.0,1838.0,183.0,,183.0,1741.0,,,,,462.0,3762.0,6222.0,0.0,9144.0,2.0,9142.0,-1043.0,3755.0,,11856.0,0.0,11856.0,18078.0,
12/31/2019,19067.0,631.0,631.0,0.0,1032.0,1032.0,0.0,205.0,205.0,0.0,0.0,0.0,323.0,,91.0,,,7.0,,284.0,2191.0,16357.0,24940.0,-8583.0,0.0,0.0,519.0,261.0,261.0,0.0,,167.0,16876.0,,1277.0,1221.0,3.0,53.0,0.0,602.0,0.0,152.0,16.0,136.0,450.0,617.0,0.0,8.0,1389.0,605.0,2496.0,2565.0,1839.0,726.0,556.0,170.0,1887.0,0.0,0.0,0.0,0.0,490.0,4452.0,6948.0,0.0,9163.0,2.0,9161.0,-1069.0,4025.0,0.0,12119.0,0.0,12119.0,19067.0,
03/31/2020,19051.0,784.0,784.0,0.0,555.0,555.0,0.0,188.0,,,,,542.0,,43.0,,,9.0,,147.0,2069.0,16504.0,25491.0,-8987.0,0.0,,478.0,261.0,261.0,0.0,,174.0,16982.0,,994.0,973.0,3.0,18.0,,627.0,0.0,128.0,,128.0,499.0,459.0,,3.0,1465.0,456.0,2080.0,2286.0,2140.0,146.0,,146.0,2474.0,,,,,1006.0,4760.0,6840.0,0.0,9178.0,2.0,9176.0,-1190.0,4223.0,0.0,12211.0,0.0,12211.0,19051.0,
06/30/2020,17906.0,180.0,180.0,0.0,566.0,566.0,0.0,170.0,,,,,279.0,,3.0,,,21.0,,186.0,1195.0,16283.0,25632.0,-9349.0,0.0,,428.0,261.0,261.0,0.0,,164.0,16711.0,,817.0,787.0,4.0,26.0,,249.0,0.0,110.0,,110.0,139.0,518.0,,27.0,1403.0,430.0,1584.0,2178.0,2054.0,124.0,,124.0,2404.0,,,,,974.0,4582.0,6166.0,0.0,9287.0,2.0,9285.0,-1240.0,3693.0,0.0,11740.0,0.0,11740.0,17906.0,
