Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/25/2011,4117.0,1444.0,2673.0,-1497.0,1497.0,2620.0,0.0,-1382.0,531.0,851.0,0.0,1238.0,88.0,-85.0,31.0,-116.0,-88.0,,2.0,83.0,1326.0,-271.0,1055.0,6.0,6.0,0.0,1049.0,7.0,1056.0,0.0,0.0,1056.0,1041.4,-20.6,1681.0,0.63,0.63,0.619512,1716.0,0.62,0.62,0.607995,
12/25/2011,4681.0,3167.0,1514.0,-1754.0,1754.0,2927.0,0.0,-1376.0,503.0,873.0,0.0,1551.0,170.0,-103.0,27.0,-130.0,-170.0,,2.0,101.0,1721.0,-321.0,1400.0,5.0,5.0,0.0,1395.0,6.0,1401.0,0.0,0.0,1401.0,1361.15,-44.85,1684.0,0.83,0.83,0.808284,1721.0,0.81,0.81,0.78394,
03/25/2012,4943.0,3137.0,1806.0,-1783.0,1783.0,3160.0,0.0,-1646.0,595.0,954.0,97.0,1514.0,220.0,-117.0,29.0,-146.0,-220.0,,2.0,115.0,1734.0,-296.0,1438.0,-761.0,-761.0,0.0,2199.0,31.0,2230.0,0.0,0.0,2230.0,1384.75,-84.25,1698.0,1.31,0.86,0.815518,1743.0,1.28,0.84,0.791664,
06/24/2012,4626.0,2948.0,1678.0,-1719.0,1719.0,2907.0,0.0,-1525.0,544.0,974.0,7.0,1382.0,199.0,-138.0,18.0,-156.0,-199.0,,1.0,137.0,1581.0,-375.0,1206.0,3.0,3.0,0.0,1203.0,4.0,1207.0,0.0,0.0,1207.0,1176.7,-33.3,1715.0,0.7,0.7,0.686122,1758.0,0.69,0.69,0.671058,
09/30/2012,4871.0,3213.0,1658.0,-1841.0,1841.0,3030.0,0.0,-1795.0,627.0,1114.0,54.0,1235.0,291.0,-161.0,16.0,-177.0,-291.0,,4.0,157.0,1526.0,-286.0,1240.0,-23.0,-23.0,0.0,1263.0,8.0,1271.0,0.0,0.0,1271.0,1206.2,-41.8,1704.0,0.75,0.73,0.707864,1745.0,0.73,0.72,0.696046,
12/30/2012,6018.0,4199.0,1819.0,-2237.0,2237.0,3781.0,0.0,-1693.0,587.0,1106.0,0.0,2088.0,239.0,-157.0,8.0,-165.0,-239.0,,3.0,154.0,2327.0,-424.0,1903.0,0.0,0.0,0.0,1903.0,3.0,1906.0,0.0,0.0,1906.0,1850.75,-55.25,1709.0,1.12,1.12,1.082943,1751.0,1.09,1.09,1.058447,
03/31/2013,6124.0,3990.0,2134.0,-2372.0,2372.0,3752.0,0.0,-1875.0,661.0,1214.0,0.0,1877.0,259.0,-174.0,7.0,-181.0,-259.0,,1.0,173.0,2136.0,-273.0,1863.0,0.0,0.0,0.0,1863.0,3.0,1866.0,0.0,0.0,1866.0,1746.1,-119.9,1722.0,1.08,1.08,1.013995,1763.0,1.06,1.06,0.991991,
06/30/2013,6243.0,4286.0,1957.0,-2497.0,2497.0,3746.0,0.0,-2069.0,613.0,1298.0,158.0,1677.0,233.0,-175.0,7.0,-182.0,-233.0,,1.0,174.0,1910.0,-332.0,1578.0,0.0,0.0,0.0,1578.0,2.0,1580.0,0.0,0.0,1580.0,1647.55,67.55,1727.0,0.91,0.91,0.953995,1765.0,0.9,0.9,0.938272,
09/29/2013,6480.0,4513.0,1967.0,-2714.0,2714.0,3766.0,0.0,-2178.0,657.0,1348.0,173.0,1588.0,233.0,-168.0,1.0,-169.0,-233.0,0.0,1.0,167.0,1821.0,-320.0,1501.0,0.0,0.0,0.0,1501.0,0.0,1501.0,0.0,0.0,1501.0,1570.55,69.55,1703.0,0.88,0.88,0.922225,1738.0,0.86,0.86,0.900017,
12/29/2013,6622.0,4653.0,1969.0,-2706.0,2706.0,3916.0,0.0,-2423.0,623.0,1328.0,472.0,1493.0,264.0,-153.0,3.0,-156.0,-264.0,,1.0,152.0,1757.0,-313.0,1444.0,-430.0,-430.0,0.0,1874.0,1.0,1875.0,0.0,0.0,1875.0,1808.0,363.0,1688.0,1.11,0.86,1.07109,1722.0,1.09,0.84,1.050801,
03/30/2014,6367.0,4229.0,2138.0,-2482.0,2482.0,3885.0,0.0,-1895.0,539.0,1356.0,0.0,1990.0,282.0,-164.0,3.0,-167.0,-282.0,,4.0,160.0,2272.0,-314.0,1958.0,0.0,0.0,0.0,1958.0,1.0,1959.0,0.0,0.0,1959.0,1950.55,-8.45,1688.0,1.16,1.16,1.155539,1719.0,1.14,1.14,1.135084,
06/29/2014,6806.0,4922.0,1884.0,-2740.0,2740.0,4066.0,0.0,-1991.0,582.0,1429.0,-20.0,2075.0,422.0,-139.0,0.0,-139.0,-422.0,,2.0,137.0,2497.0,-260.0,2237.0,0.0,0.0,0.0,2237.0,1.0,2238.0,0.0,0.0,2238.0,2234.27,-3.73,1683.0,1.33,1.33,1.327552,1714.0,1.31,1.31,1.307824,
09/28/2014,6692.0,4822.0,1870.0,-2757.0,2757.0,3935.0,0.0,-1943.0,545.0,1364.0,34.0,1992.0,260.0,-123.0,1.0,-124.0,-261.0,,3.0,121.0,2252.0,-359.0,1893.0,0.0,0.0,0.0,1893.0,1.0,1894.0,0.0,0.0,1894.0,2470.55,576.55,1674.0,1.13,1.13,1.475836,1701.0,1.11,1.11,1.448948,
12/28/2014,7099.0,5216.0,1883.0,-3047.0,3047.0,4052.0,0.0,-1988.0,583.0,1352.0,53.0,2064.0,234.0,-133.0,1.0,-134.0,-235.0,,-4.0,138.0,2298.0,-327.0,1971.0,0.0,0.0,0.0,1971.0,1.0,1972.0,0.0,0.0,1972.0,2410.7,438.7,1661.0,1.19,1.19,1.451355,1686.0,1.17,1.17,1.430202,
03/29/2015,6894.0,4403.0,2491.0,-2628.0,2628.0,4266.0,0.0,-2930.0,545.0,1375.0,1010.0,1336.0,203.0,-137.0,1.0,-138.0,-203.0,,9.0,128.0,1539.0,-487.0,1052.0,0.0,0.0,0.0,1052.0,1.0,1053.0,0.0,0.0,1053.0,1682.2,629.2,1645.0,0.64,0.64,1.022614,1667.0,0.63,0.63,1.007445,
06/28/2015,5832.0,3840.0,1992.0,-2451.0,2451.0,3381.0,0.0,-2146.0,621.0,1407.0,118.0,1235.0,163.0,-96.0,32.0,-128.0,-195.0,,10.0,118.0,1398.0,-215.0,1183.0,0.0,0.0,0.0,1183.0,1.0,1184.0,0.0,0.0,1184.0,1324.6,140.6,1608.0,0.74,0.74,0.823756,1629.0,0.73,0.73,0.816311,
09/27/2015,5456.0,3619.0,1837.0,-2252.0,2252.0,3204.0,0.0,-2064.0,595.0,1357.0,112.0,1140.0,112.0,-112.0,70.0,-182.0,-182.0,,9.0,173.0,1252.0,-192.0,1060.0,0.0,0.0,0.0,1060.0,1.0,1061.0,0.0,0.0,1061.0,877.05,-183.95,1557.0,0.68,0.68,0.563295,1573.0,0.67,0.67,0.553058,
12/27/2015,5775.0,4087.0,1688.0,-2534.0,2534.0,3241.0,374.0,-1930.0,578.0,1352.0,0.0,1685.0,25.0,-62.0,74.0,-136.0,-99.0,,20.0,116.0,1710.0,-214.0,1496.0,0.0,0.0,0.0,1496.0,2.0,1498.0,0.0,0.0,1498.0,1402.05,-95.95,1502.0,1.0,1.0,0.933455,1517.0,0.99,0.99,0.92675,
03/27/2016,5551.0,3349.0,2202.0,-2141.0,2141.0,3410.0,0.0,-1995.0,619.0,1301.0,75.0,1415.0,55.0,-86.0,72.0,-158.0,-127.0,,11.0,147.0,1470.0,-306.0,1164.0,0.0,0.0,0.0,1164.0,0.0,1164.0,0.0,0.0,1164.0,1182.6,18.6,1487.0,0.78,0.78,0.795293,1498.0,0.78,0.78,0.792417,
06/26/2016,6044.0,3875.0,2169.0,-2534.0,2534.0,3510.0,0.0,-1918.0,620.0,1268.0,30.0,1592.0,101.0,-81.0,75.0,-156.0,-176.0,,18.0,138.0,1693.0,-250.0,1443.0,0.0,0.0,0.0,1443.0,1.0,1444.0,0.0,0.0,1444.0,1447.8,3.8,1471.0,0.98,0.98,0.984228,1486.0,0.97,0.97,0.972557,
09/25/2016,6184.0,4156.0,2028.0,-2539.0,2539.0,3645.0,0.0,-1841.0,568.0,1229.0,44.0,1804.0,156.0,76.0,76.0,0.0,-232.0,,35.0,-35.0,1960.0,-361.0,1599.0,0.0,0.0,0.0,1599.0,0.0,1599.0,0.0,0.0,1599.0,1592.2,-6.8,1476.0,1.08,1.08,1.078726,1491.0,1.07,1.07,1.065439,
12/25/2016,5999.0,4139.0,1860.0,-2443.0,2443.0,3556.0,0.0,-2778.0,591.0,1311.0,876.0,778.0,92.0,-77.0,90.0,-167.0,-182.0,,3.0,164.0,870.0,-189.0,681.0,0.0,0.0,0.0,681.0,1.0,682.0,0.0,0.0,682.0,1579.4,897.4,1478.0,0.46,0.46,1.068606,1495.0,0.46,0.46,1.060268,
03/26/2017,5016.0,3689.0,1327.0,-2208.0,2208.0,2808.0,0.0,-2079.0,615.0,1386.0,78.0,729.0,128.0,-46.0,107.0,-153.0,-235.0,,14.0,139.0,857.0,-108.0,749.0,0.0,0.0,0.0,749.0,,749.0,0.0,0.0,749.0,1725.05,976.05,1477.0,0.51,0.51,1.167942,1489.0,0.5,0.5,1.155507,
06/25/2017,5371.0,4121.0,1250.0,-2488.0,2488.0,2883.0,0.0,-2110.0,710.0,1391.0,9.0,773.0,85.0,-14.0,133.0,-147.0,-218.0,,31.0,116.0,858.0,7.0,865.0,0.0,0.0,0.0,865.0,1.0,866.0,0.0,0.0,866.0,984.994096,118.994096,1478.0,0.59,0.59,0.666437,1491.0,0.58,0.58,0.659808,
09/24/2017,5905.0,4698.0,1207.0,-2653.0,2653.0,3252.0,0.0,-2919.0,742.0,1397.0,780.0,333.0,101.0,164.0,164.0,0.0,-265.0,0.0,,0.0,434.0,-266.0,168.0,0.0,0.0,0.0,168.0,0.0,168.0,0.0,0.0,168.0,1987.65,1819.65,1476.0,0.11,0.11,1.346646,1488.0,0.11,0.11,1.332883,
12/24/2017,6035.0,1331.0,4704.0,-2663.0,2663.0,3372.0,0.0,-3376.0,773.0,1420.0,1183.0,-4.0,-56.0,44.0,170.0,-126.0,-114.0,,21.0,105.0,-60.0,-5923.0,-5983.0,0.0,0.0,0.0,-5983.0,0.0,-5983.0,0.0,0.0,-5983.0,909.45,6892.45,1477.0,-4.05,-4.05,0.615741,1477.0,-4.05,-4.05,0.615741,
03/25/2018,5220.0,3936.0,1284.0,-2239.0,2239.0,2981.0,0.0,-2581.0,869.0,1402.0,310.0,400.0,-83.0,25.0,179.0,-154.0,-96.0,,,154.0,317.0,13.0,330.0,0.0,0.0,0.0,330.0,0.0,330.0,0.0,0.0,330.0,907.655596,577.655596,1482.0,0.22,0.22,0.612453,1494.0,0.22,0.22,0.60665,
06/24/2018,5577.0,4110.0,1467.0,-2491.0,2491.0,3086.0,0.0,-2183.0,655.0,1416.0,112.0,903.0,31.0,30.0,212.0,-182.0,-243.0,,28.0,154.0,934.0,268.0,1202.0,0.0,0.0,0.0,1202.0,0.0,1202.0,0.0,0.0,1202.0,1303.470027,101.470027,1478.0,0.81,0.81,0.881915,1487.0,0.81,0.81,0.878238,
09/30/2018,5778.0,4650.0,1128.0,-2850.0,2850.0,2928.0,0.0,-3607.0,689.0,1388.0,1530.0,-679.0,-121.0,207.0,207.0,0.0,-86.0,0.0,,0.0,-800.0,287.0,-513.0,0.0,0.0,0.0,-513.0,0.0,-513.0,0.0,0.0,-513.0,784.49,1297.49,1417.0,-0.36,-0.36,0.553627,1417.0,-0.36,-0.36,0.553627,
12/30/2018,4842.0,3754.0,1088.0,-2188.0,2188.0,2654.0,0.0,-1944.0,526.0,1269.0,149.0,710.0,-151.0,82.0,156.0,-74.0,-5.0,,21.0,53.0,559.0,509.0,1068.0,0.0,0.0,0.0,1068.0,0.0,1068.0,0.0,0.0,1068.0,1319.53,251.53,1213.0,0.88,0.88,1.087824,1223.0,0.87,0.87,1.075666,
03/31/2019,4982.0,3753.0,1229.0,-2179.0,2179.0,2803.0,0.0,-1863.0,573.0,1308.0,-18.0,940.0,-134.0,82.0,162.0,-80.0,-28.0,,,80.0,806.0,-143.0,663.0,0.0,0.0,0.0,663.0,0.0,663.0,0.0,0.0,663.0,810.487018,147.487018,1213.0,0.55,0.55,0.668167,1217.0,0.55,0.55,0.668167,
06/30/2019,9635.0,3531.0,6104.0,-2114.0,2114.0,7521.0,0.0,-2204.0,547.0,1380.0,277.0,5317.0,184.0,79.0,160.0,-81.0,-344.0,,22.0,59.0,5501.0,-3352.0,2149.0,0.0,0.0,0.0,2149.0,0.0,2149.0,0.0,0.0,2149.0,5033.32,2884.32,1217.0,1.77,1.77,4.135842,1231.0,1.75,1.75,4.093071,
09/29/2019,4814.0,3573.0,1241.0,-2118.0,2118.0,2696.0,0.0,-1995.0,548.0,1441.0,6.0,701.0,-86.0,150.0,150.0,0.0,-64.0,,,0.0,615.0,-109.0,506.0,0.0,0.0,0.0,506.0,0.0,506.0,0.0,0.0,506.0,950.45,444.45,1197.0,0.42,0.42,0.794027,1211.0,0.42,0.42,0.787011,
12/29/2019,5077.0,3534.0,1543.0,-2113.0,2113.0,2964.0,0.0,-1934.0,528.0,1406.0,0.0,1030.0,-83.0,79.0,148.0,-69.0,-65.0,,10.0,59.0,947.0,-22.0,925.0,0.0,0.0,0.0,925.0,0.0,925.0,0.0,0.0,925.0,921.47,-3.53,1144.0,0.81,0.81,0.805481,1159.0,0.8,0.8,0.796954,
03/29/2020,5216.0,4050.0,1166.0,-2297.0,2297.0,2919.0,0.0,-1928.0,483.0,1468.0,-23.0,991.0,-393.0,99.0,146.0,-47.0,247.0,,6.0,41.0,598.0,-130.0,468.0,0.0,0.0,0.0,468.0,0.0,468.0,0.0,0.0,468.0,793.192857,325.192857,1139.0,0.41,0.41,0.696394,1151.0,0.41,0.41,0.692531,
06/28/2020,4893.0,3794.0,1099.0,-2080.0,2080.0,2813.0,0.0,-2031.0,511.0,1520.0,0.0,782.0,86.0,113.0,143.0,-30.0,-229.0,,6.0,24.0,868.0,-23.0,845.0,0.0,0.0,0.0,845.0,0.0,845.0,0.0,0.0,845.0,752.615484,-92.384516,1127.0,0.75,0.75,0.667804,1139.0,0.74,0.74,0.65889,
09/30/2020,5925.895,,,,,3446.6190499,,,,,,1686.059,,,,,,,,,1550.938,,1927.444,,,,,,1927.444,,,1927.444,1349.474,,,1.783,1.783,1.172,,1.783,1.783,1.172,
12/31/2020,7130.167,,,,,4178.49176701,,,,,,2375.813,,,,,,,,,2237.133,,1532.556,,,,,,1532.556,,,1532.556,1910.778,,,1.329,1.329,1.658,,1.329,1.329,1.658,
