Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1993,6.907,,,-8.254,,-1.347,,-1.154,,,,-2.501,0.521,,0.24,,0.0,-0.761,-1.98,0.0,-1.98,0.0,,,-1.98,0.0,-1.98,0.0,,-1.98,-1.98,,10.849,-0.17,-0.17,,10.849,-0.17,-0.17,-0.17,
09/30/1993,4.4,,,-8.333,,-3.933,,-1.569,,,,-5.502,0.345,,0.23,,0.0,-0.575,-5.157,0.0,-5.157,0.0,,,-5.157,0.0,-5.157,0.0,,-5.157,-5.157,,11.647,-0.44,-0.44,,11.647,-0.44,-0.44,-0.44,
12/31/1993,3.64,,,-9.187,,-5.547,,-1.095,,,,-6.642,0.369,,0.211,,0.0,-0.58,-6.273,0.0,-6.273,0.0,,,-6.273,0.0,-6.273,0.0,,-6.273,-6.273,,11.869,-0.52,-0.52,-0.52,11.869,-0.52,-0.52,-0.52,
03/31/1994,3.136,,,-13.73,,-10.594,,-1.641,,,,-12.235,0.457,,0.211,,0.0,-0.668,-11.778,0.0,-11.778,0.0,,,-11.778,0.0,-11.778,0.0,,-11.778,-11.778,,14.548,-0.81,-0.81,,14.548,-0.81,-0.81,-0.81,
06/30/1994,7.411,,,-13.168,,-5.757,,-1.659,,,,-7.416,0.684,,0.212,,0.0,-0.896,-6.732,0.0,-6.732,0.0,,,-6.732,0.0,-6.732,0.0,,-6.732,-6.732,,17.306999,-0.39,-0.39,,17.306999,-0.39,-0.39,-0.39,
09/30/1994,5.21,,,-11.695,,-6.485,,-2.145,,,,-8.63,0.99,,0.345,,0.0,-1.335,-7.64,0.0,-7.64,0.0,,,-7.64,0.0,-7.64,0.0,,-7.64,-7.64,,18.259001,-0.42,-0.42,,18.259001,-0.42,-0.42,-0.42,
12/31/1994,5.924,,,-13.02,,-7.096,,-3.735,,,,-10.831,0.916,,0.658,,0.0,-1.574,-9.915,0.0,-9.915,0.0,,,-9.915,0.0,-9.915,0.0,,-9.915,-9.915,,18.278,-0.54,-0.54,-0.54,18.278,-0.54,-0.54,-0.54,
03/31/1995,2.627,,,-13.529,,-10.902,,-3.074,,,,-13.976,1.395,,0.468,,0.0,-1.863,-12.581,0.0,-12.581,0.0,,,-12.581,0.0,-12.581,0.0,,-12.581,-12.581,,18.287001,-0.69,-0.69,,18.287001,-0.69,-0.69,-0.69,
06/30/1995,14.914,,,-16.864,,-1.950001,,-3.214,,,,-5.164,1.182,,0.914,,0.0,-2.096,-3.982,0.0,-3.982,0.0,,,-3.982,0.0,-3.982,0.0,,-3.982,-3.982,,18.353001,-0.22,-0.22,,18.353001,-0.22,-0.22,-0.22,
09/30/1995,19.17,,,-23.922001,,-4.752001,,-4.461,,,,-9.213,4.591,,1.086,,0.0,-5.677,-4.622,0.0,-4.622,0.0,,,-4.622,0.0,-4.622,0.0,,-4.622,-4.622,,20.781,-0.22,-0.22,,20.781,-0.22,-0.22,-0.22,
12/31/1995,10.288,,,-19.679001,,-9.391001,,-5.013,,,,-14.404,2.586,,0.644,,0.0,-3.23,-11.818,0.0,-11.818,0.0,,,-11.818,0.0,-11.818,0.0,,-11.818,-11.818,,23.400999,-0.51,-0.51,-0.51,23.400999,-0.51,-0.51,-0.51,
03/31/1996,3.728,,,,,,,-19.788,,,,-16.059999,1.122,,0.619,,0.0,-1.741,-14.937999,0.0,-14.938,0.0,,,-14.937999,0.0,-14.938,0.0,,-14.938,-14.938,,24.045,-0.62,-0.62,-0.62,24.045,-0.62,-0.62,-0.62,
06/30/1996,4.06,,,,,,,-22.514999,,,,-18.455,1.555,,0.568,,0.0,-2.123,-16.9,0.0,-16.9,0.0,,,-16.9,0.0,-16.9,0.0,,-16.9,-16.9,,24.301001,-0.7,-0.7,-0.7,24.301001,-0.07,-0.07,-0.07,
09/30/1996,3.619,,,,,,,-21.926001,,,,-18.306999,1.746,,0.558,,0.0,-2.304,-16.560999,0.0,-16.561001,0.0,,,-16.560999,0.0,-16.561001,0.0,,-16.561001,-16.561001,,24.438,-0.68,-0.68,-0.68,24.438,-0.68,-0.68,-0.68,
12/31/1996,9.959,,,,,,,-26.472,,,,-16.513,1.782,,0.541,,0.0,-2.323,-14.731,0.0,-14.731,-9.845,,,-4.886,0.0,-4.886,0.0,,-4.886,-4.886,,24.534,-0.2,-0.6,-0.6,24.534,-0.2,-0.6,-0.6,
03/31/1997,5.628,,,,,,,-21.874001,,,,-16.246,1.116,,0.501,,0.0,-1.617,-15.13,0.0,-15.13,0.0,,,-15.13,0.0,-15.13,0.0,,-15.13,-15.13,,24.691,-0.61,-0.61,-0.61,24.691,-0.61,-0.61,-0.61,
06/30/1997,3.889,,,,,,,-24.402,,,,-20.513,1.441,,1.002,,0.0,-2.443,-19.072,0.0,-19.072001,0.0,,,-19.072,0.0,-19.072001,0.0,,-19.072001,-19.072001,,25.104,-0.76,-0.76,-0.76,25.104,-0.76,-0.76,-0.76,
09/30/1997,4.599,,,,,,,-17.718,,,,-13.119,0.96,-0.96,0.972,-1.932,,0.0,-12.159,,-12.159,,,,,,-12.159,0.0,,-12.159,-12.159,,25.74238,-0.47,-0.47,-0.47,25.74238,-0.47,-0.47,-0.47,
12/31/1997,9.024,,,,,,,-24.337,,,,-15.313,1.255,,0.726,,0.0,-1.981,-14.058,0.0,-14.058,0.0,,,-14.058,0.0,-14.058,0.0,,-14.058,-14.058,,26.806999,-0.52,-0.52,-0.52,26.806999,-0.52,-0.52,-0.52,
03/31/1998,3.568,,,,,,,-19.143,,,,-15.575,0.916,-0.916,0.555,-1.471,,0.0,-14.659,,-14.659,,,,,,-14.659,,,-14.659,-14.659,,27.870715,-0.53,-0.53,-0.53,27.870715,-0.53,-0.53,-0.53,
06/30/1998,3.412,,,,,,,-17.08,,,,-13.668,1.053,-1.053,0.456,-1.509,,0.0,-12.615,,-12.615,,,,,,-12.615,0.0,,-12.615,-12.615,,28.51418,-0.44,-0.44,-0.44,28.51418,-0.44,-0.44,-0.44,
09/30/1998,2.773,,,,,,,-17.634,,,,-14.861,0.992,-0.992,0.446,-1.438,,0.0,-13.869,,-13.869,,,,,,-13.869,,,-13.869,-13.869,,28.655804,-0.48,-0.48,-0.48,28.655804,-0.48,-0.48,-0.48,
12/31/1998,5.902,,,,,,,-20.739,,,,-14.837,0.573,,0.417,,0.0,-0.99,-14.264,0.0,-14.264,0.0,,,-14.264,0.0,-14.264,0.0,,-14.264,-14.264,,28.733999,-0.5,-0.5,-0.5,28.733999,-0.5,-0.5,-0.5,
03/31/1999,4.23,,,-0.188,,4.042,,-23.586,,,,-19.544,-0.397,0.397,1.275,-0.878,,0.0,-19.941,,-19.941,,,,,,-19.941,,,-19.941,-19.941,,28.819187,-0.69,-0.69,-0.69,28.819187,-0.69,-0.69,-0.69,
06/30/1999,10.749,,,-0.651,,10.098,,-20.346,,,,-10.248,-1.253,1.253,2.115,-0.862,,0.0,-11.501,,-11.501,,,,,,-11.501,0.0,,-11.501,-11.501,,28.99829,-0.4,-0.4,-0.4,28.99829,-0.4,-0.4,-0.4,
09/30/1999,11.556,,,-0.874,,10.682,,-23.538,,,,-12.856,-0.556,0.556,2.413,-1.857,,0.0,-13.412,,-13.412,,,,,,-13.412,-1.107,,-14.519,-14.519,,30.73909,-0.47,-0.47,-0.47,30.73909,-0.47,-0.47,-0.47,
12/31/1999,18.384,,,-1.537,,16.847,,-29.942,,,,-13.095,-0.808,0.808,2.45,-1.642,,0.0,-13.903,,-13.903,11.187,,,,,-25.09,-2.291,,-27.381,-27.381,11.2,29.584199,-0.93,-0.93,-0.85,29.584199,-0.93,-0.93,-0.85,
03/31/2000,18.296,,,-1.792,,16.504,,-27.885,,,,-11.381,1.81,-1.81,1.212,-3.022,,0.0,-9.571,,-9.571,,,,,,-9.571,-2.266,,-11.837,-11.837,,32.78039,-0.36,-0.36,-0.36,32.78039,-0.36,-0.36,-0.36,
06/30/2000,19.71,,,-3.282,,16.428,,-28.208,,,,-11.78,4.951,-4.951,1.737,-6.688,,0.0,-6.829,,-6.829,,,,,,-6.829,-2.265,,-9.094,-9.094,,34.048553,-0.27,-0.27,-0.27,34.048553,-0.27,-0.27,-0.27,
09/30/2000,22.62,,,-4.111,,18.509,,-30.726,,,,-12.217,0.429,,,,,-0.429,-11.788,,-11.788,,,,,,-11.788,-2.266,,-14.054,-14.054,,34.865823,-0.4,-0.4,-0.4,34.865823,-0.4,-0.4,-0.4,
12/31/2000,45.707,,,-6.12,,39.587,,-46.307,,,,-6.72,-46.292,2.78,2.78,,0.0,43.512,-53.012,0.0,-53.012,0.0,,,-53.012,0.0,-53.012,-2.266,0.0,-55.278,-55.278,,41.801,-1.32,-1.32,-0.3,41.801,-1.32,-1.32,-0.3,
03/31/2001,47.072,,,-8.298,,38.774,,-47.465,,,,-8.691,-0.851,0.851,2.358,-1.507,,0.0,-9.542,,-9.542,,,,,,-9.542,-2.266,,-11.808,-11.808,,42.732,-0.28,-0.28,-0.28,42.732,-0.28,-0.28,-0.28,
06/30/2001,56.199,,,-9.273,,46.926,,-51.747,,,,-4.821,-1.169,1.097,4.136,-3.039,,0.072,-5.99,,-5.99,-3.016,,,,,-2.974,-3.328,,-6.302,-6.302,,47.725,-0.13,-0.19,-0.19,47.725,-0.13,-0.19,-0.19,
09/30/2001,83.822,,,-14.341,,69.481,,-46.206,,,,23.275,-1.698,2.545,6.666,-4.121,,-0.847,21.577,,21.577,,,,,,21.577,-0.07,,21.507,21.507,,50.269,0.43,0.43,0.43,53.412,0.4,0.4,0.4,
12/31/2001,79.55,,,-13.034,,66.516,,-52.88,,,,13.636,-78.181,3.967,7.47,-3.503,,74.214,-64.545,,-64.545,0.0,,,,,-64.545,0.0,,-64.545,-64.545,72.494,48.292,-1.34,-1.34,0.16,48.292,-1.34,-1.34,0.16,
03/31/2002,111.501,,,-13.845,,97.656,,-78.4,,,,19.256,-9.466,8.628,11.498,-2.87,,0.838,9.79,-1.985,7.805,10.676,,,-2.871,,-2.871,,,-2.871,-2.871,,54.963,-0.05,0.14,0.14,54.963,-0.05,0.14,0.14,
06/30/2002,120.727,,,-15.472,,105.255,,-84.354,,,,20.901,-6.472,6.012,9.782,-3.77,,0.46,14.429,0.0,14.429,,,,14.429,,14.429,0.0,,14.429,14.429,,55.071,0.26,0.26,0.26,57.033,0.25,0.25,0.25,
09/30/2002,130.363,,,-19.502,,110.861,,-84.655,,,,26.206,-4.73,4.186,8.126,-3.94,,0.544,21.476,-1.5,19.976,,,,19.976,,19.976,,,19.976,19.976,,55.128,0.36,0.36,0.36,56.73,0.35,0.35,0.35,
12/31/2002,144.306,,,-25.418,,118.888,,-89.106,,,,29.782,-13.044,5.294,8.809,-3.515,,7.75,16.738,116.114,132.852,-7.142,,,139.994,,139.994,0.0,,139.994,139.994,0.0,55.104,2.54,2.41,2.41,55.104,2.24,2.1,2.1,
03/31/2003,144.697,,,-20.538,,124.159,,-98.903,,,,25.256,-5.518,5.942,8.536,-2.594,,-0.424,19.738,-7.5,12.238,,,,12.238,,12.238,,,12.238,12.238,,55.452,0.22,0.22,0.22,57.09,0.21,0.21,0.21,
06/30/2003,168.827,,,-22.161,,146.666,,-115.611,,,,31.055,-3.352,5.239,7.82,-2.581,,-1.887,27.703,-9.58,18.123,,,,18.123,,18.123,0.0,,18.123,18.123,,55.504,0.33,0.33,0.33,64.435,0.31,0.31,0.31,
09/30/2003,190.043,,,-22.584,,167.459,,-119.065,,,,48.394,-13.594,3.256,6.218,-2.962,,10.338,34.8,-12.528,22.272,,,,22.272,,22.272,,,22.272,22.272,9.816,55.573,0.4,0.4,0.57,64.552,0.38,0.38,0.53,
12/31/2003,211.24,,,-27.092,,184.148,,-132.804,,,,51.344,-3.271,3.17,6.331,-3.161,,0.101,48.073,-16.848,31.225,,,,31.225,,31.225,0.0,,31.225,31.225,0.0,55.56,0.56,0.56,0.56,55.56,0.56,0.56,0.56,
03/31/2004,214.982,,,-25.977,,189.005,,-150.481,,,,38.524,-4.071,2.644,5.89,-3.246,,1.427,34.453,-12.742,21.711,,,,21.711,,21.711,,,21.711,21.711,0.961,55.905,0.39,0.39,0.39,64.999,0.37,0.37,0.37,
06/30/2004,239.477,,,-27.38,,212.097,,-170.891,,,,41.206,-33.64,2.233,5.822,-3.589,,31.407,7.566,-14.417,-6.851,,,,-6.851,,-6.851,0.0,,-6.851,-6.851,30.071,56.11,-0.12,-0.12,-0.12,56.11,-0.12,-0.12,-0.12,
09/30/2004,261.967,,,-33.782,,228.185,,-147.969,,,,80.216,-225.998,0.372,5.176,-4.804,0.0,225.626,-145.782,-19.464,-165.246,0.0,,,-165.246,0.0,-165.246,0.0,0.0,-165.246,-165.246,211.421,56.178,-2.94,-2.94,0.82,56.178,-2.94,-2.94,0.82,
12/31/2004,298.999,,,-32.834,,266.165,,-196.906,,,,69.259,6.32,0.451,5.298,-4.847,0.0,-6.771,75.579,0.994,76.573,0.0,,,76.573,0.0,76.573,0.0,0.0,76.573,76.573,,57.75,1.33,1.33,1.05,58.1,1.32,1.32,1.04,
03/31/2005,279.981,,,-41.114,,238.867,,-197.645,,,,41.222,0.643,0.692,5.551,-4.859,0.0,-1.335,41.865,-15.203,26.662,0.0,,,26.662,0.0,26.662,0.0,0.0,26.662,26.662,9.618,57.994,0.46,0.46,0.46,65.065,0.44,0.44,0.59,
06/30/2005,285.971,,,-35.35,,250.621,,-204.468,,,,46.153,-288.242,-1.187,6.266,-7.453,0.0,289.429,-242.089,-6.943,-249.032,0.0,,,-249.032,0.0,-249.032,0.0,0.0,-249.032,-249.032,291.051,58.046,-4.29,-4.29,-4.29,58.046,-4.29,-4.29,0.72,
09/30/2005,309.536,,,-37.629,,271.907,,-217.533,,,,54.374,-3.7,0.247,7.494,-7.247,0.0,3.453,50.674,-21.331,29.343,0.0,,,29.343,0.0,29.343,0.0,0.0,29.343,29.343,16.761,58.064,0.51,0.51,0.51,59.398,0.5,0.5,0.782,
12/31/2005,336.404,,,-50.13,,286.274,,-263.346,,,,22.928,-118.496,-0.688,5.924,-6.612,0.0,119.184,-95.568,113.641,18.073,0.0,,,18.073,0.0,18.073,0.0,0.0,18.073,18.073,,58.1,0.31,0.31,0.74,60.351,0.3,0.3,0.73,
03/31/2006,356.943,,,-77.939,,279.004,,-261.212,,,,17.792,-13.451,-0.506,4.536,-5.042,0.0,13.957,4.341,-0.774,3.567,0.0,,,3.567,0.0,3.567,0.0,0.0,3.567,3.567,13.105,59.734,0.06,0.06,0.06,73.508,0.05,0.05,0.05,
06/30/2006,440.111,,,-89.514,,350.597,,-268.715,,,,81.882,0.251,-0.41,4.238,-4.648,0.0,0.159,82.133,-31.716,50.417,0.0,,,50.417,0.0,50.417,0.0,0.0,50.417,50.417,,60.738,0.83,0.83,0.83,66.654,0.76,0.76,0.76,
09/30/2006,482.333,,,-62.356,,419.977,,-266.351,,,,153.626,1.192,-2.297,4.749,-7.046,0.0,1.105,154.818,-59.077,95.741,0.0,,,95.741,0.0,95.741,0.0,0.0,95.741,95.741,,60.762,1.58,1.58,1.58,67.072,1.43,1.43,1.43,
12/31/2006,484.682,,,-148.936,,335.746,,-289.909,,,,45.837,-48.875,-3.303,5.399,-8.702,48.122,4.056,-3.038,-1.871,-4.909,0.0,,,-4.909,0.0,-4.909,0.0,0.0,-4.909,-4.909,,61.783,-0.08,-0.08,0.49,61.783,-0.08,-0.08,0.49,
03/31/2007,437.034,,,-86.546,,350.488,,-236.412,,,,114.076,4.737,-1.981,4.595,-6.576,0.0,-2.756,118.813,-43.628,75.185,0.0,,,75.185,0.0,75.185,0.0,0.0,75.185,75.185,,65.806,1.14,1.14,1.14,75.835,0.99,0.99,0.99,
06/30/2007,447.212,,,-83.166,,364.046,,-341.645,,,,22.401,7.313,-3.024,5.017,-8.041,0.0,-4.289,29.714,-34.022,-4.308,0.0,,,-4.308,0.0,-4.308,0.0,0.0,-4.308,-4.308,,66.445,-0.06,-0.06,-0.06,66.445,-0.06,-0.06,-0.06,
09/30/2007,438.421,,,-82.258,,356.163,,-279.983,,,,76.18,-357.98,-3.208,5.66,-8.868,0.0,361.188,-281.8,-24.963,-306.763,0.0,,,-306.763,0.0,-306.763,0.0,0.0,-306.763,-306.763,379.243,66.931,-4.58,-4.58,1.08,79.03,-4.58,-4.58,0.92,
12/31/2007,449.971,,,-93.721,,356.25,,-246.874,,,,109.376,-48.346,,4.561,-9.331,0.0,53.116,61.03,-19.269,41.761,0.0,,,41.761,0.0,41.761,0.0,0.0,41.761,41.761,,67.187,0.62,0.62,0.94,78.734,0.53,0.53,0.8,
03/31/2008,443.219,,,-89.916,,353.303,0.0,-280.423,198.988,,13.911,72.88,-24.269,15.677,22.278,-6.601,,8.592,48.611,-18.169,30.442,0.0,,,30.442,0.0,30.442,0.0,0.0,30.442,30.442,,67.665,0.45,0.45,0.97,74.286,0.41,0.41,0.88,
06/30/2008,492.715,,,-101.318,,391.397,0.0,-290.309,209.9,,1.565,101.088,-18.985,15.877,20.789,-4.912,0.0,3.108,82.103,-30.212,51.891,0.0,,,51.891,0.0,51.891,0.0,0.0,51.891,51.891,,67.777,0.77,0.77,1.13,74.852,0.69,0.69,1.02,
09/30/2008,498.482,,,-121.477,,377.005,0.0,-311.273,222.948,,88.325,65.732,-26.242,15.011,19.013,-4.002,0.0,11.231,39.49,66.108,105.598,0.0,,,105.598,0.0,105.598,0.0,0.0,105.598,105.598,,68.118,1.55,1.55,1.36,78.92,1.34,1.34,1.18,
12/31/2008,540.138,,,-99.523,,440.615,0.0,-348.884,,,,91.731,-145.312,1.41,2.796,-1.386,0.0,143.902,-53.581,16.29,-37.291,0.0,,,-37.291,21.073,11.586,0.0,0.0,11.586,11.586,,68.505,0.17,0.17,1.66,77.823,0.15,0.15,1.46,
03/31/2009,519.968,514.366,5.602,-97.77,97.77,422.198,0.0,-336.001,200.59,103.024,32.387,86.197,-9.361,15.9,16.604,-0.704,0.38,-6.919,76.836,-33.054,43.782,0.0,0.0,0.0,43.782,14.801,58.583,0.0,0.0,58.583,77.302823,18.719823,68.792,0.85,0.85,1.123718,77.993,0.75,0.75,0.990019,
06/30/2009,547.813,539.021,8.792,-105.407,105.407,442.406,0.0,-336.354,223.656,102.085,10.613,106.052,12.92,19.184,20.114,-0.93,-4.603,-27.501,118.972,-46.932,72.04,0.0,0.0,0.0,72.04,12.724,84.764,0.0,0.0,84.764,79.76177,-5.00223,71.119,1.19,1.19,1.121525,76.629,1.11,1.11,1.044721,
09/30/2009,549.412,535.223,14.189,-90.456,90.456,458.956,0.0,-300.287,194.068,99.157,7.062,158.669,-20.899,24.674,26.495,-1.821,-3.775,0.0,137.77,-42.673,95.097,0.0,0.0,0.0,95.097,7.625,102.722,0.0,0.0,102.722,105.229008,2.507008,74.647,1.38,1.38,1.409688,78.431,1.31,1.31,1.341965,
12/31/2009,575.115,562.938,12.177,-105.204,105.204,469.911,0.0,-486.864,203.738,91.165,191.961,-16.953,-27.218,25.315,27.123,-1.808,1.903,0.0,-44.171,43.979,-0.192,0.0,0.0,0.0,-0.192,96.75,96.558,0.0,0.0,96.558,204.893648,108.335648,74.72,1.29,1.29,2.742153,78.508,1.23,1.23,2.609931,
03/31/2010,596.585,576.681,19.904,-105.043,105.043,491.542,0.0,-310.762,204.641,105.377,0.744,180.78,-32.132,24.861,26.791,-1.93,1.102,6.169,148.648,-48.311,100.337,0.0,0.0,0.0,100.337,10.228,110.565,0.0,0.0,110.565,116.312806,5.747806,74.99,1.47,1.47,1.551044,81.811,1.35,1.35,1.420257,
06/30/2010,726.91,712.435,14.475,-170.739,170.739,556.171,0.0,-364.31,258.468,101.261,4.581,191.861,-36.214,26.882,28.182,-1.3,-6.432,15.764,155.647,-63.254,92.393,0.0,0.0,0.0,92.393,-3.329,89.064,0.0,0.0,89.064,100.863164,11.799164,75.192,1.18,1.18,1.341408,80.507,1.11,1.11,1.256561,
09/30/2010,716.993,707.077,9.916,-151.939,151.939,565.054,0.0,-345.317,226.791,110.966,7.56,219.737,-26.927,24.081,24.989,-0.908,2.846,0.0,192.81,-61.262,131.548,0.0,0.0,0.0,131.548,0.952,132.5,0.0,0.0,132.5,137.095685,4.595685,75.201,1.76,1.76,1.823057,79.773,1.66,1.66,1.71761,
12/31/2010,770.569,764.759,5.81,-150.142,150.142,620.427,0.0,-494.181,268.504,122.391,103.286,126.246,-4.552,19.174,20.362,-1.188,,-14.622,121.694,-28.289,93.405,0.0,0.0,0.0,93.405,0.211,93.616,0.0,0.0,93.616,154.437842,60.821842,75.355,1.24,1.24,2.04947,80.964,1.16,1.16,1.911221,
03/31/2011,745.113,736.002,9.111,-157.983,157.983,587.13,0.0,-411.306,250.686,122.313,38.307,175.824,138.517,23.19,24.207,-1.017,2.522,-164.229,314.341,-102.731,211.61,0.0,0.0,0.0,211.61,-0.522,211.088,0.0,0.0,211.088,129.120451,-81.967549,75.743,2.79,2.79,1.704718,79.836,2.64,2.64,1.613301,
06/30/2011,738.263,730.1,8.163,-123.667,123.667,614.596,0.0,-466.206,276.068,134.851,55.287,148.39,49.891,23.222,24.475,-1.253,-9.877,-63.236,198.281,-83.089,115.192,0.0,0.0,0.0,115.192,2.983,118.175,0.0,0.0,118.175,42.442071,-75.732929,76.679,1.54,1.54,0.553503,88.303,1.34,1.34,0.482352,
09/30/2011,764.0,,,,,635.648,,,,,,265.667,,,,,,,256.25,,172.0,,,,,,172.0,,,172.0,168.5,,,2.13,2.13,2.1,,2.13,2.13,2.1,
12/31/2011,776.6,,,,,645.7429,,,,,,263.333,,,,,,,263.5,,178.333,,,,,,178.333,,,178.333,166.5,,,2.14,2.14,2.151,,2.14,2.14,2.151,
