Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1993,90.313004,,-27.868999,,62.444004,,-38.334,,,,,24.110001,1.344,,,,0.0,,-1.344,25.454001,-8.665,,,,16.789,0.0,,,16.789001,0.0,16.789,0.0,,16.789,16.789,,259.442997,0.066667,0.066667,,259.442997,0.066667,0.066667,0.066667,
02/28/1994,95.663002,,-29.231001,,66.432001,,-40.069,,,,,26.363001,1.706,,,,0.0,,-1.706,28.069001,-9.985,,,,18.084,0.0,,,18.084001,0.0,18.084,0.0,,18.084,18.084,,259.393507,0.071111,0.071111,,259.393507,0.071111,0.071111,0.071111,
05/31/1994,100.426003,,-30.759001,,69.667002,,-41.007999,,,,,28.659,2.065,,,,0.0,,-2.065,30.724,-10.521,,,,19.614,0.0,,,20.203,0.0,19.614,0.0,,19.614,19.614,,259.393507,0.075556,0.075556,0.075556,259.393507,0.075556,0.075556,0.075556,
08/31/1994,96.225998,,-29.805,,66.420998,,-40.381001,,,,,26.040001,1.391,,,,0.0,,-1.391,27.431001,-10.318,,,,17.113001,0.0,,,17.113001,0.0,17.113001,0.0,,17.113001,17.113001,,257.348248,0.066667,0.066667,,257.348248,0.066667,0.066667,0.066667,
11/30/1994,106.860001,,-32.876999,,73.983002,,-44.730999,,,,,29.252001,1.664,,,,0.0,,-1.664,30.916001,-11.507,,,,19.409,0.0,,,19.409001,0.0,19.409,0.0,,19.409,19.409,,258.7185,0.075556,0.075556,,258.7185,0.075556,0.075556,0.075556,
02/28/1995,120.719002,,-38.716,,82.003002,,-50.769001,,,,,31.233999,1.46,,,,0.0,,-1.46,32.693999,-12.15,,,,20.544001,0.0,,,20.544,0.0,20.544001,0.0,,20.544001,20.544001,,261.330757,0.08,0.08,,261.330757,0.08,0.08,0.08,
05/31/1995,128.466995,,-40.744999,,87.721996,,-55.221001,,,,,32.500999,2.432,,,,0.0,,-2.432,34.932999,-11.767,,,,22.134001,0.0,,,23.165999,0.0,22.134001,0.0,,22.134001,22.134001,,262.057502,0.084444,0.084444,0.084444,262.057502,0.084444,0.084444,0.084444,
08/31/1995,127.226997,,-41.278999,,85.947998,,-57.099998,,,,,28.848,4.102,,,,0.0,,-4.102,32.95,-12.201,,,,20.749001,0.0,,,20.749,0.0,20.749001,0.0,,20.749001,20.749001,,259.316998,0.08,0.08,,259.316998,0.08,0.08,0.08,
11/30/1995,133.046005,,-43.549999,,89.496006,,-54.752998,,,,,34.743,1.803,,,,0.0,,-1.803,36.546,-13.811,,,,22.735001,0.0,,,22.735,0.0,22.735001,0.0,,22.735001,22.735001,,259.544243,0.088889,0.088889,,259.544243,0.088889,0.088889,0.088889,
02/28/1996,133.468994,,-43.873001,,89.595993,,-54.202999,,,,,35.393002,1.804,,,,0.0,,-1.804,37.197002,-13.704,,,,23.493,0.0,,,23.493001,0.0,23.493,0.0,,23.493,23.493,,259.875,0.088889,0.088889,,259.875,0.088889,0.088889,0.088889,
05/31/1996,141.417007,,-45.661999,,95.755008,,-57.459,,,,,38.296001,4.68,,,,0.0,,-4.68,42.976001,-15.847,,,,27.129,0.0,,,27.129001,0.0,27.129,0.0,,27.129,27.129,,260.412746,0.106667,0.106667,0.106667,260.412746,0.106667,0.106667,0.106667,
08/31/1996,137.177994,,-44.428001,,92.749992,,-56.407001,,,,,36.342999,2.351,,,,0.0,,-2.351,38.693999,-14.607,,,,24.087,0.0,,,24.086998,0.0,24.087,0.0,,24.087,24.087,,260.412746,0.093333,0.093333,0.093333,260.412746,0.093333,0.093333,0.093333,
11/30/1996,144.009003,,-46.404999,,97.604004,,-58.161999,,,,,39.442001,2.153,,,,0.0,,-2.153,41.595001,-15.41,,,,26.184999,0.0,,,26.185002,0.0,26.184999,0.0,,26.184999,26.184999,,258.664495,0.102222,0.102222,0.102222,258.664495,0.102222,0.102222,0.102222,
02/28/1997,146.164001,,-46.859001,,99.305,,-58.237999,,,,,41.067001,2.354,,,,0.0,,-2.354,43.421001,-16.142,,,,27.278999,0.0,,,27.279001,0.0,27.278999,0.0,,27.278999,27.278999,,254.677505,0.106667,0.106667,0.106667,259.197744,0.106667,0.106667,0.106667,
05/31/1997,152.996002,,-48.103001,,104.893002,,-61.933998,,,,,42.959,3.114,,,,0.0,,-3.114,46.073,-16.518999,,,,28.903,0.0,,,29.554001,0.0,28.903,0.0,,28.903,28.903,,250.199993,0.115556,0.115556,0.115556,250.199993,0.115556,0.115556,0.115556,
08/31/1997,149.529007,,-46.622002,,102.907005,,-58.756001,,,,,44.151001,2.326,,,,0.0,,-2.326,46.477001,-17.21582,,,,29.261,0.0,,,29.261181,0.0,29.261,0.0,,29.261,29.261,,250.661247,0.115556,0.115556,0.115556,253.133995,0.115556,0.115556,0.115556,
11/30/1997,156.582001,,-48.611,,107.971001,,-60.634998,,,,,47.335999,1.501,,,,0.0,,-1.501,48.836999,-18.075001,,,,30.761999,0.0,,,30.761998,0.0,30.761999,0.0,,30.761999,30.761999,,250.917744,0.124444,0.124444,0.124444,254.265759,0.12,0.12,0.12,
02/28/1998,160.968002,,-49.910999,,111.057003,,-72.595001,,,,,38.462002,17.518,,,,0.0,,-17.518,55.980001,-24.243,,,,31.737,0.0,,,31.737001,-0.48,31.257,0.0,,31.257,31.257,,251.15625,0.124444,0.124444,0.124444,255.186001,0.124444,0.124444,0.124444,
05/31/1998,184.326004,,-57.091,,127.235004,,-77.078003,,,,,50.157001,2.346,,,,0.0,,-2.346,52.503001,-19.537001,,,,32.966,0.0,,,32.966001,0.48,33.445999,0.0,,33.445999,33.445999,,252.0,0.133333,0.133333,0.133333,255.375,0.133333,0.133333,0.133333,
08/31/1998,176.664001,,-53.516998,,123.147003,,-68.971001,,,,,54.175999,2.844,,,,0.0,,-2.844,57.019999,-21.096001,,,,35.923828,0.0,,,35.923998,-2.33,33.594002,0.0,,33.594002,33.594002,,252.247501,0.133333,0.133333,0.133333,255.514492,0.133333,0.133333,0.133333,
11/30/1998,183.339996,,-55.584999,,127.754997,,-72.262001,,,,,55.493,4.575,,,,0.0,,-4.575,60.068,-22.118,,,,37.950001,0.0,,,37.95,-2.056,35.894001,0.0,,35.894001,35.894001,,252.580507,0.142222,0.142222,0.142222,255.714752,0.142222,0.142222,0.142222,
02/28/1999,209.690994,,-66.139,,143.551994,,-84.985001,,,,,58.567001,2.619,,,,0.0,,-2.619,61.186001,-22.360001,,,,38.826,0.0,,,38.826001,-0.484,38.341999,-0.038,,38.303999,38.303999,,261.778502,0.146667,0.146667,0.146667,266.793743,0.142222,0.142222,0.142222,
05/31/1999,205.080002,,-61.992001,,143.088001,,-82.553001,,,,,60.535,-50.720001,,,,0.0,,50.720001,9.814999,2.289,,,,12.104,0.0,,,12.103999,-2.588,9.516,0.0,,9.516,9.516,,252.753748,0.04,0.04,0.168889,255.597748,0.035556,0.035556,0.164444,
08/31/1999,192.151001,,-56.835999,,135.315002,,-74.834,,,,,60.480999,3.119,,,,0.0,,-3.119,63.599999,-22.879999,,,,40.720001,0.0,,,40.72,-1.416,39.304001,-0.038,,39.266001,39.266001,,253.595249,0.155556,0.155556,0.155556,256.047758,0.155556,0.155556,0.155556,
11/30/1999,224.746994,,-68.398003,,156.348991,,-87.341003,,,,,69.008003,-4.59,,,,0.0,,4.59,64.418003,-23.787001,,,,40.631001,0.0,,,40.631002,-1.845,38.785999,0.0,,38.785999,38.785999,,262.853994,0.146667,0.146667,0.166667,266.622751,0.146667,0.146667,0.166667,
02/29/2000,232.910004,,-70.392998,,162.517006,,-94.750999,,,,,67.765999,2.195,,,,0.0,,-2.195,69.960999,-25.316999,,,,44.644001,0.0,,,44.643999,-1.452,43.192001,-0.006,0.0,43.186001,43.186001,,265.428005,0.164444,0.164444,0.168889,268.872751,0.16,0.16,0.168889,
05/31/2000,293.040985,,-90.461998,,202.578987,,-119.742996,,,,,82.835999,4.14,,,,0.0,,-4.14,86.975998,-29.374001,,,,57.602001,0.0,,,57.601998,-2.47,55.132,0.0,0.0,55.132,55.132,,258.855743,0.2,0.2,0.2,271.183502,0.195556,0.195556,0.195556,
08/31/2000,230.257004,,-67.291,,162.966003,,-92.797997,,,,,70.167999,5.47,,,,0.0,,-5.47,75.637999,-25.950001,,,,49.688,0.0,,,49.687998,-1.261,48.426998,0.0,0.0,48.426998,48.426998,,266.955002,0.18,0.18,0.18,269.862007,0.18,0.18,0.18,
11/30/2000,243.459,,-70.125,,173.334,0.0,-97.475,87.18,,,10.295,75.859,4.711,,,,0.0,,-4.711,80.57,-27.562,,,,53.008,0.0,,,53.008,-1.21,51.798,0.0,0.0,51.798,51.798,,267.729,0.193333,0.193333,0.193333,270.708,0.193333,0.193333,0.193333,
02/28/2001,266.276,,-74.155,,192.121,0.0,-134.449,96.975,,,37.474,57.672,3.926,,,,0.0,,-3.926,61.598,-21.112,,,,40.486,0.0,,,40.486,-2.281,38.205,0.0,0.0,38.205,38.205,,268.245,0.14,0.14,0.14,271.53,0.14,0.14,0.14,
05/31/2001,288.006,,-81.827,,206.179,,-119.191,,,,,86.988,5.882,,,,,,-5.882,92.87,-31.282,,,,61.588,,,,61.588,-2.472,59.116,,,59.116,59.116,,268.7085,0.220001,0.220001,0.22,268.7085,0.220001,0.220001,0.22,
08/31/2001,272.022003,,-77.391998,,194.630005,,-112.984001,,,,,81.646004,4.564,,,,0.0,,-4.564,86.210004,-29.268999,,,,56.941002,0.0,,,56.941005,-0.928,56.013,0.0,0.0,56.013,56.013,,269.459015,0.21,0.21,0.21,272.667999,0.21,0.21,0.21,
11/30/2001,289.386993,,-79.033997,,210.352997,,-118.666,,,,,91.686996,4.371,,,,0.0,,-4.371,96.057996,-32.606998,,,,63.451,0.0,,,63.450998,-1.999,61.452,0.0,0.0,61.452,61.452,,269.80899,0.23,0.23,0.23,272.821991,0.23,0.23,0.23,
02/28/2002,304.609009,,-85.237999,,219.37101,,-125.041,,,,,94.330002,2.872,,,,0.0,,-2.872,97.202002,-32.924,,,,64.278,0.0,,,64.278002,-2.604,61.674,0.0,0.0,61.674,61.674,,269.388,0.23,0.23,0.23,272.265015,0.23,0.23,0.23,
05/31/2002,325.884003,,-91.063004,,234.820999,,-131.789993,,,,,103.030998,-6.386,,,,0.0,,6.386,96.644998,-32.865002,,,,63.779999,0.0,,,63.779996,-3.179,60.601002,0.0,0.0,60.601002,60.601002,,265.272003,0.23,0.23,0.25,267.744995,0.23,0.23,0.25,
08/31/2002,317.600006,,-90.137001,,227.463005,,-128.526001,,,,,98.936996,3.944,,,,0.0,,-3.944,102.880996,-35.594002,,,,67.287003,0.0,,,67.286995,-1.281,66.005997,0.0,0.0,66.005997,66.005997,,262.377991,0.25,0.25,0.25,264.404999,0.25,0.25,0.25,
11/30/2002,341.447998,,-98.605003,,242.842995,,-134.317993,,,,,108.525002,2.858,,,,0.0,,-2.858,111.383002,-38.543999,,,,72.838997,0.0,,,72.839003,-2.485,70.353996,0.0,0.0,70.353996,70.353996,,259.498993,0.27,0.27,0.27,261.626007,0.27,0.27,0.27,
02/28/2003,354.041992,,-107.636002,,246.405991,,-142.544998,,,,,103.861,9.145,,,,0.0,,-9.145,113.006001,-39.168999,,,,73.836998,0.0,,,73.837002,-1.243,72.594002,0.0,0.0,72.594002,72.594002,,257.928986,0.28,0.28,0.28,259.824005,0.28,0.28,0.28,
05/31/2003,377.209991,,-110.917,,266.292992,,-145.311996,,,,,120.981003,3.491,,,,0.0,,-3.491,124.472003,-43.653999,,,,80.818001,0.0,,,80.818003,-3.071,77.747002,0.0,0.0,77.747002,77.747002,,258.105011,0.3,0.3,0.3,259.868988,0.3,0.3,0.3,
08/31/2003,370.319,,-105.617996,,264.701004,,-147.145004,,,,,117.556,3.021,,,,0.0,,-3.021,120.577,-41.979,,,,78.598,0.0,,,78.598,-2.12,76.477997,0.0,0.0,76.477997,76.477997,,256.846985,0.3,0.3,0.3,258.282013,0.3,0.3,0.3,
11/30/2003,387.561005,,-108.790001,,278.771004,,-152.473999,,,,,126.296997,3.669,,,,0.0,,-3.669,129.965997,-45.25,,,,84.716003,0.0,,,84.715997,-2.024,82.692001,0.0,0.0,82.692001,82.692001,,255.796997,0.32,0.32,0.32,257.598999,0.32,0.32,0.32,
02/28/2004,410.184998,,-115.991997,,294.193001,,-161.604004,,,,,132.589005,3.57,,,,0.0,,-3.57,136.159004,-47.43,,,,88.728996,0.0,,,88.729004,-2.129,86.599998,0.0,0.0,86.599998,86.599998,,255.110001,0.34,0.34,0.34,257.243988,0.34,0.34,0.34,
05/31/2004,447.187988,,-128.651993,,318.535995,,-172.647003,,,,,145.889008,-23.795,,,,0.0,,23.795,122.094007,-41.438999,,,,80.654999,0.0,,,80.655008,-0.798,79.857002,0.0,0.0,79.857002,79.857002,,254.307999,0.31,0.31,0.37,256.184998,0.31,0.31,0.37,
08/31/2004,438.160004,,-118.970001,,319.190002,,-178.936005,,,,,140.253998,-33.75,,,,0.0,,33.75,106.503998,-46.070999,,,,60.432999,0.0,,,60.432999,0.0,60.432999,0.0,0.0,60.432999,60.432999,,253.856003,0.24,0.24,0.36,255.949997,0.24,0.24,0.36,
11/30/2004,456.674011,,-123.712997,,332.961014,,-185.910995,,,,,147.050003,-7.158,,,,0.0,,7.158,139.892003,-48.693001,,,,91.198997,0.0,,,91.199002,0.0,91.198997,0.0,0.0,91.198997,91.198997,,252.944,0.36,0.36,0.38,255.225006,0.36,0.36,0.38,
02/28/2005,482.023,,-138.068,,343.955,,-199.685,,,,,144.27,2.641,,,,,,-2.641,146.911,-50.127,,,,96.784,,,,96.784,,96.784,,,96.784,96.784,,252.182,0.38,0.38,0.4,253.994,0.38,0.38,0.4,
05/31/2005,503.092987,,-152.345001,,350.747986,,-209.417999,,,,,141.330002,15.063,,,,0.0,,-15.063,156.393002,-53.193001,,,,103.199997,0.0,,,103.200001,0.0,103.199997,0.0,0.0,103.199997,103.199997,,250.565994,0.41,0.41,0.42,251.824997,0.4,0.4,0.41,
08/31/2005,484.903015,,-134.494995,,350.40802,,-198.998001,,,,,151.410004,0.558,,,,,,-0.558,151.968004,-51.668999,,,,100.299004,,,,100.299005,,100.299004,,,100.299004,100.299004,,249.582001,0.4,0.4,0.4,250.656006,0.4,0.4,0.4,
11/30/2005,494.690002,,-139.725006,,354.964996,,-203.789001,,,,,151.175995,-0.342,,,,0.0,,0.342,150.833995,-50.358002,,,,100.475998,0.0,,,100.475993,0.0,100.475998,0.0,0.0,100.475998,100.475998,,248.337006,0.41,0.41,0.41,249.276001,0.4,0.4,0.4,
02/28/2006,506.253998,,-143.158005,,363.095993,,-207.061005,,,,,156.035004,2.165,-2.165,,,0.0,,0.0,158.200004,-52.82,,,,105.379997,0.0,,,105.380004,0.0,105.379997,0.0,0.0,105.379997,105.379997,,246.858994,0.42,0.42,0.42,247.772003,0.42,0.42,0.42,
05/31/2006,539.892,,-164.728,,375.164,,-225.399,,,,,149.765,0.228,,,,0.0,,-0.228,149.993,-50.24,,,,99.753,0.0,,,99.753,0.0,99.753,0.0,0.0,99.753,99.753,,245.518,0.41,0.41,0.47,246.352,0.41,0.41,0.47,
08/31/2006,508.161011,,-138.746994,,369.414017,,-214.371002,,,,,155.042999,1.113,,,,,,-1.113,156.155999,-53.326,,,,102.830002,,,,102.829999,,102.830002,,,102.830002,102.830002,,244.880997,0.42,0.42,0.42,244.880997,0.42,0.42,0.42,
11/30/2006,520.330017,,-151.272995,,369.057022,,-213.927002,,,,,155.130005,2.758,,,,0.0,,-2.758,157.888005,-53.120998,,,,104.766998,0.0,,,104.767006,0.0,104.766998,0.0,0.0,104.766998,104.766998,,245.072006,0.43,0.43,0.43,245.072006,0.43,0.43,0.43,
02/28/2007,529.530029,,-163.759003,,365.771027,,-241.490997,,,,,124.279999,4.429,-4.429,,,0.0,,0.0,128.708999,-43.453999,,,,85.254997,0.0,,,85.255,0.0,85.254997,0.0,0.0,85.254997,85.254997,,245.389999,0.35,0.35,0.35,245.389999,0.35,0.35,0.35,
05/31/2007,549.407,,-188.491,,360.916,,-305.767,,,,,55.149,3.67,,,,0.0,,-3.67,58.819,-15.779,,,,43.04,0.0,,,43.04,0.0,43.04,0.0,0.0,43.04,43.04,,245.53,0.17,0.17,0.4,245.53,0.17,0.17,0.4,
08/31/2007,552.299988,,-184.399994,,367.899994,,-428.100006,,,,,-60.200001,4.4,,,,0.0,,-4.4,-55.800001,12.9,,,,-42.900002,0.0,,,-42.900001,0.0,-42.900002,0.0,0.0,-42.900002,-42.900002,,245.800003,-0.17,-0.17,0.44,245.800003,-0.17,-0.17,0.44,
11/30/2007,578.1,,-173.6,,404.5,0.0,-258.8,234.0,,,24.8,145.7,0.2,,,,0.0,,-0.2,145.9,-56.9,,,,89.0,0.0,,,89.0,0.0,89.0,0.0,0.0,89.0,89.0,,,,,,,,,,
02/29/2008,603.1,,-262.1,,341.0,,-346.0,,,,,-5.0,-144.2,142.9,142.9,,0.0,,1.3,-149.2,60.7,,,,-88.5,0.0,,,-88.5,0.0,-88.5,0.0,0.0,-88.5,-88.5,,,,,,,,,,
08/31/2008,607.0,607.0,-181.5,181.5,425.5,0.0,-368.5,253.5,23.5,91.5,0.0,57.0,-150.1,141.1,141.9,-0.8,,,9.0,-93.1,33.2,,,,-59.9,0.0,0.0,0.0,-59.9,0.0,-59.9,0.0,0.0,-59.9,-29.72,30.18,,,,,,,,,
11/30/2008,642.8,642.8,-194.9,194.9,447.9,0.0,-367.9,254.7,23.4,89.8,0.0,80.0,-150.8,139.2,139.8,-0.6,,,11.6,-70.8,31.1,,,,-39.7,0.0,0.0,0.0,-39.7,0.0,-39.7,0.0,0.0,-39.7,-18.515,21.185,,,,,,,,,
02/28/2009,615.0,615.0,-186.1,186.1,428.9,0.0,-807.0,244.0,20.0,94.5,448.5,-378.1,-142.0,132.3,133.7,-1.4,,,9.7,-520.1,41.4,,,,-478.7,0.0,0.0,0.0,-478.7,0.0,-478.7,0.0,0.0,-478.7,-160.57,318.13,,,,,,,,,
05/31/2009,639.3,639.3,-265.9,265.9,373.4,0.0,-480.6,251.4,26.6,100.0,102.6,-107.2,-129.2,134.5,134.8,-0.3,,,-5.3,-236.4,65.5,,,,-170.9,0.0,0.0,0.0,-170.9,0.0,-170.9,0.0,0.0,-170.9,-39.615,131.285,,,,,,,,,
08/31/2009,630.1,630.1,-185.3,185.3,444.8,0.0,-365.7,246.0,24.9,94.8,0.0,79.1,-127.2,,131.5,,,,-4.3,-48.1,25.3,,,,-22.8,0.0,0.0,0.0,-22.8,0.0,-22.8,0.0,0.0,-22.8,7.04,29.84,,,,,,,,,
11/30/2009,695.6,695.6,-213.6,213.6,482.0,0.0,-387.9,267.4,25.2,95.3,0.0,94.1,-119.5,,130.1,,,,-10.6,-25.4,18.2,,,,-7.2,0.0,0.0,0.0,-7.2,0.0,-7.2,0.0,0.0,-7.2,28.37,35.57,,,,,,,,,
02/28/2010,669.8,669.8,-194.7,194.7,475.1,0.0,-375.0,256.1,26.6,92.3,0.0,100.1,-124.0,,128.0,,,,-4.0,-23.9,20.8,,,,-3.1,0.0,0.0,0.0,-3.1,0.0,-3.1,0.0,0.0,-3.1,26.59,29.69,,,,,,,,,
05/31/2010,702.5,702.5,-226.3,226.3,476.2,0.0,-392.9,272.8,29.9,90.2,0.0,83.3,-127.6,,126.8,,0.0,0.0,1.1,-44.3,29.8,55.0,-149.1,0.0,-14.5,0.0,0.0,0.0,-14.5,0.0,-14.5,0.0,0.0,-14.5,7.06,21.56,,,,,,,,,
08/31/2010,640.7,640.7,-194.0,194.0,446.7,0.0,-377.0,251.9,29.9,95.2,0.0,69.7,-125.0,,126.8,,,,-1.8,-55.3,37.5,,,,-17.8,0.0,0.0,0.0,-17.8,0.0,-17.8,0.0,0.0,-17.8,8.685,26.485,,,,,,,,,
11/30/2010,698.3,698.3,-207.5,207.5,490.8,0.0,-385.0,260.6,29.6,94.8,0.0,105.8,-119.0,,122.9,,,,-3.9,-13.2,5.6,,,,-7.6,0.0,0.0,0.0,-7.6,0.0,-7.6,0.0,0.0,-7.6,24.54,32.14,,,,,,,,,
02/28/2011,678.0,678.0,-208.1,208.1,469.9,0.0,-375.0,252.9,28.8,93.3,0.0,94.9,-121.0,,124.0,,,,-3.0,-26.1,14.5,,,,-11.6,0.0,0.0,0.0,-11.6,0.0,-11.6,0.0,0.0,-11.6,20.1,31.7,,,,,,,,,
05/31/2011,715.2,715.2,-229.1,229.1,486.1,0.0,-1333.4,276.3,31.1,84.6,941.4,-847.3,-122.7,,125.2,-0.6,,,-1.9,-970.0,157.2,51.7,-266.5,0.0,-812.8,0.0,0.0,0.0,-812.8,0.0,-812.8,0.0,0.0,-812.8,-217.785,595.015,,,,,,,,,
08/31/2011,664.6,664.6,-215.3,215.3,449.3,0.0,-376.6,261.6,32.0,83.0,0.0,72.7,-132.6,,125.4,,,,7.2,-59.9,20.7,,,,-39.2,0.0,0.0,0.0,-39.2,0.0,-39.2,0.0,0.0,-39.2,-12.115,27.085,,,,,,,,,
