Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,1296.087036,,,-1100.069946,,,196.01709,,-143.983994,,,52.033001,-7.282,,7.201,,,0.0,0.081,44.751001,-20.584999,24.166,0.0,,,24.166002,0.0,24.166,-4.324,,19.842,19.842,,44.216999,0.5,0.5,,44.216999,0.5,0.5,0.5,
06/30/1995,1320.58606,,,-1122.167969,,,198.418091,,-150.197998,,,48.220001,-7.058,,8.217,,,0.0,-1.159,41.162001,-18.934999,22.226999,0.0,,,22.227002,0.0,22.226999,-2.141,,20.085999,20.085999,,44.389999,0.45,0.45,,44.389999,0.45,0.45,0.45,
09/30/1995,1322.779053,,,-1135.769043,,,187.01001,,-149.766006,,,37.243999,-7.741,,9.342,,,0.0,-1.601,29.502999,-13.988,15.515,0.0,,,15.515,0.0,15.515,-2.155,,13.36,13.36,,44.560001,0.3,0.3,,44.560001,0.3,0.3,0.3,
12/31/1995,1341.631958,,,-1036.842041,,,304.789917,,-298.385986,,,6.404,-10.947,,9.565,,,0.0,1.382,-4.543,0.0,-4.543,0.0,,,-4.543,0.0,-4.543,-2.179,,-6.722,-6.722,,43.660999,-0.15,-0.15,-0.15,43.660999,-0.15,-0.15,-0.15,
03/31/1996,847.872986,,,-705.020996,,,142.85199,,-107.638,,,35.214001,-9.531,,9.664,,,0.0,-0.133,25.683001,-12.02,13.663,13.383,,,0.28,0.0,0.28,-2.134,,-1.854,-1.854,,44.924999,-0.03,0.26,0.26,44.924999,-0.03,0.26,0.26,
06/30/1996,894.335999,,,-728.276978,,,166.059021,,-113.402,,,52.657001,-11.334,,9.891,,,0.0,1.443,41.323002,-17.605,23.718,10.062,,,13.656002,0.0,13.656,-2.183,,11.473,11.473,,44.875999,0.26,0.48,0.48,44.875999,0.24,0.48,0.48,
09/30/1996,935.789978,,,-762.294006,,,173.495972,,-119.080002,,,54.416,-12.351,,9.943,,,0.0,2.408,42.065,-18.766001,19.854,0.0,,,23.298999,0.0,19.854,-2.141,,17.713,17.713,,44.659,0.4,0.4,0.4,49.235001,0.4,0.4,0.4,
12/31/1996,984.184021,,,,,,,,,,,49.861,,,,,,,,,,19.500999,25.743,,,,,-6.242,-2.414,,-8.656,-8.656,,45.333,-0.19,0.38,0.38,45.333,-0.19,0.38,0.38,
03/31/1997,942.627991,,,-767.869995,,,174.757996,,-124.390999,,,50.367001,-10.195,,10.805,,,0.0,-0.61,40.172,-18.228001,21.944,0.0,,,21.944,0.0,21.944,-1.939,,20.005,20.005,,45.222,0.44,0.44,0.44,50.723999,0.4,0.4,0.4,
06/30/1997,1002.562988,,,-805.916992,,,196.645996,,-129.779007,,,66.866997,-11.84,,10.262,,,0.0,1.578,55.026997,-25.038,29.989,0.0,,,29.988997,0.0,29.989,-1.971,,28.018,28.018,,46.000999,0.61,0.61,0.61,52.147999,0.55,0.55,0.55,
09/30/1997,1127.362061,,,-892.607971,,,234.75409,,-152.906998,,,81.847,-9.104,,8.815,,,0.0,0.289,72.743,-33.098,39.645,0.0,,,39.645,0.0,39.645,-1.951,,37.694,37.694,,46.630001,0.81,0.81,0.81,55.304001,0.7,0.7,0.7,
12/31/1997,1194.248047,,,-978.421997,,,215.82605,,-150.039993,,,65.786003,-11.914,,9.671,,,0.0,2.243,53.872004,-24.561001,29.311001,0.0,,,29.311003,0.0,29.311001,-2.025,,27.286001,27.286001,,47.068001,0.58,0.58,0.64,53.500999,0.51,0.51,0.56,
03/31/1998,1089.865967,,,-934.200989,,,155.664978,,-110.860001,,,44.805,-10.728,,8.532,,,0.0,2.196,34.077001,-15.164,18.913,0.0,,,18.913001,0.0,18.913,-2.007,,16.906,16.906,,47.508999,0.36,0.36,0.36,55.477001,0.33,0.33,0.33,
06/30/1998,1199.654053,,,-945.468994,,,254.185059,,-170.182007,,,84.002998,-9.47,,8.449,,,0.0,1.021,74.532998,-33.167,41.366001,0.0,,,41.365998,0.0,41.366001,-2.04,,39.326001,39.326001,,47.612,0.83,0.83,0.83,55.506001,0.73,0.73,0.73,
09/30/1998,1282.51001,,,-1033.071045,,,249.438965,,-160.395996,,,89.042999,-9.816,,8.154,,,0.0,1.662,79.226999,-35.257,43.970001,0.0,,,43.969999,0.0,43.970001,-2.031,,41.939001,41.939001,,47.699001,0.88,0.88,0.88,55.637001,0.78,0.78,0.78,
12/31/1998,1369.459961,,,-1135.982056,,,233.477905,,-160.811005,,,72.667,-10.093,,7.492,,,0.0,2.601,62.574,-27.844999,34.729,0.0,,,34.729,0.0,34.729,-2.091,,32.638,32.638,,47.816002,0.68,0.68,0.62,55.43,0.61,0.61,0.56,
03/31/1999,1137.136963,,,-953.393982,,,183.742981,,-121.082001,,,62.660999,8.732,,7.126,7.126,,0.0,-22.984,71.392999,-31.212,40.181,-2.115,,,42.295999,0.0,42.296001,-2.027,0.0,40.269001,40.269001,,47.924999,0.84,0.8,0.61,55.813999,0.74,0.71,0.54,
06/30/1999,1243.437988,,,-1029.891968,,,213.546021,,-129.718002,,,83.828003,1.120999,,7.352,,,0.0,-8.473,84.949002,-37.015999,47.932999,-0.851,,,48.784003,0.0,48.784,-2.061,0.0,46.723,46.723,,48.158001,0.97,0.95,0.83,55.951,0.86,0.84,0.74,
09/30/1999,1290.182007,,,-1079.31604,,,210.865967,,-125.098,,,85.767998,-7.566,,6.822,,,0.0,0.744,78.201998,-34.018002,44.183998,0.0,,,44.183996,0.0,44.183998,-2.037,0.0,42.146998,42.146998,,48.306999,0.87,0.87,0.87,56.033001,0.77,0.77,0.77,
12/31/1999,1366.543945,,,-1163.378052,,,203.165894,,-107.763,,,95.403,2.313,,4.672,,,0.0,-6.985,97.716,-42.506001,55.209999,0.0,,,55.21,0.0,55.209999,-2.093,0.0,53.116999,53.116999,,48.362,1.1,1.1,0.99,55.942001,0.97,0.97,0.87,
03/31/2000,1321.894043,,,-1127.071045,,,194.822998,0.0,-123.353996,,,71.469002,-5.013,,6.4,,,0.0,-1.387,66.456002,-28.243999,38.212002,2.744,,,35.468003,0.0,35.467999,-2.034,0.0,33.433999,33.433999,,48.417999,0.69,0.75,0.72,56.074001,0.62,0.67,0.64,
06/30/2000,1401.145996,,,-1189.088989,,,212.057007,,-124.926003,,,87.130997,-7.542,,7.881,,,0.0,-0.339,79.588997,-33.825001,45.764,0.0,,,45.763996,0.0,45.764,-2.072,0.0,43.692,43.692,,48.463001,0.9,0.9,0.9,56.362,0.8,0.8,0.8,
09/30/2000,1409.613037,,,-1227.56897,,,182.044067,,-127.103996,,,54.939999,-8.108,,8.536,,,0.0,-0.428,46.831999,-19.434999,27.396999,13.508,,,13.889,,13.889,-2.047,0.0,11.842,11.842,,48.511002,0.24,0.52,0.73,56.348999,0.23,0.47,0.65,
12/31/2000,1439.723999,,,-1231.696045,,,208.027954,,-131.602005,,,76.426003,-8.107,,7.155,,,0.0,0.952,68.319003,-28.375999,39.943001,0.0,,,39.943004,0.0,39.943001,-2.108,0.0,37.835001,37.835001,,48.571999,0.78,0.78,0.78,55.917999,0.7,0.7,0.7,
03/31/2001,1278.464966,,,-1117.535034,,,160.929932,0.0,-127.202003,,,33.728001,-7.8,,7.793,,,0.0,0.007,25.928001,-10.371,15.557,0.0,,,15.557001,0.0,15.557,-2.04,0.0,13.517,13.517,,48.658001,0.28,0.28,0.28,56.431999,0.26,0.26,0.26,
06/30/2001,1256.608032,,,-1140.151001,,,116.457031,,-127.913002,,,-11.456,-348.205008,,7.234,,,0.0,340.971008,-359.661008,133.852005,-225.809006,0.0,,,-225.809003,0.0,-225.809006,-2.079,0.0,-227.888006,-227.888006,,48.761002,-4.67,-4.67,0.17,48.761002,-4.67,-4.67,0.17,
09/30/2001,1184.958984,,,-1072.833984,,,112.125,,-117.495003,,,-5.37,-7.844,,6.608,,,0.0,1.236,-13.214,4.889,-8.325,-38.975,,,30.65,0.0,30.65,-2.052,0.0,28.598,28.598,,48.778999,0.59,-0.21,-0.13,48.778999,0.59,-0.21,-0.13,
12/31/2001,2327.658002,,,-1062.218018,,,1265.439984,0.0,-105.792999,,,-30.682001,-19.215,,19.215,,,0.0,671.964,-721.861001,138.885995,-223.313994,-38.975,,,-544.000006,0.0,-184.338994,-4.164,0.0,-188.502994,-188.502994,,48.825001,-4.45,0.12,-4.45,48.825001,-4.45,0.12,-4.45,
03/31/2002,1067.074,,,,,,,0.0,-1026.71,,,40.364,-7.142,,7.448,,,,-0.306,33.222,-12.956,20.266,,,,20.266,,20.266,-2.005,0.0,18.261,18.261,,48.928532,0.37,0.37,0.37,56.482649,0.35,0.35,0.35,
06/30/2002,1186.272949,,,-1029.303955,,,156.968994,,-113.059998,,,43.909,-8.025,,5.638,,,0.0,2.387,35.884,-13.995,21.889,0.0,,,21.889,0.0,21.889,-2.043,0.0,19.846,19.846,,49.075001,0.4,0.4,0.4,56.713001,0.37,0.37,0.37,
09/30/2002,1230.146973,,,-1065.01001,,,165.136963,,-121.612,,,43.525002,-9.682,,5.813,,,0.0,3.869,33.843002,11.801,45.644001,10.139,,,35.505002,0.0,35.505001,-2.002,0.0,33.503001,33.503001,,49.226002,0.68,0.89,0.43,56.755001,0.61,0.79,0.39,
12/31/2002,1278.625,,,,,,,0.0,-1224.603,115.974,1108.629,54.022,-10.727,,,,,,10.727,43.295,-16.885,26.41,2.259,,,24.151,,24.151,-2.2,0.0,21.951,21.951,,49.327589,0.45,0.4908,0.49,56.741862,0.41,0.449812,0.45,
03/31/2003,1206.241,,,,,,,0.0,-1165.193,,,41.048,-11.613,,9.224,,,,2.389,29.435,-11.48,17.955,,,,17.955,,17.955,-2.026,0.0,15.929,15.929,,49.396071,0.32,0.32,0.32,53.652665,0.3,0.3,0.3,
06/30/2003,1236.905029,,,-1075.505005,,,161.400024,,-124.053001,,,37.347,-7.234,,7.362,,,0.0,-0.128,30.113,-11.744,18.368999,0.0,,,18.369,0.0,18.368999,-2.069,0.0,16.299999,16.299999,,49.493999,0.33,0.33,0.33,57.126999,0.31,0.31,0.31,
09/30/2003,837.361023,,,-682.937012,,,154.424011,,-86.112999,,,68.310997,-7.432,,7.134,,,0.0,0.298,60.878997,-23.743,37.136002,10.315,,,26.820997,0.0,26.820999,-2.03,0.0,24.790999,24.790999,,49.549,0.5,0.71,0.84,56.640999,0.46,0.64,0.75,
12/31/2003,1354.813965,,,-1161.156982,,,193.656982,,-129.873001,,,63.784,-15.441,,7.774,,,0.0,7.667,48.343,-19.464001,28.879,0.0,,,28.879,0.0,28.879,-2.114,0.0,26.765,26.765,,49.709,0.54,0.54,0.63,57.110001,0.49,0.49,0.57,
03/31/2004,846.919983,,,-701.48999,,,145.429993,,-89.982002,,,55.448002,-7.177,,9.04,,,0.0,-1.863,48.271002,-18.826,29.445,3.016,,,26.429002,0.0,26.429001,-2.022,0.0,24.407001,24.407001,,49.834999,0.49,0.55,0.55,57.125,0.45,0.5,0.5,
06/30/2004,924.382019,,,-765.651001,,,158.731018,,-100.012001,,,58.719002,0.0,,11.847,,,0.0,-11.847,58.719002,-22.9,35.819,-1.686,,,37.505002,0.0,37.505001,-2.022,0.0,35.483001,35.483001,,50.32,0.71,0.67,0.67,56.883999,0.64,0.61,0.61,
09/30/2004,973.619,,,-818.524,,,155.095,,-76.66,,,78.435,-9.723,10.959,10.959,,,0.0,-1.236,68.712,-26.798,41.914,256.046,,,-214.132,0.0,-214.132,-2.075,0.0,-216.207,-216.207,,50.670398,-4.27,0.79,0.79,55.408636,-3.9,0.72,0.72,
12/31/2004,967.458,,,-782.5159,,,184.9421,,-93.377,,,91.5651,-20.444,,7.849,,,0.0,12.595,71.1211,-27.854,43.2671,8.958,,,34.3091,0.0,34.3091,-2.12,0.0,32.1891,32.1891,,51.36,0.63,0.8,0.8,56.21,0.58,0.74,0.74,
03/31/2005,947.683,,,-795.201,,,152.482,,-79.226,,,73.256,-7.443,10.466,10.466,,,0.0,-3.023,65.813,-24.962,40.851,9.776,,,31.075,0.0,31.075,-1.989,0.0,29.086,29.086,,52.348984,0.56,0.74,0.74,56.610719,0.52,0.69,0.69,
06/30/2005,1021.565,,,-834.527,,,187.038,,-82.926,,,104.112,-5.646,9.688,9.688,,,0.0,-4.042,98.466,-29.622,68.844,-2.263,,,71.107,0.0,71.107,-2.036,0.0,69.071,69.071,,52.166814,1.32,1.28,1.16,56.016513,1.24,1.2,1.08,
09/30/2005,1084.457,,,-900.338,,,184.119,,-80.363,,,103.756,-3.49,8.426,8.426,,,0.0,-4.936,100.266,-35.244,65.022,-2.786,,,67.808,0.0,67.808,-1.816,0.0,65.992,65.992,,52.081891,1.27,1.21,1.21,55.966289,1.18,1.13,1.13,
12/31/2005,1073.958,,,-897.391,,,176.567,,-87.339,,,89.228,-2.523,,8.921,,,0.0,-6.398,86.705,-31.659,55.046,3.274,,,51.772,0.0,51.772,-1.887,0.0,49.885,49.885,,52.175586,0.96,1.02,1.02,55.879482,0.9,0.96,0.96,
03/31/2006,1045.992,,,-829.722,,,216.27,,-142.556,,,73.714,3.47,8.148,8.148,,,0.0,-11.618,77.184,-29.191,47.993,1.559,,,46.434,0.0,46.434,-1.763,0.0,44.671,44.671,,51.921645,0.86,0.89,0.89,55.381912,0.81,0.84,0.84,
06/30/2006,1100.052,,,-898.791,,,201.261,,-89.428,,,111.833,-1.463,8.317,8.317,,,0.0,-6.854,110.37,-34.418,75.952,5.22,,,70.732,0.0,70.732,-1.808,0.0,68.924,68.924,,49.676912,1.39,1.49,1.35,53.104005,1.3,1.4,1.27,
09/30/2006,1076.807,,,-880.624,,,196.183,,-93.868,,,102.315,-3.873,8.761,8.761,,,0.0,-4.888,98.442,-33.664,64.778,0.0,,,64.778,0.0,64.778,-1.748,0.0,63.03,63.03,,47.601175,1.32,1.32,1.23,50.857496,1.24,1.24,1.16,
12/31/2006,998.627,,,-846.379,,,152.248,,-83.517,83.517,0.0,68.731,37.582,,8.98,,,0.0,-46.562,106.313,-22.705,83.608,-0.58,,,84.188,0.0,84.188,-1.835,0.0,82.353,82.353,,46.721894,1.76,1.75,0.87,49.904367,1.66,1.65,0.82,
03/31/2007,1002.191,,,-866.923,,,135.268,,-83.449,,,51.819,-6.027,8.551,8.551,,,0.0,-2.524,45.792,-19.156,26.636,-2.919,,,29.555,0.0,29.555,-1.714,0.0,27.841,27.841,,45.990811,0.61,0.54,0.54,49.145454,0.57,0.51,0.51,
06/30/2007,1073.717,,,-829.696,,,244.021,,-166.4,,,77.621,-2.501,8.773,8.773,,,0.0,-6.272,75.12,-25.67,49.45,1.31,,,48.14,0.0,48.14,-1.765,0.0,46.375,46.375,2.4,45.286315,1.02,1.05,1.1,48.415928,0.96,0.99,1.04,
09/30/2007,1111.293,,,-944.366,,,166.927,,-99.245,,,67.682,-5.756,10.603,10.603,,,0.0,-4.847,61.926,-22.961,38.965,0.0,,,38.965,0.0,38.965,-1.693,0.0,37.272,37.272,4.55,44.976482,0.83,0.83,0.93,48.007691,0.78,0.78,0.87,
12/31/2007,1200.162,,,-1025.295,,,174.867,,-104.837,,,70.03,-10.222,,14.878,,,0.0,-4.656,59.808,-21.084,38.724,2.472,,,36.252,0.0,36.252,-1.788,0.0,34.464,34.464,4.8,45.03561,0.77,0.82,0.93,47.956613,0.73,0.78,0.88,
03/31/2008,1201.581,,,-1042.287,,,159.294,,-105.286,,,54.008,-14.209,16.439,16.439,,,0.0,-2.23,39.799,-15.687,24.112,0.0,,,24.112,0.0,24.112,-1.656,0.0,22.456,22.456,,45.230686,0.5,0.5,0.57,48.146091,0.47,0.47,0.54,
06/30/2008,1339.685,,,-1135.115,,,204.57,,-109.71,,,94.86,-13.869,15.704,15.704,,,0.0,-1.835,80.991,-32.185,48.806,-1.609,,,50.415,0.0,50.415,-1.717,0.0,48.698,48.698,,45.371033,1.07,1.04,1.04,48.226467,1.02,0.98,0.98,
09/30/2008,1370.169,,,-1175.676,,,194.493,,-115.576,,,78.917,-15.169,15.646,15.646,,,0.0,-0.477,63.748,-23.264,40.484,0.0,,,40.484,0.0,40.484,-1.655,0.0,38.829,38.829,,45.499208,0.85,0.85,0.85,48.3362,0.81,0.81,0.81,
12/31/2008,1125.382,,,-984.268,,,141.114,,-114.608,,,26.506,-76.127,,15.147,,,0.0,60.98,-49.621,1.642,-47.979,-6.717,,,-41.262,0.0,-41.262,-1.76,0.0,-43.022,-43.022,,45.605592,-0.94,-1.09,0.1,45.605592,-0.94,-1.09,0.1,
03/31/2009,962.932,962.932,,-879.842,829.738,50.104,83.09,0.0,-233.402,,233.402,-150.312,-15.513,,15.619,,-0.783,,0.677,-165.825,13.476,-152.349,0.0,0.0,0.0,-152.349,0.0,-152.349,-1.617,0.0,-153.966,-18.586976,135.379024,45.962858,-3.35,-3.35,-0.404391,45.962858,-3.35,-3.35,-0.4046,
06/30/2009,1056.333,1056.333,,-888.03,839.172,48.858,168.303,0.0,-102.337,,102.337,65.966,-16.581,,16.98,,-0.709,,0.31,49.385,-16.346,33.039,0.0,0.0,0.0,33.039,0.0,33.039,-1.572,0.0,31.467,32.7046,1.2376,46.171511,0.68,0.68,0.708329,50.778937,0.64,0.64,0.664372,
09/30/2009,1133.441,1133.441,,-980.79,933.4,47.39,152.651,0.0,-111.517,,111.517,41.134,-16.11,15.864,15.864,0.0,-0.509,,0.755,25.024,-11.532,13.492,0.0,0.0,0.0,13.492,0.0,13.492,,0.0,13.492,14.987,1.495,48.862692,0.28,0.28,0.306717,49.49774,0.27,0.27,0.300203,
12/31/2009,1116.533,1115.718,0.815,-990.824,944.765,46.059,125.709,0.0,-108.425,,108.425,17.284,-16.137,,15.977,,-0.357,,0.517,1.147,-3.076,-1.929,0.0,0.0,0.0,-1.929,0.0,-1.929,0.0,0.0,-1.929,0.255,2.184,49.05769,-0.04,-0.04,0.005198,49.05769,-0.04,-0.04,0.004519,
03/31/2010,1161.911,1161.911,,-1030.244,985.218,45.026,131.667,0.0,-117.267,,117.267,14.4,-17.314,,16.4,,-0.382,,1.296,-2.914,-1.123,-4.037,0.0,0.0,0.0,-4.037,0.0,-4.037,0.0,0.0,-4.037,-1.557222,2.479778,49.335702,-0.08,-0.08,-0.031564,49.335702,-0.08,-0.08,-0.031564,
06/30/2010,1306.263,1306.263,,-1130.64,1082.702,47.938,175.623,0.0,-140.191,,140.191,35.432,-15.121,,14.688,,-0.325,,0.758,20.311,-6.448,13.863,0.0,0.0,0.0,13.863,0.0,13.863,0.0,0.0,13.863,14.25365,0.39065,51.665047,0.27,0.27,0.275886,52.362407,0.26,0.26,0.267461,
09/30/2010,1270.183,1270.183,,-1103.705,1053.137,50.568,166.478,0.0,-153.977,,153.977,12.501,-14.034,,13.818,,-0.352,,0.568,-1.533,-6.695,-8.228,0.0,0.0,0.0,-8.228,0.0,-8.228,0.0,0.0,-8.228,6.0096,14.2376,54.286677,-0.15,-0.15,0.110701,54.286677,-0.15,-0.15,0.110701,
12/31/2010,1213.643,1246.015,-32.372,-1037.975,989.005,48.97,175.668,0.0,-159.831,,159.831,15.837,-15.144,14.109,14.109,0.0,-0.268,,1.303,0.693,1.694,2.387,0.0,0.0,0.0,2.387,0.0,2.387,0.0,0.0,2.387,7.2932,4.9062,54.66375,0.04,0.04,0.133419,55.354809,0.04,0.04,0.128632,
03/31/2011,1245.627,1245.627,,-1078.249,1027.935,50.314,167.378,0.0,-130.682,,130.682,36.696,-15.335,,13.919,,-0.322,,1.738,21.361,-14.439,6.922,0.0,0.0,0.0,6.922,0.0,6.922,0.0,0.0,6.922,7.2249,0.3029,55.039751,0.13,0.13,0.131267,55.72523,0.12,0.12,0.125436,
06/30/2011,1348.549,1348.549,,-1146.366,1095.826,50.54,202.183,0.0,-142.018,,142.018,60.165,-14.721,,13.923,,-0.227,,1.025,45.444,-16.022,29.422,0.0,0.0,0.0,29.422,0.0,29.422,0.0,0.0,29.422,30.2293,0.8073,55.413243,0.53,0.53,0.525525,56.136065,0.52,0.52,0.525525,
