Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2006,4603.855,8.084,8.084,0.0,256.206,256.206,,46.233,0.0,0.0,0.0,46.233,43.698,,,,,,354.221,3509.446,4902.096,-1392.65,,740.188,691.432,691.432,0.0,48.756,4249.634,,53.65,53.65,,,,0.0,,,,,,253.747,,,253.747,307.397,399.613,,,,,990.16,,,,,,990.16,1389.773,1697.17,0.0,1864.893,,,-40.628,1062.011,20.409,2906.685,0.0,2906.685,4603.855,
12/31/2006,4829.75,5.048,5.048,0.0,260.855,260.855,,39.397,0.0,0.0,0.0,39.397,111.457,,,,,,416.757,3676.634,5170.951,-1494.317,,736.359,691.432,691.432,0.0,44.927,4412.993,,56.241,56.241,,,,0.0,,,,,,298.347,,,298.347,354.588,443.667,,,,,1055.352,,,,,,1055.352,1499.019,1853.607,0.0,1868.288,,,-40.628,1117.402,31.081,2976.143,0.0,2976.143,4829.75,
03/31/2007,4931.675,7.351,7.351,0.0,300.147,300.147,,42.001,0.0,0.0,0.0,42.001,33.262,,,,,,382.761,3816.255,5415.21,-1598.955,,732.659,691.432,691.432,0.0,41.227,4548.914,,49.436,49.436,,,,0.0,,,,,,272.013,,,272.013,321.449,508.72,,,,,1082.033,,,,,,1082.033,1590.753,1912.202,0.0,1873.13,,,-40.628,1178.635,8.336,3019.473,0.0,3019.473,4931.675,
06/30/2007,5070.454,19.411,19.411,0.0,294.717,294.717,,40.358,0.0,0.0,0.0,40.358,43.428,,,,,,397.914,3934.62,5642.049,-1707.429,,737.92,691.432,691.432,0.0,46.488,4672.54,,52.887,52.887,,,,0.0,,,,,,302.192,,,302.192,355.079,487.54,,,,,1131.496,,,,,,1131.496,1619.036,1974.115,0.0,1876.017,,,-47.566,1253.973,13.915,3096.339,0.0,3096.339,5070.454,
09/30/2007,5213.961,0.023,0.023,0.0,292.218,292.218,,36.75,0.0,0.0,0.0,36.75,64.445,,,,,,393.436,4082.105,5902.832,-1820.727,,738.42,691.432,691.432,0.0,46.988,4820.525,,42.027,42.027,,,,0.0,,,,,,330.322,,,330.322,372.349,526.349,,,,,1179.579,,,,,,1179.579,1705.928,2078.277,0.0,1838.648,,,-40.628,1323.815,13.849,3135.684,0.0,3135.684,5213.961,
12/31/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2008,5598.448,156.651,147.287,9.364,355.976,355.976,,40.785,0.0,0.0,0.0,,11.292,,,,,,564.704,4247.851,6307.898,-2060.047,,785.893,691.432,691.432,0.0,94.461,5033.744,,72.294,72.294,,,,0.0,0.0,0.0,0.0,,,386.911,,,386.911,459.205,486.968,486.968,0.0,0.0,,1254.233,,,,,,1254.233,1741.201,2200.406,0.0,1849.371,,,-40.628,1593.627,-4.328,3398.042,0.0,3398.042,5598.448,
06/30/2008,5969.272,176.194,168.801,7.393,418.464,418.464,,74.874,0.0,0.0,0.0,,25.721,,,,,,695.253,4496.741,6685.352,-2188.611,,777.278,691.432,691.432,0.0,85.846,5274.019,,107.697,107.697,,,,0.0,,,,,,438.204,,,438.204,545.901,486.778,,,,,1315.328,,,,,,1315.328,1802.106,2348.007,0.0,1847.205,,,-33.344,1817.902,-10.498,3621.265,0.0,3621.265,5969.272,
09/30/2008,5579.04,206.516,201.383,5.133,336.089,336.089,,112.972,0.0,0.0,0.0,,18.754,,,,,,674.331,4132.408,7120.483,-2988.075,,772.301,691.432,691.432,0.0,80.869,4904.709,,62.793,62.793,,,,0.0,0.0,0.0,0.0,,,464.329,,,464.329,527.122,486.587,486.587,0.0,0.0,,1161.907,,,,,,1161.907,1648.494,2175.616,0.0,1851.873,,,-33.344,1580.728,4.167,3403.424,0.0,3403.424,5579.04,
12/31/2008,4164.933,3.715,1.213,2.502,217.256,217.256,,186.062,0.0,0.0,0.0,,107.911,,,,,,514.944,2928.121,7637.718,-4709.597,,721.868,691.432,691.432,0.0,30.436,3649.989,,101.157,101.157,,,,0.0,0.0,0.0,0.0,,,368.432,,,368.432,469.589,587.63,587.63,0.0,0.0,,756.067,,,,,,756.067,1343.697,1813.286,0.0,1875.675,,,-33.344,510.271,-0.955,2351.647,0.0,2351.647,4164.933,
03/31/2009,3360.56,4.568,2.958,1.61,171.851,171.851,0.0,208.027,,,,,67.388,,,,,54.37,451.834,2188.065,7779.649,-5591.584,0.0,720.661,691.432,691.432,0.0,29.229,2908.726,,213.809,35.579,,,178.23,0.0,0.0,,,,,84.359,,,84.359,298.168,712.672,712.672,,,,495.687,,,,,235.147,260.54,1208.359,1506.527,0.0,1876.969,0.842,1876.127,-33.344,11.128,-0.72,1854.033,0.0,1854.033,3360.56,
06/30/2009,3402.804,4.334,2.96,1.374,181.652,181.652,0.0,191.911,,,,,69.139,,0.173,,,55.117,447.036,2217.911,7860.785,-5642.874,0.0,737.857,691.432,691.432,0.0,46.252,2955.768,,186.26,23.973,,,162.287,0.0,0.0,,,,,86.458,,1.918,85.93,272.718,706.712,706.712,,,,530.873,,,,,273.803,255.152,1237.585,1510.303,0.0,1848.043,0.834,1847.209,0.0,44.898,-0.44,1892.501,0.0,1892.501,3402.804,
09/30/2009,3396.162,2.962,2.962,0.0,173.914,173.914,0.0,166.021,,,,,38.612,,0.393,,,26.896,381.509,2287.801,7984.472,-5696.671,0.0,726.852,691.432,691.432,0.0,35.027,3014.653,,222.19,19.646,,,202.544,0.0,0.0,,,,,102.672,,8.117,90.027,324.862,523.753,523.753,,,,614.364,,,,,327.653,278.594,1138.117,1462.979,0.0,1854.711,0.835,1853.876,0.0,78.546,-0.074,1933.183,0.0,1933.183,3396.162,
12/31/2009,3444.537,2.544,2.544,0.0,224.095,224.095,0.0,145.153,,,,,35.466,,0.0,,,18.391,407.258,2312.153,8076.822,-5764.669,0.0,725.126,691.432,691.432,0.0,33.694,3037.279,,110.951,30.214,27.956,0.0,52.781,0.0,0.0,0.0,0.0,,,277.812,0.0,0.0,263.91,388.763,392.793,392.793,0.0,0.0,,624.875,0.0,0.0,0.0,0.0,348.897,275.978,1017.668,1406.431,0.0,1860.09,0.835,1859.255,0.0,178.035,-0.019,2038.106,0.0,2038.106,3444.537,
03/31/2010,3708.12,62.542,62.542,0.0,267.366,267.366,0.0,128.207,,,,,60.98,,,,,13.483,519.095,2466.321,8295.107,-5828.786,0.0,722.704,691.432,691.432,0.0,31.272,3189.025,,277.093,44.471,,,232.622,0.0,0.0,,,,,140.081,,1.376,132.91,417.174,367.832,367.832,,,,685.052,,,,,407.166,276.51,1052.884,1470.058,0.0,1862.256,0.839,1861.417,0.0,375.726,0.08,2238.062,0.0,2238.062,3708.12,
06/30/2010,3870.633,142.057,142.057,0.0,217.822,217.822,0.0,111.143,,,,,56.537,,1.762,,,32.967,527.559,2619.384,8515.707,-5896.323,0.0,723.69,691.432,691.432,0.0,30.496,3343.074,,290.067,38.437,,,251.63,17.871,0.0,,,,17.871,113.539,,,113.43,421.477,350.0,350.0,,,,731.504,,,,,455.987,275.517,1081.504,1502.981,0.0,1874.255,0.841,1873.414,0.0,493.565,-0.168,2367.652,0.0,2367.652,3870.633,
09/30/2010,4149.694,148.096,148.096,0.0,232.235,232.235,0.0,99.998,,,,,86.853,,1.097,,,61.118,567.182,2862.608,8832.582,-5969.974,0.0,719.904,691.432,691.432,0.0,27.375,3582.512,,376.122,52.626,,,323.496,0.0,0.0,,,,,117.499,,0.74,117.061,493.621,350.0,350.0,,,,803.814,,,,,531.587,271.487,1153.814,1647.435,0.0,1887.261,0.847,1886.414,0.0,614.901,0.097,2502.259,0.0,2502.259,4149.694,
12/31/2010,4358.247,114.126,114.126,0.0,285.968,285.968,0.0,81.871,,,,,79.802,33.886,0.0,,,35.892,561.767,3078.937,9125.956,-6047.019,0.0,717.543,691.432,691.432,0.0,26.111,3796.48,,205.153,47.242,35.489,0.0,122.422,0.0,0.0,0.0,0.0,,,307.16,0.0,0.0,297.573,512.313,350.0,350.0,0.0,0.0,,886.102,0.0,0.0,0.0,0.0,619.04,267.062,1236.102,1748.415,0.0,1883.917,0.852,1883.065,0.0,725.651,0.264,2609.832,0.0,2609.832,4358.247,
03/31/2011,4569.771,54.146,54.146,0.0,308.946,308.946,0.0,79.599,,,,,63.179,,,,,49.356,505.87,3338.063,9464.644,-6126.581,0.0,725.838,691.432,691.432,0.0,34.406,4063.901,,375.593,47.322,,,328.271,0.0,0.0,,,,,164.109,,,136.0,539.702,350.0,350.0,,,,958.522,,,,,694.384,264.138,1308.522,1848.224,0.0,1885.891,0.855,1885.036,0.0,835.233,0.423,2721.547,0.0,2721.547,4569.771,
06/30/2011,4884.128,13.15,13.15,0.0,293.419,293.419,0.0,78.584,,,,,168.569,,,112.758,,48.692,553.722,3606.21,9817.092,-6210.882,0.0,724.196,691.432,691.432,0.0,32.764,4330.406,,446.447,47.506,,,398.941,0.0,0.0,,,,,151.892,,,147.373,598.339,350.0,350.0,,,,1048.188,,,,,787.192,260.996,1398.188,1996.527,0.0,1893.754,0.856,1892.898,0.0,993.415,0.432,2887.601,0.0,2887.601,4884.128,
09/30/2011,5111.552,57.16,57.16,0.0,343.197,343.197,0.0,82.947,,,,,18.572,,,,,12.267,501.876,3885.234,10195.081,-6309.847,0.0,724.442,691.432,691.432,0.0,33.01,4609.676,,441.049,61.705,,,379.344,0.0,0.0,,,,,135.274,,,135.274,576.323,350.0,350.0,,,,1171.822,,,,,906.118,265.704,1521.822,2098.145,0.0,1900.582,0.857,1899.725,0.0,1112.978,-0.153,3013.407,0.0,3013.407,5111.552,
12/31/2011,5357.377,2.406,2.406,0.0,311.765,311.765,0.0,85.141,,,,,58.583,7.393,0.0,,,48.467,457.895,4244.423,10658.951,-6414.528,0.0,655.059,620.232,620.232,0.0,34.827,4899.482,,287.283,79.788,33.946,0.0,173.549,0.0,0.0,0.0,0.0,,,329.056,0.0,0.0,328.811,616.339,405.0,405.0,0.0,0.0,,1205.425,0.0,0.0,0.0,0.0,903.732,301.693,1610.425,2226.764,0.0,1909.364,0.858,1908.506,0.0,1221.263,-0.014,3130.613,0.0,3130.613,5357.377,
03/31/2012,5736.449,4.406,4.406,0.0,361.553,361.553,0.0,84.808,,,,,14.356,,,,,8.48,465.123,4543.49,11068.567,-6525.077,0.0,727.836,691.432,691.432,0.0,36.404,5271.326,,426.266,61.462,,,364.804,0.0,0.0,,,,,161.492,,,157.159,587.758,572.0,572.0,,,,1346.229,,,,,1041.257,304.972,1918.229,2505.987,0.0,1912.982,0.857,1912.125,0.0,1317.095,0.385,3230.462,0.0,3230.462,5736.449,
06/30/2012,6031.304,96.932,96.932,0.0,251.575,251.575,0.0,91.062,,,,,14.143,,,,,7.205,453.712,4839.854,11478.165,-6638.311,0.0,737.738,691.432,691.432,0.0,46.306,5577.592,,477.163,52.17,,,424.993,0.0,0.0,,,,,133.186,,,133.186,610.349,750.0,750.0,,,,1378.981,,,,,1074.633,304.348,2128.981,2739.33,0.0,1920.637,0.86,1919.777,0.0,1371.087,0.25,3291.974,0.0,3291.974,6031.304,
09/30/2012,6313.255,5.411,5.411,0.0,335.011,335.011,0.0,77.879,,,,,9.257,,,,,6.715,427.558,5145.242,11913.185,-6767.943,0.0,740.455,691.432,691.432,0.0,49.023,5885.697,,499.954,64.988,,,434.966,0.0,0.0,,,,,151.798,,,151.798,651.752,830.0,830.0,,,,1453.556,,,,,1128.642,324.914,2283.556,2935.308,0.0,1932.448,0.865,1931.583,0.0,1445.011,0.488,3377.947,0.0,3377.947,6313.255,
12/31/2012,6305.152,69.538,69.538,0.0,302.535,302.535,0.0,81.029,,,,,17.035,7.42,0.0,,,1.138,470.137,5157.374,12056.431,-6899.057,0.0,677.641,620.232,620.232,0.0,57.409,5835.015,,287.834,103.653,29.179,0.0,155.002,0.0,0.0,0.0,0.0,,,358.028,0.0,0.0,358.028,645.862,750.0,750.0,0.0,0.0,,1434.554,0.0,0.0,0.0,0.0,1121.353,313.201,2184.554,2830.416,0.0,1940.494,0.866,1939.628,0.0,1533.768,0.474,3474.736,0.0,3474.736,6305.152,
03/31/2013,6569.949,18.532,18.532,0.0,333.55,333.55,0.0,73.035,,,,,19.38,6.431,,,,0.539,444.497,5450.48,12477.901,-7027.421,0.0,674.972,620.232,620.232,0.0,54.74,6125.452,,495.063,83.274,,,411.789,0.0,0.0,,,,,150.562,,,147.945,645.625,870.0,870.0,,,,1499.731,,,,,1178.221,321.51,2369.731,3015.356,0.0,1942.307,0.864,1941.443,0.0,1611.732,0.554,3554.593,0.0,3554.593,6569.949,
06/30/2013,6796.37,4.532,4.532,0.0,381.634,381.634,0.0,66.902,,,,,33.473,7.12,2.395,,,0.286,486.541,5633.609,12799.647,-7166.038,0.0,676.22,620.232,620.232,0.0,53.593,6309.829,,498.801,82.69,,,416.111,0.0,0.0,,,,,173.015,,,172.956,671.816,892.0,892.0,,,,1553.557,,,,,1260.836,292.721,2445.557,3117.373,0.0,1949.246,0.865,1948.381,0.0,1729.178,0.573,3678.997,0.0,3678.997,6796.37,
09/30/2013,7054.364,4.531,4.531,0.0,391.105,391.105,0.0,69.517,,,,,31.72,5.75,2.717,,,4.9,496.873,5882.917,13201.054,-7318.137,0.0,674.574,620.232,620.232,0.0,51.625,6557.491,,514.495,111.082,,,403.413,0.0,0.0,,,,,191.385,,,187.065,705.88,900.0,900.0,,,,1632.199,,,,,1338.623,293.576,2532.199,3238.079,0.0,1960.028,0.868,1959.16,0.0,1855.382,0.875,3816.285,0.0,3816.285,7054.364,
12/31/2013,7253.135,4.531,4.531,0.0,367.222,367.222,0.0,66.772,,,,,30.614,7.867,0.0,,,1.625,469.139,6112.555,13763.915,-7651.36,0.0,671.441,620.232,620.232,0.0,51.209,6783.996,,316.917,116.11,27.509,0.0,173.298,0.0,0.0,0.0,0.0,,,366.25,0.0,0.0,365.861,683.167,924.0,924.0,0.0,0.0,,1623.76,0.0,0.0,0.0,0.0,1459.841,163.919,2547.76,3230.927,0.0,1970.985,0.872,1970.113,0.0,2050.034,1.189,4022.208,0.0,4022.208,7253.135,
03/31/2014,7618.635,4.53,4.53,0.0,403.283,403.283,0.0,84.339,,,,,22.526,6.939,,,,1.226,514.678,6434.438,14085.193,-7650.755,0.0,669.519,620.232,620.232,0.0,49.287,7103.957,,552.072,140.72,,,411.352,0.0,0.0,,,,,176.914,,,169.842,728.986,1025.0,1025.0,,,,1716.912,,,,,1539.114,177.798,2741.912,3470.898,0.0,1971.816,0.87,1970.946,0.0,2174.692,1.229,4147.737,0.0,4147.737,7618.635,
06/30/2014,8399.007,128.555,128.555,0.0,449.456,449.456,0.0,85.278,,,,,23.063,7.906,,,,1.432,686.352,7032.124,14870.131,-7838.007,0.0,680.531,620.232,620.232,0.0,60.299,7712.655,,595.211,126.259,,,468.952,0.0,0.0,,,,,205.979,,,197.473,801.19,1500.0,1500.0,,,,1811.186,,,,,1626.206,184.98,3311.186,4112.376,0.0,1976.029,0.87,1975.159,0.0,2309.429,1.173,4286.631,0.0,4286.631,8399.007,
09/30/2014,8644.094,563.657,563.657,0.0,430.702,430.702,0.0,93.012,,,,,23.166,6.603,,,,1.929,1110.537,6854.11,14903.126,-8049.016,0.0,679.447,620.232,620.232,0.0,59.215,7533.557,,597.462,123.388,,,474.074,0.0,0.0,,,,,218.181,,,218.025,815.643,1500.0,1500.0,,,,1898.477,,,,,1710.662,187.815,3398.477,4214.12,0.0,1989.129,0.872,1988.257,0.0,2439.794,1.051,4429.974,0.0,4429.974,8644.094,
12/31/2014,8708.469,405.862,405.862,0.0,411.672,411.672,0.0,89.78,,,,,24.49,9.356,0.0,,,1.659,931.804,7114.742,15372.244,-8257.502,0.0,661.923,620.232,620.232,0.0,41.691,7776.665,,585.435,138.051,,0.0,447.384,0.0,0.0,0.0,0.0,,,190.892,0.0,0.0,190.892,776.327,1483.176,1483.176,0.0,0.0,,1948.334,0.0,0.0,0.0,0.0,1754.706,193.628,3431.51,4207.837,0.0,1997.956,0.876,1997.08,0.0,2501.574,1.102,4500.632,0.0,4500.632,8708.469,
03/31/2015,7860.051,120.932,120.932,0.0,339.711,339.711,0.0,81.462,,,,,19.08,8.003,,,,1.0,561.185,6620.57,15688.501,-9067.931,0.0,678.296,620.232,620.232,0.0,58.064,7298.866,,411.355,74.749,,,336.606,0.0,0.0,,,,,141.84,,,141.84,553.195,1500.0,1500.0,,,,1720.718,,,,,1522.629,198.089,3220.718,3773.913,0.0,2012.331,0.877,2011.454,0.0,2072.603,1.204,4086.138,0.0,4086.138,7860.051,
06/30/2015,7568.504,856.88,856.88,0.0,319.37,319.37,0.0,75.165,,,,,16.034,8.208,,,,0.865,1267.449,5624.508,15866.925,-10242.417,0.0,676.547,620.232,620.232,0.0,56.315,6301.055,,334.213,71.486,,,262.727,0.0,0.0,,,,,164.671,,,164.671,498.884,1500.0,1500.0,,,,1373.457,,,,,1177.289,196.168,2873.457,3372.341,0.0,2737.953,0.945,2737.008,0.0,1457.298,0.912,4196.163,0.0,4196.163,7568.504,
09/30/2015,6336.362,899.312,899.312,0.0,260.06,260.06,0.0,65.096,,,,,13.993,4.229,0.467,,,1.4,1238.461,4422.838,16020.553,-11597.715,0.0,675.063,620.232,620.232,0.0,54.364,5097.901,,358.38,71.62,,,286.76,0.0,0.0,,,,,122.728,,,122.728,481.108,1500.0,1500.0,,,,921.287,,,,,733.371,187.916,2421.287,2902.395,0.0,2754.714,0.946,2753.768,0.0,678.95,0.303,3433.967,0.0,3433.967,6336.362,
12/31/2015,5243.286,779.382,779.382,0.0,225.36,225.36,0.0,54.579,,,,,18.609,7.036,0.501,,,0.828,1077.93,3506.155,16217.123,-12710.968,0.0,659.201,620.232,620.232,0.0,38.468,4165.356,,314.323,66.815,,,247.508,0.0,0.0,0.0,0.0,,,95.744,0.0,0.0,95.744,410.067,1485.62,1485.62,0.0,0.0,,549.921,0.0,0.0,0.0,0.0,352.705,197.216,2035.541,2445.608,0.0,2763.924,0.948,2762.976,0.0,33.313,0.441,2797.678,0.0,2797.678,5243.286,
