Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,1153.5,1153.5,-853.6,853.6,299.9,0.0,-282.6,271.5,8.7,2.4,17.3,4.1,27.2,28.5,-1.3,,-9.5,-21.8,21.4,-13.1,8.3,-4.5,-4.5,0.0,12.8,0.7,13.5,0.0,0.0,13.5,6.335,-2.665,50.613,0.27,0.18,0.125165,51.459,0.26,0.17,0.118211,
06/30/2012,1241.9,1241.9,-908.6,908.6,333.3,0.0,-264.3,246.5,9.4,8.4,69.0,-22.1,26.2,27.8,-1.6,,-6.9,2.8,46.9,-9.0,37.9,-10.3,-10.3,0.0,48.2,-0.8,47.4,0.0,0.0,47.4,43.36,5.46,49.954,0.948873,0.74,0.851984,50.909,0.931073,0.73,0.83725,
09/29/2012,1176.7,1176.7,-858.9,858.9,317.8,0.0,-241.2,226.0,8.8,6.4,76.6,-18.5,27.1,28.7,-1.6,,-8.6,0.0,58.1,-9.6,48.5,-11.7,-11.7,0.0,60.2,-2.4,57.8,0.0,0.0,57.8,52.66,4.16,49.958,1.16,0.92,1.006045,50.038,1.16,0.92,1.003137,
12/31/2012,1366.0,1366.0,-984.0,984.0,382.0,0.0,-695.1,395.3,,299.8,-313.1,-19.0,27.6,29.4,-1.8,,-13.6,5.0,-332.1,56.4,-275.7,-321.0,-321.0,0.0,45.3,-0.3,45.0,0.0,0.0,45.0,7.66,283.66,49.605,0.91,-5.56,0.15442,49.605,0.91,-5.56,0.15442,
03/30/2013,1133.7,1133.7,-832.5,832.5,301.2,0.0,-278.6,268.0,8.2,2.4,22.6,-15.8,27.1,29.2,-2.1,,-9.1,-2.2,6.8,4.2,11.0,7.4,7.4,0.0,3.6,-1.3,2.3,0.0,0.0,2.3,14.185,4.485,46.418,0.05,0.21,0.305593,47.45,0.05,0.2,0.294521,
06/29/2013,1161.9,1161.9,-831.8,831.8,330.1,0.0,-259.1,233.1,8.2,17.8,71.0,-17.8,25.6,27.1,-1.5,,-10.1,2.3,53.2,-14.0,39.2,-8.0,-8.0,0.0,47.2,-2.0,45.2,0.0,0.0,45.2,46.365,9.165,45.678,0.99,0.81,1.01504,45.972,0.98,0.81,1.00936,
09/28/2013,1145.8,1145.8,-809.0,809.0,336.8,0.0,-239.9,224.8,,15.1,96.9,-17.2,24.5,27.1,-2.6,,-11.4,4.1,79.7,-16.6,63.1,-5.4,-5.4,0.0,68.5,0.8,69.3,0.0,0.0,69.3,68.32,4.42,44.709,1.55,1.43,1.528104,45.037,1.54,1.42,1.518142,
12/31/2013,1328.9,1328.9,-927.7,927.7,401.2,0.0,-267.7,247.2,,20.5,133.5,-22.7,27.2,29.2,-2.0,,-11.6,7.1,110.8,-25.7,85.1,-1.8,-1.8,0.0,86.9,0.1,87.0,0.0,0.0,87.0,92.935,7.735,44.768,1.94,1.9,2.075925,45.609,1.91,1.87,2.039594,
03/29/2014,1077.1,1077.1,-775.6,775.6,301.5,0.0,-285.8,267.5,8.3,10.0,15.7,441.0,17.1,19.3,-2.2,,,-458.1,456.7,-160.0,296.7,-21.1,-21.1,0.0,317.8,0.4,318.2,0.0,0.0,318.2,324.725,27.625,44.236,7.19,6.72,7.340741,45.082,7.06,6.59,7.202772,
06/28/2014,1195.1,1195.1,-847.9,847.9,347.2,0.0,-257.2,244.4,8.3,4.5,90.0,-14.7,14.0,16.3,-2.3,,-0.5,1.2,75.3,-18.6,56.7,6.7,6.7,0.0,50.0,1.2,51.2,0.0,0.0,51.2,60.825,2.925,43.068,1.19,1.34,1.412301,43.9,1.17,1.32,1.386629,
09/27/2014,489.6,489.6,-377.1,377.1,112.5,0.0,-114.6,111.9,1.4,1.3,-2.1,-4.5,3.9,5.0,-1.1,,-0.3,0.9,-6.6,-5.6,-12.2,-75.8,-75.8,0.0,63.6,-0.3,63.3,0.0,0.0,63.3,-11.655,0.845,41.796,1.51,-0.28,-0.278854,41.796,1.51,-0.28,-0.278854,
12/31/2014,555.6,555.6,-443.7,443.7,111.9,0.0,-228.9,195.0,1.4,32.5,-117.0,-6.6,5.2,6.0,-0.8,,-0.6,2.0,-123.6,22.2,-101.4,-56.6,-56.6,0.0,-44.8,8.2,-36.6,0.0,0.0,-36.6,-72.075,21.125,40.548,-0.9,-2.29851,-1.777523,40.548,-0.9,-2.29851,-1.777523,
03/28/2015,376.3,376.3,-301.8,301.8,74.5,0.0,-119.1,114.9,1.4,2.8,-44.6,-9.7,5.1,5.7,-0.6,,,4.6,-54.3,13.3,-41.0,-31.0,-31.0,0.0,-10.0,2.9,-7.1,0.0,0.0,-7.1,-36.28,1.82,40.503,-0.18,-0.95,-0.895736,40.503,-0.18,-0.95,-0.905065,
06/27/2015,459.4,459.4,-363.4,363.4,96.0,0.0,-104.7,100.7,1.2,2.8,-8.7,-3.9,6.1,6.5,-0.4,,-0.5,-1.7,-12.6,0.8,-11.8,-48.2,-48.2,0.0,36.4,2.5,38.9,0.0,0.0,38.9,-7.48,1.82,40.602,0.96,-0.24,-0.184227,40.602,0.96,-0.24,-0.195175,
09/26/2015,374.1,374.1,-371.2,371.2,2.9,0.0,-116.5,106.8,1.3,8.4,-113.6,-11.6,5.9,6.3,-0.4,0.0,-0.3,6.0,-125.2,-5.5,-130.7,-0.1,-0.1,0.0,-130.6,25.6,-105.0,0.0,0.0,-105.0,-98.73,6.37,40.663,-2.58,-2.58,-2.428006,40.663,-2.58,-2.58,-2.428006,
12/31/2015,468.4,468.4,-346.9,346.9,121.5,0.0,-95.8,94.0,,1.8,25.7,-7.7,3.5,3.5,0.0,,,4.2,18.0,-1.6,16.4,29.1,29.1,0.0,-12.7,3.2,-9.5,0.0,0.0,-9.5,20.12,0.52,41.156,-0.23,0.48,0.488872,41.615,-0.23,0.47,0.482495,
04/02/2016,360.6,360.6,-270.7,270.7,89.9,0.0,-61.8,74.3,,-12.5,28.1,-2.1,3.3,3.5,-0.2,,,-1.2,26.0,-5.8,20.2,6.6,6.6,0.0,13.6,-0.6,13.0,0.0,0.0,13.0,10.89,-8.71,41.293,0.31,0.47,0.263725,41.553,0.31,0.47,0.260388,
07/02/2016,371.4,371.4,-280.3,280.3,91.1,0.0,-77.3,72.8,,4.5,13.8,-3.5,3.6,3.8,-0.2,,,-0.1,10.3,-3.8,6.5,3.5,3.5,0.0,3.0,-17.1,-14.1,0.0,0.0,-14.1,-8.26,2.34,41.594,-0.34,-0.25,-0.198586,41.594,-0.34,-0.25,-0.198586,
10/01/2016,345.0,345.0,-264.2,264.2,80.8,0.0,-69.5,68.5,,1.0,11.3,-4.2,3.8,3.8,0.0,,,0.4,7.1,-0.5,6.6,4.7,4.7,0.0,1.9,0.0,1.9,0.0,0.0,1.9,7.575,0.975,41.721,0.04,0.16,0.181563,42.475,0.04,0.16,0.181563,
12/31/2016,395.3,395.3,-281.3,281.3,114.0,0.0,-112.2,85.4,,26.8,1.8,-5.8,3.3,3.7,-0.4,,,2.5,-4.0,1.0,-3.0,83.1,83.1,0.0,-86.1,0.0,-86.1,0.0,0.0,-86.1,14.29,17.29,41.828,-2.06,-0.07,0.341637,41.828,-2.06,-0.07,0.341637,
04/01/2017,340.6,340.6,-252.5,252.5,88.1,0.0,-70.3,69.6,,0.7,17.8,-4.3,3.6,4.0,-0.4,,,0.7,13.5,-3.2,10.3,-7.1,-7.1,0.0,17.4,0.0,17.4,0.0,0.0,17.4,10.625,0.325,42.108,0.41,0.24,0.252327,43.454,0.4,0.24,0.247479,
07/01/2017,349.7,349.7,-273.6,273.6,76.1,0.0,-72.0,71.4,,0.6,4.1,-6.4,4.3,4.6,-0.3,,,2.1,-2.3,-6.0,-8.3,0.7,0.7,0.0,-9.0,0.0,-9.0,0.0,0.0,-9.0,-7.975,0.325,42.388,-0.21,-0.19,-0.188143,42.388,-0.21,-0.19,-0.188143,
09/30/2017,348.5,348.5,-263.4,263.4,85.1,0.0,-53.9,62.9,,-9.0,31.2,-4.4,4.1,4.3,-0.2,,,0.3,26.8,-4.8,22.0,-0.3,-0.3,0.0,22.3,0.0,22.3,0.0,0.0,22.3,16.54,-5.46,42.54,0.52,0.51716,0.388811,44.064,0.51,0.5,0.376089,
12/31/2017,387.0,387.0,-306.1,306.1,80.9,0.0,-79.2,78.4,,0.8,1.7,-3.6,3.8,4.2,-0.4,0.0,,-0.2,-1.9,61.9,60.0,1.4,1.4,0.0,58.6,0.0,58.6,0.0,0.0,58.6,5.77,-54.23,42.613,1.38,1.41,0.135405,44.401,1.32,1.35,0.128631,
03/31/2018,351.9,351.9,-261.8,261.8,90.1,0.0,-70.8,68.6,,2.2,19.3,-2.8,3.8,4.3,-0.5,,,-1.0,16.5,-4.1,12.4,0.0,0.0,0.0,12.4,0.0,12.4,0.0,0.0,12.4,13.98,1.58,42.772,0.29,0.29,0.326849,44.353,0.28,0.28,0.315623,
06/30/2018,379.2,379.2,-281.5,281.5,97.7,0.0,-75.0,72.6,,2.4,22.7,-2.6,4.8,5.1,-0.3,,,-2.2,20.1,-0.4,19.7,-3.3,-3.3,0.0,23.0,0.0,23.0,0.0,0.0,23.0,20.964,1.264,42.988,0.54,0.46,0.487671,44.723,0.51,0.08,0.108263,
09/29/2018,362.5,362.5,-274.8,274.8,87.7,0.0,-74.3,71.6,,2.7,13.4,-4.9,5.6,5.9,-0.3,,,-0.7,8.5,-1.7,6.8,0.2,0.2,0.0,6.6,0.0,6.6,0.0,0.0,6.6,7.59,0.79,43.08,0.15,0.15,0.176184,44.904,0.15,-0.01,0.007593,
12/31/2018,445.0,445.0,-309.8,309.8,135.2,0.0,-83.0,79.8,,3.2,52.2,-17.7,5.8,6.2,-0.4,,,11.9,34.5,4.8,39.3,0.1,0.1,0.0,39.2,0.0,39.2,0.0,0.0,39.2,39.853,0.553,43.369,0.9,0.91,0.918928,44.652,0.88,0.88,0.892385,
03/30/2019,343.6,343.6,-260.4,260.4,83.2,0.0,-80.2,76.7,,3.5,3.0,2.2,5.0,5.3,-0.3,,,-7.2,5.2,-4.6,0.6,1.4,1.4,0.0,-0.8,0.0,-0.8,0.0,0.0,-0.8,0.679,0.079,43.618,-0.02,0.01,0.015567,44.88,-0.02,0.01,0.01176,
06/29/2019,372.4,372.4,-264.2,264.2,108.2,0.0,-81.9,78.2,,3.7,26.3,-2.8,4.7,5.3,-0.6,,,-1.9,23.5,-4.1,19.4,0.2,0.2,0.0,19.2,0.0,19.2,0.0,0.0,19.2,20.427,1.027,43.914,0.44,0.44,0.465159,44.892,0.43,0.43,0.452877,
09/28/2019,364.8,364.8,-258.6,258.6,106.2,0.0,-78.6,74.6,,4.0,27.6,-3.6,4.6,5.0,-0.4,,,-1.0,24.0,-2.8,21.2,-0.3,-0.3,0.0,21.5,0.0,21.5,0.0,0.0,21.5,22.78,1.58,44.072,0.49,0.48,0.516881,45.176,0.48,0.47,0.504974,
12/31/2019,444.6,444.6,-301.1,301.1,143.5,0.0,-92.5,89.0,,3.5,51.0,-20.5,4.9,5.4,-0.5,,,15.6,30.5,-2.0,28.5,3.1,3.1,0.0,25.4,5.6,31.0,0.0,0.0,31.0,27.227,-6.873,44.157,0.7,0.77,0.616595,45.491,0.68,0.75,0.598915,
03/28/2020,369.3,369.3,-255.2,255.2,114.1,0.0,-81.4,78.9,,2.5,32.7,-4.0,4.7,4.7,0.0,,,-0.7,28.7,-6.0,22.7,0.0,0.0,0.0,22.7,0.0,22.7,0.0,0.0,22.7,23.095,0.395,44.309,0.51,0.51,0.521226,45.527,0.5,0.5,0.508676,
06/27/2020,373.2,373.2,-259.2,259.2,114.0,0.0,-79.6,75.8,,3.8,34.4,1.1,4.7,4.8,-0.1,,,-5.8,35.5,-7.1,28.4,1.3,1.3,0.0,27.1,0.0,27.1,0.0,0.0,27.1,33.219,4.819,44.59,0.61,0.64,0.744988,45.648,0.59,0.62,0.725569,
09/30/2020,358.0,,,,104.29614,,,,,,32.38,,,,,,,,30.067,,20.55,,,,,,20.55,,,20.55,22.333,,,0.45,0.45,0.495,,0.45,0.45,0.495,
12/31/2020,456.4,,,,142.246188,,,,,,63.18,,,,,,,,62.0,,45.8,,,,,,45.8,,,45.8,47.7,,,1.0,1.0,0.978,,1.0,1.0,0.978,
