Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,3462.0,4.8,4.8,0,260.8,260.8,,,,,,,108.4,,,,,,374.0,1625.4,2236.5,-611.1,0.0,,1462.6,1408.4,,,54.2,3088.0,,56.3,56.3,,,,44.4,,,,,,238.3,,,238.3,339.0,1163.8,,,,,303.1,,,,,303.1,1466.9,1805.9,0,1209.7,,,-12.7,459.1,0.0,1656.1,0.0,1656.1,3462.0,
12/31/2000,3561.5,2.0,2.0,0,241.300003,,,30.6,30.6,0.0,0.0,0.0,131.899994,,,,,,405.799988,1667.800049,2314.800049,-647.0,0.0,,1487.900024,1435.0,,,52.900024,3155.700073,,103.400002,103.400002,,,,56.5,,,,,,221.899986,,,221.899986,381.799988,1200.199951,,,,,304.600006,,,,,304.600006,1504.799957,1886.599945,0,1210.199951,,,-50.900002,,515.600014,1674.899963,0.0,1674.899963,3561.499908,
03/31/2001,3571.3,19.4,19.4,0,250.6,250.6,,,,,,,132.7,,,,,,402.7,1697.4,2377.8,-680.4,0.0,,1471.2,1419.3,,,51.9,3168.6,,61.0,61.0,,,,117.3,,,,,,235.6,,,235.6,413.9,1141.0,,,,,311.5,,,,,311.5,1452.5,1866.4,0,1215.8,,,-76.1,565.2,0.0,1704.9,0.0,1704.9,3571.3,
06/30/2001,3914.2,9.1,9.1,0,268.9,268.9,,,,,,,72.9,,,,,,350.9,1816.9,2532.8,-715.9,0.0,,1746.4,1602.4,,,144.0,3563.3,,77.9,77.9,,,,282.6,,,,,,274.4,,,274.4,634.9,1163.2,,,,,367.5,,,,,367.5,1530.7,2165.6,0,1223.0,,,-98.2,623.3,0.5,1748.6,0.0,1748.6,3914.2,
09/30/2001,3889.1,0.0,0.0,0,271.5,271.5,,,,,,,76.9,,,,,,348.4,1786.9,2534.1,-747.2,0.0,,1753.8,1600.8,,,153.0,3540.7,,79.7,79.7,,,,30.1,,,,,,310.5,,,310.5,420.3,1301.6,,,,,381.5,,,,,381.5,1683.1,2103.4,0,1250.9,,,-144.1,680.0,-1.1,1785.7,0.0,1785.7,3889.1,
12/31/2001,3856.3,16.1,16.1,0,232.9,,,0.0,0.0,0.0,0.0,0.0,75.8,,,,,,324.8,1774.9,2554.3,-779.4,0.0,,1756.6,1551.6,,,205.0,3531.5,,107.9,107.9,,,,33.6,,,,,,244.9,,,244.9,386.4,1334.1,,,,,379.9,,,,,379.9,1714.0,2100.4,0,1266.5,,,-150.1,,639.5,1755.9,0.0,1755.9,3856.3,
03/31/2002,3872.0,48.5,48.5,0,224.0,224.0,,,0.0,0.0,0.0,0.0,79.4,,,,,,351.9,1766.8,2581.2,-814.4,0.0,,1753.3,1549.8,1661.0,-111.2,203.5,3520.1,,79.3,79.3,,,,102.7,,,,,,193.4,,,193.4,375.4,1334.8,,,,,394.9,,,,,394.9,1729.7,2105.1,0,1267.9,,,-196.6,696.0,-0.4,1766.9,0.0,1766.9,3872.0,
06/30/2002,3984.2,110.4,110.4,0,246.0,246.0,,0.0,0.0,0.0,0.0,0.0,75.7,,,,,,432.1,1781.8,2641.8,-860.0,0.0,,1770.3,1553.4,1673.4,-120.0,216.9,3552.1,,76.2,76.2,,,,3.5,,,,,,332.7,,,332.7,412.4,1361.7,,,,,417.4,,,,,417.4,1779.1,2191.5,0,1278.7,,,-242.8,757.0,-0.2,1792.7,0.0,1792.7,3984.2,
09/30/2002,4046.9,62.9,62.9,0,249.7,249.7,,0.0,0.0,0.0,0.0,0.0,71.0,,,,,,383.6,1862.1,2759.1,-897.0,0.0,,1801.2,1558.6,1532.1,26.5,242.6,3663.3,,92.5,92.5,,,,3.4,,,,,,303.5,,,303.5,399.4,1385.4,,,,,449.2,,,,,449.2,1834.6,2234.0,0,1282.2,,,-288.5,819.2,0.0,1812.9,0.0,1812.9,4046.9,
12/31/2002,4209.100098,141.5,141.5,0,238.600006,238.600006,,0.0,0.0,0.0,0.0,0.0,72.199997,,,,,,452.299988,1910.0,2839.100098,-929.099976,0.0,,1846.800049,1569.900024,1544.199951,25.700073,276.900024,3756.800049,,123.5,123.5,,,,2.8,,,,,,265.900012,,,265.900012,392.200012,1439.300049,,,,,496.5,,,,,496.5,1935.800049,2328.000061,0,1300.5,,,-300.100006,880.700012,-3.1e-05,1881.099976,0.0,1881.099976,4209.100037,
03/31/2003,4153.9,166.1,166.1,0,251.3,251.3,,0.0,0.0,0.0,0.0,0.0,78.3,,,,,,495.7,1815.9,3044.8,-1228.9,0.0,,1842.3,1570.5,1545.7,24.8,271.8,3658.2,,97.1,97.1,,,,2.7,,,,,,287.6,,,287.6,387.4,1441.4,,,,,478.2,,,,,478.2,1919.6,2307.0,0,1305.7,,,-356.3,897.5,0.0,1846.9,0.0,1846.9,4153.9,
06/30/2003,4291.5,247.6,247.6,0,264.6,264.6,,0.0,0.0,0.0,0.0,0.0,72.8,,,,,,585.0,1827.5,3107.3,-1279.8,0.0,,1879.0,1577.8,1553.7,24.1,301.2,3706.5,,104.3,104.3,,,,227.7,,,,,,306.4,,,306.4,638.4,1252.5,,,,,501.3,,,,,501.3,1753.8,2392.2,0,1328.3,,,-386.9,957.9,0.0,1899.3,0.0,1899.3,4291.5,
09/30/2003,4395.4,124.7,124.7,0,266.3,266.3,,0.0,0.0,0.0,0.0,0.0,79.3,,,,,,470.3,1873.7,3205.6,-1331.9,141.7,141.7,1909.7,1580.3,1554.7,25.6,329.4,3925.1,,118.7,118.7,,,,235.4,,,,,,326.4,,,326.4,680.5,1261.2,,,,,559.8,,,,,559.8,1821.0,2501.5,0,1336.2,,,-435.6,993.0,0.3,1893.9,0.0,1893.9,4395.4,
12/31/2003,4554.100098,119.199997,119.199997,0,248.899994,248.899994,,0.0,0.0,0.0,0.0,0.0,187.899994,,,,,,556.0,1931.0,3304.300049,-1373.300049,0.0,,2067.100098,1583.099976,1558.099976,25.0,484.000122,3998.100098,,129.100006,129.100006,,,,231.100006,,,,,,311.799988,,,311.799988,672.0,1289.199951,,,,,688.400024,,,,,688.400024,1977.599976,2649.599976,0,1349.599976,,,-484.299988,1039.300049,-0.100037,1904.5,0.0,1904.5,4554.099976,
03/31/2004,4545.299805,174.199997,174.199997,0,250.0,250.0,,0.0,0.0,0.0,0.0,0.0,130.199997,,,,,,554.400024,1913.099976,3335.199951,-1422.099976,0.0,,2077.800049,1585.0,1560.0,25.0,492.800049,3990.900024,,113.199997,113.199997,,,,232.300003,,,,,,325.5,,,325.5,671.0,1290.0,,,,,710.0,,,,,710.0,2000.0,2671.0,0,1366.400024,,,-577.400024,1086.900024,-1.600006,1874.300018,0.0,1874.300018,4545.300018,
06/30/2004,4321.799805,65.699997,65.699997,0,269.200012,269.200012,,0.0,0.0,0.0,0.0,0.0,84.599998,,,,,,419.5,1965.0,3445.800049,-1480.800049,0.0,,1937.300049,1591.0,1566.0,25.0,346.300049,3902.300049,,111.900002,111.900002,,,,2.4,,,,,,322.900011,,,322.900011,437.200012,1296.900024,,,,,747.599976,,,,,747.599976,2044.5,2481.700012,0,1380.099976,,,-677.0,1138.699951,-1.699951,1840.099976,0.0,1840.099976,4321.799988,
09/30/2004,4395.100098,115.800003,115.800003,0,285.899994,285.899994,,0.0,0.0,0.0,0.0,0.0,78.0,,,,,,479.700012,1982.099976,3507.5,-1525.400024,0.0,,1933.300049,1589.400024,1558.099976,31.300049,343.900024,3915.400024,,118.900002,118.900002,,,,2.4,,,,,,344.699998,,,344.699998,466.0,1318.5,,,,,769.299988,,,,,769.299988,2087.799988,2553.799988,0,1386.699951,,,-727.099976,1183.099976,-1.399994,1841.299957,0.0,1841.299957,4395.099945,
12/31/2004,4464.6,141.5,141.5,0,268.7,268.7,,0.0,0.0,0.0,0.0,0.0,86.3,,,,,,496.5,2008.8,3588.8,-1580.0,38.7,,1920.6,1562.7,1562.7,0.0,357.9,3968.1,,119.6,119.6,,,,2.4,,,,,,324.6,,,324.6,446.6,1351.9,,,,,793.6,,,,,793.6,2145.5,2592.1,0,1401.3,,,-750.4,1226.6,-5.0,1872.5,0.0,1872.5,4464.6,
03/31/2005,4381.0,71.8,71.8,0,246.1,246.1,,0.0,,,,,83.6,,,,,,401.5,2039.8,3651.3,-1611.5,38.9,38.9,1900.8,1580.7,1550.5,30.2,320.1,3979.5,,110.0,110.0,,,,20.4,,,,,,320.7,,,320.7,451.1,1351.0,,,,,833.1,,,,,833.1,2184.1,2635.2,0,1414.1,,,-939.5,1270.7,0.5,1745.8,0.0,1745.8,4381.0,
06/30/2005,4349.2,30.3,30.3,0,268.4,268.4,,0.0,,,,,82.0,,,,,,380.7,2058.3,3728.9,-1670.6,0.0,,1910.2,1579.3,1550.5,28.8,330.9,3968.5,,121.0,121.0,,,,5.3,,,,,,350.1,,,350.1,476.4,1357.3,,,,,843.5,,,,,843.5,2200.8,2677.2,0,1440.6,,,-1087.5,1318.1,0.8,1672.0,0.0,1672.0,4349.2,
09/30/2005,4365.4,33.8,33.8,0,293.6,293.6,,0.0,,,,,82.2,,,,,,409.6,2106.9,3836.5,-1729.6,0.0,,1848.9,1578.8,1550.7,28.1,270.1,3955.8,,123.1,123.1,,,,5.1,,,,,,382.1,,,382.1,510.3,1363.4,,,,,864.1,,,,,864.1,2227.5,2737.8,0,1465.1,,,-1201.1,1362.2,1.4,1627.6,0.0,1627.6,4365.4,
12/31/2005,4550.5,131.8,131.8,0,280.0,280.0,,0.0,0.0,0.0,0.0,0.0,70.5,,,,,,482.3,2115.3,3890.2,-1774.9,0.0,,1952.9,1590.8,1563.8,27.0,362.1,4068.2,,176.1,176.1,,,,3.0,,,,,,487.9,,,487.9,667.0,1472.1,,,,,805.6,,,,,805.6,2277.7,2944.7,0,1511.0,,,-1308.8,1402.8,0.8,1605.8,0.0,1605.8,4550.5,
03/31/2006,4471.5,14.9,14.9,0,278.8,278.8,,0.0,,,,,69.1,,,,,,362.8,2133.4,3960.2,-1826.8,0.0,,1975.3,1652.7,1564.6,88.1,322.6,4108.7,,123.3,123.3,,,,58.0,,,,,,390.0,,,390.0,571.3,1497.0,,,,,826.9,,,,,826.9,2323.9,2895.2,0,1575.1,,,-1449.4,1448.2,2.4,1576.3,0.0,1576.3,4471.5,
06/30/2006,4489.7,30.7,30.7,0,302.1,302.1,,0.0,0.0,0.0,0.0,0.0,65.2,,,,,,398.0,2153.5,4034.7,-1881.2,0.0,,1938.2,1587.7,1563.5,24.2,350.5,4091.7,,132.0,132.0,,,,2.9,,,,,,392.0,,,392.0,526.9,1659.1,,,,,840.7,,,,,840.7,2499.8,3026.7,0,1594.6,,,-1634.6,1500.3,2.7,1463.0,0.0,1463.0,4489.7,
09/30/2006,4488.9,49.3,49.3,0,311.5,311.5,,0.0,0.0,0.0,0.0,0.0,66.9,,,,,,427.7,2147.3,4089.2,-1941.9,0.0,,1913.9,1585.1,1562.2,22.9,328.8,4061.2,,125.8,125.8,,,,2.8,,,,,,417.9,,,417.9,546.5,1664.8,,,,,843.3,,,,,843.3,2508.1,3054.6,0,1603.0,,,-1726.5,1556.5,1.3,1434.3,0.0,1434.3,4488.9,
12/31/2006,4429.4,29.1,29.1,0,293.8,293.8,,0.0,0.0,0.0,0.0,0.0,70.5,,,,,,393.4,2163.8,4148.5,-1984.7,0.0,,1872.2,1593.9,1562.9,31.0,278.3,4036.0,,161.5,161.5,,,,2.6,,,,,,438.1,,,438.1,602.2,1544.6,,,,,860.5,,,,,860.5,2405.1,3007.3,0,1619.4,,,-1800.8,1602.6,0.9,1422.1,0.0,1422.1,4429.4,
03/31/2007,4410.6,20.3,20.3,0,297.7,297.7,,0.0,0.0,0.0,0.0,0.0,90.7,,,,,,408.7,2140.5,4191.6,-2051.1,0.0,,1861.4,1592.2,1562.7,29.5,269.2,4001.9,,108.8,108.8,,,,2.5,,,,,,423.6,,,423.6,534.9,1549.7,,,,,925.4,,,,,925.4,2475.1,3010.0,0,3.1,,,-26.2,1419.9,3.8,1400.6,0.0,1400.6,4410.6,
06/30/2007,4416.2,25.9,25.9,0,312.3,312.3,,0.0,0.0,0.0,0.0,0.0,85.4,,,,,,423.6,2135.5,4242.3,-2106.8,0.0,,1857.1,1589.2,1560.8,28.4,267.9,3992.6,,122.8,122.8,,,,2.3,,,,,,447.1,,,447.1,572.2,1496.0,,,,,959.6,,,,,959.6,2455.6,3027.8,0,17.8,,,-120.6,1486.6,4.6,1388.4,0.0,1388.4,4416.2,
09/30/2007,4498.0,22.6,22.6,0,320.1,320.1,,0.0,0.0,0.0,0.0,0.0,90.0,,,,,,432.7,2137.0,4295.4,-2158.4,0.0,,1928.3,1589.0,1561.5,27.5,339.3,4065.3,,124.8,124.8,,,,2.2,,,,,,429.7,,,429.7,556.7,1654.0,,,,,980.1,,,,,980.1,2634.1,3190.8,0,27.8,,,-247.6,1521.8,5.2,1307.2,0.0,1307.2,4498.0,
12/31/2007,4467.8,21.8,21.8,0,298.2,298.2,,0.0,0.0,0.0,0.0,0.0,93.8,,,,,,413.8,2164.3,4357.5,-2193.2,0.0,,1889.7,1582.2,1555.7,26.5,307.5,4054.0,,160.8,160.8,,,,2.3,,,,,,465.6,,,465.6,628.7,1565.5,,,,,969.8,,,,,969.8,2535.3,3164.0,0,40.7,,,-318.3,1572.3,9.1,1303.8,0.0,1303.8,4467.8,
03/31/2008,4534.4,50.4,50.4,0,306.7,306.7,,0.0,0.0,0.0,0.0,0.0,98.9,,,,,,456.0,2149.2,4404.9,-2255.7,0.0,,1929.2,1587.5,1555.4,32.1,341.7,4078.4,,120.9,120.9,,,,2.3,,,,,,448.9,,,448.9,572.1,1693.0,,,,,1005.3,,,,,1005.3,2698.3,3270.4,0,51.8,,,-416.1,1617.3,11.0,1264.0,0.0,1264.0,4534.4,
06/30/2008,4547.5,13.1,13.1,0,320.1,320.1,,0.0,0.0,0.0,0.0,0.0,129.9,,,,,,463.1,2167.5,4472.4,-2304.9,0.0,,1916.9,1586.8,1555.9,30.9,330.1,4084.4,,139.7,139.7,,,,101.6,,,,,,437.7,,,437.7,679.0,1515.4,,,,,1091.3,,,,,1091.3,2606.7,3285.7,0,66.6,,,-456.7,1626.9,25.0,1261.8,0.0,1261.8,4547.5,
09/30/2008,4606.5,39.9,39.9,0,326.3,326.3,,0.0,0.0,0.0,0.0,0.0,107.9,,,,,,474.1,2195.1,4554.2,-2359.1,0.0,,1937.3,1587.3,1557.4,29.9,350.0,4132.4,,144.6,144.6,,,,101.6,,,,,,451.3,,,451.3,697.5,1497.2,,,,,1100.0,,,,,1100.0,2597.2,3294.7,0,76.1,,,-456.7,1680.9,11.5,1311.8,0.0,1311.8,4606.5,
12/31/2008,19921.4,68.7,68.7,0,945.5,945.5,,0.0,0.0,0.0,0.0,0.0,311.5,,,,,,1325.7,6738.2,9000.8,-2262.6,0.0,,11857.5,11069.6,10521.5,548.1,787.9,18595.7,,564.0,564.0,,,,504.0,,,,,,1497.8,,,1497.8,2565.8,7198.5,,,,,2874.6,,,,,2874.6,10073.1,12638.9,0,6264.0,,,-456.7,1477.2,-3.1,7281.4,1.1,7282.5,19921.4,
03/31/2009,19862.6,193.5,193.5,0,877.6,877.6,0.0,0.0,0.0,0.0,0.0,0.0,292.8,,,125.9,,166.9,1363.9,6677.8,9119.0,-2441.2,0.0,,11820.9,10965.5,10418.3,547.2,855.4,18498.7,,862.5,552.5,,113.9,196.1,457.9,0.0,,,,457.9,1156.0,,,805.5,2476.4,7118.7,7118.7,,,,2938.8,1244.9,,,1243.2,450.7,10057.5,12533.9,0,6271.5,3.9,6267.6,-457.0,1518.2,-5.5,7327.2,1.5,7328.7,19862.6,
06/30/2009,19446.4,67.6,67.6,0,913.5,913.5,0.0,0.0,0.0,0.0,0.0,0.0,271.8,,,135.1,,136.7,1252.9,6612.9,9243.2,-2630.3,0.0,,11580.6,11069.2,10539.5,529.7,511.4,18193.5,,736.0,462.9,,107.9,165.2,327.3,0.0,,,,327.3,1123.0,,,770.5,2186.3,6768.5,6768.5,,,,2998.0,1282.1,,,1235.1,480.8,9766.5,11952.8,0,6278.6,3.9,6274.7,-457.2,1671.9,-1.4,7491.9,1.7,7493.6,19446.4,
09/30/2009,19530.1,107.3,107.3,0,928.2,928.2,0.0,0.0,0.0,0.0,0.0,0.0,368.8,,,179.5,,189.3,1404.3,6585.6,9389.1,-2803.5,0.0,,11540.2,11051.7,10534.0,517.7,488.5,18125.8,,757.7,458.8,,110.5,188.4,242.5,0.0,,,,242.5,1097.8,,,765.1,2098.0,6813.3,6813.3,,,,3064.3,1251.0,,,1323.2,490.1,9877.6,11975.6,0,6293.7,4.0,6289.7,-457.2,1720.1,-4.4,7552.2,2.3,7554.5,19530.1,
12/31/2009,19540.3,48.0,48.0,0,865.1,865.1,0.0,0.0,0.0,0.0,0.0,0.0,351.8,,9.9,195.3,,151.5,1264.9,6657.7,9594.4,-2936.7,0.0,,11617.7,11167.1,10667.1,500.0,440.7,18275.4,,1668.9,592.8,0.0,96.2,979.9,543.0,0.0,0.0,0.0,,543.0,336.8,0.0,0.0,0.0,2548.7,6419.6,6419.6,0.0,0.0,,3004.9,1383.2,38.1,,1040.5,543.1,9424.5,11973.2,0,6320.1,4.0,6316.1,-457.7,1683.1,19.0,7564.5,2.6,7567.1,19540.3,
03/31/2010,19465.3,81.4,81.4,0,850.7,850.7,0.0,0.0,0.0,0.0,0.0,0.0,333.9,,,198.2,,135.7,1266.0,6599.4,9710.4,-3111.0,0.0,,11599.9,11148.6,10665.4,483.2,451.3,18199.3,,1449.3,412.2,,84.2,952.9,475.7,0.0,,,,475.7,329.9,,,0.0,2254.9,6638.3,6638.3,,,,3003.4,1399.2,,,989.3,614.9,9641.7,11896.6,0,6336.6,4.0,6332.6,-457.7,1675.5,12.2,7566.6,2.1,7568.7,19465.3,
06/30/2010,19571.4,56.0,56.0,0,898.4,898.4,0.0,0.0,0.0,0.0,0.0,0.0,334.3,,,195.5,,138.8,1288.7,6603.7,9865.8,-3262.1,0.0,,11679.0,11127.1,10661.4,465.7,551.9,18282.7,,1094.8,470.5,,172.5,451.8,692.5,0.0,,,,692.5,678.7,,,347.4,2466.0,6425.0,6425.0,,,,2994.5,1417.6,,,977.0,599.9,9419.5,11885.5,0,6368.4,4.0,6364.4,-459.1,1762.3,12.0,7683.6,2.3,7685.9,19571.4,
09/30/2010,19458.0,120.5,120.5,0,895.7,895.7,0.0,0.0,0.0,0.0,0.0,0.0,314.0,,,113.2,,200.8,1330.2,6586.9,9989.1,-3402.2,0.0,,11540.9,11097.5,10646.8,450.7,443.4,18127.8,,770.3,473.0,,83.6,213.7,1091.9,0.0,,,,1091.9,973.1,,,651.3,2835.3,5836.0,5836.0,,,,3000.7,1423.8,36.2,,964.6,576.1,8836.7,11672.0,0,6408.8,4.0,6404.8,-459.1,1819.5,14.7,7783.9,2.1,7786.0,19458.0,
12/31/2010,19461.9,88.3,88.3,0,828.9,828.9,0.0,0.0,0.0,0.0,0.0,0.0,328.9,,5.2,121.5,,203.9,1246.1,6698.5,10196.1,-3497.6,0.0,,11517.3,11106.6,10655.3,451.3,405.5,18215.8,,1494.5,606.5,0.0,93.1,794.9,878.5,0.0,,,,878.5,303.5,0.0,0.0,0.0,2676.5,5865.1,5865.1,,,,3071.4,1416.6,12.2,,1044.8,597.8,8936.5,11613.0,0,6435.1,4.0,6431.1,-500.8,1890.3,21.9,7846.5,2.4,7848.9,19461.9,
03/31/2011,19396.7,67.9,67.9,0,839.5,839.5,0.0,0.0,0.0,0.0,0.0,0.0,302.9,,,115.8,,187.1,1210.3,6693.6,10353.6,-3660.0,0.0,,11492.8,11092.2,10657.2,435.0,400.6,18186.4,,1438.7,431.6,,78.2,928.9,615.7,0.0,,,,615.7,316.4,,,0.0,2370.8,6192.3,6192.3,,,,3036.0,1433.6,,,1051.8,550.6,9228.3,11599.1,0,6453.9,4.0,6449.9,-648.7,1972.5,17.6,7795.3,2.3,7797.6,19396.7,
06/30/2011,19682.0,320.5,320.5,0,872.3,872.3,0.0,0.0,0.0,0.0,0.0,0.0,286.8,,,117.2,,169.6,1479.6,6702.7,10478.6,-3775.9,0.0,,11499.7,11079.4,10640.2,439.2,420.3,18202.4,,1501.3,476.8,,84.4,940.1,397.8,0.0,,,,397.8,304.9,,,0.0,2204.0,6907.7,6907.7,,,,2903.6,1433.8,,,975.7,494.1,9811.3,12015.3,0,6481.1,4.0,6477.1,-763.7,1943.5,3.8,7664.7,2.0,7666.7,19682.0,
