Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/03/1999,31747.0,2649.0,2358.0,291.0,5338.0,5338.0,,,3765.0,,2639.0,1126.0,,3306.0,,,,,15058.0,9613.0,22908.0,-13295.0,0.0,,7076.0,0.0,,,,7076.0,16689.0,,2484.0,2484.0,,,,1877.0,,,,,,6365.0,,,6365.0,10726.0,3119.0,,,,,4224.0,,,4224.0,7343.0,18069.0,0.0,3929.0,,,0.0,8487.0,1262.0,13678.0,0.0,13678.0,31747.0,
10/02/1999,34272.0,3527.0,3092.0,435.0,5195.0,,,,3730.0,,2718.0,1012.0,,3563.0,,,,,16015.0,8843.0,21303.0,-12460.0,0.0,,9414.0,0.0,,,,9414.0,18257.0,,2512.0,2512.0,,,,1495.0,,,,,,7891.0,,,7891.0,11898.0,3598.0,,,,,4340.0,,,4340.0,7938.0,19836.0,0.0,4015.0,,,0.0,,10421.0,14436.0,0.0,14436.0,34272.0,
12/31/1999,40489.0,4236.0,3537.0,699.0,5627.0,,,,3707.0,,2508.0,1199.0,,4015.0,,,,,17585.0,9591.0,22515.0,-12924.0,9039.0,,4274.0,0.0,,,,4274.0,22904.0,,3285.0,3285.0,,,,2504.0,,,,,,7117.0,,,7117.0,12906.0,3573.0,,,,,5317.0,,,5317.0,8890.0,21796.0,0.0,6418.0,,,0.0,,12275.0,18693.0,0.0,18693.0,40489.0,
04/01/2000,43159.0,3862.0,3275.0,587.0,5993.0,5993.0,,,4688.0,,3293.0,1395.0,,4116.0,,,,,18659.0,9763.0,,,11113.0,,3624.0,,,,,3624.0,24500.0,,3558.0,3558.0,,,,3703.0,,,,,,6129.0,,,6129.0,13390.0,3570.0,,,,,5629.0,,,5629.0,9199.0,22589.0,,6543.0,,,0.0,9252.0,4775.0,20570.0,,20570.0,43159.0,
07/01/2000,45641.0,3697.0,3083.0,614.0,6268.0,6268.0,,,5446.0,,3777.0,1669.0,,4590.0,,,,,20001.0,10214.0,,,11133.0,,4293.0,,,,,4293.0,25640.0,,3801.0,3801.0,,,,4869.0,,,,,,6111.0,,,6111.0,14781.0,3086.0,,,,,6301.0,,,6301.0,9387.0,24168.0,,7413.0,,,0.0,9236.0,4824.0,21473.0,,21473.0,45641.0,
09/30/2000,44177.0,3093.0,2757.0,336.0,6718.0,,,,5557.0,,3783.0,1774.0,0.0,4055.0,,,,,19423.0,10664.0,24309.0,-13645.0,0.0,,14090.0,0.0,,,,14090.0,24754.0,,3960.0,3960.0,,,,5262.0,,,,,,6248.0,,,6248.0,15470.0,3590.0,,,,,4459.0,,,4459.0,8049.0,23519.0,0.0,7482.0,,,0.0,,13176.0,20658.0,0.0,20658.0,44177.0,
12/31/2000,42343.0,3655.0,3301.0,354.0,7092.0,7092.0,,,5242.0,,,,,3896.0,,,,,19885.0,11157.0,,,5926.0,,5375.0,,,,,5375.0,22458.0,,3492.0,3492.0,,,,6391.0,,,,,,6374.0,,,6374.0,16257.0,4293.0,,,,,2696.0,,,2696.0,6989.0,23246.0,485.0,7762.0,,,,9727.0,0.0,17974.0,1123.0,19097.0,42343.0,
03/31/2001,39521.0,4397.0,4047.0,350.0,5644.0,5644.0,,,4533.0,,2471.0,2062.0,,4095.0,,,,,18669.0,11236.0,25272.0,-14036.0,4133.0,,5483.0,,,,,5483.0,20852.0,,2966.0,2966.0,,,,4937.0,,,,,,5719.0,,,5719.0,13622.0,6673.0,,,,,2582.0,,,2582.0,9255.0,22877.0,0.0,7810.0,,,,9106.0,-272.0,16644.0,0.0,16644.0,39521.0,
06/30/2001,38728.0,4753.0,4451.0,302.0,4995.0,4995.0,,,3842.0,,2331.0,1511.0,,5924.0,,,,,19514.0,10245.0,24600.0,-14355.0,4328.0,,4641.0,,,,,4641.0,19214.0,,2761.0,2761.0,,,,3982.0,,,,,,6182.0,,,6182.0,12925.0,6814.0,,,,,2688.0,,,2688.0,9502.0,22427.0,0.0,8038.0,,,,8259.0,4.0,16301.0,0.0,16301.0,38728.0,
09/29/2001,34259.0,5643.0,5371.0,272.0,5114.0,5114.0,,,3250.0,,1913.0,1337.0,,4974.0,,,,,18981.0,9711.0,23854.0,-14143.0,2553.0,,3014.0,,,,,3014.0,15278.0,,2765.0,2765.0,,,,2717.0,,,,,,5863.0,,,5863.0,11345.0,6608.0,,,,,2022.0,,,2022.0,8630.0,19975.0,0.0,8100.0,,,,6762.0,-578.0,14284.0,0.0,14284.0,34259.0,
12/31/2001,33398.0,6162.0,6082.0,80.0,4583.0,4583.0,,,2756.0,,,,,3648.0,,,,,17149.0,8913.0,,,2995.0,,4341.0,,,,,4341.0,16249.0,,2434.0,2434.0,,,,870.0,,,,,,6394.0,,,6394.0,9698.0,8372.0,,,,,1152.0,,,1152.0,9524.0,19222.0,485.0,8471.0,,,,5434.0,0.0,14390.0,-214.0,14176.0,33398.0,
03/30/2002,31752.0,6000.0,5879.0,121.0,4115.0,,,,2530.0,,2645.0,997.0,-1112.0,3623.0,,,,,16268.0,8288.0,22497.0,-14209.0,2958.0,,4238.0,2032.0,1431.0,601.0,,2206.0,15484.0,,2197.0,2197.0,,,,1576.0,,,,,,5815.0,,,5815.0,9588.0,7945.0,,,,,1198.0,,,1198.0,9143.0,18731.0,0.0,8743.0,,,0.0,,4278.0,13021.0,0.0,13021.0,31752.0,
06/29/2002,30163.0,6487.0,6392.0,95.0,4202.0,,,,2462.0,,2591.0,972.0,-1101.0,3462.0,,,,,16613.0,6770.0,21240.0,-14470.0,1199.0,,5581.0,0.0,1411.0,-1411.0,,5581.0,13550.0,,2263.0,2263.0,,,,1529.0,,,,,,6035.0,,,6035.0,9827.0,7899.0,,,,,1396.0,,,1396.0,9295.0,19122.0,0.0,9017.0,,,0.0,,2024.0,11041.0,0.0,11041.0,30163.0,
09/28/2002,30221.0,6370.0,6284.0,86.0,4123.0,,,,2869.0,,2786.0,1126.0,-1043.0,3215.0,,,,,16577.0,6391.0,20880.0,-14489.0,1545.0,,5708.0,0.0,1400.0,-1400.0,,5708.0,13644.0,,2364.0,2364.0,,,,1457.0,,,,,,5696.0,,,5696.0,9517.0,7935.0,,,,,1457.0,,,1457.0,9392.0,18909.0,0.0,9045.0,,,0.0,,2267.0,11312.0,0.0,11312.0,30221.0,
12/31/2002,31152.0,6566.0,6507.0,59.0,4437.0,4437.0,,,2869.0,,,,,3262.0,,,,,17134.0,6104.0,,,2053.0,,5861.0,,,,,5861.0,14018.0,,2268.0,2268.0,,,,1629.0,,,,,,5913.0,,,5913.0,9810.0,7189.0,,,,,2429.0,,,2429.0,9618.0,19428.0,485.0,9180.0,,,,2582.0,0.0,12247.0,-523.0,11724.0,31152.0,
03/29/2003,29920.0,6365.0,6290.0,75.0,3846.0,,,,2861.0,,2670.0,1129.0,-938.0,3141.0,,,,,16213.0,5753.0,20218.0,-14465.0,1911.0,,6043.0,,1383.0,,,6043.0,13707.0,,2204.0,2204.0,,,,775.0,,,,,,5478.0,,,5478.0,8457.0,7669.0,,,,,2432.0,,,2432.0,10101.0,18558.0,0.0,9190.0,,,0.0,,2172.0,11362.0,0.0,11362.0,29920.0,
06/28/2003,29905.0,6270.0,6213.0,57.0,3626.0,,,,2754.0,,2570.0,1069.0,-885.0,2924.0,,,,,15574.0,5622.0,19777.0,-14155.0,2517.0,,6192.0,1732.0,1472.0,260.0,,4460.0,14331.0,,2129.0,2129.0,,,,1263.0,,,,,,4932.0,,,4932.0,8324.0,7172.0,,,,,2551.0,,,2551.0,9723.0,18047.0,0.0,9268.0,,,0.0,2685.0,-95.0,11858.0,0.0,11858.0,29905.0,
09/27/2003,30471.0,7163.0,7088.0,75.0,3852.0,,,,2659.0,,2557.0,981.0,-879.0,2703.0,,,,,16377.0,5336.0,19137.0,-13801.0,2615.0,,6143.0,0.0,1496.0,-1496.0,,6143.0,14094.0,,2505.0,2505.0,,,,1191.0,,,,,,5121.0,,,5121.0,8817.0,7167.0,,,,,2536.0,,,2536.0,9703.0,18520.0,0.0,9280.0,,,0.0,2707.0,-36.0,11951.0,0.0,11951.0,30471.0,
12/31/2003,32098.0,8016.0,7877.0,139.0,4436.0,4436.0,,,2792.0,0.0,2459.0,1069.0,-736.0,2663.0,,,,,17907.0,5164.0,18679.0,-13515.0,3335.0,,5692.0,1939.0,1416.0,523.0,,3753.0,14191.0,,2789.0,2789.0,,,,896.0,,,,,,5748.0,,,5748.0,9433.0,6675.0,,,,,3301.0,,,3301.0,9976.0,19409.0,0.0,9379.0,,,0.0,3103.0,207.0,12689.0,0.0,12689.0,32098.0,
04/03/2004,32350.0,8415.0,8276.0,139.0,4976.0,,,,2632.0,,2323.0,1017.0,-708.0,2745.0,,,,,18768.0,4762.0,18190.0,-13428.0,3188.0,,5632.0,,,,,5632.0,13582.0,,2924.0,2924.0,,,,834.0,,,,,,5850.0,,,5850.0,9608.0,6679.0,,,,,2940.0,,,2940.0,9619.0,19227.0,0.0,9454.0,,,0.0,3618.0,51.0,13123.0,0.0,13123.0,32350.0,
07/03/2004,32171.0,8805.0,8667.0,138.0,5143.0,5143.0,,,2816.0,,2318.0,1189.0,-691.0,2463.0,,,,,19227.0,4613.0,17923.0,-13310.0,3205.0,,5126.0,1638.0,1442.0,196.0,,3488.0,12944.0,,3182.0,3182.0,,,,352.0,,,,,,6104.0,,,6104.0,9638.0,6697.0,,,,,2712.0,,,2712.0,9409.0,19047.0,0.0,9810.0,,,0.0,3321.0,-7.0,13124.0,0.0,13124.0,32171.0,
10/02/2004,34550.0,10953.0,10801.0,152.0,5367.0,5367.0,,,3191.0,,2337.0,1490.0,-636.0,2479.0,,,,,21990.0,4550.0,17864.0,-13314.0,2894.0,,5116.0,1631.0,1410.0,221.0,,3485.0,12560.0,,3332.0,3332.0,,,,336.0,,,,,,6925.0,,,6925.0,10593.0,6259.0,,,,,2548.0,,,2548.0,8807.0,19400.0,,10250.0,,,,3705.0,-108.0,13847.0,1303.0,15150.0,34550.0,
12/31/2004,30922.0,10708.0,2846.0,7862.0,4525.0,4525.0,,,2546.0,,1665.0,1429.0,-548.0,3336.0,,,,,21115.0,2332.0,8381.0,-6049.0,3241.0,,4234.0,1516.0,1283.0,233.0,,2718.0,9807.0,,3330.0,3330.0,,,,717.0,,,,,,6556.0,,,6556.0,10603.0,4581.0,,,,,2407.0,,,2407.0,6988.0,17591.0,,11664.0,,,0.0,1722.0,-55.0,13331.0,,13331.0,30922.0,
04/02/2005,30983.0,11300.0,3796.0,7504.0,4666.0,4666.0,,,2480.0,,1675.0,1297.0,-492.0,3240.0,,,,,21686.0,2292.0,8410.0,-6118.0,2754.0,,4251.0,1506.0,1283.0,223.0,,2745.0,9297.0,,2952.0,2952.0,,,,712.0,712.0,0.0,0.0,,,6640.0,,,6640.0,10304.0,4577.0,4577.0,0.0,0.0,,2324.0,,,2324.0,6901.0,17205.0,0.0,11724.0,,,0.0,2316.0,-262.0,13778.0,0.0,13778.0,30983.0,
07/02/2005,32269.0,12799.0,4156.0,8643.0,5234.0,5234.0,,,2276.0,,1623.0,1158.0,-505.0,2907.0,,,,,23216.0,2270.0,8348.0,-6078.0,2522.0,,4261.0,1511.0,1283.0,228.0,,2750.0,9053.0,,3319.0,3319.0,,,,336.0,336.0,0.0,0.0,,,6622.0,,,6622.0,10277.0,4973.0,4973.0,0.0,0.0,,2368.0,,,2368.0,7341.0,17618.0,0.0,11896.0,,,0.0,3150.0,-395.0,14651.0,0.0,14651.0,32269.0,
10/01/2005,33462.0,12731.0,2856.0,9875.0,5660.0,5660.0,,,2302.0,,1726.0,1068.0,-492.0,3129.0,,,,,23822.0,2303.0,8292.0,-5989.0,2477.0,,4860.0,1497.0,1280.0,217.0,,3363.0,9640.0,,3597.0,3597.0,,,,344.0,344.0,0.0,0.0,,,7417.0,,,7417.0,11358.0,3975.0,3975.0,0.0,0.0,,2363.0,,,2363.0,6338.0,17696.0,0.0,12115.0,,,,4802.0,-1151.0,15766.0,,15766.0,33462.0,
12/31/2005,35802.0,14785.0,3774.0,11011.0,5652.0,5652.0,,,2422.0,,1699.0,1252.0,-529.0,5163.0,,,,,28022.0,2020.0,7260.0,-5240.0,1644.0,,4116.0,1580.0,1349.0,231.0,,2536.0,7780.0,,4295.0,4295.0,,,,448.0,,,,,,7849.0,,,7849.0,12592.0,3806.0,,,,,2731.0,,,2731.0,6537.0,19129.0,,12199.0,,,,5897.0,-1423.0,16673.0,,16673.0,35802.0,
04/01/2006,35709.0,14646.0,4200.0,10446.0,5858.0,5858.0,,,2764.0,,1744.0,1538.0,-518.0,4846.0,,,,,28114.0,2248.0,8018.0,-5770.0,1556.0,,3791.0,1660.0,1421.0,239.0,,2131.0,7595.0,,4430.0,4430.0,,,,470.0,470.0,0.0,0.0,,,7548.0,,,7548.0,12448.0,3774.0,3774.0,0.0,0.0,,2907.0,,,2907.0,6681.0,19129.0,0.0,11548.0,,,0.0,6484.0,-1452.0,16580.0,0.0,16580.0,35709.0,
07/01/2006,36004.0,14390.0,3401.0,10989.0,6420.0,6420.0,,,2716.0,,1759.0,1435.0,-478.0,4902.0,,,,,28428.0,2084.0,7423.0,-5339.0,1395.0,,4097.0,1744.0,1494.0,250.0,,2353.0,7576.0,,4134.0,4134.0,,,,490.0,490.0,0.0,0.0,,,7430.0,,,7430.0,12054.0,3758.0,3758.0,0.0,0.0,,2915.0,,,2915.0,6673.0,18727.0,0.0,11086.0,,,0.0,7743.0,-1552.0,17277.0,0.0,17277.0,36004.0,
12/31/2006,38593.0,15640.0,3212.0,12428.0,7509.0,7509.0,,,3162.0,,1782.0,1796.0,-416.0,4664.0,,,,,30975.0,2267.0,7719.0,-5452.0,895.0,,4456.0,2060.0,1706.0,354.0,,2396.0,7618.0,,5056.0,5056.0,,,,1693.0,,,,,,8676.0,,,8676.0,15425.0,2704.0,,,,,3322.0,,,3322.0,6026.0,21451.0,,9706.0,,,,9086.0,-1650.0,17142.0,,17142.0,38593.0,
03/31/2007,36370.0,8955.0,2737.0,6218.0,6811.0,6811.0,,,3301.0,,1743.0,2003.0,-445.0,4652.0,,,,,23719.0,2545.0,8112.0,-5567.0,909.0,,9197.0,5993.0,4454.0,1539.0,,3204.0,12651.0,,4010.0,4010.0,,,,1757.0,,,,,,9062.0,,,9062.0,14829.0,2596.0,,,,,4146.0,,,4146.0,6742.0,21571.0,,7575.0,,,,8813.0,-1589.0,14799.0,,14799.0,36370.0,
06/30/2007,34613.0,8691.0,2770.0,5921.0,5492.0,5492.0,,,3016.0,,1577.0,1954.0,-515.0,4610.0,,,,,21809.0,2586.0,8218.0,-5632.0,952.0,,9266.0,4589.0,4589.0,0.0,,4677.0,12804.0,,3493.0,3493.0,,,,1775.0,1775.0,0.0,0.0,,,7608.0,,,7608.0,12876.0,2590.0,2590.0,0.0,0.0,,4184.0,,,4184.0,6774.0,19650.0,0.0,7835.0,,,0.0,8665.0,-1537.0,14963.0,0.0,14963.0,34613.0,
09/29/2007,34769.0,8399.0,2315.0,6084.0,5165.0,5165.0,,,2995.0,,1514.0,1932.0,-451.0,5106.0,,,,,21665.0,2536.0,8232.0,-5696.0,951.0,,9617.0,4676.0,4676.0,0.0,,4941.0,13104.0,,3671.0,3671.0,,,,1523.0,,,,,,7707.0,,,7707.0,12901.0,2628.0,,,,,4196.0,,,4196.0,6824.0,19725.0,,7878.0,,,,8610.0,-1444.0,15044.0,,15044.0,34769.0,
12/31/2007,34812.0,8606.0,2752.0,5854.0,5324.0,5324.0,,,2836.0,,1470.0,1737.0,-371.0,5456.0,,,,,22222.0,2480.0,7813.0,-5333.0,837.0,,9273.0,5759.0,4499.0,1260.0,,3514.0,12590.0,,4167.0,4167.0,,,,332.0,,,,,,8001.0,,,8001.0,12500.0,3991.0,,,,,2874.0,,,2874.0,6865.0,19365.0,,7574.0,,,,8579.0,-706.0,15447.0,,15447.0,34812.0,
03/29/2008,34133.0,7048.0,2693.0,4355.0,4770.0,4770.0,,,2941.0,,1532.0,1799.0,-390.0,5724.0,,,,,20483.0,2577.0,8024.0,-5447.0,1474.0,,9599.0,5718.0,4517.0,1201.0,,3881.0,13650.0,,3660.0,3660.0,,,,174.0,174.0,0.0,0.0,,,7942.0,,,7942.0,11776.0,4074.0,4074.0,0.0,0.0,,3103.0,,,3103.0,7177.0,18953.0,0.0,7516.0,,,,8269.0,-605.0,15180.0,0.0,15180.0,34133.0,
06/28/2008,33739.0,7208.0,2757.0,4451.0,4495.0,4495.0,,,2758.0,,1565.0,1609.0,-416.0,5758.0,,,,,20219.0,2575.0,8012.0,-5437.0,1301.0,,9644.0,4358.0,4358.0,0.0,,5286.0,13520.0,,3806.0,3806.0,,,,145.0,145.0,0.0,0.0,,,7623.0,,,7623.0,11574.0,3971.0,3971.0,0.0,0.0,,2990.0,,,2990.0,6961.0,18535.0,0.0,7679.0,,,0.0,8159.0,-634.0,15204.0,0.0,15204.0,33739.0,
09/27/2008,33119.0,7136.0,2974.0,4162.0,4330.0,4330.0,,,2649.0,,1724.0,1634.0,-709.0,5753.0,,,,,19868.0,2505.0,7895.0,-5390.0,1198.0,,9548.0,4532.0,4351.0,181.0,,5016.0,13251.0,,3834.0,3834.0,,,,189.0,189.0,0.0,0.0,,,7850.0,,,7850.0,11873.0,3988.0,3988.0,0.0,0.0,,2599.0,,,2599.0,6587.0,18460.0,0.0,7726.0,,,0.0,7649.0,-716.0,14659.0,0.0,14659.0,33119.0,
12/31/2008,27869.0,6979.0,3064.0,3915.0,3493.0,3493.0,,,2659.0,,1709.0,1710.0,-760.0,4232.0,,,,,17363.0,2442.0,7740.0,-5298.0,983.0,,7081.0,3706.0,2837.0,869.0,,3375.0,10506.0,,3188.0,3188.0,,,,92.0,,,,,,7340.0,,,7340.0,10620.0,4092.0,,,,,3650.0,,,3650.0,7742.0,18362.0,,7834.0,,,,3878.0,-2205.0,9507.0,,9507.0,27869.0,
04/04/2009,25763.0,5871.0,3265.0,2606.0,3689.0,3689.0,0.0,,2071.0,0.0,1497.0,1384.0,-810.0,4080.0,40.0,,2445.0,2919.0,15711.0,2322.0,7394.0,-5072.0,755.0,755.0,6975.0,3620.0,2822.0,798.0,,870.0,10052.0,,8993.0,2265.0,467.0,,6261.0,63.0,63.0,,,,,0.0,293.0,42.0,0.0,9056.0,3878.0,3878.0,,,,3463.0,,,3128.0,7341.0,16397.0,0.0,7956.0,6879.0,1077.0,,3647.0,-2328.0,9275.0,91.0,9366.0,25763.0,
07/04/2009,25104.0,6415.0,2881.0,3534.0,3689.0,3689.0,0.0,,1660.0,0.0,1309.0,1172.0,-821.0,3950.0,21.0,,2094.0,2630.0,15714.0,2280.0,7439.0,-5159.0,518.0,518.0,6592.0,3549.0,2822.0,727.0,,928.0,9390.0,,8144.0,2188.0,,,5956.0,40.0,40.0,,,,,0.0,,75.0,0.0,8184.0,3899.0,3899.0,,,,3398.0,,,3323.0,7297.0,15481.0,0.0,8011.0,23.0,7988.0,,3673.0,-2161.0,9523.0,100.0,9623.0,25104.0,
10/03/2009,25049.0,7115.0,3050.0,4065.0,3402.0,3402.0,0.0,,1523.0,0.0,1187.0,1139.0,-803.0,3285.0,16.0,,2327.0,2177.0,15325.0,2224.0,7310.0,-5086.0,566.0,566.0,6934.0,3481.0,2823.0,658.0,,1110.0,9724.0,,7576.0,2212.0,397.0,,4967.0,24.0,24.0,,,,,0.0,652.0,71.0,0.0,7600.0,3901.0,3901.0,,,,3631.0,,2374.0,534.0,7532.0,15132.0,0.0,8151.0,23.0,8128.0,,3685.0,-2026.0,9810.0,107.0,9917.0,25049.0,
12/31/2009,25603.0,7963.0,2869.0,5094.0,2845.0,2845.0,0.0,,1097.0,0.0,887.0,883.0,-673.0,4127.0,15.0,1656.0,2283.0,1389.0,16032.0,1819.0,5090.0,-3271.0,522.0,522.0,7230.0,3305.0,2714.0,591.0,,1627.0,9571.0,,6139.0,1998.0,246.0,0.0,3895.0,536.0,5.0,0.0,0.0,,531.0,1586.0,601.0,21.0,750.0,8261.0,3365.0,3365.0,0.0,0.0,,4094.0,0.0,2387.0,1085.0,7459.0,15720.0,0.0,8234.0,3.0,8231.0,,3827.0,-2286.0,9775.0,108.0,9883.0,25603.0,
04/03/2010,25260.0,8368.0,3188.0,5180.0,3086.0,3086.0,0.0,,1251.0,0.0,1179.0,854.0,-782.0,3191.0,15.0,,2253.0,2066.0,15896.0,2088.0,7031.0,-4943.0,524.0,524.0,6752.0,3365.0,2830.0,535.0,,1119.0,9364.0,,7333.0,2147.0,,,5186.0,532.0,0.0,,,,532.0,8.0,632.0,12.0,0.0,7873.0,3372.0,3372.0,,,,3970.0,,,3326.0,7342.0,15215.0,0.0,8359.0,23.0,8336.0,,3896.0,-2311.0,9944.0,101.0,10045.0,25260.0,
