Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/02/1994,80.735001,44.467001,1.546,42.921001,14.621,,,15.83,,,,,0.334,,,,,,,,75.251999,5.171,,,0.0,,0.312,,,,0.312,5.483,,4.229,4.229,,,,4.055,,,,,,6.759,,,6.759,15.043,0.279,,,,,0.277,,,,,,0.277,0.556,15.599,0.0,25.17,,,0.0,,39.966,65.136,0.0,65.136,80.735,
06/30/1994,85.223999,48.499001,7.07,41.429001,15.591,,,14.916,,,,,0.423,,,,,,,,79.429001,5.477,,,0.0,,0.318,,,,0.318,5.795,,4.235,4.235,,,,4.055,,,,,,5.898,,,5.898,14.188,0.265,,,,,0.325,,,,,,0.325,0.59,14.778,0.0,25.17,,,0.0,,45.276001,70.446001,0.0,70.446001,85.224001,
10/01/1994,88.175003,50.362,6.043,44.319,15.797,,,15.774,,,,,0.379,,,,,,,,82.311996,5.556,,,0.0,,0.307,,,,0.307,5.863,,5.603,5.603,,,,0.056,,,,,,5.516999,,,5.516999,11.176,0.251,,,,,0.347,,,,,,0.347,0.598,11.774,0.0,25.433001,,,0.0,,50.967999,76.400999,0.0,76.400999,88.174999,
12/31/1994,95.042999,54.203001,10.421,43.782001,17.124001,,,16.966,,,,,0.386,,,,,,,,88.679001,5.632,11.421,-5.789,0.0,,0.732,,,,0.732,6.364,,7.184,7.184,,,,0.057,,,,,,5.197,,,5.197,12.438,0.236,,,,,0.337,,,,,,0.337,0.573,13.011,0.0,25.431999,,,0.0,,56.599998,82.031998,0.0,82.031998,95.042997,
04/01/1995,106.692001,62.874001,9.715,53.159,19.346001,,,17.726999,,,,,0.428,,,,,,,,100.375,5.822,,,0.0,,0.495,,,,0.495,6.317,,8.253,8.253,,,,0.057,,,,,,7.671,,,7.671,15.981,0.227,,,,,0.337,,,,,,0.337,0.564,16.545,0.0,25.781,,,0.0,,64.365997,90.146997,0.0,90.146997,106.691997,
07/01/1995,111.987999,66.907001,11.887,55.02,19.822001,,,16.910999,,,,,0.432,,,,,,,,104.071999,7.22,,,0.0,,0.696,,,,0.696,7.916,,8.131,8.131,,,,0.058,,,,,,5.69,,,5.69,13.879,0.207,,,,,0.332,,,,,,0.332,0.539,14.418,0.0,25.781,,,0.0,,71.789001,97.570002,0.0,97.570002,111.988001,
09/30/1995,123.57,68.044999,9.898,58.146999,23.285999,,,19.743999,,,,,0.836,,,,,,,,111.911003,8.45,,,0.0,,3.209,,,,3.209,11.659,,9.73,9.73,,,,0.101,,,,,,7.942001,,,7.942001,17.773001,2.192,,,,,1.246,,,,,,1.246,3.438,21.211001,0.0,29.466999,,,0.0,,72.891998,102.358997,0.0,102.358997,123.569998,
12/31/1995,131.070999,71.858,10.017,61.841,24.886999,,,20.365,,,,,2.166,,,,,,,,119.276001,8.319,16.016001,-7.697,0.0,,3.476,,,,3.476,11.795,,11.268,11.268,,,,0.096,,,,,,8.079001,,,8.079001,19.443001,2.177,,,,,1.245,,,,,,1.245,3.422,22.865001,0.0,29.886999,,,0.0,,78.319,108.205999,0.0,108.205999,131.071,
03/30/1996,135.856003,76.192003,8.393,67.799004,25.323999,,,20.451,,,,,1.857,,,,,,,,123.823997,8.861,,,0.0,,3.171,,,,3.171,12.032,,9.719,9.719,,,,0.301,,,,,,7.97,,,7.97,17.99,2.162,,,,,1.008,,,,,,1.008,3.17,21.16,0.0,30.232,,,0.0,,84.463997,114.695997,0.0,114.695997,135.855997,
06/29/1996,140.240005,79.175,9.55,69.625,26.181,,,20.702,,,,,0.974,,,,,,,,127.031998,10.231,,,0.0,,2.977,,,,2.977,13.208,,7.846,7.846,,,,0.294,,,,,,6.912,,,6.912,15.052,0.147,,,,,3.186,,,,,,3.186,3.333,18.385,0.0,30.281,,,0.0,,91.573997,121.854998,0.0,121.854998,140.239998,
09/28/1996,150.076996,85.941001,4.805,81.136002,29.034,,,20.014,,,,,1.063,,,,,,,,136.052002,11.044,,,0.0,,2.981,,,,2.981,14.025,,8.142,8.142,,,,0.063,,,,,,9.243,,,9.243,17.448,0.131,,,,,2.52,,,,,,2.52,2.651,20.099,0.0,30.281,,,0.0,,99.696999,129.977999,0.0,129.977999,150.076999,
12/31/1996,164.386002,94.540002,5.168,89.372002,31.631001,,,21.503,,,,,2.572,,,,,,,,150.246002,11.328,22.124001,-10.796,0.0,,2.812,,,,2.812,14.14,,12.2,12.2,,,,0.063,,,,,,7.930001,,,7.930001,20.193001,2.326,,,,,1.411,,,,,,1.411,3.737,23.930001,0.0,30.628,,,0.0,,109.828003,140.456003,0.0,140.456003,164.386004,
03/29/1997,176.542999,112.617002,8.371,104.246002,28.176001,,,20.434,,,,,1.544,,,,,,,,162.770996,11.125,,,0.0,,2.647,,,,2.647,13.772,,9.149,9.149,,,,0.146,,,,,,12.273001,,,12.273001,21.568001,2.31,,,,,1.732,,,,,,1.732,4.042,25.610001,0.0,30.628,,,0.0,,120.305,150.933001,0.0,150.933001,176.543001,
06/28/1997,180.904007,111.751999,11.583,100.168999,29.754,,,22.525,,,,,4.114,,,,,,,,168.145004,12.071,,,0.0,,0.688,,,,0.688,12.759,,12.479,12.479,,,,0.2,,,,,,10.248,,,10.248,22.927,0.083,,,,,0.509,,,,,,0.509,0.592,23.519,0.0,29.434999,,,0.0,,127.949997,157.384996,0.0,157.384996,180.903996,
09/27/1997,188.789993,116.567,9.749,106.818001,31.843,,,21.295,,,,,2.245,,,,,,,,171.949997,12.14,25.629999,-13.49,0.0,,4.7,,,,4.7,16.84,,10.002,10.002,,,,0.201,,,,,,11.235,,,11.235,21.438,0.067,,,,,0.503,,,,,,0.503,0.57,22.008,0.0,29.514999,,,0.0,,137.266998,166.781998,0.0,166.781998,188.789997,
12/31/1997,270.446991,139.320004,10.925,128.395004,51.608002,,,43.860001,,,,,7.789,,,,,,,,242.576996,23.138,42.550999,-19.413,0.0,,4.732,,,,4.732,27.87,,17.069,17.069,,,,0.201,,,,,,15.445,,,15.445,32.715,0.314,,,,,1.198,,,,,,1.198,1.512,34.227,0.0,56.227001,,,0.0,,179.992996,236.219997,0.0,236.219997,270.446998,
04/04/1998,213.171997,139.086,8.379,130.707001,31.731001,,,21.518,,,,,2.832,,,,,,,,195.167007,14.203,29.93,-15.727,0.0,,3.802,,,,3.802,18.005,,11.329,11.329,,,,0.203,,,,,,10.449,,,10.449,21.981001,0.034,,,,,0.864,,,,,,0.864,0.898,22.879001,0.0,30.396999,,,0.0,,159.895996,190.292995,0.0,190.292995,213.171996,
06/28/1998,226.343994,144.541998,9.372,135.169998,38.194,,,19.853001,,,,,3.138,,,,,,,,205.727005,16.580999,33.792,-17.211,0.0,,4.036,,,,4.036,20.616999,,12.778,12.778,,,,0.203,,,,,,10.786,,,10.786,23.767,0.017,,,,,0.837,,,,,,0.837,0.854,24.621,0.0,30.525,,,0.0,,171.197998,201.722998,0.0,201.722998,226.343998,
09/27/1998,240.024994,150.729004,7.14,143.589005,41.890999,,,20.136,,,,,4.61,,,,,,,,217.365997,18.371,36.976002,-18.605,0.0,,4.288,,,,4.288,22.659,,12.421,12.421,,,,0.204,,,,,,12.135001,,,12.135001,24.76,0.0,,,,,1.661,,,,,,1.661,1.661,26.421,0.0,30.686001,,,0.0,,182.917999,213.604,0.0,213.604,240.025,
12/31/1998,310.002014,162.667993,11.391,151.276993,57.653999,,,39.683998,,,,,6.465,,,,,,,,266.471008,38.849998,65.417,-26.566999,0.0,,4.681,,,,4.681,43.530999,,20.565001,20.565001,,,,0.234,,,,,,15.984,,,15.984,36.783001,0.036,,,,,2.299,,,,,,2.299,2.335,39.118001,0.0,50.162998,,,0.0,,220.718994,270.881992,0.0,270.881992,309.999993,
04/03/1999,322.838989,179.756001,21.285999,158.470001,58.859001,,,34.826,,,,,6.589,,,,,,,,280.029999,38.757,66.711998,-27.955,0.0,,4.052,,,,4.052,42.809,,17.723,17.723,,,,0.219,0.185,0.034,0.034,,,20.083002,,,20.083002,38.025002,0.016,,,,,2.173,,,,,,2.173,2.189,40.214002,0.0,50.582001,,,0.0,,232.042999,282.625,0.0,282.625,322.839002,
07/03/1999,340.983,193.63,28.016,165.614,65.066,65.066,,32.158,,,,,6.676,,,,,,,,297.53,38.829,,,,,4.624,,,,4.624,43.453,,17.598,17.598,,,,0.211,0.185,0.026,0.026,,,19.222,,,19.222,37.031,0.061,0.016,0.045,0.045,,2.225,,,,,,2.225,2.286,39.317,,53.291,,,,249.544,-1.169,301.666,,301.666,340.983,
10/02/1999,375.679993,216.102007,19.767,196.335007,70.835999,,,36.056999,,,,,8.648,,,,,,,,331.643005,39.560001,71.693001,-32.132999,0.0,,4.477,0.0,,,4.477,44.037002,,25.646,25.646,,,,0.201,0.185,0.016,0.016,,,19.278,,,19.278,45.125,0.042,0.0,0.042,0.042,,2.798,,,,,,2.798,2.84,47.965,0.0,57.910999,,,0.0,,269.803986,327.714985,0.0,327.714985,375.679985,
12/31/1999,394.643005,235.568001,38.500999,197.067001,62.869999,,,42.379002,23.098,3.744,15.537,0.0,5.081,,,,,,,,345.89801,41.686001,75.717003,-34.030998,0.0,,7.059,0.189,0.189,0.0,6.87,48.745001,,23.798,23.798,,,,0.46,0.196,0.264,0.264,,,18.836001,,,18.836001,43.094002,0.664,0.093,0.571,0.571,,1.578,,,,,,1.578,2.242,45.336002,0.0,60.386002,,,0.0,,288.92099,349.306992,0.0,349.306992,394.642993,
04/01/2000,458.058014,298.477997,134.858002,163.619995,59.202999,,,47.181999,,,,,5.21,,,,,,,,410.072998,41.803001,78.192001,-36.389,0.0,,6.182,0.0,,,6.182,47.985002,,20.681,20.681,,,,50.388,50.188,0.2,0.2,,,17.000999,,,17.000999,88.07,0.54,0.074,0.466,0.466,,2.255,,,,,,2.255,2.795,90.865,0.0,63.48,,,0.0,,303.713013,367.193012,0.0,367.193012,458.058012,
07/01/2000,431.839996,175.713001,41.188999,134.524002,78.967003,,,55.514,,,,,6.691,,,,,,,,316.88501,41.112999,79.972,-38.859001,0.0,,73.842003,0.0,35.127998,-35.127998,73.842003,114.955002,,32.534,32.534,,,,35.188,35.007,0.181,0.181,,,18.031998,,,18.031998,85.753998,0.446,0.0,0.446,0.446,,0.228,,,,,,0.228,0.674,86.427998,0.0,63.798,,,-37.835999,,319.450013,345.412014,0.0,345.412014,431.840012,
09/30/2000,398.420013,143.349998,36.344002,107.005997,81.014,,,53.772999,,,,,6.198,,,,,,,,284.334991,41.365002,82.293999,-40.929001,0.0,,72.720001,0.0,34.991001,-34.991001,72.720001,114.085003,,23.392,23.392,,,,1.288,1.187,0.101,0.101,,,21.370999,,,21.370999,46.050999,0.443,0.068,0.375,0.375,,0.178,,,,,,0.178,0.621,46.671999,0.0,63.185001,,,-51.974998,,340.537987,351.74799,0.0,351.74799,398.419988,
12/31/2000,418.895996,156.714003,24.815001,131.899002,83.941002,,,56.852001,35.907001,0.365,20.58,0.0,6.179,,,,,,,,303.686005,41.587002,84.278999,-42.692001,0.0,,73.623001,63.810001,34.528999,29.281002,9.813,115.210003,,23.837999,23.837999,,,,0.226,0.149,0.077,0.077,,,22.823002,,,22.823002,46.887001,0.513,0.0,0.513,0.513,,0.208,,,,,,0.208,0.721,47.608001,0.0,63.806,,,-50.127998,,357.609993,371.287994,0.0,371.287994,418.895995,
03/31/2001,434.984985,180.972996,35.328999,145.643997,76.572998,,,55.946999,30.469,0.592,24.886,0.0,6.756,,,,,,,,320.248993,41.007999,,,0.0,,73.727997,62.526001,34.080002,28.445999,11.201996,114.735996,,18.405001,18.405001,,,,0.298,0.196,0.102,0.102,,,26.547999,,,26.547999,45.250999,0.319,0.0,0.319,0.319,,0.293,,,,,,0.293,0.612,45.862999,0.0,61.993999,,,-46.039001,,373.166992,389.12199,0.0,389.12199,434.98499,
06/30/2001,437.725,183.58,17.909,165.671,79.517,79.517,,47.974,33.958,2.492,11.524,,7.068,,,,,,,,318.139,41.244,,,,,78.342,62.049,33.632,28.417,16.293,119.586,,16.298,16.298,,,,0.385,0.285,0.1,0.1,,,14.535,,,14.535,31.218,0.292,0.0,0.292,0.292,,0.318,,,,,,0.318,0.61,31.828,,61.03,,,-43.566,392.427,-3.994,405.897,,405.897,437.725,
09/29/2001,462.535004,211.099008,9.432,201.667007,82.831001,,,43.247002,28.319,1.982,12.946,0.0,8.107,,,,,,,,345.283997,41.876999,,,0.0,,75.374001,60.754002,33.182999,27.571003,14.619999,117.250999,,18.611,18.611,,,,0.39,0.286,0.104,0.104,,,17.353,,,17.353,36.354,0.292,0.0,0.292,0.292,,0.347,,,,,,0.347,0.639,36.993,0.0,59.82,,,-40.603001,,406.324986,425.541985,0.0,425.541985,462.534985,
12/31/2001,479.556,249.348995,26.327999,223.020996,67.160004,,,39.923,25.41,1.36,13.153,0.0,7.906,,,,,,,,364.338013,40.742001,91.633003,-50.890999,0.0,,74.475998,59.428001,32.735001,26.693001,15.047997,115.217999,,14.414,14.414,,,,0.3,0.221,0.079,0.079,,,19.114,,,19.114,33.827999,0.408,0.0,0.408,0.408,,0.313,,,,,,0.313,0.721,34.548999,0.0,59.327,,,-35.481998,,421.161991,445.006992,0.0,445.006992,479.555991,
03/30/2002,497.501007,270.292002,20.004999,250.287003,72.317001,,,36.817001,22.544001,1.045,13.228,0.0,6.954,,,,,,,,386.380005,40.417999,,,0.0,,70.703003,59.061001,54.455002,4.605999,11.642002,111.121002,,15.606,15.606,,,,0.387,0.285,0.102,0.102,,,21.973999,,,21.973999,37.966999,0.233,0.0,0.233,0.233,,0.648,,,,,,0.648,0.881,38.847999,0.0,58.536999,,,-33.810001,,433.925999,458.652996,0.0,458.652996,497.500995,
06/29/2002,520.337,289.329,17.053,272.276,73.556,73.556,,39.949,22.896,0.952,16.101,,7.897,,,,,,,,410.731,39.986,,,,,69.62,58.694,54.455,4.239,10.926,109.606,,17.402,17.402,,,,0.401,0.287,0.114,0.114,,,17.774,,,17.774,35.577,0.242,0.0,0.242,0.242,,0.925,,,,,,0.925,1.167,36.744,,55.32,,,-25.03,453.955,-0.652,483.593,,483.593,520.337,
09/28/2002,543.057007,311.205013,12.979,298.226013,78.379997,,,36.733002,21.490999,0.565,14.677,0.0,8.391,,,,,,,,434.709015,38.692001,,,0.0,,69.655998,58.396999,54.455002,3.941998,11.258999,108.348,,17.107,17.107,,,,0.4,0.287,0.113,0.113,,,19.185001,,,19.185001,36.692001,0.216,0.0,0.216,0.216,,1.162,,,,,,1.162,1.378,38.070001,0.0,54.636002,,,-22.509001,,472.860014,504.987015,0.0,504.987015,543.057016,
12/31/2002,573.088013,348.576996,18.417999,330.158997,71.299004,,,38.066002,21.403999,1.104,15.558,0.0,6.638,,,,,,,,464.579987,39.462002,100.609001,-61.146999,0.0,,69.045998,58.011002,54.455002,3.556,11.034996,108.507999,,15.447,15.447,,,,0.42,0.275,0.145,0.145,,,21.037,,,21.037,36.903999,0.605,0.0,0.605,0.605,,1.424,,,,,,1.424,2.029,38.932999,0.0,56.792999,,,-16.76,,494.122,534.154999,0.0,534.154999,573.087998,
03/29/2003,611.29303,375.927,26.509001,349.417999,78.280998,,,40.221001,24.370001,1.431,14.42,0.0,9.747,,,,,,,,504.175995,38.737999,,,0.0,,68.378998,57.639,54.455002,3.183998,10.739998,107.116997,,18.271999,18.271999,,,,0.446,0.288,0.158,0.158,,,32.130001,,,32.130001,50.848,0.416,0.0,0.416,0.416,,1.674,,,,,,1.674,2.09,52.938,0.0,55.952,,,-12.902,,515.305015,558.355015,0.0,558.355015,611.293015,
06/28/2003,639.114014,401.347988,19.117001,382.230988,79.555,,,40.029999,24.323999,1.381,14.325,0.0,10.754,,,,,,,,531.687012,39.161999,,,0.0,,68.264999,57.268002,54.455002,2.813,10.996998,107.426998,,16.492001,16.492001,,,,0.792,0.626,0.166,0.166,,,24.417,,,24.417,41.701,0.379,0.0,0.379,0.379,,2.322,,,,,,2.322,2.701,44.402,0.0,57.914001,,,-2.913,538.452026,1.258947,594.711975,0.0,594.711975,639.113975,
09/27/2003,669.758972,422.622013,19.882999,402.739014,82.862,82.862,,39.071999,23.806999,1.026,14.239,0.0,10.969,,,,,,,,555.525024,38.472,,,0.0,,75.762001,56.896999,54.455002,2.441998,18.865002,114.234001,,17.534,17.534,,,,0.167,0.0,0.167,0.167,,,27.847999,,,27.847999,45.549,0.409,-0.01,0.419,0.419,,2.646,,,,,,2.646,3.055,48.604,0.0,58.285999,,,-1.142,561.450989,2.56003,621.155018,0.0,621.155018,669.759018,
12/31/2003,701.611023,447.848001,14.266,433.582001,81.866997,81.866997,,42.780998,29.127001,0.645,13.009,0.0,8.922,,,,,,,,581.41803,39.285999,110.357002,-71.070999,0.0,,80.906998,70.181,9.031,61.15,10.725998,120.192997,,16.238001,16.238001,,,,0.153,0.0,0.153,0.153,,,29.211,,,29.211,45.602001,0.452,0.0,0.452,0.452,,3.642,,,,,,3.642,4.094,49.696001,0.0,62.639999,,,0.0,585.846008,3.429016,651.915024,0.0,651.915024,701.611025,
04/03/2004,752.703003,487.582996,17.312,470.270996,82.103996,,,48.008999,30.535999,0.546,16.927,0.0,9.031,,,,,,,,626.72699,41.896,,,0.0,,84.080002,69.510002,8.436,61.074002,14.57,125.976002,,20.768,20.768,,,,0.182,0.0,0.182,0.182,,,33.238999,,,33.238999,54.188999,0.351,0.0,0.351,0.351,,5.534,,,,,,5.534,5.885,60.073999,0.0,72.716003,,,,613.780029,6.132996,692.629028,0.0,692.629028,752.703027,
07/03/2004,777.612976,498.944007,9.387,489.557007,95.333,,,47.612999,30.122,0.569,16.922001,0.0,9.755,,,,,,,,651.64502,41.352001,,,0.0,,84.615997,68.946999,61.137001,7.809998,15.668999,125.967999,,17.216,17.216,,,,0.16,0.0,0.16,0.16,,,28.955002,,,28.955002,46.331001,0.437,0.0,0.437,0.437,,4.471,,,,,,4.471,4.908,51.239001,0.0,79.587997,,,,643.208008,3.578003,726.374008,0.0,726.374008,777.61301,
10/02/2004,819.763,523.039996,10.269,512.770996,95.300003,95.300003,,54.313,31.591999,0.515,22.205999,0.0,10.402,,,,,,,,683.054993,42.5,,,0.0,,94.208,68.301003,61.137001,7.164001,25.906998,136.708,,22.033001,22.033001,,,,0.055,0.0,0.055,0.055,,,30.897999,,,30.897999,52.986,0.131,0.0,0.131,0.131,,5.308,,,,,,5.308,5.439,58.425,0.0,82.407997,,,,674.528015,4.401978,761.33799,0.0,761.33799,819.76299,
12/31/2004,862.222,557.993,17.983,540.01,96.881,96.881,,59.255,34.041,0.569,24.645,0.0,10.509,,,,,,,,724.638,46.283,125.215,-78.932,0.0,,91.301,68.31,61.793,6.517,22.991,137.584,,24.13,24.13,,,,0.054,0.0,0.054,0.054,,,35.392,,,35.392,59.576,0.117,0.0,0.117,0.117,,4.875,,,,,,4.875,4.992,64.568,0.0,84.898,,,0.0,706.489,6.267,797.654,0.0,797.654,862.222,
04/02/2005,901.066,573.207,15.351,557.856,101.078,101.078,,63.901,40.167,0.658,23.076,,11.848,,,,,,,,750.034,46.722,,,,,104.31,76.052,70.182,5.87,28.258,151.032,,23.174,23.174,,,,0.055,0.0,0.055,0.055,,,41.908,,,41.908,65.137,0.103,0.0,0.103,0.103,,6.859,,,,,,6.859,6.962,72.099,,89.962,,,,733.596,5.409,828.967,,828.967,901.066,
07/02/2005,918.863,573.81,10.098,563.712,104.999,104.999,,63.569,42.014,0.244,21.311,,14.105,,,,,,,,756.483,47.564,,,,,114.816,83.904,69.095,14.809,30.912,162.38,,21.674,21.674,,,,0.055,0.0,0.055,0.055,,,29.47,,,29.47,51.199,0.089,0.0,0.089,0.089,,8.92,,,,,,8.92,9.009,60.208,,93.598,,,,760.359,4.698,858.655,,858.655,918.863,
10/01/2005,882.301,529.723,18.449,511.274,98.298,98.298,,63.684,41.07,0.128,22.486,,14.015,,,,,,,,705.72,47.523,,,,,129.058,88.898,69.097,19.801,40.16,176.581,,24.117,24.117,,,,0.056,0.0,0.056,0.056,,,30.14,,,30.14,54.313,0.075,0.0,0.075,0.075,,7.443,,,,,,7.443,7.518,61.831,,94.725,,,-68.164,789.798,4.111,820.47,,820.47,882.301,
12/31/2005,918.415,544.239,25.621,518.618,111.551,111.551,,63.638,39.779,0.134,23.725,0.0,13.286,,,,,,,,732.714,49.643,130.875,-81.232,0.0,,136.058,88.099,69.097,19.002,47.959,185.701,,24.885,24.885,,,,0.0,0.0,0.0,0.0,,,27.275,,,27.275,52.16,0.0,0.0,0.0,0.0,,8.283,,,,,,8.283,8.283,60.443,0.0,140.155,,,-64.013,779.453,2.377,857.972,0.0,857.972,918.415,
04/01/2006,952.476,216.305,17.543,198.762,116.415,116.415,,66.605,43.881,0.113,22.611,,13.594,,,,,,,,412.919,51.61,,,353.218,,134.729,87.652,69.097,18.555,47.077,539.557,,22.86,22.86,,,,,,,,,,35.136,,,35.136,57.996,,,,,,6.47,,,,,,6.47,6.47,64.466,0.0,135.862,,,-52.06,805.544,-1.336,888.01,0.0,888.01,952.476,
