Date,Cash From Operating Activities,Net Income,D&A and Provision for Loan Losses,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Change in Loans,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Deposits,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/1994,,108.411003,45.534,110.198997,77.280998,341.424988,,,,,,,,,,,,,,,,,,,
12/31/1994,,111.375,37.778,-113.875,74.706001,109.984001,,,,,,,,,,,,,,,,,109.984001,,
03/31/1995,,111.030998,49.264999,-12.071,-18.447001,129.778,,,-15.804,,,,,,,,,,,,,,,,
06/30/1995,,112.529999,50.519001,22.833,-65.905998,119.975998,,,,,,,,,,,,,,,,,,,
09/30/1995,,120.012001,60.321999,-105.877998,95.403,169.858994,,,,,,,,,,,,,,,,,,,
12/31/1995,,247.886993,40.730999,10.345,-148.576996,150.386002,,,,,,,,,,,,,,,,,,,
03/31/1996,,176.863998,70.057999,-44.655998,-161.401001,40.865002,,,-18.348,,,,,,,,,,,,,,,,
06/30/1996,,182.832001,77.866997,-84.209999,194.501007,370.98999,,,-23.110001,,,,,,,,,,,,,,,,
09/30/1996,,185.822006,71.457001,-305.04599,46.591999,-1.175,,,-21.427,,,,,,,,,,,,,,,,
12/31/1996,,191.112,19.028999,39.897999,-385.019989,-134.981003,,,-52.744999,,,,,,,,,,,,,,,,
03/31/1997,,275.566986,93.514999,53.074001,209.796997,631.953003,,,-21.436001,,,,,,,,,,,,,,,,
06/30/1997,,271.429993,90.291,-35.220001,-188.026001,138.475006,,,-23.375,,,,,,,,,,,,,,,,
09/30/1997,,283.053009,98.172997,227.382004,-151.505997,457.10199,-31.09,,-31.09,,,,,,,,,,,,,,426.01199,,
12/31/1997,,292.1,170.621994,-844.784973,-380.298004,-762.317017,,,-91.487999,,,,,,,,,,,,,,,,
03/31/1998,,103.722,89.897003,-75.483002,-339.540985,-221.404999,,,0.0,,,,,,,,,,,,,,,,
06/30/1998,,331.244,146.182997,-219.338998,-1013.032015,-754.944001,,,-73.924,,,,,,,,,,,,,,,,
09/30/1998,,344.456,117.193,-76.813,-1860.839,-1476.003,,,-86.322,,,,,,,,,,,,,,,,
12/31/1998,,291.259,134.097,-170.09,381.319,636.585,,,-50.459,,,,,,,,,,,,,,,,
03/31/1999,,351.019,150.429,-107.64,1106.541,1500.349,1358.129,0.0,-16.81,-1266.508,2104.172,528.74,8.535,-4198.604,-170.388,-673.55,4283.067,-570.143,56.299,-927.579,-6196.31,0.0,-1340.126,,
06/30/1999,,354.488,142.349,-411.776,123.829,208.89,154.642,47.062,0.0,-1581.291,1679.019,-54.021,63.873,0.439,-163.742,-1773.922,3621.536,-1327.404,39.09,-435.881,40.762,0.0,363.971,,
09/30/1999,,356.462,137.383,445.777,197.317,1136.939,-1698.575,0.0,-83.934,-1818.593,1125.588,-656.931,-264.705,100.893,-167.389,-354.736,2383.4,-4.403,24.725,-84.794,-1695.91,0.0,-460.743,,
12/31/1999,,343.516,159.575,-661.599,-697.31,-855.818,-1126.064,0.0,-87.323,-473.684,1286.432,-1809.22,-42.269,2116.045,-166.972,-1442.595,4717.14,-418.693,18.117,-261.811,-329.141,0.0,134.163,,
03/31/2000,,321.343,152.345,245.172,331.151,1050.011,-489.842,0.0,-29.817,-228.054,1227.807,-1459.778,0.0,-811.893,-173.383,1124.659,3754.247,-6040.377,23.06,-47.142,547.043,0.0,-251.724,,
06/30/2000,,342.387,160.748,-404.346,-818.573,-719.784,3221.877,0.0,-22.645,-88.618,3143.53,189.61,0.0,-2468.857,-173.284,-2295.052,606.114,0.0,18.509,0.0,-625.144,0.0,33.236,,
09/30/2000,,330.636,166.428,316.823,228.249,1042.136,-525.89,0.0,-37.171,-825.245,2140.464,-1803.938,0.0,-548.414,-173.619,2085.776,1661.181,-6874.605,20.618,-5.137,2737.372,0.0,-32.168,,
12/31/2000,,308.011,191.755,-176.924,-520.748,-197.906,-2573.639,0.0,-44.726,-1334.294,1370.809,-2565.428,0.0,3076.631,-173.817,-420.246,3455.296,-2326.204,12.883,-2.122,2530.841,0.0,305.086,,
03/31/2001,,335.403,188.874,81.797,-3265.821,-2659.747,387.26,0.0,-38.679,-1087.973,1695.906,-181.994,0.0,2051.637,-171.535,3733.223,1095.397,-3031.824,14.583,-166.246,578.039,0.0,-220.85,,
06/30/2001,,349.502,264.909,-285.12,-2585.892,-2256.601,-804.433,0.0,-44.955,-584.081,1380.152,-1604.549,49.0,3215.393,-171.719,-1659.721,3744.267,-897.939,32.122,0.0,2168.383,0.0,154.359,,
09/30/2001,,356.618,274.55,-72.384,-378.003,180.781,-921.764,0.0,-47.984,-376.682,748.687,-1240.285,-5.5,973.578,-178.881,937.131,0.0,-1891.326,26.23,0.0,2080.424,0.0,232.595,,
12/31/2001,,346.585,341.866,-623.768,-7203.643,-7138.96,-681.509,0.0,-57.604,-1204.095,873.495,-293.305,0.0,8523.141,-179.169,-2094.888,8940.697,-1175.316,5.769,0.0,3026.048,0.0,702.672,,
03/31/2002,,446.131,304.607,51.607,2955.53,3757.875,744.613,0.0,-16.346,-1435.267,1108.706,1087.52,0.0,-6047.056,-179.233,3992.935,3288.01,-8354.726,26.248,0.0,-4820.29,0.0,-1544.568,,
06/30/2002,,392.782,297.444,-561.196,2264.503,2393.533,-169.844,0.0,-41.071,-347.773,711.068,-492.068,0.0,-1715.873,-179.584,-5373.86,4801.11,0.0,42.069,0.0,-1005.608,0.0,507.816,,
09/30/2002,,374.187,327.407,1084.072,-6708.879,-4923.213,-694.72,0.0,-35.839,-1383.514,1762.401,-1037.768,0.0,6357.41,-186.533,856.096,2350.265,0.0,24.095,0.0,3313.523,-0.036,739.477,,
12/31/2002,,233.543,314.047,-51.202,-7979.069,-7482.681,-785.566,0.0,-59.717,-923.251,2211.96,-2014.558,0.0,7917.986,-186.745,459.699,3184.067,0.0,10.524,-32.526,4482.968,-0.001,-350.261,,
03/31/2003,,643.503,377.864,515.085,1661.375,3197.827,-1495.808,0.0,-40.519,-825.446,1536.076,-2165.919,0.0,-1691.02,-186.574,6216.304,3761.777,-12248.344,17.965,-37.629,785.481,0.0,10.999,,
06/30/2003,,585.808,359.51,360.458,-5417.229,-4111.453,-503.715,0.0,-128.008,-1005.786,2103.541,-1440.331,-33.131,4890.391,-186.438,-632.245,6536.083,-1770.095,65.09,0.0,877.996,0.0,275.223,,
09/30/2003,,343.637,349.025,-302.105,3636.77,4027.327,-2518.362,0.0,-50.795,-1238.991,1810.856,-3037.445,-1.987,-1949.315,-196.482,-3474.713,574.985,-2240.986,35.304,-160.295,3512.872,0.0,-440.35,,
12/31/2003,,624.588,249.315,153.779,8644.987,9672.669,-2663.269,0.0,-77.565,-897.595,768.794,-2456.903,0.0,-7015.992,-195.323,-1943.688,1563.633,0.0,52.118,-154.693,-6338.039,0.0,-6.592,,
03/31/2004,,710.368,239.59,798.83,1623.499,3372.287,232.431,0.0,-61.795,-582.978,686.613,190.591,0.0,-3813.965,-194.479,2526.352,850.0,-10284.713,81.551,-75.402,3282.726,0.0,-209.247,,
06/30/2004,,519.046,261.919,-1178.152,-40.386,-437.573,-3268.463,0.0,-69.655,-97.706,651.676,-3829.86,77.082,3491.522,-199.359,-3327.796,4456.97,-1195.487,41.265,-315.927,4031.856,0.0,-214.514,,
09/30/2004,,590.715,381.463,596.537,1839.817,3408.532,-2087.809,22.878,0.0,-547.186,1664.966,-3540.422,311.955,-863.086,-235.431,-977.815,7337.052,-253.699,167.914,-589.237,-6311.87,0.0,457.637,,
12/31/2004,,959.805,366.931,-1059.206,-1589.534,-1322.004,-577.494,,-37.159,-128.328,830.163,-2139.689,897.519,2101.956,-231.87,-5661.182,1367.948,-1648.179,55.143,-488.186,8708.282,0.0,202.458,,
03/31/2005,,484.142,211.146,-14.416,841.373,1522.245,-2211.787,0.0,-30.768,-585.577,1156.403,-2432.789,-319.056,509.206,-228.783,1398.826,6885.642,-1902.015,139.948,-493.988,-5290.424,0.0,-180.336,,
06/30/2005,,625.127,161.163,743.623,-313.487,1216.426,-3444.292,0.0,-32.21,-526.609,987.503,-3872.976,0.0,2513.586,-224.882,355.015,4035.0,-4110.07,84.812,-159.112,2532.823,0.0,285.72,,
09/30/2005,,477.831,178.413,-208.404,-2230.401,-1782.561,-1358.976,0.0,-5.119,-475.283,526.309,-1428.059,23.176,2912.045,-237.348,3545.034,899.001,-1514.382,76.628,-358.634,501.746,0.0,-229.492,,
12/31/2005,,398.129,257.895,440.317,3879.237,4975.578,210.839,0.0,-121.408,-1150.74,840.204,644.935,-2.152,-5186.684,-232.98,-4692.049,1797.875,-2210.16,37.986,-479.969,592.613,0.0,-0.267,,
03/31/2006,,458.807,154.006,116.863,2159.763,2889.439,-743.619,0.0,-84.459,-565.115,765.935,-859.98,0.0,-2564.908,-230.188,-2431.157,5859.0,-3053.267,88.9,-256.116,-2542.08,0.0,-419.088,,
06/30/2006,,472.926,186.767,311.98,-1444.467,-472.794,751.502,0.0,-58.994,-474.577,390.056,969.806,-74.789,236.83,-227.972,393.717,1100.0,-2142.829,106.464,-279.279,1286.729,0.0,515.538,,
09/30/2006,,526.446,188.305,-444.262,-22.083,248.406,2442.898,0.0,-43.888,-538.858,533.9,2499.171,-7.427,-3459.989,-238.439,3293.517,0.66,-6032.022,51.323,-155.791,-379.237,0.0,-768.685,,
12/31/2006,,841.657,452.534,-1245.306,-5431.827,-5382.942,8292.272,0.0,-117.165,-292.381,1097.133,7440.122,164.563,-2423.607,-236.933,-2493.312,1228.91,-2963.026,0.0,-23.676,2064.43,0.0,485.723,,
03/31/2007,,319.212,236.415,-323.902,-30.4,201.325,5613.381,0.0,-2.231,-860.587,1798.318,5046.65,-368.769,-6113.393,-254.604,435.354,626.704,-2972.008,168.079,-2115.498,-2001.42,0.0,-298.687,,
06/30/2007,,346.604,270.746,-538.762,-3888.333,-3809.745,1252.344,0.0,-44.044,-205.187,291.884,1217.217,-7.526,2230.699,-232.432,510.382,1497.453,-2469.805,49.644,-1089.455,3964.912,0.0,-326.702,,
09/30/2007,,-19.005,477.678,708.772,-2039.081,-871.636,-1410.323,0.0,-70.357,-787.723,579.218,-1259.403,127.942,2298.544,-235.422,350.921,6153.866,-2275.238,35.105,-25.94,-1704.748,0.0,16.585,,
12/31/2007,,-332.836,833.86,112.84,3127.385,3741.249,-266.54,0.0,-103.92,-53.755,344.929,-327.528,-126.266,-3160.565,-262.506,-1943.845,420.452,-783.036,0.0,-57.252,-534.378,0.0,314.144,,
03/31/2008,,-171.0,1532.0,-169.0,-429.0,763.0,-6164.0,0.0,-59.0,-166.0,991.0,-6930.0,0.0,5277.0,-133.0,3819.0,5350.0,-5061.0,146.0,0.0,1329.0,-173.0,-124.0,,
06/30/2008,,-1756.0,1724.0,801.0,2333.0,3102.0,-4209.0,0.0,-94.0,-1471.0,419.0,-3063.0,0.0,840.0,-22.0,-6283.0,55.0,-2534.0,6810.0,0.0,2814.0,0.0,-267.0,,
09/30/2008,,-2073.0,2517.0,626.0,-662.0,408.0,8403.0,0.0,-91.0,-312.0,334.0,8472.0,0.0,-7405.0,-23.0,209.0,3.0,-1957.0,0.0,-6.0,-5631.0,0.0,1406.0,,
