Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1991,2471.399902,-2284.834961,186.564941,-136.490997,,,50.074001,83.618004,,16.806999,,0.0,-100.425003,133.692005,-49.268002,84.424004,0.0,84.424003,0.0,84.424004,0.0,,84.424004,84.424004,,21.503137,3.920001,3.920001,3.920001,21.503137,3.920001,3.920001,3.920001,
02/29/1992,2628.724121,-2394.475098,234.249023,-165.382996,,,68.865997,4.094001,,15.262,,0.0,-19.356001,72.959998,-25.416,47.543999,0.0,47.543998,0.0,47.543999,0.0,,47.543999,47.543999,,21.025707,2.275001,2.275001,2.275001,21.025707,2.275001,2.275001,2.275001,
06/20/1992,3284.253906,-3025.637939,258.615967,-179.255005,,,79.361,-7.363,,19.976,,0.0,-12.613,71.998,-26.367001,45.631001,0.0,45.630999,0.0,45.631001,0.0,,45.631001,45.631001,,20.449993,2.240001,2.240001,2.240001,20.449993,2.240001,2.240001,2.240001,
09/12/1992,2469.608887,-2272.610107,196.99878,-140.326004,,,56.673,-5.851,,12.87,,0.0,-7.019,50.822,-18.601999,32.220001,0.0,32.220001,0.0,32.220001,0.0,,32.220001,32.220001,,20.319136,1.575,1.575,1.575,20.319136,1.575,1.575,1.575,
12/05/1992,2960.399902,-2707.303955,253.095947,-191.291,,,61.805,-5.344001,,19.127001,,0.0,-13.783,56.460999,-19.735001,36.726002,0.0,36.725998,0.0,36.726002,0.0,,36.726002,36.726002,,20.397993,1.785001,1.785001,1.785001,20.397993,1.785001,1.785001,1.785001,
02/27/1993,3853.737061,-3525.842041,327.89502,-235.985001,,,91.910004,-12.573,,31.093,,0.0,-18.52,79.337004,-29.388,49.949001,0.0,49.949004,0.0,49.949001,0.0,,49.949001,49.949001,,20.399994,2.450001,2.450001,2.450001,20.399994,2.450001,2.450001,2.450001,
06/19/1993,4875.78418,-4457.421875,418.362305,-310.763,,,107.598999,-26.663998,,38.370998,,0.0,-11.707,80.935001,-29.851,51.084,0.0,51.084001,0.0,51.084,0.0,,51.084,51.084,,20.45228,2.485001,2.485001,2.485001,20.45228,2.485001,2.485001,2.485001,
09/11/1993,3703.822998,-3392.052002,311.770996,-229.863007,,,81.907997,-20.439001,,28.054001,,0.0,-7.615,61.468996,-25.145,36.324001,0.0,36.323996,0.0,36.324001,0.0,,36.324001,36.324001,,20.519423,1.785001,1.785001,1.785001,20.519423,1.785001,1.785001,1.785001,
12/04/1993,3670.298096,-3339.028076,331.27002,-246.268005,,,85.001999,-13.716001,,27.103001,,0.0,-13.387,71.285998,-26.048,45.237999,0.0,45.237998,0.0,45.237999,0.0,,45.237999,45.237999,,20.553421,2.205001,2.205001,2.205001,20.553421,2.205001,2.205001,2.205001,
02/26/1994,3687.02002,-3334.931885,352.088135,-257.539001,,,94.549004,-14.159,,26.764,,0.0,-12.605,80.390004,-27.783001,52.606998,0.0,52.607003,0.0,52.606998,0.0,,52.606998,52.606998,,20.57285,2.555001,2.555001,2.555001,20.57285,2.555001,2.555001,2.555001,
06/18/1994,4991.115234,-4552.946777,438.168457,-326.177002,,,111.990997,-28.349001,,38.297001,,0.0,-9.948,83.641996,-33.028999,50.612999,0.0,50.612997,0.0,50.612999,0.0,,50.612999,50.612999,,20.465707,2.485001,2.485001,2.485001,20.465707,2.485001,2.485001,2.485001,
09/10/1994,3773.725098,-3437.488037,336.237061,-258.765015,,,77.472,-22.584001,,29.658001,,0.0,-7.074,54.887999,-21.372999,33.514999,0.0,33.515,0.0,33.514999,0.0,,33.514999,33.514999,,20.42028,1.645,1.645,1.645,20.42028,1.645,1.645,1.645,
12/03/1994,3908.194092,-3547.301025,360.893067,-284.147003,,,76.746002,-265.906002,,32.563,,0.0,233.343002,-189.16,105.037003,-84.123001,0.0,-84.122997,0.0,-84.123001,0.0,,-84.123001,-84.123001,,20.424851,-4.130001,-4.130001,-4.130001,20.424851,-4.130001,-4.130001,-4.130001,
02/25/1995,3890.738037,-3502.381104,388.356933,-300.753998,,,87.602997,-21.048002,,34.865002,,0.0,-13.817,66.554995,-23.226,43.328999,0.0,43.328995,0.0,43.328999,0.0,,43.328999,43.328999,,20.251136,2.135001,2.135001,2.135001,20.251136,2.135001,2.135001,2.135001,
06/17/1995,4973.037109,-4512.695801,460.341308,-350.053009,,,110.288002,-34.558999,,44.118999,,0.0,-9.56,75.729003,-29.778,45.951,0.0,45.951003,0.0,45.951,0.0,,45.951,45.951,,19.778565,2.310001,2.310001,2.310001,19.778565,2.310001,2.310001,2.310001,
09/09/1995,3779.396973,-3427.688965,351.708008,-269.403015,,,82.305,-27.407,,32.771,,0.0,-5.364,54.898,-21.620001,33.278,0.0,33.277999,0.0,33.278,0.0,,33.278,33.278,,19.48028,1.715001,1.715001,1.715001,19.48028,1.715001,1.715001,1.715001,
12/02/1995,3886.594971,-3519.75,366.844971,-283.562012,,,83.282997,-21.665,,31.076,,0.0,-9.411,61.617997,-23.173,38.445,0.0,38.444997,0.0,38.445,0.0,,38.445,38.445,,19.383138,1.995001,1.995001,1.995001,19.383138,1.995001,1.995001,1.995001,
02/24/1996,3847.291992,-3446.467041,400.824951,-309.949005,,,90.875999,-15.428999,,32.183998,,0.0,-16.754999,75.447,-26.688,48.758999,0.0,48.759,0.0,48.758999,0.0,,48.758999,48.758999,,19.286851,2.520001,2.520001,2.520001,19.286851,2.520001,2.520001,2.520001,
06/15/1996,4978.76123,-4499.348145,479.413085,-370.035004,,,109.377998,-33.687999,,41.362999,,0.0,-7.675,75.689999,-29.708,45.981998,0.0,45.981999,0.0,45.981998,0.0,,45.981998,45.981998,,19.280566,2.380001,2.380001,2.380001,19.369708,2.380001,2.380001,2.380001,
09/07/1996,3778.745117,-3398.504883,380.240234,-295.80899,,,84.431,-25.772,,31.171,,0.0,-5.399,58.659,-22.795,35.863998,0.0,35.864,0.0,35.863998,0.0,,35.863998,35.863998,,19.275995,1.855001,1.855001,1.855001,19.323424,1.855001,1.855001,1.855001,
11/30/1996,3904.841064,-3519.631104,385.20996,-296.428009,,,88.781998,-24.266999,,32.522999,,0.0,-8.256,64.514999,-24.298,40.216999,0.0,40.216999,0.0,40.216999,0.0,,40.216999,40.216999,,19.17428,2.100001,2.100001,2.100001,19.223993,2.100001,2.100001,2.100001,
02/22/1997,3889.554932,-3467.764893,421.790039,-323.848999,,,97.941002,-16.293,,31.774,,0.0,-15.481,81.648002,-28.667,52.980999,0.0,52.981002,0.0,52.980999,0.0,,52.980999,52.980999,,19.109995,2.765001,2.765001,2.765001,19.169423,2.765001,2.765001,2.765001,
06/14/1997,5033.303,-4532.174,501.129,-386.339,,,114.79,-32.873,36.203,41.321,-5.118,0.0,-3.33,81.917,-32.151,49.766,0.0,49.766,0.0,49.766,0.0,,49.766,49.766,,38.27256,1.295,1.295,1.295,38.425131,1.295,1.295,1.295,
09/06/1997,3866.012,-3472.726,393.286,-308.206,,,85.08,64.1,25.934,29.846,-3.912,0.0,-90.034,149.18,-60.065,89.115,0.0,89.115,0.0,89.115,,,89.115,89.115,,35.462275,2.520001,2.520001,2.520001,35.908561,2.485001,2.485001,2.485001,
11/29/1997,4004.565,-3600.773,403.792,-311.395,,,92.397,-25.081,25.081,29.859,-4.778,0.0,0.0,67.316,-27.067,40.249,0.0,40.249,0.0,40.249,0.0,,40.249,40.249,,34.406275,1.155,1.155,1.155,34.783418,1.155,1.155,1.155,
02/28/1998,4297.498,-3824.969,472.529,-359.387,,,113.142,-26.775,32.593,32.593,,0.0,-5.818,86.367,-34.74,51.627,0.0,51.627,0.0,51.627,0.0,,51.627,51.627,,17.192852,3.010001,3.010001,3.010001,17.43228,2.940001,2.940001,2.940001,
06/20/1998,5202.576,-4683.755,518.821,-400.373,,,118.448,-32.145,32.145,38.322,-6.177,0.0,0.0,86.303,-34.505,51.798,0.0,51.798,0.0,51.798,0.0,,51.798,51.798,,17.223709,3.010001,3.010001,3.010001,17.449423,2.940001,2.940001,2.940001,
09/12/1998,3937.318,-3534.551,402.767,-312.9,,,89.867,-23.161,23.161,27.274,-4.113,0.0,0.0,66.706,-26.806,39.9,0.0,39.9,0.0,39.9,0.0,,39.9,39.9,,17.250423,2.310001,2.310001,2.310001,17.453995,2.310001,2.310001,2.310001,
12/05/1998,4079.696,-3665.933,413.763,-317.543,,,96.22,-22.877,22.877,28.749,-5.872,0.0,0.0,73.343,-28.083,45.26,0.0,45.26,0.0,45.26,0.0,,45.26,45.26,,17.170138,2.660001,2.660001,2.660001,17.408709,2.590001,2.590001,2.590001,
02/27/1999,4200.917,-3735.888,465.029,-351.396,,,113.633,-23.724,29.766,29.766,,0.0,-6.042,89.909,-35.529,54.38,0.0,54.38,0.0,54.38,0.0,,54.38,54.38,,17.132995,3.150001,3.150001,3.150001,17.371709,3.150001,3.150001,3.150001,
06/19/1999,5289.72,-4746.897,542.823,-420.424,,,122.399,29.821,30.245,35.57,-5.325,0.0,-60.066,152.22,-85.499,66.721,0.0,66.721,0.0,66.721,0.0,,66.721,66.721,,17.090138,3.920001,3.920001,3.290001,17.252709,3.850001,3.850001,3.220001,
09/11/1999,4145.775,-3697.589,448.186,-350.144,,,98.042,-22.865,22.865,27.439,-4.574,0.0,0.0,75.177,-29.695,45.482,0.0,45.482,0.0,45.482,0.0,,45.482,45.482,,17.497566,2.590001,2.590001,2.590001,17.668852,2.590001,2.590001,2.590001,
12/04/1999,5361.732,-4780.026,581.706,-442.982,,,138.724,-39.811,39.811,44.738,-4.927,0.0,0.0,98.913,-40.259,58.654,0.0,58.654,0.0,58.654,0.0,,58.654,58.654,,19.947851,2.940001,2.940001,2.940001,20.066994,2.940001,2.940001,2.940001,
02/26/2000,5541.853,-4886.789,655.064,-491.453,,,163.611,-42.471,42.470999,46.735,-4.264001,0.0,1e-06,121.14,-49.06,72.08,0.0,72.08,0.0,72.08,0.0,,72.08,72.08,,19.725423,3.640001,3.640001,3.640001,19.792137,3.640001,3.640001,3.640001,
06/17/2000,6953.393,-6205.121,748.272,-573.659,558.594,15.065,174.613,-57.615,57.615,63.636,-6.021,0.0,0.0,116.998,-47.033,69.965,0.0,69.965,0.0,69.965,0.0,,69.965,69.965,,18.85528,3.710001,3.710001,3.710001,19.003709,3.710001,3.710001,3.710001,
09/09/2000,5333.823,-4740.086,593.737,-453.485,442.102,11.383,140.252,-44.439,44.439,49.869,-5.43,0.0,0.0,95.813,-38.517,57.296,0.0,57.296,0.0,57.296,0.0,0.0,57.296,57.296,,18.902994,3.010001,3.010001,3.010001,19.013709,3.010001,3.010001,3.010001,
12/02/2000,5420.238,-4835.7,584.538,-461.281,449.787,11.494,123.257,-43.808,43.808,49.092,-5.284,0.0,0.0,79.449,-31.938,47.511,0.0,47.511,0.0,47.511,0.0,0.0,47.511,47.511,,18.918566,2.520001,2.520001,2.520001,18.961851,2.520001,2.520001,2.520001,
02/24/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2001,6931.568,-6164.652,766.916,-615.305,600.44,14.865,151.611,-56.227,56.227,62.657,-6.43,0.0,0.0,95.384,-38.416,56.968,0.0,56.968,0.0,56.968,0.0,0.0,56.968,56.968,,18.927566,3.010001,3.010001,3.010001,18.939423,3.010001,3.010001,3.010001,
09/08/2001,4715.257,-4124.244,591.013,-466.3,455.194,11.106,124.713,-40.072,40.072,45.942,-5.87,0.0,0.0,84.641,-34.073,50.568,0.0,50.568,0.0,50.568,0.0,0.0,50.568,50.568,,19.018566,2.660001,2.660001,2.660001,19.178423,2.660001,2.660001,2.660001,
12/01/2001,4610.293,-4018.382,591.911,-455.488,444.671,10.817,136.423,-39.357,39.357,43.666,-4.309,0.0,0.0,97.066,-39.05,58.016,0.0,58.016,0.0,58.016,0.0,0.0,58.016,58.016,,19.067851,3.010001,3.010001,3.010001,19.295423,3.010001,3.010001,3.010001,
02/23/2002,4035.922,-3396.919,639.003,-500.678,537.466,-36.788,138.325,-83.418,37.118,42.029,-4.911,0.0,46.3,54.907,-22.133,32.774,0.0,32.774,0.0,32.774,0.0,0.0,32.774,32.774,,18.972994,1.820001,1.820001,3.710001,19.21228,1.820001,1.820001,3.710001,
06/15/2002,5654.424,-4897.468,756.956,-582.682,582.682,0.0,174.274,-51.835,51.835,58.052,-6.217,0.0,0.0,122.439,-45.284,77.155,0.0,77.155,0.0,77.155,0.0,0.0,77.155,77.155,,19.115994,4.060001,4.060001,4.060001,19.448423,3.990001,3.990001,3.990001,
09/07/2002,4339.579,-3747.91,591.669,-460.345,460.345,0.0,131.324,-37.981,37.981,42.606,-4.625,0.0,0.0,93.343,-34.536,58.807,0.0,58.807,0.0,58.807,0.0,0.0,58.807,58.807,,19.107423,3.080001,3.080001,3.080001,19.27528,3.080001,3.080001,3.080001,
11/30/2002,4553.443,-3957.1,596.343,-467.818,467.818,0.0,128.525,-37.799,37.799,42.508,-4.709,0.0,0.0,90.726,-33.589,57.137,0.0,57.137,0.0,57.137,0.0,0.0,57.137,57.137,,19.09128,3.010001,3.010001,3.010001,19.15528,3.010001,3.010001,3.010001,
02/22/2003,4612.922,-3964.919,648.003,-509.265,,,138.738,-37.242,34.324,39.333,-5.009,0.0,2.918,101.496,-37.553,63.943,0.0,63.943,0.0,63.943,0.0,0.0,63.943,63.943,,19.098423,3.360001,3.360001,3.430001,19.133423,3.360001,3.360001,3.430001,
06/14/2003,5836.287,-5035.541,800.746,-637.745,637.745,0.0,163.001,-45.599,44.428,49.575,-5.147,0.0,1.171,117.402,-43.732,73.67,0.0,73.67,0.0,73.67,0.0,0.0,73.67,73.67,,19.102709,3.850001,3.850001,4.130001,19.159709,3.850001,3.850001,4.130001,
09/06/2003,4590.65,-3953.402,637.248,-502.855,502.855,0.0,134.393,-35.219,27.796,37.553,-9.757,0.0,7.423,99.174,-36.942,62.232,0.0,62.232,0.0,62.232,0.0,0.0,62.232,62.232,,19.126423,3.220001,3.220001,3.290001,19.363708,3.220001,3.220001,3.290001,
11/29/2003,4738.983,-4093.353,645.63,-511.034,511.034,0.0,134.596,-45.049,37.895,42.121,-4.226,0.0,7.154,89.547,-40.931,48.616,0.0,48.616,0.0,48.616,0.0,0.0,48.616,48.616,,19.140423,2.520001,2.520001,2.730001,19.408851,2.520001,2.520001,2.730001,
02/28/2004,5043.759,-4290.133,753.626,-568.695,,,184.931,-36.174,31.252,36.332,-5.08,0.0,4.922,148.757,-53.137,95.62,0.0,95.62,0.0,95.62,0.0,0.0,95.62,95.62,,19.195137,4.970001,4.970001,5.110002,19.506851,4.900001,4.900001,5.040002,
06/19/2004,5910.649,-5065.612,845.037,-673.676,673.676,0.0,171.361,66.667,48.5,48.5,,0.0,-115.167,238.028,-88.617,149.411,0.0,149.411,0.0,149.411,0.0,0.0,149.411,149.411,-64.816,19.320566,7.700002,7.700002,4.340001,20.768279,7.280002,7.280002,4.130001,
09/11/2004,4486.963,-3831.825,655.138,-500.722,500.722,0.0,154.416,-29.756,23.895,29.422,-5.527,0.0,5.861,124.66,-46.124,78.536,0.0,78.536,0.0,78.536,0.0,0.0,78.536,78.536,,19.318566,4.060001,4.060001,3.990001,19.581423,3.990001,3.990001,3.920001,
12/04/2004,4555.122,-3894.925,660.197,-513.382,513.382,0.0,146.815,-43.731,23.455,29.072,-5.617,0.0,20.276,103.084,-38.141,64.943,0.0,64.943,0.0,64.943,0.0,0.0,64.943,64.943,,19.191851,3.360001,3.360001,3.990001,19.462851,3.360001,3.360001,3.990001,
02/26/2005,4590.506,-3889.11,701.396,-541.164,,,160.232,-25.14,,30.555,-5.415,0.0,0.0,135.092,-42.159,92.933,0.0,92.933,0.0,92.933,0.0,0.0,92.933,92.933,,19.302137,4.830001,4.830001,4.830001,20.748994,4.550001,4.550001,4.550001,
06/18/2005,5972.29,-5102.739,869.551,-687.708,687.708,0.0,181.843,-37.078,54.274,54.274,,0.0,-17.196,144.765,-53.563,91.202,0.0,91.202,0.0,91.202,0.0,0.0,91.202,91.202,0.117,19.39628,4.690001,4.690001,4.690001,20.800422,4.480001,4.480001,4.480001,
09/10/2005,4556.218,-3895.23,660.988,-582.378,582.378,0.0,78.61,-25.002,24.018,24.018,,0.0,0.984,53.608,-19.835,33.773,0.0,33.773,0.0,33.773,0.0,0.0,33.773,33.773,,19.446423,1.750001,1.750001,3.920001,20.849708,1.680001,1.680001,3.850001,
02/25/2006,4640.104,-3959.095,681.009,-651.989,,,29.02,-19.529,-34.85,22.0,,0.0,54.379,9.491,-5.421,6.002,0.0,4.07,0.0,6.002,0.0,0.0,6.002,6.002,,19.458566,0.28,0.28,3.990001,20.813708,0.28,0.28,3.780001,
05/31/2016,3581.286,,335.5664982,,,,52.0,,,,,,,8.8,,-5.1,,,,-5.1,,,-5.1,6.3,,,,,0.355,,,,0.355,
