Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1991,13587.0,,,,-6339.0,,,7248.0,,-6199.0,,,,1049.0,-122.0,,322.0,,0.0,-200.0,927.0,-371.0,,556.0,2263.0,,,-1707.0,0.0,-1707.0,0.0,,-1707.0,-1707.0,,2288.0,-0.7475,0.2425,0.2425,2288.0,-0.7475,0.2425,0.2425,
06/30/1991,14764.0,,,,-7183.0,,,7581.0,,-7196.0,,,,385.0,-148.0,,305.0,,0.0,-157.0,237.0,-111.0,,126.0,0.0,,,126.0,0.0,126.0,0.0,,126.0,126.0,,2290.0,0.055,0.055,0.055,2290.0,0.055,0.055,0.055,
09/30/1991,14447.0,,,,-7273.0,,,7174.0,,-6572.0,,,,602.0,-281.0,,348.0,,0.0,-67.0,321.0,-144.0,,177.0,0.0,,,177.0,0.0,177.0,0.0,,177.0,177.0,,2287.600098,0.0775,0.0775,0.0775,2287.600098,0.0775,0.0775,0.0775,
12/31/1991,21968.0,,,,-11278.0,,,10690.0,,-11787.0,,,,-1097.0,-270.0,,448.0,,0.0,-178.0,-1367.0,-90.0,,-1457.0,0.0,,,-1457.0,0.0,-1457.0,0.0,,-1457.0,-1457.0,,2285.251953,-0.6375,-0.6375,-0.6375,2285.251953,-0.6375,-0.6375,-0.6375,
03/31/1992,14037.0,,,,-6904.0,,,7133.0,,-5965.0,,,,1168.0,-177.0,,349.0,,0.0,-172.0,991.0,-349.0,,642.0,-1900.0,,,2542.0,0.0,2542.0,0.0,,2542.0,2542.0,,2283.600098,1.1125,0.28,0.28,2283.600098,1.1125,0.28,0.28,
06/30/1992,16224.0,,,,-8361.0,,,7863.0,,-6474.0,,,,1389.0,-172.0,,312.0,,0.0,-140.0,1217.0,-483.0,,734.0,0.0,,,734.0,0.0,734.0,0.0,,734.0,734.0,,2284.0,0.3225,0.3225,0.3225,2284.0,0.3225,0.3225,0.3225,
09/30/1992,14702.0,,,,-7923.0,,,6779.0,,-10820.0,,,,-4041.0,-245.0,,335.0,,0.0,-90.0,-4286.0,1508.0,,-2778.0,0.0,,,-2778.0,0.0,-2778.0,0.0,,-2778.0,-2778.0,,2283.199951,-1.2175,-1.2175,-1.2175,2283.199951,-1.2175,-1.2175,-1.2175,
12/31/1992,19560.0,,,,-11881.0,,,7679.0,,-14434.0,,,,-6755.0,-193.0,,364.0,,0.0,-171.0,-6948.0,1485.0,,-5463.0,0.0,,,-5463.0,0.0,-5463.0,0.0,,-5463.0,-5463.0,,2283.600096,-2.3925,-2.3925,-2.3925,2283.600096,-2.3925,-2.3925,-2.3925,
03/31/1993,13058.0,,,,-7896.0,,,5162.0,,-5432.0,,,,-270.0,-110.0,,305.0,,0.0,-195.0,-380.0,95.0,,-285.0,114.0,,,-399.0,0.0,-399.0,0.0,,-399.0,-399.0,,2282.399902,-0.175,-0.125,-0.125,2282.399902,-0.175,-0.125,-0.125,
06/30/1993,15519.0,,,,-9545.0,,,5974.0,,-5863.0,,,,111.0,-9109.0,,322.0,,0.0,8787.0,-8998.0,962.0,,-8036.0,0.0,,,-8036.0,0.0,-8036.0,-5.0,,-8041.0,-8041.0,,2280.800049,-3.525,-3.525,-3.525,2280.800049,-3.525,-3.525,-3.525,
09/30/1993,14743.0,,,,-9141.0,,,5602.0,,-5631.0,,,,-29.0,-53.0,,346.0,,0.0,-293.0,-82.0,34.0,,-48.0,0.0,,,-48.0,0.0,-48.0,-22.0,,-70.0,-70.0,,2290.0,-0.03,-0.03,-0.03,2290.0,-0.03,-0.03,-0.03,
12/31/1993,19396.0,,,,-11986.0,,,7410.0,,-6914.0,,,,496.0,167.0,,300.0,,0.0,-467.0,663.0,-281.0,,382.0,0.0,,,382.0,0.0,382.0,-20.0,,362.0,362.0,,2318.800048,0.155,0.155,0.155,2318.800048,0.155,0.155,0.155,
03/31/1994,13373.0,,,,-8433.0,,,4940.0,,-4249.0,,,,691.0,-6.0,,414.0,,0.0,-408.0,685.0,-293.0,,392.0,0.0,,,392.0,0.0,392.0,-21.0,,371.0,371.0,,2328.399902,0.16,0.16,0.16,2328.399902,0.16,0.16,0.16,
06/30/1994,15351.0,,,,-9247.0,,,6104.0,,-5026.0,,,,1078.0,115.0,,364.0,,0.0,-479.0,1193.0,-504.0,,689.0,0.0,,,689.0,0.0,689.0,-21.0,,668.0,668.0,,2336.0,0.285,0.285,0.285,2336.0,0.285,0.285,0.285,
09/30/1994,15431.0,,,,-9277.0,,,6154.0,,-4938.0,,,,1216.0,-12.0,,233.0,,0.0,-221.0,1204.0,-494.0,,710.0,0.0,,,710.0,0.0,710.0,-21.0,,689.0,689.0,,2345.199951,0.295,0.295,0.295,2345.199951,0.295,0.295,0.295,
12/31/1994,19897.0,,,,-11811.0,,,8086.0,,-6066.0,,,,2020.0,53.0,,216.0,,0.0,-269.0,2073.0,-843.0,,1230.0,0.0,,,1230.0,0.0,1230.0,-21.0,,1209.0,1209.0,,2350.0,0.515,0.515,0.515,2350.0,0.515,0.515,0.515,
03/31/1995,15735.0,,,,-9071.0,,,6664.0,,-4546.0,,,,2118.0,66.0,,180.0,,0.0,-246.0,2184.0,-895.0,,1289.0,0.0,,,1289.0,0.0,1289.0,-47.0,,1242.0,1242.0,,2340.800049,0.53,0.53,0.53,2340.800049,0.53,0.53,0.53,
06/30/1995,17531.0,,,,-9900.0,,,7631.0,,-4857.0,,,,2774.0,50.0,,188.0,,0.0,-238.0,2824.0,-1108.0,,1716.0,0.0,,,1716.0,0.0,1716.0,-5.0,,1711.0,1711.0,,2301.600098,0.7425,0.7425,0.7425,2301.600098,0.7425,0.7425,0.7425,
09/30/1995,16754.0,,,,-9833.0,,,6921.0,,-6733.0,,,,188.0,49.0,,159.0,,0.0,-208.0,237.0,-775.0,,-538.0,0.0,,,-538.0,0.0,-538.0,-5.0,,-543.0,-543.0,,2258.399902,-0.24,-0.24,-0.24,2258.399902,-0.24,-0.24,-0.24,
12/31/1995,21920.0,,,,-12769.0,,,9151.0,,-6640.0,,,,2511.0,57.0,,198.0,,0.0,-255.0,2568.0,-857.0,,1711.0,0.0,,,1711.0,0.0,1711.0,-5.0,,1706.0,1706.0,,2209.600096,0.7725,0.7725,0.7725,2209.600096,0.7725,0.7725,0.7725,
03/31/1996,16559.0,,,,-9790.0,,,6769.0,,-4788.0,,,,1981.0,-434.0,,149.0,,0.0,285.0,1547.0,-773.0,,774.0,0.0,,,774.0,0.0,774.0,-5.0,,769.0,769.0,,2166.196044,0.355,0.355,0.555,2228.983888,0.345,0.345,0.54,
06/30/1996,18183.0,,,,-10992.0,,,7191.0,,-5005.0,,,,2186.0,-12.0,,205.0,,0.0,-193.0,2174.0,-827.0,,1347.0,0.0,,,1347.0,0.0,1347.0,-5.0,,1342.0,1342.0,,2130.159912,0.63,0.63,0.63,2164.516113,0.62,0.62,0.62,
09/30/1996,18062.0,,,,-10804.0,,,7258.0,,-5290.0,,,,1968.0,11.0,,172.0,,0.0,-183.0,1979.0,-694.0,,1285.0,0.0,,,1285.0,0.0,1285.0,-5.0,,1280.0,1280.0,,2081.300049,0.615,0.615,0.615,2133.332031,0.6,0.6,0.6,
12/31/1996,23143.0,,,,-13822.0,,,9321.0,,-6425.0,,,,2896.0,-9.0,,190.0,,0.0,-181.0,2887.0,-864.0,,2023.0,0.0,,,2023.0,0.0,2023.0,-5.0,0.0,2018.0,2018.0,,2048.731932,0.985,0.985,0.985,2091.191896,0.965,0.965,0.965,
03/31/1997,17308.0,,,,-10716.0,,,6592.0,,-4753.0,,,,1839.0,13.0,,172.0,,0.0,-185.0,1852.0,-657.0,,1195.0,0.0,,,1195.0,0.0,1195.0,-5.0,,1190.0,1190.0,,2016.948,0.59,0.59,0.59,2051.72412,0.58,0.58,0.58,
06/30/1997,18872.0,,,,-11471.0,,,7401.0,,-5179.0,,,,2222.0,-42.0,,179.0,,0.0,-137.0,2180.0,-734.0,,1446.0,0.0,,,1446.0,0.0,1446.0,-5.0,,1441.0,1441.0,,1973.800048,0.73,0.73,0.73,2015.384034,0.715,0.715,0.715,
09/30/1997,18605.0,,,,-11507.0,,,7098.0,,-5094.0,,,,2004.0,-21.0,,183.0,,0.0,-162.0,1983.0,-624.0,,1359.0,0.0,,,1359.0,0.0,1359.0,-5.0,,1354.0,1354.0,,1956.0,0.69,0.69,0.69,2005.926025,0.675,0.675,0.675,
12/31/1997,23723.0,,,,-14205.0,,,9518.0,,-6485.0,,,,3033.0,-21.0,,194.0,,0.0,-173.0,3012.0,-919.0,,2093.0,0.0,,,2093.0,0.0,2093.0,-5.0,,2088.0,2088.0,,1929.599976,1.08,1.08,1.08,1979.145996,1.055,1.055,1.055,
03/31/1998,17618.0,,,,-11168.0,,,6450.0,,-4898.0,,,,1552.0,-29.0,,179.0,,0.0,-150.0,1523.0,-487.0,,1036.0,0.0,,,1036.0,0.0,1036.0,-5.0,,1031.0,1031.0,,1900.400024,0.54,0.54,0.54,1946.599976,0.53,0.53,0.53,
06/30/1998,18823.0,,,,-11677.0,,,7146.0,,-5032.0,,,,2114.0,-31.0,,161.0,,0.0,-130.0,2083.0,-631.0,,1452.0,0.0,,,1452.0,0.0,1452.0,-5.0,,1447.0,1447.0,,1879.199951,0.77,0.77,0.77,1928.599976,0.75,0.75,0.75,
09/30/1998,20095.0,,,,-12628.0,,,7467.0,,-5297.0,,,,2170.0,-38.0,,160.0,,0.0,-122.0,2132.0,-638.0,,1494.0,0.0,,,1494.0,0.0,1494.0,-5.0,,1489.0,1489.0,,1856.900024,0.8,0.8,0.8,1909.0,0.78,0.78,0.78,
12/31/1998,25131.0,,,,-15322.0,,,9809.0,,-6481.0,,,,3328.0,-26.0,,213.0,,0.0,-187.0,3302.0,-956.0,,2346.0,0.0,,,2346.0,0.0,2346.0,-5.0,0.0,2341.0,2341.0,,1910.0,1.265,1.265,1.265,1910.0,1.265,1.265,1.265,
03/31/1999,20317.0,,,,-13059.0,,,7258.0,,-5118.0,,,,2140.0,-40.0,,174.0,,0.0,-134.0,2100.0,-630.0,,1470.0,0.0,,,1470.0,0.0,1470.0,-5.0,,1465.0,1465.0,,1823.800048,0.8,0.8,0.8,1882.900024,0.78,0.78,0.78,
06/30/1999,21905.0,,,,-13681.0,,,8224.0,,-4139.0,,,,4085.0,-42.0,,197.0,,0.0,-155.0,4043.0,-1652.0,,2391.0,0.0,,,2391.0,0.0,2391.0,-5.0,,2386.0,2386.0,,1812.099976,1.32,1.32,0.94,1870.599976,1.28,1.28,0.91,
09/30/1999,21144.0,,,,-13580.0,,,7564.0,,-4884.0,,,,2680.0,-51.0,,185.0,,0.0,-134.0,2629.0,-867.0,,1762.0,0.0,,,1762.0,0.0,1762.0,-5.0,,1757.0,1757.0,,1805.199951,0.97,0.97,0.94,1869.599976,0.93,0.93,0.9,
12/31/1999,24182.0,,,,-15299.0,,,8883.0,0.0,-5861.0,4445.0,,1416.0,3022.0,-37.0,,171.0,,,-134.0,2985.0,-896.0,,2089.0,,,,2089.0,0.0,2089.0,-5.0,0.0,2084.0,2084.0,,1793.0,1.16,1.16,1.16,1847.8,1.12,1.12,1.12,
03/31/2000,19348.0,,,,-12337.0,,,7011.0,,-4878.0,,,,2133.0,37.0,,152.0,,0.0,-189.0,2170.0,-651.0,,1519.0,0.0,,,1519.0,0.0,1519.0,-5.0,0.0,1514.0,1514.0,,1777.199951,0.85,0.85,0.85,1830.0,0.83,0.83,0.83,
06/30/2000,21651.0,,,,-13788.0,,,7863.0,,-5136.0,,,,2727.0,46.0,,84.0,,0.0,-130.0,2773.0,-832.0,,1941.0,0.0,,,1941.0,0.0,1941.0,-5.0,0.0,1936.0,1936.0,,1767.599976,1.1,1.1,1.1,1818.0,1.06,1.06,1.06,
09/30/2000,21781.0,,,,-13980.0,,,7801.0,,-4987.0,,,,2814.0,-10.0,,183.0,,0.0,-173.0,2804.0,-841.0,,1963.0,0.0,,,1963.0,0.0,1963.0,-5.0,0.0,1958.0,1958.0,,1758.099976,1.11,1.11,1.11,1809.800049,1.08,1.08,1.08,
12/31/2000,25616.0,,,,-15867.0,,,9749.0,,-5789.0,4340.0,,1449.0,3960.0,-173.0,,298.0,,0.0,-125.0,3787.0,-1117.0,0.0,2670.0,0.0,,,2670.0,0.0,2670.0,-5.0,0.0,2665.0,2665.0,,1753.0,1.52,1.52,1.52,1800.0,1.48,1.48,1.48,
03/31/2001,20309.0,,,,-12774.0,,,7535.0,,-5292.0,,,,2243.0,264.0,,70.0,,0.0,-334.0,2507.0,-730.0,,1777.0,27.0,,,1750.0,0.0,1750.0,-5.0,0.0,1745.0,1745.0,,1740.900024,1.0,1.02,1.02,1781.199951,0.98,1.0,1.0,
06/30/2001,20834.0,,,,-12847.0,,,7987.0,,-5466.0,,,,2521.0,420.0,,58.0,,0.0,-478.0,2941.0,-850.0,,2091.0,46.0,,,2045.0,0.0,2045.0,-5.0,0.0,2040.0,2040.0,,1738.199951,1.17,1.2,1.2,1777.699951,1.15,1.17,1.17,
09/30/2001,19783.0,,,,-12349.0,,,7434.0,,-5337.0,,,,2097.0,311.0,,53.0,,0.0,-364.0,2408.0,-695.0,,1713.0,118.0,,,1595.0,0.0,1595.0,0.0,0.0,1595.0,1595.0,,1731.800049,0.92,0.99,0.99,1767.900024,0.9,0.97,0.97,
12/31/2001,22141.0,,,,-13208.0,,,8933.0,,-5939.0,,,,2994.0,600.0,234.0,53.0,,0.0,-834.0,3594.0,-1029.0,,2565.0,232.0,,,2333.0,0.0,2333.0,0.0,0.0,2333.0,2333.0,,1722.493664,1.36,1.48,1.48,1722.493664,1.32,1.45,1.45,
03/31/2002,18030.0,,,,-11530.0,,,6500.0,,-5158.0,,,,1342.0,471.0,,30.0,-20.0,0.0,-481.0,1813.0,-529.0,,1284.0,92.0,,,1192.0,0.0,1192.0,0.0,0.0,1192.0,1192.0,,1718.400024,0.69,0.75,0.75,1753.0,0.68,0.73,0.73,
06/30/2002,19651.0,,,,-12381.0,,,7270.0,,-6486.0,,,,784.0,-189.0,,33.0,,0.0,156.0,595.0,-150.0,,445.0,389.0,,,56.0,0.0,56.0,0.0,0.0,56.0,56.0,,1705.0,0.03,0.26,0.85,1730.400024,0.03,0.25,0.84,
09/30/2002,19821.0,,,,-12498.0,,,7323.0,,-5200.0,,,,2123.0,281.0,,34.0,-27.0,0.0,-288.0,2404.0,-710.0,,1694.0,381.0,,,1313.0,0.0,1313.0,0.0,0.0,1313.0,1313.0,,1690.5,0.78,1.0,1.0,1711.699951,0.76,0.99,0.99,
12/31/2002,23684.0,,,,-14493.0,,,9191.0,0.0,-6644.0,5440.0,,1204.0,2547.0,165.0,,48.0,,0.0,-213.0,2712.0,-801.0,,1911.0,893.0,,,1018.0,0.0,1018.0,0.0,0.0,1018.0,1018.0,,1699.1,0.6,1.12,1.12,1728.7,0.59,1.11,1.11,
03/31/2003,20065.0,,,,-12832.0,,,7233.0,0.0,-5410.0,4215.0,,1195.0,1823.0,158.0,-2.0,40.0,-42.0,105.0,-261.0,1981.0,-594.0,,1387.0,3.0,,,1384.0,0.0,1384.0,0.0,0.0,1384.0,1384.0,,1725.300049,0.8,0.803918,0.8,1758.5,0.79,0.791706,0.79,
06/30/2003,21631.0,,,,-13633.0,,,7998.0,0.0,-5686.0,4460.0,,1226.0,2312.0,154.0,3.0,41.0,-38.0,52.0,-209.0,2466.0,-741.0,,1725.0,20.0,,,1705.0,0.0,1705.0,0.0,0.0,1705.0,1705.0,,1729.800049,0.99,1.0,1.0,1763.699951,0.97,0.98,0.98,
09/30/2003,21522.0,,,,-13710.0,,,7812.0,0.0,-5610.0,4303.0,,1307.0,2202.0,347.0,-1.0,33.0,-34.0,85.0,-431.0,2549.0,-764.0,,1785.0,0.0,,,1785.0,0.0,1785.0,0.0,0.0,1785.0,1785.0,,1722.599976,1.04,1.04,1.04,1756.400024,1.02,1.02,1.02,
12/31/2003,25913.0,,,,-15938.0,,,9975.0,,-6223.0,4874.0,,1349.0,3752.0,126.0,-7.0,31.0,-38.0,169.0,-288.0,3878.0,-1162.0,,2716.0,7.0,,,2709.0,,2709.0,,,2709.0,2709.0,,1708.5,1.59,1.59,1.59,1745.699951,1.55,1.56,1.56,
03/31/2004,22175.0,,,,-14283.0,,,7892.0,,-6074.0,,,,1818.0,132.0,,35.0,-39.0,112.0,-240.0,1950.0,-586.0,,1364.0,1.0,,,1363.0,0.0,1363.0,0.0,0.0,1363.0,1363.0,,1691.699951,0.81,0.81,0.81,1727.400024,0.79,0.79,0.79,
06/30/2004,23153.0,,,,-14628.0,,,8525.0,0.0,-6058.0,4632.0,,1426.0,2467.0,376.0,-8.0,33.0,-41.0,96.0,-464.0,2843.0,-853.0,,1990.0,2.0,,,1988.0,0.0,1988.0,0.0,0.0,1988.0,1988.0,,1679.599976,1.18,1.184806,1.18,1711.300049,1.16,1.161169,1.16,
09/30/2004,23429.0,,,,-14783.0,,,8646.0,0.0,-6397.0,4978.0,,1419.0,2249.0,282.0,-16.0,32.0,-48.0,53.0,-319.0,2531.0,-731.0,,1800.0,0.0,,,1800.0,0.0,1800.0,0.0,0.0,1800.0,1800.0,,1669.599976,1.08,1.08,1.08,1698.099976,1.06,1.06,1.06,
12/31/2004,27671.0,,,,-16933.0,,,10738.0,,-6953.0,,,,3785.0,263.0,,39.0,-55.0,120.0,-367.0,4048.0,-1206.0,,2842.0,15.0,,,2827.0,0.0,2827.0,0.0,0.0,2827.0,2827.0,,1659.0,1.7,1.71,1.71,1692.1,1.67,1.68,1.68,
03/31/2005,22908.0,,,,-14654.0,,,8254.0,0.0,-6392.0,4933.0,,1459.0,1862.0,148.0,-8.0,49.0,-57.0,162.0,-302.0,2010.0,-603.0,,1407.0,5.0,,,1402.0,0.0,1402.0,0.0,0.0,1402.0,1402.0,0.0,1628.7,0.86,0.86,0.86,1660.6,0.84,0.85,0.85,
06/30/2005,22270.0,,,,-13495.0,,,8775.0,0.0,-7974.0,6497.0,,1477.0,801.0,1932.0,-5.0,67.0,-72.0,180.0,-2107.0,2733.0,-882.0,,1851.0,22.0,,,1829.0,0.0,1829.0,0.0,0.0,1829.0,1829.0,,1603.9,1.14,1.15,1.13,1627.9,1.12,1.14,1.12,
09/30/2005,21529.0,,,,-12791.0,,,8738.0,,-6079.0,4632.0,,1447.0,2659.0,256.0,-19.0,56.0,-75.0,6.0,-243.0,2915.0,-1399.0,,1516.0,0.0,,,1516.0,0.0,1516.0,0.0,0.0,1516.0,1516.0,,1591.3,0.95,0.95,1.28,1617.2,0.94,0.94,1.26,
12/31/2005,24427.0,,,,-13662.0,,,10765.0,,-6711.0,,,,4054.0,514.0,,48.0,-178.0,18.0,-402.0,4568.0,-1348.0,,3220.0,33.0,,,3187.0,0.0,3187.0,0.0,0.0,3187.0,3187.0,,1578.5,2.02,2.04,2.15,1604.8,1.99,2.01,2.12,
03/31/2006,20659.0,,,,-12571.0,,,8088.0,,-6058.0,4602.0,,1456.0,2030.0,410.0,-85.0,66.0,-151.0,-138.0,-187.0,2440.0,-732.0,,1708.0,0.0,,,1708.0,0.0,1708.0,0.0,0.0,1708.0,1708.0,0.0,1564.5,1.09,1.09,1.09,1587.2,1.08,1.08,1.08,
06/30/2006,21890.0,,,,-12876.0,,,9014.0,,-6438.0,4916.0,,1522.0,2576.0,313.0,-74.0,72.0,-146.0,-59.0,-180.0,2889.0,-867.0,,2022.0,0.0,,,2022.0,0.0,2022.0,0.0,0.0,2022.0,2022.0,0.0,1538.1,1.31,1.31,1.31,1560.1,1.3,1.3,1.3,
09/30/2006,22617.0,,,,-13126.0,,,9491.0,,-6664.0,5121.0,,1543.0,2827.0,347.0,-57.0,70.0,-127.0,-4.0,-286.0,3174.0,-952.0,,2222.0,0.0,,,2222.0,0.0,2222.0,0.0,0.0,2222.0,2222.0,0.0,1513.2,1.47,1.47,1.47,1534.3,1.45,1.45,1.45,
12/31/2006,26257.0,,,,-14556.0,,,11701.0,0.0,-7207.0,5620.0,,1587.0,4494.0,321.0,,71.0,,73.0,-465.0,4815.0,-1350.0,,3465.0,-76.0,,,3541.0,0.0,3541.0,0.0,0.0,3541.0,3541.0,,1507.3,2.35,2.3,2.3,1532.5,2.31,2.26,2.26,
03/31/2007,22029.0,,,,-13163.0,,,8866.0,0.0,-6598.0,5089.0,,1509.0,2268.0,311.0,-65.0,73.0,-138.0,0.0,-246.0,2579.0,-735.0,,1844.0,0.0,,,1844.0,0.0,1844.0,0.0,0.0,1844.0,1844.0,0.0,1499.5,1.23,1.23,1.23,1522.8,1.21,1.21,1.21,
06/30/2007,23772.0,,,,-13834.0,,,9938.0,0.0,-7165.0,5631.0,,1534.0,2773.0,369.0,2.0,130.0,-128.0,-69.0,-302.0,3142.0,-881.0,,2261.0,1.0,,,2260.0,0.0,2260.0,0.0,0.0,2260.0,2260.0,,1437.2,1.57,1.57,1.52,1460.8,1.55,1.55,1.5,
09/30/2007,24119.0,,,,-14163.0,,,9956.0,,-6848.0,5324.0,,1524.0,3108.0,172.0,70.0,193.0,-123.0,0.0,-242.0,3280.0,-918.0,,2362.0,1.0,,,2361.0,0.0,2361.0,0.0,0.0,2361.0,2361.0,0.0,1371.4,1.72,1.72,1.72,1405.8,1.68,1.68,1.68,
12/31/2007,28866.0,,,,-15896.0,,,12970.0,0.0,-7602.0,6016.0,,1586.0,5368.0,120.0,-270.0,215.0,-485.0,38.0,112.0,5488.0,-1537.0,,3951.0,-1.0,,,3952.0,0.0,3952.0,0.0,0.0,3952.0,3952.0,0.0,1384.1,2.85,2.85,2.85,1412.9,2.8,2.8,2.8,
03/31/2008,24502.0,,,,-14336.0,,,10166.0,,-7189.0,5620.0,,1569.0,2977.0,221.0,44.0,178.0,-134.0,195.0,-460.0,3198.0,-879.0,,2319.0,0.0,,,2319.0,0.0,2319.0,0.0,0.0,2319.0,2319.0,0.0,1383.0,1.68,1.68,1.68,1404.3,1.65,1.65,1.65,
06/30/2008,26821.0,,,,-15220.0,,,11601.0,,-7949.0,6289.0,,1660.0,3652.0,162.0,68.0,145.0,-77.0,0.0,-230.0,3814.0,-1049.0,,2765.0,0.0,,,2765.0,0.0,2765.0,0.0,0.0,2765.0,2765.0,0.0,1366.3,2.02,2.02,2.02,1395.8,1.98,1.98,1.98,
09/30/2008,25301.0,,,,-14343.0,,,10958.0,,-7223.0,5644.0,,1579.0,3735.0,160.0,85.0,159.0,-74.0,30.0,-275.0,3895.0,-1071.0,,2824.0,0.0,,,2824.0,0.0,2824.0,0.0,0.0,2824.0,2824.0,0.0,1350.7,2.09,2.09,2.09,1379.1,2.05,2.05,2.05,
12/31/2008,27006.0,,,,-14070.0,,,12936.0,0.0,-7362.0,5832.0,,1530.0,5574.0,235.0,134.0,192.0,-58.0,240.0,-609.0,5809.0,-1382.0,,4427.0,0.0,,,4427.0,0.0,4427.0,0.0,0.0,4427.0,4427.0,0.0,1339.1,3.31,3.31,3.31,1347.9,3.28,3.28,3.28,
03/31/2009,21711.0,21127.0,584.0,,-12280.0,11964.0,316.0,9431.0,0.0,-6744.0,5264.0,1480.0,0.0,2687.0,435.0,111.0,136.0,-25.0,-28.0,-518.0,3122.0,-827.0,,2295.0,0.0,0.0,0.0,2295.0,,2295.0,0.0,0.0,2295.0,2286.55,-8.45,1344.3,1.71,1.71,1.700922,1349.5,1.7,1.7,1.693738,
