Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,2432.013916,37.674999,37.674999,,161.951004,,,38.567001,,,,,4.537,,,,,,,242.729996,738.302002,,,846.323975,604.65802,,,,,604.65802,2189.283997,,18.233,18.233,,,,8.499,,,,,,61.155002,,,61.155002,87.887001,914.879028,,,,,764.218994,,,,,,,764.218994,1679.098022,1766.985023,,465.516998,,,0.0,,199.511993,665.028992,,665.028992,2432.014015,
12/31/1992,2611.123047,31.253,31.253,,182.272003,,,40.577,,,,,4.496,,,,,,,258.597992,504.471008,646.815002,-142.343994,936.580994,911.473022,,,,,911.473022,2352.525024,,22.704,22.704,,,,10.602,,,,,,73.822998,,,73.822998,107.128998,980.028992,,,,,840.867981,,,,,,,840.867981,1820.896973,1928.025971,,466.143005,,,0.0,,216.953995,683.097,,683.097,2611.122971,
03/31/1993,3265.669922,41.806,41.806,0.0,196.524002,,,39.785999,,,,,3.916,,,,,,,282.032013,825.419006,,,439.13501,1719.083984,,,,,1719.083984,2983.638,,81.889,81.889,,,,12.267,,,,,,18.893003,,,18.893003,113.049004,901.166992,,,,,1438.272949,,,,,,,1438.272949,2339.439941,2452.488945,0.0,574.939026,,,0.0,,238.242004,813.18103,0.0,813.18103,3265.669975,
06/30/1993,3327.188965,32.027,32.027,,203.632004,,,43.334999,,,,,4.875,,,,,,,283.868988,527.914001,,,457.115997,2058.290039,,,,,2058.290039,3043.320038,,89.174004,89.174004,,,,10.95,,,,,,6.976995,,,6.976995,107.100998,927.544006,,,,,1464.899048,,,,,,,1464.899048,2392.443054,2499.544052,,576.861023,,,0.0,,250.783997,827.64502,,827.64502,3327.189072,
09/30/1993,3502.504883,30.419001,30.419001,,207.628998,,,44.965,,,,,3.37,,,,,,,286.382996,560.547974,,,487.688995,2167.88501,,,,,2167.88501,3216.121979,,88.845001,88.845001,,,,11.466,,,,,,15.021,,,15.021,115.332001,1021.237976,,,,,1509.010986,,,,,,,1509.010986,2530.248962,2645.580963,,594.754028,,,0.0,,262.170013,856.924042,,856.924042,3502.505005,
12/31/1993,3683.303955,20.822001,20.822001,,236.785995,,,45.210999,,,,,9.64,,,,,,,312.459015,606.825989,770.695984,-163.869995,1744.927979,1019.091003,,,,,1019.091003,3370.844971,,22.219999,22.219999,,,,24.982,,,,,,93.356,,,93.356,140.557999,1062.222046,,,,,1596.010986,,,,,,,1596.010986,2658.233032,2798.791031,,602.760986,,,0.0,,281.752014,884.513,,884.513,3683.304031,
03/31/1994,3837.784912,45.604,45.604,,221.255997,,,52.299999,,,,,12.666,,,,,,,331.825989,635.557007,,,1777.983032,1092.418945,,,,,1092.418945,3505.958984,,95.955002,95.955002,,,,24.372999,,,,,,23.000002,,,23.000002,143.328003,1099.052002,,,,,1680.314941,,,,,,,1680.314941,2779.366943,2922.694946,,606.528015,,,0.0,,308.562012,915.090027,,915.090027,3837.784973,
06/30/1994,4023.735107,38.638,38.638,0.0,240.774002,,,52.233002,,,,,13.86,,,,,,,345.505005,666.09198,,,2309.815918,702.322021,,,,,702.322021,3678.229919,,121.519997,121.519997,,,,67.945,,,,,,20.936996,,,20.936996,210.401993,1117.939941,,,,,1755.473022,,,,,,,1755.473022,2873.412964,3083.814957,0.0,610.427002,,,0.0,,329.493011,939.920013,0.0,939.920013,4023.73497,
09/30/1994,4839.553223,42.733002,42.733002,0.0,257.971008,,,50.042,,,,,18.082001,,,,,,,368.828003,798.197998,,,1948.260986,1724.265991,,,,,1724.265991,4470.724976,,251.222,251.222,,,,380.877991,,,,,,35.139023,,,35.139023,667.239014,1248.545044,,,,,1959.719971,,,,,,,1959.719971,3208.265015,3875.504028,0.0,613.492981,,,0.0,,350.556,964.048981,0.0,964.048981,4839.553009,
12/31/1994,5161.888184,218.341003,218.341003,0.0,291.13501,,,60.896999,,,,,21.436001,,,,,,,591.809021,832.401001,1036.185059,-203.783997,1947.947021,1789.730957,,,,,1789.730957,4570.078979,,25.988001,25.988001,,,,277.709015,,,,,,167.865972,,,167.865972,471.562988,1330.177002,,,,,1991.026001,,,,,,,1991.026001,3321.203003,3792.765991,172.5,813.715027,,,0.0,,382.907013,1369.12204,0.0,1369.12204,5161.888031,
03/31/1995,5280.133789,33.341,33.341,0.0,339.049011,,,68.804001,,,,,7.695,,,,,,,448.889008,883.84198,,,2063.709961,1883.692993,,,,,1883.692993,4831.244934,,178.212006,178.212006,,,,63.604,,,,,,31.157993,,,31.157993,272.973999,1461.449951,,,,,2285.790039,,,,,,,2285.790039,3747.23999,4020.213989,0.0,838.354004,,,0.0,,421.56601,1259.920013,0.0,1259.920013,5280.134003,
06/30/1995,5444.774902,20.250999,20.250999,0.0,347.790009,,,72.192001,,,,,7.814,,,,,,,448.046997,909.856995,,,2152.439941,1934.43103,,,,,1934.43103,4996.727966,,191.546997,191.546997,,,,21.216999,,,,,,32.351009,,,32.351009,245.115005,1579.917969,,,,,2323.591064,,,,,,,2323.591064,3903.509033,4148.624039,0.0,847.666992,,,0.0,,448.484009,1296.151001,0.0,1296.151001,5444.77504,
09/30/1995,6997.711914,170.145004,170.145004,0.0,442.983002,,,116.393997,,,,,33.365002,,,,,,,762.887024,1229.812012,,,2805.287109,2199.726074,,,,,2199.726074,6234.825195,,384.014008,384.014008,,,,31.542,,,,,,38.437981,,,38.437981,453.993988,2158.709961,,,,,3016.455078,,,,,,,3016.455078,5175.165039,5629.159027,0.0,886.653992,,,0.0,,481.898987,1368.552979,0.0,1368.552979,6997.712006,
12/31/1995,7663.811035,29.735001,29.735001,0.0,446.618011,,,120.805,,,,,32.370998,,,,,,,629.528992,1273.722046,1520.766968,-247.044998,3133.736084,2626.823975,,,,,2626.823975,7034.282104,,98.984001,98.984001,,,,122.237,,,,,,362.781013,,,362.781013,584.002014,1732.046997,,,,,3199.916992,,,,,,,3199.916992,4931.963989,5515.966003,172.5,1449.25,,,0.0,,526.094971,2147.844971,0.0,2147.844971,7663.810974,
03/31/1996,7935.428223,38.708,38.708,0.0,457.251007,,,120.641998,,,,,33.368999,,,,,,,649.969971,1303.67395,,,3287.436035,2694.3479,1174.484985,,,,1519.862915,7285.457886,,357.838013,357.838013,,,,53.233002,,,,,,69.849976,,,69.849976,480.92099,1871.869019,,,,,3369.549072,,,,,,,3369.549072,5241.418091,5722.339081,172.5,1455.130981,,,0.0,,585.458008,2213.088989,0.0,2213.088989,7935.42807,
06/30/1996,8308.132812,98.822998,98.822998,0.0,461.578003,,,133.246994,,,,,38.283001,,,,,,,731.93103,1342.609985,,,3395.195068,2838.396973,1230.963989,,,,1607.432983,7576.202026,,343.618011,343.618011,,,,42.658001,,,,,,69.747974,,,69.747974,456.023987,2122.614014,,,,,3463.030029,,,,,,,3463.030029,5585.644043,6041.66803,172.5,1457.995972,,,0.0,,635.968994,2266.464966,0.0,2266.464966,8308.132996,
09/30/1996,8339.177734,16.436001,16.436001,0.0,451.351013,,,140.626999,,,,,43.342999,,,,,,,651.757019,1375.137939,,,3401.344971,2910.937988,1252.526001,,,,1658.411987,7687.420898,,356.053009,356.053009,,,,65.969002,,,,,,74.945,,,74.945,496.96701,1953.333008,,,,,3573.165039,,,,,,,3573.165039,5526.498047,6023.465057,172.5,1458.214966,,,0.0,,684.997986,2315.712952,0.0,2315.712952,8339.178009,
12/31/1996,8869.769531,44.131001,44.131001,0.0,494.575989,,,139.018997,,,,,36.313999,,,,,,,714.039978,1457.074951,1776.534058,-319.459015,3570.199951,3128.455078,1376.634033,,,,1751.821045,8155.72998,,68.912003,68.912003,,,,113.875999,,,,,,424.755028,,,424.755028,607.54303,2048.737061,,,,,3805.673096,,,,,,,3805.673096,5854.410157,6461.953187,172.5,1473.975952,,,,,761.341003,2407.816955,0.0,2407.816955,8869.770142,
03/31/1997,9081.072266,47.410999,47.410999,0.0,518.052979,,,141.421005,,,,,24.225,,,,,,,731.109985,1467.748047,1808.930054,-341.182007,3685.794922,3196.418945,1372.704956,,,,1823.713989,8349.961914,,400.296997,400.296997,,,,100.061996,,,,,,73.99202,,,73.99202,574.351013,2128.708008,,,,,3904.787109,,,,,,,3904.787109,6033.495117,6607.84613,168.25,1499.131958,,,,,805.843994,2473.225952,0.0,2473.225952,9081.072083,
06/30/1997,9408.556641,31.556999,31.556999,0.0,504.187988,,,150.802994,,,,,32.720001,,,,,,,719.268005,1521.255981,1876.02002,-354.764008,3822.689941,3345.343018,1388.30896,,,,1957.034058,8689.28894,,386.084015,386.084015,,,,100.858002,,,,,,52.75,,,52.75,539.692017,2268.368896,,,,,1143.728027,,,,,,,1143.728027,3412.096924,3951.78894,2888.894043,1701.390015,,,,,866.484009,5456.768066,0.0,5456.768066,9408.557007,
09/30/1997,9737.920898,62.113998,62.113998,0.0,502.751007,,,151.417999,,,,,39.188,,,,,,,755.471008,1564.708984,1936.921997,-372.213013,3985.280029,3432.460938,1428.694946,,,,2003.765991,8982.449951,,414.470001,414.470001,,,,124.706001,,,,,,67.511986,,,67.511986,606.687988,2317.259033,,,,,4196.431152,,,,,,,4196.431152,6513.690186,7120.378174,0.0,1711.655029,,,,,905.888,2617.54303,0.0,2617.54303,9737.921204,
12/31/1997,10306.860352,46.876999,46.876999,0.0,557.481018,,,172.169006,,,172.169006,,34.881001,,,,,,,811.40802,1644.136963,2035.072998,-390.936005,4166.480957,3684.836914,1498.115967,,,,2186.720947,9495.454834,,63.868,63.868,,,,64.57,,,,,,407.004017,,,407.004017,535.442017,2634.698975,,,,,4410.717773,,,,,,,4410.717773,7045.416748,7580.858765,0.0,1746.170044,,,,,979.833984,2726.004028,0.0,2726.004028,10306.862793,
03/31/1998,13266.158203,358.209991,358.209991,0.0,565.552002,565.552002,,189.070007,,,,,96.248001,,,,,,,1209.079956,1824.979004,,,4678.650879,5553.448242,1813.212036,,,,3740.236206,12057.078125,,452.354004,452.354004,,,,96.067001,,,,,,81.904007,,,81.904007,630.325012,3764.590088,,,,,5717.141113,,,,,,,5717.141113,9481.731201,10112.056213,0.0,1905.965942,,,,1232.758057,15.37793,3154.101929,0.0,3154.101929,13266.158142,
06/30/1998,13266.158,358.21,358.21,0.0,565.552,565.552,,189.07,,,,,96.248,,,,,,,1209.08,1824.979,,,4678.651,5553.448,1813.212,,,,3740.236,12057.078,,452.354,452.354,,,,96.067,,,,,,81.904,,,81.904,630.325,3764.59,,,,,5717.141,,,,,,,5717.141,9481.731,10112.056,0.0,1905.966,,,,1232.758,15.378,3154.102,0.0,3154.102,13266.158,
09/30/1998,12053.974609,116.980003,116.980003,0.0,611.586975,,,183.039001,,,183.039001,,51.238998,,,,,,,962.844971,1774.243042,,,4968.709961,4348.176758,1769.592041,,,,2578.584717,11091.129761,,425.141998,425.141998,,,,83.268997,,,,,,147.706009,,,147.706009,656.117004,3365.981934,,,,,5028.210938,,,,,,,5028.210938,8394.192871,9050.309875,0.0,1812.655029,,,,,1191.01001,3003.665039,0.0,3003.665039,12053.974915,
12/31/1998,13266.160156,358.209991,358.209991,0.0,565.552002,,,189.070007,,,,,96.248001,,,,,,,1209.079956,1824.979004,2313.801025,-488.821991,5231.560059,5000.539062,1813.212036,,,,3187.327026,12057.078125,,111.517998,111.517998,,,,96.067001,,,,,,422.740013,,,422.740013,630.325012,3764.590088,,,,,5717.141113,,,,,,,5717.141113,9481.731201,10112.056213,0.0,1905.965942,,,,,1248.135986,3154.101929,0.0,3154.101929,13266.158142,
03/31/1999,14736.516602,181.684006,181.684006,0.0,605.314026,605.314026,,207.242004,,,,,89.458,,,,,,,1083.697998,1964.61499,,,4982.380859,6705.823242,2453.577881,,,,4252.245361,13652.819092,,616.341003,616.341003,,,,93.75,,,,,,83.817993,,,83.817993,793.908997,4049.215088,,,,,6209.420898,,,,,,,6209.420898,10258.635986,11052.544983,0.0,2426.896973,,,,1252.046021,5.028931,3683.971924,0.0,3683.971924,14736.516907,
06/30/1999,14665.830078,129.070007,129.070007,0.0,590.60498,,,209.470001,,,,,87.530998,,,,,,,1016.676025,1952.437988,2513.655029,-561.21698,5791.634766,5905.082031,2446.75,,,,3458.332031,13649.154785,,553.893005,553.893005,,,,79.431,,,,,,87.059967,,,87.059967,720.383972,4044.920898,,,,,6202.565918,,,,,,,6202.565918,10247.486816,10967.870789,0.0,2428.365967,,,,,1269.593994,3697.959961,0.0,3697.959961,14665.83075,
09/30/1999,14972.44043,205.837006,205.837006,0.0,598.348022,598.348022,,209.445007,,,,,78.973999,,,,,,,1092.604004,1956.474976,2537.264893,-580.789978,5951.772949,5971.584961,2501.822998,,,,3469.761963,13879.832886,,600.057983,600.057983,,,,88.718002,,,,,,99.551041,,,99.551041,788.327026,4111.305176,,,,,6364.625,,,,,,,6364.625,10475.930176,11264.257202,0.0,2428.300049,,,,1311.145996,-31.31897,3708.127075,0.0,3708.127075,14972.384277,
12/31/1999,12978.230469,57.813999,57.813999,0.0,585.268982,,,190.343002,0.0,0.0,0.0,0.0,310.071014,,,,,,,1143.496948,4062.388916,4646.333008,-583.94397,4430.36377,3341.97998,2434.467041,0.0,2434.467041,,907.512939,11834.732666,,102.204002,102.204002,,,,423.949005,423.949005,0.0,0.0,,,514.627022,,,514.627022,1040.780029,3636.066895,3636.066895,0.0,0.0,,4806.109863,,,,,,,4806.109863,8442.176758,9482.956787,0.0,2428.36499,,,,,1066.907959,3495.272949,0.0,3495.272949,12978.229736,
03/31/2000,14477.535156,147.158005,147.158005,0.0,561.835999,561.835999,,186.203995,,,,,87.676003,,,,,,,982.874023,1852.630981,,,5127.567871,6514.461914,2431.581055,,,,4082.880859,13494.660767,,547.10199,547.10199,,,,369.832001,,,,,,117.94101,,,117.94101,1034.875,3568.303955,,,,,6353.00293,,,,,,,6353.00293,9921.306885,10956.181885,0.0,2428.310059,,,,1201.723999,-108.68103,3521.353027,0.0,3521.353027,14477.534912,
06/30/2000,12610.736,48.303,48.303,0.0,527.311,527.311,,191.595,,,,,281.59,,,,,,,1048.799,1818.903,,,3748.001,5995.033,2342.801,,,,3652.232,11561.937,,510.179,510.179,,,,466.571,,,,,,104.212,,,104.212,1080.962,3290.486,,,,,4739.933,,,,,,,4739.933,8030.419,9111.381,0.0,2428.519,,,,1240.516,-169.68,3499.355,0.0,3499.355,12610.736,
09/30/2000,13418.701172,38.654999,38.654999,0.0,508.227997,508.227997,,184.110001,,,,,76.407997,,,,,,,807.401001,1781.560059,,,3674.439941,7155.299805,2295.861084,,,,4859.438721,12611.299805,,505.940002,505.940002,,,,245.531006,,,,,,111.722961,,,111.722961,863.19397,3085.851074,,,,,6026.530762,,,,,,,6026.530762,9112.381836,9975.575806,0.0,2428.85791,,,,1216.822021,-202.554993,3443.124939,0.0,3443.124939,13418.700745,
12/31/2000,12875.274,47.909,47.909,0.0,449.989,449.989,,170.056,,,,,239.345,,,,,,,907.299,1675.263,2299.646,-624.383,3355.859,6936.853,2162.511,2162.511,0.0,,4774.342,11967.975,,501.355,501.355,,,,176.782,,,,,,6.143,,,6.143,684.28,3091.32,,,,,7123.853,,,,,,,7123.853,10215.173,10899.453,0.0,2429.331,,,,-216.353,-237.157,1975.821,0.0,1975.821,12875.274,
03/31/2001,12499.894531,40.221001,40.221001,0.0,445.445007,445.445007,,160.998993,,,,,144.927994,,,,,,,791.593018,1599.563965,,,3305.10498,6803.632812,2086.023926,,,,4717.608887,11708.301758,,462.709015,462.709015,,,,171.022995,,,,,,77.939987,,,77.939987,711.671997,2861.287109,,,,,7012.230957,,,,,,,7012.230957,9873.518066,10585.190063,0.0,2448.999023,,,,-216.087997,-318.206009,1914.705017,0.0,1914.705017,12499.895081,
06/30/2001,12229.799,46.745,46.745,0.0,408.713,408.713,,155.761,,,,,112.857,,,,,,,724.076,1517.05,,,3309.042,6679.631,2020.504,,,,4659.127,11505.723,,450.393,450.393,,,,444.586,,,,,,46.183,,,46.183,941.162,2331.857,,,,,6938.391,,,,,,,6938.391,9270.248,10211.41,0.0,2523.717,,,,-226.673,-278.655,2018.389,0.0,2018.389,12229.799,
09/30/2001,12146.210938,43.262001,43.262001,0.0,384.06601,384.06601,,178.580002,,,,,110.350998,,,,,,,716.258972,1478.954956,,,3253.933105,6697.063965,1950.813965,,,,4746.25,11429.952026,,458.248993,458.248993,,,,208.792999,,,,,,50.432983,,,50.432983,717.474976,2313.900879,,,,,6975.352051,,,,,,,6975.352051,9289.25293,10006.727905,0.0,2534.065918,,,,-222.391998,-172.19101,2139.48291,0.0,2139.48291,12146.210815,
12/31/2001,11579.937,29.292,29.292,0.0,386.479,386.479,,168.975,,,,,245.207,,,,,,,829.953,1357.41,1975.604,-618.194,3174.265,6218.309,1409.309,1409.309,0.0,,4809.0,10749.984,,484.15,484.15,,,,220.64,,,,,,5.812,,,5.812,710.602,2313.973,,,,,7122.501,,,,,,,7122.501,9436.474,10147.076,0.0,2538.209,,,,-814.149,-291.199,1432.861,0.0,1432.861,11579.937,
03/31/2002,10974.134,304.859,304.859,0.0,351.022,351.022,,157.658,,,,,170.436,,,,,,,983.975,1239.271,,,2909.755,5841.133,1213.473,1213.473,0.0,,4627.66,9990.159,,420.316,420.316,,,,433.131,,,,,,3.219,,,3.219,856.666,2008.09,,,,,6711.176,,,,,,,6711.176,8719.266,9575.932,0.0,2543.265,,,,-902.86,-242.203,1398.202,0.0,1398.202,10974.134,
06/30/2002,10698.325,162.429,162.429,0.0,338.738,338.738,,164.656,,,,,56.5,,,,,,,722.323,1171.484,,,2792.684,6011.834,1196.813,1196.813,0.0,,4815.021,9976.002,,415.68,415.68,,,,190.889,,,,,,11.688,,,11.688,618.257,1978.989,,,,,6828.706,,,,,,,6828.706,8807.695,9425.952,0.0,2548.814,,,,-1045.875,-230.566,1272.373,0.0,1272.373,10698.325,
09/30/2002,10616.301758,141.044998,141.044998,0.0,323.889008,323.889008,,151.231995,,,,,27.849001,,,,,,,644.015015,1140.963989,,,2775.789062,6055.53418,1187.875977,1187.875977,0.0,,4867.658203,9972.287231,,407.95401,407.95401,,,,103.142998,,,,,,2.670998,,,2.670998,513.768005,1899.51001,,,,,6918.180176,,,,,,,6918.180176,8817.690186,9331.458191,0.0,2552.783936,,,,-1041.813965,-226.125977,1284.843994,0.0,1284.843994,10616.302185,
12/31/2002,10723.785,200.625,200.625,0.0,291.765,291.765,,135.529,,,,,126.98,,,,,,,754.899,1188.34,1819.817,-631.477,2724.042,6056.504,1184.178,1184.178,0.0,,4872.326,9968.886,,56.387,56.387,,,,100.33,,,,,,307.566,,,307.566,464.283,1884.508,,,,,7071.223,,,,,,,7071.223,8955.731,9420.014,0.0,2556.946,,,,-1046.029,-207.146,1303.771,0.0,1303.771,10723.785,
03/31/2003,10652.919922,152.884995,152.884995,0.0,278.136993,,,131.371994,,,,,33.668999,,,,,,,596.062988,1212.407959,,,5519.333984,3325.111084,1188.901978,1188.901978,0.0,,2136.209106,10056.853027,,351.265991,351.265991,,,,16.948,,,,,,8.608,,,8.608,376.821991,1727.364014,,,,,7177.557129,,,,,,,7177.557129,8904.921143,9281.743134,0.0,2561.926025,,,,,-1190.753052,1371.172974,0.0,1371.172974,10652.916107,
06/30/2003,10814.049805,157.988007,157.988007,0.0,261.82901,,,130.975998,,,,,44.909,,,,,,,595.702026,1207.93103,,,5652.23877,3358.177979,1198.194946,1198.194946,0.0,,2159.983032,10218.347778,,335.98999,335.98999,,,,130.897003,,,,,,11.140015,,,11.140015,478.027008,1604.920044,,,,,7315.125,,,,,,,7315.125,8920.045044,9398.072052,0.0,2566.943115,,,,-989.380981,-161.583984,1415.978149,0.0,1415.978149,10814.050201,
09/30/2003,10835.25,163.919998,163.919998,0.0,277.51001,,,131.882004,,,,,53.493,,,,,,,626.804993,1214.897949,,,5634.756836,3358.794922,1197.055054,1197.055054,0.0,,2161.739868,10208.449707,,370.139008,370.139008,,,,131.970993,,,,,,17.39299,,,17.39299,519.502991,1585.126953,,,,,7299.73877,,,,,,,7299.73877,8884.865723,9404.368713,0.0,2571.105957,,,,-994.95697,-145.263,1430.885986,0.0,1430.885986,10835.2547,
12/31/2003,11202.669,239.431,239.431,0.0,233.935,233.935,,137.121,,,,,62.837,,,,,,,673.324,1250.632,1866.356,-615.724,1524.545,7754.168,1195.422,1195.422,0.0,,6558.746,10529.345,,456.523,456.523,,,,182.682,,,,,,29.742,,,29.742,668.947,1528.883,,,,,7477.881,,,,,,,7477.881,9006.764,9675.711,0.0,2576.704,,,-302.0,938.063,-1685.809,1526.958,0.0,1526.958,11202.669,
03/31/2004,8777.428,498.911,498.911,0.0,135.99,135.99,,78.898,,,,,135.01,,,,,,,848.809,941.898,,,4416.201,2570.52,1167.58,1167.58,0.0,,1402.94,7928.619,,371.878,371.878,,,,371.692,,,,,,11.291,,,11.291,754.861,1319.373,,,,,5090.242,,,,,,,5090.242,6409.615,7164.476,0.0,2589.407,,,-2.285,-909.544,-64.626,1612.952,0.0,1612.952,8777.428,
