Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1999,997.728027,300.619007,243.613007,57.006001,49.706001,49.706001,,0.0,,,,,108.168999,,,458.493988,38.109001,90.843002,-52.734001,226.690994,,274.43399,268.927002,268.927002,0.0,5.506989,539.233986,,99.568001,99.568001,,0.0,,,,,357.299004,,,357.299004,456.867004,42.358002,,,,41.969002,,,41.969002,84.327003,541.194008,0.005,483.643005,,,-5.0,-18.827999,-3.286001,456.534005,0.0,456.534005,997.728013,
09/30/1999,1014.997,256.418,185.409,71.009,51.804,51.804,,,,,,,103.883,,,412.105,37.854,,,293.209,,271.829,265.341,265.341,0.0,6.488,602.892,,383.89,383.89,,,,,,,80.185,,,80.185,464.075,,,,,39.71,,,39.71,39.71,503.785,0.047,528.031,,,-5.0,-7.858,-4.008,511.212,,511.212,1014.997,
12/31/1999,1081.583008,328.441002,240.076004,88.364998,53.173,,,0.0,0.0,0.0,0.0,0.0,101.791,,,483.404999,37.862999,77.226997,-39.363998,286.161987,,274.153015,268.289001,,,5.864014,598.178001,,110.185997,110.185997,,0.0,,,,,412.699989,,,412.699989,522.885986,0.0,,,,31.216999,,,31.216999,31.216999,554.102985,47.095001,481.388,,,-5.38,,4.377,527.480002,0.0,527.480002,1081.582987,
03/31/2000,1106.578979,312.167999,240.095001,72.072998,61.157001,61.157001,,0.0,,,,,108.374001,,,481.699005,37.374001,100.198997,-62.825001,313.696014,,273.809998,267.911011,267.911011,0.0,5.898987,624.880013,,109.112,109.112,,0.0,,,,,432.069031,,,432.069031,541.18103,0.0,,,,31.261,,,31.261,31.261,572.44203,47.095001,482.138,,,-10.765,18.899,-3.23,534.137002,0.0,534.137002,1106.579031,
06/30/2000,1127.72998,312.889,202.139999,110.749001,51.527,51.527,,0.0,,,,,118.766998,,,483.183014,36.134998,103.089996,-66.955002,336.036987,,272.375,265.847992,265.847992,0.0,6.527008,644.546986,,120.382004,120.382004,,0.0,,,,,425.375992,,,425.375992,545.757996,0.0,,,,32.487999,,,32.487999,32.487999,578.245995,47.095001,483.046997,,,-10.765,32.153,-2.046,549.483997,0.0,549.483997,1127.729992,
09/30/2000,1116.587036,253.386009,173.322006,80.064003,59.089001,59.089001,,0.0,,,,,123.022003,,,435.497009,39.02,,,369.342987,,272.72699,265.800995,265.800995,0.0,6.925995,681.089977,,136.011002,136.011002,,0.0,,,,,390.054977,,,390.054977,526.065979,0.0,,,,22.305,,,22.305,22.305,548.370979,42.358002,490.480988,,,-10.989,47.558998,-1.192999,568.215988,0.0,568.215988,1116.586967,
12/31/2000,1239.036011,340.888,256.229004,84.658997,59.653999,,,0.0,0.0,0.0,0.0,0.0,105.958,,,506.5,38.066002,91.997002,-53.931,411.562012,,282.90799,0.0,,,282.90799,732.536003,,146.304001,146.304001,,0.0,,,,,485.859024,,,485.859024,632.163025,0.0,,,,6.443,,,6.443,6.443,638.606025,0.0,539.46698,,,-10.81,,71.773002,600.429981,0.0,600.429981,1239.036006,
03/31/2001,1282.583984,342.924995,248.957993,93.967003,62.984001,62.984001,,0.0,,,,,109.065002,,,514.973999,35.591999,,,448.15799,,283.859985,262.622986,262.622986,0.0,21.237,767.609974,,149.949005,149.949005,,0.0,,,,,508.610016,,,508.610016,658.559021,0.0,,,,7.87,,,7.87,7.87,666.429021,0.0,541.094971,,,-19.568001,87.966003,6.661995,616.154968,0.0,616.154968,1282.583989,
06/30/2001,1307.619995,314.736008,234.229004,80.507004,74.577003,74.577003,,0.0,,,,,104.140999,,,493.45401,33.618,,,495.096985,,285.450989,264.351013,264.351013,0.0,21.099976,814.165974,,150.028,150.028,,0.0,,,,,514.909012,,,514.909012,664.937012,0.0,,,,6.739,,,6.739,6.739,671.676012,0.0,541.586975,,,-19.016001,108.384003,4.989,635.943977,0.0,635.943977,1307.619989,
09/30/2001,1393.593994,349.757004,236.319,113.438004,74.362,74.362,,0.0,,,,,103.376999,,,527.495972,32.48,,,542.474976,,291.143005,265.403015,265.403015,0.0,25.73999,866.09798,,159.272995,159.272995,,0.0,,,,,554.122025,,,554.122025,713.39502,0.0,,,,11.454,,,11.454,11.454,724.84902,0.0,540.273987,,,-12.828,130.033997,11.264997,668.74498,0.0,668.74498,1393.594,
12/31/2001,1451.272949,399.879013,312.364014,87.514999,63.486,,,0.0,0.0,0.0,0.0,0.0,115.153,,,578.518005,34.327,103.494003,-69.167,552.612,,285.81601,262.110992,237.263,24.847992,23.705017,872.755009,,165.697006,165.697006,,0.0,0.0,0.0,0.0,,585.847977,,,585.847977,751.544983,0.0,0.0,0.0,0.0,10.649,,,10.649,10.649,762.193983,0.0,541.731995,,,-12.257,,159.604,689.078995,0.0,689.078995,1451.272978,
03/31/2002,1467.147949,336.487999,252.554001,83.933998,74.639999,74.639999,,0.0,,,,,107.123001,,,518.250977,32.768002,,,622.716003,,293.412994,262.272003,237.263,25.009003,31.140991,948.896999,,162.966995,162.966995,,0.0,,,,,575.999985,,,575.999985,738.96698,175.0,,,,10.516,,,10.516,185.516,924.48298,0.0,511.278992,,,-152.289001,181.343002,2.331999,542.664991,0.0,542.664991,1467.147971,
06/30/2002,1544.537964,299.278008,196.572006,102.706001,71.816002,71.816002,,0.0,,,,,122.664001,,,493.757996,33.235001,,,715.416992,,302.127991,269.885986,243.746002,26.139984,32.242004,1050.779984,,189.233002,189.233002,,0.0,,,,,573.827972,,,573.827972,763.060974,175.0,,,,15.432,,,15.432,190.432,953.492974,0.0,520.833984,,,-157.209,217.944,9.475998,591.044983,0.0,591.044983,1544.537957,
09/30/2002,1578.246948,235.397995,173.425995,61.972,70.373001,70.373001,,0.0,,,,,111.731003,,,417.502014,31.931,,,828.109985,,300.70401,269.234985,243.746002,25.488983,31.469025,1160.744995,,159.095993,159.095993,,0.0,,,,,581.721024,,,581.721024,740.817017,175.0,,,,22.431999,,,22.431999,197.431999,938.249016,0.0,530.296997,,,-172.016998,258.128998,23.588997,639.997993,0.0,639.997993,1578.247009,
12/31/2002,1643.439941,244.663005,186.768005,57.895,71.043999,,,0.0,0.0,0.0,0.0,0.0,108.568001,,,424.274994,34.044998,115.320999,-81.276001,874.45697,,310.662994,269.433014,243.746002,25.687012,41.22998,1219.164962,,675.895,675.895,,0.0,0.0,0.0,0.0,,124.816975,,,124.816975,800.711975,175.0,175.0,0.0,0.0,21.691,,,21.691,196.691,997.402975,0.0,531.007019,,,-205.643997,298.506989,22.167007,646.037018,0.0,646.037018,1643.439993,
03/31/2003,1742.704956,297.716003,250.481003,47.235001,85.767998,85.767998,,0.0,,,,,113.636002,,,497.119995,32.068001,,,888.458984,,325.058014,283.416992,257.618988,25.798004,41.641022,1245.584999,,182.472,182.472,,0.0,,,,,662.348007,,,662.348007,844.820007,175.0,,,,22.048,,,22.048,197.048,1041.868008,0.0,535.940002,,,-205.574005,348.015015,22.455994,700.837006,0.0,700.837006,1742.705013,
06/30/2003,1822.855957,304.749992,230.104996,74.644997,79.551003,79.551003,,0.0,,,,,108.785004,,,493.085999,31.73,,,971.745972,,326.294006,282.855988,257.618988,25.237,43.438019,1329.769978,,200.302994,200.302994,,0.0,,,,,637.504013,,,637.504013,837.807007,175.0,,,,27.471001,,,27.471001,202.471001,1040.278008,0.0,545.411987,,,-202.046005,411.44101,27.770996,782.577988,0.0,782.577988,1822.855995,
09/30/2003,1954.968018,395.059006,288.828003,106.231003,89.181,89.181,,0.0,,,,,107.955002,,,592.195007,30.653999,,,970.96698,,361.152008,321.363007,293.306,28.057007,39.789001,1362.772987,,238.753006,238.753006,,0.0,,,,,668.970993,,,668.970993,907.723999,170.5,,,,26.959,,,26.959,197.459,1105.182999,0.0,553.968994,,,-204.871002,478.963989,21.723022,849.785004,0.0,849.785004,1954.968002,
12/31/2003,1981.735962,354.521996,253.330994,101.191002,89.765999,,,0.0,0.0,0.0,0.0,0.0,89.679001,,,533.96698,33.084999,109.811996,-76.726997,1051.400024,,363.283997,308.630005,281.183014,27.446991,54.653992,1447.76902,,721.121,721.121,,0.0,0.0,0.0,0.0,,133.759005,,,133.759005,854.880005,170.5,170.5,0.0,0.0,27.358,,,27.358,197.858,1052.738005,0.0,566.781982,,,-204.274002,548.651978,17.838027,928.997985,0.0,928.997985,1981.73599,
03/31/2004,2028.290039,391.764992,271.43399,120.331001,84.470001,84.470001,,0.0,,,,,94.699997,,,570.934998,30.122,,,1059.459961,,367.777008,308.756989,281.328003,27.428986,59.02002,1457.358969,,189.701996,189.701996,,0.0,,,,,707.470978,,,707.470978,897.172974,170.5,,,,33.548,,,33.548,204.048,1101.220974,0.0,570.914001,,,-288.683014,622.979004,21.863007,927.072998,0.0,927.072998,2028.293972,
06/30/2004,2111.169922,552.501007,303.34201,249.158997,85.014999,85.014999,,0.0,,,,,99.365997,,,736.882019,28.9,,,978.427979,,366.960999,308.108002,281.328003,26.779999,58.852997,1374.288977,,199.917007,199.917007,,0.0,,,,,715.895981,,,715.895981,915.812988,170.5,,,,21.650999,,,21.650999,192.150999,1107.963987,0.0,578.79303,,,-286.355011,706.981018,3.787994,1003.207031,0.0,1003.207031,2111.171019,
09/30/2004,2217.794,685.994,398.853,287.141,91.523,91.523,,0.0,,,,,96.608,,,874.125,29.917,,,949.099,,364.653,307.482,281.328,26.154,57.171,1343.669,,795.649,795.649,,0.0,,,,,121.487,,,121.487,917.136,170.5,,,,26.065,,,26.065,196.565,1113.701,0.0,589.98,,,-291.043,794.003,11.153,1104.093,0.0,1104.093,2217.794,
12/31/2004,2340.6,767.358,417.636,349.722,104.924,104.924,,0.0,0.0,0.0,0.0,0.0,100.745,,,973.027,32.193,121.712,-89.519,960.379,,375.001,319.106,280.615,38.491,55.895,1367.573,,872.284,872.284,,0.0,0.0,0.0,0.0,,59.536,,,59.536,931.82,170.5,170.5,0.0,0.0,25.854,,,25.854,196.354,1128.174,0.0,609.709,,,-291.054,885.769,8.002,1212.426,0.0,1212.426,2340.6,
03/31/2005,4596.894043,744.613007,318.464996,426.14801,213.431,213.431,,,,,,,174.830994,,,1132.875,318.889008,,,1059.290039,,2085.840088,2020.776001,1576.141968,444.634033,65.064087,3464.019135,,361.916992,361.916992,,30.0,,,,,828.341064,,,828.341064,1220.258057,998.0,,,,255.341003,,,255.341003,1253.341003,2473.59906,,1415.258057,,,-289.636993,998.419006,-0.745026,2123.295044,,2123.295044,4596.894104,
06/30/2005,4639.025879,828.819,570.864014,257.954987,194.459,194.459,,,,,,,180.544998,,,1203.822998,313.195007,,,1044.787964,,2077.219971,2016.593994,1580.177979,436.416016,60.625977,3435.202942,,1117.031982,1117.031982,,10.0,,,,,103.166016,,,103.166016,1230.197998,878.0,,,,259.790985,,,259.790985,1137.790985,2367.988983,,1433.927979,,,-296.080994,1127.916016,5.273987,2271.036987,,2271.036987,4639.02597,
09/30/2005,4730.519,857.902,569.835,288.067,209.256,209.256,,,,,,,171.763,,,1238.921,310.976,,,1123.717,,2056.905,1995.577,1567.563,428.014,61.328,3491.598,,1135.606,1135.606,,10.0,,,,,134.901,,,134.901,1280.507,760.5,,,,268.273,,,268.273,1028.773,2309.28,,1460.019,,,-298.742,1260.981,-1.019,2421.239,,2421.239,4730.519,
12/31/2005,4895.172,937.261,391.646,545.615,228.028,228.028,,0.0,0.0,0.0,0.0,0.0,160.413,,,1325.702,351.427,488.593,-137.166,1125.632,,2092.411,2031.742,1612.39,419.352,60.669,3569.47,,1195.559,1195.559,,10.0,,,,,64.668,,,64.668,1270.227,760.5,,,,309.742,,,309.742,1070.242,2340.469,0.0,1470.039,,,-299.001,1387.408,-3.743,2554.703,0.0,2554.703,4895.172,
03/31/2006,5254.181,1242.163,670.017,572.146,209.793,209.793,,0.0,0.0,0.0,0.0,0.0,191.9,,,1643.856,336.304,,,1112.1,,2161.921,2044.304,1629.301,415.003,117.617,3610.325,,1422.247,1422.247,,10.0,,,,,215.553,,,215.553,1647.8,760.5,,,,305.539,,,305.539,1066.039,2713.839,0.0,1494.064,,,-453.083,1508.389,-9.028,2540.342,0.0,2540.342,5254.181,
06/30/2006,5284.743,1303.146,904.004,399.142,200.029,200.029,,0.0,,,,,256.256,,,1759.431,325.799,,,1094.703,,2104.81,2035.021,1628.784,406.237,69.789,3525.312,,1424.879,1424.879,,10.0,,,,,206.738,,,206.738,1641.617,750.5,,,,302.773,,,302.773,1053.273,2694.89,0.0,1522.65,,,-564.047,1643.843,-12.593,2589.853,0.0,2589.853,5284.743,
09/30/2006,5358.921,1407.58,1215.475,192.105,201.251,201.251,,0.0,0.0,0.0,0.0,0.0,232.307,,,1841.138,310.716,,,1107.668,,2099.399,2026.255,1628.784,397.471,73.144,3517.783,,1414.415,1414.415,,10.0,,,,,83.61,,,83.61,1508.025,750.5,,,,324.888,,,324.888,1075.388,2583.413,0.0,1551.873,,,-564.668,1791.359,-3.056,2775.508,0.0,2775.508,5358.921,
12/31/2006,5665.107,1663.228,1370.836,292.392,209.18,209.18,,0.0,0.0,0.0,0.0,0.0,261.974,,,2134.382,315.105,528.899,-213.794,1130.572,,2085.048,2008.672,1620.272,388.4,76.376,3530.725,,1581.64,1581.64,,10.0,10.0,0.0,0.0,,60.349,,,60.349,1651.989,750.5,750.5,0.0,0.0,309.616,,,309.616,1060.116,2712.105,0.0,1572.977,,,-563.909,1947.453,-3.519,2953.002,0.0,2953.002,5665.107,
03/31/2007,6295.597,2133.032,1910.507,222.525,212.796,212.796,,0.0,0.0,0.0,0.0,0.0,310.511,,,2656.339,296.811,,,1159.458,,2182.989,2015.6,1620.235,395.365,167.389,3639.258,,1808.037,1808.037,,10.0,10.0,0.0,0.0,,286.701,,,286.701,2104.738,978.526,978.526,0.0,0.0,314.254,,,314.254,1292.78,3397.518,0.0,1612.531,,,-784.706,2072.635,-2.381,2898.079,0.0,2898.079,6295.597,
06/30/2007,6411.076,1787.203,1685.133,102.07,239.794,239.794,,0.0,0.0,0.0,0.0,0.0,422.109,,,2449.106,309.019,,,1191.031,,2461.92,2372.469,1918.423,454.046,89.451,3961.97,,1836.512,1836.512,,10.0,10.0,0.0,0.0,,340.35,,,340.35,2186.862,968.563,968.563,0.0,0.0,325.289,,,325.289,1293.852,3480.714,0.0,1645.435,,,-929.367,2223.937,-9.643,2930.362,0.0,2930.362,6411.076,
09/30/2007,7473.156,1868.437,1725.336,143.101,274.493,274.493,,0.0,0.0,0.0,0.0,0.0,411.076,,,2554.006,316.973,,,1338.612,,3263.565,3171.608,2564.214,607.394,91.957,4919.15,,2176.879,2176.879,,0.0,0.0,0.0,0.0,,102.937,,,102.937,2279.816,1661.924,1661.924,0.0,0.0,385.089,,,385.089,2047.013,4326.829,0.0,1684.561,,,-929.823,2392.653,-1.064,3146.327,0.0,3146.327,7473.156,
12/31/2007,7158.791,1100.783,945.535,155.248,263.021,263.021,,0.0,0.0,0.0,0.0,0.0,482.897,,,1846.701,321.287,626.84,-305.553,1758.454,,3232.349,3163.744,2573.325,590.419,68.605,5312.09,,1680.769,1680.769,,0.0,0.0,0.0,0.0,,69.052,,,69.052,1749.821,1662.021,1662.021,0.0,0.0,445.47,,,445.47,2107.491,3857.312,0.0,1704.888,,,-987.132,2576.988,6.735,3301.479,0.0,3301.479,7158.791,
03/31/2008,7300.277,984.815,912.884,71.931,263.593,263.593,,0.0,0.0,0.0,0.0,0.0,624.521,,,1872.929,307.047,,,1802.582,,3317.719,3246.754,2651.166,595.588,70.965,5427.348,,1772.249,1772.249,,0.0,0.0,0.0,0.0,,124.236,,,124.236,1896.485,1662.119,1662.119,0.0,0.0,454.328,,,454.328,2116.447,4012.932,0.0,1729.717,,,-1157.938,2702.018,13.548,3287.345,0.0,3287.345,7300.277,
06/30/2008,7130.849,909.455,894.093,15.362,260.689,260.689,,0.0,0.0,0.0,0.0,0.0,732.754,,,1902.898,311.291,,,1584.535,,3332.125,3258.832,2672.91,585.922,73.293,5227.951,,1771.191,1771.191,,0.0,0.0,0.0,0.0,,125.879,,,125.879,1897.07,1472.337,1472.337,0.0,0.0,444.763,,,444.763,1917.1,3814.17,0.0,1720.886,,,-1184.935,2785.168,-4.44,3316.679,0.0,3316.679,7130.849,
09/30/2008,7171.138,1101.295,1058.372,42.923,295.199,295.199,,,,,,,572.777,,,1969.271,306.729,,,1580.961,,3314.177,3241.964,2679.201,562.763,72.213,5201.867,,1877.419,1877.419,,,,,,,121.453,,,121.453,1998.872,1472.315,,,,392.942,,,392.942,1865.257,3864.129,,1716.631,,,-1267.435,2870.643,-12.83,3307.009,,3307.009,7171.138,
12/31/2008,7727.398,1461.243,1123.114,338.129,293.636,293.636,,0.0,0.0,0.0,0.0,0.0,655.611,,,2410.49,308.016,669.131,-361.115,1709.878,,3299.014,3241.193,2695.025,546.168,57.821,5316.908,,1920.952,1920.952,,0.0,0.0,0.0,0.0,,104.823,,,104.823,2025.775,1902.472,1902.472,0.0,0.0,368.482,,,368.482,2270.954,4296.729,,3500.966,,,-1287.662,2958.883,-1741.518,3430.669,0.0,3430.669,7727.398,
03/31/2009,8102.078,1801.734,1585.092,216.642,283.686,283.686,0.0,0.0,0.0,0.0,0.0,0.0,689.659,,689.659,2775.079,301.457,,,1763.627,1763.627,3261.915,3224.55,2694.861,529.689,37.365,5326.999,,2206.483,1688.522,517.961,0.0,0.0,,,,121.971,,,0.0,2328.454,1902.569,1902.569,,,370.816,,,370.816,2273.385,4601.839,0.0,1759.163,1.903,1757.26,-1282.759,3003.051,20.784,3500.239,0.0,3500.239,8102.078,
06/30/2009,8124.059,1824.829,1712.152,112.677,280.292,280.292,0.0,0.0,0.0,0.0,0.0,0.0,794.01,,794.01,2899.131,292.69,,,1762.12,1762.12,3170.118,3135.688,2622.479,513.209,34.43,5224.928,,2252.571,1752.969,499.602,0.0,0.0,,,,122.294,,,0.0,2374.865,1806.842,1806.842,,,416.286,,,416.286,2223.128,4597.993,0.0,1730.048,1.904,1728.144,-1248.556,3021.476,23.098,3526.066,0.0,3526.066,8124.059,
09/30/2009,8184.878,2047.264,1691.847,355.417,259.775,259.775,0.0,0.0,0.0,0.0,0.0,0.0,658.185,,658.185,2965.224,270.153,,,1888.67,1888.67,3060.831,3026.882,2535.718,491.164,33.949,5219.654,,2333.045,1702.855,630.19,0.0,0.0,,,,107.172,,,0.0,2440.217,1708.935,1708.935,,,433.077,,,433.077,2142.012,4582.229,0.0,1745.915,1.904,1744.011,-1281.581,3092.105,46.21,3602.649,0.0,3602.649,8184.878,
