Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,110.222,61.237,,,46.332999,2.652,,,-1.862,1.862,0.0,0.0,-16.091,,,,,91.124001,-6.719,0.0,84.405001,-24.587999,,,59.817001,0.0,,,59.817001,0.0,59.817001,0.0,,59.817001,59.817001,,127.586998,0.47,0.47,,127.586998,0.47,0.47,0.47,
12/31/1993,109.509003,57.653,,,49.977002,1.879,,,-1.803,1.803,0.0,0.0,-15.559,,,,,88.566002,-6.719,0.0,81.847002,-19.122999,,,62.723999,0.0,,,62.724003,0.0,62.723999,0.0,,62.723999,62.723999,,127.143003,0.493333,0.493333,0.493333,127.143003,0.493333,0.493333,0.493333,
03/31/1994,109.626999,54.452,,,53.253999,1.921,,,-1.925,1.925,0.0,0.0,-15.301,,,,,89.643997,-6.735,0.0,82.908997,-17.167999,,,65.740997,0.0,,,65.740998,0.0,65.740997,0.0,,65.740997,65.740997,,126.464997,0.52,0.52,0.52,126.464997,0.52,0.52,0.52,
06/30/1994,110.073997,53.688,,,50.343,6.043,,,-2.114,2.114,0.0,0.0,-15.396,,,,,89.741997,-6.72,0.0,83.021997,-18.070999,,,64.950996,0.0,,,64.950998,0.0,64.950996,0.0,,64.950996,64.950996,,126.222003,0.513333,0.513333,0.513333,126.222003,0.513333,0.513333,0.513333,
09/30/1994,110.012001,54.73,,,50.302999,4.979,,,-1.626,1.626,0.0,0.0,-16.048,,,,,89.272003,-6.759,0.0,82.513003,-17.466,,,65.046997,0.0,,,65.047003,0.0,65.046997,0.0,,65.046997,65.046997,,126.315,0.513333,0.513333,0.513333,126.315,0.513333,0.513333,0.513333,
12/31/1994,109.822998,55.459,,,50.288,4.076,,,-2.428,2.428,0.0,0.0,-16.125999,,,,,87.922997,-6.945,0.0,80.977997,-16.507999,,,64.470001,0.0,,,64.469998,0.0,64.470001,0.0,,64.470001,64.470001,,126.015003,0.51,0.51,0.51,126.015003,0.51,0.51,0.51,
03/31/1995,110.779999,51.074001,,,54.561002,5.145,,,-2.033,2.033,0.0,0.0,-14.887,,,,,90.571999,-7.05,0.0,83.521998,-17.516001,,,66.005997,0.0,,,66.005998,0.0,66.005997,0.0,,66.005997,66.005997,,126.186001,0.523333,0.523333,0.516667,126.186001,0.523333,0.523333,0.516667,
06/30/1995,113.932999,53.888,,,55.482001,4.563,,,-2.71,2.71,0.0,0.0,-14.375,,,,,92.875,-7.109,0.0,85.766,-18.459,,,67.306999,0.0,,,67.307,0.0,67.306999,0.0,,67.306999,67.306999,,126.48,0.533333,0.533333,0.523333,126.48,0.533333,0.533333,0.523333,
09/30/1995,118.730003,55.609001,,,57.535999,5.585,,,-3.211,3.211,0.0,0.0,-16.065001,,,,,96.120003,-7.112,0.0,89.008003,-19.174,,,69.834,0.0,,,69.834003,0.0,69.834,0.0,,69.834,69.834,,126.765003,0.55,0.55,0.543333,126.765003,0.55,0.55,0.543333,
12/31/1995,118.778999,54.500999,,,57.499,6.779,,,-2.685,2.685,0.0,0.0,-17.761,,,,,93.902,-7.168,0.0,86.734,-18.462,,,68.272003,0.0,,,68.272,0.0,68.272003,0.0,,68.272003,68.272003,,127.253997,0.536667,0.536667,0.533333,127.253997,0.536667,0.536667,0.533333,
03/31/1996,130.197006,60.352001,,,62.758,7.087,,,-3.178,3.178,0.0,0.0,-16.448999,,,,,106.710999,-8.137,0.0,98.573999,-20.948999,,,77.625,0.0,,,77.625,0.0,77.625,0.0,,77.625,77.625,,128.808003,0.606667,0.606667,0.593333,128.808003,0.6,0.6,0.586667,
06/30/1996,135.024994,62.066002,,,65.334,7.625,,,-4.288,4.288,0.0,0.0,-17.514999,,,,,109.070999,-8.241,0.0,100.829999,-21.093,,,79.737,0.0,,,79.736999,0.0,79.737,0.0,,79.737,79.737,,129.912003,0.62,0.62,0.6,129.912003,0.613333,0.613333,0.593333,
09/30/1996,140.024002,64.538002,,,74.454997,1.031,,,-2.888,2.888,0.0,0.0,-18.955,,,,,113.862999,-8.605,0.0,105.257999,-21.937,,,83.320999,0.0,,,83.320999,0.0,83.320999,0.0,,83.320999,83.320999,,130.340996,0.613333,0.613333,0.62,130.340996,0.64,0.64,0.613333,
12/31/1996,140.291,64.755997,,,59.326001,16.209,,,-4.98,4.98,0.0,0.0,-18.395,,,,,111.946999,-8.479,0.0,103.467999,-21.988001,,,81.480003,0.0,,,81.479998,0.0,81.480003,0.0,,81.480003,81.480003,,130.946995,0.66,0.66,0.62,130.946995,0.62,0.62,0.613333,
03/31/1997,173.634995,83.379997,,,76.056002,14.199,,,-4.978,4.978,0.0,0.0,-28.42,,,,,131.602997,-8.858,0.0,122.744997,-25.884001,,,96.861,0.0,,,96.860996,0.0,96.861,0.0,,96.861,96.861,,141.243003,0.686667,0.686667,0.666667,143.847003,0.673333,0.673333,0.653333,
06/30/1997,175.337006,85.452003,,,75.647003,14.238,,,-6.156,6.156,0.0,0.0,-26.298,,,,,133.613007,-9.055,0.0,124.558007,-28.049,,,96.509003,0.0,,,96.509007,0.0,96.509003,0.0,,96.509003,96.509003,,141.939,0.68,0.68,0.666667,143.856,0.673333,0.673333,0.66,
09/30/1997,195.317001,87.686996,,,83.537001,24.093,,,-6.42,6.42,0.0,0.0,-27.885,,,,,147.496994,-10.303,0.0,137.193994,-30.642,,,106.552002,0.0,,,106.551993,0.0,106.552002,0.0,,106.552002,106.552002,,147.015003,0.726667,0.726667,0.7,148.995003,0.713333,0.713333,0.686667,
12/31/1997,180.423004,78.571999,,,75.231996,26.618999,,,-5.523,5.523,0.0,0.0,-20.441999,,,,,140.386993,-10.136,0.0,130.250994,-32.598999,,,97.652,0.0,,,97.651995,0.0,97.652,0.0,,97.652,97.652,,134.383495,0.726667,0.726667,0.7,135.628498,0.72,0.72,0.693333,
03/31/1998,224.449,99.642,99.642,0.0,94.942,29.865,,,-5.241,5.241,0.0,0.0,-27.404,,,,,140.511,-10.433,0.0,130.078,-27.973,,,102.105,0.0,,,102.105,0.0,102.105,0.0,0.0,102.105,102.105,,148.034607,0.686667,0.686667,0.686667,150.083916,0.68,0.68,0.68,
06/30/1998,224.619,104.613,104.613,0.0,89.046,30.96,,,-10.344,10.344,0.0,0.0,-24.949,,,,,169.422,-10.36,0.0,159.062,-40.033,,,119.029,0.0,,,119.029,0.0,119.029,0.0,0.0,119.029,119.029,,148.284591,0.8,0.8,0.8,150.319628,0.793333,0.793333,0.793333,
12/31/1998,227.553,114.135,,,85.207,28.211,,,-10.07,10.07,,,-29.159,,,,,194.738,-13.217,-49.203,132.318,-28.967,,,103.351,0.0,,,103.351,0.0,103.351,,0.0,103.351,103.351,,148.904731,0.694075,0.694075,0.694075,150.228608,0.687958,0.687958,0.687958,
03/31/1999,237.526,112.111,112.111,0.0,97.429,27.986,,,-161.93,161.93,0.0,0.0,-27.291,,,,,25.45,-13.496,0.0,11.954,-2.534,,,9.42,0.0,,,9.42,0.0,9.42,0.0,0.0,9.42,9.42,,149.321052,0.06,0.06,0.06,150.697678,0.06,0.06,0.06,
06/30/1999,236.53,107.217,107.217,0.0,96.152,33.161,,,-10.239,10.239,0.0,0.0,-29.346,,,,,171.878,-13.497,-105.023,53.358,3.435,,,56.793,0.0,,,56.793,0.0,56.793,0.0,0.0,56.793,56.793,,149.507025,0.38,0.38,0.38,150.888882,0.373333,0.373333,0.373333,
09/30/1999,243.508,110.139,110.139,0.0,97.094,36.275,,,-14.629,14.629,0.0,0.0,-28.759,,,,,173.624,-13.446,0.0,160.178,-32.768,,,127.41,0.0,,,127.41,0.0,127.41,0.0,0.0,127.41,127.41,,149.593209,0.853333,0.853333,0.853333,150.728073,0.846667,,0.813333,
12/31/1999,246.856995,113.329002,,,93.941002,39.587002,,,-11.656,11.656,0.0,0.0,-31.386,,,,,175.889008,-13.496,-5.0,157.393007,-30.486,,,126.906998,0.0,,,126.907007,0.0,126.906998,0.0,0.0,126.906998,126.906998,,149.124001,0.853333,0.853333,0.813333,150.110996,0.846667,0.846667,0.806667,
03/31/2000,254.434,104.704,104.704,0.0,107.255,42.475,,,-8.587,8.587,0.0,0.0,-27.98,,,,,192.573,-13.496,0.0,179.077,-46.757,,,132.32,0.0,,,132.32,0.0,132.32,0.0,0.0,132.32,132.32,,148.650649,0.893333,0.893333,0.893333,149.514065,0.886667,0.886667,0.886667,
06/30/2000,262.524,109.152,109.152,0.0,106.897,46.475,,,-13.735,13.735,0.0,0.0,-30.017,,,,,187.466,-13.355,0.0,174.111,-44.718,,,129.393,0.0,,,129.393,0.0,129.393,0.0,0.0,129.393,129.393,,147.484555,0.88,0.88,0.88,148.398588,0.873333,0.873333,0.873333,
09/30/2000,266.221,113.153,113.153,0.0,105.474,47.594,,,-13.873,13.873,0.0,0.0,-29.757,,,,,190.919,-13.426,0.0,177.493,-46.779,,,130.714,0.0,,,130.714,0.0,130.714,0.0,0.0,130.714,130.714,,147.265833,0.886667,0.886667,0.886667,148.303551,0.88,0.88,0.88,
12/31/2000,274.275,119.344,,,107.243,47.688,,,-15.096,15.096,0.0,0.0,-31.288,,,,,197.655,-13.479,0.0,184.176,-47.966,,,136.21,0.0,,,136.21,0.0,136.21,0.0,0.0,136.21,136.21,,147.456,0.926667,0.926667,0.926667,148.4625,0.92,0.92,0.92,
03/31/2001,260.524,120.135,120.135,0.0,95.618,44.771,,,-14.222,14.222,,,-28.146,,,,,190.329,-15.743,,174.586,-45.392,,,129.194,13.067,,,116.127,,116.127,,,116.127,116.127,,221.888751,0.526667,0.526667,0.526667,223.532782,0.52,0.58,0.58,
06/30/2001,287.712,128.239,128.239,0.0,105.748,53.725,,,-16.819,16.819,,,-30.606,,,,,208.65,-14.151,,194.499,-51.493,,,143.006,,,,143.006,,143.006,,,143.006,143.006,,148.160339,0.97,0.97,0.97,149.297865,0.96,0.96,0.96,
09/30/2001,295.268,134.45,134.45,0.0,112.768,48.05,,,-10.325,10.325,0.0,0.0,-30.868,,,,,225.81,-14.323,0.0,211.487,-56.967,,,154.52,0.0,,,154.52,0.0,154.52,0.0,0.0,154.52,154.52,,148.346088,1.04,1.04,1.04,149.533317,1.03,1.03,1.03,
12/31/2001,297.242004,141.046005,,,110.488997,45.707001,,,-15.285,15.285,0.0,0.0,-33.311001,,,,,222.639999,-12.228,0.0,210.412,-53.973999,,,156.438004,0.0,,,156.438001,0.0,156.438004,0.0,0.0,156.438004,156.438004,,148.324997,1.05,1.05,1.03,149.300995,1.05,1.05,1.03,
03/31/2002,301.116,139.038,139.038,0.0,119.447,42.631,,,-14.938,14.938,,,-31.335,,,,,230.056,-12.834,,217.222,-57.11,,,160.112,7.731,,,152.381,,152.381,,,152.381,152.381,,148.052769,1.03,1.08,1.08,149.226198,1.02,1.07,1.07,
06/30/2002,277.981,137.769,137.769,0.0,96.322,43.89,,,-14.95,14.95,,,-33.102,,,,,206.341,-12.956,,193.385,-50.798,,,142.587,,,,142.587,,142.587,,,142.587,142.587,,147.568448,0.97,0.97,0.97,148.761391,0.96,,0.96,
09/30/2002,311.347,154.6,,,104.265,52.482,,,-15.528,15.528,,,-34.599,,,,,235.3,-15.141,,220.159,-57.424,,,162.735,,,,162.735,,162.735,,,162.735,162.735,,146.526405,1.11,1.11,1.11,147.328961,1.1,1.1,1.1,
12/31/2002,573.978,157.102,,,55.888,360.988,,,-16.272,16.272,0.0,0.0,-36.034,,,,,492.854,-331.039,0.0,161.815,-40.431,,,121.384,0.0,,,121.384,0.0,121.384,0.0,0.0,121.384,121.384,,144.389411,0.84,0.84,0.84,144.980355,0.84,0.85,0.84,
03/31/2003,473.434,161.18,,,199.16,113.094,,,-16.878,16.878,,,-36.425,,,,,399.292,-86.974,,312.318,-89.106,,,223.212,-0.114,,,223.326,,223.326,,,223.326,223.326,,144.042116,1.55,1.55,1.55,145.357445,1.54,1.54,1.54,
06/30/2003,475.511,185.671,,,173.89,115.95,,,-18.192,18.192,,,-43.937,,,,,390.083,-86.293,,303.79,-86.654,,,217.136,-0.718,,,217.854,,217.854,,,217.854,217.854,,143.132545,1.52,1.52,1.52,144.628641,1.51,1.5,1.5,
09/30/2003,439.604,194.358,,,127.358,117.888,,,-19.052,19.052,,,-39.669,,,,,359.544,-90.571,,268.973,-79.69,,,189.283,-1.102,,,190.385,,190.385,,,190.385,190.385,,143.256514,1.33,1.32,1.32,145.119028,1.31,1.3,1.3,
12/31/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2004,492.703003,201.869995,,,157.549,133.283997,,,-19.438999,19.438999,0.0,0.0,-43.112,,,,,399.821014,-108.808998,0.0,291.012016,-82.424004,,,208.587997,-0.029,,,208.617013,0.0,208.617004,0.0,0.0,208.617004,208.617004,,143.608063,1.45,1.45,-0.15,146.647141,1.42,1.42,-0.15,
06/30/2004,504.656006,210.781998,,,144.676004,149.197998,,,-20.635,20.635,,,-45.647999,,,,,317.582001,-17.771,,299.811001,-84.096001,,,215.714996,-2.668,,,218.383,0.0,218.382996,0.0,0.0,218.382996,218.382996,,143.454178,1.52,1.5,1.38,146.289474,1.49,1.47,1.35,
09/30/2004,474.891998,210.994003,,,107.173997,156.723999,,,-21.336,21.336,0.0,0.0,-44.279999,,,,,377.848999,-124.228996,0.0,253.620003,-70.408997,,,183.210999,0.0,,,183.211006,0.0,183.210999,0.0,0.0,183.210999,183.210999,,141.408859,1.3,1.3,0.06,144.125412,1.27,1.27,0.06,
12/31/2004,519.22998,210.427994,,,174.409,181.852005,,,-21.663,21.663,0.0,0.0,-51.192001,,,,,346.181,-145.018997,0.0,201.162003,-91.917,,,232.955994,0.121,,,109.124003,0.0,232.835007,0.0,0.0,232.835007,232.835007,,139.007629,1.63,1.63,1.39,141.926239,1.6,1.6,1.36,
03/31/2005,563.609009,210.845001,,,154.567999,198.195999,,,-20.851,20.851,0.0,0.0,-45.823002,,,,,473.471985,-176.839005,0.0,296.63298,-83.825996,,,212.807007,0.0,,,212.806984,0.0,212.807007,0.0,0.0,212.807007,212.807007,,137.258743,1.55,1.55,1.44,140.442215,1.52,1.52,1.41,
06/30/2005,537.640991,213.384995,,,108.101007,216.154999,,,-21.708,21.708,0.0,0.0,-49.125999,,,,,435.210999,-195.307999,0.0,239.903,-66.228996,,,173.673996,0.0,,,173.674004,0.0,173.673996,0.0,0.0,173.673996,173.673996,,133.938171,1.3,1.3,1.42,136.886154,1.27,1.27,1.38,
09/30/2005,424.42099,204.072006,,,-20.461998,240.811005,,,-20.796,20.796,0.0,0.0,-56.014,,,,,242.557999,-22.08,0.0,220.477999,-77.600998,,,142.876999,1.093,,,141.784001,0.0,141.783997,0.0,0.0,141.783997,141.783997,,132.622849,1.07,1.08,0.36,135.822327,1.04,1.05,0.35,
12/31/2005,777.669,214.44,,,324.002,239.227,,,-20.919,20.919,0.0,0.0,-56.778,,,,,299.632,-235.393,0.0,64.239,-76.529,,,183.64,0.919,,,-13.209,0.0,182.721,0.0,0.0,182.721,182.721,,132.640767,1.38,1.4,1.41,135.871235,1.34,1.36,1.37,
03/31/2006,615.876,205.899,,,143.597,266.38,,,-20.126,20.126,0.0,0.0,-52.806,,,,,523.046,-249.796,0.0,273.25,-75.047,,,198.203,-0.791,,,198.994,0.0,198.994,0.0,0.0,198.994,198.994,,132.717298,1.5,1.49,1.49,136.547417,1.46,1.45,1.45,
06/30/2006,686.859985,216.735992,,,171.805998,298.317993,,,-20.295,20.295,0.0,0.0,-52.806,,,,,591.937988,-288.877014,0.0,303.060974,-83.138,,,219.923004,-1.439,,,221.361974,0.0,221.362,0.0,0.0,221.362,221.362,,132.765472,1.67,1.66,1.54,136.634384,1.62,1.61,1.5,
09/30/2006,711.083,212.327,,,173.237,325.519,,,-20.414,20.414,0.0,0.0,-54.118,,,,,612.778,-306.224,0.0,306.554,-89.981,,,216.573,-1.374,,,217.947,0.0,217.947,0.0,0.0,217.947,217.947,,132.794395,1.64,1.63,1.6,136.739403,1.59,1.58,1.55,
12/31/2006,698.437,200.631,,,152.867,344.939,,,-20.054,20.054,0.0,0.0,-62.145,,,,,587.579,-337.181,0.0,250.398,-71.914,,,178.484,-2.501,,,180.985,0.0,180.985,0.0,0.0,180.985,180.985,,132.898187,1.36,1.34,1.35,137.042313,1.32,1.3,1.31,
03/31/2007,729.942,186.191,,,520.294,23.457,,,-20.484,20.484,0.0,0.0,-77.34,,,,,318.956,-41.915,0.0,277.041,-78.43,,,198.611,0.0,,,198.611,0.0,198.611,0.0,0.0,198.611,198.611,,131.972954,1.5,1.5,1.52,136.090503,1.46,1.46,1.48,
06/30/2007,774.938,185.628,,,573.095,16.215,,,-20.968,20.968,0.0,0.0,-78.527,,,,,333.97,-40.953,0.0,293.017,-81.186,,,211.831,0.0,,,211.831,0.0,211.831,0.0,0.0,211.831,211.831,,127.386668,1.66,1.66,1.62,131.460764,1.61,1.61,1.57,
09/30/2007,431.22,168.315,,,249.046,13.859,,,-22.203,22.203,0.0,0.0,-73.312,,,,,-42.98,-39.843,0.0,-82.823,46.183,,,-36.64,0.0,,,-36.64,0.0,-36.64,0.0,0.0,-36.64,-36.64,,123.705544,-0.3,-0.3,1.56,123.705544,-0.3,-0.3,1.56,
12/31/2007,-2219.961,168.132,,,-2397.358,9.265,,,-836.69,836.69,0.0,0.0,-76.566,,,,,-3513.088,-39.839,0.0,-3552.927,1257.177,,,-2295.75,0.0,,,-2295.75,0.0,-2295.75,0.0,0.0,-2295.75,-2295.75,,123.739225,-18.55,-18.55,-3.82,123.739225,-18.55,-18.55,-3.82,
03/31/2008,-2956.121,155.315,155.315,0.0,-3118.728,7.292,,,-287.608,287.608,,,-79.009,,,,,-3322.738,-390.641,13.541,-3699.838,1293.105,,,-2406.733,,,,-2406.733,,-2406.733,0.0,0.0,-2406.733,-2406.733,,186.319894,-12.92,-12.92,-12.92,186.319894,-12.92,-12.92,-12.92,
06/30/2008,3289.236,233.393,233.393,0.0,3043.287,12.556,,,-22.344,22.344,,,-89.299,,,,,3177.593,-307.915,65.676,2935.354,-1234.994,,,1700.36,0.0,,,1700.36,0.0,1700.36,0.0,0.0,1700.36,1700.36,,238.152768,7.14,7.14,7.14,238.152768,7.14,7.14,7.14,
09/30/2008,79.866,234.745,234.745,0.0,-166.999,12.12,,,-982.514,982.514,,,-119.629,,,,,-1286.488,,239.898,-1046.59,240.111,,,-806.479,,,,-806.479,,-806.479,0.0,0.0,-806.479,-806.479,,235.706851,-3.42,-3.42,-3.42,235.706851,-3.42,-3.42,-3.42,
12/31/2008,-1679.931,226.99,226.99,0.0,-1917.608,10.687,,,-25.535,25.535,,,-93.066,,,,,-2007.547,,91.23,-1916.317,756.474,,,-1159.843,0.0,,,-1159.843,,-1159.843,0.0,0.0,-1159.843,-1159.843,,218.807551,-5.3,-5.3,-5.3,218.807551,-5.3,-5.3,-5.3,
03/31/2009,1929.415,228.669,228.669,0.0,1634.048,66.698,19.221,47.477,-693.725,693.725,,,-113.24,113.24,92.54,20.7,,1122.45,-137.279,0.0,985.171,-284.523,,,700.648,0.0,0.0,0.0,700.648,,700.648,0.0,-3.942,696.706,-273.49895,-970.20495,208.504957,3.34,3.34,-1.311714,208.504957,3.34,3.34,-1.313151,
06/30/2009,992.101,177.948,177.948,0.0,551.666,262.487,21.805,240.682,729.311,-729.311,,,-106.017,106.017,79.95,26.067,,1615.395,-112.474,0.0,1502.921,-604.907,,,898.014,0.0,0.0,0.0,898.014,,898.014,0.0,-3.271,894.743,496.254,-398.489,208.097729,4.3,4.3,2.384716,208.097729,4.3,4.3,2.384716,
09/30/2009,-620.158,181.248,181.248,0.0,-855.097,53.691,14.291,39.4,-238.76,238.76,,,-97.009,97.009,77.113,19.896,,-955.927,-110.136,0.0,-1066.063,341.53,,,-724.533,0.0,0.0,0.0,-724.533,,-724.533,0.0,-3.271,-727.804,-95.6972,632.1068,208.219324,-3.5,-3.5,-0.459598,208.219324,-3.5,-3.5,-0.464226,
12/31/2009,652.663,158.471,158.471,0.0,291.143,203.049,90.173,112.876,-660.963,660.963,,,-81.709,81.709,66.629,15.08,,-90.009,-115.139,0.0,-205.148,-34.921,,,-240.069,0.0,0.0,0.0,-240.069,,-240.069,0.0,-0.339,-240.408,-418.1947,-177.7867,207.756174,-1.16,-1.16,-2.012911,207.756174,-1.16,-1.16,-2.015747,
03/31/2010,-1856.369,156.817,156.817,0.0,-2212.898,199.712,121.979,77.733,-214.399,214.399,,,-90.669,90.669,67.921,22.748,,-2161.437,-97.989,0.0,-2259.426,779.19,,,-1480.236,0.0,0.0,0.0,-1480.236,,-1480.236,0.0,0.0,-1480.236,-3.26765,1476.96835,204.938455,-7.22,-7.22,-0.015945,204.938455,-7.22,-7.22,-0.015945,
06/30/2010,2077.0,156.0,156.0,0.0,1600.0,321.0,11.0,310.0,73.0,-73.0,,,-87.0,87.0,73.0,14.0,,2063.0,-95.0,0.0,1968.0,-673.0,,,1295.0,0.0,0.0,0.0,1295.0,,1295.0,0.0,0.0,1295.0,131.5,-1163.5,204.377833,6.34,6.34,0.643416,204.921673,6.32,6.32,0.642221,
