Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1997,182.867004,92.694002,70.386002,22.308001,28.912001,,,2.94,,,,,21.341,,,,,,,145.886993,22.879999,,,3.142,,10.958,,,,,10.958,36.979999,,3.7,3.7,,,,0.249,,,,,63.981,,,63.981,67.93,2.49,,,,0.817,,,,,,0.817,3.307,71.237,0.0,48.326,,,0.0,,63.304001,111.630001,0.0,111.630001,182.867001,
08/31/1997,194.910004,86.11,58.928001,27.181999,32.040001,,,2.22,,,,,23.433001,,,,,,,143.802994,25.250999,40.976002,-15.725,14.747,,11.109,,,,,11.109,51.106999,,7.714,7.714,,,,0.295,,,,,59.384997,,,59.384997,67.393997,2.494,,,,0.705,,,,,,0.705,3.199,70.592997,0.0,51.588001,,,0.0,,72.728996,124.316997,0.0,124.316997,194.909994,
11/30/1997,252.809006,82.693999,50.842999,31.851,42.182999,,,2.713,,,,,27.729,,,,,,,155.319,27.723,46.063999,-18.341,12.258,,57.508999,,,,,57.508999,97.489999,,6.162,6.162,,,,0.292,,,,,76.779002,,,76.779002,83.233002,2.444,,,,12.213,,,,,,12.213,14.657,97.890002,0.0,71.577003,,,0.0,,83.342003,154.919006,0.0,154.919006,252.809008,
02/28/1998,265.717987,82.099,51.395,30.704,46.997002,,,2.997,,,,,31.08,,,,,,,163.173004,30.028,50.222,-20.194,14.1,,58.417,,,,,58.417,102.545,,6.667,6.667,,,,0.299,,,,,78.691997,,,78.691997,85.657997,2.528,,,,12.159,,,,,,12.159,14.687,100.344997,0.0,74.301003,,,0.0,,91.071999,165.373002,0.0,165.373002,265.717999,
05/31/1998,290.867004,88.466,56.193001,32.272999,47.917,,,2.907,,,,,30.535,,,,,,,169.824997,37.216999,59.535999,-22.319,24.261999,,59.563,,,,,59.563,121.041998,,8.583,8.583,,,,0.233,,,,,81.561998,,,81.561998,90.377998,2.637,,,,11.807,,,,,,11.807,14.444,104.821998,0.0,79.449997,,,0.0,,106.595001,186.044998,0.0,186.044998,290.866996,
08/31/1998,305.160004,79.864,52.326,27.538,61.282001,,,0.0,0.0,,0.0,0.0,32.861,,,,,,,174.007004,46.618,71.541,-24.923,17.929001,,66.606003,41.397999,,,,25.208004,131.153004,,9.684,9.684,,,,0.333,,,,,85.556997,,,85.556997,95.573997,3.75,,,,6.028,,,,,,6.028,9.778,105.351997,0.0,80.778999,,,0.0,,119.028999,199.807998,0.0,199.807998,305.159995,
11/30/1998,321.046,80.368,51.839,28.529,69.102,69.102,,0.0,,,,,36.006,,,,,,,185.476,55.8,83.786,-27.986,14.592,,65.178,40.943,40.943,0.0,,24.235,135.57,,8.163,8.163,,,,0.333,,,,,93.526,,,93.526,102.022,3.632,,,,7.166,,,,,,7.166,10.798,112.82,0.0,84.076,,,0.0,132.561,-8.411,208.226,0.0,208.226,321.046,
02/28/1999,332.215,83.101,51.336,31.765,75.953,75.953,,0.0,,,,,35.146,,,,,,,194.2,59.85742,91.472,-31.614,8.55,,69.607,40.601,40.601,0.0,,29.006,138.01442,,7.563,7.563,,,,0.333,,,,,88.227,,,88.227,96.123,3.738,,,,8.147,,,,,,8.147,11.885,108.008,0.0,95.96,,,-14.472,142.716,0.003,224.207,0.0,224.207,332.215,
05/31/1999,334.322,73.988,44.104,29.884,73.371,73.371,,0.0,,,,,41.649,,,,,,,189.008,68.081,104.016,-35.935,10.125,10.125,67.108,40.259,40.259,0.0,10.701,16.148,145.314,,12.857,12.857,,,,0.346,,,,,93.098,,,93.098,106.301,3.916,,,,4.365,,,,,,4.365,8.281,114.582,0.0,97.931,,,-39.855,161.676,-0.012,219.74,0.0,219.74,334.322,
08/31/1999,348.342,82.598,51.534,31.064,75.664,,,0.0,0.0,0.0,0.0,0.0,39.951,,,,,,,198.213,74.826,115.656,-40.83,8.507,,66.796,39.917,,,,26.879,150.129,,12.105,12.105,,,,0.3,,,,,96.382,,,96.382,108.787,4.222,,,,4.213,,,,,,4.213,8.435,117.222,0.0,99.293,,,-46.197,,178.024,231.12,0.0,231.12,348.342,
11/30/1999,353.038,111.988,46.445,65.543,77.476,77.476,,0.0,0.0,0.0,0.0,0.0,13.54,,,,,,,203.004,77.824,123.87,-46.046,18.13,,54.08,39.575,39.575,0.0,,14.505,150.034,,11.634,11.634,,,,0.3,,,,,104.188,,,104.188,116.122,4.579,,,,4.701,,,,,,4.701,9.28,125.402,0.0,98.37,,,-65.569,194.855,-0.02,227.636,0.0,227.636,353.038,
02/29/2000,348.443,72.536,35.338,37.198,77.181,77.181,,0.0,0.0,0.0,0.0,0.0,45.397,,,,,,,195.114,82.207,133.636,-51.429,5.874,,65.248,39.233,39.233,0.0,,26.015,153.329,,13.482,13.482,,,,0.3,,,,,106.489,,,106.489,120.271,4.953,,,,3.789,,,,,,3.789,8.742,129.013,0.0,97.64,,,-84.949,206.768,-0.029,219.43,0.0,219.43,348.443,
05/31/2000,376.68,94.035,51.15,42.885,73.587,73.587,,0.0,0.0,0.0,0.0,0.0,51.562,,,,,,,219.184,84.224,140.817,-56.593,8.576,,64.696,38.89,38.89,0.0,,25.806,157.496,,13.494,13.494,,,,0.295,,,,,113.832,,,113.832,127.621,9.819,,,,3.724,,,,,,3.724,13.543,141.164,0.0,96.579,,,-88.984,227.911,0.01,235.516,0.0,235.516,376.68,
08/31/2000,404.79,118.138,59.912,58.226,78.933,,,0.0,0.0,0.0,0.0,0.0,49.836,,,,,,,246.907,87.833,150.282,-62.449,6.02,,64.03,38.548,38.548,0.0,,25.482,157.883,,12.96,12.96,,,,0.45,,,,,117.679,,,117.679,131.089,9.973,,,,2.52,,,,,,2.52,12.493,143.582,0.0,95.363,,,-83.353,,249.198,261.208,0.0,261.208,404.79,
11/30/2000,532.057,232.196,123.754,108.442,77.765,77.765,,0.0,0.0,0.0,0.0,0.0,58.725,,,,,,,368.686,89.892,158.723,-68.831,11.323,,62.156,38.206,38.206,0.0,,23.95,163.371,,10.537,10.537,,,,0.322,0.322,0.0,0.0,,136.422,,,136.422,147.281,10.542,10.542,0.0,0.0,1.532,,,,,,1.532,12.074,159.355,0.0,167.765,,,-69.18,274.048,0.069,372.702,0.0,372.702,532.057,
02/28/2001,556.142,252.98,122.808,130.172,78.964,78.964,,0.0,0.0,0.0,0.0,0.0,55.883,,,,,,,387.827,92.912,,,13.394,13.394,62.009,37.864,37.864,0.0,11.888,12.257,168.315,,12.925,12.925,,,,0.317,0.317,0.0,0.0,,134.945,,,134.945,148.187,11.002,11.002,0.0,0.0,1.275,,,,,,1.275,12.277,160.464,0.0,169.959,,,-64.743,290.397,0.065,395.678,0.0,395.678,556.142,
05/31/2001,607.406,278.936,135.764,143.172,85.794,85.794,,0.0,0.0,0.0,0.0,0.0,62.395,,,,,,,427.125,100.755,,,18.532,,60.994,37.521,37.521,0.0,,23.473,180.281,,12.703,12.703,,,,0.408,0.408,0.0,0.0,,146.411,,,146.411,159.522,11.484,11.484,0.0,0.0,1.512,,,,,,1.512,12.996,172.518,0.0,172.162,,,-63.134,325.785,0.075,434.888,0.0,434.888,607.406,
08/31/2001,680.343,316.799,145.933,170.866,90.267,,,0.0,0.0,0.0,0.0,0.0,79.985,,,,,,,487.051,102.624,191.806,-89.182,27.239,,63.429,37.096,37.096,0.0,,26.333,193.292,,16.846,16.846,,,,0.408,,,,,164.946,,,164.946,182.2,14.849,,,,1.409,,,,,,1.409,16.258,198.458,0.0,185.528,,,-60.761,,357.118,481.885,0.0,481.885,680.343,
11/30/2001,736.416,345.422,166.394,179.028,93.624,93.624,,0.0,0.0,0.0,0.0,0.0,96.035,,,,,,,535.081,100.499,,,37.494,37.494,63.342,37.096,37.096,0.0,,26.246,201.335,,13.633,13.633,,,,0.388,0.388,0.0,0.0,,187.573,,,187.573,201.594,15.226,15.226,0.0,0.0,1.345,,,,,,1.345,16.571,218.165,0.0,194.121,,,-65.991,389.995,0.126,518.251,0.0,518.251,736.416,
02/28/2002,784.157,371.836,196.622,175.214,95.68,95.68,,0.0,0.0,0.0,0.0,0.0,103.764,,,,,,,571.28,101.789,,,47.337,47.337,63.751,37.096,37.096,0.0,,26.655,212.877,,12.812,12.812,,,,0.394,0.394,0.0,0.0,,194.582,,,194.582,207.788,15.637,15.637,0.0,0.0,1.298,,,,,,1.298,16.935,224.723,0.0,196.394,,,-54.344,418.088,-0.704,559.434,0.0,559.434,784.157,
05/31/2002,886.325,445.893,238.655,207.238,94.543,94.543,,0.0,0.0,0.0,0.0,0.0,112.248,,,,,,,652.684,104.383,,,64.197,64.197,65.061,37.096,37.096,0.0,,27.965,233.641,,15.401,15.401,,,,3.003,3.003,0.0,0.0,,216.415,,,216.415,234.819,20.216,20.216,0.0,0.0,1.157,,,,,,1.157,21.373,256.192,0.0,210.141,,,-48.878,468.887,-0.017,630.133,0.0,630.133,886.325,
08/31/2002,979.642,509.784,295.237,214.547,99.282,,,0.0,0.0,0.0,0.0,0.0,121.381,,,,,,,730.447,104.292,225.904,-121.612,78.619,,66.284,37.096,37.096,0.0,,29.188,249.195,,22.478,22.478,,,,7.51,,,,,234.326,,,234.326,264.314,15.508,,,,0.827,,,,,,0.827,16.335,280.649,0.0,227.259,,,-46.029,,517.763,698.993,0.0,698.993,979.642,
11/30/2002,1078.39,558.288,343.786,214.502,113.248,113.248,,0.0,0.0,0.0,0.0,0.0,130.713,,,,,,,802.249,108.92,,,100.81,100.81,66.411,37.096,37.096,0.0,,29.315,276.141,,21.045,21.045,,,,7.41,7.41,0.0,0.0,,250.928,,,250.928,279.383,15.502,15.502,0.0,0.0,0.87,,,,,,0.87,16.372,295.755,0.0,248.006,,,-40.418,574.875,0.172,782.635,0.0,782.635,1078.39,
02/28/2003,1169.961,599.674,413.326,186.348,112.878,112.878,,0.0,0.0,0.0,0.0,0.0,147.851,,,,,,,860.403,113.928,,,128.772,128.772,66.858,37.096,37.096,0.0,,29.762,309.558,,23.495,23.495,,,,7.41,7.41,0.0,0.0,,270.538,,,270.538,301.443,15.77,15.77,0.0,0.0,0.946,,,,,,0.946,16.716,318.159,0.0,265.149,,,-33.876,620.561,-0.032,851.802,0.0,851.802,1169.961,
05/31/2003,1275.97,661.947,418.892,243.055,115.044,115.044,,0.0,0.0,0.0,0.0,0.0,159.438,,,,,,,936.429,115.247,265.851,-150.604,157.714,157.714,66.58,37.096,37.096,0.0,,29.484,339.541,,23.288,23.288,,,,3.255,,,,,283.968,,,283.968,310.511,15.376,,,,0.74,,,,,,0.74,16.116,326.627,0.0,283.221,,,-28.324,694.818,-0.372,949.343,0.0,949.343,1275.97,
08/31/2003,1378.204,652.414,416.452,235.962,123.728,,,0.0,0.0,0.0,0.0,0.0,174.101,,,,,,,950.243,119.057,279.317,-160.26,245.772,,63.132,37.096,37.096,0.0,,26.036,427.961,,29.314,29.314,,,,3.231,,,,,302.678,,,302.678,335.223,15.114,,,,0.942,,,,,,0.942,16.056,351.279,0.0,293.754,,,-27.1,765.196,-4.925,1026.925,0.0,1026.925,1378.204,
11/30/2003,1542.211,736.712,449.644,287.068,129.355,129.355,,0.0,0.0,0.0,0.0,0.0,185.677,,,,,,,1051.744,134.054,304.314,-170.26,291.19,291.19,65.223,37.096,37.096,0.0,,28.127,490.467,,22.775,22.775,,,,3.231,,,,,347.503,,,347.503,373.509,15.514,,,,0.775,,,,,,0.775,16.289,389.798,0.0,322.679,,,-19.096,849.467,-0.637,1152.413,0.0,1152.413,1542.211,
02/29/2004,1621.972,747.778,461.597,286.181,132.199,132.199,,0.0,0.0,0.0,0.0,0.0,206.287,,,,,,,1086.264,153.953,333.52,-179.567,313.7,313.7,68.055,37.096,37.096,0.0,,30.959,535.708,,28.562,28.562,,,,3.231,,,,,366.671,,,366.671,398.464,15.521,,,,0.659,,,,,,0.659,16.18,414.644,0.0,338.174,,,-31.166,917.97,-17.65,1207.328,0.0,1207.328,1621.972,
05/31/2004,1748.361,812.547,489.009,323.538,136.258,136.258,,0.0,0.0,0.0,0.0,0.0,209.186,,,,,,,1157.991,169.884,359.997,-190.113,351.871,351.871,68.615,37.096,37.096,0.0,,31.519,590.37,,34.495,34.495,,,,3.946,,,,,398.735,,,398.735,437.176,15.074,,,,0.622,,,,,,0.622,15.696,452.872,0.0,342.351,,,-47.759,1027.306,-26.409,1295.489,0.0,1295.489,1748.361,
08/31/2004,1452.273,492.862,244.519,248.343,146.497,146.497,,,,,,,215.325,,,,,,,854.684,169.377,365.888,-196.511,316.743,316.743,111.469,37.096,37.096,0.0,,74.373,597.589,,50.895,50.895,,,,3.186,,,,,411.357,,,411.357,465.438,29.166,,,,0.528,,,,,,0.528,29.694,495.132,,28.891,,,,928.815,-0.565,957.141,,957.141,1452.273,
11/30/2004,1289.56,383.845,123.657,260.188,151.583,151.583,,,,,,,243.497,,,,,,,778.925,178.656,387.018,-208.362,232.718,232.718,99.261,37.096,37.096,0.0,,62.165,510.635,,41.29,41.29,,,,4.179,,,,,444.881,,,444.881,490.35,29.827,,,,0.393,,,,,,0.393,30.22,520.57,,14.395,,,-282.64,1038.346,-1.111,768.99,,768.99,1289.56,
02/28/2005,1216.321,263.32,7.878,255.442,171.238,171.238,,,,,,,276.063,,,,,,,710.621,234.22,486.347,-252.127,176.165,176.165,95.315,37.096,37.096,0.0,,58.219,505.7,,38.174,38.174,,,,13.608,,,,,427.602,,,427.602,479.384,67.73,,,,0.47,,,,,,0.47,68.2,547.584,,0.104,,,-445.184,1114.738,-0.921,668.737,,668.737,1216.321,
05/31/2005,1261.397,317.656,68.775,248.881,180.916,180.916,,0.0,,,,,274.807,,,,,,,773.379,257.74,528.685,-270.945,137.113,137.113,93.165,37.096,37.096,0.0,,56.069,488.018,,41.893,41.893,,,,16.101,,,,,457.289,,,457.289,515.283,77.709,,,,0.46,,,,,,0.46,78.169,593.452,0.0,0.104,,,-580.058,1248.728,-0.829,667.945,0.0,667.945,1261.397,
08/31/2005,1281.548,361.296,137.184,224.112,172.602,172.602,,0.0,0.0,0.0,0.0,0.0,275.251,,,,,,,809.149,270.645,562.778,-292.133,97.35,,104.404,37.096,37.096,0.0,,67.308,472.399,,40.129,40.129,,,,19.499,,,,,507.117,,,507.117,566.745,,,,,80.583,,,,,,80.583,80.583,647.328,0.0,0.104,,,-645.742,1280.996,-1.138,634.22,0.0,634.22,1281.548,
11/30/2005,1232.501,306.909,165.33,141.579,201.068,201.068,,0.0,,,,,262.81,,,,,,,770.787,267.231,573.54,-306.309,87.525,87.525,106.958,37.096,37.096,0.0,,69.862,461.714,,38.328,38.328,,,,19.231,,,,,514.938,,,514.938,572.497,81.237,,,,0.238,,,,,,0.238,81.475,653.972,0.0,0.104,,,-887.726,1467.41,-1.259,578.529,0.0,578.529,1232.501,
02/28/2006,1055.152,118.34,20.539,97.801,200.719,,,,,,,,275.654,,,,,,,594.713,287.068,611.717,-324.649,76.079,,97.292,37.096,37.096,0.0,,60.196,460.439,,44.879,44.879,,,,20.432,,,,,463.527,,,463.527,528.838,84.537,,,,0.359,,,,,,0.359,84.896,613.734,,0.104,,,-1079.274,1522.022,-1.434,441.418,,441.418,1055.152,
05/31/2006,1179.81,264.171,191.981,72.19,149.482,149.482,,0.0,0.0,0.0,0.0,0.0,289.356,,,,,,,703.009,308.992,,,62.929,62.929,104.88,37.096,37.096,0.0,,67.784,476.801,,48.92,48.92,,,,22.68,,,,,523.535,,,523.535,595.135,81.985,,,,0.441,,,,,,0.441,82.426,677.561,0.0,0.104,,,-1061.172,1564.98,-1.663,502.249,0.0,502.249,1179.81,
08/31/2006,1283.005,355.036,309.058,45.978,160.583,161.058,,0.0,0.0,0.0,0.0,0.0,287.313,,,,,,,802.932,328.44,684.532,-356.092,53.692,53.692,97.941,16.891,16.891,0.0,,81.05,480.073,,61.289,61.289,,,,23.101,,,,,511.366,,,511.366,595.756,82.492,,,,0.384,,,,,,0.384,82.876,678.632,0.0,0.104,,,-1054.046,1659.349,-1.034,604.373,0.0,604.373,1283.005,
11/30/2006,1464.575,464.105,426.159,37.946,183.513,183.513,,0.0,,,,,306.032,,,,,,,953.65,339.478,,,48.653,48.653,122.794,31.029,31.029,0.0,,91.765,510.925,,38.625,38.625,,,,22.389,,,,,591.049,,,591.049,652.063,79.157,,,,0.327,,,,,,0.327,79.484,731.547,0.0,0.104,,,-1044.01,1777.795,-0.861,733.028,0.0,733.028,1464.575,
02/28/2007,1505.852,454.226,424.088,30.138,195.795,195.795,,0.0,0.0,0.0,0.0,0.0,342.654,,,,,,,992.675,343.579,,,45.053,45.053,124.545,31.029,31.029,0.0,,93.516,513.177,,39.147,39.147,,,,21.29,,,,,564.543,,,564.543,624.98,76.63,,,,0.588,,,,,,0.588,77.218,702.198,0.0,0.104,,,-1043.682,1848.008,-0.776,803.654,0.0,803.654,1505.852,
05/31/2007,1700.324,649.417,627.974,21.443,179.551,179.551,,0.0,0.0,0.0,0.0,0.0,356.487,,,,,,,1185.455,347.722,,,40.645,40.645,126.502,31.029,31.029,0.0,,95.473,514.869,,38.088,38.088,,,,21.818,,,,,622.216,,,622.216,682.122,73.413,,,,0.357,,,,,,0.357,73.77,755.892,0.0,0.104,,,-1040.809,1986.735,-1.598,944.432,0.0,944.432,1700.324,
08/31/2007,1449.863,370.597,339.319,31.278,190.912,190.912,,0.0,0.0,0.0,0.0,0.0,363.869,,,,,,,925.378,364.207,766.169,-401.962,22.084,22.084,138.194,29.633,29.633,0.0,,108.561,524.485,,80.729,80.729,,,,21.093,,,,,642.013,,,642.013,743.835,71.893,,,,0.295,,,,,,0.295,72.188,816.023,0.0,0.104,,,-1461.368,2096.385,-1.281,633.84,0.0,633.84,1449.863,
11/30/2007,1716.734,572.452,542.128,30.324,187.551,187.551,,0.0,0.0,0.0,0.0,0.0,371.064,,,,,,,1131.067,376.102,,,18.017,18.017,191.548,66.671,66.671,0.0,,124.877,585.667,,44.624,44.624,,,,21.057,,,,,661.42,,,661.42,727.101,123.498,,,,0.237,,,,,,0.237,123.735,850.836,0.0,0.104,,,-1370.036,2237.492,-1.662,865.898,0.0,865.898,1716.734,
02/29/2008,1917.692,442.849,411.97,30.879,160.478,160.478,,0.0,0.0,0.0,0.0,0.0,470.815,,,,,,,1074.142,389.801,,,94.014,94.014,359.735,66.773,66.773,0.0,,292.962,843.55,,42.299,42.299,,,,20.95,,,,,681.771,,,681.771,745.02,286.995,,,,0.23,,,,,,0.23,287.225,1032.245,0.0,0.104,,,-1332.543,2219.696,-1.81,885.447,0.0,885.447,1917.692,
05/31/2008,1712.221,265.438,237.072,28.366,184.183,184.183,,0.0,0.0,0.0,0.0,0.0,432.426,,,,,,,882.047,421.588,,,37.035,37.035,371.551,87.673,66.017,21.656,,283.878,830.174,,42.234,42.234,,,,80.808,,,,,739.94,,,739.94,862.982,253.037,,,,0.21,,,,,,0.21,253.247,1116.229,0.0,8.027,,,-1783.57,2367.131,-2.195,589.393,6.599,595.992,1712.221,
08/31/2008,1860.412,486.255,483.195,3.06,221.919,221.919,,,,,,,461.369,,,,,,,1169.543,439.135,873.94,-434.805,25.204,25.204,226.53,109.064,85.968,23.096,,117.466,690.869,,46.589,46.589,,,,47.228,,,,,771.792,,,771.792,865.609,145.791,,,,2.847,,,,,,2.847,148.638,1014.247,,0.104,,,-1757.277,2595.34,-3.958,834.209,11.956,846.165,1860.412,
11/30/2008,2216.594,798.299,796.902,1.397,175.02,175.02,0.0,0.0,0.0,0.0,0.0,0.0,546.579,,,,102.145,,494.883,1519.898,442.477,,,23.001,23.001,231.218,99.382,81.757,17.625,,29.691,696.696,,302.699,54.796,116.721,,131.182,45.178,0.0,,,45.178,673.148,0.007,,455.438,1021.025,144.831,138.288,6.543,6.543,2.146,,,,,2.139,0.0,146.977,1168.002,0.0,0.663,0.104,0.559,-1725.408,2777.084,-15.598,1036.741,11.851,1048.592,2216.594,
02/28/2009,2434.284,885.817,884.424,1.393,167.139,167.139,0.0,0.0,0.0,0.0,0.0,0.0,665.03,55.376,,,101.486,,553.998,1717.986,457.528,,,23.001,23.001,235.769,105.065,88.261,16.804,,29.218,716.298,,189.54,67.756,,,121.784,40.052,0.0,,,40.052,768.934,,,521.468,998.526,158.749,151.727,7.022,7.022,1.943,,,,,1.943,0.0,160.692,1159.218,0.0,22.041,0.104,21.937,-1645.745,2902.43,-15.187,1263.539,11.527,1275.066,2434.284,
05/31/2009,2276.044,796.69,795.699,0.991,170.02,170.02,0.0,0.0,0.0,0.0,0.0,0.0,603.03,2.367,,,80.679,,541.892,1569.74,467.321,,,22.401,22.401,216.582,103.612,88.921,14.691,,32.291,706.304,,231.182,56.965,,,174.217,119.922,0.0,,,119.922,766.843,,,505.685,1117.947,104.802,98.046,6.756,6.756,2.012,,,,,2.012,0.0,106.814,1224.761,0.0,35.609,0.104,35.505,-2086.28,3103.534,-14.636,1038.227,13.056,1051.283,2276.044,
