Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1994,143.791,,-123.055,,20.736,,-4.07,,,,,,16.666,-2.031,,2.252,,0.0,,-0.221,14.635,-5.905,,,,8.73,0.0,,,8.73,0.0,8.73,0.0,,8.73,8.73,,132.063995,0.06625,0.06625,,132.063995,0.06625,0.06625,0.06625,
07/31/1994,151.095993,,-145.815002,,5.280991,,-4.846,,,,,,0.435,-1.037,,2.183,,0.0,,-1.146,-0.602,0.05,,,,-0.552,0.0,,,-0.552,0.0,-0.552,0.0,,-0.552,-0.552,,132.063995,-0.004375,-0.004375,,132.063995,-0.004375,-0.004375,-0.004375,
10/31/1994,160.600006,,-142.770004,,17.830002,,-3.821,,,,,,14.009,-1.843,,2.12,,0.0,,-0.277,12.166,-4.914,,,,7.252,-5.703,,,12.955,0.0,12.955,0.0,,12.955,12.955,,132.063995,0.098125,0.055,,132.063995,0.098125,0.055,0.055,
01/31/1995,146.263,,-139.279999,,6.983002,,-4.119,,,,,,2.864,-1.215,,2.122,,0.0,,-0.907,1.649,-0.666,,,,0.983,0.0,,,0.983,0.0,0.983,0.0,,0.983,0.983,,132.063995,0.0075,0.0075,,132.063995,0.0075,0.0075,0.0075,
04/30/1995,146.923004,,-142.007004,,4.916,,-4.14,,,,,,0.776,-1.707,,2.095,,0.0,,-0.388,-0.931,0.555,,,,-0.376,0.0,,,-0.376,0.0,-0.376,0.0,,-0.376,-0.376,,132.063995,-0.003125,-0.003125,,132.063995,-0.003125,-0.003125,-0.003125,
07/31/1995,159.615997,,-145.822006,,13.793991,,-5.244,,,,,,8.55,-1.287,,2.015,,0.0,,-0.728,7.263,-2.705,,,,4.558,0.0,,,4.558,0.0,4.558,0.0,,4.558,4.558,,132.063995,0.035,0.035,,132.063995,0.035,0.035,0.035,
10/31/1995,164.718994,,-148.962997,,15.755997,,-3.99,,,,,,11.766,-1.555,,1.909,,0.0,,-0.354,10.211,-4.108,,,,6.103,0.0,,,6.103,0.0,6.103,0.0,,6.103,6.103,,132.063995,0.04625,0.04625,,132.063995,0.04625,0.04625,0.04625,
01/31/1996,151.509995,,-143.449005,,8.060989,,-4.273,,,,,,3.788,-1.486,,2.54,,0.0,,-1.054,2.302,-0.926,,,,1.376,0.0,,,1.376,0.0,1.376,0.0,,1.376,1.376,,132.063995,0.010625,0.010625,,132.063995,0.010625,0.010625,0.010625,
04/30/1996,168.255997,,-156.335007,,11.92099,,-4.435,,,,,,7.486,-1.656,,2.682,,0.0,,-1.026,5.83,-2.327,,,,3.503,0.0,,,3.503,0.0,3.503,0.0,,3.503,3.503,,132.063995,0.02625,0.02625,,132.063995,0.02625,0.02625,0.02625,
07/31/1996,190.973999,,-171.046005,,19.927994,,-5.401,,,,,,14.527,-1.082,,2.503,,0.0,,-1.421,13.445,-5.193,,,,8.252,0.0,,,8.252001,0.0,8.252,0.0,,8.252,8.252,,132.063995,0.0625,0.0625,,132.063995,0.0625,0.0625,0.0625,
10/31/1996,186.820999,,-176.016006,,10.804993,,-4.259,,,,,,6.546,-1.188,,2.372,,0.0,,-1.184,5.358,-2.15,,,,3.208,0.0,,,3.208,0.0,3.208,0.0,,3.208,3.208,,132.063995,0.024375,0.024375,0.024375,132.063995,0.024375,0.024375,0.024375,
01/31/1997,183.625,,-181.009003,,2.615997,,-3.911,,,,,,-1.295,-1.235,,2.384,,0.0,,-1.149,-2.53,1.016,,,,-1.514,0.0,,,-1.514,0.0,-1.514,0.0,,-1.514,-1.514,,132.063995,-0.01125,-0.01125,-0.01125,132.063995,-0.01125,-0.01125,-0.01125,
04/30/1997,179.845993,,-161.472,,18.373993,,-4.051,,,,,,14.323,-1.201,,2.347,,0.0,,-1.146,13.122,-5.267,,,,7.855,0.0,,,7.855,0.0,7.855,0.0,,7.855,7.855,,132.063995,0.059375,0.059375,0.059375,132.063995,0.059375,0.059375,0.059375,
07/31/1997,169.100998,,-158.268997,,10.832001,,-4.859,,,,,,5.973,-0.104,,2.236,,0.0,,-2.132,5.869,-2.331,,,,3.538,0.0,,,3.538,0.0,3.538,0.0,,3.538,3.538,,132.063995,0.026875,0.026875,0.026875,132.063995,0.026875,0.026875,0.026875,
10/31/1997,168.921997,,-154.906998,,14.014999,,-3.941,,,,,,10.074,-1.395,,2.144,,0.0,,-0.749,8.679,-3.472,,,,5.207,0.0,,,5.207,0.0,5.207,0.0,,5.207,5.207,,132.063995,0.039375,0.039375,0.039375,132.063995,0.039375,0.039375,0.039375,
01/31/1998,136.783005,,-132.557999,,4.225006,,-4.421,,,,,,-0.196,-1.438,,2.118,,0.0,,-0.68,-1.634,0.654,,,,-0.98,0.0,,,-0.98,0.0,-0.98,0.0,,-0.98,-0.98,,132.063995,-0.0075,-0.0075,-0.0075,132.063995,-0.0075,-0.0075,-0.0075,
04/30/1998,134.207993,,-122.290001,,11.917992,,-4.294,,,,,,7.624,-2.374,,2.092,,0.0,,0.282,5.25,-2.277,,,,2.973,0.0,,,2.973,0.0,2.973,0.0,,2.973,2.973,,132.063995,0.0225,0.0225,0.0225,132.063995,0.0225,0.0225,0.0225,
07/31/1998,150.386,,-131.086,,19.3,,-4.037,,,,,,15.263,-2.692,,2.017,,,,0.675,12.571,-4.604,,,,7.967,,,,7.967,,7.967,,,7.967,7.967,,132.064,0.060625,0.060625,0.06375,132.064,0.060625,0.060625,0.06375,
10/31/1998,142.995,,-131.193,,11.802,,-4.633,,,,,,7.169,-2.878,1.881,1.931,-0.05,0.0,,0.997,4.291,-1.673,,,,2.618,0.0,,,2.618,0.0,2.618,0.0,,2.618,2.618,,132.064,0.02,0.02,0.026875,132.064,0.02,0.02,0.026875,
01/31/1999,120.684,,-91.829,,28.855,,-26.249,,,,,,2.606,-5.568,1.939,1.982,-0.043,,,3.629,-2.962,1.155,,,,-1.807,,,,-1.807,,-1.807,,,-1.807,-1.807,4.371,132.064,-0.01375,-0.01375,-0.01375,132.064,-0.01375,-0.01375,-0.01375,
04/30/1999,143.375,,-125.761,,17.614,,-1.154,6.491,,,,-5.337,16.46,-1.792,1.992,2.035,-0.043,,-0.2,0.0,14.668,-5.881,,,,8.787,,,,8.787,,8.787,,0.0,8.787,8.787,,132.064,0.06625,0.06625,0.06625,132.064,0.06625,0.06625,0.06625,
07/31/1999,190.932,,-166.779,,24.153,,-5.653,,,,,,18.5,-1.338,,1.842,,,,-0.504,17.162,-6.823,,,,10.339,,,,10.339,,10.339,,,10.339,10.339,,132.064,0.07875,0.07875,0.07875,132.064,0.07875,0.07875,0.07875,
10/31/1999,200.631,,-189.485,,11.146,,-5.171,,,,,,5.975,-0.666,1.297,1.561,-0.264,0.0,,-0.631,5.309,-2.083,,,,3.226,0.0,,,3.226,0.0,3.226,0.0,,3.226,3.226,,132.064,0.024375,0.024375,0.024375,132.128,0.024375,0.024375,0.024375,
01/31/2000,218.424,,-219.534,,-1.11,,-5.586,,,,,,-6.696,-1.372,1.299,1.458,-0.159,0.0,,0.073,-8.068,3.165,,,,-4.903,0.0,,,-4.903,0.0,-4.903,0.0,,-4.903,-4.903,,132.064,-0.036875,-0.036875,-0.036875,132.064,-0.036875,-0.036875,-0.036875,
04/30/2000,256.94,,-236.166,,20.774,,-6.412,,,,,,14.362,-0.917,1.237,1.402,-0.165,0.0,-0.32,0.0,13.445,-5.274,,,,8.171,0.0,,,8.171,0.0,8.171,0.0,0.0,8.171,8.171,,131.312,0.0625,0.0625,0.0625,131.312,0.0625,0.0625,0.0625,
07/31/2000,289.951,,-271.524,,18.427,,-5.284,,,,,,13.143,-5.195,1.32,1.493,-0.173,0.0,,3.875,7.948,-2.997,,,,4.951,0.0,,,4.951,0.0,4.951,0.0,,4.951,4.951,,120.816,0.04125,0.04125,0.075,120.816,0.04125,0.04125,0.075,
10/31/2000,325.963,,-285.169,,40.794,,-7.207,,,,,,33.587,0.207,1.436,1.436,,0.0,,-1.643,33.794,-13.382,,,,20.412,0.0,,,20.412,0.0,20.412,0.0,0.0,20.412,20.412,,120.816,0.16875,0.16875,0.16875,120.816,0.16875,0.16875,0.16875,
01/31/2001,283.14,,-231.168,,51.972,,-31.596,,,,,,20.376,0.389,0.519,1.342,-0.823,0.0,,-0.908,20.765,-8.223,,,,12.542,0.0,,,12.542,0.0,12.542,0.0,0.0,12.542,12.542,,120.816,0.10375,0.10375,0.10375,121.12,0.10375,0.10375,0.10375,
04/30/2001,268.19,,-228.147,,40.043,,-5.649,,,,,,34.394,0.191,0.745,1.188,-0.443,0.0,,-0.936,34.585,-13.696,,,,20.889,0.0,,,20.889,0.0,20.889,0.0,0.0,20.889,20.889,,120.992,0.1725,0.1725,0.1725,122.672,0.17,0.17,0.17,
07/31/2001,264.837,,-235.174,,29.663,,-0.113,,,,,,29.55,3.201,0.343,1.014,-0.671,0.0,,-3.544,32.751,-13.144,,,,19.607,0.0,,,19.607,0.0,19.607,0.0,,19.607,19.607,,123.344,0.15875,0.15875,0.15875,126.632,0.155,0.155,0.155,
10/31/2001,257.947,,-223.161,,34.786,,-5.729,,,,,,29.057,4.012,0.258,0.94,-0.682,0.0,,-4.27,33.069,-12.847,,,,20.222,0.0,,,20.222,0.0,20.222,0.0,0.0,20.222,20.222,,124.064,0.1625,0.1625,0.155,127.552,0.15875,0.15875,0.15125,
01/31/2002,166.754,,-164.002,,2.752,,-5.471,,,,,,-2.719,1.927,0.393,0.758,-0.365,0.0,,-2.32,-0.792,0.307,,,,-0.485,0.0,,,-0.485,0.0,-0.485,0.0,0.0,-0.485,-0.485,,124.472,-0.00375,-0.00375,-0.00375,127.968,-0.00375,-0.00375,-0.00375,
04/30/2002,210.327,,-195.951,,14.376,,-5.734,,,,,,8.642,1.166,0.405,0.622,-0.217,0.0,,-1.571,9.808,-3.609,,,,6.199,0.0,,,6.199,0.0,6.199,0.0,0.0,6.199,6.199,,124.648,0.05,0.05,0.05,128.128,0.04875,0.04875,0.04875,
07/31/2002,253.878,,-239.119,,14.759,,-6.693,,,,,,8.066,0.745,0.369,0.633,-0.264,0.0,,-1.114,8.811,-2.718,,,,6.093,0.0,,,6.093,0.0,6.093,0.0,0.0,6.093,6.093,,124.744,0.04875,0.04875,0.04875,127.576,0.0475,0.0475,0.0475,
10/31/2002,275.658,,-263.295,,12.363,,-5.42,,,,,,6.943,1.563,0.42,0.694,-0.274,0.0,,-1.983,8.506,-3.259,,,,5.247,0.0,,,5.247,0.0,5.247,0.0,0.0,5.247,5.247,,124.176,0.0425,0.0425,0.0425,127.016,0.04125,0.04125,0.04125,
01/31/2003,270.36,,-265.779,,4.581,,-5.598,5.337,,,,0.261,-1.017,-1.571,0.193,0.396,-0.203,0.0,1.378,0.0,-2.588,0.992,,,,-1.596,0.0,,,-1.596,0.0,-1.596,0.0,0.0,-1.596,-1.596,,124.104,-0.0125,-0.0125,-0.0125,124.104,-0.0125,-0.0125,-0.0125,
09/30/2003,415.257,,-376.261,,38.996,,-10.076,9.916,,,,0.16,28.92,0.062,0.665,0.755,-0.09,0.0,-1.016,0.289,28.982,-11.104,,,,17.878,0.0,,,17.878,-0.328,17.55,0.0,0.0,17.55,17.55,0.255,124.048,0.1425,0.1425,0.14375,128.228,0.1375,0.1375,0.13875,
12/31/2003,349.788,,-337.547,,12.241,,-13.468,,,,,,-1.227,-0.646,,0.956,,0.0,,-0.31,-1.873,1.037,,,,-0.651,0.0,,,-0.836,0.0,-0.651,0.0,0.0,-0.651,-0.651,,124.088,-0.00875,-0.00875,-0.00875,124.088,-0.00875,-0.00875,-0.00875,
03/31/2004,463.057,,-423.491,,39.566,,-14.5,,,,,,25.066,-1.533,0.878,0.955,-0.077,0.0,,0.655,23.533,-8.882,,,,14.651,0.0,,,14.651,-0.689,13.962,0.0,0.0,13.962,13.962,,124.848,0.11125,0.11125,0.11125,128.72,0.10875,0.10875,0.10875,
06/30/2004,568.735,,-475.52,,93.215,,-11.999,,,,,,81.216,1.856,-1.562,0.751,-2.313,0.0,,-0.294,83.072,-32.065,,,,51.007,0.0,,,51.007,0.0,51.007,0.0,0.0,51.007,51.007,,126.424,0.40375,0.40375,0.40375,130.416,0.39125,0.39125,0.39125,
09/30/2004,597.447998,,-560.969971,,36.478027,,-15.53,,,,,,20.948,0.359,,0.933,-0.933,0.0,,-0.359,21.307,-7.078,,,,14.229,0.0,,,14.229,-2.704,11.525,0.0,0.0,11.525,11.525,,126.052002,0.0925,0.0925,0.0925,129.679993,0.09,0.09,0.09,
12/31/2004,617.133,,-416.497,,200.636,,-182.497,,,,,,18.284,-0.447,,0.885,-1.049,0.0,,0.611,17.837,-6.565,,,,11.261,0.0,,,11.272,-3.876,7.385,0.0,0.0,7.385,7.385,,125.196,0.0625,0.0625,0.0625,128.052,0.0575,0.0575,0.0575,
03/31/2005,624.719,,-585.918,,38.801,,-10.682,,,,,,28.119,-1.061,0.376,1.544,-1.168,,,0.685,27.058,-9.04,,,,18.018,0.782,,,17.236,-3.602,13.634,,,13.634,13.634,,126.056,0.1075,0.115,0.115,128.78,0.105,0.1125,0.1125,
06/30/2005,728.655,,-630.518,,98.137,,-12.467,,,,,,85.67,-0.576,0.576,2.661,-2.085,,,0.0,85.094,-30.872,,,,54.222,-1.321,,,55.543,-3.119,52.424,,,52.424,52.424,,253.096,0.2075,0.2025,0.2025,258.872,0.2025,0.1975,0.1975,
09/30/2005,880.52,,-776.122,,104.398,,-12.688,,,,,,91.71,3.997,-0.701,0.501,-1.202,,,-3.296,95.707,-35.69,,,,60.017,-1.702,,,61.719,,61.719,,,61.719,61.719,,122.472,0.2525,0.2475,0.2475,125.544,0.245,0.2425,0.2425,
12/31/2005,812.418,,-738.849,,73.569,,-16.327,,,,,,57.242,5.272,-2.091,0.395,-2.446,0.0,,-3.221,62.514,-24.024,,,,38.49,-1.391,,,39.881,0.0,39.881,0.0,0.0,39.881,39.881,,118.84,0.335,0.32,0.32,121.984,0.325,0.315,0.315,
03/31/2006,791.594,,-735.976,,55.618,,-13.643,,,,,,41.975,4.672,-1.46,0.275,-1.735,,,-3.212,46.647,-15.487,,,,31.16,-15.644,,,46.804,,46.804,,,46.804,46.804,,116.916,0.4,0.2675,0.2675,120.056,0.39,0.26,0.26,
06/30/2006,1120.84,,-967.784,,153.056,,-18.831,,,,,,134.225,3.652,-2.136,0.272,-2.408,,,-1.516,137.877,-50.148,,,,87.729,-5.372,,,93.101,,93.101,,,93.101,93.101,,114.372,0.81,0.765,0.765,116.726,0.8,0.755,0.755,
09/30/2006,1172.693,,-1042.935,,129.758,,-12.668,,,,,,117.09,6.075,-2.479,0.268,-2.747,,,-3.596,123.165,-43.964,,,,79.201,0.199,,,79.002,,79.002,,,79.002,79.002,,113.11,0.7,0.7,0.7,115.566,0.685,0.685,0.685,
12/31/2006,938.09,,-850.89,,87.2,,-18.599,,,,,,68.601,7.211,-2.606,0.261,-2.867,,,-4.605,75.812,-27.004,,,,48.808,1.149,,,47.659,0.0,47.659,0.0,0.0,47.659,47.659,,111.482,0.43,0.44,0.44,113.93,0.42,0.43,0.43,
03/31/2007,925.867,,-813.294,,112.573,,-15.999,,,,,,96.574,5.654,-2.308,0.252,-2.56,0.0,,-3.346,102.228,-34.686,,,,67.542,0.0,,,67.542,0.0,67.542,0.0,0.0,67.542,67.542,,110.378,0.61,0.61,0.61,112.636,0.6,0.6,0.6,
06/30/2007,1216.997,,-958.994,,258.003,,-21.453,,,,,,236.55,8.213,-3.259,0.291,-3.55,0.0,,-4.954,244.763,-86.136,,,,158.627,0.0,,,158.627,,158.627,0.0,0.0,158.627,158.627,,109.918,1.445,1.445,1.445,111.906,1.42,1.42,1.42,
09/30/2007,1208.671,,-1122.187,,86.484,,-18.852,,,,,,67.632,9.635,-4.071,0.297,-4.368,0.0,,-5.564,77.267,-19.141,,,,58.126,0.0,,,58.126,0.0,58.126,0.0,0.0,58.126,58.126,,109.638,0.53,0.53,0.53,111.706,0.52,0.52,0.52,
12/31/2007,1440.207,,-1361.75,,78.457,,-12.881,,,,,,65.576,9.61,-4.365,0.246,-4.611,0.0,,-5.245,75.186,-25.353,,,,49.833,0.0,,,49.833,0.0,49.833,0.0,0.0,49.833,49.833,,108.902,0.46,0.46,0.46,110.196,0.45,0.45,0.45,
03/31/2008,1479.984,,-1457.454,,22.53,,-12.937,,,,,,9.593,4.553,-1.563,1.992,-3.555,0.0,,-2.99,14.146,-4.695,,,,9.451,0.0,,,9.451,-0.802,8.649,0.0,0.0,8.649,8.649,,102.33,0.085,0.085,0.085,103.03,0.085,0.085,0.085,
06/30/2008,1743.822,,-1710.654,,33.168,,-12.942,,,,,,20.226,-2.425,2.425,6.251,-3.826,0.0,,0.0,17.801,-5.856,,,,11.945,0.0,,,11.945,-0.493,11.452,0.0,0.0,11.452,11.452,,100.316,0.115,0.115,0.115,101.03,0.115,0.115,0.115,
09/30/2008,1719.92,,-1622.646,,97.274,,-14.298,,,,,,82.976,-5.48,5.48,7.376,-1.896,0.0,,0.0,77.496,-25.75,,,,51.746,0.0,,,51.746,-1.847,49.899,0.0,0.0,49.899,49.899,,99.434,0.5,0.5,0.5,100.064,0.5,0.5,0.5,
12/31/2008,921.233,,-820.488,,100.745,,-15.101,,,,,,85.644,-4.556,6.79,8.336,-1.546,0.0,,-2.234,81.088,-28.236,,,,52.852,-1.161,,,54.013,-3.455,50.558,0.0,0.0,50.558,50.558,,99.588,0.51,0.505,0.49,99.994,0.505,0.5,0.485,
03/31/2009,648.03,648.03,-578.402,578.402,69.628,0.0,-31.837,11.756,11.756,,20.081,0.0,37.791,-3.868,4.043,6.239,-2.196,,-0.175,0.0,33.923,-11.849,9.878,1.971,,22.074,-1.331,-1.331,0.0,23.405,-1.46,21.945,0.0,0.0,21.945,20.744,0.13,100.084,0.22,0.215,0.207266,100.342,0.22,0.215,0.207266,
06/30/2009,1035.778,1035.778,-957.979,957.979,77.799,0.0,-40.348,15.088,15.088,,25.26,0.0,37.451,-8.191,7.069,7.203,-0.134,,-0.488,1.61,29.26,-9.322,-6.888,16.21,,19.938,-0.357,-0.357,0.0,20.295,-5.69,14.605,0.0,0.0,14.605,14.7745,0.5265,100.34,0.145,0.14,0.147245,100.452,0.145,0.14,0.145241,
09/30/2009,1488.491,1488.491,-1392.155,1392.155,96.336,0.0,-40.754,16.728,16.728,,24.026,0.0,55.582,-11.908,12.176,12.407,-0.231,,-0.646,0.378,43.674,-13.497,6.085,7.412,,30.177,-0.901,-0.901,0.0,31.078,-7.594,23.484,0.0,0.0,23.484,23.4137,0.8307,100.488,0.235,0.23,0.233,100.654,0.235,0.23,0.233,
12/31/2009,1661.969,1661.969,-1666.328,1666.328,-4.359,0.0,-46.154,16.771,16.771,,29.383,0.0,-50.513,-12.54,12.012,14.496,-2.484,,-0.61,1.138,-63.053,27.145,,,,-35.908,-13.496,-13.496,0.0,-22.412,-18.143,-40.555,0.0,0.0,-40.555,-53.3763,0.6747,102.4,-0.395,-0.527842,-0.521253,102.76,-0.395,-0.527842,-0.521276,
03/31/2010,1874.29,1874.29,-1851.408,1851.408,22.882,0.0,-45.626,17.869,17.869,,27.757,0.0,-22.744,-17.182,17.663,17.722,-0.059,,-0.481,0.0,-39.926,16.672,5.361,-22.033,,-23.254,0.0,0.0,0.0,-23.254,-4.84,-28.094,0.0,0.0,-28.094,-27.119,0.975,106.188,-0.265,-0.265,-0.255387,106.464,-0.265,-0.265,-0.255842,
06/30/2010,2145.86,2145.86,-1969.043,1969.043,176.817,0.0,-44.653,15.829,15.829,,28.824,0.0,132.164,-19.844,20.388,21.023,-0.635,,-0.544,0.0,112.32,-39.654,34.561,5.093,,72.666,0.0,0.0,0.0,72.666,-6.504,66.162,0.0,0.0,66.162,66.162,0.0,106.412,0.62,0.62,0.62,106.816,0.62,0.62,0.62,
09/30/2010,2090.988,2090.988,-1937.307,1937.307,153.681,0.0,-46.063,16.925,16.925,,29.138,0.0,107.618,-16.734,17.304,17.368,-0.064,,-0.57,0.0,90.884,-31.494,9.042,22.452,,59.39,0.0,0.0,0.0,59.39,-8.213,51.177,0.0,0.0,51.177,51.177,0.0,106.42,0.48,0.48,0.48,107.134,0.48,0.48,0.48,
12/31/2010,2211.791,2211.791,-2113.805,2113.805,97.986,0.0,-52.026,20.216,20.216,,31.81,0.0,45.96,-16.875,17.673,18.083,-0.41,,-0.798,0.0,29.085,-4.836,,,,24.249,0.0,0.0,0.0,24.249,-9.53,14.719,0.0,0.0,14.719,14.719,0.0,106.516,0.14,0.14,0.14,107.296,0.135,0.135,0.135,
