Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,18516.0,3315.0,2847.0,468.0,1866.0,1866.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,,,18.0,21.0,,332.0,5540.0,1575.0,3631.0,-2056.0,845.0,845.0,10556.0,10538.0,8229.0,2309.0,0,12976.0,,3136.0,1838.0,33.0,,1265.0,500.0,0.0,0.0,0.0,,500.0,4243.0,0.0,0.0,329.0,698.0,7879.0,3749.0,3749.0,0.0,0.0,,737.0,0.0,0.0,0.0,0.0,408.0,4486.0,12365.0,0.0,9163.0,0.0,9163.0,-4822.0,331.0,-149.0,4523.0,1628.0,6151.0,18516.0,
03/31/2018,20429.0,4454.0,3423.0,1031.0,2253.0,2253.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,,,19.0,176.0,,548.0,7431.0,1627.0,,,858.0,858.0,10513.0,10494.0,8251.0,2243.0,0,12998.0,,2318.0,1713.0,8.0,,597.0,500.0,0.0,,,,500.0,7173.0,,,405.0,838.0,9991.0,3771.0,3771.0,,,,837.0,,,,,432.0,4608.0,14599.0,0.0,9228.0,0.024224,9227.975776,-5025.0,117.0,-125.0,4195.0,1635.0,5830.0,20429.0,
06/30/2018,20554.0,4563.0,3072.0,1491.0,2359.0,2359.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,,,17.0,175.0,,697.0,7794.0,1689.0,,,758.0,758.0,10313.0,10296.0,8139.0,2157.0,0,12760.0,,2522.0,1811.0,19.0,,692.0,500.0,0.0,,,,500.0,7475.0,,,314.0,909.0,10497.0,3731.0,3731.0,,,,754.0,,,,,440.0,4485.0,14982.0,0.0,9331.0,0.0,9331.0,-5248.0,74.0,-190.0,3967.0,1605.0,5572.0,20554.0,
09/30/2018,19141.0,3378.0,2920.0,458.0,2294.0,2294.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,,,225.0,36.0,,464.0,6172.0,1769.0,,,717.0,717.0,10483.0,10258.0,8157.0,2101.0,0,12969.0,,2747.0,1877.0,175.0,,695.0,0.0,0.0,,,,0.0,6016.0,,,250.0,875.0,8763.0,3727.0,3727.0,,,,705.0,,,,,455.0,4432.0,13195.0,0.0,9476.0,0.0,9476.0,-5439.0,551.0,-202.0,4386.0,1560.0,5946.0,19141.0,
12/31/2018,18033.0,2471.0,2443.0,28.0,2151.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,,0.0,69.0,24.0,,529.0,5197.0,1877.0,4429.0,-2552.0,778.0,778.0,10181.0,10112.0,8120.0,1992.0,0,12836.0,,2581.0,1699.0,74.0,,808.0,0.0,0.0,0.0,0.0,,0.0,5479.0,0.0,0.0,69.0,788.0,8060.0,3717.0,3717.0,0.0,0.0,,575.0,0.0,0.0,0.0,0.0,506.0,4292.0,12352.0,0.0,9549.0,0.0,9549.0,-5742.0,517.0,-220.0,4104.0,1577.0,5681.0,18033.0,
03/31/2019,20963.0,4174.0,3708.0,466.0,2617.0,2617.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,,,47.0,146.0,,765.0,7702.0,2365.0,,,804.0,804.0,10092.0,10045.0,8109.0,1936.0,0,13261.0,,2436.0,1736.0,25.0,,675.0,112.0,0.0,112.0,,112.0,,8178.0,,,66.0,1033.0,10726.0,4176.0,3704.0,472.0,,472.0,398.0,,,,,332.0,4574.0,15300.0,0.0,9694.0,0.024609,9693.975391,-5767.0,373.0,-217.0,4083.0,1580.0,5663.0,20963.0,
06/30/2019,22201.0,4889.0,4258.0,631.0,2893.0,2893.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,,,80.0,128.0,,914.0,8824.0,2477.0,,,815.0,815.0,10085.0,10005.0,8118.0,1887.0,0,13377.0,,2838.0,1970.0,28.0,,840.0,110.0,0.0,110.0,,110.0,,8728.0,,,65.0,1153.0,11676.0,4181.0,3715.0,466.0,,466.0,408.0,,,,,343.0,4589.0,16265.0,0.0,9821.0,0.02469,9820.97531,-5771.0,508.0,-216.0,4342.0,1594.0,5936.0,22201.0,
09/30/2019,21381.0,4455.0,3797.0,658.0,2684.0,2684.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,,,110.0,62.0,,768.0,7969.0,2585.0,,,770.0,770.0,10057.0,9947.0,8104.0,1843.0,0,13412.0,,2744.0,1813.0,100.0,,831.0,850.0,0.0,101.0,,101.0,749.0,6988.0,,,60.0,965.0,10582.0,4613.0,4170.0,443.0,,443.0,414.0,,,,,354.0,5027.0,15609.0,0.0,12882.0,0.026908,12881.973092,-9290.0,850.0,-258.0,4184.0,1588.0,5772.0,21381.0,
12/31/2019,21416.0,3841.0,3315.0,526.0,2524.0,2524.0,0.0,0.0,0.0,0.0,0.0,0.0,1370.0,,0.0,145.0,70.0,,1292.0,7735.0,2809.0,5642.0,-2833.0,796.0,796.0,10076.0,9931.0,8127.0,1804.0,0,13681.0,,2940.0,1921.0,88.0,,931.0,868.0,0.0,119.0,0.0,119.0,749.0,6906.0,0.0,0.0,56.0,906.0,10714.0,4721.0,4189.0,532.0,0.0,532.0,430.0,0.0,0.0,0.0,0.0,374.0,5151.0,15865.0,0.0,12978.0,0.0,12978.0,-9673.0,879.0,-217.0,3967.0,1584.0,5551.0,21416.0,
03/31/2020,20417.0,4099.0,3905.0,194.0,1423.0,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.0,,,258.0,74.0,,2056.0,7652.0,2925.0,,,610.0,610.0,9230.0,8972.0,7330.0,1642.0,0,12765.0,,1873.0,836.0,59.0,,978.0,750.0,0.0,,,,750.0,6985.0,,,58.0,859.0,9608.0,6627.0,6080.0,547.0,,547.0,441.0,,,,,383.0,7068.0,16676.0,0.0,13124.0,0.027157,13123.972843,-10083.0,-470.0,-301.0,2270.0,1471.0,3741.0,20417.0,
06/30/2020,21905.0,5475.0,5053.0,422.0,1002.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,2467.0,,,482.0,107.0,,2360.0,8944.0,2931.0,,,618.0,618.0,9412.0,8930.0,7330.0,1600.0,0,12961.0,,1775.0,531.0,78.0,,1166.0,750.0,0.0,,,,750.0,5347.0,,,74.0,518.0,7872.0,9346.0,8803.0,543.0,,543.0,462.0,,,,,388.0,9808.0,17680.0,1022.0,13300.0,0.027188,13299.972812,-10087.0,-1206.0,-273.0,2756.0,1469.0,4225.0,21905.0,
