Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2000,27.722,0.134,0.134,0.0,4.244,4.244322,,9.995,3.664,0.0,6.5,0.0,1.45,,,,,15.823,0.597,1.519,-0.922,0.0,,11.302,10.691,0.0,10.691,0.611,11.899,,4.552,4.552,,,,1.235,,,,,1.052,,,1.052,6.839,0.703,,,,,1.225,,,,,,1.225,1.928,8.767,0.0,11.62,,,-0.59,7.923855,0.000145,18.954,0.0,18.954,27.721,
06/30/2000,30.468,0.122,0.122,0.0,7.193,7.192902,,8.999,3.64,0.0,5.527,0.0,1.719,,,,,18.033,1.118988,2.102,-0.983,0.0,,11.316,10.608,0.0,10.608,0.708,12.434988,,5.204,5.204,,,,1.513,,,,,1.147,,,1.147,7.864,0.914,,,,,1.225,,,,,,1.225,2.139,10.003,0.0,11.62,,,-0.73,9.575942,-0.000942,20.465,0.0,20.465,30.468,
09/30/2000,39.212,0.125,0.125,0.0,7.361,7.361309,,10.778,4.066,0.0,6.88,0.0,1.769,,,,,20.033,1.267,2.338,-1.071,0.0,,17.912,16.986,0.0,16.986,0.926,19.179,,5.578,5.578,,,,0.264,,,,,1.483,,,1.483,7.325,8.804,,,,,1.225,,,,,,1.225,10.029,17.354,0.0,11.647,,,-0.73,10.94113,-0.00013,21.858,0.0,21.858,39.212,
12/31/2000,38.957568,0.130665,0.130665,0.0,6.797314,6.797314,,10.907895,4.704363,0.0,6.371941,-0.468409,1.705005,,,,,19.540879,1.863044,2.940733,-1.077689,0.0,,17.553645,16.887914,0.0,16.887914,0.665731,19.416689,,3.894784,3.894784,,,,0.234655,,,,,1.767338,,,1.767338,5.896777,9.731956,,,,,1.274139,,,,,,1.274139,11.006095,16.902872,0.0,11.718363,,,-0.814545,11.150878,0.0,22.054696,0.0,22.054696,38.957568,
03/31/2001,37.92126,0.193626,0.193626,0.0,6.326432,6.326432,,10.19279,4.77751,0.0,5.587809,0.0,1.885287,,,,,18.59813,1.868088,,,0.0,,17.45505,16.775,0.0,16.775,0.68005,19.323138,,4.02781,4.02781,,,,0.236553,0.236553,0.0,0.0,,1.431931,,,1.431931,5.696294,8.542068,8.542068,0.0,0.0,,1.274139,,,,,,1.274139,9.816207,15.512501,0.0,11.74698,,,-0.815,11.476326,0.000454,22.40876,0.0,22.40876,37.921261,
06/30/2001,40.093,0.404,0.404,0.0,7.691,7.690997,,9.949,5.192,0.0,4.95,0.0,1.687,,,,,19.731,1.935,,,0.0,,18.427,17.684,0.0,17.684,0.743,20.362,,6.446,6.446,,,,0.388,,,,,1.407,,,1.407,8.241,7.062,,,,,1.274,,,,,,1.274,8.336,16.577,0.0,11.747,,,-0.815,12.583851,0.000149,23.516,0.0,23.516,40.093,
09/30/2001,41.417,0.56,0.56,0.0,6.962,6.961942,,11.863,5.17,0.0,6.914,0.0,1.71,,,,,21.095,1.993,,,0.0,,18.329,17.566,0.0,17.566,0.763,20.322,,5.206,5.206,,,,0.39,,,,,1.457,,,1.457,7.053,8.315,,,,,1.274,,,,,,1.274,9.589,16.642,0.0,11.747,,,-0.815,13.842583,0.000417,24.775,0.0,24.775,41.417,
12/31/2001,38.561,0.248,0.248,0.0,4.412,4.412422,,11.957,4.742,0.0,7.615,-0.401,1.923,,,,,18.54,1.945,3.44,-1.495,0.0,,18.076,17.35,0.0,17.35,0.726,20.021,,3.92,3.92,,,,0.338,,,,,1.305,,,1.305,5.563,5.851,,,,,1.814,,,,,,1.814,7.665,13.228,0.0,11.978,,,-0.815,14.170231,-0.000231,25.333,0.0,25.333,38.561,
03/31/2002,38.683,0.451,0.451,0.0,6.204,6.204394,,10.175,4.711,0.0,5.864,-0.4,1.886,,,,,18.716,1.932,,,0.0,,18.035,17.356,0.0,17.356,0.679,19.967,,3.724,3.724,,,,0.325,,,,,1.088,,,1.088,5.137,5.98,,,,,1.814,,,,,,1.814,7.794,12.931,0.0,11.986,,,-0.815,14.580876,0.000124,25.752,0.0,25.752,38.683,
06/30/2002,41.451,0.161,0.161,0.0,7.7,7.699875,,11.4,4.908,0.0,7.138,-0.646,2.425,,,,,21.686,1.915,,,0.0,,17.85,17.352,0.0,17.352,0.498,19.765,,6.688,6.688,,,,0.327,,,,,0.977,,,0.977,7.992,4.623,,,,,1.814,,,,,,1.814,6.437,14.429,0.0,11.986,,,-0.815,15.851959,-0.000959,27.022,0.0,27.022,41.451,
09/30/2002,41.934,2.912,2.912,0.0,5.429,5.428853,,11.893,4.972,0.0,7.567,-0.646,1.986,,,,,22.22,1.902,,,0.0,,17.812,17.354,0.0,17.354,0.458,19.714,,5.897,5.897,,,,0.25,,,,,0.896,,,0.896,7.043,4.784,,,,,1.814,,,,,,1.814,6.598,13.641,0.0,11.986,,,-0.815,17.122184,-0.000184,28.293,0.0,28.293,41.934,
12/31/2002,40.463,0.537,0.537,0.0,5.949,5.949402,,11.643,4.267,0.0,8.023,-0.646,2.773,,,,,20.902,1.863,3.78,-1.917,0.0,,17.698,17.36,0.0,17.36,0.338,19.561,,4.732,4.732,,,,0.231,,,,,0.991,,,0.991,5.954,3.606,,,,,2.533,,,,,,2.533,6.139,12.093,0.0,11.986,,,-0.815,17.199426,-0.000426,28.37,0.0,28.37,40.463,
03/31/2003,41.73147,2.209312,2.209312,0.0,6.66786,6.66786,,11.02964,4.720129,0.0,6.955955,0.0,2.085907,,,,,21.99272,2.017435,,,0.0,,17.72131,17.35217,0.0,17.35217,0.36914,19.738745,,6.052991,6.052991,,,,0.227535,,,,,1.103092,,,1.103092,7.383618,2.593096,,,,,2.532697,,,,,,2.532697,5.125793,12.509411,0.0,12.20411,,,-0.815,17.8325,0.00045,29.22206,0.0,29.22206,41.731471,
06/30/2003,43.077,0.754,0.754,0.0,7.185,7.184947,,13.13,4.18,0.0,9.642,0.0,1.914,,,,,22.983,2.436,,,0.0,,17.658,17.344,0.0,17.344,0.314,20.094,,7.493,7.493,,,,0.218,,,,,1.064,,,1.064,8.775,0.57,,,,,2.534,,,,,,2.534,3.104,11.879,0.0,12.204,,,-0.815,19.81,-0.001,31.198,0.0,31.198,43.077,
09/30/2003,47.564,0.976,0.976,0.0,10.156,10.156056,,13.609,4.844,0.0,9.737,0.0,2.059,,,,,26.8,2.716,,,0.0,,18.048,17.761,0.0,17.761,0.287,20.764,,9.076,9.076,,,,0.232,,,,,1.853,,,1.853,11.161,0.392,,,,,2.534,,,,,,2.534,2.926,14.087,0.0,12.388,,,-0.815,21.904,0.0,33.477,0.0,33.477,47.564,
12/31/2003,47.997,1.099,1.099,0.0,5.373,,,17.644,6.98,0.0,11.9,0.0,2.561,,,,,26.677,2.804,5.231,-2.427,0.0,,18.516,18.294,0.0,18.294,0.222,21.32,,6.521,6.521,,,,0.244,,,,,2.717,,,2.717,9.482,0.358,,,,,3.108,,,,,,3.108,3.466,12.948,0.0,12.734,,,-0.815,23.13,0.0,35.049,0.0,35.049,47.997,
03/31/2004,53.77,2.815,2.815,0.0,9.472,9.472723,,17.281,6.836,0.0,11.415,0.0,2.742,,,,,32.31,2.913,4.895556,-1.982287,0.0,,18.547,18.281,0.0,18.281,0.266,21.46,,8.419,8.419,,,,0.211,,,,,4.177,,,4.177,12.807,0.334,,,,,3.297,,,,,,3.297,3.631,16.438,0.0,12.834,,,-0.815,25.313,0.0,37.332,0.0,37.332,53.77,
06/30/2004,66.652,7.473,7.473,0.0,13.507,13.506903,,19.614,8.522,0.0,12.063,0.0,4.204,,,,,44.798,3.302,5.450137,-2.148274,0.0,,18.552,18.268,0.0,18.268,0.284,21.854,,12.89,12.89,,,,0.327,,,,,6.543,,,6.543,19.76,0.325,,,,,3.486,,,,,,3.486,3.811,23.571,0.0,13.505,,,-0.815,30.391,0.0,43.081,0.0,43.081,66.652,
09/30/2004,77.24,17.279,17.279,0.0,14.32,14.319664,,19.703,8.14,0.0,12.39,0.0,3.973,,,,,55.275,3.379,5.592509,-2.213541,0.0,,18.586,18.263,0.0,18.263,0.323,21.965,,17.79,17.79,,,,0.416,,,,,5.499,,,5.499,23.705,0.152,,,,,3.69,,,,,,3.69,3.842,27.547,0.0,14.318,,,-0.815,36.19,0.0,49.693,0.0,49.693,77.24,
12/31/2004,82.022317,20.976119,20.976119,0.0,12.650055,12.650055,,22.406054,7.204741,0.0,16.157,-0.955687,4.347909,,,,,60.380137,2.964064,5.309644,-2.34558,0.0,,18.678116,18.351804,0.0,18.351804,0.326312,21.64218,,14.542753,14.542753,,,,0.437366,,,,,3.761044,,,3.761044,18.741163,0.146486,,,,,4.563439,,,,,,4.563439,4.709925,23.451088,0.0,15.86914,,,-0.814545,43.516634,0.0,58.571229,0.0,58.571229,82.022317,
03/31/2005,99.82796,30.574477,30.574477,0.0,20.167901,20.167901,,23.451416,9.782458,0.0,14.59089,-0.921932,3.761084,,,,,77.954878,2.798547,4.525664,-1.727117,0.0,,19.074535,18.337558,0.0,18.337558,0.736977,21.873082,,18.68759,18.68759,,,,0.355009,,,,,7.952515,,,7.952515,26.995114,0.168076,,,,,4.754507,,,,,,4.754507,4.922583,31.917697,0.0,16.363461,,,-0.814545,52.361347,0.0,67.910263,0.0,67.910263,99.82796,
06/30/2005,121.016685,33.428058,33.428058,,31.704449,31.704449,,27.801342,11.629208,,16.172134,,5.678801,,,,,98.61265,3.310863,5.000104,-1.689241,,,19.093172,18.32372,0.0,18.32372,0.769452,22.404035,,26.53433,26.53433,,,,0.670215,,,,,4.607152,,,4.607152,31.811697,0.165297,,,,,4.973801,,,,,,4.973801,5.139098,36.950795,,17.27339,,,-0.814545,67.607045,0.0,84.06589,,84.06589,121.016685,
09/30/2005,145.341212,49.933687,41.282143,8.651544,34.41803,34.41803,,28.856129,9.788427,,19.067702,,9.26662,,,,,122.474466,3.719187,5.625091,-1.905904,,,19.147559,18.41108,0.0,18.41108,0.736479,22.866746,,29.036921,29.036921,,,,0.717792,0.14485,0.572942,0.572942,,5.053316,,,5.053316,34.808029,0.013143,0.0,0.013143,0.013143,,5.264649,,,,,,5.264649,5.277792,40.085821,,18.273783,,,-0.814545,87.796153,0.0,105.255391,,105.255391,145.341212,
12/31/2005,163.889682,73.514949,61.654284,11.860665,28.751588,28.751588,,31.399628,10.227362,,21.172266,,6.620295,,,,,140.28646,3.742958,5.844714,-2.101756,,,19.860264,19.103049,0.0,19.103049,0.757215,23.603222,,26.613663,26.613663,,,,0.515221,,,,,5.827946,,,5.827946,32.95683,0.010123,,,,,5.41388,,,,,,5.41388,5.424003,38.380833,,20.030784,,,-0.814545,106.29261,0.0,125.508849,,125.508849,163.889682,
03/31/2006,203.851634,97.720115,30.537735,67.18238,46.3026,46.3026,,29.389596,13.534364,,15.855232,,5.923693,,,,,179.336004,4.558825,6.935797,-2.376972,,,19.956805,19.091957,0.0,19.091957,0.864848,24.51563,,31.602402,31.602402,,,,0.789794,0.088154,0.70164,0.70164,,15.699216,,,15.699216,48.091412,0.007503,0.0,0.007503,0.007503,,5.851293,,,,,,5.851293,5.858796,53.950208,,23.332083,,,-0.814545,127.383888,0.0,149.901426,,149.901426,203.851634,
06/30/2006,266.177,115.001,18.964,96.037,60.939,60.939,,50.297,21.839,,28.458,,14.269,,,,,240.506,5.761,8.463,-2.702,,,19.91,19.078,0.0,19.078,0.832,25.671,,57.766,57.766,,,,0.582,0.062,0.52,0.52,,5.283,,,5.283,63.631,0.006,0.0,0.006,0.006,,4.678,,,,,,4.678,4.684,68.315,,43.093,,,-0.815,155.584,0.0,197.862,,197.862,266.177,
09/30/2006,310.807,126.633,43.934,82.699,68.917,68.917,,80.683,23.639,0.0,57.044,0.0,7.607,,,,,283.84,5.975,9.041,-3.066,0.0,,20.992,20.208,0.0,20.208,0.784,26.967,,63.55,63.55,,,,0.496,0.0,0.496,0.496,,33.682,,,33.682,97.728,0.005,0.0,0.005,0.005,,12.176,,,,,,12.176,12.181,109.909,0.0,47.371,,,-28.514,182.041,0.0,200.898,0.0,200.898,310.807,
12/31/2006,308.372,136.796,35.129,101.667,54.624,54.624,,77.013,20.488,0.0,56.525,0.0,6.724,,,,,275.157,5.565,8.576,-3.011,0.0,,27.65,21.202,0.0,21.202,6.448,33.215,,34.362,34.362,,,,0.299,0.0,0.299,0.299,,28.182,,,28.182,62.843,0.004,0.0,0.004,0.004,,20.441,,,,,,20.441,20.445,83.288,0.0,49.356,,,-28.514,204.242,0.0,225.084,0.0,225.084,308.372,
03/31/2007,368.206,183.202,71.855,111.347,75.496,75.496,,61.581,22.967,0.0,38.614,0.0,7.684,,,,,327.963,5.511,8.906,-3.395,0.0,,34.732,22.412,0.0,22.412,12.32,40.243,,51.817,51.817,,,,0.212,0.0,0.212,0.212,,35.389,,,35.389,87.418,0.003,0.0,0.003,0.003,,33.363,,,,,,33.363,33.366,120.784,0.0,51.496,,,-28.514,224.44,0.0,247.422,0.0,247.422,368.206,
06/30/2007,454.499,198.095,55.482,142.613,111.928,111.928,,87.498,29.44,0.0,58.058,0.0,11.552,,,,,409.073,6.778,10.546,-3.768,0.0,,38.648,23.555,0.0,23.555,15.093,45.426,,91.822,91.822,,,,0.59,0.0,0.59,0.59,,21.736,,,21.736,114.148,0.0,0.0,0.0,0.0,,39.352,,,,,,39.352,39.352,153.5,0.0,66.89,,,-28.642,262.751,0.0,300.999,0.0,300.999,454.499,
09/30/2007,508.29,255.445,59.074,196.371,90.046,90.046,,94.025,24.854,0.0,69.171,0.0,21.684,,,,,461.2,8.404,12.643,-4.239,0.0,,38.686,23.922,0.0,23.922,14.764,47.09,,81.201,81.201,,,,0.67,0.0,0.67,0.67,,15.948,,,15.948,97.819,0.0,0.0,0.0,0.0,,40.188,,,,,,40.188,40.188,138.007,0.0,90.377,,,-28.642,308.548,0.0,370.283,0.0,370.283,508.29,
12/31/2007,544.603,75.565,12.44,63.125,81.497,81.497,,98.14,32.293,0.0,65.847,0.0,14.947,,,,,270.149,8.567,13.218,-4.651,227.085,,38.802,24.066,0.0,24.066,14.736,274.454,,56.766,56.766,,,,0.663,0.0,0.663,0.663,,25.452,,,25.452,82.881,0.0,0.0,0.0,0.0,,39.555,,,,,,39.555,39.555,122.436,0.0,97.228,,,-28.662,353.648,-0.047,422.167,0.0,422.167,544.603,
03/31/2008,583.899,159.108,51.175,107.933,81.758,81.758,,109.784,31.822,0.0,77.962,0.0,18.754,,,,,369.404,8.833,14.193,-5.36,164.419,,41.243,24.375,0.0,24.375,16.868,214.495,,60.667,60.667,,,,0.438,0.0,0.438,0.438,,32.035,,,32.035,93.14,0.0,0.0,0.0,0.0,,39.08,,,,,,39.08,39.08,132.22,0.0,101.156,,,-28.662,382.459,-3.274,451.679,0.0,451.679,583.899,
06/30/2008,600.472,205.019,182.953,22.066,83.404,83.404,,123.218,30.972,0.0,92.246,0.0,22.516,,,,,434.157,9.238,15.367,-6.129,115.181,,41.896,24.723,0.0,24.723,17.173,166.315,,71.272,71.272,,,,0.313,0.0,0.313,0.313,,33.677,,,33.677,105.262,0.0,0.0,0.0,0.0,,38.174,,,,,,38.174,38.174,143.436,0.0,106.402,,,-78.628,432.691,-3.429,457.036,0.0,457.036,600.472,
09/30/2008,640.146,271.274,256.436,14.838,72.972,72.972,,110.466,27.062,0.0,83.404,0.0,22.533,,,,,477.245,11.067,17.865,-6.798,109.53,,42.304,25.512,0.0,25.512,16.792,162.901,,60.724,60.724,,,,0.673,0.0,0.673,0.673,,26.958,,,26.958,88.355,0.0,0.0,0.0,0.0,,37.656,,,,,,37.656,37.656,126.011,0.0,110.836,,,-78.628,485.128,-3.201,514.135,0.0,514.135,640.146,
12/31/2008,761.837,285.946,256.801,29.145,45.233,45.233,,116.326,24.454,0.0,91.872,0.0,113.819,,,,,561.324,14.389,21.579,-7.19,89.567,,96.557,28.365,0.0,28.365,68.192,200.513,,64.787,64.787,,,,0.959,0.0,0.959,0.959,,121.588,,,121.588,187.334,0.0,0.0,0.0,0.0,,138.187,,,,,,138.187,138.187,325.521,0.0,117.59,,,-132.129,461.68,-10.825,436.316,0.0,436.316,761.837,
03/31/2009,732.69,284.098,279.123,4.975,95.739,95.739,0.0,110.101,28.09,0.0,82.011,0.0,43.096,,,64.583,33.355,533.034,17.677,25.698,-8.021,86.539,86.539,95.44,28.993,,28.993,1.864,199.656,,107.821,55.784,10.847,,41.19,1.149,0.0,1.149,1.149,,0.0,138.373,,0.0,108.97,0.0,0.0,0.0,0.0,,138.373,,,,,,0.0,138.373,247.343,0.0,122.545,0.485,122.06,-132.129,503.245,-8.314,485.347,0.0,485.347,732.69,
06/30/2009,786.497,313.573,283.283,30.29,101.913,101.913,0.0,117.344,33.437,0.0,83.907,0.0,46.884,,,63.328,37.143,579.714,23.835,33.005,-9.17,87.902,87.902,95.046,29.819,,29.819,1.899,206.783,,101.316,56.489,8.533,,36.294,0.772,0.0,0.772,0.772,,0.0,134.134,,0.0,102.088,0.0,0.0,0.0,0.0,,134.134,,,,,,0.0,134.134,236.222,0.0,127.671,0.486,127.185,-132.129,560.535,-5.802,550.275,0.0,550.275,786.497,
09/30/2009,801.294,347.844,317.657,30.187,91.939,91.939,0.0,123.942,33.446,0.0,90.496,0.0,24.796,,,63.17,15.055,588.521,28.075,38.829,-10.754,87.969,87.969,96.729,31.674,,31.674,1.885,212.773,,107.35,66.95,5.189,,35.211,0.381,0.0,0.381,0.381,,0.0,132.604,,0.0,107.731,0.0,0.0,0.0,0.0,,132.604,,,,,,0.0,132.604,240.335,0.0,131.531,0.486,131.045,-183.086,617.039,-4.525,560.959,0.0,560.959,801.294,
12/31/2009,800.07,346.836,328.349,18.487,104.206,104.206,0.0,108.143,43.663,0.0,64.48,0.0,26.319,,0.0,65.678,15.969,585.504,33.314,45.638,-12.324,80.836,80.836,100.416,33.512,0.0,33.512,1.226,214.566,,74.398,48.863,0.761,0.0,24.774,0.206,0.0,0.206,0.206,,9.125,131.388,0.0,0.0,83.729,0.0,0.0,0.0,0.0,,131.388,0.0,0.0,0.0,0.0,,0.0,131.388,215.117,0.0,137.526,0.486,137.04,-218.302,670.396,-4.667,584.953,0.0,584.953,800.07,
03/31/2010,900.936,437.224,375.908,61.316,113.878,113.878,0.0,119.145,41.712,0.0,77.433,0.0,28.789,,,63.866,18.439,699.036,32.267,47.019,-14.752,64.442,64.442,105.191,36.93,,36.93,4.395,201.9,,126.239,83.445,7.032,,35.762,0.174,0.0,0.174,0.174,,9.229,129.324,,0.0,135.642,0.0,0.0,0.0,0.0,,129.324,,,,,,0.0,129.324,264.966,0.0,153.477,0.489,152.988,-218.302,702.959,-2.164,635.97,0.0,635.97,900.936,
06/30/2010,964.895,471.573,409.911,61.662,127.564,127.564,0.0,139.233,54.041,0.0,85.192,0.0,30.843,,,61.065,20.493,769.213,32.038,49.515,-17.477,59.484,59.484,104.16,39.752,,39.752,3.343,195.682,,149.331,87.504,19.293,,42.534,0.135,0.0,0.135,0.135,,9.452,127.513,,0.0,158.918,0.0,0.0,0.0,0.0,,127.513,,,,,,0.0,127.513,286.431,0.0,157.694,0.49,157.204,-241.842,766.797,-4.185,678.464,0.0,678.464,964.895,
09/30/2010,1026.68,533.832,509.629,24.203,130.942,130.942,0.0,148.938,58.727,0.0,90.211,0.0,28.821,2.661,,60.948,15.81,842.533,33.173,53.569,-20.396,46.002,46.002,104.972,42.23,,42.23,1.794,184.147,,129.837,91.024,,,38.813,0.244,0.0,0.244,0.244,,9.696,124.929,,0.0,139.777,0.0,0.0,0.0,0.0,,124.929,,,,,,0.0,124.929,264.706,0.0,171.408,0.492,170.916,-241.842,833.293,-0.885,761.974,0.0,761.974,1026.68,
12/31/2010,1146.95,599.491,354.842,244.649,166.041,166.041,0.0,153.241,61.01,0.0,92.231,0.0,44.199,9.992,0.0,58.475,17.435,962.972,34.551,56.848,-22.297,44.189,44.189,105.238,43.316,0.0,43.316,3.447,183.978,,183.513,90.314,0.925,0.0,92.274,0.0,0.0,0.0,0.0,,10.14,124.899,0.0,0.0,193.653,0.0,0.0,0.0,0.0,,124.899,0.0,0.0,0.0,0.0,,0.0,124.899,318.552,0.0,187.534,0.988,186.546,-241.842,882.425,0.281,828.398,0.0,828.398,1146.95,
03/31/2011,1131.992,594.49,295.505,298.985,148.989,148.989,0.0,173.725,62.973,0.0,110.752,0.0,38.615,0.193,,58.412,21.65,955.819,39.037,64.3,-25.263,30.462,30.462,106.674,45.3,,45.3,2.962,176.173,,142.896,89.708,21.636,,31.552,1.623,0.0,1.623,1.623,,10.728,123.192,,0.0,155.247,0.0,0.0,0.0,0.0,,123.192,,,,,,0.0,123.192,278.439,0.0,195.679,0.494,195.185,-280.704,937.468,1.11,853.553,0.0,853.553,1131.992,
