Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A from Disc Ops,Impairment of Assets,Disposal of Con Assets,Disposal of Assets from Disc Ops,Abnormal Losses/(Gains),Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/1997,15.48,15.449,,,,,,0.0,0.0,0.031,-6.208,0.491,1.253,4.464,0.0,,0.0,9.272,-1.087,1.312,0.0,-0.225,8.185,0.0,,0.0,,,8.185,,8.185,0.0,,8.185,8.185,,45.973999,0.18,0.18,0.18,45.98,0.18,0.18,0.18,,,,,,,,,,12.413,,12.413,,,,,,,12.413,0.269965,0.269965,0.23625,87.511276,87.511276,87.496979,
06/30/1997,16.122999,16.006001,,,,,,0.0,0.0,0.117,-6.248,0.362,1.332,4.484,0.07,,0.0,9.875,-1.807,2.009,0.0,-0.202,8.068,0.0,,0.0,,,8.068,,8.068,0.0,,8.068,8.068,,45.976002,0.175,0.175,0.175,45.981998,0.175,0.175,0.175,,,,,,,,,,12.407,,12.407,,,,,,,12.407,0.269823,0.269823,0.23625,87.557406,87.557406,87.539296,
09/30/1997,16.843,16.801001,,,,,,0.0,0.0,0.042,-6.523,0.409,1.338,4.706,0.07,,0.0,10.32,-1.854,2.45,0.0,-0.596,8.466,0.0,,0.0,,,8.466,,8.466,0.0,,8.466,8.466,,45.98,0.185,0.185,0.185,45.986,0.185,0.185,0.185,,,,,,,,,,12.61,,12.61,,,,,,,12.61,0.274214,0.274214,0.23625,86.155375,86.155375,86.153851,
12/31/1997,19.451,19.357,,,,,,0.0,0.0,0.094,-7.004,0.523,1.514,4.942,0.025,,0.0,12.447,-2.396,2.455,0.0,-0.059,10.051,0.0,,0.0,,,10.051,,10.051,0.0,,10.051,10.051,,48.967999,0.205,0.205,0.205,50.588001,0.2,0.205,0.205,,,,,,,,,,14.923,,14.923,,,,,,,14.923,0.294991,0.294991,0.23875,80.934697,80.934697,82.248877,
03/31/1998,19.222,19.167999,,,,,,0.0,0.0,0.054,-7.022,0.473,1.465,5.084,0.0,,0.0,12.2,-2.276,2.491,0.0,-0.215,9.924,0.0,,0.0,,,9.924,,9.924,0.0,,9.924,9.924,,52.057999,0.19,0.19,0.19,52.076,0.19,0.19,0.19,,,,,,,,,,14.754,,14.754,,,,,,,14.754,0.283317,0.283317,0.24125,85.15206,85.15206,86.152912,
06/30/1998,20.367001,20.343,,,,,,0.0,0.0,0.024,-7.506,0.426,1.711,5.369,0.0,,0.0,12.861,-2.553,2.864,0.0,-0.311,10.308,0.0,,0.0,,,10.308,,10.308,0.0,,10.308,10.308,,53.674,0.19,0.19,0.19,53.689999,0.19,0.19,0.19,,,,,,,,,,15.326,,15.326,,,,,,,15.326,0.285454,0.285454,0.245,85.828329,85.828329,84.177214,
09/30/1998,21.969,21.813999,,,,,,0.0,0.0,0.155,-7.794,0.497,1.667,5.63,0.0,,0.0,14.175,-3.682,3.682,0.0,0.0,10.493,0.0,,0.0,,,10.493,,10.493,0.0,,10.493,10.493,,53.653999,0.195,0.195,0.195,53.669998,0.195,0.195,0.195,,,,,,,,,,16.083,,16.083,,,,,,,16.083,0.299665,0.299665,0.24875,83.009463,83.009463,82.559222,
12/31/1998,23.573999,23.551001,,,,,,0.0,0.0,0.023,-8.083,0.394,1.837,5.852,0.0,,0.0,15.491,-4.686,4.686,0.0,0.0,10.805,0.0,,0.226,,,10.579,,10.579,0.0,,10.579,10.579,,53.633999,0.195,0.2,0.2,53.650002,0.195,0.2,0.2,,,,,,,,,,16.636,,16.636,,,,,,,16.636,0.310084,0.310084,0.2525,81.429584,81.429584,83.301275,
03/31/1999,23.986,23.948,,,,,,0.0,0.0,0.038,-8.177,0.441,1.646,6.09,0.0,,0.0,15.809,-5.88,5.88,0.0,0.0,9.929,0.0,,0.0,,,9.929,,9.929,0.0,,9.929,9.929,,53.644001,0.185,0.185,0.185,53.650002,0.185,0.185,0.185,,,,,,,,,,15.998,,15.998,,,,,,,15.998,0.298192,0.298192,0.255,85.515377,85.515377,85.916988,
06/30/1999,24.902,24.864,,,,,,0.0,0.0,0.038,-8.429,0.437,1.755,6.237,0.0,,0.0,16.473001,-6.045,6.045,0.0,0.0,10.428,0.0,,0.0,,,10.428,,10.428,-0.629,,9.799,9.799,,53.644001,0.185,0.185,0.185,53.653999,0.185,0.185,0.185,,,,,,,,,,16.014,,16.014,,,,,,,16.014,0.298468,0.298468,0.2585,86.608963,86.608963,86.268263,
09/30/1999,26.9,26.870001,,,,,0.0,0.0,0.0,0.03,-8.892,0.478,1.754,6.66,0.0,,0.0,18.008,-4.864,6.1,0.0,-1.236,13.144,0.0,,0.0,,,13.144,,13.144,-2.163,,10.981,10.981,,53.644001,0.205,0.205,0.205,53.653999,0.205,0.205,0.18,,,,,,,,,,16.379999,,16.379999,,,,,,,16.379999,0.305289,0.305289,0.2635,86.311537,86.311537,86.459099,
12/31/1999,28.722,28.587999,,,,,0.0,0.0,0.0,0.134,-9.244,0.466,1.813,6.965,0.0,,0.0,19.478,-6.383,6.448,0.0,-0.065,13.095,0.0,,0.355,,,12.74,,12.74,-2.437,,10.303,10.303,,53.644001,0.19,0.195,0.195,53.650002,0.19,0.195,0.195,,,,,,,,,,17.525,,17.525,,,,,,,17.525,0.326654,0.326654,0.268,82.043943,82.043943,81.803143,
03/31/2000,28.355,28.33,,,,,0.0,0.0,0.0,0.025,-8.947,0.515,1.684,6.748,0.0,,0.0,19.408,-6.496,7.158,0.0,-0.662,12.912,0.0,,0.0,,,12.912,,12.912,-2.428,,10.484,10.484,,53.630001,0.195,0.195,0.195,53.633999,0.195,0.195,0.195,,,,,,,,,,16.537001,,16.537001,,,,,,,16.537001,0.308331,0.308331,0.2705,87.730522,87.730522,87.724493,
06/30/2000,28.441,28.349001,,,,,0.0,0.0,0.0,0.092,-9.045,0.466,1.735,6.844,0.0,,0.0,19.396,-6.533,7.471,0.0,-0.938,12.863,0.0,,0.0,,,12.863,,12.863,-2.428,,10.435,10.435,,53.405998,0.195,0.195,0.195,53.435986,0.195,0.195,0.195,,,,,,,,,,16.306,,16.306,,,,,,,16.306,0.30515,0.30515,0.272,89.136447,89.136447,89.083774,
09/30/2000,29.327,29.18,,,,,0.0,0.0,0.0,0.147,-9.581,0.805,1.863,6.913,0.0,,0.0,19.746,-7.395,8.184,0.0,-0.789,12.351,0.0,,0.0,,,12.351,,12.351,-2.428,,9.923,9.923,,53.298,0.185,0.185,0.185,53.341999,0.185,0.185,0.185,,,,,,,,,,16.573999,,16.573999,,,,,,,16.573999,0.310712,0.310712,0.2745,88.34548,88.34548,88.270789,
12/31/2000,31.421,31.330999,,,,,0.0,0.0,0.0,0.09,-11.114,1.059,1.557,8.498,0.0,,0.0,20.307,-3.645,8.734,0.0,-5.089,16.662,0.0,,0.0,,,16.662,,16.662001,-2.428,,14.234001,14.234001,,53.144001,0.27,0.27,0.27,53.192001,0.27,0.27,0.27,,,,,,,,,,17.822001,,17.822001,,,,,,,17.822001,0.33505,0.33505,0.277,82.674136,82.674136,82.616988,
03/31/2001,29.473,29.346001,,,,,0.0,0.0,0.0,0.127,-10.984,0.624,2.04,7.21,0.0,,1.11,18.653,-0.18,8.059,0.0,-7.879,18.473,0.0,,0.0,,,18.473,,18.473,-2.428,,16.045,16.045,,53.223999,0.3,0.3,0.3,53.312,0.3,0.3,0.3,,,,,,,,,,17.606001,,17.606001,,,,,,,17.606001,0.330245,0.330245,0.278,84.180025,84.180025,84.039525,
06/30/2001,28.731001,28.552,,,,,0.0,0.0,0.0,0.179,-10.027,1.003,1.866,7.158,0.0,,0.0,19.738,-6.262,6.587,0.0,-0.325,13.476,0.0,,0.0,,,13.476,,13.476,-2.428,,11.048,11.048,,56.785999,0.195,0.18,0.18,56.938,0.195,0.18,0.18,,,,,,,,,,18.214001,,18.214001,,,,,,,18.214001,0.319892,0.319892,0.28,87.529589,87.529589,87.295482,
09/30/2001,30.156,29.747,,,,,0.0,0.0,0.0,0.409,-10.547,0.585,1.914,7.234,0.0,,0.814,20.176,-2.99,6.08,0.0,-3.09,17.186,0.0,,0.0,,,17.186,,17.186001,-2.428,,14.758001,14.758001,,59.506,0.25,0.24,0.24,59.608002,0.25,0.24,0.24,,,,,,,,,,19.677,,19.677,,,,,,,19.677,0.330107,0.330107,0.282,85.426928,85.426928,85.282309,
12/31/2001,32.223,32.116001,,,,,0.0,0.0,0.0,0.107,-10.517,0.669,2.016,7.353,0.0,,0.479,23.055,-3.513,5.74,0.0,-2.227,19.542,0.0,,-0.234,,,19.776,,18.423,-2.428,,15.995,15.995,,64.153999,0.25,0.22,0.22,64.260002,0.25,0.22,0.22,,,,,,,,,,22.330999,,22.330999,,,,,,,22.330999,0.34751,0.34751,0.283,81.436481,81.436481,80.941298,
03/31/2002,32.873,32.842,,,,,0.0,0.0,0.0,0.031,-3.293,0.616,2.389,7.321,0.288,,,22.547,-4.9,5.605,0.0,-0.705,17.647,-0.288,,-0.935,,,18.294,,18.294,-2.428,,15.866,15.866,,66.08894,0.24,0.225,0.225,66.183494,0.24,0.225,0.225,,,,,,,,,,22.383,,22.383,,,,,,,22.383,0.338196,0.338196,0.095625,28.275015,28.275015,28.23462,
06/30/2002,32.656,32.604,,,,,0.0,0.0,0.0,0.052,-2.873,0.525,2.348,7.416,0.0,,,22.367,-4.677,5.803,0.0,-1.126,17.69,-0.598,,-1.353,,,18.445,,18.445,-2.428,,16.017,16.017,,66.620826,0.24,0.22,0.22,66.736718,0.24,0.22,0.22,,,,,,,,,,22.987,,22.987,,,,,,,22.987,0.344443,0.344443,0.09625,27.94366,27.94366,27.895134,
09/30/2002,34.409,34.195,,,,,0.0,0.0,0.0,0.214,-11.315,1.263,2.302,7.75,0.0,,0.0,23.093999,-4.95,5.919,0.0,-0.969,18.143999,0.0,,-3.676,,,21.819999,,21.82,-2.428,,19.392,19.392,,68.963997,0.28,0.23,0.23,69.075996,0.28,0.23,0.23,,,,,,,,,,24.253,,24.253,,,,,,,24.253,0.351106,0.351106,0.289,82.311314,82.311314,82.179522,
12/31/2002,35.617001,35.576,,,,,0.0,0.0,0.0,0.041,-11.286,0.615,2.405,7.912,0.354,,0.0,24.331,-5.174,6.209,0.0,-1.035,19.157,0.0,,-0.95,,,20.107,,20.107,-2.428,,17.679,17.679,,69.741997,0.255,0.24,0.24,69.856003,0.255,0.24,0.24,,,,,,,,,,24.954,,24.954,,,,,,,24.954,0.357221,0.357221,0.2905,81.322303,81.322303,27.250141,
03/31/2003,34.700001,34.618,,,,,0.0,0.0,0.0,0.082,-11.193,0.608,2.575,7.875,0.135,,0.0,23.507001,-5.887,5.887,0.0,0.0,17.620001,0.0,,-0.414,,,18.034001,,18.034,-2.428,,15.606,15.606,,69.93,0.225,0.215,0.215,70.012001,0.225,0.215,0.215,,,,,,,,,,23.503,,23.503,,,,,,,23.503,0.3357,0.3357,0.293,87.280419,87.280419,87.176106,
06/30/2003,35.41,35.395,,,,,0.0,0.0,0.0,0.015,-11.425,0.566,2.636,8.087,0.136,,0.0,23.984999,-6.546,6.546,0.0,0.0,17.438999,0.0,,-3.151,,,20.589999,,20.59,-2.428,,18.162,18.162,,70.019997,0.26,0.215,0.215,70.120003,0.26,0.215,0.215,,,,,,,,,,23.903,,23.903,,,,,,,23.903,0.340887,0.340887,0.295,86.538928,86.538928,86.415932,
09/30/2003,36.271,36.051998,,,,,0.0,0.0,0.0,0.219,-11.395,0.655,2.544,8.082,0.114,,0.0,24.876,-6.578,6.578,0.0,0.0,18.298,0.0,,-2.031,,,20.329,,20.329,-2.428,,17.901,17.901,,70.043999,0.255,0.225,0.225,70.146004,0.255,0.225,0.225,,,,,,,,,,25.087999,,25.087999,,,,,,,25.087999,0.357654,0.357654,0.297,83.041147,83.041147,82.884252,
12/31/2003,39.986,39.710999,,,,,0.0,0.0,0.0,0.275,-12.496,0.689,2.861,8.946,0.0,,0.0,27.489999,-7.402,7.402,0.0,0.0,20.087999,-0.116,,-7.512,,,27.483999,,27.483999,-2.428,,25.055999,25.055999,,74.482002,0.34,0.24,0.24,74.575996,0.34,0.24,0.24,,,,,,,,,,31.545,,31.545,,,,,,,31.545,0.422991,0.422991,0.299,70.687026,70.687026,70.59756,
03/31/2004,42.396,41.932999,,,,,0.0,0.0,0.0,0.463,-13.875,0.771,3.162,9.789,0.153,,0.0,28.521001,-8.481,8.481,0.0,0.0,20.040001,0.0,,-4.811,,,24.851001,,24.851,-2.428,,22.423,22.423,,76.227997,0.295,0.23,0.23,76.321999,0.295,0.23,0.23,,,,,,,,,,30.76,,30.76,,,,,,,30.76,0.403029,0.403029,0.3005,74.560341,74.560341,74.470089,
06/30/2004,43.833,43.535,,,,,0.0,0.0,0.0,0.298,-4.009,0.749,3.26,10.008,0.0,,0.0,29.816,-8.505,8.505,0.0,0.0,21.311,-0.191,,-5.668,,,26.788,,26.788,-2.982,,23.806,23.806,,158.491312,0.135,0.1,0.1,158.64636,0.135,0.1,0.1,,,,,,,,,,60.181,,60.181,,,,,,,60.181,0.379341,0.379341,0.301875,79.578887,79.578887,79.501113,
09/30/2004,43.655,43.636,,,,,0.0,0.0,0.0,0.019,-3.958,0.756,3.202,10.14,0.0,,0.0,29.557,-8.552,8.552,0.0,0.0,21.005,-0.177,,-4.375,,,25.203,,25.203,-1.8,,21.988,21.988,,158.561888,0.14,0.11,0.11,158.699972,0.14,0.11,0.11,,,,,,,,,,29.478,,29.478,,,,,,,29.478,0.185747,0.185747,0.31125,167.566885,167.566885,29.421942,
12/31/2004,43.156,42.903,,,,,0.0,0.0,0.0,0.253,-13.632,0.741,3.495,9.74,-0.344,,0.0,29.524,-8.594,8.594,0.0,0.0,20.93,-0.522,,-6.147,,,26.555,,26.555,-2.245,,24.31,24.31,,158.604,0.155,0.13,0.13,158.768,0.155,0.13,0.13,,,,,,,,,,28.52,,28.52,,,,,,,28.52,0.179633,0.179633,0.313125,174.313569,174.313569,63.003676,
03/31/2005,46.553001,46.515999,,,,,0.0,0.0,0.0,0.037,-15.649,0.845,4.056,10.748,0.0,,0.0,30.904,-9.058,9.058,0.0,0.0,21.846001,-0.198,,-1.855,,,23.503001,,23.503,-2.351,,21.152,21.152,,79.58152,0.27,0.24,0.24,79.659363,0.27,0.24,0.24,,,,,,,,,,31.162001,,31.162001,,,,,,,31.162001,0.391191,0.391191,0.33,84.35784,84.35784,84.275398,
06/30/2005,47.215,47.080002,,,,,0.0,0.0,0.0,0.135,-15.877,1.008,3.706,11.163,0.0,,0.0,31.338,-9.793,9.793,0.0,0.0,21.545,-0.203,,-3.324,,,24.666,,24.666,-2.351,,22.315,22.315,,79.597321,0.28,0.24,0.24,79.67617,0.28,0.24,0.24,,,,,,,,,,30.874001,,30.874001,,,,,,,30.874001,0.387494,0.387494,0.331875,85.64659,85.64659,85.561833,
09/30/2005,48.887001,48.750999,,,,,0.0,0.0,0.0,0.136,-16.394,1.002,4.166,11.226,0.0,,0.0,32.492999,-10.228,10.228,0.0,0.0,22.264999,-0.202,,-1.059,,,23.121999,,23.122,-2.351,,20.771,20.771,,79.779808,0.26,0.25,0.25,79.843552,0.26,0.25,0.25,,,,,,,,,,31.747999,,31.747999,,,,,,,31.747999,0.397628,0.397628,0.3375,84.878417,84.878417,84.625807,
12/31/2005,53.365,53.319,,,,,0.0,0.0,0.0,0.046,-17.438,0.876,3.493,13.069,0.0,,0.0,35.927,-12.021,11.87,0.0,0.151,23.906,-0.21,,-4.132,,,27.828,,27.828,-2.35,,25.478,25.478,,80.842374,0.31,0.26,0.274,81.655287,0.31,0.26,0.274,,,,,,,,,,35.863,,35.863,,,,,,,35.863,0.4392,0.4392,0.346875,78.97883,78.97883,78.319631,
03/31/2006,55.118,55.032,,,,,0.0,0.0,0.0,0.086,-18.609,0.86,4.245,13.504,0.0,,0.0,36.509,-13.198,13.198,0.0,0.0,23.311,-0.231,22.537,-1.808,,,24.888,,24.888,-2.351,,22.537,22.537,,83.20866,0.27,0.25,0.25,83.412391,0.27,0.25,0.25,,13.459,,0.056,,,-0.752,,,35.3,,35.3,,,,,,,35.3,0.423199,0.423199,0.34875,82.408134,82.408134,82.206856,
06/30/2006,56.469002,55.703999,,,,,0.0,0.0,0.0,0.765,-19.821,0.685,4.354,14.782,0.0,,0.0,36.648001,-11.93,11.93,0.0,0.0,24.718,-0.231,24.289,-2.153,,,26.640001,,26.639999,-2.351,,24.288999,24.288999,,88.305176,0.28,0.25,0.25,88.466026,0.27,0.25,0.25,,14.735,,0.039,,,-1.441,,,37.622002,,37.622002,,,,,,,37.622002,0.425271,0.425271,0.350625,82.447504,82.447504,82.297593,
09/30/2006,59.164,58.919,,,,,0.0,0.0,0.0,0.245,-19.456,0.787,4.083,14.586,0.0,,0.0,39.708,-14.085,12.53,0.0,1.555,25.623,-0.096,24.207,-1.031,,,26.558,,26.558,-2.351,,24.207,24.207,,89.166429,0.27,0.26,0.28,89.267138,0.27,0.26,0.28,,14.537,,0.075,,,-0.843,,,37.976,,37.976,,,,,,,37.976,0.42542,0.42542,0.36025,84.681079,84.681079,84.585544,
12/31/2006,68.778,67.832,,,,,0.0,0.0,0.0,0.946,-22.26,0.987,4.857,16.416,0.0,,0.0,46.518,-13.705,13.705,0.0,0.0,32.813,-0.189,28.386,-0.071,,,32.695,,32.695,-4.309,,28.386,28.386,,98.386592,0.29,0.29,0.29,98.524663,0.29,0.29,0.29,,16.455,,0.06,,,0.0,,,44.901,,44.901,,,,,,,44.901,0.457264,0.457264,0.377625,82.58355,82.58355,82.211936,
03/31/2007,71.33,69.178,,,,,0.0,0.0,0.0,2.152,-24.02,0.861,5.091,18.068,0.0,,0.0,47.31,-12.536,12.536,0.0,0.0,34.774,-0.245,30.26,-1.794,,,36.323,,36.323,-6.063,,30.26,30.26,,100.054868,0.3,0.28,0.28,100.2763,0.3,0.28,0.28,,18.019,,0.066,,-1.806,,,,46.539,,46.539,,,,,,,46.539,0.464108,0.464108,0.3795,81.769819,81.769819,81.589253,
06/30/2007,70.324997,70.112,,,,,0.0,0.0,0.0,0.213,-25.209999,0.958,5.838,18.414,0.0,,0.0,45.114999,-13.029,13.029,0.0,0.0,32.085999,-0.353,30.872999,-5.203,,,36.935999,,36.936001,-6.063,,30.873001,30.873001,,100.133095,0.31,0.26,0.26,100.246109,0.31,0.26,0.26,,18.368,,0.104,,0.0,-0.585,,,48.759998,,48.759998,,,,,,,48.759998,0.486403,0.486403,0.381375,78.407224,78.407224,78.318828,
09/30/2007,73.522003,72.228996,,,,,0.0,0.0,0.0,1.293,-26.538001,0.815,6.29,19.433001,0.0,,0.0,46.983999,-16.163,16.163,0.0,0.0,30.820999,-0.35,27.91,-3.502,,,33.972999,,33.973,-6.063,,27.909999,27.909999,,100.187904,0.28,0.24,0.24,100.252953,0.28,0.24,0.24,,19.354,,0.16,,-0.029,-0.77,,,46.625,,46.625,,,,,,,46.625,0.465074,0.465074,0.391,84.072718,84.072718,84.018165,
12/31/2007,80.115,77.421,,,,,0.0,0.0,0.0,2.694,-27.278,0.855,5.475,20.948,0.0,,0.0,52.837,-22.719,22.719,0.0,0.0,30.118,-0.444,27.113,-3.502,,,33.176,,33.176,-6.063,,27.113,27.113,,101.077539,0.27,0.24,0.24,101.077539,0.27,0.24,0.24,,20.878,,0.129,,,-0.37,,,47.75,,47.75,,,,,,,47.75,0.475999,0.475999,0.408375,85.793267,85.793267,85.857061,
03/31/2008,82.689,81.241,,,,,,0.0,0.0,1.448,-6.76,1.216,5.544,22.076,,,0.0,53.853,-23.386,23.386,,0.0,30.467,-0.398,23.698,0.308,,,29.761,,29.761,-6.063,,23.698,23.698,0.0,100.280264,0.24,0.24,0.24,100.365576,0.24,0.24,0.24,,22.883,,0.013,,-0.439,-0.218,,,45.937,,45.937,,,,,,,45.937,0.457697,0.457697,0.41025,89.63358,89.63358,89.55739,
