Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
09/30/2011,-6.741,-13.278,0.998,5.156,3.728,,1.428,0.383,-0.309,-0.197,0.889,0.0,-10.602,-1.506,0.0,,0.0,-1.506,-1.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.096,0.958,0.0,-0.075,,,-0.075,1.033,1.033,0.0,0.0,0.019,-16.366,,
12/31/2011,-11.57,-12.251,1.063,3.879,3.58,,0.299,-4.261,-3.544,-1.716,0.999,0.0,-3.446,-3.545,0.004,0.004,0.0,-3.549,-3.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.047,0.0,0.0,,,0.0,0.047,0.047,0.0,0.0,-0.001,-14.97,,
03/31/2012,-10.164,-14.064,1.182,3.295,4.146,,-0.851,-0.577,0.004,0.127,-0.708,0.0,11.631,-2.32,0.0,,0.0,-2.32,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.951,1.12,0.0,0.0,,,,1.12,1.12,0.0,0.0,-0.021,2.566,,
06/30/2012,-6.2291,-14.7,1.468,5.661,4.833,,0.828,1.3779,-0.357,0.666,1.0689,0.0,6.722,-2.882,0.0,,0.0,-2.882,-2.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.604,0.452,0.0,0.0,,,,0.452,0.452,0.0,0.0,0.021,0.9659,,
09/30/2012,-6.05,-17.263,2.199,5.234,4.879,,0.355,3.78,0.543,0.237,3.0,0.0,3.494,-2.894,0.0,,0.0,-2.894,-2.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.388,1.334,0.0,0.0,,,,1.334,1.334,0.0,0.0,-0.019,-1.241,,
12/31/2012,-10.557,-8.5,1.751,5.073,4.542,,0.531,-8.881,-7.19,-0.33,-1.361,0.0,6.553,-1.404,0.0,,0.0,-1.404,-1.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.957,7.294,0.0,6.6,,6.6,,0.694,0.694,0.0,0.0,0.019,3.309,,
03/31/2013,-4.5,-11.1,1.8,5.4,5.0,,0.4,-0.6,3.2,-0.1,-3.7,0.0,12.6,-1.4,0.0,,0.0,-1.4,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.7,0.0,0.0,,,,2.7,2.7,0.0,0.0,,10.8,,
06/30/2013,0.9,-10.1,1.6,7.3,6.4,,0.9,2.1,-1.4,0.3,3.2,0.0,6.1,-2.0,0.0,,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,2.3,0.0,0.0,,,,2.3,2.3,0.0,0.0,,9.3,,
09/30/2013,1.6,-6.0,1.7,7.8,6.6,,1.2,-1.9,-3.8,-2.7,4.6,0.0,1.7,-2.2,0.0,,0.0,-2.2,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.9,0.0,0.0,,,,1.9,1.9,0.0,0.0,,5.2,,
12/31/2013,4.4,-2.6,1.9,7.2,6.6,,0.6,-2.1,-4.5,0.9,1.5,0.0,0.5,-2.3,0.0,,0.0,-2.3,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.9,0.0,-0.2,,,-0.2,5.1,5.1,0.0,0.0,,9.8,,
03/31/2014,-2.4,-12.5,1.9,10.0,8.7,,1.3,-1.8,2.2,0.2,-4.2,0.0,-4.3,-3.9,0.0,,0.0,-3.9,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,9.2,0.0,-0.5,,,-0.5,9.7,9.7,0.0,0.0,,2.5,,
06/30/2014,6.2,-6.0,1.9,12.2,13.2,,-1.0,-1.9,-4.7,-2.8,5.6,0.0,-4.0,-4.0,0.0,,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,-0.6,,,-0.6,2.2,2.2,0.0,0.0,,3.8,,
09/30/2014,11.4,-5.2,2.2,12.9,13.8,,-0.9,1.5,-2.8,-2.7,7.0,0.0,-3.8,-3.7,0.0,,0.0,-3.7,-3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,6.1,0.0,-0.5,,,-0.5,6.6,6.6,0.0,0.0,,13.7,,
12/31/2014,8.4,1.3,2.4,21.0,14.3,,6.7,-11.0,-11.0,-1.7,1.7,0.0,-4.7,-4.6,0.0,,0.0,-4.6,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,4.9,0.0,-0.6,,0.0,-0.6,5.5,5.5,0.0,0.0,,8.6,,
03/31/2015,3.4,-12.9,2.4,16.8,15.9,,0.9,-2.9,2.2,-2.4,-2.7,0.0,-25.9,-8.0,0.0,,0.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.9,4.9,0.0,-0.6,0.0,0.0,-0.6,5.5,5.5,0.0,0.0,0.0,-17.6,,
06/30/2015,16.4,-3.7,2.6,21.2,20.7,,0.5,-3.7,-5.3,-4.0,5.6,0.0,-7.2,-6.3,0.0,,0.0,-6.3,-6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,4.3,0.0,-0.6,0.0,0.0,-0.6,4.9,4.9,0.0,0.0,0.0,13.5,,
09/30/2015,17.9,-42.5,2.7,61.3,22.6,,38.7,-3.6,-10.3,-8.2,14.9,0.0,-5.7,-7.4,0.0,0.0,0.0,-7.4,-7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,5.4,0.0,-0.5,0.0,0.0,-0.5,5.9,5.9,0.0,0.0,0.0,17.6,,
12/31/2015,11.3,1.5,3.1,23.3,23.5,,-0.2,-16.6,-18.3,-4.6,6.3,0.0,-12.7,-11.6,0.0,0.0,0.0,-11.6,-11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,2.2,0.0,-0.6,0.0,0.0,-0.6,2.8,2.8,0.0,0.0,0.0,0.8,,
03/31/2016,-0.2,-19.2,3.4,25.4,25.1,,0.3,-9.8,6.8,-10.9,-5.7,0.0,-11.2,-11.5,0.0,0.0,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.2,0.0,-0.6,0.0,0.0,-0.6,3.8,3.8,0.0,0.0,0.0,-8.2,,
06/30/2016,20.1,-20.2,3.9,28.3,27.6,,0.7,8.1,-6.0,3.7,10.4,0.0,-9.6,-10.5,0.0,0.0,0.0,-10.5,-10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.7,0.0,-1.7,0.0,0.0,-1.7,1.0,1.0,0.0,0.0,-0.2,9.6,,
09/30/2016,23.0,-18.8,4.1,30.9,29.0,,1.9,6.8,-3.0,-1.7,11.5,0.0,-17.8,-16.1,0.0,0.0,0.0,-16.1,-16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,5.1,0.0,0.0,0.0,0.0,0.0,5.1,5.1,0.0,0.0,-0.1,10.2,,
12/31/2016,13.3,-7.4,3.6,33.4,29.1,,4.3,-16.3,-25.0,-0.9,9.6,0.0,-17.3,-17.6,0.0,0.0,0.0,-17.6,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3,-3.2,0.1,
03/31/2017,0.3,-41.7,3.7,32.2,30.6,,1.6,6.1,15.8,-1.0,-8.7,0.0,-21.4,-22.9,0.0,0.0,0.0,-22.9,-22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,80.3,0.0,75.0,75.0,0.0,0.0,5.3,5.3,0.0,0.0,-0.2,59.0,,
06/30/2017,14.3,2.9,3.9,16.3,25.3,,-9.0,-8.8,-15.3,3.8,2.7,0.0,-85.3,-12.0,0.0,,,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.3,314.4,0.0,314.0,-75.0,389.0,0.0,0.4,0.4,0.0,0.0,-1.0,242.4,,
09/30/2017,36.2,-2.0,4.3,7.2,25.4,-18.2,0.0,8.5,-8.7,-0.6,17.8,0.0,-36.6,-13.5,0.0,0.0,0.0,-13.5,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.1,4.3,0.0,0.0,0.0,0.0,0.0,4.3,4.3,0.0,0.0,2.3,6.2,,
12/31/2017,41.2,-9.4,4.2,52.2,24.9,,27.3,-5.8,-23.6,-1.8,19.6,0.0,-1.1,-17.6,0.0,0.0,0.0,-17.6,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.8,39.4,,
03/31/2018,-8.7,-24.2,6.0,20.4,24.6,,-4.2,-10.9,10.7,-6.4,-15.2,0.0,-15.4,-15.3,0.0,0.0,0.0,-15.3,-15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,4.2,0.0,0.0,0.0,0.0,0.0,4.2,4.2,0.0,0.0,-0.9,-20.8,,
06/30/2018,41.4,30.2,6.7,-6.8,25.6,,-32.4,11.3,-38.8,5.4,44.7,0.0,-159.9,-10.3,0.0,0.0,0.0,-10.3,-10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149.6,-0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.8,-0.9,-120.2,,
09/30/2018,56.8,46.6,7.8,-4.3,27.1,0.0,-31.4,6.7,-8.1,-9.0,23.8,0.0,4.6,-23.8,0.0,0.0,0.0,-23.8,-23.8,0.0,0.0,0.0,0.0,-11.3,0.0,-11.3,0.0,39.7,5.4,0.0,0.0,0.0,0.0,0.0,5.4,5.4,0.0,0.0,0.4,67.2,,
12/31/2018,33.7,-179.7,8.6,253.6,24.6,,229.0,-48.8,-57.0,-15.5,23.7,0.0,30.9,-17.7,0.0,0.0,0.0,-17.7,-17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,701.6,0.0,1020.4,,1020.4,,-99.8,0.2,-100.0,-219.0,3.2,769.4,,
03/31/2019,11.8,-26.9,9.9,38.7,25.0,,13.7,-9.9,21.5,-30.4,-1.0,0.0,131.3,-39.3,0.0,0.0,0.0,-39.3,-39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6,4.9,0.0,0.0,0.0,0.0,,5.0,5.0,0.0,-0.1,0.6,148.6,,
06/30/2019,64.5,-10.5,11.6,39.4,29.7,,9.7,24.0,-12.3,-16.8,53.1,0.0,-639.4,-46.9,0.0,,,-46.9,-46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-592.5,-0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,-0.2,-0.9,-575.9,,
09/30/2019,94.5,45.8,12.9,34.4,24.4,,10.0,1.4,-18.4,-2.5,22.3,0.0,-412.8,-49.7,0.0,0.0,0.0,-49.7,-49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.1,6.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,0.0,-0.8,-1.4,-313.7,,
12/31/2019,143.7,92.7,14.3,43.7,23.6,,20.1,-7.0,-50.8,0.6,43.2,0.0,-94.3,-44.1,0.0,,,-44.1,-44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.2,-0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.1,1.0,50.3,,
03/31/2020,1.9,19.9,13.0,36.3,23.9,,12.4,-67.3,-14.7,-22.2,-30.4,0.0,130.6,-33.2,0.0,0.0,0.0,-33.2,-33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.8,6.5,0.0,0.0,0.0,0.0,0.0,6.7,6.7,0.0,-0.2,-0.5,138.5,,
06/30/2020,154.1,46.3,15.3,71.7,30.7,,41.0,20.8,4.3,-23.3,39.8,0.0,-1115.3,-58.2,0.0,0.0,0.0,-58.2,-58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1057.1,906.0,0.0,-282.6,0.0,0.0,-282.6,0.0,0.0,0.0,1188.6,0.3,-54.9,,
