Date,Revenue,Sales & Services Revenue,Other Revenue,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/27/1998,2462.0,,,,,-2184.0,,,,278.0,-152.0,123.0,123.0,,,29.0,126.0,-35.0,91.0,,,,91.0,,91.0,,,91.0,91.0,,1265.994,0.071667,0.071667,0.071667,1294.104,0.07,0.07,0.07,
06/26/1998,2490.0,,,,,-2154.0,,,,336.0,-121.0,124.0,124.0,,,-3.0,215.0,-64.0,151.0,,,,151.0,,151.0,,,151.0,151.0,,1268.604,0.118333,0.118333,0.118333,1292.94,0.116667,0.116667,0.116667,
09/25/1998,2429.0,,,,,-2189.0,,,,240.0,59.0,,120.0,,5.0,-184.0,299.0,-101.0,198.0,0.0,,,198.0,-11.0,187.0,0.0,,187.0,187.0,,1264.859988,0.148333,0.148333,0.061667,1277.754,0.146667,0.146667,0.061667,
12/25/1998,2487.0,,,,,-2211.0,,,,276.0,-122.0,,139.0,,6.0,-23.0,154.0,-36.0,118.0,0.0,,,118.0,-10.0,108.0,0.0,,108.0,108.0,,1261.19403,0.086667,0.086667,0.086667,1275.570006,0.085,0.085,0.085,
04/02/1999,2541.0,,,,,-2265.0,,,,276.0,-168.0,119.0,133.0,-14.0,,49.0,108.0,-33.0,75.0,49.0,,,26.0,,26.0,,,26.0,26.0,,1260.744,0.02,0.06,0.06,1269.948,0.02,0.06,0.06,
07/02/1999,2616.0,,,,,-2342.0,,,,274.0,-104.0,117.0,127.0,-10.0,,-13.0,170.0,-56.0,114.0,,,,114.0,,114.0,,,114.0,114.0,,1263.102,0.09,0.09,0.09,1278.942,0.088333,0.088333,0.088333,
10/01/1999,2807.0,,,,,-2482.0,,,,325.0,-431.0,122.0,133.0,-11.0,,309.0,-106.0,-12.0,-118.0,-5.0,,,-113.0,,-113.0,,,-113.0,-113.0,315.0,1264.74,-0.09,-0.093333,-0.093333,1264.74,-0.09,-0.093333,-0.093333,
12/31/1999,2626.0,,,,,-2453.0,,,,173.0,-211.0,,128.0,,0.0,83.0,-38.0,22.0,-16.0,-2.0,,,-14.0,-11.0,-25.0,0.0,,-25.0,-25.0,,1266.011994,-0.02,-0.021667,0.031667,1266.011994,-0.02,-0.021667,0.031667,
03/31/2000,2034.0,,,,,-1860.0,,,,174.0,-139.0,118.0,134.0,-16.0,,21.0,35.0,-10.0,25.0,-4.0,,,29.0,,29.0,,,29.0,29.0,,1267.152,0.023333,0.02,0.02,1272.09,0.023333,0.02,0.02,
06/30/2000,2071.0,,,,,-1882.0,,,,189.0,-115.0,127.0,139.0,-12.0,,-12.0,74.0,-26.0,48.0,-7.0,,,55.0,,55.0,,,55.0,55.0,,1266.096,0.043333,0.038333,0.038333,1267.266,0.043333,0.038333,0.038333,
09/29/2000,2039.0,,,,,-1815.0,,,,224.0,-137.0,128.0,140.0,-12.0,,9.0,87.0,-28.0,59.0,-368.0,,,427.0,,427.0,,,427.0,427.0,,1265.604,0.336667,0.046667,0.046667,1267.524,0.336667,0.046667,0.046667,
12/29/2000,2047.0,,,,,-1829.0,,,,218.0,-126.0,,132.0,,0.0,-6.0,92.0,-27.0,65.0,0.0,,,65.0,-11.0,54.0,0.0,0.0,54.0,54.0,,1265.399964,0.043333,0.043333,0.043333,1264.949982,0.043333,0.043333,0.043333,
03/30/2001,2025.0,,,,,-1836.0,,,,189.0,-162.0,120.0,131.0,-11.0,,42.0,27.0,-7.0,20.0,,,,20.0,,20.0,,,20.0,20.0,,1267.794,0.016667,0.016667,0.016667,1271.382,0.016667,0.016667,0.016667,
06/29/2001,2057.0,,,,,-1792.0,,,,265.0,-98.0,122.0,132.0,-10.0,,-24.0,167.0,-59.0,108.0,,,,108.0,,108.0,,,108.0,108.0,,1270.122,0.085,0.085,0.085,1274.784,0.085,0.085,0.085,
09/28/2001,2019.0,,,,,-1737.0,,,,282.0,-125.0,118.0,126.0,-8.0,,7.0,157.0,-57.0,100.0,,,,100.0,,100.0,,,100.0,100.0,,1271.226,0.078333,0.078333,0.078333,1275.474,0.078333,0.078333,0.078333,
12/28/2001,2009.0,,,,,-1788.0,,,,221.0,-112.0,,129.0,,0.0,-17.0,109.0,-32.0,77.0,0.0,,,77.0,-12.0,65.0,0.0,0.0,65.0,65.0,,1276.19403,0.051667,0.051667,0.08,1276.19403,0.051667,0.051667,0.08,
03/29/2002,1964.0,,,,,-1752.0,,,,212.0,-105.0,107.0,114.0,-7.0,,-2.0,107.0,-39.0,68.0,43.0,,,25.0,,25.0,,,25.0,25.0,,1272.318,0.02,0.053333,0.053333,1279.14,0.02,0.053333,0.053333,
06/28/2002,2073.0,,,,,-1752.0,,,,321.0,-112.0,108.0,116.0,-8.0,,4.0,209.0,-74.0,135.0,,,,135.0,,135.0,,,135.0,135.0,,1275.33,0.105,0.105,0.105,1281.246,0.105,0.105,0.105,
09/27/2002,2055.0,,,,,-1779.0,,,,276.0,-80.0,101.0,108.0,-7.0,,-21.0,196.0,-69.0,127.0,,,,127.0,,127.0,,,127.0,127.0,,1278.246,0.1,0.1,0.1,1281.798,0.1,0.1,0.1,
12/27/2002,2060.0,,,,,-1742.0,,,,318.0,-73.0,,107.0,-5.0,0.0,-29.0,245.0,-74.0,171.0,0.0,,,171.0,-34.0,137.0,0.0,0.0,137.0,137.0,,1279.601988,0.106667,0.106667,0.106667,1282.140012,0.106667,0.106667,0.106667,
03/28/2003,2016.0,,,,,-1839.0,,,,177.0,-113.0,107.0,103.0,4.0,,6.0,64.0,-22.0,42.0,-57.0,,,99.0,,99.0,,,99.0,99.0,,1283.196,0.076667,0.033333,0.033333,1284.984,0.076667,0.033333,0.033333,
06/27/2003,1942.0,,,,,-1657.0,,,,285.0,-86.0,101.0,105.0,-4.0,,-15.0,199.0,-72.0,127.0,,,,127.0,,127.0,,,127.0,127.0,,1283.094,0.098333,0.098333,0.098333,1285.782,0.098333,0.098333,0.098333,
09/26/2003,1882.0,,,,,-1980.0,,,,-98.0,-82.0,95.0,103.0,-8.0,,-13.0,-180.0,77.0,-103.0,,,,-103.0,,-103.0,,,-103.0,-103.0,,1283.73,-0.08,-0.08,-0.08,1283.73,-0.08,-0.08,-0.08,
12/26/2003,1896.0,,,,,-1659.0,,,,237.0,-72.0,,107.0,-5.0,0.0,-30.0,165.0,-53.0,112.0,-11.0,,,123.0,0.0,123.0,0.0,0.0,123.0,123.0,,1288.452024,0.095,0.086667,0.091667,1288.452024,0.095,0.086667,0.091667,
03/26/2004,1920.0,,,,,-1768.0,,,,152.0,-112.0,105.0,108.0,-3.0,0.0,7.0,40.0,-13.0,27.0,-3.0,,,30.0,0.0,30.0,0.0,0.0,30.0,30.0,,1288.02,0.023333,0.021667,0.021667,1349.28,0.023333,0.021667,0.021667,
06/25/2004,1997.0,,,,,-1700.0,,,,297.0,-119.0,104.0,109.0,-5.0,0.0,15.0,178.0,-60.0,118.0,-1.0,,,119.0,0.0,119.0,0.0,0.0,119.0,119.0,,1288.404,0.091667,0.091667,0.098333,1349.262,0.088333,0.088333,0.095,
09/24/2004,1943.0,,,,,-1690.0,,,,253.0,-77.0,101.0,106.0,-5.0,0.0,-24.0,176.0,-62.0,114.0,-9.0,,,123.0,0.0,123.0,0.0,0.0,123.0,123.0,,1288.926,0.095,0.088333,0.09,1349.88,0.091667,0.085,0.086667,
12/31/2004,2180.0,,,,,-1709.0,,,,317.0,-74.0,,112.0,-8.0,0.0,-30.0,243.0,-84.0,159.0,93.0,,,66.0,0.0,66.0,0.0,0.0,66.0,66.0,,1289.22,0.051667,0.123333,0.123333,1352.22,0.05,0.118333,0.118333,
04/01/2005,2108.0,,,,,-1754.0,,,,354.0,-116.0,107.0,114.0,-7.0,0.0,9.0,238.0,-84.0,154.0,-425.0,,,579.0,0.0,579.0,0.0,0.0,579.0,579.0,,1292.136,0.448333,0.12,0.12,1357.476,0.426667,0.113333,0.113333,
07/01/2005,2166.0,,,,,-1735.0,,,,431.0,-272.0,95.0,110.0,-15.0,0.0,177.0,159.0,6.0,165.0,0.0,,,165.0,0.0,165.0,0.0,0.0,165.0,165.0,,1298.508,0.126667,0.126667,0.166667,1364.718,0.121667,0.121667,0.16,
09/30/2005,2125.0,,,,,-1772.0,,,,353.0,-89.0,93.0,100.0,-7.0,0.0,-4.0,264.0,-100.0,164.0,0.0,,,164.0,0.0,164.0,0.0,0.0,164.0,164.0,,1300.23,0.125,0.125,0.125,1370.538,0.12,0.12,0.12,
12/30/2005,2219.0,,,,,-1845.0,,,,412.0,-37.0,,99.0,-8.0,0.0,-54.0,375.0,-138.0,237.0,0.0,,,237.0,0.0,237.0,0.0,0.0,237.0,237.0,,1304.586,0.181667,0.181667,0.181667,1380.582,0.171667,0.171667,0.171667,
03/31/2006,2331.0,,,,,-1835.0,,,,496.0,-101.0,89.0,98.0,-9.0,0.0,12.0,395.0,-150.0,245.0,0.0,,,245.0,0.0,245.0,0.0,0.0,245.0,245.0,,1318.086,0.186667,0.186667,0.186667,1393.092,0.176667,0.176667,0.176667,
06/30/2006,2421.0,,,,,-1901.0,,,,520.0,39.0,78.0,98.0,-20.0,0.0,-117.0,559.0,-169.0,390.0,0.0,,,390.0,0.0,390.0,0.0,0.0,390.0,390.0,,1331.448,0.293333,0.293333,0.203333,1410.618,0.276667,0.276667,0.193333,
09/29/2006,2418.0,,,,,-1944.0,,,,474.0,-57.0,87.0,97.0,-10.0,0.0,-30.0,417.0,-89.0,328.0,0.0,,,328.0,0.0,328.0,0.0,0.0,328.0,328.0,,1320.264,0.25,0.25,0.19,1396.923,0.236667,0.236667,0.18,
12/29/2006,2396.0,,,,,-1916.0,,,,507.0,-10.0,87.0,99.0,-12.0,0.0,-77.0,470.0,-123.0,347.0,0.0,,,347.0,0.0,347.0,0.0,0.0,347.0,347.0,,1317.723,0.263333,0.263333,0.2,1390.572,0.25,0.25,0.19,
03/30/2007,2422.0,,,,,-1952.0,,,,470.0,-92.0,86.0,99.0,-13.0,0.0,6.0,378.0,-138.0,240.0,0.0,,,240.0,0.0,240.0,0.0,0.0,240.0,240.0,,1312.911,0.183333,0.183333,0.176667,1389.528,0.173333,0.173333,0.166667,
06/29/2007,2530.0,,,,,-1926.0,,,,604.0,-90.0,86.0,101.0,-15.0,0.0,4.0,514.0,-190.0,324.0,0.0,,,324.0,0.0,324.0,0.0,0.0,324.0,324.0,,1315.884,0.246667,0.246667,0.246667,1376.769,0.236667,0.236667,0.236667,
09/28/2007,2501.0,,,,,-1947.0,,,,554.0,-84.0,89.0,102.0,-13.0,0.0,-5.0,470.0,-173.0,297.0,-110.0,,,407.0,0.0,407.0,0.0,0.0,407.0,407.0,-1.0,1297.587,0.313333,0.23,0.23,1336.644,0.303333,0.223333,0.223333,
12/28/2007,2577.0,,,,0.0,-1968.0,,,,609.0,-39.0,101.0,115.0,-14.0,0.0,-62.0,570.0,-205.0,365.0,0.0,,,365.0,0.0,365.0,0.0,0.0,365.0,365.0,-5.0,1230.336,0.296667,0.296667,0.293333,1276.425,0.286667,0.286667,0.286667,
03/28/2008,2713.0,,,,,-2089.0,,,,624.0,-62.0,111.0,119.0,-8.0,0.0,-49.0,562.0,-211.0,351.0,0.0,,,351.0,0.0,351.0,0.0,0.0,351.0,351.0,,1212.84,0.29,0.29,0.273333,1245.555,0.283333,0.283333,0.266667,
06/27/2008,2907.0,,,,,-2190.0,,,,717.0,-127.0,120.0,133.0,-13.0,0.0,7.0,590.0,-205.0,385.0,0.0,,,385.0,0.0,385.0,0.0,0.0,385.0,385.0,-18.0,1218.42,0.316667,0.316667,0.303333,1245.27,0.31,0.31,0.296667,
09/26/2008,2961.0,,,,0.0,-2228.0,,,,733.0,-126.0,121.0,131.0,-10.0,,5.0,607.0,-227.0,380.0,-2.0,,,382.0,,382.0,0.0,0.0,382.0,382.0,,1206.672,0.316667,0.313333,0.313333,1225.458,0.313333,0.31,0.31,
12/26/2008,2674.0,,,,0.0,-1982.0,,,,692.0,-130.0,130.0,136.0,-6.0,0.0,0.0,562.0,-201.0,361.0,114.0,,,247.0,0.0,247.0,0.0,0.0,247.0,247.0,,1187.025,0.21,0.306667,0.306667,1187.025,0.21,0.306667,0.306667,
03/27/2009,2247.0,2247.0,,,0.0,-1725.0,,224.0,1501.0,522.0,-138.0,137.0,141.0,-4.0,,1.0,384.0,-130.0,254.0,8.0,8.0,0.0,246.0,,246.0,0.0,0.0,246.0,254.0,0.0,1173.48,0.21,0.216667,0.216667,1182.303,0.206667,0.213333,0.213333,
06/26/2009,2185.0,2185.0,,,0.0,-1608.0,,227.0,1381.0,577.0,-129.0,136.0,139.0,-3.0,,-7.0,448.0,-166.0,282.0,-23.0,-23.0,0.0,305.0,,305.0,0.0,0.0,305.0,282.0,0.0,1176.081,0.26,0.24,0.24,1186.11,0.256667,0.236667,0.236667,
09/25/2009,2289.0,2289.0,,,0.0,-1695.0,,227.0,1468.0,594.0,-134.0,138.0,140.0,-2.0,,-4.0,460.0,-170.0,290.0,0.0,0.0,0.0,290.0,,290.0,0.0,0.0,290.0,290.0,0.0,1177.056,0.246667,0.246667,0.246667,1188.999,0.243333,0.243333,0.243333,
12/25/2009,2320.0,2320.0,,,0.0,-1741.0,,226.0,1515.0,579.0,-123.0,136.0,138.0,-2.0,,-13.0,456.0,-153.0,303.0,0.0,0.0,0.0,303.0,,303.0,0.0,0.0,303.0,303.0,0.0,1190.817,0.256667,0.256667,0.256667,1190.817,0.256667,0.256667,0.256667,
03/26/2010,2491.0,2491.0,,,0.0,-1859.0,,228.0,1631.0,632.0,-131.0,141.0,142.0,-1.0,,-10.0,501.0,-196.0,305.0,0.0,0.0,0.0,305.0,,305.0,0.0,0.0,305.0,305.0,0.0,1173.237,0.26,0.26,0.26,1182.969,0.26,0.26,0.26,
06/25/2010,2663.0,2663.0,,,0.0,-1895.0,,230.0,1665.0,768.0,-126.0,133.0,135.0,-2.0,,-7.0,642.0,-228.0,414.0,0.0,0.0,0.0,414.0,,414.0,0.0,0.0,414.0,433.316667,19.316667,1149.0,0.36,0.36,0.377125,1159.0,0.36,0.36,0.376667,
09/24/2010,2666.0,2666.0,,,0.0,-1841.0,,232.0,1609.0,825.0,-123.0,130.0,131.0,-1.0,,-7.0,702.0,-288.0,414.0,0.0,0.0,0.0,414.0,,414.0,0.0,0.0,414.0,421.633333,7.633333,1134.0,0.36,0.36,0.371811,1145.0,0.36,0.36,0.366667,
12/31/2010,2816.0,2816.0,,,0.0,-1970.0,,257.0,1713.0,846.0,-145.0,147.0,149.0,-2.0,,-2.0,701.0,-271.0,430.0,0.0,0.0,0.0,430.0,,430.0,0.0,0.0,430.0,424.0,-6.0,1128.0,0.38,0.38,0.375887,1128.0,0.38,0.38,0.374681,
04/01/2011,2810.0,2810.0,,,0.0,-2037.0,,243.0,1794.0,773.0,-135.0,139.0,140.0,-1.0,,-4.0,638.0,-243.0,395.0,0.0,0.0,0.0,395.0,,395.0,0.0,0.0,395.0,395.0,0.0,1108.0,0.36,0.36,0.36,1115.0,0.35,0.35,0.35,
07/01/2011,3019.0,3019.0,,,0.0,-2093.0,,246.0,1847.0,926.0,-134.0,133.0,134.0,-1.0,,1.0,792.0,-286.0,506.0,0.0,0.0,0.0,506.0,,506.0,0.0,0.0,506.0,506.0,0.0,1102.0,0.46,0.46,0.46,1109.0,0.46,0.46,0.46,
09/30/2011,2963.0,2963.0,,,0.0,-2085.0,,251.0,1834.0,878.0,-132.0,137.0,138.0,-1.0,,-5.0,746.0,-282.0,464.0,0.0,0.0,0.0,464.0,,464.0,0.0,0.0,464.0,464.0,0.0,1071.0,0.43,0.43,0.43,1077.0,0.43,0.43,0.43,
12/30/2011,2951.0,2951.0,,,0.0,-2110.0,,236.0,1874.0,841.0,-129.0,138.0,140.0,-2.0,,-9.0,712.0,-255.0,457.0,0.0,0.0,0.0,457.0,,457.0,0.0,0.0,457.0,457.0,0.0,1056.0,0.43,0.43,0.43,1056.0,0.43,0.43,0.43,
03/30/2012,2966.0,2966.0,,,0.0,-2110.0,,257.0,1853.0,856.0,-140.0,142.0,144.0,-2.0,,-2.0,716.0,-267.0,449.0,0.0,0.0,0.0,449.0,,449.0,0.0,0.0,449.0,436.65,-12.35,1047.0,0.43,0.43,0.417049,1049.0,0.43,0.43,0.417049,
06/29/2012,3012.0,3012.0,,,0.0,-2069.0,,263.0,1806.0,943.0,-134.0,138.0,139.0,-1.0,,-4.0,809.0,-297.0,512.0,0.0,0.0,0.0,512.0,,512.0,0.0,0.0,512.0,499.0,-13.0,1041.0,0.49,0.49,0.479347,1043.0,0.49,0.49,0.477536,
09/28/2012,2894.0,2894.0,,,0.0,-2040.0,,268.0,1772.0,854.0,-133.0,137.0,138.0,-1.0,,-4.0,721.0,-266.0,455.0,0.0,0.0,0.0,455.0,,455.0,0.0,0.0,455.0,435.5,-19.5,1038.0,0.44,0.44,0.419557,1040.0,0.44,0.44,0.419557,
12/28/2012,2884.0,2884.0,,,0.0,-2080.0,,271.0,1809.0,804.0,-86.0,144.0,145.0,-1.0,,-58.0,718.0,-275.0,443.0,0.0,0.0,0.0,443.0,,443.0,0.0,0.0,443.0,383.2,-59.8,1028.0,0.43,0.43,0.372763,1028.0,0.43,0.43,0.371829,
03/29/2013,2963.0,2963.0,,,0.0,-2083.0,,270.0,1813.0,880.0,-150.0,,147.0,,,3.0,730.0,-268.0,462.0,0.0,0.0,0.0,462.0,,462.0,0.0,0.0,462.0,430.15,-31.85,1022.0,0.45,0.45,0.42089,1023.0,0.45,0.45,0.418866,
