Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/03/1993,1883.400024,13.6,13.6,,270.5,,,410.5,,,,,63.400002,,,,,758.0,827.299988,1431.800049,-604.5,,298.100006,,,,,298.100006,1125.399994,,193.0,193.0,,,,122.0,,,,,,137.299988,,,137.299988,452.299988,522.700012,,,,,262.5,,,,262.5,785.200012,1237.5,8.3,236.5,,,-21.799999,,407.699993,630.699994,15.2,645.899994,1883.399994,
12/31/1993,1795.599976,8.2,8.2,,191.300003,,,409.299988,,,,,83.300003,,,,,692.099976,822.700012,1449.300049,-626.599976,0.0,280.799988,,,,,280.799988,1103.5,,157.300003,157.300003,,,,123.900002,,,,,,170.000007,,,170.000007,451.200012,513.299988,,,,,256.5,,,,256.5,769.799988,1221.0,10.1,241.5,,,-25.1,,332.200006,558.700006,15.9,574.600006,1795.600006,
04/03/1994,1875.599976,9.6,9.6,,257.200012,,,443.5,,,,,73.800003,,,,,784.099976,810.400024,1457.300049,-646.900024,,281.100006,,,,,281.100006,1091.500031,,183.399994,183.399994,,,,178.0,,,,,,165.300018,,,165.300018,526.700012,514.299988,,,,,254.0,,,,254.0,768.299988,1295.0,9.2,246.399994,,,-26.4,,334.199987,563.399981,17.200001,580.599982,1875.599982,
07/02/1994,1819.800049,8.9,8.9,0.0,260.799988,,,415.799988,,,,,63.5,,,,,749.0,797.299988,1472.300049,-675.0,0.0,273.5,,,,,273.5,1070.799988,,167.0,167.0,,,,122.199997,,,,,,162.800003,,,162.800003,452.0,517.0,,,,,253.800003,,,,253.800003,770.800003,1222.800003,11.0,251.0,,,-29.0,,346.0,579.0,18.0,597.0,1819.800003,
10/02/1994,1776.400024,9.6,9.6,0.0,262.299988,,,376.799988,,,,,61.599998,,,,,710.299988,783.400024,1485.900024,-702.5,0.0,282.700012,,,,,282.700012,1066.100037,,187.600006,187.600006,,,,146.800003,,,,,,169.800003,,,169.800003,504.200012,402.700012,,,,,254.300003,,,,254.300003,657.000015,1161.200027,10.7,256.100006,,,-31.200001,,364.400013,600.000018,15.2,615.200018,1776.400045,
12/31/1994,1759.800049,10.4,10.4,,204.5,,,414.0,,,,,69.199997,,,,,698.099976,779.900024,1486.0,-706.099976,0.0,281.799988,,,,,281.799988,1061.700012,,209.199997,209.199997,,,,116.699997,,,,,,173.800018,,,173.800018,499.700012,377.0,,,,,250.300003,,,,250.300003,627.300003,1127.000015,11.9,261.299988,,,-35.099998,,378.599998,616.699988,16.1,632.799988,1759.800003,
04/02/1995,1886.400024,8.1,8.1,,236.199997,,,497.700012,,,,,61.200001,,,,,803.200012,789.700012,1508.199951,-718.5,,293.5,,,,,293.5,1083.200012,,240.600006,240.600006,,,,196.100006,,,,,,174.200012,,,174.200012,610.900024,371.899994,,,,,247.600006,,,,247.600006,619.5,1230.400024,11.0,272.0,,,-45.400002,,390.400002,628.0,28.0,656.0,1886.400024,
07/02/1995,1978.199951,10.2,10.2,0.0,311.299988,,,493.299988,,,,,57.5,,,,,872.299988,807.799988,1553.099976,-745.299988,0.0,298.100006,,,,,298.100006,1105.899994,,237.5,237.5,,,,166.5,,,,,,171.599976,,,171.599976,575.599976,488.899994,,,,,243.300003,,,,243.300003,732.199997,1307.799973,13.3,278.100006,,,-49.299999,,405.099987,647.199994,23.200001,670.399995,1978.199967,
10/01/1995,1585.0,41.5,41.5,0.0,245.5,,,277.100006,,,,,64.300003,,,,,628.400024,581.799988,1095.800049,-514.0,0.0,374.799988,,,,,374.799988,956.599976,,206.699997,206.699997,,,,118.800003,,,,,,140.600006,,,140.600006,466.100006,305.5,,,,,214.199997,,,,214.199997,519.699997,985.800003,12.4,287.299988,,,-54.099998,,347.899986,593.499975,5.7,599.199975,1584.999978,
12/31/1995,1614.0,5.1,5.1,0.0,190.199997,,,318.5,,,,,60.5,,,,,574.299988,628.099976,1133.400024,-505.299988,0.0,411.600006,,,,,411.600006,1039.699982,,195.300003,195.300003,,,,155.0,,,,,,146.699997,,,146.699997,497.0,320.399994,,,,,207.899994,,,,207.899994,528.299988,1025.299988,15.2,293.799988,,,-62.700001,,336.400013,582.7,6.0,588.7,1613.999988,
03/31/1996,1798.900024,18.799999,18.799999,,242.600006,,,370.799988,,,,,89.099998,,,,,721.299988,675.700012,1210.400024,-534.700012,0.0,401.899994,,,,,401.899994,1077.600006,,215.600006,215.600006,,,,198.199997,,,,,,139.199997,,,139.199997,553.0,456.799988,,,,,197.5,,,,197.5,654.299988,1207.299988,14.7,299.100006,,,-68.300003,,336.900009,582.400012,9.2,591.600012,1798.9,
06/30/1996,1865.900024,20.200001,20.200001,,326.799988,,,338.0,,,,,85.300003,,,,,770.299988,697.0,1229.699951,-532.700012,0.0,398.600006,,,,,398.600006,1095.600006,,242.0,242.0,,,,266.899994,,,,,,134.800018,,,134.800018,643.700012,431.700012,,,,,184.300003,,,,184.300003,616.000015,1259.700027,15.1,307.700012,,,-69.400002,,343.299995,596.700006,9.5,606.200006,1865.900034,
09/29/1996,1903.900024,10.8,10.8,,386.399994,,,287.899994,,,,,80.400002,,,,,765.5,715.799988,1267.5,-551.700012,0.0,422.600006,,,,,422.600006,1138.399994,,250.899994,250.899994,,,,292.799988,,,,,,125.800018,,,125.800018,669.5,427.799988,,,,,182.100006,,,,182.100006,609.899994,1279.399994,15.1,313.899994,,,-69.599998,,357.800011,617.200006,7.3,624.500007,1903.900001,
12/31/1996,1700.800049,169.199997,169.199997,,245.899994,,,302.0,,,,,49.5,,,,,766.599976,699.0,1269.5,-570.5,0.0,235.199997,,,,,235.199997,934.199997,,214.300003,214.300003,,,,175.199997,,,,,,121.5,,,121.5,511.0,407.700012,,,,,170.699997,,,,170.699997,578.400009,1089.400009,17.700001,315.200012,,,-73.0,,344.5,604.400013,7.0,611.400013,1700.800022,
03/30/1997,2152.100098,34.900002,34.900002,0.0,348.5,,,423.899994,,,,,65.099998,,,,,872.400024,940.299988,1586.099976,-645.799988,0.0,339.399994,,,,,339.399994,1279.699982,,268.299988,268.299988,,,,448.399994,,,,,,128.800018,,,128.800018,845.5,454.0,,,,,176.399994,,,,176.399994,630.399994,1475.899994,16.9,319.600006,,,-83.199997,,347.199997,600.500006,75.699997,676.200003,2152.099997,
06/29/1997,2150.699951,27.9,27.9,0.0,376.399994,,,407.299988,,,,,58.099998,,,,,869.700012,922.400024,1591.300049,-668.900024,0.0,358.600006,,,,,358.600006,1281.000031,,276.5,276.5,,,,415.799988,,,,,,160.600037,,,160.600037,852.900024,445.0,,,,,182.5,,,,182.5,627.5,1480.400024,20.299999,323.700012,,,-89.900002,,362.799995,616.900005,53.400002,670.300007,2150.700031,
09/28/1997,2171.399902,28.1,28.1,0.0,401.5,,,378.0,,,,,57.700001,,,,,865.299988,951.5,1644.900024,-693.400024,0.0,354.600006,,,,,354.600006,1306.100006,,289.600006,289.600006,,,,436.799988,,,,,,171.100006,,,171.100006,897.5,399.200012,,,,,189.0,,,,189.0,588.200012,1485.700012,20.1,330.799988,,,-98.800003,,378.800003,630.899988,54.799999,685.699987,2171.4,
12/31/1997,2090.100098,25.5,25.5,0.0,301.399994,,,413.299988,,,,,57.900002,,,,,798.099976,919.5,1556.099976,-636.599976,0.0,372.5,,,,,372.5,1292.0,,258.600006,258.600006,,,,407.0,,,,,,172.199982,,,172.199982,837.799988,366.100006,,,,,200.300003,,,,200.300003,566.400009,1404.199997,22.9,336.899994,,,-105.099998,,379.499992,634.199988,51.700001,685.899989,2090.099986,
03/29/1998,2107.0,41.299999,41.299999,0.0,315.700012,,,414.700012,,,,,57.200001,,,,,828.900024,881.299988,1543.699951,-662.400024,0.0,396.799988,,,,,396.799988,1278.099976,,248.300003,248.300003,,,,462.700012,,,,,,150.59996,,,150.59996,861.599976,359.5,,,,,205.699997,,,,205.699997,565.199997,1426.799973,22.9,342.0,,,-107.599998,,378.899986,636.199987,44.0,680.199987,2106.99996,
06/29/1998,2113.5,68.400002,68.400002,0.0,339.200012,,,390.600006,,,,,56.599998,,,,,854.799988,865.799988,1546.0,-680.200012,0.0,392.899994,,,,,392.899994,1258.699982,,270.700012,270.700012,,,,430.399994,,,,,,155.49997,,,155.49997,856.599976,354.600006,,,,,205.600006,,,,205.600006,560.200012,1416.799988,25.799999,352.399994,,,-113.300003,,390.500015,655.400005,41.299999,696.700004,2113.499992,
09/27/1998,3043.199951,34.0,34.0,0.0,480.0,,,440.600006,150.5,,290.100006,,56.200001,,,,,1010.799988,1294.699951,2004.199951,-709.5,0.0,737.700012,519.200012,,,,218.5,2032.399963,,407.600006,407.600006,,,,204.800003,,,,,,200.000015,,,200.000015,812.400024,1259.900024,,,,,270.5,,,,270.5,1530.400024,2342.800049,25.799999,362.100006,,,-117.699997,,394.499985,664.699993,35.700001,700.399994,3043.200043,
12/31/1998,2854.800049,34.0,34.0,0.0,273.5,,,483.799988,131.199997,0.0,352.600006,0.0,94.300003,,,,,885.599976,1174.400024,1882.900024,-708.5,0.0,794.799988,555.900024,,,,238.899963,1969.200012,,350.299988,350.299988,,,,126.800003,,,,,,210.499985,,,210.499985,687.599976,1229.800049,,,,,290.700012,,,,290.700012,1520.500061,2208.100037,27.700001,368.399994,,,-140.0,,366.199997,622.299992,24.4,646.699991,2854.800028,
04/04/1999,2951.4,42.1,42.1,0.0,313.3,313.3,,581.9,136.8,0.0,445.1,0.0,85.4,,,,,1022.7,1158.1,1889.0,-730.9,0.0,770.6,533.8,770.6,-236.8,,236.8,1928.7,,348.1,348.1,,,,178.8,,,,,,176.9,,,176.9,703.8,1320.3,,,,,272.5,,,,272.5,1592.8,2296.6,28.8,375.5,,,-148.8,408.4,-29.7,634.2,20.6,654.8,2951.4,
07/04/1999,2928.4,48.7,48.7,0.0,380.2,380.2,,530.5,163.8,0.0,366.7,0.0,79.7,,,,,1039.1,1147.9,1907.6,-759.7,0.0,741.4,515.8,741.4,-225.6,,225.6,1889.3,,368.6,368.6,,,,123.7,,,,,,187.2,,,187.2,679.5,1295.9,,,,,266.1,,,,266.1,1562.0,2241.5,32.3,400.6,,,-173.7,435.1,-28.1,666.2,20.7,686.9,2928.4,
10/03/1999,2846.7,30.6,30.6,0.0,420.7,420.7,,497.7,218.1,0.0,279.6,0.0,73.0,,,,,1022.0,1118.7,1901.4,-782.7,0.0,706.0,706.0,706.0,0.0,,0.0,1824.7,,357.8,357.8,,,,103.9,,,,,,177.7,,,177.7,639.4,1230.1,,,,,269.5,,,,269.5,1499.6,2139.0,31.2,407.0,,,-188.1,466.9,-29.4,687.6,20.1,707.7,2846.7,
12/31/1999,2732.1,35.8,35.8,0.0,220.2,,,565.9,238.0,,327.9,0.0,73.9,,,,,895.8,1121.2,1934.6,-813.4,0.0,715.1,482.9,482.9,0.0,,232.2,1836.3,,345.5,345.5,,,,104.0,,,,,,220.6,,,220.6,670.1,1092.7,,,,,258.7,,,,258.7,1351.4,2021.5,35.7,413.0,,,-212.3,,454.5,690.9,19.7,710.6,2732.1,
04/02/2000,2826.1,42.5,42.5,,278.3,278.3,,639.9,218.6,421.3,,,77.1,,,,,1037.8,1093.3,1939.2,-845.9,,695.0,695.0,695.0,0.0,,0.0,1788.3,,336.0,336.0,,,,150.9,,,,,,174.2,,,174.2,661.1,1176.3,,,,,266.1,,,,266.1,1442.4,2103.5,34.8,428.5,,,-227.9,496.1,-28.0,703.5,19.1,722.6,2826.1,
07/02/2000,2759.6,34.8,34.8,,353.2,353.2,,588.2,185.0,,,403.2,82.6,,,,,1058.8,1039.8,1904.7,-864.9,,661.0,661.0,661.0,0.0,,0.0,1700.8,,358.8,358.8,,,,160.5,,,,,,200.6,,,200.6,719.9,1107.6,,,,,253.4,,,,253.4,1361.0,2080.9,39.2,434.5,,,-249.9,469.3,-29.7,663.4,15.3,678.7,2759.6,
10/01/2000,2712.8,27.4,27.4,0.0,393.9,393.9,,528.2,161.4,366.8,366.8,0.0,82.1,,,,,1031.6,1023.9,1920.4,-896.5,0.0,657.3,450.0,450.0,0.0,,207.3,1681.2,,346.7,346.7,,,,147.8,,,,,,189.1,,,189.1,683.6,1064.5,,,,,264.9,,,,264.9,1329.4,2013.0,37.7,439.1,,,-269.7,508.1,-29.5,685.7,14.1,699.8,2712.8,
12/31/2000,2649.8,25.6,25.6,0.0,230.2,,,627.5,214.9,,412.6,0.0,86.0,,,,,969.3,1003.7,1901.2,-897.5,0.0,676.8,436.8,436.8,0.0,,240.0,1680.5,,332.1,332.1,,,,125.7,,,,,,201.3,,,201.3,659.1,1011.6,,,,,281.8,,,,281.8,1293.4,1952.5,42.8,443.9,,,-303.9,,499.6,682.4,14.9,697.3,2649.8,
04/01/2001,2729.3,28.0,28.0,0.0,280.5,280.5,,686.7,208.5,478.2,478.2,0.0,84.1,,,,,1079.3,987.5,1912.8,-925.3,0.0,662.5,420.4,420.4,0.0,,242.1,1650.0,,309.7,309.7,,,,168.7,,,,,,145.4,,,145.4,623.8,1144.4,,,,,278.4,,,,278.4,1422.8,2046.6,41.7,453.8,,,-336.5,543.1,-34.3,667.8,14.9,682.7,2729.3,
07/01/2001,2478.7,24.9,24.9,0.0,329.3,329.3,,566.6,179.4,387.2,387.2,0.0,103.6,,,,,1024.4,892.8,1850.6,-957.8,0.0,561.5,347.6,347.6,0.0,,213.9,1454.3,,308.3,308.3,,,,156.7,,,,,,196.6,,,196.6,661.6,1037.6,,,,,251.0,,,,251.0,1288.6,1950.2,45.6,460.8,,,-336.6,376.3,-28.4,517.7,10.8,528.5,2478.7,
09/30/2001,2369.9,36.4,36.4,0.0,351.1,351.1,,457.2,149.4,307.8,307.8,0.0,100.5,,,,,945.2,868.0,1852.3,-984.3,0.0,556.7,344.8,344.8,0.0,,211.9,1424.7,,271.6,271.6,,,,155.8,,,,,,190.4,,,190.4,617.8,965.8,,,,,259.4,,,,259.4,1225.2,1843.0,44.3,467.7,,,-362.1,407.9,-41.1,516.7,10.2,526.9,2369.9,
12/31/2001,2313.6,83.1,83.1,,172.0,172.0,,449.3,148.9,300.4,,,89.1,,,,,793.5,904.4,1904.8,-1000.4,,615.7,615.7,615.7,0.0,,0.0,1520.1,,258.5,258.5,,,,115.0,,,,,,201.2,,,201.2,574.7,949.1,,,,,276.0,,,,276.0,1225.1,1799.8,,478.9,,,-341.1,410.0,-43.7,504.1,9.7,513.8,2313.6,
03/31/2002,2391.0,21.9,21.9,0.0,251.1,251.1,,506.3,152.5,353.8,353.8,0.0,81.8,,,,,861.1,905.9,1919.1,-1013.2,0.0,624.0,348.9,348.9,0.0,,275.1,1529.9,,300.6,300.6,,,,127.9,,,,,,170.4,,,170.4,598.9,1010.4,,,,,281.2,,,,281.2,1291.6,1890.5,0.0,492.8,,,-397.6,432.4,-35.5,492.1,8.4,500.5,2391.0,
06/30/2002,2373.8,36.5,36.5,0.0,284.9,284.9,,447.0,134.1,312.9,312.9,0.0,67.3,,,,,835.7,907.3,1954.1,-1046.8,0.0,630.8,351.7,351.7,0.0,,279.1,1538.1,,306.3,306.3,,,,122.4,,,,,,202.8,,,202.8,631.5,910.0,,,,,288.4,,,,288.4,1198.4,1829.9,0.0,499.6,,,-415.2,477.2,-26.6,535.0,8.9,543.9,2373.8,
09/29/2002,2382.1,58.2,58.2,0.0,299.4,,,397.6,127.5,270.1,,,64.5,,,,,819.7,931.3,2000.6,-1069.3,0.0,631.1,631.1,631.1,0.0,,0.0,1562.4,,287.1,287.1,,,,134.1,,,,,,242.7,,,242.7,663.9,888.9,,,,,282.2,,,,282.2,1171.1,1835.0,0.0,508.8,,,-435.4,,468.2,541.6,5.5,547.1,2382.1,
12/31/2002,4132.4,259.2,259.2,0.0,345.9,345.9,,552.5,183.0,,369.5,0.0,66.9,,,,,1224.5,1445.9,2527.3,-1081.4,0.0,1462.0,1148.1,1148.1,0.0,,313.9,2907.9,,439.6,439.6,,,,127.0,,,,,,502.3,,,502.3,1068.9,1854.0,,,,,711.0,,,,711.0,2565.0,3633.9,0.0,1076.5,,,-445.3,545.7,-684.0,492.9,5.6,498.5,4132.4,
03/30/2003,4160.4,54.1,54.1,0.0,452.0,452.0,,640.7,177.4,463.3,463.3,0.0,58.8,,,,,1205.6,1433.0,2560.3,-1127.3,0.0,1521.8,1189.8,1189.8,0.0,,332.0,2954.8,,418.8,418.8,,,,143.9,,,,,,304.5,,,304.5,867.2,2005.8,,,,,736.7,,,,736.7,2742.5,3609.7,0.0,523.9,,,-449.5,588.7,-118.3,544.8,5.9,550.7,4160.4,
06/29/2003,4229.5,39.8,39.8,0.0,472.7,472.7,,589.1,183.4,405.7,405.7,0.0,60.0,,,,,1161.6,1455.8,2632.3,-1176.5,0.0,1612.1,1250.6,1250.6,0.0,,361.5,3067.9,,430.2,430.2,,,,147.3,,,,,,363.6,,,363.6,941.1,1900.6,,,,,753.6,,,,753.6,2654.2,3595.3,0.0,528.1,,,-481.5,657.8,-76.3,628.1,6.1,634.2,4229.5,
09/28/2003,4221.9,58.4,58.4,0.0,554.4,554.4,,524.9,182.8,342.1,342.1,0.0,47.8,,,,,1185.5,1436.7,2654.2,-1217.5,0.0,1599.7,1245.9,1245.9,0.0,,353.8,3036.4,,406.7,406.7,,,,150.6,,,,,,387.7,,,387.7,945.0,1800.5,,,,,783.6,,,,783.6,2584.1,3529.1,0.0,538.1,,,-498.6,718.3,-71.3,686.5,6.3,692.8,4221.9,
12/31/2003,4069.6,36.5,36.5,0.0,250.1,250.1,,546.2,199.6,346.6,346.6,0.0,90.7,,,,,923.5,1471.1,2736.9,-1265.8,0.0,1675.0,1336.9,1336.9,0.0,,338.1,3146.1,,349.7,349.7,,,,107.6,,,,,,403.8,,,403.8,861.1,1579.3,,,,,815.2,,,,815.2,2394.5,3255.6,0.0,1316.1,,,-506.9,748.8,-750.2,807.8,6.2,814.0,4069.6,
04/04/2004,4253.1,41.2,41.2,0.0,372.8,372.8,,645.5001,208.4,437.1,437.1,0.0,89.4,,,,,1148.9,1466.9,2764.7,-1297.8,0.0,1637.3,1300.9,1300.9,0.0,,336.4,3104.2,,400.8,400.8,,,,208.8,,,,,,362.5,,,362.5,972.1,1632.4,,,,,819.4,,,,819.4,2451.8,3423.9,0.0,576.7,,,-524.6,787.3,-16.5,822.9,6.3,829.2,4253.1,
07/04/2004,4335.1,35.9,35.9,0.0,502.5,502.5,,607.9,201.6,406.3,406.3,0.0,77.0,,,,,1223.3,1455.9,2799.9,-1344.0,0.0,1655.9,1314.4,1314.4,0.0,,341.5,3111.8,,482.0,482.0,,,,157.8,,,,,,381.0,,,381.0,1020.8,1584.1,,,,,831.8,,,,831.8,2415.9,3436.7,0.0,580.4999,,,-551.0,869.7,-7.3,891.8999,6.5,898.3999,4335.0999,
10/03/2004,4351.9,67.8,67.8,0.0,517.5,517.5,,577.2,202.7,374.5,374.5,0.0,66.0,,,,,1228.5,1437.6,2840.0,-1402.4,0.0,1685.8,1323.9,1323.9,0.0,,361.9,3123.4,,468.8,468.8,,,,124.0,,,,,,424.2,,,424.2,1017.0,1499.4,,,,,835.2,,,,835.2,2334.6,3351.6,0.0,587.4,,,-555.3,960.3,1.7,994.1,6.2,1000.3,4351.9,
