Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1998,968.104004,,-747.309021,,220.794983,,-152.007996,,,,,68.787003,-22.829,,14.104,,0.0,,8.725,45.958002,-17.066,28.892,0.0,,,28.892002,-0.579,28.313,0.0,,28.313,28.313,,51.957001,0.546667,0.546667,0.546667,67.775997,0.506667,0.506667,0.506667,
12/31/1998,991.594971,,-772.237976,,219.356995,,-152.132996,,,,,67.223999,-23.875,,16.131001,,0.0,,7.744,43.348999,-15.845,27.503,0.0,,,27.503998,-0.431,27.073,-0.237,,26.836,26.836,,50.3235,0.54,0.54,0.54,65.689499,0.506667,0.506667,0.506667,
03/31/1999,1153.186,,-920.627,,232.559,,-170.883,,,,,61.676,-25.083,15.943,,,0.0,,9.14,36.593,-14.012,22.581,0.0,,,22.581,-1.708,20.873,0.0,0.775,21.648,21.648,,50.463,0.413333,0.413333,0.413333,54.3105,0.4,0.4,0.4,
06/30/1999,1118.843994,,-855.89502,,262.948975,,-176.119003,,,,,86.830002,-29.958,,,,0.0,,29.958,56.872002,-22.091999,34.779999,0.0,,,34.780003,-2.633,32.146999,0.0,,32.146999,32.146999,,50.594999,0.633333,0.633333,0.693333,65.709,0.58,0.58,0.626667,
09/30/1999,1082.06,,-834.41,,247.65,,-180.92,,,,,66.73,-13.771,8.434,,,,,5.337,52.959,-20.359,32.6,,,,32.6,-2.151,30.449,,,30.449,30.449,,50.498667,0.6,0.6,0.6,65.462683,0.553333,0.553333,0.553333,
12/31/1999,1127.909058,,-876.143005,,251.766052,,-181.082001,,,,,70.683998,25.228001,,,,0.0,,-25.228001,95.911999,-19.0,27.679001,-0.904,,,77.815999,-2.321,26.261999,0.0,,26.261999,26.261999,,45.649501,0.573333,0.553333,0.646667,60.486002,0.533333,0.52,0.606667,
03/31/2000,1394.141,,-1053.983,,340.158,,-262.073,,,,,78.085,-34.988,27.221,,,0.0,,7.767,43.097,-16.179,26.918,-4.968,,,31.886,-6.324,25.562,0.0,0.0,25.562,25.562,,43.6065,0.586667,0.473333,0.473333,56.4165,0.546667,0.46,0.46,
06/30/2000,1434.354004,,-1074.135986,,360.218018,,-255.712006,,,,,104.505997,-32.436001,,,,0.0,,32.436001,72.069996,-27.700001,44.369999,0.0,,,44.369995,-10.837,33.533001,0.0,0.0,33.533001,33.533001,,43.345499,0.773333,0.773333,0.793333,55.982998,0.693333,0.693333,0.706667,
09/30/2000,1439.947,,-1085.627,,354.32,,-258.901,,,,,95.419,-32.043,28.987,,,0.0,,3.056,63.376,-24.021,39.355,0.0,,,39.355,-8.166,31.189,0.0,0.0,31.189,31.189,,41.436,0.753333,0.753333,0.76,54.297,0.673333,0.673333,0.68,
12/31/2000,1487.860962,,-1116.321045,,371.539917,,-270.598999,,,,,100.941002,-45.519001,,,,0.0,,45.519001,55.422001,-22.403,33.019001,0.0,,,33.019001,-4.584,28.434999,0.0,0.0,28.434999,28.434999,,40.798499,0.7,0.7,0.813333,53.334,0.633333,0.633333,0.72,
03/31/2001,1409.385,,-1117.837,,291.548,,-263.357,,,,,83.878,-34.715,27.302,27.302,,,,7.413,49.163,-18.667,30.496,1.446,,,29.05,-6.979,22.071,0.0,0.0,22.071,22.071,,41.0325,0.54,0.573333,0.586667,53.6775,0.513333,0.54,0.553333,
06/30/2001,1527.073975,,-1163.947021,,363.126953,,-260.225006,,,,,102.902,-58.853998,25.9,25.9,,0.0,,32.953999,44.048002,-25.982,43.966,0.0,,,18.066002,-9.363,34.603001,0.0,0.0,34.603001,34.603001,,41.339999,0.84,0.84,0.84,54.170998,0.74,0.74,0.74,
09/30/2001,1555.731,,-1195.435,,360.296,,-262.129,,,,,98.167,-38.174,23.258,,,0.0,,14.916,59.993,-20.803,39.19,0.0,,,39.19,-9.768,29.422,0.0,0.0,29.422,29.422,,41.7915,0.706667,0.706667,0.733333,54.906,0.633333,0.633333,0.653333,
12/31/2001,1611.269043,,,,,,,,,,,110.959,,,,,,,,,-29.579,79.891,,,,,,23.733999,0.0,0.0,23.733999,23.733999,,44.706001,0.533333,0.613333,0.826667,58.1565,0.493333,0.56,0.726667,
03/31/2002,2281.985,,-1725.697,,556.288,,-406.765,,,,,149.523,-60.817,51.877,,,0.0,,8.94,88.706,-33.338,55.368,47.316,,,8.052,-0.009,8.043,0.0,0.0,8.043,8.043,,66.657,0.12,0.826667,0.84,80.928,0.16,0.746667,0.76,
06/30/2002,2295.24292,,-1694.786011,,600.456909,,-416.813995,,,,,183.643005,-63.907,,50.903,,0.0,,13.004,119.736006,-45.699001,74.037003,0.804,,,73.233004,-0.007,73.225998,0.0,0.0,73.225998,73.225998,,67.537502,1.08,1.106667,1.16,81.741749,0.96,0.986667,1.026667,
09/30/2002,2286.061,,-1680.61,,605.451,,-431.507,,,,,173.944,-112.783,49.7,49.7,,0.0,,63.083,61.161,-42.137,68.724,0.0,,,19.024,-0.025,68.699,0.0,0.0,68.699,68.699,,67.9275,1.013333,1.013333,1.053333,81.78825,0.906667,0.906667,0.946667,
12/31/2002,2240.275,,-1630.293,,609.982,,-430.187,,,,,179.795,-75.76,47.936,47.936,,0.0,,27.824,104.035,-32.979,71.056,7.936,,,63.12,-0.005,63.115,0.0,0.0,63.115,63.115,,67.92825,0.933333,1.04,1.12,81.825,0.84,0.933333,0.986667,
03/31/2003,2144.878,,-1573.645,,571.233,,-415.941,,,,,155.292,-52.913,46.871,46.871,,0.0,,6.042,102.379,-39.17,63.209,0.0,,,63.209,0.0,63.209,0.0,0.0,63.209,63.209,,65.14425,0.973333,0.973333,0.96,79.65075,0.866667,0.866667,0.853333,
06/30/2003,2222.572021,,-1621.418945,,601.153076,,-413.661987,,,,,187.490997,-52.848,44.341,44.341,,0.0,,8.507,134.642998,-50.854,83.789001,0.0,,,83.788998,0.0,83.789001,0.0,0.0,83.789001,83.789001,,69.738503,1.2,1.2,1.22,80.378998,1.08,1.08,1.12,
09/30/2003,2306.848,,-1713.311,,593.537,,-416.43,,,,,177.107,19.816,45.806,45.806,,0.0,,-65.622,196.923,-74.758,122.165,0.0,,,122.165,-0.003,122.162,0.0,0.0,122.162,122.162,,77.545,1.58,1.58,1.08,80.5445,1.52,1.52,1.04,
12/31/2003,2510.318,,-1899.832,,610.486,,-364.391,,,,,246.095,-44.116,44.116,,,0.0,,62.368,139.611,-53.071,86.54,0.0,,,86.54,0.003,86.543,,-8.994,77.549,77.549,,99.689824,0.777902,0.777902,0.777902,107.36734,0.722278,0.722278,0.722278,
03/31/2004,2452.151,,-1839.706,,612.445,0.0,-460.043,451.294,361.023,,8.749,152.402,-41.016,42.501,,,0.0,,-1.485,111.386,-42.146,69.24,0.0,,,69.24,0.0,69.24,0.0,0.0,69.24,69.24,,78.0525,0.88,0.88,0.94,81.365,0.86,0.86,0.9,
06/30/2004,2806.564,,-2168.366,,638.198,,-469.185,,,,,169.013,-44.003,44.079,,,0.0,,-0.076,125.01,-47.937,77.073,0.0,,,77.073,0.0,77.073,0.0,0.0,77.073,77.073,,78.6655,0.98,0.98,0.98,81.817,0.94,0.94,0.94,
09/30/2004,2583.578,,-1977.934,,605.644,,-454.742,,,,,150.902,-86.398,74.393,74.393,,,,12.005,64.504,-26.678,37.826,-2.366,,,40.192,,40.192,,,40.192,40.192,27.99,77.960294,0.48,0.48,0.82,81.050463,0.48,0.48,0.82,
12/31/2004,2589.202,,-1963.204,,625.998,,-449.113,,,,,176.885,-41.209,,40.832,,0.0,,0.377,135.676,-50.492,85.184,-13.685,,,98.869,0.0,98.869,0.0,0.0,98.869,98.869,,74.6155,1.32,1.14,1.12,77.2405,1.28,1.1,1.08,
03/31/2005,2561.751,,-1948.455,,613.296,0.0,-480.99,479.302,384.776,,1.688,132.306,-47.315,,41.0,,,,6.315,84.991,-33.858,51.133,-10.336,,,61.469,,61.469,0.0,0.0,61.469,61.469,,74.910791,0.82,0.682586,0.82,77.83149,0.78,0.6472,0.78,
06/30/2005,2515.13,,-1867.895,,647.235,,-485.065,,,,,162.17,-40.857,38.625,38.625,,0.0,,2.232,121.313,-47.287,74.026,-7.6,,,81.626,0.0,81.626,0.0,0.0,81.626,81.626,,75.416998,1.08,0.98,1.0,78.609899,1.04,0.94,0.958,
09/30/2005,2569.405,,-1918.356,,651.049,,-495.082,,,,,155.967,-55.657,37.837,37.837,,0.0,,17.82,100.31,-38.129,62.181,-37.203,,,99.384,,99.384,,,99.384,99.384,11.299,74.049181,1.34,0.84,0.992,77.768247,1.28,0.8,0.942,
12/31/2005,2615.612,,-1856.842,,758.77,,-506.487,,,,,165.103,-51.169,,42.733,,0.0,,8.436,113.934,-44.624,69.31,3.135,,,66.175,0.0,66.175,0.0,0.0,66.175,66.175,,69.0265,0.96,1.02,1.096,72.7295,0.9,0.96,1.032,
03/31/2006,2509.041,,-1857.695,,651.346,0.0,-513.249,507.426,405.145,,5.823,138.097,-47.636,,47.536,,0.0,,0.1,90.461,-35.767,54.694,1.902,,,52.792,0.0,52.792,0.0,0.0,52.792,52.792,,67.585055,0.78,0.8,0.84,71.204994,0.74,0.76,0.798,
06/30/2006,2477.884,,-1794.037,,683.847,0.0,-509.608,508.1,409.361,,1.508,174.239,-51.632,,48.8,,0.0,,2.832,122.607,-47.812,74.795,45.927,,,28.868,0.0,28.868,0.0,0.0,28.868,28.868,,67.518616,0.42,1.1,1.126,70.21688,0.42,1.06,1.086,
09/30/2006,2517.792,,-1823.786,,694.006,,-519.789,,,,,174.217,-53.442,48.031,48.031,,0.0,,5.411,120.775,-46.277,74.498,3.705,,,70.793,,70.793,0.0,0.0,70.793,70.793,,66.869557,1.06,1.12,1.175,69.579829,1.02,1.08,1.132,
12/31/2006,2593.838,,-1883.158,,710.68,0.0,-525.824,,,,,184.856,-62.986,,50.212,,0.0,,12.774,121.87,-45.594,76.276,3.314,,,72.962,0.0,72.962,0.0,0.0,72.962,72.962,,65.9235,1.1,1.16,1.28,68.6895,1.06,1.12,1.22,
03/31/2007,2629.749,,-1942.474,,687.275,,-527.347,,,,,159.928,-58.316,52.241,52.241,,0.0,,6.075,101.612,-38.409,63.203,-0.617,,,63.82,0.0,63.82,0.0,0.0,63.82,63.82,3.827,64.444753,1.0,0.98,1.04,67.260734,0.94,0.94,0.996,
06/30/2007,2843.645,,-2155.595,,688.05,0.0,-530.613,528.999,428.576,,1.614,157.437,-110.832,,102.5,,0.0,,8.332,46.605,-18.428,28.177,-0.239,,,28.416,0.0,28.416,0.0,0.0,28.416,28.416,,65.00845,0.44,0.44,0.642,69.192448,0.42,0.42,0.61,
09/30/2007,3116.796,,-2457.473,,659.323,,-536.201,,,,,123.122,-110.085,89.657,89.657,,0.0,,20.428,13.037,-6.52,6.517,0.035,,,6.482,0.0,6.482,0.0,0.0,6.482,6.482,,65.335704,0.1,0.1,0.28,68.834627,0.1,0.1,0.28,
12/31/2007,3231.713,,-2528.776,,702.937,,-555.406,,,,,147.531,-94.316,,88.818,,0.0,,5.498,53.215,-20.65,32.565,-0.07,,,32.635,0.0,32.635,0.0,0.0,32.635,32.635,,65.27,0.5,0.5,0.56,68.8935,0.48,0.48,0.54,
03/31/2008,3076.96,,-2388.386,,688.574,,-550.255,548.684,,,1.571,138.319,-86.666,83.832,83.832,,,,2.834,51.653,-20.881,30.772,,,,30.772,0.0,30.772,0.0,,30.772,30.772,,68.941659,0.44,0.44,0.48,71.644518,0.42,0.42,0.46,
06/30/2008,3102.559,,-2363.239,,739.32,,-576.947,,,,,162.373,-81.818,76.485,76.485,,,,5.333,80.555,-31.67,48.885,,,,48.885,,48.885,0.0,0.0,48.885,48.885,,75.992143,0.64,0.64,0.68,78.17594,0.62,0.62,0.66,
09/30/2008,3194.669,,-2462.949,,731.72,0.0,-590.946,589.179,468.474,,1.767,140.774,-83.427,,74.709,,,,8.718,57.347,-19.544,37.803,0.051,,,37.752,0.0,37.752,0.0,0.0,37.752,37.752,,76.568606,0.5,0.5,0.58,78.643082,0.48,0.48,0.56,
12/31/2008,3080.425,,-2294.785,,785.64,,-595.658,,,,,189.982,-79.86,73.054,73.054,,0.0,,6.806,110.122,-42.742,67.38,1.019,,,66.361,0.0,66.361,0.0,0.0,66.361,66.361,,76.9835,0.86,0.88,0.94,78.0635,0.84,0.86,0.92,
03/31/2009,2702.938,2702.938,-1944.251,1944.251,758.687,0.0,-565.861,555.705,424.143,131.562,10.156,192.826,-68.494,,68.299,,,,0.195,124.332,-48.99,75.342,0.142,0.142,0.0,75.2,1.046,76.246,0.0,0.0,76.246,82.528,6.14,77.150193,0.98,0.98,1.069706,78.627747,0.96,0.96,1.03809,
06/30/2009,2669.853,2669.853,-1908.203,1908.203,761.65,0.0,-604.615,591.195,438.028,153.167,13.42,157.035,-54.892,,59.964,,,,-5.072,102.143,-38.727,63.416,1.1,1.1,0.0,62.316,1.827,64.143,0.0,0.0,64.143,77.581,12.338,84.16578,0.76,0.78,0.921764,85.495562,0.76,0.76,0.904312,
09/30/2009,2762.709,2762.709,-1977.176,1977.176,785.533,0.0,-648.015,639.232,472.461,166.771,8.783,137.518,-60.024,,59.508,,,,0.516,77.494,-31.368,46.126,-0.978,-0.978,0.0,47.104,2.549,49.653,0.0,0.0,49.653,52.508,3.833,90.176204,0.56,0.54,0.582282,91.533007,0.54,0.54,0.581876,
12/31/2009,2989.747,2989.747,-2187.236,2187.236,802.511,0.0,-666.731,659.291,486.202,173.089,7.44,135.78,-58.913,58.748,58.748,0.0,,,0.165,76.867,-32.789,44.078,0.851,0.851,0.0,43.227,7.039,50.266,0.0,0.0,50.266,58.29495,7.17795,90.286,0.56,0.56,0.64567,91.3955,0.54,0.56,0.638538,
03/31/2010,2961.143,2961.143,-2213.349,2213.349,747.794,0.0,-628.106,623.692,472.727,150.965,4.414,119.688,-57.888,,58.069,,,,-0.181,61.8,-21.987,39.813,-1.104,-1.104,0.0,40.917,2.237,43.154,0.0,0.0,43.154,42.989,0.939,90.617379,0.48,0.46,0.474402,91.671799,0.48,0.46,0.470244,
06/30/2010,2954.653,2954.653,-2203.23,2203.23,751.423,0.0,-626.444,617.128,457.705,159.423,9.316,124.979,-55.063,,55.369,,,,-0.306,69.916,-26.455,43.461,0.609,0.609,0.0,42.852,1.935,44.787,0.0,0.0,44.787,54.088,8.692,90.817889,0.5,0.5,0.595566,91.195425,0.5,0.5,0.595312,
09/30/2010,3054.13,3054.13,-2304.501,2304.501,749.629,0.0,-657.112,646.049,491.154,154.895,11.063,92.517,-64.687,,64.304,,,,0.383,27.83,-10.653,17.177,-4.78,-4.78,0.0,21.957,2.339,24.296,0.0,0.0,24.296,18.473,-1.043,91.059253,0.26,0.22,0.202868,91.161299,0.26,0.22,0.202868,
12/31/2010,3152.961,3152.961,-2395.885,2395.885,757.076,0.0,-694.576,647.313,482.94,164.373,47.263,62.5,-70.822,70.559,70.559,0.0,,,0.263,-8.322,-14.387,-22.709,0.259,0.259,0.0,-22.968,2.224,-20.744,0.0,0.0,-20.744,10.402,30.887,91.097,-0.22,-0.22,0.114186,91.097,-0.22,-0.22,0.114186,
03/31/2011,3049.854,3049.854,-2299.572,2299.572,750.282,19.49,-663.845,650.464,485.802,164.662,13.381,105.927,-65.222,65.27,65.27,0.0,,,-0.048,40.705,-17.323,23.382,0.0,0.0,0.0,23.382,1.881,25.263,0.0,0.0,25.263,24.6156,-0.6474,91.408533,0.28,0.28,0.269292,91.646439,0.28,0.28,0.269292,
06/30/2011,3298.808,3298.808,-2539.247,2539.247,759.561,24.898,-800.902,645.739,492.094,153.645,155.163,-16.443,-62.786,63.493,63.493,0.0,,,-0.707,-79.229,26.209,-53.02,0.0,0.0,0.0,-53.02,2.507,-50.513,0.0,0.0,-50.513,64.9855,115.4985,91.679826,-0.56,-0.56,0.70883,91.679826,-0.56,-0.56,0.699802,
09/30/2011,3410.797,3410.797,-2669.532,2669.532,741.265,0.0,-2613.567,646.873,498.682,148.191,1966.694,-1872.302,-62.459,,62.873,,,,-0.414,-1934.761,379.111,-1555.65,-3.616,-3.616,0.0,-1552.034,11.537,-1540.497,0.0,0.0,-1540.497,29.088,1573.201,91.824798,-16.78,-16.82,0.316778,91.824798,-16.78,-16.82,0.312638,
12/31/2011,2928.967,2928.967,-2224.212,2224.212,704.755,0.0,-755.254,600.025,463.602,136.423,155.229,-50.499,-45.212,45.958,45.958,0.0,,,-0.746,-95.711,74.733,-20.978,-10.479,-10.479,0.0,-10.499,0.625,-9.874,0.0,0.0,-9.874,39.79,60.143,91.8555,-0.1,-0.22,0.43318,91.8555,-0.1,-0.22,0.43318,
03/31/2012,2870.452,2870.452,-2146.885,2146.885,723.567,0.0,-633.928,606.939,482.839,124.1,26.989,89.639,-46.069,45.515,45.515,0.0,,,0.554,43.57,-17.111,26.459,-11.424,-11.424,0.0,37.883,0.0,37.883,0.0,0.0,37.883,42.99175,16.53275,92.052402,0.42,0.3,0.467036,92.47384,0.4,0.28,0.458782,
06/30/2012,2234.841,2234.841,-1694.939,1694.939,539.902,0.0,-469.605,462.449,350.6,111.849,7.156,70.297,-35.405,37.916,37.916,0.0,,,-2.511,34.892,-15.289,19.603,-36.562,-36.562,0.0,56.165,0.0,56.165,0.0,0.0,56.165,26.014,6.411,92.278912,0.6,0.2,0.281906,92.628862,0.6,0.2,0.269212,
09/30/2012,2236.969,2236.969,-1728.559,1728.559,508.41,56.339,-457.139,450.119,353.418,96.701,7.02,107.61,-36.726,,36.339,,,,0.387,70.884,-73.076,-2.192,-38.633,-38.633,0.0,36.441,0.0,36.441,0.0,0.0,36.441,16.4823,18.6743,92.495115,0.39,0.02,0.178196,92.495115,0.39,0.02,0.178196,
12/31/2012,2455.13,2455.13,-1939.327,1939.327,515.803,1.12,-478.448,459.453,351.69,107.763,18.995,38.475,-33.88,33.851,33.851,0.0,,,0.029,4.595,3.167,7.762,-20.371,-20.371,0.0,28.133,,28.133,0.0,0.0,28.133,19.49775,11.73575,92.67,0.3,0.08,0.2104,93.492,0.3,0.08,0.205526,
03/31/2013,2292.43,2292.43,-1797.198,1797.198,495.232,0.0,-465.436,424.961,84.964,339.997,40.475,29.796,-59.814,59.649,59.649,0.0,,,0.165,-30.018,9.278,-20.74,-516.537,-516.537,0.0,495.797,-3.192,492.605,0.0,0.0,492.605,26.337,50.269,93.010596,5.3,-0.22,0.283162,93.010596,5.3,-0.22,0.283162,
06/30/2013,2227.542,2227.542,-1755.242,1755.242,472.3,0.0,-428.724,418.066,331.678,86.388,10.658,43.576,-89.594,90.122,90.122,0.0,,,-0.528,-46.018,13.961,-32.057,24.813,24.813,0.0,-56.87,,-56.87,0.0,0.0,-56.87,24.197,56.254,93.417417,-0.61,-0.34,0.25902,93.417417,-0.61,-0.34,0.25902,
09/30/2013,2200.899,2200.899,-1759.614,1759.614,441.285,0.0,-418.615,405.73,333.456,72.274,12.885,22.67,385.671,30.238,30.238,0.0,,,-415.909,408.341,7.177,415.518,0.398,0.398,0.0,415.12,,415.12,0.0,0.0,415.12,11.09,-404.428,94.164101,4.41,4.41,0.117773,95.337764,4.35,4.35,0.107945,
12/31/2013,2295.45,2295.45,-1849.68,1849.68,445.77,0.0,-411.016,399.441,332.614,66.827,11.575,34.754,-84.025,20.549,20.549,0.0,,,63.476,-49.271,11.909,-37.362,0.315,0.315,0.0,-37.677,0.0,-37.677,0.0,0.0,-37.677,16.61505,53.97705,94.535,-0.4,-0.4,0.175756,94.535,-0.4,-0.4,0.170974,
03/31/2014,2341.04,2341.04,-1924.865,1924.865,416.175,0.0,-410.878,411.678,339.379,72.299,-0.8,5.297,-14.702,15.023,15.023,0.0,,,-0.321,-9.405,-0.387,-9.792,-0.836,-0.836,0.0,-8.956,0.0,-8.956,0.0,0.0,-8.956,-4.589,5.203,94.398665,-0.09,-0.1,-0.048613,94.398665,-0.09,-0.1,-0.048613,
06/30/2014,2393.869,2393.869,-1994.781,1994.781,399.088,4.535,-407.154,405.709,334.932,70.777,1.445,-3.531,-15.269,15.221,15.221,0.0,0.0,0.0,0.048,-18.8,17.837,-0.963,-0.318,-0.318,0.0,-0.645,0.0,-0.645,0.0,0.0,-0.645,-12.73,-11.767,93.561305,-0.01,-0.01,-0.136061,93.561305,-0.01,-0.01,-0.136061,
09/30/2014,2373.28,2373.28,-1956.48,1956.48,416.8,0.0,-417.993,407.074,337.346,69.728,10.919,-1.193,-14.746,15.233,15.233,0.0,0.0,0.0,-0.487,-15.939,0.803,-15.136,0.836,0.836,0.0,-15.972,0.0,-15.972,0.0,0.0,-15.972,-2.86895,12.26705,93.797183,-0.17,-0.16,-0.030587,93.797183,-0.17,-0.16,-0.030587,
12/31/2014,2395.007,2395.007,-1953.607,1953.607,441.4,0.0,-433.42,419.336,343.396,75.94,14.084,7.98,-16.119,15.542,15.542,0.0,,,0.577,-8.139,13.843,5.704,0.427,0.427,0.0,5.277,0.0,5.277,0.0,0.0,5.277,15.32855,9.62455,93.928,0.06,0.06,0.163195,94.366,0.06,0.06,0.161992,
03/31/2015,2050.762,2050.762,-1572.453,1572.453,478.309,0.0,-537.521,425.66,338.184,87.476,111.861,-59.212,-59.691,16.528,16.528,0.0,,,43.163,-118.903,45.252,-73.651,0.089,0.089,0.0,-73.74,0.0,-73.74,0.0,0.0,-73.74,118.256247,191.907247,94.222243,-0.78,-0.78,1.255078,94.222243,-0.78,-0.78,1.255078,
06/30/2015,2014.706,2014.706,-1519.065,1519.065,495.641,0.0,-438.949,425.335,338.092,87.243,13.614,56.692,-16.68,16.974,16.974,0.0,,,-0.294,40.012,-13.493,26.519,0.0,0.0,0.0,26.519,0.0,26.519,0.0,0.0,26.519,31.754,5.235,94.386346,0.28,0.28,0.336426,94.900339,0.28,0.28,0.335163,
09/30/2015,2033.693,2033.693,-1541.705,1541.705,491.988,0.0,-441.519,432.409,347.493,84.916,9.11,50.469,-16.039,17.003,17.003,0.0,,,-0.964,34.43,-14.197,20.233,0.0,0.0,0.0,20.233,0.0,20.233,0.0,0.0,20.233,28.417,8.184,93.254547,0.22,0.22,0.304725,93.816178,0.22,0.22,0.304725,
12/31/2015,2022.5,2022.5,-1514.029,1514.029,508.471,0.0,-463.059,446.237,355.548,90.689,16.822,45.412,-14.261,16.308,16.308,0.0,,,-2.047,31.151,-12.333,18.818,0.338,0.338,0.0,18.48,0.0,18.48,0.0,0.0,18.48,33.138,14.32,91.363,0.2,0.2,0.362707,92.028,0.2,0.2,0.355605,
03/31/2016,1878.828,1878.828,-1374.76,1374.76,504.068,0.0,-425.529,418.038,332.887,85.151,7.491,78.539,-15.879,16.876,16.876,0.0,,,-0.997,62.66,-23.459,39.201,0.0,0.0,0.0,39.201,0.0,39.201,0.0,0.0,39.201,41.842,2.641,91.567119,0.43,0.43,0.456954,92.168303,0.43,0.43,0.456954,
06/30/2016,1848.788,1848.788,-1355.535,1355.535,493.253,0.0,-420.484,417.764,331.15,86.614,2.72,72.769,-14.62,16.83,16.83,0.0,,,-2.21,58.149,-24.778,33.371,0.0,0.0,0.0,33.371,0.0,33.371,0.0,0.0,33.371,34.564,1.193,91.244745,0.37,0.37,0.378805,91.679813,0.36,0.36,0.373013,
