Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2001,10815.426,76.014,93.9,,4787.442,,,,,,,,,,,,5748.427,-23.488,5724.939,31.026,,,,,,,102.105,,,7088.638,7088.638,,353.688,7442.326,,,,,,2000,,,,,,,,,,,527.857,,,-321.204,1146.116,-70.976,1281.793,,1281.793,,
12/31/2001,11426.768,84.214,17.6,,5259.195,,,,2.548,,,5800.872,,,,152.691,5956.111,-24.01,5932.101,31.363,,0.0,0.0,0.0,,,102.295,,,375.659,,,7537.103,7912.762,,,,,,2150,,,,,,,,,,,528.011,,,-340.716,1172.164,-70.723,1288.736,,1288.736,,
03/31/2002,12295.480469,82.829002,62.700001,,5623.753235,,,,,,,,,,,,6405.550781,-24.533001,6381.018066,34.347,,,,,,0.0,110.833164,,381.723999,7869.656128,1546.078003,6323.578125,0.0,8251.379883,0.0,,,,,2650,,,,,,,,97.533997,10998.913879,0.0,528.799988,,,-360.428009,1200.363037,-72.172028,1296.562988,0.0,1296.562988,12295.476868,
06/30/2002,12842.55957,97.967003,40.200001,,5890.488159,,,,,,,,,,,,6694.380859,-25.055,6669.326172,33.970001,,,,,,0.0,110.608234,,402.790009,8134.494141,1787.352051,6347.14209,0.0,8537.28418,0.0,,,,,2950,,,,,,,,82.166,11569.45018,0.0,528.247009,,,-423.098999,1233.421997,-65.455994,1273.114014,0.0,1273.114014,12842.564194,
09/30/2002,13195.129883,125.553001,51.0,,6188.647705,,,,,,,,,,,,6712.85498,-25.278999,6687.576172,33.514999,,,,,,0.0,108.838005,,407.699005,8412.636719,,8412.636719,0.0,8820.335938,0.0,,,,,3000,,,,,,,,81.775002,11902.110939,0.0,528.421021,,,-440.563995,1266.354004,-61.196014,1293.015015,0.0,1293.015015,13195.125954,
12/31/2002,14144.6,153.096,87.7,,6825.999,,,,2.668,,,6954.724,,,,0.0,6957.392,-25.501,6931.891,32.732,,0.0,0.0,0.0,,0.0,113.182,,388.465,8750.164,2562.334,6187.83,0.0,9138.629,50.0,,,,,3550,,,,,,,,89.892,12828.521,0.0,532.809,,,-465.249,1291.96,-43.437,1316.083,0.0,1316.083,14144.604,
03/31/2003,14913.5,148.595001,123.699997,,7635.518799,,,,,,,,,,,,6892.722168,-25.724001,6866.998047,30.465,,,,,,0.0,108.223156,,395.505005,9216.177979,3087.218994,6128.958984,0.0,9611.682617,0.0,,,,,3850,,,,,,,,118.43,13580.112617,0.0,533.614014,,,-473.454987,1320.0,-46.766998,1333.392029,0.0,1333.392029,14913.504646,
06/30/2003,15456.330078,173.115005,43.799999,,8263.75415,,,,,,,,,,,,6855.256836,-25.92,6829.336914,30.752001,,,,,,0.0,115.572008,,425.899994,9540.243896,3510.738037,6029.505859,0.0,9966.143555,0.0,,,,,4050,,,,,,,,85.648003,14101.791557,0.0,534.776978,,,-487.569,1348.188965,-40.857941,1354.539001,0.0,1354.539001,15456.330559,
09/30/2003,15898.410156,117.346001,45.5,,8151.537109,,,,,,,,,,,,7451.300781,-26.099001,7425.202148,31.018999,,,,,,0.0,127.805899,,461.071991,9786.992188,3956.875,5830.117188,0.0,10248.05957,0.0,,,,,4200,,,,,,,,97.122002,14545.181572,0.0,536.250977,,,-495.450989,1372.062988,-59.640015,1353.222961,0.0,1353.222961,15898.404533,
12/31/2003,17033.36,190.984,63.6,,7832.729,,,,2.843,,,8789.968,,,,0.0,8792.811,-26.547,8766.264,31.354,,0.0,0.0,0.0,,0.0,148.429,,396.495,10057.285,4378.307,5678.978,0.0,10453.78,50.0,,,,,5100,,,,,,,,100.214,15703.994,0.0,545.902,,,-547.859,1396.257,-64.934,1329.366,0.0,1329.366,17033.36,
03/31/2004,17919.949219,116.601997,113.900002,,8061.939941,,,,,,,,,,,,9440.173828,-26.764999,9413.40918,32.563999,,,,,,0.0,181.5341,,410.028992,10349.98584,4949.945801,5400.040039,0.0,10760.009766,0.0,,,,,5650,,,,,,,,121.013,16531.022766,0.0,560.473022,,,-569.033997,1439.939941,-42.458923,1388.920044,0.0,1388.920044,17919.94281,
06/30/2004,18671.339844,149.033997,13.7,,8269.994141,,,,,,,,,,,,10039.889648,-26.99,10012.900391,33.917999,,,,,,0.0,191.793317,,465.612,10610.849121,5122.809082,5488.040039,0.0,11076.459961,0.0,,,,,6200,,,,,,,,107.571999,17384.03196,0.0,562.375,,,-655.567017,1487.699951,-107.205933,1287.302002,0.0,1287.302002,18671.333961,
09/30/2004,19321.269531,124.558998,23.9,,8254.110352,,,,,,,,,,,,10752.950195,-27.209999,10725.740234,34.481998,,,,,,0.0,158.477949,,416.213989,10779.49707,5421.537109,5357.959961,0.0,11195.709961,0.0,,,,,6650,,,,,,,,119.470001,17965.179962,0.0,570.773987,,,-698.322998,1538.219971,-54.585999,1356.084961,0.0,1356.084961,19321.264923,
12/31/2004,20145.981,122.483,45.7,,8445.517,,,,3.0,,,11351.966,,,,0.0,11354.966,-27.319,11327.647,36.399,,,,,,0.0,168.235,,417.502,11059.798,5786.582,5273.216,0.0,11477.3,0.0,,,,,7150,,,,,,,,115.797,18743.097,0.0,572.818,,,-696.812,1588.792,-61.914,1402.884,0.0,1402.884,20145.981,
03/31/2005,21131.216,107.102,23.1,,8820.177,,,,,,,,,,,,11977.387,-27.388,11949.999,40.028,,,,,,,190.81,,445.929,11250.228,,,0.0,11696.157,0.0,,,,,7850,,,,,,,,144.971,19691.128,0.0,578.012,,,-692.786,1637.218,-82.356,1440.088,0.0,1440.088,21131.216,
06/30/2005,26005.131,94.999,14.4,,12606.559,,,,,,,,,,,,13083.971,-27.385,13056.586,45.511,,,,,,,187.076,,456.699,10807.366,5460.145,5347.221,,11264.065,1475.0,,,,,7675,,,,,,,,,,,4538.754,,,-694.891,1689.351,-59.659,5473.555,,5473.555,,
09/30/2005,26552.739,93.923,15.4,,12377.327,,,,,,,,,,,,13814.092,-27.392,13786.7,48.108,,,,,,,231.281,,465.722,10915.672,5210.645,5705.027,,11381.394,2225.0,,,,,7525,,,,,,,,,,,4539.156,,,-694.262,1724.238,-280.502,5288.63,,5288.63,,
12/31/2005,28075.353,97.672,4.587,,12634.186,,,,2.32,,,15061.12,,,,0.662,15064.102,-27.393,15036.709,49.132,,,0.0,,,0.0,253.067,,442.042,10941.258,4766.99,6174.268,0.0,11383.3,7900.0,,,,,3450,,,,,,,,140.577,22873.877,0.0,4540.744,,,-798.232,1759.492,-300.528,5201.476,0.0,5201.476,28075.353,
03/31/2006,29675.576,90.932,14.17,,13224.445,,,,,,,,,,,,16039.627,-27.393,16012.234,51.464,,,,,,,282.331,,470.348,11051.36,4529.606,6521.754,,11521.708,8300.0,,,,,4550,,,,,,,,191.429,24563.137,,4544.754,,,-908.564,1788.914,-312.665,5112.439,,5112.439,29675.576,
06/30/2006,31329.322,87.735,14.689,,13814.09,,,,,,,,,,,,16981.502,-27.391,16954.111,54.681,,,,,,,404.016,,476.929,11136.9,4111.68,7025.22,,11613.829,8350.0,,,,,6200,,,,,,,,166.838,26330.667,,4549.717,,,-1042.926,1819.86,-327.996,4998.655,,4998.655,31329.322,
09/30/2006,33638.004,129.855,146.275,,14522.521,,,,,,,,,,,,18303.694,-27.391,18276.303,73.587,,160.544,146.069,14.475,,0.0,328.919,,486.958,12320.119,3968.351,8351.768,0.0,12807.077,12780.0,,,,,2868,,,,,,,,180.685,28635.762,0.0,4554.924,,,-1120.319,1849.846,-282.209,5002.242,0.0,5002.242,33638.004,
12/31/2006,35506.581,125.63,56.616,,15688.221,,,,110.472,,,18978.871,,,,10.433,19099.776,-30.625,19069.151,73.929,,164.238,150.831,13.407,,,328.796,,498.301,12917.286,3819.638,9097.648,,13415.587,8923.0,,,,,8050,,,,,,,,187.738,30576.325,0.0,4561.029,,,-1230.793,1877.84,-277.82,4930.256,0.0,4930.256,35506.581,
03/31/2007,37465.15,105.031,17.047,,16526.69,,,,,,,,,,,,20285.873,-30.993,20254.88,74.791,,151.792,151.792,0.0,,0.0,334.919,,519.814,13394.501,3727.28,9667.221,0.0,13914.315,11732.0,,,,,6784,,,,,,,,203.783,32634.098,0.0,4567.879,,,-1380.801,1905.693,-261.719,4831.052,0.0,4831.052,37465.15,
06/30/2007,39691.435,119.53,84.077,,17017.852,,,,,,,,,,,,21919.583,-31.457,21888.126,76.209,,151.972,151.972,0.0,,,353.669,,580.881,13609.629,3717.467,9892.162,,14190.51,17507.0,,,,,3159,,,,,,,,181.778,35038.288,0.0,4573.739,,,-1582.271,1935.611,-273.932,4653.147,0.0,4653.147,39691.435,
09/30/2007,42316.794,107.893,202.458,,18376.29,,,,,,,,,,,,23064.265,-32.85,23031.415,76.224,,152.109,152.109,0.0,,0.0,370.405,,520.041,14105.685,3738.324,10367.361,0.0,14625.726,12982.0,,,,,9909,,,,,,,,210.558,37727.284,0.0,4579.997,,,-1712.914,1966.167,-243.74,4589.51,0.0,4589.51,42316.794,
12/31/2007,44423.971,111.245,106.299,,19440.278,,,,92.938,,,24124.223,,,,15.718,24232.879,-34.741,24198.138,75.094,,152.109,152.109,0.0,,0.0,340.808,,517.97,14635.412,3900.994,10734.418,0.0,15153.382,12016.0,,,,,12125,,,,,,,,518.282,39812.664,0.0,4585.993,,,-1771.106,2002.049,-205.629,4611.307,0.0,4611.307,44423.971,
03/31/2008,46770.25,142.149,180.486,,20987.165,,,,,,,,,,,,24937.053,-36.772,24900.281,73.809,,152.109,152.109,0.0,,,334.251,,586.753,15490.36,4188.745,11301.615,,16077.113,12100.0,12000.0,,,,13125,,,,,,,,758.048,42060.161,,4594.128,,,-1770.36,2045.787,-159.466,4710.089,,4710.089,46770.25,
06/30/2008,49161.986,128.629,56.957,,21104.984,,,,,,,,,,,,27278.579,-39.078,27239.501,74.276,,152.109,152.109,0.0,,0.0,405.53,,631.101,16088.244,4779.303,11308.941,,16719.345,13550.0,13550.0,,,,13925,,,,,,,,258.047,44452.392,,4604.785,,,-1765.696,2099.941,-229.436,4709.594,,4709.594,49161.986,
09/30/2008,51774.718,166.614,218.358,,22215.008,,,,,,,,,,,,28562.435,-42.628,28519.807,74.266,,152.109,152.109,0.0,,0.0,428.556,,558.731,16728.732,4823.515,11905.217,0.0,17287.463,14850.0,14850.0,,,,14425,,,,,,,,426.123,46988.586,0.0,4620.433,,,-1754.688,2156.649,-236.262,4786.132,0.0,4786.132,51774.718,
12/31/2008,54145.328,184.915,76.896,,23817.1,,,,78.251,,,29391.801,,,,20.506,29490.558,-49.797,29440.761,73.502,,152.109,152.109,0.0,,0.0,400.045,,514.196,17949.846,5002.62,12947.226,0.0,18464.042,15100.0,15100.0,,,,15125,,,,,,,,517.49,49206.532,0.0,4648.986,,,-1737.838,2196.235,-168.587,4938.796,0.0,4938.796,54145.328,
03/31/2009,56569.758,230.123,118.019,118.019,25537.161,14682.053,9987.288,867.82,,,,,,,,,30175.251,-65.121,30110.13,73.479,73.479,152.109,152.109,0.0,,0.0,348.737,,584.227,19851.689,5557.172,14294.517,0.0,20435.916,15100.0,15100.0,,,,15175,,,15175.0,,,,,806.044,51516.96,0.0,4649.967,7.415,4642.552,-1768.615,2253.361,-81.915,5052.798,0.0,5052.798,56569.758,
06/30/2009,57406.339,281.376,330.735,330.735,25495.782,12006.114,12612.651,877.017,,,,,,,,,30806.94,-88.053,30718.887,72.319,72.319,152.109,152.109,0.0,,0.0,355.131,,617.39,21074.875,6226.353,14848.522,0.0,21692.265,15100.0,15100.0,,,,14925,,,14925.0,,,,,545.809,52263.074,0.0,4665.272,7.415,4657.857,-1753.924,2295.449,-63.532,5143.265,0.0,5143.265,57406.339,
09/30/2009,58884.535,217.461,453.017,453.017,26535.397,11668.47,13989.91,877.017,,,,,,,,,31202.979,-114.833,31088.146,71.11,71.11,152.109,152.109,0.0,,0.0,367.295,,590.212,22523.737,7183.016,15340.721,0.0,23113.949,15100.0,15100.0,,,,14925,,,14925.0,,,,,475.405,53614.354,0.0,4678.223,7.415,4670.808,-1740.467,2347.827,-15.402,5270.181,0.0,5270.181,58884.535,
12/31/2009,60267.76,198.752,362.449,362.449,27237.797,12211.771,14151.258,874.768,67.724,13.03,54.694,31772.501,127.987,31563.207,81.307,21.003,31861.228,-140.074,31721.154,70.116,70.116,152.109,152.109,0.0,179.536,0.0,345.847,,586.041,23992.007,7920.576,16071.431,0.0,24578.048,15100.0,15100.0,0.0,0.0,0.0,14875,0.0,0.0,14875.0,34.221,0.0,34.221,176.724,164.615,54928.608,0.0,4690.829,7.415,4683.414,-1727.579,2401.606,-25.704,5339.152,0.0,5339.152,60267.76,
03/31/2010,61231.651,124.78,350.318,350.318,27993.701,13120.028,13998.905,874.768,,,,,,,,,32178.682,-165.83,32012.852,70.647,70.647,152.109,152.109,0.0,,0.0,527.244,,575.025,24813.775,,,0.0,25388.8,15100.0,15100.0,,,,14875,,,14875.0,,,,,471.774,55835.574,0.0,4696.566,7.415,4689.151,-1726.563,2476.277,-50.203,5396.077,0.0,5396.077,61231.651,
06/30/2010,60933.134,138.112,180.892,180.892,27835.561,14192.581,12759.79,883.19,,,,,,,,,32255.812,-192.983,32062.829,70.617,70.617,152.109,152.109,0.0,,,493.014,,614.789,24553.676,,,0.0,25168.465,15100.0,15100.0,,,,14875,,,14875.0,,,,,246.413,55389.878,0.0,4701.65,7.415,4694.235,-1726.808,2544.987,23.427,5543.256,0.0,5543.256,60933.134,
09/30/2010,60616.632,147.614,485.479,485.479,27648.429,15052.238,11717.501,878.69,60.94,60.94,,31762.917,138.606,31530.869,93.442,18.987,31842.844,-216.283,31626.561,70.456,70.456,152.109,152.109,0.0,,0.0,485.984,,590.706,24323.915,,,0.0,24914.621,14950.0,14950.0,,,,14875,,,14875.0,,,,,254.241,54993.862,0.0,4707.092,7.415,4699.677,-1726.653,2595.547,46.784,5622.77,0.0,5622.77,60616.632,
12/31/2010,61166.033,175.769,493.628,493.628,28935.65,18210.332,9853.378,871.94,57.148,9.081,48.067,30934.118,137.467,30710.018,86.633,19.264,31010.53,-236.574,30773.956,69.444,69.444,152.109,152.109,0.0,234.88,0.0,330.597,,567.23,24605.896,9323.346,15282.55,0.0,25173.126,14800.0,14800.0,0.0,0.0,0.0,14875,0.0,0.0,14875.0,52.494,4.139,48.355,108.682,646.493,55655.795,0.0,4712.67,7.415,4705.255,-1725.946,2642.338,-118.824,5510.238,0.0,5510.238,61166.033,
03/31/2011,52429.066,148.276,289.719,289.719,20595.449,10547.796,9243.213,804.44,,,,,,,,,30437.663,-255.283,30182.38,69.712,69.712,152.109,152.109,0.0,,0.0,991.421,,592.174,24868.905,,,0.0,25461.079,7850.0,7850.0,,,,14175,,,14175.0,,,,,214.14,47700.219,0.0,4716.989,7.415,4709.574,-1725.946,2012.579,-274.775,4728.847,0.0,4728.847,52429.066,
06/30/2011,51778.639,146.701,566.95,566.95,19793.715,10491.485,8535.166,767.064,50.828,8.368,42.46,30301.926,279.434,30022.492,0.0,112.748,30465.502,-262.306,30203.196,70.97,70.97,152.109,152.109,0.0,,0.0,844.998,,584.823,24969.778,,,0.0,25554.601,7700.0,7700.0,,,,13425,,,13425.0,,,,,211.079,46890.68,0.0,4720.889,7.415,4713.474,-1726.057,2069.138,-176.011,4887.959,0.0,4887.959,51778.639,
09/30/2011,50850.815,158.061,3102.168,3102.168,16812.224,9913.149,6172.511,726.564,47.957,7.999,39.958,29999.465,135.872,29704.351,159.242,91.505,30138.927,-268.754,29870.173,69.989,69.989,152.109,152.109,0.0,,0.0,686.091,,594.605,24826.814,,,0.0,25421.419,7650.0,7650.0,,,,12575,,,12575.0,,,,,224.927,45871.346,0.0,4725.361,7.415,4717.946,-1719.306,2110.033,-136.619,4979.469,0.0,4979.469,50850.815,
12/31/2011,45355.885,194.029,560.051,560.051,14342.856,9177.758,4654.534,510.564,44.563,4.929,39.634,29345.457,134.502,29127.15,83.805,21.13,29411.15,-273.791,29137.359,70.61,70.61,152.109,152.109,0.0,332.815,0.0,566.056,,604.449,24903.311,11311.869,13591.442,0.0,25507.76,6950.0,6950.0,0.0,0.0,0.0,8125,0.0,0.0,8125.0,88.739,37.018,51.721,,123.946,40795.445,0.0,4728.305,7.415,4720.89,-1719.114,1709.821,-158.572,4560.44,0.0,4560.44,45355.885,
03/31/2012,44138.584,140.592,690.096,690.096,13721.178,9358.37,3892.744,470.064,43.326,4.669,38.657,28666.629,130.337,28536.292,0.0,104.838,28814.793,-280.713,28534.08,71.348,71.348,152.109,152.109,0.0,,0.0,829.181,,624.372,24497.169,,,0.0,25121.541,6950.0,6950.0,,,,7225,,,7225.0,,,,,224.534,39521.075,0.0,4732.086,7.415,4724.671,-1714.526,1741.571,-141.622,4617.509,0.0,4617.509,44138.584,
06/30/2012,43590.185,130.768,674.662,674.662,13736.168,9727.471,3595.98,412.717,41.93,4.17,37.76,28120.553,243.157,27877.396,0.0,108.977,28271.46,-287.901,27983.559,74.313,74.313,152.109,152.109,0.0,,0.0,838.606,,617.344,24027.204,,,0.0,24644.548,6950.0,6950.0,,,,6475,,,6475.0,,,,,857.195,38926.743,0.0,4732.778,7.415,4725.363,-1714.526,1774.138,-128.948,4663.442,0.0,4663.442,43590.185,
09/30/2012,41898.593,112.157,313.704,313.704,12886.087,9200.76,3295.11,390.217,42.003,4.619,37.384,27667.972,234.537,27433.435,0.0,115.216,27825.191,-291.573,27533.618,75.468,75.468,152.109,152.109,0.0,,0.0,825.45,,618.923,23403.258,,,0.0,24022.181,6950.0,6950.0,,,,5975,,,5975.0,,,,,239.327,37186.508,0.0,4735.178,7.415,4727.763,-1714.036,1790.232,-99.289,4712.085,0.0,4712.085,41898.593,
12/31/2012,40596.341,171.042,656.926,656.926,11841.034,8468.799,3015.768,356.467,36.928,4.669,32.259,27130.581,119.872,26913.175,97.534,20.904,27188.413,-302.348,26886.065,74.912,74.912,152.109,152.109,0.0,255.617,0.0,558.636,,649.925,22833.992,9882.647,12951.345,0.0,23483.917,6950.0,6950.0,0.0,0.0,0.0,5225,0.0,0.0,5225.0,101.55,47.591,53.959,,136.066,35896.533,0.0,4737.52,7.415,4730.105,-1713.895,1798.43,-122.247,4699.808,0.0,4699.808,40596.341,
03/31/2013,40286.698,75.048,2680.562,2680.562,10934.775,7830.539,2747.769,356.467,31.868,2.723,29.145,26073.144,215.009,25858.135,0.0,119.291,26224.303,-301.093,25923.21,73.18,73.18,152.109,152.109,0.0,,0.0,447.814,,646.026,22517.066,,,0.0,23163.092,6950.0,6950.0,,,,5225,,,5225.0,,,,,237.163,35575.255,0.0,4739.967,7.415,4732.552,-1712.107,1806.185,-122.602,4711.443,0.0,4711.443,40286.698,
06/30/2013,39696.453,97.572,2899.637,2899.637,10994.369,8154.99,2492.277,347.102,31.018,2.723,28.295,25126.359,206.174,24920.185,0.0,117.579,25274.956,-297.288,24977.668,69.9,69.9,152.109,152.109,0.0,,0.0,505.198,,650.455,21968.816,,,0.0,22619.271,6950.0,6950.0,,,,5225,,,5225.0,,,,,241.282,35035.553,0.0,4742.803,7.415,4735.388,-1712.107,1835.001,-204.797,4660.9,0.0,4660.9,39696.453,
09/30/2013,39186.56,121.336,3600.607,3600.607,10371.388,7903.126,2121.16,347.102,27.305,0.295,27.01,24606.716,109.478,24393.867,103.371,19.947,24653.968,-291.007,24362.961,67.354,67.354,152.109,152.109,0.0,,0.0,510.805,,652.2,21427.531,,,0.0,22079.731,6950.0,6950.0,,,,5225,,,5225.0,,,,,242.724,34497.455,0.0,4747.002,7.415,4739.587,-1712.107,1857.831,-203.621,4689.105,0.0,4689.105,39186.56,
12/31/2013,38607.354,133.665,4190.809,4190.809,9635.415,7464.838,1823.475,347.102,25.965,0.294,25.671,24172.285,194.629,23872.176,105.48,20.059,24218.309,-276.097,23942.212,65.353,65.353,152.109,152.109,0.0,340.449,0.0,147.342,,661.221,20811.108,8406.854,12404.254,0.0,21472.329,6950.0,6950.0,0.0,0.0,0.0,5225,0.0,0.0,5225.0,65.37,16.894,48.476,,152.079,33864.778,0.0,4750.803,7.415,4743.388,-1712.107,1883.754,-179.874,4742.576,0.0,4742.576,38607.354,
03/31/2014,38230.626,105.116,4997.668,4997.668,8876.032,6890.341,1638.589,347.102,24.257,0.177,24.08,23695.019,189.439,23505.58,0.0,125.167,23844.443,-265.732,23578.711,62.819,62.819,152.109,152.109,0.0,,0.0,458.171,,668.677,20396.905,,,0.0,21065.582,6150.0,6150.0,,,,6025,,,6025.0,,,,,207.186,33447.768,0.0,4754.061,7.415,4746.646,-1711.906,1906.331,-165.628,4782.858,0.0,4782.858,38230.626,
06/30/2014,37700.645,128.637,5322.044,5322.044,8576.999,6684.027,1555.677,337.295,18.989,0.177,18.812,23116.146,185.124,22931.022,0.0,124.173,23259.308,-255.011,23004.297,61.074,61.074,152.109,152.109,0.0,,0.0,455.485,,668.62,19845.215,,,0.0,20513.835,6150.0,6150.0,,,0.0,6025,,,6025.0,,,,,198.918,32887.753,0.0,4754.849,7.415,4747.434,-1709.727,1925.398,-157.628,4812.892,0.0,4812.892,37700.645,
09/30/2014,37161.125,109.294,5570.103,5570.103,8690.018,6894.58,1474.685,320.753,17.628,0.177,17.451,22234.529,181.164,22053.365,0.0,121.711,22373.868,-242.212,22131.656,59.324,59.324,152.109,152.109,0.0,,0.0,448.621,,650.578,19322.569,,,0.0,19973.147,6150.0,6150.0,,,,6025,,,6025.0,,,,,197.405,32345.552,0.0,4757.912,7.415,4750.497,-1709.641,1942.454,-175.152,4815.573,0.0,4815.573,37161.125,
12/31/2014,36569.082,122.484,6163.082,6163.082,8206.25,6574.349,1311.148,320.753,102.5,0.177,102.323,21444.924,176.681,21268.243,0.0,116.705,21664.129,-235.317,21428.812,56.633,56.633,152.109,152.109,0.0,339.062,0.0,100.65,,665.1,18711.444,7326.055,11385.389,0.0,19376.544,6150.0,6150.0,0.0,0.0,0.0,6025,0.0,0.0,6025.0,134.438,72.211,62.227,,101.69,31787.672,0.0,4759.193,7.415,4751.778,-1708.736,1961.531,-230.578,4781.41,0.0,4781.41,36569.082,
