Date,Revenue,Sales & Services Revenue,Other Revenue,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1999,1584.0,,,,-1439.0,,,,,145.0,115.0,,24.0,,,0.0,,-139.0,260.0,-99.0,161.0,0.0,,,161.0,-10.0,151.0,-1.0,,150.0,150.0,,260.0,0.58,0.58,0.58,263.700012,0.57,0.57,0.57,
09/30/1999,1602.0,,,,-1502.0,,,,,100.0,139.0,29.0,29.0,,,0.0,,-168.0,239.0,-91.0,148.0,0.0,,,148.0,-10.0,138.0,-1.0,,137.0,137.0,,260.0,0.53,0.53,0.53,264.2,0.52,0.52,0.52,
12/31/1999,1758.0,,,,-1657.0,,,,,101.0,-61.0,31.0,31.0,,,0.0,,30.0,40.0,-17.0,23.0,0.0,,,23.0,-10.0,13.0,-1.0,,12.0,12.0,,258.0,0.05,0.05,0.4,261.4,0.05,0.05,0.4,
03/31/2000,1673.0,,,,-1561.0,,,,,112.0,96.0,41.0,41.0,,,,,-137.0,208.0,-85.0,123.0,7.0,,,116.0,,116.0,-1.0,,115.0,115.0,,259.0,0.44,0.47,0.47,260.5,0.44,0.47,0.47,
06/30/2000,1694.0,,,,-1558.0,,,,,136.0,92.0,33.0,33.0,,,0.0,,-125.0,228.0,-89.0,139.0,0.0,,,139.0,-10.0,129.0,0.0,0.0,129.0,129.0,,259.0,0.5,0.5,0.5,262.0,0.49,0.49,0.49,
09/30/2000,1652.0,,,,-1503.0,,,,,149.0,95.0,38.0,38.0,,,0.0,,-133.0,244.0,-95.0,149.0,0.0,,,149.0,-10.0,139.0,-1.0,0.0,138.0,138.0,,260.0,0.53,0.53,0.53,262.8,0.53,0.53,0.53,
12/31/2000,1848.0,,,,-1677.0,,,,,171.0,-7.0,38.0,38.0,,,0.0,,-31.0,164.0,-64.0,100.0,0.0,,,100.0,-10.0,90.0,-1.0,0.0,89.0,89.0,,267.0,0.34,0.34,0.53,267.0,0.33,0.33,0.52,
03/31/2001,1789.0,,,,-1655.0,,,,,134.0,-86.0,36.0,36.0,,,0.0,,50.0,48.0,-19.0,29.0,0.0,,,29.0,-10.0,19.0,-1.0,0.0,18.0,18.0,,265.0,0.07,0.07,0.23,267.9,0.07,0.07,0.23,
06/30/2001,1839.0,,,,-1676.0,,,,,163.0,-99.0,31.0,31.0,,,0.0,,68.0,64.0,-25.0,39.0,0.0,,,39.0,-10.0,29.0,0.0,0.0,29.0,29.0,,268.0,0.11,0.11,0.44,270.0,0.11,0.11,0.44,
09/30/2001,1807.0,,,,-1695.0,,,,,112.0,21.0,31.0,31.0,,,0.0,,-52.0,133.0,-51.0,82.0,0.0,,,82.0,-10.0,72.0,-1.0,0.0,71.0,71.0,,272.0,0.26,0.26,0.38,275.4,0.26,0.26,0.38,
12/31/2001,2028.0,,,,-1838.0,,,,,190.0,-126.0,29.0,29.0,,,0.0,,97.0,64.0,-27.0,37.0,0.0,,,37.0,-10.0,27.0,-1.0,0.0,26.0,26.0,,273.333,0.1,0.1,0.33,276.9,0.1,0.1,0.33,
03/31/2002,1979.0,,,,-1788.0,,,,,191.0,80.0,29.0,29.0,,,,,-109.0,271.0,-101.0,170.0,,,,170.0,-10.0,160.0,-1.0,,159.0,159.0,,274.0,0.58,0.58,0.58,276.6,0.57,0.57,0.57,
06/30/2002,2148.0,,,,-1934.0,,,,,214.0,-198.0,30.0,30.0,,,0.0,,168.0,16.0,-6.0,10.0,0.0,,,10.0,-10.0,0.0,0.0,0.0,0.0,0.0,,276.0,0.0,0.0,0.33,278.0,0.0,0.0,0.33,
09/30/2002,2154.0,,,,-2003.0,,,,,151.0,74.0,32.0,32.0,,,0.0,,-106.0,225.0,-83.0,142.0,4.0,,,138.0,-10.0,128.0,-1.0,0.0,127.0,127.0,-11.4,276.0,0.46,0.47,0.43,277.1,0.46,0.47,0.43,
12/31/2002,2285.0,,,,-2103.0,,,,,182.0,107.0,33.0,33.0,,,0.0,,-140.0,289.0,-107.0,182.0,0.0,,,182.0,-4.0,178.0,-1.0,0.0,177.0,177.0,,299.0,0.59,0.59,0.57,299.0,0.59,0.59,0.57,
03/31/2003,2290.0,,,,-2036.0,,,,,254.0,14.0,28.0,28.0,,,0.0,,-42.0,268.0,-99.0,169.0,8.0,,,161.0,-9.0,152.0,-1.0,0.0,151.0,151.0,,315.0,0.48,0.51,0.58,315.0,0.48,0.51,0.58,
06/30/2003,2323.0,,,,-2116.0,,,,,207.0,53.0,27.0,27.0,,,0.0,,-80.0,260.0,-96.0,164.0,9.0,,,155.0,-9.0,146.0,0.0,0.0,146.0,146.0,,316.0,0.46,0.49,0.51,318.2,0.46,0.49,0.51,
09/30/2003,2311.0,,,,-2102.0,,,,,209.0,33.0,24.0,24.0,,,,,-57.0,242.0,-90.0,152.0,28.0,,,124.0,-9.0,115.0,-1.0,,114.0,114.0,,317.0,0.36,0.45,0.45,318.6,0.36,0.45,0.45,
12/31/2003,2512.0,,,,-2283.0,,,,,229.0,127.0,22.0,22.0,,,0.0,,-149.0,356.0,-132.0,224.0,0.0,,,224.0,-9.0,215.0,-1.0,0.0,214.0,214.0,,319.3,0.67,0.67,0.55,319.3,0.67,0.67,0.55,
03/31/2004,2483.0,,,,-2230.0,,,,,253.0,47.0,34.0,34.0,,,,,-81.0,300.0,-108.0,192.0,22.0,,,170.0,,170.0,-1.0,0.0,169.0,169.0,,318.0,0.53,0.6,0.6,335.3,0.51,0.58,0.58,
06/30/2004,2475.0,,,,-2227.0,,,,,248.0,34.0,35.0,35.0,,,0.0,,-69.0,282.0,-102.0,180.0,7.0,,,173.0,0.0,173.0,0.0,0.0,173.0,173.0,,319.0,0.54,0.56,0.56,337.1,0.52,0.54,0.54,
09/30/2004,2296.0,,,,-2140.0,1684.0,,,456.0,156.0,19.0,,32.0,,,,,-51.0,175.0,-62.0,113.0,-9.0,,,122.0,,122.0,-1.0,,121.0,121.0,0.0,320.0,0.38,0.35,0.35,337.4,0.36,0.33,0.33,
12/31/2004,2478.0,,,,-2292.0,,,,,186.0,-93.0,,35.0,,,0.0,,58.0,93.0,-20.0,73.0,-8.0,,,81.0,0.0,81.0,-1.0,0.0,80.0,80.0,,324.0,0.25,0.23,0.47,336.4,0.24,0.22,0.45,
03/31/2005,2373.0,,,,-2119.0,,,,,254.0,56.0,34.0,34.0,,,0.0,,-90.0,310.0,-112.0,198.0,-2.0,,,200.0,0.0,200.0,-1.0,0.0,199.0,199.0,,321.0,0.62,0.61,0.54,337.1,0.59,0.58,0.51,
06/30/2005,2092.0,,,,-1869.0,,,,,223.0,23.0,31.0,31.0,,,0.0,,-54.0,246.0,-53.0,193.0,2.0,,,191.0,0.0,191.0,0.0,0.0,191.0,191.0,,322.0,0.59,0.6,0.56,338.5,0.57,0.58,0.54,
09/30/2005,1963.0,,,,-1844.0,,,,,119.0,25.0,29.0,29.0,,,0.0,,-54.0,144.0,-47.0,97.0,-25.0,,,122.0,0.0,122.0,-1.0,0.0,121.0,121.0,,323.0,0.37,0.29,0.36,342.7,0.36,0.29,0.36,
12/31/2005,2162.0,,,,-2073.0,,,,,89.0,53.0,-72.0,31.0,-103.0,,0.0,,19.0,142.0,-40.0,102.0,-122.0,,,224.0,0.0,224.0,0.0,0.0,224.0,224.0,,321.739,0.69,0.31,0.5,347.5,0.65,0.3,0.47,
03/31/2006,2076.0,,,,-1867.0,,,,,209.0,57.0,31.0,31.0,,,0.0,,-88.0,266.0,-93.0,173.0,-25.0,,,198.0,0.0,198.0,0.0,0.0,198.0,198.0,,324.0,0.61,0.54,0.55,350.2,0.57,0.5,0.51,
06/30/2006,2123.0,,,,-1906.0,,,,,217.0,50.0,34.0,34.0,,,0.0,,-84.0,267.0,-92.0,175.0,-18.0,,,193.0,0.0,193.0,0.0,0.0,193.0,193.0,,320.0,0.6,0.54,0.59,344.8,0.57,0.52,0.56,
09/30/2006,2076.0,,,,-1995.0,,,,,81.0,58.0,34.0,34.0,,,0.0,,-92.0,139.0,-49.0,90.0,-16.0,,,106.0,0.0,106.0,0.0,0.0,106.0,106.0,,316.0,0.34,0.29,0.45,340.1,0.32,0.27,0.43,
12/31/2006,1881.0,,,,-1655.0,,,,,226.0,-31.0,,30.0,,,0.0,,1.0,195.0,-52.0,143.0,-80.0,,,223.0,0.0,223.0,0.0,0.0,223.0,223.0,,308.0,0.72,0.46,0.72,333.3,0.67,0.43,0.66,
03/31/2007,1798.0,,,,-1523.0,,,,,275.0,-35.0,35.0,35.0,,,0.0,,0.0,240.0,-75.0,165.0,-48.0,,,213.0,0.0,213.0,0.0,0.0,213.0,213.0,,298.0,0.71,0.55,0.6,324.4,0.66,0.51,0.55,
06/30/2007,1866.0,,,,-1580.0,,,,,286.0,-5.0,34.0,34.0,,,0.0,,-29.0,281.0,-98.0,183.0,-57.0,,,240.0,0.0,240.0,0.0,0.0,240.0,240.0,,296.0,0.81,0.62,0.61,321.9,0.75,0.57,0.56,
09/30/2007,1749.0,,,,-1493.0,,,,,256.0,-33.0,33.0,33.0,,,0.0,,0.0,223.0,-93.0,130.0,-74.0,,,204.0,0.0,204.0,0.0,0.0,204.0,204.0,,295.0,0.69,0.44,0.48,321.5,0.64,0.41,0.44,
12/31/2007,2006.0,,,,-1705.0,,,,,301.0,-30.0,,36.0,,,0.0,,-6.0,271.0,-83.0,188.0,-19.0,,,207.0,0.0,207.0,0.0,0.0,207.0,207.0,,298.0,0.69,0.62,0.72,324.1,0.64,0.58,0.67,
03/31/2008,1905.0,,,0.0,-1618.0,414.0,,,1204.0,287.0,-29.0,,33.0,,,,,-4.0,258.0,-76.0,182.0,-41.0,,,223.0,-5.0,218.0,0.0,0.0,218.0,218.0,,311.9,0.7,0.57,0.57,319.8,0.68,0.55,0.55,
06/30/2008,1956.0,,,0.0,-1701.0,500.0,,,1201.0,255.0,-29.0,,31.0,,,,,-2.0,226.0,-57.0,169.0,-967.0,,,1136.0,-3.0,1133.0,0.0,0.0,1133.0,1133.0,34.45,289.5,3.913644,0.56,0.68,305.3,3.711104,0.54,0.653,
09/30/2008,1846.0,,,0.0,-1599.0,419.0,,,1180.0,247.0,-29.0,,32.0,,,,,-3.0,218.0,-59.0,159.0,38.0,,,121.0,-4.0,117.0,0.0,0.0,117.0,117.0,,281.7,0.42,0.55,0.71,293.9,0.4,0.53,0.69,
12/31/2008,1821.0,,,,-1670.0,,,,,151.0,26.0,30.0,30.0,,,0.0,,-56.0,177.0,-50.0,127.0,129.0,,,-2.0,-4.0,-6.0,0.0,0.0,-6.0,-6.0,,288.1,-0.02,0.44,0.78,299.0,-0.02,0.42,0.75,
03/31/2009,1846.0,1821.0,25.0,0.0,-1480.0,466.0,,,1014.0,366.0,-23.0,22.0,29.0,-7.0,-7.0,,,8.0,343.0,-108.0,235.0,-50.0,-50.0,0.0,285.0,-5.0,280.0,0.0,0.0,280.0,259.25,29.25,284.3,0.99,0.81,0.911889,292.0,0.96,0.79,0.890171,
06/30/2009,1882.0,1863.0,19.0,0.0,-1662.0,528.0,,,1134.0,220.0,-10.0,24.0,26.0,-2.0,,,,-14.0,210.0,-57.0,153.0,-2.0,-2.0,0.0,155.0,-6.0,149.0,0.0,0.0,149.0,206.15,59.15,285.4,0.52,0.52,0.72232,292.7,0.51,0.5,0.702084,
09/30/2009,1808.0,1780.0,28.0,0.0,-1599.0,424.0,,56.0,1119.0,209.0,-31.0,,32.0,,,,,-1.0,178.0,-47.0,131.0,-3.0,-3.0,0.0,134.0,-14.0,120.0,0.0,0.0,120.0,182.0,65.0,283.8,0.42,0.41,0.641297,292.1,0.41,0.4,0.622527,
12/31/2009,2073.0,2059.0,14.0,0.0,-1832.0,502.0,,,1330.0,241.0,-23.0,30.0,35.0,-5.0,,0.0,,-7.0,218.0,-56.0,162.0,-56.0,-56.0,0.0,218.0,-20.0,198.0,0.0,0.0,198.0,259.65,117.65,287.8,0.687978,0.493398,0.902189,287.8,0.687978,0.493398,0.902189,
03/31/2010,1904.0,1891.0,13.0,0.0,-1631.0,468.0,,,1163.0,273.0,-26.0,33.0,34.0,-1.0,-1.0,,,-6.0,247.0,-61.0,186.0,0.0,0.0,0.0,186.0,-8.0,178.0,0.0,0.0,178.0,224.15,46.15,275.9,0.65,0.65,0.812432,283.4,0.63,0.63,0.792844,
06/30/2010,1898.0,1883.0,15.0,0.0,-1630.0,461.0,,,1169.0,268.0,-24.0,29.0,33.0,-4.0,,,,-5.0,244.0,-60.0,184.0,26.0,26.0,0.0,158.0,-5.0,153.0,0.0,0.0,153.0,197.85,18.85,278.4,0.55,0.64,0.710668,282.6,0.54,0.63,0.696702,
09/30/2010,1801.0,1786.0,15.0,0.0,-1538.0,488.0,,,1050.0,263.0,-55.0,46.0,50.0,-4.0,,,,9.0,208.0,-61.0,147.0,0.0,0.0,0.0,147.0,-3.0,144.0,0.0,0.0,144.0,166.75,22.75,278.7,0.52,0.52,0.598314,282.2,0.51,0.51,0.590617,
12/31/2010,2909.0,2897.0,12.0,0.0,-2487.0,772.0,,,1715.0,422.0,-62.0,59.0,65.0,-6.0,,,,3.0,360.0,-118.0,242.0,1.0,1.0,0.0,241.0,-10.0,231.0,0.0,0.0,231.0,297.0,65.0,346.7,0.68,0.68,0.856648,346.7,0.67,0.67,0.856648,
03/31/2011,2759.0,2748.0,11.0,0.0,-2363.0,766.0,,,1597.0,396.0,-40.0,57.0,63.0,-6.0,,,,-17.0,356.0,-103.0,253.0,-2.0,-2.0,0.0,255.0,-9.0,246.0,0.0,0.0,246.0,266.75,22.75,339.4,0.72,0.72,0.785946,345.4,0.71,0.71,0.775866,
06/30/2011,2811.0,2799.0,12.0,0.0,-2371.0,759.0,,,1612.0,440.0,-88.0,59.0,63.0,-4.0,,,,29.0,352.0,-87.0,265.0,-2.0,-2.0,0.0,267.0,-9.0,258.0,0.0,0.0,258.0,282.0,26.0,337.7,0.76,0.76,0.835061,342.7,0.75,0.75,0.825868,
09/30/2011,2723.0,2708.0,15.0,0.0,-2395.0,761.0,,,1634.0,328.0,-36.0,56.0,60.0,-4.0,,,,-20.0,292.0,-84.0,208.0,0.0,0.0,0.0,208.0,-10.0,198.0,0.0,0.0,198.0,228.55,30.55,332.6,0.59,0.59,0.687162,336.9,0.59,0.59,0.68068,
12/31/2011,2994.0,2980.0,14.0,0.0,-2564.0,840.0,,,1724.0,430.0,-46.0,55.0,59.0,-4.0,,,,-9.0,384.0,-104.0,280.0,0.0,0.0,0.0,280.0,-3.0,277.0,0.0,0.0,277.0,316.65,39.65,337.9,0.84,0.84,0.937112,337.9,0.82,0.82,0.937112,
03/31/2012,2841.0,2829.0,12.0,0.0,-2439.0,778.0,,,1661.0,402.0,-56.0,56.0,59.0,-3.0,,0.0,,0.0,346.0,-97.0,249.0,0.0,0.0,0.0,249.0,-11.0,238.0,0.0,0.0,238.0,246.45,8.45,332.4,0.72,0.72,0.741426,336.6,0.71,0.71,0.735104,
06/30/2012,2821.0,2813.0,8.0,0.0,-2427.0,788.0,,,1639.0,394.0,-43.0,55.0,57.0,-2.0,,,,-12.0,351.0,-96.0,255.0,1.0,1.0,0.0,254.0,-8.0,246.0,0.0,0.0,246.0,269.75,22.75,332.0,0.74,0.74,0.8125,335.6,0.73,0.73,0.797789,
09/30/2012,2737.0,2726.0,11.0,0.0,-2398.0,778.0,,,1620.0,339.0,-65.0,56.0,57.0,-1.0,,,,9.0,274.0,-64.0,210.0,0.0,0.0,0.0,210.0,-6.0,204.0,0.0,0.0,204.0,221.55,17.55,327.3,0.62,0.62,0.676902,331.0,0.62,0.62,0.673021,
12/31/2012,3115.0,3108.0,7.0,0.0,-2654.0,865.0,,,1789.0,461.0,-51.0,51.0,55.0,-4.0,,0.0,,0.0,410.0,-103.0,307.0,0.0,0.0,0.0,307.0,-2.0,305.0,0.0,0.0,305.0,332.3,27.3,327.5,0.95,0.95,1.014656,327.5,0.93,0.93,1.013359,
03/31/2013,2915.0,2908.0,7.0,0.0,-2505.0,780.0,,,1725.0,410.0,-42.0,51.0,52.0,-1.0,,0.0,,-9.0,368.0,-96.0,272.0,0.0,0.0,0.0,272.0,-11.0,261.0,0.0,0.0,261.0,279.2,18.2,316.4,0.82,0.82,0.882427,320.0,0.82,0.82,0.876875,
06/30/2013,2897.0,2891.0,6.0,0.0,-2515.0,803.0,,,1712.0,382.0,-40.0,46.0,48.0,-2.0,,0.0,,-6.0,342.0,-90.0,252.0,0.0,0.0,0.0,252.0,-11.0,241.0,0.0,0.0,241.0,277.4,36.4,313.7,0.77,0.77,0.884284,317.1,0.76,0.76,0.87479,
09/30/2013,2794.0,2786.0,8.0,0.0,-2430.0,764.0,,,1666.0,364.0,-11.0,50.0,53.0,-3.0,,0.0,,-39.0,353.0,-89.0,264.0,0.0,0.0,0.0,264.0,-8.0,256.0,0.0,0.0,256.0,252.1,-3.9,309.5,0.83,0.83,0.81454,312.9,0.82,0.82,0.807536,
12/31/2013,3209.0,3202.0,7.0,0.0,-2694.0,852.0,,,1842.0,515.0,-40.0,54.0,57.0,-3.0,,0.0,,-14.0,475.0,-115.0,360.0,0.0,0.0,0.0,360.0,-5.0,355.0,0.0,0.0,355.0,395.95,40.95,306.034,1.16,1.16,1.29381,311.4,1.14,1.14,1.271503,
03/31/2014,2947.0,2941.0,6.0,0.0,-2478.0,727.0,,,1751.0,469.0,-55.0,56.0,58.0,-2.0,,-19.0,,18.0,414.0,-78.0,336.0,0.0,0.0,0.0,336.0,-11.0,325.0,0.0,0.0,325.0,325.65,0.65,303.5,1.07,1.07,1.072982,307.2,1.06,1.06,1.062116,
06/30/2014,2919.0,2913.0,6.0,0.0,-2474.0,766.0,,,1708.0,445.0,-65.0,63.0,65.0,-2.0,,15.0,,-13.0,380.0,-67.0,313.0,0.0,0.0,0.0,313.0,-9.0,304.0,0.0,0.0,304.0,304.65,0.65,298.5,1.02,1.02,1.020603,301.6,1.01,1.01,1.012155,
09/30/2014,2880.0,2873.0,7.0,0.0,-2463.0,756.0,,,1707.0,417.0,-27.0,62.0,65.0,-3.0,,-7.0,,-28.0,390.0,-75.0,315.0,0.0,0.0,0.0,315.0,-6.0,309.0,0.0,0.0,309.0,290.15,-18.85,292.3,1.06,1.06,0.992645,296.1,1.04,1.04,0.976339,
12/31/2014,3299.0,3292.0,7.0,0.0,-2664.0,816.0,,,1848.0,635.0,-54.0,64.0,67.0,-3.0,,-7.0,,-3.0,581.0,-114.0,467.0,0.0,0.0,0.0,467.0,-8.0,459.0,0.0,0.0,459.0,481.1,22.1,286.875,1.6,1.6,1.677037,293.4,1.56,1.56,1.635324,
03/31/2015,2847.0,2842.0,5.0,0.0,-2406.0,723.0,,,1683.0,441.0,-20.0,62.0,65.0,-3.0,,-24.0,,-18.0,421.0,-80.0,341.0,0.0,0.0,0.0,341.0,-13.0,328.0,0.0,0.0,328.0,316.95,-11.05,284.2,1.15,1.15,1.115236,287.1,1.14,1.14,1.101512,
06/30/2015,2805.0,2800.0,5.0,0.0,-2528.0,875.0,,,1653.0,277.0,-63.0,64.0,68.0,-4.0,,7.0,,-8.0,214.0,-26.0,188.0,0.0,0.0,0.0,188.0,-10.0,178.0,0.0,0.0,178.0,291.75,113.75,284.5,0.63,0.63,1.025483,286.7,0.62,0.62,1.016756,
