Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/31/2012,6766.5,6119.0,475.1,172.4,-4576.0,4576.0,2190.5,0.0,-1198.1,709.0,312.5,176.6,992.4,-192.1,,192.1,,0.3,0.0,800.3,-266.2,534.4,0.0,0.0,0.0,534.4,-1.5,532.9,0.0,0.0,532.9,532.9,0.0,404.0,1.32,1.32,1.32,408.4,1.3,1.3,1.3,
04/30/2012,10008.6,9404.6,483.9,120.1,-6834.5,6834.5,3174.1,0.0,-1381.4,881.4,352.0,148.0,1792.7,-195.7,,195.7,,2.4,0.0,1597.0,-541.3,1058.1,0.0,0.0,0.0,1058.1,-1.9,1056.2,0.0,0.0,1056.2,1056.2,0.0,400.2,2.64,2.64,2.64,404.7,2.61,2.61,2.61,
07/31/2012,9590.4,8930.3,493.2,166.9,-6756.0,6756.0,2834.4,0.0,-1424.8,878.4,367.8,178.6,1409.6,-194.9,,194.9,,2.3,0.0,1214.7,-426.8,790.2,0.0,0.0,0.0,790.2,-2.2,788.0,0.0,0.0,788.0,788.0,0.0,394.7,2.0,2.0,2.0,398.8,1.98,1.98,1.98,
10/31/2012,9791.6,9047.0,529.0,215.6,-6841.4,6841.4,2950.2,0.0,-1627.9,948.3,401.2,278.4,1322.3,-200.0,,200.0,,-8.2,0.0,1122.3,-425.2,688.9,0.0,0.0,0.0,688.9,-1.3,687.6,0.0,0.0,687.6,718.6,31.0,389.5,1.76,1.76,1.844929,393.9,1.75,1.75,1.8287,
01/31/2013,7421.4,6792.8,501.0,127.6,-5014.8,5014.8,2406.6,0.0,-1280.4,781.5,356.5,142.4,1126.2,-180.1,,180.1,,-7.5,0.0,946.1,-289.0,649.6,0.0,0.0,0.0,649.6,0.1,649.7,0.0,0.0,649.7,649.7,0.0,388.4,1.67,1.67,1.67,393.0,1.65,1.65,1.65,
04/30/2013,10913.5,10265.0,512.2,136.3,-7482.2,7482.2,3431.3,0.0,-1496.5,956.3,376.8,163.4,1934.8,-191.0,,191.0,,6.9,0.0,1743.8,-666.4,1084.3,0.0,0.0,0.0,1084.3,-0.1,1084.2,0.0,0.0,1084.2,1084.2,0.0,389.2,2.79,2.79,2.79,393.1,2.76,2.76,2.76,
07/31/2013,10009.9,9315.6,530.9,163.4,-6837.9,6837.9,3172.0,0.0,-1440.1,919.8,338.7,181.6,1731.9,-182.6,,182.6,,0.8,0.0,1549.3,-553.5,996.6,0.0,0.0,0.0,996.6,-0.1,996.5,0.0,0.0,996.5,1040.5,44.0,386.0,2.58,2.58,2.695596,389.6,2.56,2.56,2.672936,
10/31/2013,9450.5,8624.4,571.1,255.0,-6332.4,6332.4,3118.1,0.0,-1686.3,947.9,405.2,333.2,1431.8,-187.6,,187.6,,-0.1,0.0,1244.2,-437.1,807.0,0.0,0.0,0.0,807.0,-0.2,806.8,0.0,0.0,806.8,858.8,52.0,378.8,2.13,2.13,2.267159,382.2,2.11,2.11,2.246054,
01/31/2014,7654.0,6948.5,531.5,174.0,-5195.5,5195.5,2458.5,0.0,-1321.9,765.9,323.7,232.3,1136.6,-171.7,,171.7,,-3.1,0.0,964.9,-280.5,681.3,0.0,0.0,0.0,681.3,-0.2,681.1,0.0,0.0,681.1,707.1,26.0,371.9,1.83,1.83,1.901318,375.4,1.81,1.81,1.879259,
04/30/2014,9947.9,9246.2,544.1,157.6,-6871.8,6871.8,3076.1,0.0,-1446.5,846.5,354.1,245.9,1629.6,-165.8,,165.8,,-3.6,0.0,1463.8,-479.0,981.2,0.0,0.0,0.0,981.2,-0.5,980.7,0.0,0.0,980.7,984.7,4.0,366.6,2.67,2.67,2.686034,369.8,2.65,2.65,2.660817,
07/31/2014,9500.2,8723.0,573.5,203.7,-6611.3,6611.3,2888.9,0.0,-1442.8,820.7,362.1,260.0,1446.1,-153.9,,153.9,,8.9,0.0,1292.2,-450.2,850.9,0.0,0.0,0.0,850.9,-0.2,850.7,0.0,0.0,850.7,850.7,0.0,361.9,2.35,2.35,2.35,365.1,2.33,2.33,2.33,
10/31/2014,8964.7,8042.8,633.1,288.8,-6097.1,6097.1,2867.6,0.0,-1618.6,851.3,412.1,355.2,1249.0,-172.5,,172.5,,-9.8,0.0,1076.5,-416.9,649.8,0.0,0.0,0.0,649.8,-0.6,649.2,0.0,0.0,649.2,649.2,0.0,352.3,1.84,1.84,1.84,354.8,1.83,1.83,1.83,
01/31/2015,6383.1,5605.1,593.6,184.4,-4420.6,4420.6,1962.5,0.0,-1214.8,659.0,333.2,222.6,747.7,-180.1,,180.1,,-10.2,0.0,567.6,-170.5,386.9,0.0,0.0,0.0,386.9,-0.1,386.8,0.0,0.0,386.8,386.8,0.0,343.1,1.13,1.13,1.13,345.7,1.12,1.12,1.12,
04/30/2015,8170.7,7398.5,576.3,195.9,-5694.2,5694.2,2476.5,0.0,-1294.0,740.0,341.1,212.9,1182.5,-165.5,,165.5,,-2.2,0.0,1017.0,-324.0,690.8,0.0,0.0,0.0,690.8,-0.3,690.5,0.0,0.0,690.5,690.5,0.0,337.1,2.05,2.05,2.05,339.7,2.03,2.03,2.03,
07/31/2015,7593.7,6839.5,596.7,157.5,-5358.0,5358.0,2235.7,0.0,-1325.7,755.3,346.8,223.6,910.0,-171.5,,171.5,,14.2,0.0,738.5,-241.0,511.7,0.0,0.0,0.0,511.7,-0.1,511.6,0.0,-0.2,511.4,511.4,0.0,331.4,1.54,1.54,1.54,334.1,1.53,1.53,1.53,
10/31/2015,6715.4,5932.0,614.5,168.9,-4670.4,4670.4,2045.0,0.0,-1425.1,719.1,404.0,302.0,619.9,-162.9,,162.9,,-0.9,0.0,457.0,-104.5,351.6,0.0,0.0,0.0,351.6,-0.4,351.2,0.0,0.0,351.2,373.82,22.62,323.0,1.09,1.09,1.157337,324.6,1.08,1.08,1.149686,
01/31/2016,5524.5,4769.2,599.0,156.3,-3840.1,3840.1,1684.4,0.0,-1160.0,592.9,319.3,247.8,524.4,-173.2,,173.2,,-1.9,0.0,351.2,-95.5,253.8,0.0,0.0,0.0,253.8,0.6,254.4,0.0,0.0,254.4,262.59,8.19,316.4,0.8,0.8,0.82993,317.6,0.8,0.8,0.825787,
04/30/2016,7875.4,7106.6,611.4,157.4,-5531.0,5531.0,2344.4,0.0,-1420.1,714.8,345.0,360.3,924.3,-191.0,,191.0,,-0.8,0.0,733.3,-237.8,494.7,0.0,0.0,0.0,494.7,0.7,495.4,0.0,0.0,495.4,519.515,24.115,315.1,1.57,1.57,1.648731,316.5,1.56,1.56,1.636193,
07/31/2016,6724.4,5861.4,638.5,224.5,-4494.2,4494.2,2230.2,0.0,-1324.4,709.0,338.8,276.6,905.8,-200.7,,200.7,,10.0,0.0,705.1,-226.5,488.6,0.0,0.0,0.0,488.6,0.2,488.8,0.0,-0.3,488.5,441.5,-47.0,314.3,1.55,1.55,1.404709,315.7,1.55,1.55,1.401124,
10/31/2016,6519.7,5650.1,662.2,207.4,-4383.5,4383.5,2136.2,0.0,-1503.0,747.1,386.0,369.9,633.2,-198.8,,198.8,,-9.8,0.0,434.4,-140.2,284.4,0.0,0.0,0.0,284.4,0.9,285.3,0.0,0.0,285.3,308.31,23.01,314.6,0.91,0.91,0.980006,316.2,0.9,0.9,0.97277,
01/29/2017,5625.2,4697.8,655.5,271.9,-3781.5,3781.5,1843.7,0.0,-1307.6,667.3,312.1,328.2,536.1,-208.1,,208.1,,-0.4,0.0,328.0,-129.2,198.4,0.0,0.0,0.0,198.4,0.6,199.0,0.0,0.0,199.0,194.1,-4.9,316.7,0.63,0.63,0.612883,319.7,0.62,0.62,0.604673,
04/30/2017,8287.0,7259.8,665.0,362.2,-5427.7,5427.7,2859.3,0.0,-1463.1,783.6,325.4,354.1,1396.2,-226.9,,226.9,,4.8,0.0,1169.3,-365.8,808.3,0.0,0.0,0.0,808.3,0.2,808.5,0.0,0.0,808.5,700.75,-107.75,319.2,2.53,2.53,2.195332,323.0,2.5,2.5,2.166409,
07/30/2017,7807.8,6833.0,688.8,286.0,-5248.6,5248.6,2559.2,0.0,-1453.0,799.1,336.8,317.1,1106.2,-216.3,,216.3,,5.6,0.0,889.9,-253.2,642.3,0.0,0.0,0.0,642.3,-0.5,641.8,0.0,0.0,641.8,584.1,-57.7,320.8,2.0,2.0,1.820761,325.1,1.97,1.97,1.792516,
10/29/2017,8018.0,7094.3,722.7,201.0,-5408.2,5408.2,2609.8,0.0,-1595.3,848.0,398.8,348.5,1014.5,-247.7,,247.7,,-34.0,0.0,766.8,-222.3,510.5,0.0,0.0,0.0,510.5,-0.3,510.2,0.0,0.0,510.2,366.5,-143.7,321.6,1.586443,1.586443,1.139614,325.7,1.566472,1.566472,1.125269,
01/28/2018,6913.5,5973.9,722.9,216.7,-4704.5,4704.5,2209.0,0.0,-1404.8,705.0,356.8,343.0,804.2,-286.3,,286.3,,4.9,0.0,517.9,-1057.5,-534.7,0.0,0.0,0.0,-534.7,-0.4,-535.1,0.0,0.0,-535.1,441.9,977.0,322.8,-1.66,-1.66,1.368959,322.8,-1.66,-1.66,1.366642,
04/29/2018,10720.0,9747.0,753.9,219.1,-7333.3,7333.3,3386.7,0.0,-1699.3,939.2,415.2,344.9,1687.4,-303.7,,303.7,,3.1,0.0,1383.7,-177.1,1209.7,0.0,0.0,0.0,1209.7,-1.4,1208.3,0.0,0.0,1208.3,1034.3,-174.0,324.2,3.73,3.73,3.190315,329.2,3.67,3.67,3.141446,
07/29/2018,10308.0,9286.0,786.0,236.0,-7152.0,7152.0,3156.0,0.0,-1675.0,913.0,416.0,346.0,1481.0,-291.0,,291.0,,10.0,0.0,1190.0,-289.0,911.0,0.0,0.0,0.0,911.0,-1.0,910.0,0.0,0.0,910.0,848.0,-62.0,323.5,2.81,2.81,2.621329,328.0,2.78,2.78,2.590976,
10/28/2018,9416.0,8343.0,844.0,229.0,-6381.0,6381.0,3035.0,0.0,-1734.0,899.0,470.0,365.0,1301.0,-322.0,,322.0,,9.0,0.0,979.0,-204.0,784.0,0.0,0.0,0.0,784.0,1.0,785.0,0.0,0.0,785.0,728.25,-56.75,320.3,2.45,2.45,2.27365,324.7,2.42,2.42,2.245223,
01/27/2019,7983.6,6940.9,814.9,227.8,-5431.6,5431.6,2552.0,0.0,-1521.8,763.7,406.8,351.3,1030.2,-353.0,,353.0,,6.5,0.0,677.2,-184.1,499.6,0.0,0.0,0.0,499.6,-1.1,498.5,0.0,0.0,498.5,498.5,0.0,318.5,1.56,1.56,1.56,322.7,1.54,1.54,1.54,
04/28/2019,11342.0,10273.0,838.0,231.0,-7755.0,7755.0,3587.0,0.0,-1763.0,947.0,457.0,359.0,1824.0,-351.0,,351.0,,6.0,0.0,1473.0,-343.0,1136.0,0.0,0.0,0.0,1136.0,-1.0,1135.0,0.0,0.0,1135.0,1135.0,0.0,317.9,3.57,3.57,3.57,322.2,3.52,3.52,3.52,
07/28/2019,10036.0,8969.0,884.0,183.0,-6870.0,6870.0,3166.0,0.0,-1679.0,896.0,431.0,352.0,1487.0,-374.0,,374.0,,7.0,0.0,1113.0,-221.0,899.0,0.0,0.0,0.0,899.0,,899.0,0.0,0.0,899.0,867.0,-32.0,315.9,2.84,2.84,2.744539,319.8,2.81,2.81,2.709937,
11/03/2019,9896.0,8703.0,956.0,237.0,-6735.0,6735.0,3161.0,0.0,-1948.0,945.0,488.0,515.0,1213.0,-388.0,,388.0,,1.0,0.0,825.0,-104.0,722.0,0.0,0.0,0.0,722.0,,722.0,0.0,0.0,722.0,745.78,23.78,313.9,2.3,2.3,2.375852,317.9,2.27,2.27,2.344803,
02/02/2020,7631.0,6530.0,896.0,205.0,-5077.0,5077.0,2554.0,0.0,-1649.0,809.0,425.0,415.0,905.0,-336.0,,336.0,,-1.0,0.0,569.0,-50.0,518.0,0.0,0.0,0.0,518.0,-1.0,517.0,0.0,0.0,517.0,617.33,100.33,313.5,1.65,1.65,1.969155,317.2,1.63,1.63,1.946299,
05/03/2020,9253.0,8224.0,849.0,180.0,-6294.0,6294.0,2959.0,0.0,-1689.0,906.0,406.0,377.0,1270.0,-342.0,,342.0,,-17.0,0.0,928.0,-245.0,666.0,0.0,0.0,0.0,666.0,0.0,666.0,0.0,0.0,666.0,856.7,190.7,313.2,2.13,2.13,2.735313,316.2,2.11,2.11,2.713099,
08/02/2020,8925.0,7859.0,838.0,228.0,-5835.0,5835.0,3090.0,0.0,-1530.0,752.0,370.0,408.0,1560.0,-290.0,,290.0,,-2.0,0.0,1270.0,-457.0,811.0,0.0,0.0,0.0,811.0,,811.0,0.0,0.0,811.0,848.0,37.0,313.0,2.59,2.59,2.709265,315.8,2.57,2.57,2.687163,
10/31/2020,7367.727,,,,,,1613.38485846,,,,,,354.571,,,,,,,295.286,,336.4,,,,,,336.4,,,336.4,348.308,,,1.074,1.074,1.193,,1.074,1.074,1.193,
01/31/2021,6415.444,,,,,,1436.4179116,,,,,,491.2,,,,,,,423.5,,434.571,,,,,,434.571,,,434.571,447.444,,,1.445,1.445,1.502,,1.445,1.445,1.502,
