Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2001,799300.0,22299.0,88338.0,,,278738.0,,,,,116578.0,,,106707.0,,,,,,,0.0,223285.0,-3874.0,219411.0,7268.0,,14683.0,,,,,0.0,168563.0,,72734.0,208870.0,,208870.0,0.0,281604.0,281609.0,,,,,,,,46754.0,,,,,,,,146048.0,756015.0,1009.0,14237.0,,,-799.0,28021.0,267.0,42735.0,550.0,43285.0,799300.0,
12/31/2001,693575.0,22600.0,76470.0,,,223785.0,,,,,104864.0,,,112580.0,,,,,,,0.0,217444.0,-4524.0,212920.0,6292.0,,15347.0,8249.0,7098.0,,,0.0,136161.0,,76974.0,216676.0,90376.0,126300.0,0.0,293650.0,210778.0,,,,,,,,43622.0,,,,,,,,103876.0,651926.0,1009.0,14492.0,,,-953.0,26993.0,-442.0,41099.0,550.0,41649.0,693575.0,
03/31/2002,712508.0,22637.0,86410.0,,,255650.0,,,,,101752.0,,,112794.0,,,,,,,0.0,214546.0,-5005.0,209541.0,6304.0,,9759.0,8055.0,1704.0,,,0.0,122207.0,,72659.0,209378.0,,209378.0,0.0,282037.0,264672.0,,,,,,,,42761.0,,,,,,,,81907.0,671377.0,1009.0,14799.0,,,-1046.0,27278.0,-909.0,41131.0,0.0,41131.0,712508.0,
06/30/2002,740546.0,21878.0,82257.0,,,272701.0,,,,,104701.0,,,107385.0,,,,,,,0.0,212086.0,-5006.0,207080.0,6596.0,,9828.0,8089.0,1739.0,,,0.0,140206.0,,73529.0,220300.0,,220300.0,0.0,293829.0,262521.0,,,,,,,,47802.0,,,,,,,,93658.0,697810.0,1009.0,15131.0,,,-1088.0,27605.0,79.0,42736.0,0.0,42736.0,740546.0,
09/30/2002,741759.0,18159.0,77195.0,,,274328.0,,,,,97486.0,,,113992.0,,,,,,,0.0,211478.0,-5263.0,206215.0,6752.0,,9756.0,8108.0,1648.0,,,0.0,149354.0,,74724.0,217447.0,,217447.0,0.0,292171.0,252773.0,,,,,,,,44552.0,,,,,,,,108826.0,698322.0,1009.0,15136.0,,,-1113.0,26940.0,1465.0,43437.0,0.0,43437.0,741759.0,
12/31/2002,758800.0,19218.0,74751.0,,,292033.0,,,,,91548.0,,,124816.0,,,,,,,0.0,216364.0,-5350.0,211014.0,6829.0,,9672.0,8096.0,1576.0,,,0.0,145283.0,,82029.0,222724.0,111955.0,110769.0,0.0,304753.0,261884.0,,,,,,,,45190.0,,,,,,,,104667.0,716494.0,1009.0,15246.0,,,-1027.0,25851.0,1227.0,42306.0,0.0,42306.0,758800.0,
03/31/2003,755156.0,22229.0,76660.0,,,279319.0,,,,,88446.0,,,129025.0,,,,,,,0.0,217471.0,-5215.0,212256.0,6719.0,,9621.0,8122.0,1499.0,,,0.0,148352.0,,77822.0,222845.0,,222845.0,0.0,300667.0,251535.0,,,,,,,,48290.0,,,,,,,,111580.0,712072.0,1009.0,14509.0,,,-85.0,26538.0,1113.0,43084.0,0.0,43084.0,755156.0,
06/30/2003,802603.0,23398.0,80141.0,,,270792.0,,,,,91056.0,,,136338.0,,,,,,,0.0,227394.0,-5087.0,222307.0,6658.0,,9593.0,8132.0,1461.0,,,0.0,189714.0,,88096.0,230152.0,,230152.0,0.0,318248.0,252713.0,,,,,,,,49918.0,,,,,,,,136903.0,757782.0,1009.0,14934.0,,,-48.0,27633.0,1293.0,44821.0,0.0,44821.0,802603.0,
09/30/2003,792700.0,18585.0,99353.0,,,256776.0,,,,,88408.0,,,147793.0,,,,,,,0.0,236201.0,-4753.0,231448.0,6558.0,,9523.0,8134.0,1389.0,,,0.0,170457.0,,81865.0,231761.0,,231761.0,0.0,313626.0,310724.0,,,,,,,,69060.0,,,,,,,,54333.0,747743.0,1009.0,15279.0,,,-58.0,28540.0,187.0,44957.0,0.0,44957.0,792700.0,
12/31/2003,770912.0,20268.0,87043.0,,,278448.0,,,,,83097.0,,,136421.0,,,,,,,0.0,219518.0,-4523.0,214995.0,6487.0,,10210.0,8511.0,1699.0,,,0.0,153461.0,,79465.0,247027.0,147321.0,99706.0,0.0,326492.0,214897.0,,,,,,,,67077.0,,,,,,,,116292.0,724758.0,1009.0,15556.0,,,-62.0,29681.0,-30.0,46154.0,0.0,46154.0,770912.0,
03/31/2004,801078.0,19419.0,115014.0,,,317274.0,,,,,79215.0,,,138415.0,,,,,,,,217630.0,-4120.0,213510.0,6418.0,,10496.0,8730.0,1766.0,,,0.0,118947.0,,87428.0,249458.0,,249458.0,,336886.0,308098.0,,,,,,,,64337.0,,,,,,,,43656.0,752977.0,1009.0,16281.0,,,-244.0,30878.0,177.0,48101.0,0.0,48101.0,801078.0,
06/30/2004,817763.0,23525.0,139986.0,,,254185.0,,,,,79239.0,,,146699.0,,,,,,,,225938.0,-3967.0,221971.0,6268.0,,10423.0,8731.0,1692.0,,,0.0,161405.0,,95292.0,251247.0,,251247.0,,346539.0,302530.0,,,,,,,,66177.0,,,,,,,,56576.0,771822.0,1009.0,16521.0,,,-275.0,29596.0,-910.0,45941.0,0.0,45941.0,817763.0,
09/30/2004,1138469.0,30815.0,129113.0,,,366761.0,,,,,132344.0,,,291836.0,,,,,,,,424180.0,-7493.0,416687.0,8880.0,,52947.0,42947.0,10000.0,,,0.0,133266.0,,129313.0,367141.0,,367141.0,,496454.0,318148.0,,,,,,,,149339.0,,,,,,,,68675.0,1032616.0,1009.0,75759.0,,,-452.0,29779.0,-242.0,105853.0,0.0,105853.0,1138469.0,
12/31/2004,1157248.0,35168.0,123034.0,,,306525.0,,,,,135067.0,,,267047.0,,,,,,,31722.0,433836.0,-7320.0,426516.0,9145.0,,48929.0,43203.0,5726.0,,,0.0,207931.0,,136188.0,385268.0,257972.0,127296.0,0.0,521456.0,300638.0,,,,,,,,153779.0,,,,,,,,75722.0,1051595.0,339.0,76386.0,,,-1073.0,30209.0,-208.0,105653.0,0.0,105653.0,1157248.0,
03/31/2005,1178305.0,37593.0,147082.0,,,366483.0,,,,,137401.0,,,265268.0,,,,,,,28484.0,431153.0,-6935.0,424218.0,9344.0,,52657.0,43440.0,9217.0,,,0.0,140928.0,,137202.0,394177.0,,,,531379.0,313965.0,,,,,,,,155438.0,,,,,,,,72183.0,1072965.0,339.0,76992.0,,,-2621.0,31253.0,-623.0,105340.0,0.0,105340.0,1178305.0,
06/30/2005,1171283.0,35092.0,139865.0,,,361936.0,,,,,149588.0,,,318837.0,,,,,,,27887.0,496312.0,-6794.0,489518.0,9354.0,,48856.0,43537.0,5319.0,,,,86662.0,,145314.0,389326.0,,,,534640.0,297188.0,,,,,,,,157006.0,,,,,,,,77064.0,1065898.0,139.0,77515.0,,,-3240.0,31032.0,-61.0,105385.0,0.0,105385.0,1171283.0,
09/30/2005,1254333.0,33036.0,137213.0,,,443719.0,,,,,151591.0,,,320213.0,,,,,,,28766.0,500570.0,-7220.0,493350.0,9297.0,,52046.0,43555.0,8491.0,,,,85672.0,,140852.0,394271.0,,,,535123.0,327462.0,,,,,,,,159615.0,,,,,,,,74698.0,1096898.0,139.0,78004.0,,,-3756.0,32350.0,-602.0,106135.0,,106135.0,1203033.0,
12/31/2005,1198942.0,36670.0,155642.0,,,377168.0,,,,,150111.0,,,269037.0,,,,,,,29740.0,448888.0,-7090.0,441798.0,9081.0,,51728.0,43621.0,8107.0,,,0.0,126855.0,,143075.0,411916.0,324344.0,87572.0,0.0,554991.0,244424.0,,,,,,,,162083.0,,,,,,,,130233.0,1091731.0,139.0,78612.0,,,-4762.0,33848.0,-626.0,107211.0,0.0,107211.0,1198942.0,
03/31/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2006,1328001.0,38390.0,171875.0,,,416477.0,,,,,178215.0,,,327389.0,,,,,,,,505604.0,-7076.0,498528.0,8910.0,,50867.0,43498.0,7369.0,,,,142954.0,,133753.0,459963.0,,,,593716.0,362605.0,,,,,,,,151539.0,,,,,,,,109457.0,1217317.0,0.0,80756.0,,,-7062.0,38208.0,-1218.0,110684.0,0.0,110684.0,1328001.0,
09/30/2006,1338029.0,36279.0,173324.0,,,471566.0,,,,,179403.0,,,284141.0,,,,,,,,463544.0,-7056.0,456488.0,8553.0,,50432.0,43372.0,7060.0,,,,141387.0,,120958.0,0.0,,0.0,,582115.0,329566.0,,,,,,,,156182.0,,,,,,,,156605.0,1224468.0,,81115.0,,,-7311.0,40283.0,-526.0,113561.0,,113561.0,1338029.0,
12/31/2006,1351520.0,40412.0,154071.0,,,482159.0,,,,,183742.0,,,299385.0,,,,,,,0.0,483127.0,-7279.0,475848.0,8735.0,,52492.0,45186.0,7306.0,,,0.0,137803.0,,140443.0,498345.0,293996.0,204349.0,0.0,638788.0,289563.0,,,,,,,,161814.0,,,,,,,,145565.0,1235730.0,0.0,81465.0,,,-7718.0,43600.0,-1557.0,115790.0,0.0,115790.0,1351520.0,
03/31/2007,1460018.0,31836.0,175279.0,,,512654.0,,,,,168194.0,,,332671.0,,,,,,,,500865.0,-7300.0,493565.0,8728.0,,52026.0,45063.0,6963.0,,,,185930.0,,132046.0,494382.0,,,,626428.0,358451.0,,,,,,,,168416.0,,,,,,,,137919.0,1291214.0,,81418.0,,,-10337.0,48105.0,-1482.0,117704.0,,117704.0,1408918.0,
06/30/2007,1458042.0,35449.0,167666.0,,,582750.0,,,,,181968.0,,,283069.0,,,,,,,,465037.0,-7633.0,457404.0,9044.0,,51948.0,45254.0,6694.0,,,,153781.0,,126389.0,524981.0,,,,651370.0,415705.0,,,,,,,,186971.0,,,,,,,,84785.0,1338831.0,0.0,81678.0,,,-11398.0,51011.0,-2080.0,119211.0,0.0,119211.0,1458042.0,
09/30/2007,1479575.0,32766.0,162303.0,,,578451.0,,,,,197728.0,,,288592.0,,,,,,,0.0,486320.0,-8113.0,478207.0,8892.0,,51721.0,45335.0,6386.0,,,0.0,167235.0,,121595.0,0.0,,0.0,0.0,678091.0,324647.0,,,,,,,,201909.0,,,,,,,,154950.0,1359597.0,0.0,81953.0,,,-13209.0,53064.0,-1830.0,119978.0,0.0,119978.0,1479575.0,
12/31/2007,1562147.0,40144.0,182363.0,,,583907.0,,,,,213076.0,,,306298.0,,,,,,,0.0,519374.0,-9234.0,510140.0,9319.0,,51369.0,45270.0,6099.0,,,0.0,184905.0,,135748.0,604980.0,355103.0,249877.0,0.0,740728.0,350932.0,,,,,,,,184085.0,,,,,,,,163181.0,1438926.0,0.0,82255.0,,,-12832.0,54715.0,-917.0,123221.0,0.0,123221.0,1562147.0,
03/31/2008,1642862.0,46888.0,215590.0,,,469721.0,,,,,231297.0,,,305759.0,,,,,,,0.0,537056.0,-11746.0,525310.0,9457.0,,51650.0,45695.0,5955.0,,,0.0,324246.0,,139304.0,0.0,,0.0,0.0,761626.0,350647.0,,,,,,,,219891.0,,,,,,,,185071.0,1517235.0,0.0,81730.0,,,-11353.0,55762.0,-512.0,125627.0,0.0,125627.0,1642862.0,
06/30/2008,1775670.0,32255.0,193437.0,,,,,,,,229359.0,,,308670.0,,,,,,,,538029.0,-13246.0,524783.0,10333.0,,51652.0,45993.0,5659.0,,,,963210.0,,133433.0,589472.0,,,,722905.0,355310.0,,,,,,,,297526.0,,,,,,,,266753.0,1642494.0,6000.0,82528.0,,,-9830.0,56313.0,-1835.0,133176.0,,133176.0,1775670.0,
09/30/2008,2251469.0,54350.0,268040.0,,,,,,,,288445.0,,,472936.0,,,,,,,,761381.0,-19052.0,742329.0,9962.0,,51601.0,46121.0,5480.0,,,,1125187.0,,203000.0,766783.0,766783.0,,,969783.0,522595.0,,,,,,,,266869.0,,,,,,,,346379.0,2105626.0,8152.0,94477.0,,,-9509.0,55217.0,-2494.0,145843.0,0.0,145843.0,2251469.0,
12/31/2008,2175052.0,26895.0,341254.0,,,514674.0,,,,,262044.0,,,482854.0,,,,,,,,744898.0,-23164.0,721734.0,10045.0,,53608.0,48027.0,5581.0,,,,506842.0,,218596.0,790681.0,491580.0,299101.0,,1009277.0,444091.0,,,,,,,,245218.0,,,,,,,,309582.0,2008168.0,31939.0,96085.0,,,-9249.0,54013.0,-5904.0,166884.0,0.0,166884.0,2175052.0,
03/31/2009,2079188.0,26681.0,375030.0,157237.0,217793.0,632314.0,298453.0,333830.0,31.0,0.0,242284.0,62993.0,179291.0,465959.0,90911.0,111781.0,95265.0,43065.0,17300.0,107637.0,0.0,708243.0,-27381.0,680862.0,10336.0,10336.0,53550.0,48201.0,5349.0,,131247.0,0.0,169168.0,,204100.0,702869.0,,,0.0,906969.0,478965.0,258890.0,53786.0,,,,,166289.0,271519.0,,,,271519.0,,2581.0,86020.0,162940.0,1908994.0,31993.0,95411.0,3942.0,91469.0,-8121.0,55487.0,-4576.0,170194.0,0.0,170194.0,2079188.0,
06/30/2009,2026642.0,25133.0,350315.0,159170.0,191145.0,643698.0,298135.0,345534.0,29.0,0.0,231625.0,61754.0,169871.0,448976.0,85736.0,108229.0,91737.0,42887.0,15600.0,104787.0,0.0,680601.0,-29072.0,651529.0,10668.0,10668.0,53370.0,48288.0,5082.0,,97491.0,,194438.0,,200538.0,665939.0,,,0.0,866477.0,473633.0,287092.0,56021.0,,,,,130520.0,292884.0,,,,292884.0,,2535.0,67197.0,169150.0,1871876.0,8152.0,101767.0,4105.0,97662.0,-7984.0,56355.0,-3524.0,154766.0,,154766.0,2026642.0,
09/30/2009,2041009.0,21068.0,358689.0,171007.0,187682.0,703237.0,330370.0,372840.0,27.0,0.0,218953.0,60344.0,158609.0,434191.0,78215.0,104795.0,89719.0,44309.0,15500.0,101653.0,0.0,653144.0,-30633.0,622511.0,10675.0,10675.0,53196.0,48334.0,4862.0,,94065.0,0.0,177568.0,,204951.0,663026.0,,,0.0,867977.0,480196.0,294308.0,65233.0,,,,,120655.0,289983.0,,,,289983.0,,2527.0,69214.0,168859.0,1878756.0,8152.0,101669.0,4105.0,97564.0,-7338.0,59573.0,197.0,162253.0,0.0,162253.0,2041009.0,
12/31/2009,2031989.0,26206.0,378264.0,195404.0,182860.0,691308.0,330918.0,360365.0,25.0,0.0,204175.0,54968.0,149207.0,429283.0,78786.0,101425.0,87954.0,46031.0,15800.0,99287.0,0.0,633458.0,-31602.0,601856.0,11118.0,11118.0,52978.0,48357.0,4621.0,21956.0,80210.0,0.0,168093.0,,212085.0,726282.0,501459.0,224823.0,0.0,938367.0,460968.0,245692.0,64946.0,0.0,0.0,,37075.0,113255.0,244468.0,0.0,0.0,,244468.0,189.0,9369.0,60125.0,153138.0,1866624.0,8152.0,102087.0,4105.0,97982.0,-7196.0,62481.0,-159.0,165365.0,0.0,165365.0,2031989.0,
03/31/2010,2135796.0,31422.0,415878.0,230123.0,185755.0,691088.0,346712.0,344353.0,23.0,0.0,214290.0,53000.0,161290.0,499509.0,149260.0,97642.0,90073.0,47381.0,17400.0,97753.0,0.0,713799.0,-38186.0,675613.0,11123.0,11123.0,52742.0,48359.0,4383.0,,79416.0,0.0,178514.0,,221044.0,704259.0,513576.0,190683.0,0.0,925303.0,472934.0,267321.0,78228.0,,,,,127385.0,355912.0,,,,355912.0,,2541.0,62741.0,151644.0,1971075.0,8152.0,100555.0,4105.0,96450.0,-5722.0,61043.0,693.0,164721.0,0.0,164721.0,2135796.0,
06/30/2010,2014019.0,32806.0,360743.0,199024.0,161719.0,629306.0,317293.0,311992.0,21.0,0.0,216826.0,51409.0,165417.0,482657.0,142994.0,94761.0,87620.0,47548.0,15100.0,94634.0,0.0,699483.0,-35836.0,663647.0,11267.0,11267.0,52498.0,48320.0,4178.0,,80215.0,0.0,183537.0,,217158.0,670647.0,507553.0,163094.0,0.0,887805.0,397713.0,222018.0,74745.0,,,,,100950.0,336766.0,,,,336766.0,,2584.0,60137.0,157894.0,1842899.0,8152.0,100850.0,4105.0,96745.0,-5683.0,65465.0,2336.0,171120.0,0.0,171120.0,2014019.0,
09/30/2010,2141595.0,23960.0,393832.0,235390.0,158442.0,718390.0,378222.0,340149.0,19.0,0.0,220597.0,52970.0,167627.0,469934.0,136436.0,91728.0,86214.0,48186.0,14600.0,92770.0,0.0,690531.0,-34161.0,656370.0,11316.0,11316.0,52718.0,48736.0,3982.0,,97293.0,0.0,187716.0,,229948.0,673190.0,510233.0,162957.0,0.0,903138.0,487333.0,294287.0,82919.0,,,,,110127.0,333027.0,,,,333027.0,,2656.0,74902.0,166709.0,1967765.0,7800.0,101043.0,4105.0,96938.0,-7572.0,69531.0,3028.0,173830.0,0.0,173830.0,2141595.0,
12/31/2010,2117605.0,27567.0,367814.0,222554.0,145260.0,725747.0,409411.0,316318.0,18.0,0.0,227633.0,51734.0,175899.0,465294.0,137676.0,112844.0,134284.0,48367.0,14400.0,17723.0,0.0,692927.0,-32266.0,660661.0,13355.0,13355.0,52893.0,48854.0,4039.0,23634.0,80481.0,0.0,165453.0,,239472.0,690897.0,543024.0,147873.0,0.0,930369.0,492141.0,262722.0,76947.0,0.0,0.0,,45878.0,106594.0,279440.0,0.0,0.0,,279440.0,187.0,7315.0,69219.0,162828.0,1941499.0,7800.0,101520.0,4105.0,97415.0,-8160.0,73998.0,948.0,176106.0,0.0,176106.0,2117605.0,
03/31/2011,2198161.0,23469.0,417198.0,217356.0,199842.0,757204.0,422404.0,334784.0,16.0,0.0,236007.0,52820.0,183187.0,449989.0,128803.0,109226.0,132315.0,47411.0,15089.0,17145.0,0.0,685996.0,-29750.0,656246.0,13422.0,13422.0,52713.0,48856.0,3857.0,,78744.0,0.0,199165.0,,255780.0,740049.0,575938.0,164111.0,0.0,995829.0,448201.0,259147.0,80031.0,,,,,109023.0,340533.0,,,,340533.0,,2595.0,61362.0,169043.0,2017563.0,7800.0,98765.0,4105.0,94660.0,-4968.0,78342.0,659.0,180598.0,0.0,180598.0,2198161.0,
06/30/2011,2246764.0,30466.0,504735.0,213362.0,291373.0,706080.0,381339.0,324726.0,15.0,0.0,248823.0,52392.0,196431.0,440913.0,125523.0,106286.0,130176.0,46796.0,14770.0,17362.0,0.0,689736.0,-28520.0,661216.0,13679.0,13679.0,52561.0,48882.0,3679.0,,77383.0,0.0,200644.0,,301076.0,747609.0,590177.0,157432.0,0.0,1048685.0,420357.0,229666.0,84865.0,,,,,105826.0,346685.0,,,,346685.0,,2618.0,63668.0,181872.0,2063885.0,7800.0,99166.0,4105.0,95061.0,-8284.0,82612.0,1585.0,182879.0,0.0,182879.0,2246764.0,
09/30/2011,2289240.0,56766.0,508480.0,248042.0,260438.0,692027.0,352678.0,339336.0,13.0,0.0,259483.0,49478.0,210005.0,437370.0,127135.0,103383.0,128298.0,46659.0,14492.0,17403.0,0.0,696853.0,-28350.0,668503.0,13812.0,13812.0,51576.0,48180.0,3396.0,,108853.0,,189223.0,,337782.0,754926.0,602630.0,152296.0,0.0,1092708.0,395568.0,219982.0,76592.0,,,,,98994.0,339659.0,,,,339659.0,,2639.0,79249.0,197130.0,2106953.0,7800.0,99183.0,4105.0,95078.0,-12333.0,85726.0,1911.0,182287.0,,182287.0,2289240.0,
12/31/2011,2265792.0,59602.0,463055.0,235314.0,227741.0,716279.0,351486.0,364781.0,12.0,0.0,283016.0,53230.0,229786.0,440704.0,132277.0,100497.0,128709.0,47426.0,14143.0,17652.0,0.0,723720.0,-27609.0,696111.0,14041.0,14041.0,51395.0,48188.0,3207.0,27632.0,92477.0,0.0,145200.0,,365460.0,762346.0,611015.0,151331.0,0.0,1127806.0,408922.0,197789.0,66718.0,0.0,0.0,,55133.0,89282.0,267619.0,0.0,0.0,,267619.0,314.0,12856.0,74977.0,189725.0,2082219.0,7800.0,99707.0,4105.0,95602.0,-13155.0,88315.0,906.0,183573.0,0.0,183573.0,2265792.0,
03/31/2012,2320164.0,55383.0,491162.0,240484.0,250678.0,752365.0,370623.0,381731.0,11.0,0.0,291722.0,56747.0,234975.0,429245.0,124475.0,97512.0,127337.0,48245.0,13854.0,17822.0,0.0,720967.0,-25871.0,695096.0,14213.0,14213.0,51237.0,48208.0,3029.0,,85010.0,0.0,175698.0,,359575.0,768937.0,619214.0,149723.0,0.0,1128512.0,399887.0,231944.0,71529.0,,,,,96414.0,323581.0,,,,323581.0,,2719.0,74767.0,201429.0,2130895.0,7800.0,98175.0,4105.0,94070.0,-11201.0,91888.0,2607.0,189269.0,0.0,189269.0,2320164.0,
06/30/2012,2290146.0,44866.0,523780.0,255188.0,268592.0,686376.0,331781.0,354585.0,10.0,0.0,302932.0,57880.0,245052.0,424639.0,124593.0,94700.0,125753.0,48468.0,12907.0,18218.0,0.0,727571.0,-23791.0,703780.0,14206.0,14206.0,50944.0,48131.0,2813.0,,85543.0,0.0,180651.0,,365633.0,750253.0,607833.0,142420.0,0.0,1115886.0,404721.0,241931.0,70812.0,,,,,91978.0,294592.0,,,,294592.0,,2734.0,76249.0,204392.0,2098574.0,7800.0,98306.0,4105.0,94201.0,-12286.0,95518.0,2234.0,191572.0,0.0,191572.0,2290146.0,
