Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2017,233.556,233.628,-0.072,-104.222,45.293,58.929,129.334,0.0,-14.598,13.744,13.744,,0.854,114.736,28.295,12.225,12.225,0.0,,,-40.52,143.031,-1.957,,,141.074,0.0,0.0,0.0,141.074,-4.801,136.273,0.0,0.0,136.273,97.44502,-38.82798,93.161,1.46,1.46,1.045985,93.364,1.46,1.46,1.044122,
06/30/2017,274.119,268.851,5.268,-123.406,48.233,75.173,150.713,0.0,-13.72,11.892,11.892,,1.828,136.993,28.714,8.245,8.245,0.0,,,-36.959,165.707,-1.579,,,164.128,0.0,0.0,0.0,164.128,-5.723,158.405,0.0,0.0,158.405,129.98771,-28.41729,98.142,1.61,1.61,1.324486,98.354,1.61,1.61,1.321071,
09/30/2017,309.253,300.931,8.322,-142.281,54.702,87.579,166.972,0.0,-16.333,11.888,11.888,,4.445,150.639,-67.834,9.192,9.192,0.0,,,58.642,82.805,-0.857,0.857,0.0,81.948,0.0,0.0,0.0,81.948,-8.924,73.024,0.0,0.0,73.024,131.065,58.041,98.144,0.74,0.74,1.335436,98.369,0.74,0.74,1.330033,
12/31/2017,394.911,389.937,4.974,-171.104,66.026,105.078,223.807,0.0,-14.427,11.145,11.145,,3.282,209.38,-103.734,10.892,10.892,0.0,,,92.842,105.646,23.961,,,129.607,0.0,0.0,0.0,129.607,-15.048,114.559,0.0,0.0,114.559,153.494,38.935,98.169,1.17,1.17,1.563569,98.368,1.16,1.16,1.55581,
03/31/2018,445.847,478.154,-32.307,-184.505,69.289,115.216,261.342,2.041,-28.044,16.325,16.325,,11.719,235.339,-10.104,13.701,13.701,0.0,,,-3.597,225.235,-47.081,,,178.154,0.0,0.0,0.0,178.154,-15.342,162.812,0.0,0.0,162.812,162.131,-0.681,98.555,1.65,1.65,1.645081,98.769,1.65,1.65,1.643105,
06/30/2018,480.0,524.0,-44.0,-213.0,83.0,130.0,267.0,2.0,-33.0,15.0,15.0,,18.0,236.0,58.0,16.0,16.0,0.0,,,-74.0,294.0,7.0,,,301.0,0.0,0.0,0.0,301.0,-82.0,219.0,0.0,0.0,219.0,226.995764,7.995764,98.614,2.22,2.22,2.301861,98.797,2.22,2.22,2.300931,
09/30/2018,496.0,533.0,-37.0,-234.0,88.0,146.0,262.0,3.0,-35.0,14.0,14.0,,21.0,230.0,-27.0,19.0,19.0,0.0,,,8.0,203.0,-43.0,43.0,0.0,160.0,0.0,0.0,0.0,160.0,-3.0,157.0,0.0,0.0,157.0,165.009,8.009,98.638,1.59,1.59,1.672875,98.818,1.59,1.59,1.671048,
12/31/2018,625.833,622.313,3.52,-357.49,125.852,231.638,268.343,2.477,-80.578,19.515,19.515,,61.063,190.242,201.53,37.931,37.931,0.0,,,-239.461,391.772,-85.612,,,306.16,0.0,0.0,0.0,306.16,0.5,306.66,0.0,0.0,306.66,148.169,-158.491,122.51,2.5,2.5,1.209444,122.739,2.5,2.5,1.208716,
03/31/2019,879.0,861.0,18.0,-500.0,178.0,322.0,379.0,2.0,-45.0,27.0,27.0,,18.0,336.0,-326.0,46.0,46.0,0.0,,,280.0,10.0,33.0,,,43.0,0.0,0.0,0.0,43.0,-33.0,10.0,0.0,0.0,10.0,229.0,219.0,164.852,0.06,0.06,1.389125,165.061,0.06,0.06,1.386782,
06/30/2019,1023.0,1016.0,7.0,-570.0,211.0,359.0,453.0,3.0,-40.0,22.0,22.0,,18.0,416.0,42.0,49.0,49.0,0.0,,,-91.0,458.0,-102.0,,,356.0,0.0,0.0,0.0,356.0,-7.0,349.0,0.0,0.0,349.0,280.0,-69.0,164.839,2.12,2.12,1.698627,165.019,2.11,2.11,1.691866,
09/30/2019,984.0,972.0,12.0,-580.0,215.0,365.0,404.0,2.0,-46.0,19.0,19.0,,27.0,360.0,130.0,38.0,38.0,0.0,,,-168.0,490.0,-102.0,,,388.0,0.0,0.0,0.0,388.0,-20.0,368.0,0.0,0.0,368.0,239.0,-129.0,162.543,2.27,2.27,1.47038,162.78,2.26,2.26,1.467519,
12/31/2019,1149.0,1102.0,47.0,-630.0,229.0,401.0,519.0,2.0,-858.0,36.0,36.0,,822.0,-337.0,-259.0,39.0,39.0,0.0,,,220.0,-596.0,124.0,,,-472.0,0.0,0.0,0.0,-472.0,-15.0,-487.0,0.0,0.0,-487.0,307.209866,794.209866,159.998,-3.04,-3.04,1.920086,160.154,-3.04,-3.04,1.919039,
03/31/2020,984.0,897.0,87.0,-643.0,236.0,407.0,341.0,2.0,-1058.0,24.0,24.0,,1034.0,-715.0,398.0,48.0,48.0,0.0,,,-446.0,-317.0,-83.0,,,-400.0,0.0,0.0,0.0,-400.0,128.0,-272.0,0.0,0.0,-272.0,230.000044,502.000044,158.291,-1.72,-1.72,1.45302,158.494,-1.72,-1.72,1.447313,
06/30/2020,633.0,423.0,210.0,-505.0,162.0,343.0,128.0,2.0,-2592.0,20.0,20.0,,2572.0,-2462.0,-630.0,46.0,46.0,0.0,,13.0,571.0,-3092.0,681.0,,,-2411.0,0.0,0.0,0.0,-2411.0,18.0,-2393.0,0.0,0.0,-2393.0,45.0,2438.0,157.829,-15.16,-15.16,0.285119,157.829,-15.16,-15.16,0.285119,
09/30/2020,708.364,,,,,,122.546972,,,,,,,119.911,,,,,,,,74.897,,,,59.617,,,,,,59.617,,,59.617,61.146,,,0.416,0.416,0.418,,0.416,0.416,0.418,
12/31/2020,744.455,,,,,,148.5187725,,,,,,,153.589,,,,,,,,96.953,,,,79.02,,,,,,79.02,,,79.02,78.956,,,0.49,0.49,0.543,,0.49,0.49,0.543,
