Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/1996,4521.052493,-97.099998,315.0,200,10542.100342,15481.052836,2.822537,9.939545,3.424214,0.680968,10.392758,34.828015,4.615286,4673.938707,15633.939051,119.633489,,
12/31/1996,5211.551158,-440.899994,315.0,525,10328.300049,15938.951213,3.000725,11.237554,3.058389,0.647991,9.728364,34.930859,4.166392,5312.038763,16039.438818,120.806369,,
03/31/1997,5940.5625,-213.0,0.0,525,10277.400024,16529.962524,3.046941,13.338301,2.782558,0.621744,11.025855,39.170527,4.629593,6091.638817,16681.038841,124.519492,,
06/30/1997,5929.429926,-114.199997,0.0,525,6625.10022,12965.330149,2.320126,13.840607,2.186607,0.510986,6.383089,18.416662,3.196659,6396.961893,13432.862116,102.292186,,
09/30/1997,6242.232006,-95.900002,0.0,525,6413.19989,13084.531895,2.34797,15.214067,2.09613,0.490136,8.307112,17.679411,2.857384,6487.599346,13329.899235,104.282484,,
12/31/1997,6699.275928,-132.899994,0.0,715,6235.300171,13516.676105,2.360373,14.629121,2.017632,0.461304,9.630692,17.027811,2.769073,6950.296669,13767.696846,107.438925,,
03/31/1998,7358.722607,-112.599998,0.0,715,6619.700073,14580.822681,2.465726,14.974293,1.981434,0.454,10.475481,16.827262,2.868095,7638.672092,14860.772167,115.418527,,
06/30/1998,7188.865528,-218.100006,0.0,715,6302.700012,13988.465534,2.321853,14.248143,1.945852,0.450564,12.589745,22.168726,2.763263,7520.540274,14320.14028,112.008083,,
09/30/1998,6605.919968,-195.100006,0.0,715,6995.900024,14121.719986,2.318419,13.984169,2.137737,0.4954,8.163788,23.337829,2.700499,6850.25,14366.050018,113.300065,,
12/31/1998,7189.297377,-159.5,0.0,715,8197.900146,15942.697523,2.479964,15.865385,2.21756,0.51421,8.476551,22.549785,2.794072,7423.069176,16176.469322,128.064084,,
03/31/1999,8849.014191,-95.800003,0.0,715,8581.599976,18049.814163,2.795041,18.346253,2.039754,0.47544,11.814252,24.975529,3.064485,9254.423584,18455.223557,144.822551,,
