Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2017,171.892,179.527,86.07,10.502,22.864,-12.362,-104.207,-22.96,-5.277,,-75.97,0.0,-40.762,-1.916,10.506,10.506,0.0,-12.422,-12.422,0.0,0.0,0.0,0.0,-32.715,0.0,-32.715,0.0,-6.131,-221.272,-35.537,-200.0,,,,14.156,14.156,0.0,0.109,22.786,-67.356,,,
09/30/2017,315.633,190.3,86.794,-8.748,23.698,-32.446,47.287,-20.026,-6.377,,73.69,0.0,-66.229,-13.327,0.114,0.114,0.0,-13.441,-13.441,0.0,0.0,0.0,0.0,-52.57,0.0,-52.57,0.0,-0.332,-331.775,-35.58,-310.0,,,,13.426,13.426,0.0,0.379,24.687,-57.684,,,
12/31/2017,368.782,443.872,86.665,-216.359,15.475,-231.834,54.604,-36.773,4.237,,87.14,0.0,-81.276,-15.608,0.019,0.019,0.0,-15.627,-15.627,0.0,0.0,0.0,0.0,-65.636,0.0,-65.636,0.0,-0.032,-219.817,-36.253,-180.0,,,,0.0,0.0,0.0,-3.564,-1.962,65.727,,,
03/31/2018,281.7,211.3,87.9,44.4,26.0,18.4,-61.9,17.3,-9.0,,-70.2,0.0,-51.5,-11.6,0.0,0.0,0.0,-11.6,-11.6,0.0,0.0,0.0,0.0,-38.9,0.0,-38.9,0.0,-1.0,-551.6,-42.1,-535.0,,,,25.4,25.4,0.0,0.1,16.3,-305.1,,,
06/30/2018,266.1,228.4,90.3,45.6,28.0,17.6,-98.2,-45.7,-6.2,,-46.3,0.0,-1159.1,-15.9,0.0,0.0,0.0,-15.9,-15.9,0.0,0.0,0.0,0.0,-1143.4,0.0,-1143.4,0.0,0.2,968.0,-42.4,1000.0,,,,10.1,10.1,0.0,0.3,-19.4,55.6,,,
09/30/2018,418.2,247.6,94.7,38.1,27.1,11.0,37.8,-1.7,-15.2,,54.7,0.0,-19.8,-13.9,0.0,0.0,0.0,-13.9,-13.9,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,0.1,-457.2,-42.2,-395.0,,,,15.2,15.2,0.0,-35.2,0.4,-58.4,,,
12/31/2018,464.1,257.1,94.1,41.1,52.7,-11.6,71.8,-53.4,8.6,,116.6,0.0,-104.7,-17.2,0.0,0.0,0.0,-17.2,-17.2,0.0,0.0,0.0,0.0,-87.5,0.0,-87.5,0.0,0.0,-347.3,-43.4,-275.0,,,,-34.7,,,5.8,-11.1,1.0,,,
03/31/2019,290.3,369.6,94.6,-107.6,25.3,-132.9,-66.3,88.9,-19.5,,-135.7,0.0,197.2,-17.8,0.0,0.0,0.0,-17.8,-17.8,0.0,0.0,0.0,0.0,217.2,0.0,-3.2,220.4,-2.2,-464.3,-47.7,-455.0,,,,24.2,24.2,0.0,14.2,4.9,28.1,39.4,,
06/30/2019,300.8,249.7,98.2,75.1,29.0,46.1,-122.2,-50.4,1.1,,-72.9,0.0,-551.3,-15.0,0.0,0.0,0.0,-15.0,-15.0,0.0,0.0,0.0,0.0,-535.9,0.0,-536.0,0.1,-0.4,181.4,-47.9,230.0,,,,12.4,12.4,0.0,-13.1,-2.6,-71.7,0.0,,
09/30/2019,404.5,277.5,106.3,-4.3,26.1,-30.4,25.0,13.6,-6.8,,18.2,0.0,-1829.7,-17.1,0.0,0.0,0.0,-17.1,-17.1,0.0,0.0,0.0,0.0,-1812.7,0.0,-1812.7,0.0,0.1,1435.0,-47.9,1485.0,,,,7.4,7.4,0.0,-9.5,-7.6,2.2,0.0,,
12/31/2019,466.2,871.1,116.9,-491.7,24.1,-515.8,-30.1,-98.8,7.9,,60.8,0.0,887.8,-13.0,0.0,0.0,0.0,-13.0,-13.0,0.0,0.0,0.0,0.0,900.9,0.0,-35.4,936.3,-0.1,-975.1,-48.2,-925.0,,,,-2.3,0.0,-2.3,0.4,7.8,386.7,331.5,,
03/31/2020,363.9,240.3,114.6,23.3,27.7,-4.4,-14.3,69.1,-10.3,,-73.1,0.0,-17.0,-10.5,0.0,0.0,0.0,-10.5,-10.5,0.0,0.0,0.0,0.0,-6.5,0.0,-2.8,-3.7,0.0,-38.7,-53.1,0.0,0.0,0.0,0.0,14.9,14.9,0.0,-0.5,-18.1,290.1,0.0,,
06/30/2020,449.1,219.2,113.5,18.4,30.5,-12.1,98.0,-19.5,-8.8,,126.3,0.0,-160.5,-10.2,0.0,0.0,0.0,-10.2,-10.2,0.0,0.0,0.0,0.0,-150.3,0.0,-150.2,-0.1,0.0,571.6,-53.5,600.0,,,,37.3,37.3,0.0,-12.2,10.8,871.0,10.0,,
