Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,2356.418,30.219,30.219,,,,,,663.541,,663.541,,,67.119,,,,,,760.879,158.32,,,,1437.219,1308.874,,,,128.345,1595.539,,123.697,123.697,,,,237.0,,,,,,302.601,,,302.601,663.298,836.5,,,,,201.085,,,,,201.085,1037.585,1700.883,,508.537,,,,155.049,-8.051,655.535,,655.535,2356.418,
12/31/2000,2463.544,32.68,32.68,0.0,319.78,,,,380.353,,380.353,,,96.757,,,,,,829.57,156.128,239.639,-83.511,0.0,1477.846,1371.368,1371.368,0.0,,106.478,1633.974,,159.901,159.901,,,,0.0,,,,,,308.768,,,308.768,468.669,1095.0,,,,,207.306,,,,,207.306,1302.306,1770.975,0.0,515.926,,,0.0,,176.643,692.569,0.0,692.569,2463.544,
03/31/2001,2491.070068,39.016998,39.016998,0.0,267.381012,,,,446.493011,,446.493011,,,93.682999,,,,,,846.573975,157.985001,,,0.0,1486.510986,1370.396973,1370.396973,0.0,,116.114014,1644.495987,,144.244995,144.244995,,,,0.0,,,,,,326.912994,,,326.912994,471.15799,1105.0,,,,,189.263,,,,,189.263,1294.263,1765.42099,0.0,537.40802,,,0.0,200.429993,-12.188995,725.649017,0.0,725.649017,2491.070007,
06/30/2001,2728.085938,68.333,68.333,0.0,275.406006,,,,474.398987,,474.398987,,,91.974998,,,,,,910.112976,171.764999,,,0.0,1646.208008,1525.001953,1525.001953,0.0,,121.206055,1817.973007,,147.970001,147.970001,,,,0.0,,,,,,305.962006,,,305.962006,453.932007,905.0,,,,,168.181,,,,,168.181,1073.181,1527.113007,0.0,915.817993,,,0.0,,215.600006,1131.417999,69.555,1200.973,2728.086006,
09/30/2001,2789.660889,98.471001,98.471001,0.0,284.213013,,,,495.946991,,495.946991,,,87.935997,,,,,,966.567017,175.634003,,,0.0,1647.459961,1527.18396,1527.18396,0.0,,120.276001,1823.093964,,139.682999,139.682999,,,,0.0,,,,,,322.680008,,,322.680008,462.363007,911.607971,,,,,168.145004,,,,,168.145004,1079.752975,1542.115982,0.0,926.192993,,,0.0,257.200989,-7.773987,1175.619995,71.925003,1247.544998,2789.66098,
12/31/2001,3339.249,361.022,361.022,0.0,330.795,,,,471.029,,471.029,,,79.555,,,,,,1242.401,203.374,341.061,-137.687,0.0,1893.474,1711.551,1711.551,0.0,,181.923,2096.848,,129.538,129.538,,,,0.0,-1.7,1.7,1.7,,,395.033,,,395.033,524.571,1315.252,1312.252,3.0,3.0,,215.637,,,,,215.637,1530.889,2055.46,0.0,939.037,,,0.0,,274.855,1213.892,69.897,1283.789,3339.249,
03/31/2002,4357.82,46.005,46.005,0.0,419.379,,,,807.432,,807.432,,,78.461,,,,,,1351.277,382.743,,,0.0,2623.8,2388.303,2388.303,0.0,,235.497,3006.543,,167.224,167.224,,,,0.0,,,,,,376.707,,,376.707,543.931,2161.259,,,,,315.571,,,,,315.571,2476.83,3020.761,0.0,964.416,,,0.0,331.009,-28.964,1266.461,70.598,1337.059,4357.82,
06/30/2002,4949.226,466.118,466.118,0.0,,,,,1304.177,,1304.177,,,73.521,,,,,,1843.816,385.201,,,0.0,2720.209,2474.221,2474.221,0.0,,245.988,3105.41,,168.003,168.003,,,,48.075,,,,,,403.39,,,403.39,619.468,1844.332,,,,,325.363,,,,,325.363,2169.695,2789.163,0.0,1755.072,,,0.0,362.649,-29.497,2088.224,71.839,2160.063,4949.226,
09/30/2002,5059.341797,448.175995,448.175995,0.0,,,,,1317.957031,,1317.957031,,,100.162003,,,,,,1866.295044,382.605011,,,0.0,2810.441895,2579.88501,2579.88501,0.0,,230.556885,3193.046906,,122.996002,122.996002,,,,0.0,,,,,,518.615021,,,518.615021,641.611023,1847.688965,,,,,324.437012,,,,,324.437012,2172.125977,2813.737,0.0,1776.348022,,,0.0,,396.541992,2172.890015,72.714996,2245.605011,5059.34201,
12/31/2002,5242.308,134.856,134.856,0.0,568.382,,,,749.611,,749.611,,,186.525,,,,,,1639.374,458.639,650.122,-191.483,0.0,3144.295,2884.695,2794.548,90.147,,259.6,3602.934,,167.24,167.24,,,,0.0,-0.7,0.7,0.7,,,529.399,,,529.399,696.639,1847.752,1846.252,1.5,1.5,,422.474,,,,,422.474,2270.226,2966.865,0.0,1794.976,,,0.0,,407.226,2202.202,73.241,2275.443,5242.308,
03/31/2003,5320.783,34.392,34.392,0.0,568.701,,,,772.164,,772.164,,,178.364,,,,,,1553.621,467.699,,,0.0,3299.463,3048.997,2960.318,88.679,,250.466,3767.162,,157.02,157.02,,,,0.0,,,,,,542.738,,,542.738,699.758,1843.742,,,,,433.721,,,,,433.721,2277.463,2977.221,0.0,1815.537,,,0.0,529.564,-75.064,2270.037,73.525,2343.562,5320.783,
06/30/2003,5700.383789,306.756989,306.756989,0.0,,,,,1418.188965,,1418.188965,,,176.996002,,,,,,1901.942017,469.539001,,,0.0,3328.903076,3085.780029,2999.272949,86.50708,,243.123047,3798.442078,,187.151001,187.151001,,,,0.0,,,,,,583.596985,,,583.596985,770.747986,2066.062988,,,,,442.395996,,,,,442.395996,2508.458984,3279.20697,0.0,1841.698975,,,0.0,582.942993,-76.570984,2348.070984,73.106003,2421.176987,5700.383957,
09/30/2003,5823.285156,377.265991,377.265991,0.0,,,,,1453.500977,,1453.500977,,,171.024994,,,,,,2001.791992,466.213013,,,0.0,3355.280029,3125.927002,3020.593994,105.333008,,229.353027,3821.493042,,163.643997,163.643997,,,,0.0,,,,,,641.353012,,,641.353012,804.997009,2066.172119,,,,,434.105988,,,,,434.105988,2500.278107,3305.275116,0.0,1862.786011,,,0.0,659.049988,-78.112,2443.723999,74.286003,2518.010002,5823.285118,
12/31/2003,6492.89,134.876,134.876,0.0,637.254,637.254,,,978.094,,978.094,,,187.478,,,,,,1937.702,519.749,740.16,-220.411,0.0,4035.439,3814.592,3652.436,162.156,,220.847,4555.188,,195.548,195.548,,,,0.0,,,,,,728.664,,,728.664,924.212,2457.3,,,,,460.671,,,,,460.671,2917.971,3842.183,0.0,1893.488,,,0.0,757.467,-76.459,2574.496,76.211,2650.707,6492.89,
03/31/2004,6656.805,205.472,205.472,0.0,664.957,664.957,,,1073.154,,1073.154,,,186.185,,,,,,2129.768,509.281,,,0.0,4017.756,3816.734,3658.331,158.403,,201.022,4527.037,,265.915,265.915,,,,0.0,,,,,,728.726,,,728.726,994.641,2157.147,,,,,473.131,,,,,473.131,2630.278,3624.919,0.0,2218.956,,,0.0,818.932,-80.779,2957.109,74.777,3031.886,6656.805,
06/30/2004,6784.602,227.965,227.965,0.0,684.079,,,,1087.311,,1087.311,,,176.938,,,,,,2176.293,504.465,,,0.0,4103.844,3908.182,3749.146,159.036,,195.662,4608.309,,251.434,251.434,,,,0.0,,,,,,735.789,,,735.789,987.223,2145.55,,,,,487.886,,,,,487.886,2633.436,3620.659,0.0,2272.003,,,0.0,896.379,-79.948,3088.434,75.509,3163.943,6784.602,
09/30/2004,7003.216797,367.338013,367.338013,0.0,697.859985,697.859985,,,1159.880005,,1159.880005,,,170.889008,,,,,,2395.967041,503.238007,,,0.0,4104.012207,3918.191895,3762.905029,155.286865,,185.820312,4607.250214,,255.494995,255.494995,,,,0.0,,,,,,828.978027,,,828.978027,1084.473022,2157.500977,,,,,477.588989,,,,,477.588989,2635.089966,3719.562988,0.0,2294.50708,,,0.0,988.185974,-78.144958,3204.548096,79.106003,3283.654099,7003.217087,
12/31/2004,7780.765,653.419,653.419,0.0,781.931,781.931,,,1197.096,89.959,2030.329,42.577,-965.769,175.878,,,,,,2808.324,556.972,851.834,-294.862,,4415.469,4240.618,4054.814,185.804,,174.851,4972.441,,281.456,281.456,,,,0.0,-13.9,13.9,13.9,,,894.384,,,894.384,1175.84,2189.806,2176.606,13.2,13.2,,537.822,,,,,537.822,2727.628,3903.468,0.0,2780.458,,,0.0,1095.929,-76.626,3799.761,77.536,3877.297,7780.765,
03/31/2005,8221.278,286.185,286.185,0.0,829.229,,,,1440.956,97.536,2326.286,51.935,-1034.801,206.782,,,,,,2763.152,591.434,,,0.0,4866.692,4670.72,4467.224,203.496,,195.972,5458.126,,337.666,337.666,,,,0.0,,,,,,1022.329,,,1022.329,1359.995,2187.683,,,,,603.264,,,,,603.264,2790.947,4150.942,0.0,2887.896,,,0.0,1183.839,-79.978,3991.757,78.579,4070.336,8221.278,
06/30/2005,8457.979,410.737,410.737,0.0,884.041,,,,1424.281,98.854,2368.442,56.174,-1099.189,185.631,,,,,,2904.69,591.746,,,0.0,4961.543,4755.158,4558.114,197.044,,206.385,5553.289,,306.621,306.621,,,,0.0,,,,,,1102.362,,,1102.362,1408.983,2192.302,,,,,626.047,,,,,626.047,2818.349,4227.332,0.0,2943.186,,,0.0,1288.361,-80.122,4151.425,79.222,4230.647,8457.979,
09/30/2005,11585.842,226.316,226.316,0.0,1095.481,,,,1731.255,93.873,2890.788,57.776,0.0,284.465,,,,,,3337.517,643.485,,,0.0,7604.84,7332.853,6915.17,417.683,,271.987,8248.325,,356.174,356.174,,,,0.0,,,,,,1381.141,,,1381.141,1737.315,4633.58,,,,,824.958,,,,,824.958,5458.538,7195.853,0.0,2980.0,,,0.0,1408.653,-79.365,4309.288,80.701,4389.989,11585.842,
12/31/2005,11909.1,393.9,393.9,0.0,1071.2,,,,1833.2,81.0,2958.5,54.3,0.0,345.2,,,,,,3643.5,657.6,1053.7,-396.1,0.0,7608.0,7312.6,6899.8,412.8,,295.4,8265.6,,476.1,476.1,,,,0.0,-10.5,10.5,10.5,,,1378.2,,,1378.2,1854.3,4633.5,4623.4,10.1,10.1,,849.4,,,,,849.4,5482.9,7337.2,0.0,3040.8,,,0.0,1545.0,-95.1,4490.7,81.2,4571.9,11909.1,
03/31/2006,12374.3,172.6,172.6,0.0,1107.1,,,,2080.4,98.6,3276.9,61.7,-1356.8,331.5,,,,,,3691.6,663.2,,,0.0,8019.5,7734.1,7298.4,435.7,,285.4,8682.7,,512.1,512.1,,,,0.0,,,,,,1502.5,,,1502.5,2014.6,4633.8,,,,,953.2,,,,,953.2,5587.0,7601.6,0.0,3106.1,,,0.0,1661.1,-79.0,4688.2,84.5,4772.7,12374.3,
06/30/2006,12875.7,184.2,184.2,0.0,1191.8,,,,2092.8,98.4,3388.2,53.0,-1446.8,418.1,,,,,,3886.9,705.5,,,0.0,8283.3,8030.9,7559.4,471.5,,252.4,8988.8,,521.5,521.5,,,,0.0,,,,,,1745.7,,,1745.7,2267.2,4702.2,,,,,1001.9,,,,,1001.9,5704.1,7971.3,0.0,3210.7,,,0.0,1688.0,-77.0,4821.7,82.7,4904.4,12875.7,
09/30/2006,13121.7,247.7,247.7,0.0,1172.0,,,,2149.9,105.1,3455.3,53.4,-1463.9,407.2,,,,,,3976.8,717.3,,,0.0,8427.6,8180.3,7702.2,478.1,,247.3,9144.9,,481.6,481.6,,,,0.0,,,,,,1824.6,,,1824.6,2306.2,4634.6,,,,,1035.5,,,,,1035.5,5670.1,7976.3,0.0,3312.1,,,0.0,1828.5,-79.0,5061.6,83.8,5145.4,13121.7,
12/31/2006,13286.7,348.2,348.2,0.0,1191.6,,,,2078.5,97.5,3367.4,42.9,0.0,311.5,,,,,,3929.8,736.1,1302.6,-566.5,0.0,8620.8,8353.5,7870.3,483.2,,267.3,9356.9,,508.1,508.1,,,,0.0,-12.0,12.0,12.0,,,1868.3,,,1868.3,2376.4,4535.0,4523.9,11.1,11.1,,985.1,,,,,985.1,5520.1,7896.5,0.0,3402.0,,,-25.5,1978.5,-49.1,5305.9,84.3,5390.2,13286.7,
06/30/2007,13870.599609,531.200012,531.200012,0.0,1160.900024,,,,2281.399902,100.599998,3543.399902,50.099998,-1412.699951,351.200012,,,,,,4324.700195,743.900024,,,0.0,8802.0,8542.900391,8088.399902,454.500488,,259.099609,9545.900024,,541.0,541.0,,,,0.0,0.0,0.0,0.0,,,1771.600098,,,1771.600098,2312.600098,4535.700195,4535.700195,0.0,0.0,,1245.300049,,,,,1245.300049,5781.000244,8093.600342,0.0,3588.199951,,,-226.199997,2264.800049,60.399948,5687.199951,89.800003,5776.999954,13870.600296,
09/30/2007,14206.2,725.1,725.1,0.0,1214.4,,,,2335.7,103.0,3653.9,52.4,-1473.6,352.4,,,,,,4627.6,745.0,,,0.0,8833.6,8562.4,8120.4,442.0,,271.2,9578.6,,582.2,582.2,,,,0.0,0.0,0.0,0.0,,,1868.0,,,1868.0,2450.2,4536.1,4536.1,0.0,0.0,,1249.4,,,,,1249.4,5785.5,8235.7,0.0,3651.3,,,-314.3,2431.6,113.6,5882.2,88.3,5970.5,14206.2,
12/31/2007,14390.7,779.8,779.8,0.0,1278.6,,,,2348.5,97.2,3483.9,46.0,0.0,356.2,,,,,,4763.1,753.9,1466.3,-712.4,0.0,8873.7,8605.7,8165.1,440.6,,268.0,9627.6,,571.5,571.5,,,,0.0,-12.0,12.0,12.0,,,2010.2,,,2010.2,2581.7,4536.5,4525.5,11.0,11.0,,1196.5,,,,,1196.5,5733.0,8314.7,0.0,3753.0,,,-525.2,2607.7,153.4,5988.9,87.1,6076.0,14390.7,
03/28/2008,14485.0,536.0,536.0,,1430.0,1430.0,,,2508.0,111.0,2359.0,38.0,0.0,384.0,,,,,,4858.0,754.0,,,,8873.0,8615.0,8168.0,447.0,,258.0,9627.0,,666.0,666.0,,,,,0.0,0.0,0.0,,,2013.0,,,2013.0,2679.0,4537.0,4537.0,0.0,0.0,,1256.0,,,,,1256.0,5793.0,8472.0,,3814.0,,,-808.0,2763.0,155.0,5924.0,89.0,6013.0,14485.0,
06/27/2008,14521.0,622.0,622.0,0.0,1324.0,1324.0,,,2469.0,120.0,2305.0,44.0,0.0,350.0,,,,,,4765.0,774.0,,,0.0,8982.0,8752.0,8310.0,442.0,,230.0,9756.0,,649.0,649.0,,,,0.0,0.0,0.0,0.0,,,1907.0,,,1907.0,2556.0,4537.0,4537.0,0.0,0.0,,1281.0,,,,,1281.0,5818.0,8374.0,0.0,3920.0,,,-1025.0,3004.0,160.0,6059.0,88.0,6147.0,14521.0,
09/26/2008,14782.0,857.0,857.0,0.0,1292.0,1292.0,,,2548.0,113.0,2389.0,46.0,0.0,317.0,,,,,,5014.0,793.0,,,0.0,8975.0,8705.0,8276.0,429.0,,270.0,9768.0,,737.0,737.0,,,,0.0,0.0,0.0,0.0,,,1935.0,,,1935.0,2672.0,4538.0,4538.0,0.0,0.0,,1309.0,,,,,1309.0,5847.0,8519.0,0.0,3990.0,,,-1098.0,3179.0,104.0,6175.0,88.0,6263.0,14782.0,
12/31/2008,14484.0,867.0,867.0,0.0,1226.0,1226.0,,,2526.0,95.0,2388.0,43.0,0.0,342.0,,,,,,4961.0,821.0,1639.0,-818.0,,8702.0,8446.0,8029.0,417.0,,256.0,9523.0,,602.0,602.0,,,,,,,,,,2105.0,,,2105.0,2707.0,4493.0,,,,,1343.0,,,,,1343.0,5836.0,8543.0,0.0,8271.0,,,-1319.0,3373.0,-4467.0,5858.0,83.0,5941.0,14484.0,
03/27/2009,14565.0,638.0,638.0,0.0,1327.0,1327.0,0.0,2424.0,266.0,101.0,126.0,39.0,0.0,348.0,15.0,,,,134.0,5003.0,825.0,,,0.0,8737.0,8487.0,8076.0,411.0,,235.0,9562.0,,1989.0,679.0,96.0,65.0,1149.0,650.0,0.0,,,,650.0,779.0,,4.0,736.0,3418.0,3849.0,3849.0,,,,1385.0,53.0,826.0,85.0,135.0,282.0,5234.0,8652.0,0.0,4187.0,1.0,4186.0,-1551.0,3530.0,-337.0,5829.0,84.0,5913.0,14565.0,
06/26/2009,14836.0,897.0,897.0,0.0,1332.0,1332.0,0.0,2402.0,267.0,104.0,126.0,37.0,0.0,335.0,8.0,,,,120.0,5233.0,830.0,,,0.0,8773.0,8526.0,8127.0,399.0,,239.0,9603.0,,1942.0,652.0,56.0,62.0,1172.0,650.0,0.0,,,,650.0,767.0,,3.0,729.0,3359.0,3854.0,3854.0,,,,1420.0,55.0,833.0,87.0,155.0,287.0,5274.0,8633.0,0.0,4286.0,1.0,4285.0,-1620.0,3713.0,-268.0,6111.0,92.0,6203.0,14836.0,
09/25/2009,15068.0,1191.0,1191.0,0.0,1270.0,1270.0,0.0,2398.0,258.0,99.0,127.0,32.0,0.0,296.0,10.0,,,,119.0,5413.0,838.0,,,0.0,8817.0,8578.0,8188.0,390.0,,229.0,9655.0,,1887.0,593.0,30.0,65.0,1199.0,650.0,0.0,,,,650.0,770.0,,3.0,737.0,3307.0,3860.0,3860.0,,,,1447.0,58.0,844.0,87.0,179.0,276.0,5307.0,8614.0,0.0,4345.0,1.0,4344.0,-1715.0,3922.0,-190.0,6362.0,92.0,6454.0,15068.0,
12/31/2009,14875.0,1016.0,1016.0,0.0,1149.0,1149.0,0.0,2395.0,258.0,92.0,129.0,37.0,0.0,395.0,8.0,,,,140.0,5213.0,854.0,1798.0,-944.0,0.0,8808.0,8567.0,8190.0,377.0,11.0,222.0,9662.0,,1737.0,447.0,35.0,76.0,1179.0,0.0,0.0,0.0,0.0,,,807.0,0.0,3.0,772.0,2544.0,4112.0,4112.0,0.0,0.0,,1559.0,55.0,817.0,83.0,272.0,329.0,5671.0,8215.0,0.0,4449.0,1.0,4448.0,-1824.0,4108.0,-166.0,6567.0,93.0,6660.0,14875.0,
03/26/2010,15092.0,1135.0,1135.0,0.0,1299.0,1299.0,0.0,2436.0,262.0,93.0,131.0,38.0,0.0,334.0,13.0,,,,125.0,5466.0,834.0,,,0.0,8792.0,8545.0,8183.0,362.0,,234.0,9626.0,,1903.0,549.0,83.0,165.0,1106.0,681.0,0.0,,,,681.0,714.0,,4.0,676.0,3298.0,3437.0,3437.0,,,,1561.0,57.0,837.0,80.0,308.0,275.0,4998.0,8296.0,0.0,4544.0,1.0,4543.0,-1947.0,4281.0,-174.0,6704.0,92.0,6796.0,15092.0,
06/25/2010,15689.0,1023.0,1023.0,0.0,1298.0,1298.0,0.0,2545.0,290.0,114.0,127.0,49.0,0.0,338.0,13.0,,,,129.0,5494.0,893.0,,,0.0,9302.0,9047.0,8576.0,471.0,,242.0,10195.0,,1868.0,459.0,61.0,63.0,1285.0,1086.0,0.0,,,,1086.0,776.0,,2.0,737.0,3730.0,3439.0,3439.0,,,,1594.0,62.0,819.0,78.0,351.0,282.0,5033.0,8763.0,0.0,4657.0,1.0,4656.0,-2078.0,4463.0,-209.0,6833.0,93.0,6926.0,15689.0,
09/24/2010,15382.0,650.0,650.0,0.0,1265.0,1265.0,0.0,2567.0,321.0,131.0,139.0,51.0,0.0,292.0,10.0,,,,131.0,5095.0,884.0,,,0.0,9403.0,9152.0,8690.0,462.0,,241.0,10287.0,,1808.0,469.0,6.0,76.0,1257.0,693.0,0.0,,,,693.0,810.0,,1.0,772.0,3311.0,3439.0,3439.0,,,,1632.0,71.0,780.0,78.0,351.0,351.0,5071.0,8382.0,,4705.0,1.400529,4703.599471,-2293.0,4654.0,-156.0,6910.0,90.0,7000.0,15382.0,
12/31/2010,15451.0,607.0,607.0,0.0,1299.0,1299.0,0.0,2548.0,303.0,114.0,130.0,59.0,0.0,321.0,9.0,,,,194.0,5078.0,923.0,1986.0,-1063.0,0.0,9450.0,9200.0,8730.0,470.0,9.0,232.0,10373.0,,1828.0,463.0,49.0,75.0,1241.0,11.0,0.0,0.0,0.0,,11.0,894.0,0.0,0.0,855.0,2733.0,4126.0,4126.0,0.0,0.0,,1737.0,63.0,943.0,53.0,308.0,370.0,5863.0,8596.0,0.0,4801.0,1.40661,4799.59339,-2658.0,4877.0,-256.0,6764.0,91.0,6855.0,15451.0,
04/01/2011,15570.0,548.0,548.0,0.0,1267.0,1267.0,0.0,2711.0,341.0,129.0,160.0,52.0,0.0,312.0,7.0,,,,185.0,5179.0,916.0,,,0.0,9475.0,9232.0,8776.0,456.0,,236.0,10391.0,,1912.0,582.0,56.0,71.0,1203.0,0.0,0.0,,,,,870.0,,,826.0,2782.0,4126.0,4126.0,,,,1736.0,59.0,912.0,55.0,341.0,369.0,5862.0,8644.0,0.0,4863.0,1.0,4862.0,-2863.0,5031.0,-195.0,6836.0,90.0,6926.0,15570.0,
07/01/2011,15577.0,548.0,548.0,0.0,1240.0,1240.0,0.0,2734.0,352.0,136.0,158.0,58.0,0.0,310.0,5.0,,,,183.0,5184.0,913.0,,,0.0,9480.0,9240.0,8795.0,445.0,,235.0,10393.0,,1802.0,507.0,3.0,64.0,1228.0,0.0,0.0,,,,,869.0,,,832.0,2671.0,4126.0,4126.0,,,,1765.0,60.0,912.0,55.0,378.0,360.0,5891.0,8562.0,0.0,4961.0,1.0,4960.0,-3087.0,5225.0,-175.0,6924.0,91.0,7015.0,15577.0,
