Date,Revenue,Rental Income,Recoveries from Tenants,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/2009,153.567,145.681,,,0.0,0.0,0.0,7.886,-121.579,45.146,19.41,25.736,27.169,45.975,0.0,3.289,31.988,-19.569,27.498,-3.257,-4.672,12.419,0.0,0.0,0.0,62.79,-64.045,-11.043,-53.002,76.464,-0.694,67.14,-3.952,,62.79,-1.255,0.0,145.33205,0.43,0.018943,0.018943,145.658847,0.43,-0.009692,-0.009692,,45.975,-1.927,1.26,,7.822,-8.434,,-0.261,,0.0,,,,,,,,,,,0.28,,,,
12/31/2009,159.667,149.052,,,0.0,0.0,0.0,10.615,-135.19,48.383,,,31.131,50.718,0.0,4.958,24.477,-37.517,30.772,-3.824,10.569,-13.04,0.0,0.0,0.0,-7.565,-2.938,-2.938,0.0,-10.102,-5.161,-13.117,-3.95,,-7.565,3.655,14.158,147.047,-0.05,-0.071426,0.024856,147.047,-0.05,-0.071426,0.024856,,50.718,-2.576,1.208,,8.725,-1.58,,-0.037,,4.174,,,,,,,,,,,0.28,,,,
03/31/2010,154.09,146.645,,,0.0,0.0,0.0,7.445,-131.928,48.118,20.025,28.093,31.951,47.381,0.0,4.478,22.162,-23.622,32.589,-3.875,-5.092,-1.46,0.0,0.0,0.0,-4.447,-0.84,-0.84,0.0,-0.62,-5.849,-0.151,-3.952,,-4.447,-2.314,2.973,148.666418,-0.03,-0.04,-0.015565,148.666418,-0.03,-0.04,-0.020002,,47.381,-2.545,1.279,,10.578,,,-1.546,44.851,-0.258,44.593,,,,,,,44.593,0.291897,0.291897,0.28,95.924245,95.924245,92.810856,
06/30/2010,219.146,188.205,,,0.0,2.634,0.0,28.307,-184.828,54.089,,,38.921,76.871,0.0,14.947,34.318,-112.258,118.92,-3.304,-3.358,-77.94,40.249,,,-23.15,-21.101,-21.101,0.0,-16.59,,-16.781,-6.369,,-23.15,-56.185,-11.934,212.84,-0.11,-0.21,-0.263978,212.84,-0.11,-0.21,-0.26607,,73.765,,,,,9.434,,35.676,95.725,-7.51,88.215,,,,,,,88.215,0.411981,0.411981,0.28,67.964314,67.964314,62.256673,
09/30/2010,228.614,194.018,,,0.0,4.784,0.0,29.812,-192.877,56.531,,,34.959,83.22,0.0,18.167,35.737,-63.358,120.233,-9.225,-47.65,-27.621,-7.455,,,6.635,-26.583,-26.583,0.0,-8.493,-5.185,-8.683,-6.369,,-15.052,-75.766,-34.131,212.945,-0.07,-0.19,-0.355801,212.945,-0.07,-0.19,-0.355801,,50.59,-1.969,0.89,,12.588,-11.495,,-0.052,,,,,,,,,,,,,0.28,,,,
12/31/2010,236.223,192.551,,,0.0,9.027,0.0,34.645,-930.315,53.13,,,50.095,83.194,0.0,743.896,-694.092,-708.533,112.034,-3.176,599.675,-1402.625,5.907,,,-1166.589,-235.855,-235.855,0.0,-1160.863,0.0,-1160.272,-6.317,,-1166.589,-73.146,1329.298,239.912,-4.86,-5.84566,-0.304887,239.912,-4.86,-5.84566,-0.304887,,76.498,,,126.038,,-221.14,,35.891,-1149.302,1255.583,106.281,-12.089,7.712,14.993,-12.289,0.55,-22.4,82.758,0.418798,0.326106,0.28,66.857933,85.861524,,
03/31/2011,229.867,195.714,,,0.0,4.319,0.0,29.834,-201.08,60.624,,,39.183,80.049,0.0,21.224,28.787,-74.366,90.527,-13.641,-2.52,-45.579,-6.369,,,-46.616,-11.784,-11.784,0.0,-40.164,,-40.247,-6.369,-7.299,-46.616,-56.137,2.263,254.698,-0.18,-0.23,-0.220406,254.698,-0.18,-0.23,-0.221115,,75.776,,,,,-1.297,,35.677,63.54,10.867,74.407,-14.685,4.612,9.403,-6.93,0.665,-9.042,51.131,0.290425,0.199575,0.28,96.410284,140.298449,112.237079,
06/30/2011,320.912,279.016,,,0.0,8.92,0.0,32.976,-367.88,77.199,,,51.84,118.606,0.0,120.235,-46.968,-107.789,112.916,-11.399,6.272,-154.757,-6.429,,,-151.471,-17.559,-17.559,0.0,-143.627,-2.404,-143.829,-7.642,,-151.471,-64.684,104.346,307.756,-0.49,-0.55,-0.210179,307.756,-0.49,-0.55,-0.210946,,114.814,,,,,-1.454,,36.66,-3.855,113.517,109.662,-8.384,8.006,10.169,-17.167,0.664,-32.032,70.918,0.356328,0.230436,0.25,70.160128,108.490087,,
09/30/2011,469.137,430.283,,,0.0,4.276,0.0,34.578,-389.798,119.949,,,53.341,182.774,0.0,33.734,79.339,-39.622,135.863,-30.975,-65.266,39.717,2.838,,,55.436,-23.313,-23.313,0.0,65.868,-8.756,65.845,-10.409,,55.436,36.112,3.989,458.256,0.12,0.07,0.078803,462.408,0.12,0.07,0.078627,,176.719,,,0.0,,6.468,,31.393,261.26,-56.124,205.136,-10.54,9.008,-4.841,-24.939,3.496,-31.069,146.251,0.432514,0.30836,0.28,64.737715,90.803044,49.112639,
12/31/2011,456.777,415.226,,,0.0,1.321,0.0,40.23,-407.126,110.169,,,50.797,180.628,0.0,65.532,49.651,-147.958,129.055,-3.92,22.823,-98.307,8.184,,,-45.459,-50.108,-50.108,0.0,-40.015,-8.199,-35.183,-10.276,,-45.459,-30.539,65.028,458.383,-0.099173,-0.208487,-0.066623,458.383,-0.099173,-0.208487,-0.066623,,187.505,,,5.3,,-32.016,,43.879,151.01,69.798,220.808,-9.178,9.856,-4.185,-21.472,1.925,-35.297,162.457,0.464975,0.3421,0.28,60.218235,81.847307,84.992544,
03/31/2012,479.43,443.96,,,0.0,3.113,0.0,32.357,-394.299,118.731,,,60.159,180.28,0.0,35.129,85.131,116.32,133.056,-13.995,-235.381,201.451,-12.124,,,202.412,-23.77,-23.77,0.0,213.097,-12.054,212.979,-10.567,,202.412,-64.5,-243.142,459.203,0.44,0.39,-0.140461,476.107,0.44,0.39,-0.140461,,176.171,,,,,,-162.745,34.538,238.322,-53.557,184.765,-11.347,8.312,-1.389,-13.414,1.216,-34.32,133.823,0.388075,0.281078,0.28,72.151089,99.616628,53.95089,
06/30/2012,501.181,468.459,,,0.0,1.729,0.0,30.993,-399.577,125.918,,,51.415,178.756,0.0,43.488,101.604,-105.008,127.582,-3.889,-18.685,-3.404,-8.075,,,-8.12,-16.147,-16.147,0.0,4.668,-3.95,1.929,-10.049,,-8.12,-24.287,-0.02,459.878,-0.02,-0.06,-0.052812,459.878,-0.02,-0.06,-0.060043,,174.516,,,,,,-2.21,34.444,194.68,6.64,201.32,-6.646,7.855,-6.063,-14.755,1.792,-34.934,148.569,0.437768,0.323062,0.28,63.960779,86.670732,66.142305,
09/30/2012,499.462,466.731,,,0.0,1.017,0.0,31.714,-424.212,142.161,,,55.886,190.148,0.0,36.017,75.25,-104.727,122.817,-2.563,-15.527,-29.477,19.983,,,-46.526,23.404,23.404,0.0,-32.898,-6.084,-36.221,-10.305,,-46.526,-5.362,17.76,460.079,-0.1,-0.05,-0.011655,461.979,-0.1,-0.05,-0.011655,,185.589,,,21.66,,,11.096,35.309,201.044,30.918,231.962,-4.217,8.438,-5.359,-25.938,1.606,-36.49,170.002,0.486268,0.35638,0.28,57.581414,78.567899,64.547562,
12/31/2012,506.108,470.294,,,0.0,4.099,0.0,31.715,-668.651,127.916,,,60.608,183.338,0.0,296.789,-162.543,-103.699,123.074,-11.229,-8.146,-266.242,-3.364,,,-228.713,-54.266,-54.266,0.0,-215.34,-5.592,-218.408,-10.305,0.0,-228.713,-55.41,227.569,460.447,-0.496719,-0.614575,-0.12034,462.346,-0.496719,-0.614575,-0.12237,,177.702,,,13.141,,,-61.434,23.032,-81.864,277.68,195.816,-5.543,8.073,-6.877,-36.037,1.805,-46.451,110.786,0.423527,0.239617,0.28,66.111492,116.853104,,
03/31/2013,479.971,444.144,,,0.0,2.192,0.0,33.635,-382.932,130.354,,,56.197,172.119,0.0,24.262,97.039,244.132,114.641,-24.768,-334.005,341.171,-51.866,,,265.416,-7.627,-7.627,0.0,296.932,-2.941,284.829,-10.305,5.384,274.524,-54.597,-321.494,461.468,0.58,0.56,-0.118312,478.952,0.57,0.55,-0.121245,,171.017,,,,,,-102.457,25.483,356.518,-168.581,187.937,-7.884,9.387,-7.002,-14.288,1.615,-33.788,141.361,0.392392,0.295146,0.28,71.357189,94.868146,36.675007,
06/30/2013,410.693,363.956,,,0.0,3.129,0.0,43.608,-352.179,109.837,,,54.909,155.656,0.0,31.777,58.514,-58.618,92.214,-8.421,-25.175,-0.104,-20.488,,,-1.517,-15.607,-15.607,0.0,-4.985,-0.719,2.299,-3.816,-1.073,-1.517,-45.551,-28.427,486.032,-0.003121,-0.03,-0.09372,487.925,-0.003121,-0.03,-0.09372,,149.92,,,,,,-4.701,37.931,180.914,16.587,197.501,-4.906,13.212,-3.839,-19.318,1.393,-46.577,136.393,0.404777,0.279537,0.28,69.173827,100.165698,77.983462,
09/30/2013,423.058,372.185,,,0.0,2.551,0.0,48.322,-345.677,106.811,,,55.034,155.439,0.0,28.393,77.381,-113.871,84.642,-26.365,55.594,-36.49,-12.18,,,-7.534,-41.503,-41.503,0.0,-7.167,-4.023,-5.399,-2.135,1.733,-7.534,19.085,68.122,497.989,-0.02,-0.1,0.038324,499.848,-0.02,-0.1,0.036285,,149.293,,,,,,-92.552,52.533,97.717,109.178,206.895,-5.167,12.12,-4.018,-28.79,1.386,-39.159,145.0,0.400213,0.280485,0.28,69.962715,99.827145,142.694639,
12/31/2013,436.764,379.208,,,0.0,3.649,0.0,53.907,-365.285,104.936,,,63.067,165.453,0.0,31.829,71.479,-39.795,87.832,-37.666,-10.371,31.684,-22.199,,,59.057,-58.784,-58.784,0.0,68.269,-1.31,61.192,-2.135,1.804,59.057,-38.57,-38.843,498.104,0.12,0.000548,-0.077434,503.76,0.12,0.000548,-0.077434,,159.489,,,,,,-76.751,43.845,184.33,28.269,212.599,-5.011,17.055,-4.528,-31.445,1.332,-46.708,145.098,0.412302,0.281395,0.28,67.911382,99.504418,76.562144,
03/31/2014,434.682,388.24,,,0.0,1.132,0.0,45.31,-363.216,110.517,,,63.203,160.28,0.0,29.216,71.466,-52.583,85.523,-29.746,-3.194,18.883,-6.88,,,4.666,0.0,0.0,0.0,12.003,-6.201,6.801,-2.135,-5.126,4.666,-12.662,-17.328,498.696,0.01,0.01,-0.02539,504.373,0.01,0.01,-0.02539,,154.495,,,,,,-9.545,43.066,186.481,31.074,217.555,-8.576,15.238,-2.269,-11.142,1.305,-35.632,171.353,0.431338,0.339735,0.33,76.506212,97.134623,89.386586,
06/30/2014,460.089,381.273,,,0.0,2.482,0.0,76.334,-364.815,109.576,,,60.375,161.577,0.0,33.287,95.274,48.238,80.184,-21.151,-107.271,143.512,8.918,,,72.715,0.0,0.0,0.0,152.43,59.945,81.18,-1.948,-2.729,72.715,-19.31,-92.025,499.112,0.15,0.15,-0.038689,516.619,0.13,0.13,-0.048129,,155.842,,,,,,-140.042,51.471,199.931,44.344,244.275,-6.483,13.748,-1.259,-15.899,1.092,-33.083,199.662,0.472834,0.386478,0.33,69.791944,85.386438,83.348255,
09/30/2014,415.151,355.822,,,0.0,5.259,0.0,54.07,-337.039,102.324,,,58.203,149.202,0.0,27.31,78.112,45.751,69.086,-28.514,-86.323,123.863,23.264,,,136.245,0.0,0.0,0.0,147.127,-4.821,137.915,-1.67,7.722,136.245,71.264,-64.981,499.292,0.27,0.27,0.14273,516.088,0.23,0.23,0.104089,,143.37,,,,,,-61.787,58.582,271.589,-26.693,244.896,-5.538,14.056,2.359,-34.131,1.445,-38.334,192.475,0.474343,0.372808,0.33,69.56996,88.517496,60.667538,
12/31/2014,450.865,402.014,,,0.0,4.694,0.0,44.157,-375.909,108.37,,,65.987,171.402,0.0,30.15,74.956,352.414,74.092,-54.877,-371.629,427.37,0.354,2.293,-2.647,408.609,0.0,0.0,0.0,427.724,-0.984,410.287,-1.678,58.212,408.609,22.453,-386.156,501.178,0.82,0.82,0.0448,507.896,0.81,0.81,0.0448,,164.107,,,,,,-341.924,33.421,263.229,-16.808,246.421,-5.681,14.436,-1.933,-35.557,1.101,-42.045,234.954,0.475457,0.453332,0.33,69.406853,72.794275,63.921908,
03/31/2015,462.847,418.802,,,0.0,2.02,0.0,42.025,-378.966,126.934,,,56.288,169.808,0.0,25.936,83.881,269.322,68.761,-31.042,-307.041,353.203,-1.891,,,345.2,0.0,0.0,0.0,351.312,-11.5,346.876,-1.67,5.706,345.206,83.78,-261.426,514.022,0.67,0.67,0.162989,529.022,0.65,0.65,0.155832,,164.3,,,,,,-276.9,49.1,270.2,-15.775,254.425,-7.885,13.234,-3.939,-14.93,0.944,-34.728,212.827,0.480935,0.402303,0.36,74.854248,89.484849,69.916728,
06/30/2015,510.404,461.444,,,0.0,1.914,0.0,47.046,-423.056,125.599,,,57.027,190.188,0.0,50.242,87.348,57.763,68.902,-41.784,-84.881,145.111,-4.851,,,140.2,0.0,0.0,0.0,140.26,-20.7,141.918,-1.678,196.425,140.24,31.694,-108.546,523.476,0.27,0.27,0.060545,530.64,0.27,0.27,0.060545,,183.2,,,,,,-34.5,49.1,317.3,-43.42,273.88,-12.568,13.484,-4.504,-18.409,1.351,-37.817,411.842,0.516139,0.776135,0.36,69.74862,46.383691,59.541759,
09/30/2015,580.622,532.755,,,0.0,3.691,0.0,44.176,-477.23,140.284,,,54.178,247.471,0.0,35.297,103.392,218.122,81.035,-33.557,-265.6,321.514,-14.328,17.283,-2.955,258.979,0.0,0.0,0.0,307.186,-1.08,260.65,-1.671,0.439,258.979,-9.812,-268.791,523.528,0.49,0.49,-0.018742,532.073,0.49,0.49,-0.018742,,239.896,,,,,,-133.748,50.999,415.046,-109.993,305.053,-22.178,13.406,-7.161,-19.583,1.088,-43.285,227.779,0.573329,0.428097,0.4,69.767942,93.436708,50.596801,
12/31/2015,643.201,560.186,,,0.0,5.9,0.0,77.115,-537.65,150.983,,,59.769,272.906,0.0,53.992,105.551,23.226,82.665,-52.879,-53.012,128.777,-2.02,5.319,-3.299,118.363,0.0,0.0,0.0,126.757,-44.733,119.995,-1.632,-50.667,118.363,-55.014,-173.377,523.77,0.23,0.23,-0.105035,542.435,0.23,0.23,-0.105035,,267.087,,,,,,-55.621,36.369,321.465,24.293,345.758,-22.082,13.541,-7.666,-29.743,,,249.141,0.639181,0.460571,0.4,62.58007,86.848652,68.125612,
03/31/2016,606.3,554.116,,,0.0,2.518,0.0,49.666,-477.102,146.581,,,50.543,250.0,0.0,29.978,129.198,109.144,80.812,-58.311,-131.645,238.342,-15.537,,,208.0,0.0,0.0,0.0,222.805,-40.0,209.73,-1.689,88.439,208.041,64.776,-143.265,524.205,0.4,0.4,0.12357,543.562,0.39,0.39,0.12357,,244.0,,,,,,-50.0,37.0,399.0,-68.887,330.113,-31.561,12.465,-5.391,-7.257,0.916,-41.569,346.155,0.609181,0.638785,0.42,68.944973,65.749829,57.714035,
06/30/2016,602.155,546.131,,,0.0,2.489,0.0,53.535,-459.807,168.591,,,56.934,230.382,0.0,3.9,142.348,158.585,76.455,-41.454,-193.586,300.933,-5.142,,,275.383,0.0,0.0,0.0,295.791,-24.015,277.079,-1.696,25.09,275.383,72.989,-202.394,524.842,0.52,0.52,0.139069,545.388,0.52,0.52,0.139069,,221.233,,,,,,-188.051,41.549,326.099,-13.7,312.399,-22.83,16.747,-4.225,-20.7,0.938,-47.15,260.269,0.574556,0.47868,0.42,73.099863,87.741237,70.837384,
09/30/2016,704.565,560.277,,,0.0,1.707,0.0,142.581,-471.941,185.138,,,58.157,224.867,0.0,3.779,232.624,90.537,75.31,-45.857,-119.99,323.161,-15.919,13.054,2.865,279.255,0.0,0.0,0.0,307.242,-23.028,280.926,-1.671,44.655,279.255,160.467,-118.788,527.288,0.53,0.53,0.304325,547.2,0.52,0.52,0.302917,,217.041,,,,,,-63.579,38.214,447.903,-45.75,402.153,-31.551,14.446,-2.486,-22.337,0.945,-36.382,369.443,0.732699,0.673104,0.42,57.322288,62.397528,51.573667,
12/31/2016,620.115,559.885,,,0.0,3.787,0.0,56.443,-455.907,171.773,,,56.433,225.736,0.0,1.965,164.208,320.46,70.569,-60.685,-330.344,484.668,-17.966,21.754,-3.788,1203.218,0.0,0.0,0.0,466.702,-104.832,442.197,-1.658,158.553,440.539,145.104,-295.435,528.012,0.83,0.83,0.274812,550.885,0.82,0.82,0.274812,,899.821,,,,,,-423.029,162.11,1737.288,-222.054,1515.234,-18.944,16.683,,-28.451,-1.172,-40.891,1601.012,2.771773,2.928684,0.42,15.152757,14.340912,13.296586,
03/31/2017,629.155,566.933,127.049,439.884,0.0,5.177,0.0,57.045,-467.269,184.455,,,53.617,226.591,0.0,2.606,161.886,68.403,72.912,-48.605,-92.71,230.289,-9.6,7.161,2.439,203.0,0.0,0.0,0.0,220.689,-25.0,204.929,-1.674,29.86,203.255,105.93,-97.325,528.721,0.38,0.38,0.200351,550.01,0.38,0.38,0.200351,,219.0,,,,,,-67.0,33.0,363.0,-16.659,346.341,-25.497,18.38,,-7.395,-2.065,-40.278,319.346,0.629699,0.580619,0.44,69.874603,75.781253,66.942149,
06/30/2017,766.183,576.377,128.417,447.96,0.0,9.152,0.0,180.654,-490.911,199.78,,,60.077,228.145,0.0,2.909,275.272,27.489,75.354,-68.596,-34.247,302.761,-14.781,14.952,-0.171,266.943,0.0,0.0,0.0,287.98,-16.644,268.617,-1.674,33.339,266.943,214.533,-52.41,530.04,0.5,0.5,0.404749,552.114,0.5,0.5,0.404749,,220.13,,,,,,-45.286,25.675,450.818,10.586,461.404,-23.422,19.224,,-20.27,-0.683,-38.064,431.528,0.835704,0.781592,0.44,52.650207,56.295341,53.902018,
09/30/2017,602.874,531.182,114.755,416.427,0.0,3.65,0.0,68.042,-427.383,164.731,,,57.656,201.903,,3.093,175.491,755.873,64.19,-55.066,-764.997,931.364,-17.947,20.412,-2.465,876.218,0.0,0.0,0.0,913.417,1.074,877.893,-1.675,143.287,876.218,97.165,-779.053,531.288,1.65,1.65,0.182886,554.163,1.63,1.63,0.182886,,194.023,,,,,,-610.839,48.319,508.795,-139.065,369.73,-17.314,20.487,,-22.365,3.74,-37.1,460.465,0.667186,0.83092,0.44,65.94859,52.953367,47.956446,
12/31/2017,619.922,550.649,117.081,433.568,0.0,1.125,0.0,68.148,-461.505,175.698,,,59.709,222.501,0.0,3.597,158.417,192.737,62.03,-76.3,-178.467,351.154,-12.281,17.089,-4.808,295.515,0.0,0.0,0.0,338.873,1.661,300.886,-1.476,77.166,295.515,109.717,-185.798,531.478,0.56,0.56,0.206438,554.401,0.55,0.55,0.206438,,214.292,,,,,,-131.787,39.804,419.485,-46.218,373.267,-14.788,18.549,,-33.992,2.853,-37.813,385.242,0.67328,0.69488,0.44,65.351729,63.320313,57.928174,
03/31/2018,693.656,555.943,128.042,427.901,0.0,4.752,0.0,132.961,-456.549,186.801,,,62.428,204.081,,3.239,237.107,171.404,47.245,-62.656,-155.993,408.511,-16.552,18.616,-2.064,366.0,0.0,0.0,0.0,391.959,-10.0,367.378,-1.476,149.375,365.902,170.791,-195.111,532.185,0.69,0.69,0.320924,554.123,0.68,0.68,0.320924,,196.0,,,,,,-37.0,52.0,567.0,-123.916,443.084,-15.06,19.996,,-8.998,3.53,-28.027,563.9,0.799613,1.017644,0.48,60.029033,47.167767,47.089947,
06/30/2018,621.276,544.679,118.13,426.549,0.0,0.9,0.0,75.697,-433.982,168.179,,,57.615,203.673,0.0,4.515,187.294,191.801,56.314,-62.549,-185.566,379.095,-14.104,13.234,0.87,334.611,0.0,0.0,0.0,364.991,-12.956,336.087,-1.476,49.575,334.611,240.068,-94.543,532.639,0.63,0.63,0.450714,554.515,0.62,0.62,0.449503,,194.426,,,,,,-30.592,51.939,537.428,-146.204,391.224,-11.309,19.086,,-21.976,3.275,-31.315,398.56,0.705525,0.718754,0.48,68.034476,66.782216,47.572274,
